CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_저가_clust_id
9018,-1,2,-3,3,-2,0,1
9019,-2,3,-3,2,-2,-1,1
9020,-2,3,-2,0,0,1,0
9021,-2,1,1,0,0,-1,2
9022,3,-1,0,-2,0,-1,5
9023,-1,2,0,-1,2,-2,0
9024,-3,3,0,-1,-1,-1,0
9025,-3,3,-3,3,0,-3,1
9026,0,-1,0,2,-3,2,4
9027,0,0,3,-3,3,0,3
9028,1,-1,0,1,-2,3,4
9029,0,-1,1,-3,1,-1,3
9030,0,-1,-2,3,-1,1,1
9031,0,4,-3,-1,0,0,0
9032,-3,0,2,-1,-1,0,2
9033,-3,3,0,-2,1,1,0
9035,3,-3,3,0,-3,0,4
9036,0,-2,-1,-1,4,-3,5
9037,2,-3,0,3,-3,2,4
9038,0,-1,-1,3,-3,3,4
9039,1,-2,2,-1,2,-2,3
9040,-1,0,0,2,-2,-1,1
9041,0,0,4,-3,-1,0,3
9042,0,0,-1,0,0,0,5
9043,2,-1,-1,0,3,-3,5
9044,3,-3,-1,0,0,0,4
9045,2,1,-2,0,0,0,5
9046,0,-2,-1,3,-1,0,4
9047,-2,2,-2,0,-1,0,1
9048,0,-3,-1,0,4,-3,5
9049,3,0,-1,-2,2,-2,5
9050,0,-2,1,0,0,-1,2
9051,-2,3,-1,1,-3,3,1
9052,-3,3,0,-3,3,-3,0
9053,-2,0,-1,3,-2,1,1
9054,-3,3,0,-3,0,0,0
9055,0,4,0,-3,1,2,0
9056,-2,2,-3,3,-3,3,1
9058,3,-2,-1,2,-2,3,4
9059,4,-3,3,-3,0,0,3
9060,0,2,-2,1,-1,0,1
9061,0,0,0,0,0,0,2
9062,-1,0,4,0,-3,0,2
9063,-2,2,-3,2,-2,3,1
9064,0,0,-1,2,-2,0,1
9065,-1,2,-1,-2,1,1,0
9066,3,-2,1,1,-2,0,4
9067,-1,3,-2,2,-3,3,1
9068,-2,3,-2,2,-3,1,1
9069,0,-3,3,-1,1,-2,3
9070,0,-3,3,0,-3,3,2
9071,-2,0,1,-1,3,-3,0
9072,2,-1,-1,2,-2,1,4
9073,-2,1,-2,1,2,0,0
9074,-3,0,3,-3,0,-1,2
9075,0,4,-2,0,2,-3,0
9076,1,2,0,-3,1,0,0
9077,0,3,0,-3,0,1,0
9078,0,0,3,0,-3,3,2
9079,-2,1,-1,0,1,-2,0
9080,-3,2,1,-1,0,-1,0
9081,-3,3,-3,-1,4,-1,0
9082,-1,0,2,-3,3,-3,3
9083,0,3,-3,3,-3,3,1
9084,-2,0,1,-1,1,-1,2
9085,-2,0,2,-1,-1,3,2
9086,0,-3,3,-2,0,1,3
9087,-2,2,-1,1,0,-2,1
9088,0,0,-1,0,0,0,5
9089,0,-1,2,-1,0,-2,2
9090,-1,-2,3,-2,-1,0,2
9091,-1,-1,1,-2,3,-1,3
9092,1,-2,0,0,0,-1,4
9093,-3,3,-1,1,0,-3,0
9094,3,-3,2,0,0,-2,3
9095,3,0,-3,3,-3,-1,4
9096,0,-3,3,-3,2,1,3
9097,3,0,-3,0,1,-1,5
9098,-2,2,-1,1,-1,-1,1
9099,1,-1,1,0,-1,0,2
9100,1,-2,2,1,-2,0,4
9101,0,1,1,-3,0,3,2
9102,0,-2,1,1,-1,2,2
9103,1,-2,2,1,-1,0,4
9104,-3,0,0,3,-1,-2,1
9105,1,0,-2,3,-3,3,1
9106,-3,1,0,2,-2,0,1
9107,1,0,0,1,-2,2,4
9108,0,3,-2,2,-1,-2,1
9109,-1,1,0,-1,0,1,2
9110,-1,0,3,-2,-1,-1,2
9111,3,0,-2,0,2,-2,5
9112,0,-1,2,-2,1,0,3
9113,-1,0,1,0,-3,-1,2
9114,2,-2,1,-2,2,1,3
9115,-2,2,-2,-1,3,-1,0
9116,4,-3,3,0,-3,0,4
9117,-1,0,4,-3,-1,0,3
9118,1,-1,1,-1,1,-1,3
9119,2,-2,3,-3,3,-2,3
9120,1,1,1,-3,2,0,3
9121,-3,-1,4,-3,0,0,2
9122,-3,3,-3,3,-3,1,1
9123,-2,3,-3,3,0,-3,1
9124,-1,2,1,-1,-2,2,2
9125,0,0,0,4,-3,3,1
9126,0,2,0,-3,3,-1,0
9127,2,-2,1,1,-1,2,4
9128,0,0,0,0,0,4,2
9129,-3,0,3,0,-3,3,2
9130,2,-3,1,1,-1,1,4
9131,-1,1,1,-2,-1,2,2
9132,-3,-1,0,0,0,0,2
9133,0,-1,0,0,1,-2,5
9134,3,-3,0,3,-3,3,4
9135,3,-3,0,3,-3,3,4
9136,-2,1,1,-3,2,-1,0
9137,-2,0,2,-2,-1,0,2
9138,0,0,0,0,0,0,2
9140,0,-2,1,2,-2,-1,4
9141,-2,1,0,1,-1,0,1
9142,0,-2,3,-1,-2,0,2
9143,-3,2,-2,3,0,-2,1
9144,-2,0,0,2,-2,0,1
9145,0,-1,-1,3,-1,-1,4
9146,2,1,-2,0,-1,0,5
9147,0,-2,3,-1,-1,-1,2
9148,1,-3,0,3,-3,0,4
9149,0,4,-1,0,-2,0,1
9150,0,0,0,0,0,0,2
9151,-3,1,2,-3,3,-3,0
9152,2,0,-2,2,-1,2,4
9153,0,-2,1,-1,0,0,2
9154,-1,2,-2,3,-1,1,1
9155,1,-1,1,-2,2,1,3
9156,2,-1,-1,-1,1,0,5
9157,-3,3,-3,2,1,-1,1
9158,3,-3,3,0,0,0,3
9159,3,-3,1,2,-3,2,4
9160,4,-3,-1,4,-3,0,4
9161,0,-1,2,0,-2,0,2
9162,0,0,-1,1,-1,1,1
9163,2,-1,1,0,0,0,4
9164,3,0,-1,0,-1,-1,4
9165,-1,0,1,1,-2,0,2
9166,4,0,-1,-2,3,0,5
9167,0,-2,3,0,-3,0,2
9168,3,-3,3,-2,0,0,3
9169,0,0,-2,0,0,1,5
9170,0,0,1,0,1,-3,2
9171,3,0,-3,3,-3,-1,4
9172,2,1,-2,2,-3,3,1
9173,-1,1,-2,-1,3,-1,0
9174,-2,1,-2,1,-1,1,1
9175,-1,2,-2,3,-3,0,1
9176,2,-3,1,2,-2,1,4
9177,3,-3,3,-3,1,1,3
9178,-3,1,2,-2,1,-2,2
9179,0,0,0,0,0,0,2
9180,4,0,-2,2,-3,0,4
9181,3,0,-1,-2,0,0,5
9182,0,3,-3,0,0,3,0
9183,-1,0,1,-1,1,-1,2
9184,0,0,0,0,4,-2,5
9185,1,2,-3,0,3,-2,5
9186,0,4,0,0,-1,-2,0
9187,-2,3,-3,3,-2,0,1
9188,1,-3,0,3,-3,0,4
9189,0,0,1,-1,0,1,2
9190,-1,2,1,-3,2,-2,0
9191,3,0,-3,3,-3,3,4
9192,1,-3,3,-3,2,-2,3
9193,2,0,0,-2,2,-1,5
9194,3,-3,3,0,-1,1,3
9195,3,-2,1,1,-1,-1,4
9196,-2,1,-1,2,-3,0,1
9197,0,0,0,0,4,-3,5
9198,-1,1,-2,1,1,0,0
9199,0,3,-3,1,2,-3,0
9200,0,-1,2,-3,0,0,3
9201,-3,3,-3,3,0,-3,1
9202,0,2,-1,0,-1,2,1
9203,1,-2,1,-2,3,-3,3
9204,3,-2,-1,3,-2,1,4
9205,0,3,-3,0,3,-3,0
9206,-1,-2,3,0,-3,3,2
9207,-3,3,-1,-2,-1,4,0
9208,0,1,-1,-2,2,1,0
9209,3,-3,3,-1,-2,3,3
9210,2,1,-3,1,1,0,5
9211,-3,0,3,-3,3,-3,3
9212,-3,1,0,2,-2,-1,1
9213,3,-1,-2,0,3,-3,5
9214,1,1,-2,3,0,-3,1
9215,4,-3,-1,4,0,-3,4
9216,-1,2,-1,2,-2,0,1
9217,-1,-1,1,0,-2,1,2
9218,1,-3,1,1,1,-3,4
9219,1,-2,1,-1,0,1,3
9220,3,-3,3,-3,3,-3,3
9221,-1,3,0,-3,-1,0,0
9222,-3,-1,4,-3,3,-3,3
9223,3,-3,-1,4,-3,-1,4
9224,-3,3,0,-2,-1,2,0
9225,-3,0,2,-2,0,3,2
9226,3,-3,0,3,-3,3,4
9227,2,-3,3,-2,1,-2,3
9228,0,0,0,0,0,0,2
9229,1,-1,3,-3,3,-3,3
9230,0,-1,1,-1,0,-1,2
9231,0,3,-1,-2,0,3,0
9232,0,0,0,4,-3,-1,1
9233,-3,3,-3,2,-2,2,1
9234,0,0,0,0,0,0,2
9235,-2,2,-3,3,-1,-1,1
9236,0,3,-3,3,-2,2,1
9237,-1,1,-1,2,-3,0,1
9238,3,0,-3,0,3,0,5
9239,0,-2,3,0,-3,1,2
9240,0,-3,-1,4,-3,3,4
9241,0,0,-2,2,-1,-1,1
9242,0,0,3,0,-3,0,2
9243,3,-3,0,3,-1,-2,4
9244,1,-1,1,-1,1,-1,3
9245,0,1,0,2,-3,0,1
9246,4,-3,-1,0,0,0,4
9247,0,0,0,4,-3,3,1
9248,0,0,-1,1,-2,2,1
9249,-2,3,0,-3,2,1,0
9250,-2,3,-2,1,-1,1,1
9251,-1,2,-1,1,0,0,1
9252,-2,-1,2,-2,2,-1,3
9253,0,0,0,4,-3,3,1
9254,2,0,0,1,-2,0,4
9255,-3,3,-3,3,-3,2,1
9256,3,-2,1,1,-2,1,4
9257,-1,1,-1,1,2,-3,0
9258,2,1,-3,3,-3,0,1
9259,0,4,0,-3,0,0,0
9260,2,-2,0,1,-1,1,4
9261,4,-3,-1,0,0,0,4
9262,-1,1,0,-2,3,-2,0
9263,0,1,-2,-1,0,2,0
9264,2,-3,3,-3,2,0,3
9265,-3,-1,4,0,-3,0,2
9266,2,0,-2,2,-3,2,4
9267,-3,0,3,0,-3,2,2
9268,0,0,-2,2,1,-2,5
9269,-1,3,-2,1,-2,3,1
9270,-3,0,3,-3,3,-3,3
9271,-1,2,-1,0,0,2,0
9272,3,-3,0,0,3,-3,5
9273,-3,3,-2,2,-3,1,1
9274,-3,3,-2,2,0,-1,1
9275,4,-3,-1,0,0,0,4
9276,3,0,0,-3,0,3,5
9277,-3,3,0,-2,2,-1,0
9278,2,-2,1,2,-2,1,4
9279,-3,1,-1,0,3,-1,0
9280,-3,1,2,-3,3,0,0
9281,0,0,-1,1,1,-2,5
9282,1,0,1,-2,1,-2,3
9283,-1,0,0,-1,0,2,2
9284,1,-3,1,2,-3,0,4
9285,1,0,-2,3,-2,-1,1
9286,0,2,0,0,-1,1,2
9287,-1,3,-3,0,3,-3,0
9288,1,0,0,-1,0,2,5
9289,0,-3,3,0,-3,2,2
9290,3,-3,2,0,-1,2,4
9291,3,-2,0,0,1,-1,5
9292,0,3,-3,3,-2,1,1
9293,-2,3,-2,0,-1,2,0
9294,3,-1,0,-1,1,-2,5
9295,-3,2,0,0,1,-2,0
9296,0,-3,0,3,-3,-1,4
9297,4,0,0,-3,2,-2,5
9298,-2,1,-1,0,0,2,0
9299,0,3,0,0,-3,0,1
9300,0,4,-3,3,-3,3,1
9301,0,-3,3,0,0,-3,3
9302,-1,1,1,-2,3,-2,0
9303,2,-1,0,1,-2,3,4
9304,-3,3,-3,-1,0,0,0
9305,-1,-1,1,-2,3,-2,3
9306,3,-3,3,0,-3,1,4
9307,-1,1,2,0,0,-3,2
9308,-3,0,2,0,-1,-1,2
9309,2,-3,1,0,0,-1,4
9310,1,1,-2,3,-2,2,1
9311,-3,2,-1,1,-1,0,1
9312,0,4,0,-3,2,-2,0
9313,4,0,-3,1,-1,3,4
9314,3,-3,0,-1,4,0,5
9315,0,0,3,-3,3,-3,3
9316,2,1,-3,3,-3,2,1
9317,1,0,-2,1,1,0,5
9318,0,0,0,4,-3,3,1
9319,0,0,4,-1,-2,-1,2
9320,3,-2,1,-1,0,0,3
9321,-1,1,-3,3,-2,0,1
9322,0,-3,3,-1,-2,3,2
9323,-1,0,-2,2,-2,2,1
9324,-2,-1,3,-2,1,-2,3
9325,-3,0,0,3,-3,3,1
9326,-1,0,0,0,0,0,2
9327,-1,0,3,-1,-2,3,2
9328,2,-2,0,0,-1,2,4
9329,0,4,-3,3,0,-3,1
9330,-2,0,-1,3,-2,0,1
9331,0,0,-1,-2,3,-1,5
9332,-1,3,-1,-1,-1,1,0
9333,3,-1,-1,1,-2,2,4
9334,0,0,4,-3,3,-3,3
9335,2,-3,3,-3,3,0,3
9337,-2,2,1,-2,0,-1,0
9339,2,-3,2,-2,2,-2,3
9340,0,-3,3,0,-3,0,2
9341,3,-3,3,-2,0,-1,3
9342,-1,4,-3,-1,4,-3,0
9343,0,-2,-1,0,0,-1,5
9344,2,-3,3,-3,2,-2,3
9345,2,-2,3,-3,0,1,3
9346,0,0,0,-2,2,0,5
9347,1,-1,1,-2,0,2,3
9348,0,4,-2,-1,3,-3,0
9349,2,1,-2,-1,3,-1,5
9350,1,0,0,0,-1,1,2
9351,3,-3,3,-1,-1,-1,3
9352,1,0,-1,2,-2,0,4
9353,0,-3,3,-3,3,-3,3
9354,2,-1,-1,1,-2,3,4
9355,1,-3,3,-1,-2,3,3
9356,0,-1,-1,3,-2,2,4
9357,-3,0,0,1,2,-2,0
9358,0,0,-2,2,0,-2,1
9359,-2,-1,3,-1,-2,1,2
9360,3,-3,3,-3,3,-3,3
9361,-3,3,0,-3,0,3,0
9362,1,-2,0,3,-2,1,4
9363,3,-3,-1,0,4,-3,5
9364,2,-1,0,2,-2,0,4
9365,0,-1,1,1,-2,1,2
9366,-3,2,-2,2,-2,1,1
9367,0,4,0,-3,0,0,0
9368,2,0,-3,2,-1,-1,4
9369,1,0,1,1,-3,3,4
9370,1,0,0,-1,0,1,5
9371,-3,2,0,-1,-1,3,0
9372,-1,1,-2,2,-2,2,1
9373,-2,3,-2,2,-1,1,1
9374,3,0,-3,0,1,2,5
9375,-2,3,-2,1,-2,3,1
9376,3,-1,1,-2,-1,0,3
9377,-2,-1,1,-1,0,3,2
9378,-1,-2,1,2,-1,-1,2
9379,0,-3,3,-1,-2,3,2
9380,1,-3,3,-2,0,-1,3
9381,3,-1,0,0,-2,0,4
9382,0,4,0,-3,3,-3,0
9383,-3,2,1,-3,1,0,0
9384,4,-3,3,-3,-1,0,3
9385,-1,-2,0,3,-1,1,4
9386,3,-1,-1,2,-3,3,4
9387,0,-3,0,3,-3,3,4
9388,0,-3,0,0,3,-2,5
9389,-3,3,0,-2,-1,3,0
9390,-1,1,-3,-1,0,4,0
9391,4,-3,3,-3,-1,4,3
9392,0,0,0,-3,3,-3,5
9393,1,-2,2,-2,1,1,3
9394,0,-1,-2,0,3,0,5
9395,3,-3,3,-3,0,-1,3
9396,3,-3,3,-3,3,-3,3
9397,-1,-2,1,2,-1,-2,2
9398,-3,0,3,-1,-2,3,2
9399,-1,0,2,0,-2,2,2
9400,0,-3,3,0,0,-3,3
9401,-1,-1,2,-3,0,3,3
9402,-2,2,-3,0,3,-2,0
9403,0,3,-3,3,-2,-1,1
9404,-1,4,0,-1,1,-3,0
9405,2,-3,3,-1,-2,0,3
9406,1,1,-3,3,-3,2,1
9407,-1,1,0,-1,0,1,2
9408,0,-2,2,-3,3,-2,3
9409,3,0,-3,0,-1,0,4
9410,2,1,-2,1,-2,3,4
9411,0,0,4,-3,-1,4,3
9412,0,-3,3,0,-3,3,2
9413,4,-2,2,-2,-1,3,3
9414,-1,1,0,0,0,0,2
9415,0,0,4,-1,-2,1,2
9416,3,-1,-2,3,-1,0,4
9417,0,4,-3,-1,0,0,0
9418,3,-3,1,2,-3,3,4
9419,1,2,-3,3,-1,1,1
9420,-1,0,0,4,0,-3,1
9421,4,-3,-1,4,-3,3,4
9422,0,0,0,0,-1,1,2
9423,-2,0,-1,3,0,-1,1
9424,-2,-1,0,0,3,-3,5
9425,-1,0,4,-2,-1,3,2
9426,0,1,1,-2,2,-2,5
9427,-1,1,1,0,-3,3,2
9428,0,-2,3,-2,0,2,3
9429,0,-2,2,-1,-1,2,2
9430,0,-2,2,-3,2,1,3
9431,3,-3,3,-3,3,-1,3
9432,1,-3,0,-1,0,4,3
9433,-2,2,-2,0,0,1,0
9434,-2,2,-1,1,-2,2,1
9435,4,-3,-1,4,-3,3,4
9436,0,-3,3,-3,1,2,3
9437,2,-2,0,3,0,-2,4
9438,4,-3,0,3,-1,-1,4
9439,2,-1,0,2,-1,0,4
9440,3,-2,1,-2,3,-3,3
9441,-3,2,-1,0,2,0,0
9442,-3,3,0,-2,2,-3,0
9443,-1,2,1,0,-1,1,2
9444,-3,2,-2,3,-3,3,1
9445,-1,2,-1,0,2,-2,0
9446,1,0,-1,0,-1,2,4
9447,3,0,-3,0,0,1,5
9448,0,3,0,-3,-1,4,0
9449,3,0,-3,1,1,1,5
9450,-2,-1,2,1,-2,1,2
9451,0,-1,-2,3,-3,2,1
9452,3,-3,3,0,-3,0,4
9453,-1,3,-1,0,-1,2,0
9454,-2,-1,3,-2,2,-3,3
9455,0,0,0,-1,3,-3,5
9456,3,0,0,-3,2,0,5
9457,-3,3,0,-3,3,-3,0
9458,0,4,-3,-1,4,-3,0
9459,1,-1,1,-1,0,1,2
9460,-1,0,4,-3,-1,4,3
9461,1,0,-2,0,2,-2,5
9462,2,-2,3,-1,-2,3,3
9463,-3,0,3,-3,2,-1,3
9464,-3,3,-2,2,-3,3,1
9465,0,4,-1,-2,3,-3,0
9466,0,0,0,-3,0,2,2
9467,0,3,-2,2,-2,-1,1
9468,2,1,0,-3,0,3,5
9469,-3,3,-3,-1,0,0,0
9470,1,-2,0,1,-1,2,4
9471,3,-1,0,0,0,-1,4
9472,1,-3,1,-1,1,2,3
9473,3,-3,3,-1,-2,0,3
9474,1,-1,0,0,3,-3,5
9475,-1,1,-1,0,1,-1,0
9476,0,4,0,-1,-2,3,0
9477,2,0,-1,2,-1,-2,4
9478,2,0,-1,0,-1,2,4
9479,-3,0,2,-2,2,0,2
9480,3,-3,3,-3,0,3,3
9481,-1,3,-3,2,-2,3,1
9482,-1,0,0,1,-1,2,2
9483,3,-3,3,-3,3,-3,3
9484,-2,2,-1,0,-1,0,0
9485,0,4,-1,1,-3,3,1
9486,-1,0,0,0,0,0,2
9487,-3,3,-3,3,-3,-1,1
9488,1,-3,3,-1,-1,-1,3
9489,2,-2,3,-2,1,0,3
9490,1,-2,3,0,-1,-1,2
9491,-2,2,0,0,-1,0,0
9492,-1,-1,3,-1,-2,2,2
9493,3,0,-1,-2,3,-2,5
9494,0,0,0,0,0,1,2
9495,-2,0,0,1,-1,1,2
9496,-1,1,-3,1,1,-1,1
9497,0,-1,1,0,1,-3,2
9498,4,-3,3,-3,3,-2,3
9499,-2,2,-1,-1,3,-3,0
9500,0,-3,3,-1,-2,0,2
9501,0,0,0,0,0,-2,2
9502,-1,-1,1,-1,3,-1,3
9503,0,0,0,4,0,-3,1
9504,-1,0,0,4,-3,3,1
9505,4,0,-3,2,1,-3,5
9506,0,2,-1,0,-1,3,1
9507,3,-3,0,-1,4,-2,5
9508,2,-2,1,-1,1,-1,3
9509,0,0,0,0,0,0,2
9510,3,-2,-1,3,-3,-1,4
9511,0,3,0,-3,1,-1,0
9512,3,0,-3,3,-2,2,4
9513,-2,-1,3,-3,0,3,3
9514,4,-3,-1,4,0,-3,4
9515,1,-3,0,3,-3,2,4
9516,1,1,-2,1,-1,2,1
9517,3,-2,1,0,1,-1,5
9518,3,-3,3,-3,3,0,3
9519,-1,4,0,-1,-2,3,0
9520,0,-2,2,1,-2,2,2
9521,-1,2,-2,-1,3,-3,0
9522,0,0,1,0,-2,3,2
9523,-1,2,-1,1,-1,0,1
9525,1,-1,2,0,0,0,2
9526,3,-3,1,2,-1,0,4
9527,0,0,4,-3,3,-3,3
9528,0,0,0,0,0,0,2
9529,0,-2,0,-1,1,-1,5
9530,0,-1,0,4,0,-3,4
9531,0,-1,0,1,0,1,2
9532,-2,0,1,0,0,-1,2
9533,0,-3,0,-1,0,0,2
9534,4,-3,-1,0,0,0,4
9535,-1,0,0,0,4,-3,5
9536,0,0,3,-3,3,-3,3
9537,-2,0,3,-3,-1,0,2
9538,-2,-1,0,3,-3,1,1
9539,0,4,-3,0,3,-3,0
9540,-3,-1,4,0,-1,-2,2
9541,3,-3,-1,4,-3,-1,4
9542,4,-3,-1,0,0,0,4
9543,3,-3,3,-3,3,-2,3
9544,-1,-1,2,1,-2,0,2
9545,-1,-1,2,-2,3,-1,3
9546,-3,0,0,3,-3,3,1
9547,-3,0,0,3,-1,-2,1
9548,0,-2,3,-2,1,0,3
9549,-1,3,0,-3,3,-3,0
9551,0,0,1,-1,0,2,2
9553,-1,1,-1,0,-1,1,1
9554,3,-3,0,-1,0,0,4
9555,0,-2,3,0,-1,-1,2
9556,0,3,-3,3,-3,3,1
9558,-3,2,-1,1,-1,2,1
9559,0,-1,-1,-1,0,2,5
9560,3,-3,-1,4,-3,-1,4
9561,0,2,0,1,-1,0,1
9562,-1,1,-2,3,-3,0,1
9563,-3,3,-1,1,-2,1,1
9564,0,0,0,0,4,-3,5
9565,1,-2,2,-3,2,0,3
9567,2,-2,-1,2,-1,-1,4
9568,-3,0,-1,4,-3,3,1
9569,0,0,1,0,-2,2,2
9570,3,-1,0,-2,3,-3,5
9571,1,1,0,-1,1,0,5
9572,0,0,4,-3,3,-3,3
9573,3,-3,0,-1,0,0,4
9574,0,0,4,-3,0,-1,3
9575,3,0,-3,0,2,1,5
9576,-3,2,1,-2,1,0,0
9577,3,0,-3,-1,4,-3,5
9578,0,0,0,0,0,4,2
9579,1,2,-3,3,-3,0,1
9580,3,-2,2,-3,0,3,3
9581,2,-1,2,-2,-1,1,3
9582,1,-1,0,1,-2,3,4
9583,0,4,-1,-2,1,0,0
9584,0,0,0,0,0,0,2
9585,-3,-1,0,0,0,0,2
9586,1,1,-2,0,1,0,5
9587,-2,2,0,-1,1,0,0
9588,-3,0,3,-2,0,-1,2
9589,-1,0,0,0,0,4,2
9590,3,-2,2,0,-1,0,4
9591,0,-1,0,1,0,-2,2
9592,0,-3,3,-3,3,-3,3
9593,0,-3,1,0,1,0,3
9594,1,-1,1,1,-3,1,4
9595,3,-3,2,0,-1,2,4
9596,-2,0,2,-3,1,-1,2
9597,-2,3,-3,3,-1,0,1
9598,0,0,4,-3,3,-1,3
9599,3,-1,-1,1,0,0,4
9600,0,-1,2,-1,0,-1,2
9601,0,1,1,-3,2,0,3
9602,1,-1,-2,3,-2,-1,4
9603,0,0,4,-2,-1,-1,3
9604,3,-3,0,3,-3,3,4
9605,0,0,4,0,-3,0,2
9606,0,0,0,4,-3,0,1
9607,-2,-1,0,3,-3,1,1
9608,-1,0,0,0,0,1,2
9609,-3,3,0,-3,3,-1,0
9611,2,-1,2,-2,-1,2,3
9612,3,-3,3,-1,-1,-1,3
9613,0,0,0,0,-1,-1,2
9614,-3,0,3,-3,3,-2,3
9615,-2,-1,4,-3,3,0,3
9616,2,0,-1,1,-2,2,4
9617,0,0,-1,-2,3,-1,5
9618,0,-2,2,-1,0,2,3
9619,-2,3,-1,-2,2,0,0
9620,-3,-1,0,0,0,0,2
9621,0,1,0,-1,0,0,2
9622,3,0,-3,0,3,-3,5
9623,3,-3,3,-3,3,0,3
9624,-2,1,2,-3,0,3,2
9625,0,-1,2,-3,3,-2,3
9626,-3,3,-3,3,0,-1,1
9627,-1,0,0,0,4,0,5
9628,-1,0,-2,3,-3,3,1
9629,-1,3,-1,-2,3,-3,0
9630,-2,1,0,2,-3,3,1
9631,-2,-1,2,0,-1,0,2
9632,0,-1,0,0,4,-3,5
9633,0,-3,3,-2,1,-1,3
9634,-2,3,-1,-1,0,-1,0
9635,2,1,-2,0,0,1,5
9636,0,0,0,0,0,0,2
9637,0,0,0,0,4,0,5
9638,-1,-1,0,0,0,4,2
9639,0,3,-1,-2,0,3,0
9641,3,-3,-1,4,-3,3,4
9642,1,0,1,-3,0,3,3
9643,2,0,-1,-1,3,-3,5
9644,0,0,4,-3,3,-1,3
9645,-2,3,-2,1,1,-2,0
9647,-3,-1,4,-3,0,-1,2
9648,0,0,0,4,-3,3,1
9649,0,3,-3,-1,4,0,0
9650,0,0,0,0,0,0,2
9651,3,0,-3,0,3,-2,5
9652,0,0,0,0,0,4,2
9653,-1,2,0,-1,1,0,0
9654,0,0,0,0,4,0,5
9655,0,3,-2,0,-1,3,1
9656,0,0,-3,0,0,0,5
9657,0,0,-3,0,3,0,5
9658,1,0,1,-3,3,-3,3
9659,-1,0,-2,1,1,-1,5
9660,1,-1,-1,3,-3,0,4
9661,0,3,-2,-1,3,-3,0
9662,0,1,1,-1,-2,2,2
9663,0,0,4,-3,3,-3,3
9664,1,0,1,-3,1,1,3
9665,0,-1,3,0,-1,-1,2
9666,3,0,-3,0,3,-3,5
9667,2,1,-2,0,2,-1,5
9668,-1,-2,1,1,-2,1,2
9669,0,0,-1,-1,1,2,5
9670,0,-2,3,-3,0,3,3
9671,4,-3,3,0,-3,-1,4
9672,3,0,-3,3,-3,2,4
9673,0,0,2,-3,1,0,3
9675,-3,-1,0,0,4,-3,0
9676,-3,3,-3,0,3,0,0
9677,1,-1,0,2,-2,0,4
9678,3,-2,1,-1,1,0,3
9679,-2,3,0,-2,2,-3,0
9680,-3,1,1,-2,0,3,2
9681,0,-1,2,-1,-1,0,2
9682,0,-2,1,1,-2,-1,2
9683,-3,3,-3,3,0,0,1
9684,0,1,-1,-1,1,-1,5
9685,-1,0,0,0,0,0,2
9686,2,0,-2,3,0,-3,4
9687,-1,-2,2,0,-1,0,2
9688,-1,0,0,0,0,0,2
9689,-3,3,-1,-2,-1,0,0
9690,0,-2,0,2,-3,3,4
9691,2,0,-1,-2,3,-3,5
9692,0,0,0,0,4,0,5
9693,-1,3,0,-3,1,1,0
9694,0,4,-3,2,1,0,1
9695,3,0,0,-3,3,-3,5
9696,-1,1,-1,2,-3,1,1
9697,0,4,-3,3,-3,-1,1
9698,-3,2,-2,3,-3,0,1
9699,-2,0,0,0,0,1,2
9700,0,-2,0,1,-2,0,4
9701,-1,0,0,4,-3,0,1
9702,-1,2,-2,0,-1,3,1
9703,2,-3,3,-3,3,-3,3
9704,0,3,-3,3,-3,0,1
9705,3,-3,3,-1,-2,3,3
9706,-2,1,-1,3,-3,3,1
9707,0,3,-1,0,-2,3,1
9708,-3,3,-3,3,-1,-1,1
9709,3,-2,2,-3,0,3,3
9710,0,0,0,0,4,0,5
9711,3,-2,-1,2,0,1,4
9712,0,1,0,0,0,-1,2
9713,-3,2,0,-1,0,2,0
9714,3,-3,-1,4,-3,0,4
9715,-3,0,3,0,-1,-2,2
9716,2,-3,3,-1,1,-2,3
9717,-1,-2,3,-3,3,0,3
9718,2,-1,0,1,-1,2,4
9719,2,-1,-2,2,-2,3,4
9720,-2,1,1,-2,0,0,2
9721,0,0,4,-3,-1,4,3
9722,0,-3,3,-1,-2,3,2
9723,0,-1,1,0,-1,0,2
9724,0,1,-1,1,0,0,1
9725,1,1,-2,-1,1,2,5
9726,3,0,-3,3,-3,0,4
9727,0,-3,1,2,-3,0,4
9728,-3,2,1,-2,-1,3,0
9729,0,0,3,-3,0,2,3
9730,3,-3,3,-2,2,-3,3
9731,-1,4,-3,-1,4,-3,0
9732,-1,0,1,-1,-1,2,2
9733,-2,1,2,-1,-1,0,2
9734,-3,3,0,-3,2,1,0
9736,0,0,2,-3,0,-1,3
9737,-2,0,0,1,-2,3,2
9738,0,0,3,-3,0,3,3
9739,0,-2,2,0,-1,0,2
9740,-3,3,-1,-1,-1,2,0
9741,1,-1,-1,1,1,-1,5
9742,-2,2,0,0,-1,0,0
9743,3,-2,0,0,1,0,5
9744,0,-2,1,-1,-1,0,2
9745,0,-2,1,1,-3,3,4
9746,-3,3,-3,3,-1,-1,1
9747,0,2,1,-1,-2,0,2
9748,-1,3,-2,-1,3,-3,0
9749,3,-2,-1,2,1,-3,4
