CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_고가_clust_id
9309,2,0,-2,3,-2,0,4
9310,-2,2,-2,0,0,1,5
9311,1,-2,3,-1,-2,3,0
9312,-3,3,-2,1,-2,3,2
9313,-3,2,0,-1,-1,3,5
9314,3,-1,-1,2,-1,-1,4
9315,-2,0,3,-3,3,-2,3
9316,3,0,-2,1,-1,2,4
9317,-1,1,-1,2,-2,1,2
9318,-3,3,-3,3,-3,3,2
9319,1,-3,2,0,1,-2,3
9320,-1,3,0,0,-3,0,2
9321,2,-1,0,-1,-1,2,1
9322,0,-3,3,-2,0,1,3
9323,4,-3,0,3,-3,-1,4
9324,3,-2,0,-1,3,-2,3
9325,3,-2,-1,3,-3,3,4
9326,3,-1,0,1,-3,3,4
9327,3,-2,-1,3,-3,3,4
9328,-1,1,-2,3,-3,2,2
9329,3,-1,-1,1,-1,2,4
9330,-3,2,-1,1,-2,1,2
9331,3,-3,3,-2,1,-2,3
9332,-1,1,-2,-1,3,-2,5
9333,3,-3,3,-3,2,0,3
9334,-1,1,-1,-2,2,-2,5
9335,1,-1,1,-1,-1,3,0
9337,-2,3,-2,1,-1,-1,2
9339,-1,3,-3,3,-1,-2,2
9340,-1,-2,3,-2,2,-3,3
9341,1,0,-1,2,-3,3,4
9342,0,2,-2,-1,3,0,5
9343,3,-1,-2,0,3,-3,1
9344,2,-3,3,-3,2,0,3
9345,-1,3,-1,-1,1,1,5
9346,2,-3,1,0,1,-1,3
9347,-3,3,-2,0,0,2,5
9348,1,2,-3,0,0,2,1
9349,-1,1,-2,0,-1,3,2
9350,1,0,-1,0,1,0,1
9351,-2,2,-2,0,0,0,5
9352,0,3,-1,-1,-1,3,5
9353,-2,3,-1,1,-3,1,2
9354,1,-1,1,0,-2,3,0
9355,2,-1,-1,0,-1,2,1
9356,2,1,-3,-1,4,-2,1
9357,0,0,0,0,-2,3,0
9358,0,0,0,0,-2,2,0
9359,2,-3,2,0,-2,3,3
9360,-2,2,-1,0,1,-1,5
9361,-3,0,-1,4,0,-1,2
9362,2,-3,1,2,-2,1,4
9363,-1,-2,-1,4,-3,3,4
9364,0,2,-1,-2,2,0,5
9365,-2,3,-3,2,0,1,2
9366,0,1,-2,3,-3,2,2
9367,0,-2,1,1,-2,1,0
9368,1,-2,1,-1,-1,2,0
9369,0,-2,2,1,-3,3,0
9370,0,-3,2,-1,-1,1,0
9371,-2,2,0,-1,2,-2,5
9372,-2,0,-1,2,-1,0,2
9373,2,-3,1,0,1,0,3
9374,2,-2,1,0,-1,1,3
9375,3,-3,3,-3,2,0,3
9376,-3,2,0,-1,-1,1,5
9377,-2,3,0,-2,-1,3,5
9378,-1,2,-2,2,-1,-1,2
9379,0,0,0,0,0,0,1
9380,-1,0,1,-1,0,0,0
9381,0,-1,0,2,-3,3,4
9382,-3,1,1,0,0,0,0
9383,3,-2,-1,3,0,-2,4
9384,-2,3,-1,0,-2,3,2
9385,-2,0,-1,3,-2,1,2
9386,-1,-1,-1,3,0,-3,4
9387,3,-2,0,-1,3,-1,3
9388,0,-3,2,-2,3,-2,3
9389,2,-3,1,2,-3,3,4
9390,-3,3,-1,-1,-1,3,5
9391,3,-2,-1,3,-3,0,4
9392,2,-1,-1,1,-2,3,4
9393,0,-2,3,-1,0,0,3
9394,-3,2,1,-3,3,-1,5
9395,-3,3,-3,3,0,-1,2
9396,2,-3,2,-1,0,0,3
9397,-1,-1,1,0,-2,2,0
9398,3,-3,3,-3,3,-3,3
9399,-1,0,0,1,0,-1,0
9400,0,2,-2,1,-2,1,2
9401,0,-3,3,-3,3,-1,3
9402,1,0,0,-1,-1,2,1
9403,2,-1,-2,1,2,-3,1
9404,0,4,-1,-2,1,1,5
9405,3,-3,3,-1,-2,-1,3
9406,3,-3,3,-3,3,-3,3
9407,0,1,-2,1,-1,3,2
9408,-1,-1,0,0,-1,2,0
9409,2,-3,0,3,0,-3,4
9410,0,-1,1,-2,3,0,3
9411,3,-1,-2,3,0,-3,4
9412,1,1,-1,1,1,-3,1
9413,-1,-1,2,-2,-1,2,0
9414,0,2,0,-3,1,0,5
9415,-3,3,-1,-2,3,-3,5
9416,-3,2,-2,3,-2,0,2
9417,3,-2,1,-1,-1,3,3
9418,-1,0,1,1,-3,1,0
9419,-1,1,-2,3,-1,-1,2
9420,-2,3,-2,2,-2,0,2
9421,-2,1,-1,1,-1,0,2
9422,-1,1,-2,1,-1,0,2
9423,-1,2,-1,-2,3,0,5
9424,-1,1,-3,1,-1,3,2
9425,0,0,2,-2,-1,2,0
9426,-3,3,-1,0,-1,1,2
9427,0,-2,3,-1,-2,3,0
9428,0,-2,-1,3,-3,3,4
9429,3,-1,0,1,-3,3,4
9430,0,-1,0,2,-3,2,4
9431,-1,-2,2,-1,0,2,0
9432,3,-3,2,-1,0,-1,3
9433,1,1,-1,1,0,-1,1
9434,3,-1,-2,3,-3,2,4
9435,-3,0,0,3,0,-3,2
9436,-2,1,-2,1,1,-1,5
9437,-1,1,-1,1,0,-1,2
9438,3,0,-1,-1,0,1,1
9439,0,0,-2,2,-1,0,4
9440,1,-3,0,2,0,-1,4
9441,3,-2,0,0,1,1,1
9442,0,1,1,-1,2,-3,5
9443,-1,2,-3,3,-2,-1,2
9444,-1,1,-3,3,0,-3,2
9445,1,0,-1,0,1,0,1
9446,-2,1,2,-3,0,3,0
9447,1,-1,-2,0,2,-1,1
9448,0,-2,2,-2,1,-2,3
9449,3,-3,2,-2,1,-1,3
9450,-2,1,2,-1,-1,0,0
9451,-1,-1,-1,2,-2,3,4
9452,3,-2,2,-3,0,3,3
9453,-3,3,0,-3,2,1,5
9454,0,0,-1,1,-2,3,4
9455,-1,-2,3,-3,-1,0,0
9456,3,-1,-2,3,-2,2,4
9457,1,0,-2,3,-1,1,4
9458,-1,0,0,-2,2,-2,5
9459,-1,1,-1,1,-1,1,2
9460,1,-1,0,-1,1,-1,1
9461,-1,1,-2,2,-2,0,2
9462,3,-2,1,0,-1,0,3
9463,-3,0,2,0,-2,2,0
9464,0,0,0,0,0,-2,1
9465,0,2,-3,3,-2,2,2
9466,0,0,0,-1,1,-1,1
9467,0,3,-3,2,0,-1,2
9468,-1,0,0,1,0,-2,0
9469,3,-2,-1,0,3,0,1
9470,-1,0,-1,0,0,0,1
9471,3,-2,0,-1,3,-2,3
9472,0,-3,2,-2,3,-2,3
9473,0,-3,1,0,0,0,0
9474,-2,2,0,1,-3,1,2
9475,1,0,0,-2,2,-1,1
9476,-2,3,-3,3,-2,2,2
9477,-3,3,-2,0,1,1,5
9478,-2,2,0,-2,2,-1,5
9479,0,-3,0,3,-2,-1,4
9480,-3,3,0,-3,3,-2,5
9481,-1,3,-3,3,-3,3,2
9482,0,0,-1,2,-3,2,4
9483,-1,1,-2,2,0,-1,2
9484,-3,3,-1,0,-2,0,2
9485,-1,3,-3,3,-3,3,2
9486,-1,3,-3,3,-3,3,2
9487,-3,2,-1,2,-2,1,2
9488,0,0,-2,3,-2,0,4
9489,3,-2,-1,3,-2,1,4
9490,0,-1,0,0,0,0,1
9491,0,2,-3,2,-1,1,2
9492,2,-2,0,0,1,0,1
9493,-1,2,-3,3,-3,2,2
9494,0,0,-1,-1,0,0,1
9495,-2,2,0,1,-3,3,2
9496,0,-1,0,-2,2,1,3
9497,1,0,0,-1,1,0,1
9498,-2,-1,0,3,-2,1,4
9499,2,1,-1,-2,3,-3,1
9500,-1,1,0,-1,1,-1,5
9501,-2,2,0,1,-1,-2,2
9502,2,1,-1,0,-1,1,1
9503,3,-1,1,-3,0,3,3
9504,0,-1,0,0,1,-1,1
9505,0,0,-1,-1,2,-2,1
9506,2,1,-2,1,-1,0,4
9507,-1,1,-1,3,-1,0,2
9508,-2,3,-2,0,0,2,5
9509,0,-2,3,0,-3,2,0
9510,-1,3,-2,1,0,-1,2
9511,2,-2,1,-1,-1,0,3
9512,1,-1,0,2,-3,3,4
9513,3,-3,3,-2,1,-2,3
9514,-3,3,-2,1,1,-2,5
9515,1,-2,0,2,-3,1,4
9516,0,1,-2,1,1,0,1
9517,0,1,0,-1,2,-3,5
9518,-1,2,-2,1,-2,3,2
9519,-1,4,-3,3,-3,0,2
9520,4,-2,1,1,-1,-2,4
9521,0,2,-3,0,2,-2,5
9522,0,1,-2,2,-2,3,2
9523,2,-1,-1,1,-2,3,4
9525,3,-1,0,-2,-1,4,1
9526,-1,3,-3,1,2,-1,5
9527,0,1,0,1,-3,2,4
9528,-3,0,3,0,-2,0,0
9529,0,-2,0,1,-1,0,4
9530,-2,3,-2,1,-2,2,2
9531,-2,-1,2,-2,0,3,0
9532,1,-1,-1,3,-2,0,4
9533,-3,3,-3,2,0,-1,2
9534,2,0,-2,0,1,2,1
9535,1,-2,2,1,-1,0,0
9536,-2,1,1,0,0,0,0
9537,-1,3,-3,2,0,0,2
9538,-2,3,-1,0,-2,1,2
9539,1,-1,0,1,-2,3,4
9540,-2,-1,-1,4,-2,2,2
9541,0,0,-1,1,-1,1,4
9542,-1,-1,-1,3,-3,0,4
9543,-1,4,-2,-1,3,-1,5
9544,-2,2,-1,-1,1,-1,5
9545,1,-1,-1,3,0,-3,4
9546,-2,2,0,-1,-1,3,5
9547,0,0,3,-3,0,3,3
9548,1,1,-1,-2,2,0,1
9549,-2,0,3,-3,-1,4,0
9551,0,1,-1,0,-1,2,1
9553,0,1,-1,0,0,0,1
9554,-2,3,-3,3,-3,3,2
9555,-1,-1,3,0,-2,1,0
9556,2,-2,1,1,-1,-2,4
9558,0,3,-2,0,0,2,5
9559,1,-1,-1,1,-2,3,4
9560,1,-2,0,2,-2,1,4
9561,0,2,-3,0,2,1,5
9562,-1,1,-3,2,1,-3,2
9563,-1,0,0,0,-1,0,0
9564,0,-2,0,2,-2,-1,4
9565,1,-1,0,0,-1,3,1
9567,-2,3,-3,3,0,-2,2
9568,3,0,-3,3,0,-3,4
9569,0,-2,3,-3,2,-2,3
9570,-2,1,-1,0,1,0,5
9571,-2,3,-1,-1,2,-2,5
9572,1,2,-3,3,-1,0,2
9573,-1,-1,1,0,-2,2,0
9574,3,-3,3,-3,3,-3,3
9575,0,1,-1,-2,2,0,5
9576,-1,0,1,-1,0,1,0
9577,3,-3,-1,0,4,-3,1
9578,-3,2,-2,3,-3,3,2
9579,1,0,1,-3,2,-1,3
9580,1,-3,2,-1,0,2,3
9581,-1,0,0,2,-3,2,4
9582,1,-1,1,-1,0,0,3
9583,1,0,-2,-1,2,1,1
9584,-2,1,-1,1,-1,2,2
9585,1,-1,0,1,-1,0,4
9586,0,-1,0,1,1,-2,1
9587,-1,0,3,-2,1,-2,0
9588,-1,-1,0,1,-2,3,0
9589,1,0,-2,0,3,0,1
9590,1,0,0,1,-3,2,4
9591,3,-2,-1,3,-1,0,4
9592,-1,4,-2,2,-3,-1,2
9593,0,-1,-1,2,-1,-1,4
9594,1,1,-2,1,-1,1,4
9595,2,-2,0,0,-1,1,4
9596,-1,1,-1,1,-1,0,2
9597,0,-3,1,-1,3,-2,3
9598,0,-1,0,1,-1,1,4
9599,0,1,0,-2,2,-1,5
9600,1,-1,0,1,0,-1,1
9601,-1,3,-1,-1,1,-1,5
9602,3,-2,2,-3,3,-3,3
9603,-2,3,0,-2,2,-3,5
9604,0,0,0,1,-3,2,4
9605,3,-3,1,0,0,0,3
9606,3,-3,0,3,-3,3,4
9607,-1,-1,2,-1,-1,0,0
9608,3,-1,-1,0,0,1,1
9609,-1,-1,1,-2,3,-3,3
9611,0,0,0,1,0,-2,1
9612,-3,1,-1,1,-1,3,2
9613,2,1,-2,2,-3,1,4
9614,1,-1,-1,3,-3,3,4
9615,1,0,0,1,-3,3,4
9616,3,-1,0,0,-1,1,1
9617,-3,2,0,0,-1,0,5
9618,1,0,-1,1,0,-1,1
9619,-3,3,-3,3,-1,-1,2
9620,-1,1,0,-1,0,1,5
9621,1,-2,3,0,-3,2,0
9622,4,0,-3,3,-2,1,4
9623,-1,1,-1,0,0,0,5
9624,-2,2,-3,3,-3,0,2
9625,0,0,1,-1,0,0,0
9626,-3,3,-3,3,-1,-1,2
9627,-3,3,-1,1,-3,1,2
9628,-2,2,1,0,-3,1,0
9629,-3,2,0,-1,1,-1,5
9630,-3,3,-3,0,-1,0,2
9631,-3,2,-1,0,0,1,5
9632,0,-1,3,-1,-2,0,0
9633,1,-2,3,0,-3,2,0
9634,-2,3,-2,0,1,-2,5
9635,2,1,-3,1,0,1,1
9636,-2,2,0,0,-2,1,2
9637,-1,-1,0,2,-2,-1,4
9638,-1,0,-1,2,-3,2,2
9639,3,-1,-2,2,-2,-1,4
9641,-3,3,-3,3,0,-2,2
9642,3,-1,1,-3,1,0,3
9643,3,-3,2,0,0,-2,3
9644,-2,1,0,-1,-1,2,0
9645,3,-1,-1,1,-1,1,4
9647,-3,3,-1,1,-3,1,2
9648,2,-2,0,0,1,0,1
9649,0,-2,3,-3,3,-1,3
9650,-2,2,-2,2,-2,3,2
9651,4,-2,-1,3,-3,3,4
9652,-3,1,-1,-1,0,4,5
9653,-2,1,1,0,-1,2,0
9654,0,-2,-1,3,0,-3,4
9655,4,0,-1,-1,0,1,1
9656,-3,3,-3,3,0,-2,2
9657,1,-1,0,-2,3,-3,3
9658,3,-3,1,2,-3,3,4
9659,0,1,-2,2,-2,0,2
9660,1,0,0,-1,-1,2,1
9661,-1,3,-3,2,-2,3,2
9662,-2,2,0,1,-3,1,2
9663,-2,3,-2,1,0,-1,2
9664,3,-1,-1,2,-3,2,4
9665,-3,3,-3,1,-1,2,2
9666,-1,1,-2,2,-1,0,2
9667,3,-2,1,-2,3,-2,3
9668,-2,1,-2,3,-2,2,2
9669,1,0,-1,0,0,2,1
9670,1,-1,-1,3,-3,3,4
9671,-3,2,0,-2,-1,0,5
9672,-1,3,-2,1,-1,0,2
9673,0,1,-1,0,0,0,1
9675,3,-3,3,-1,0,-2,3
9676,0,-1,2,1,-3,3,0
9677,0,0,-1,0,1,0,1
9678,1,-1,1,-1,0,1,3
9679,-3,0,3,-3,2,-2,0
9680,0,0,-2,3,-3,2,4
9681,0,-1,1,0,-2,1,0
9682,1,1,-2,2,-2,0,4
9683,3,0,-1,-2,1,0,1
9684,0,0,0,-1,1,0,1
9685,-1,-2,2,0,-1,0,0
9686,3,-1,-2,3,-2,-1,4
9687,0,-1,0,2,-3,1,4
9688,0,-3,3,-1,-2,3,0
9689,-3,2,1,-3,-1,4,5
9690,0,0,0,0,-1,1,0
9691,-3,0,3,-3,2,-2,0
9692,-1,4,-2,2,-2,0,2
9693,-1,3,-3,0,3,-3,5
9694,-3,3,-2,2,-2,2,2
9695,-1,-1,-1,1,1,-1,1
9696,-3,1,1,1,-3,0,0
9697,-2,3,-1,1,-3,2,2
9698,0,2,-3,1,-1,3,2
9699,-3,3,-1,0,0,0,5
9700,0,-2,0,2,-2,1,4
9701,-3,2,1,-2,1,1,5
9702,-2,2,-2,2,-1,1,2
9703,1,-2,3,-2,1,-2,3
9704,-3,3,-2,2,-3,3,2
9705,2,-2,1,-2,2,-1,3
9706,1,-1,-1,3,-3,3,4
9707,1,-2,2,-3,3,-3,3
9708,0,-1,0,1,-1,0,4
9709,-1,1,-1,0,0,1,5
9710,-1,3,-3,0,2,1,5
9711,2,-3,3,-2,1,-1,3
9712,-3,3,-2,-1,3,-2,5
9713,-1,0,-1,1,-2,3,2
9714,-1,1,-2,0,0,-1,5
9715,-3,1,-1,3,-2,0,2
9716,-3,0,0,3,-3,2,2
9717,-2,-1,3,-1,-2,0,0
9718,1,-1,0,1,-2,3,4
9719,2,-3,3,0,-2,1,3
9720,-2,-1,3,-3,0,3,0
9721,0,1,0,-1,2,-3,5
9722,0,-3,2,1,-3,3,0
9723,2,1,-2,0,0,0,1
9724,-1,1,-2,3,-3,3,2
9725,1,0,-1,0,0,0,1
9726,-2,0,-1,3,-2,2,2
9727,0,-2,1,-1,0,0,0
9728,-3,-1,0,0,0,0,0
9729,-1,0,1,-1,1,1,0
9730,-3,0,3,-1,1,-3,0
9731,-2,3,-1,-2,3,-3,5
9732,-1,2,-1,0,-1,0,2
9733,4,0,-2,2,-2,0,4
9734,3,-3,-1,4,-3,3,4
9736,-3,1,2,-3,3,-3,5
9737,0,-1,0,0,-1,2,0
9738,-1,2,1,-1,0,-2,5
9739,-1,1,-1,1,0,0,2
9740,-1,1,0,-2,2,0,5
9741,0,-3,3,-3,3,-2,3
9742,-2,2,-1,1,-2,3,2
9743,-1,-1,0,0,1,0,1
9744,0,-1,1,-3,1,1,3
9745,-2,0,2,-3,3,-1,3
9746,3,-2,1,-2,2,-1,3
9747,-1,-2,3,0,-3,3,0
9748,2,-2,2,-3,3,-2,3
9749,-2,2,-1,1,0,-1,2
9750,-3,3,-2,1,-2,3,2
9751,-3,3,0,0,-1,-1,5
9752,-3,3,-1,0,0,-2,5
9753,-2,3,-1,0,-2,3,2
9754,2,0,-2,1,-1,2,4
9755,-2,1,1,-2,-1,1,0
9756,1,-1,1,-2,1,2,3
9757,1,0,-2,2,-1,1,4
9758,-1,3,-3,-1,0,4,5
9759,-3,1,1,-1,0,0,0
9760,0,0,-2,2,-2,3,4
9761,-1,3,-3,3,-3,3,2
9762,-1,2,-2,-1,2,1,5
9764,-1,0,3,-3,3,-3,3
9767,0,0,1,-2,3,-2,3
9768,-1,4,-3,3,-3,1,2
9770,1,1,-3,2,-2,1,4
9771,1,-1,2,0,-3,2,0
9772,2,-2,2,0,-3,1,0
9773,0,-1,4,0,-2,0,0
9774,0,0,-2,3,-2,1,4
9775,1,-2,-1,3,-2,1,4
9776,0,-3,0,3,-1,-2,4
9777,-1,3,-3,3,-3,3,2
9778,-3,3,-1,1,-1,-2,2
9779,-3,3,-1,-2,3,0,5
9781,0,-2,3,-2,1,1,3
9782,0,1,-1,1,-1,1,2
9783,0,-2,-1,3,0,-3,4
9784,0,-1,0,1,-1,1,4
9785,0,-1,-1,3,-3,2,4
9786,-1,-1,1,-1,0,-1,0
9787,-1,0,-1,2,-3,1,2
9788,0,-1,-1,0,3,-3,1
9789,-1,1,2,0,-3,3,0
9790,3,0,-3,2,-1,-1,4
9791,0,1,2,-1,-2,2,0
9792,-3,3,-3,1,0,0,2
9793,-3,2,-1,2,-3,3,2
9794,-1,0,1,1,-3,0,0
9795,3,-3,3,-3,3,-1,3
9796,3,-2,2,-2,2,-2,3
9797,-1,0,-1,3,-1,-1,2
9798,1,-3,2,1,-1,0,0
9799,3,-3,3,-3,3,-3,3
9800,0,0,-1,1,0,-1,1
9801,3,0,-2,0,1,0,1
9802,3,-3,1,-1,-1,4,3
9803,1,0,-2,3,-2,1,4
9804,3,-2,1,0,-1,0,3
9805,0,-1,1,0,-3,0,0
9806,0,-1,1,-1,1,-2,3
9807,-1,3,-1,-2,3,-1,5
9808,-1,3,-3,1,1,0,5
9809,4,0,-2,1,0,-1,1
9810,2,1,-3,2,0,0,4
9811,-2,0,1,-1,-1,0,0
9812,-3,2,-1,0,-1,3,2
9814,1,-1,-2,1,0,0,1
9815,0,-1,0,1,1,-3,1
9816,1,-1,-1,3,-3,0,4
9817,-1,1,-2,-1,3,-3,5
9818,3,-1,-1,2,-3,1,4
9819,-2,3,0,0,-1,1,5
9820,0,0,-1,1,-1,0,4
9821,0,-1,1,-1,-1,3,0
9822,-2,3,-3,1,1,0,5
9823,-1,4,-2,-1,-1,4,5
9824,-2,0,-1,3,-1,0,2
9825,1,0,-1,0,0,0,1
9826,-1,-2,3,-2,0,-1,3
9827,0,1,-1,0,-1,1,1
9828,1,0,-1,1,0,0,1
9829,-2,3,-3,3,0,-3,2
9830,1,-1,1,-2,3,-3,3
9831,1,-1,1,1,-2,-1,4
9832,3,-2,0,-1,3,-3,3
9833,0,0,4,-1,0,-2,0
9834,-1,2,-1,0,0,0,5
9835,0,1,1,-3,0,3,0
9836,3,-1,1,-2,1,0,3
9837,-1,3,-3,3,-2,-1,2
9838,-1,3,-2,1,-2,0,2
9839,3,0,-3,3,-3,3,4
9840,2,-2,0,-1,3,-1,3
9841,0,1,-1,2,-3,2,2
9842,-3,3,-3,3,-3,3,2
9843,0,0,2,-2,1,-1,3
9844,0,-1,3,0,-1,-1,0
9845,0,0,0,0,0,0,1
9846,4,0,-3,1,-1,0,4
9848,-1,0,-2,3,-3,2,2
9849,2,-3,2,-2,1,2,3
9850,-2,0,0,2,-2,1,2
9851,-2,1,-1,1,-1,-1,2
9852,3,-1,0,-1,-1,2,1
9853,0,0,0,4,-3,3,4
9854,-1,0,0,4,-2,-1,4
9855,0,0,0,0,0,0,1
9856,-1,0,-1,0,0,0,1
9857,-2,0,0,0,2,-3,5
9858,-1,-1,1,-2,2,-1,3
9859,-1,1,0,1,-3,0,2
9860,3,-2,0,2,-2,-1,4
9861,-2,0,-1,2,0,0,2
9862,0,1,-3,0,2,-2,1
9863,-3,1,2,-2,1,0,5
9864,2,1,-3,1,-1,3,4
9865,-3,0,3,-1,0,-1,0
9866,1,1,-2,0,0,2,1
9867,0,0,-1,3,-3,3,4
9868,-1,0,-2,3,-2,1,2
9869,3,-3,3,-2,1,-1,3
9870,-2,1,2,-2,0,1,0
9871,1,1,-1,0,-1,1,1
9872,1,-2,3,-3,3,0,3
9873,4,0,0,-2,-1,2,1
9874,-3,2,1,-3,2,0,5
9875,-1,-1,0,-1,3,-1,1
9876,0,2,-2,1,-1,1,2
9877,-2,3,0,-2,1,-1,5
9879,3,-2,0,0,1,-1,1
9880,1,-3,3,-1,-2,1,3
9881,-1,3,-3,0,3,-3,5
9882,-2,0,1,0,0,-1,0
9883,-3,2,-1,0,0,2,5
9884,2,1,-3,3,-3,3,4
9885,2,0,-2,0,3,-3,1
9886,-1,2,-3,3,-2,0,2
9887,-1,1,0,-1,1,-1,5
9889,3,-1,-1,-1,2,1,1
9890,0,-1,3,-3,1,2,3
9891,2,-1,1,1,-2,0,4
9892,3,-1,0,-1,0,2,1
9893,-2,3,-3,-1,0,0,5
9894,-1,0,-2,3,-3,3,2
9895,-3,3,-3,1,-1,3,2
9896,1,0,-1,0,0,2,1
9897,2,-1,-2,3,-1,-2,4
9898,-2,2,-1,2,-3,3,2
9899,-3,3,0,-1,-2,3,5
9900,1,2,-1,0,0,0,1
9901,-3,3,-1,-1,1,-2,5
9902,-1,3,-3,2,-1,0,2
9903,1,-2,2,-3,3,0,3
9904,1,0,-1,-2,1,1,1
9905,-2,2,-3,3,-2,-1,2
9906,0,0,4,-3,3,-3,3
9907,1,0,0,-1,-1,0,1
9908,0,0,-2,3,-3,3,4
9909,-1,0,0,1,-2,1,0
9910,1,-1,0,1,-1,1,4
9911,0,2,-1,-1,1,0,5
9912,-3,3,-1,-1,1,-2,5
9913,4,-1,0,-1,0,-1,1
9914,2,-2,1,-1,-1,3,3
9915,-3,3,-3,3,-1,-1,2
9916,0,0,-1,0,-1,2,1
9917,-3,3,-3,2,-2,2,2
9918,-1,3,-3,2,0,-1,2
9919,-1,3,-3,3,-3,3,2
9920,3,0,-2,-1,3,-1,1
9921,-3,2,-2,3,-2,0,2
9922,-2,0,-1,3,-3,3,2
9923,-1,4,-3,3,-3,3,2
9924,0,1,-2,1,-1,1,2
9925,-1,2,-3,2,-1,2,2
9926,-2,1,-1,2,1,-1,2
9927,-3,2,-2,3,-2,1,2
9928,-3,3,-3,3,-2,1,2
9929,-1,0,-2,1,0,0,2
9930,-1,2,-3,3,0,-3,2
9931,-1,2,-2,2,-3,2,2
9932,-2,2,1,-3,2,-1,5
9933,-1,4,0,-3,0,3,5
9934,0,4,0,-3,0,3,5
9935,0,-1,0,2,-3,0,4
9936,-3,2,-2,3,-2,0,2
9937,-1,1,-1,1,-2,3,2
9938,2,-2,1,-1,1,0,3
9939,0,-1,2,0,-1,1,0
9940,2,-1,1,-1,1,-2,3
9941,-2,2,-2,0,0,-1,5
9942,1,1,-2,1,-1,1,4
9943,-1,1,-2,2,-1,-1,2
9944,0,-1,0,-1,2,-1,1
9945,-2,2,-3,1,0,2,2
9946,4,-2,-1,-1,4,0,1
9947,-3,3,-3,3,-2,1,2
9948,3,-2,-1,3,-2,1,4
9949,0,1,-1,1,-1,1,2
9950,0,1,0,-2,3,-2,5
9951,2,0,-1,2,-2,2,4
9952,2,1,-2,-1,3,-3,1
9953,-2,3,0,-2,1,-1,5
9954,-1,-2,3,-3,2,-2,3
9955,1,0,0,-2,3,-1,1
9956,-2,2,-2,-1,3,-1,5
9957,3,-1,-1,0,2,-2,1
9958,-3,3,-3,3,0,-2,2
9959,0,-2,-1,1,2,-2,1
9960,0,2,-1,-1,2,-3,5
9961,-1,2,-3,1,-1,3,2
9962,0,1,0,0,-2,2,0
9963,3,-3,3,-2,1,-2,3
9964,3,-1,-2,3,-3,3,4
9965,1,0,-1,0,1,-1,1
9966,-2,2,-2,2,0,-1,2
9967,-1,-1,0,-1,3,-1,1
9968,0,0,-1,1,-1,2,4
9969,-1,-1,0,1,-2,3,0
9970,-3,1,0,2,-2,1,2
9971,1,0,-1,1,-1,0,4
9973,0,-3,3,0,-1,0,0
9974,1,2,-2,1,-1,2,2
9975,0,4,-1,-1,1,-2,5
9976,-1,2,-1,0,-1,1,2
9977,-1,2,-2,0,-1,1,2
9978,-2,1,0,0,-1,0,0
9980,0,4,-3,3,-3,-1,2
9981,-1,1,-1,0,0,-1,5
9982,-2,3,-1,-1,1,0,5
9983,-1,0,-2,3,-2,1,2
9984,-3,3,-2,1,-2,3,2
9985,-1,0,2,-3,3,0,3
9986,-3,3,-3,1,-1,3,2
9987,1,0,-1,0,-1,0,1
9988,0,-2,3,-2,2,-1,3
9989,2,-1,-1,2,1,-3,1
9990,0,-1,1,1,-2,-1,0
9991,-2,1,-1,2,-2,0,2
9992,0,1,0,-1,1,0,5
9993,-2,1,-1,0,1,-1,5
9994,1,1,-3,2,-1,1,4
9995,-2,3,-2,-1,1,1,5
9996,-1,2,0,-1,-1,2,5
9997,-1,0,1,-1,0,0,0
9998,3,-2,0,1,-2,2,4
9999,0,0,0,-1,0,0,1
10000,1,2,-3,-1,0,4,1
10002,-3,0,-1,4,-3,3,2
10003,-1,3,-2,0,1,0,5
10004,-3,2,-1,2,-2,1,2
10005,1,1,-2,1,-1,0,4
10006,-3,3,-3,2,-1,0,2
10007,0,-1,1,-2,2,1,3
10008,-1,1,0,-2,2,-2,5
10009,1,1,-2,1,0,-1,1
10010,-3,3,-1,-1,0,0,5
10011,2,-1,-2,2,-1,1,4
10012,-1,3,-2,1,-2,2,2
10013,1,-1,1,-1,1,-1,3
10014,1,1,-2,0,-1,3,1
10015,3,-2,1,-2,2,1,3
10016,3,-2,0,0,2,-2,1
10017,-3,-1,4,-3,0,-1,0
10018,0,0,-1,0,0,1,1
10019,-3,2,0,-1,0,-1,5
10020,1,-1,1,0,-2,3,0
10021,2,-2,1,-2,3,-3,3
10022,3,0,-3,2,1,-2,1
10023,1,-2,3,-3,3,-1,3
10024,-1,3,-2,2,-3,3,2
10025,2,-3,1,0,1,-1,3
10026,-3,3,-2,-1,3,-1,5
10027,0,1,-3,1,1,0,1
10028,0,-1,0,1,0,-1,1
10029,0,0,-1,1,-1,1,4
10030,3,0,-3,1,1,0,1
10031,3,-1,0,-2,1,2,3
10032,2,-2,1,-1,1,-2,3
10033,0,-1,1,-1,0,0,0
10034,-1,-1,3,0,-2,1,0
10035,-2,1,-2,1,2,-3,5
10036,2,-2,-1,2,1,-3,1
10037,3,-3,2,-2,3,-3,3
10038,-1,-1,1,-1,-1,3,0
10039,0,-1,1,-1,-1,2,0
10040,-2,1,-1,2,-3,0,2
10041,-1,2,-1,1,0,0,2
