CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_고가_clust_id
8696,0,0,0,4,-3,-1,3
8697,0,4,-3,-1,0,0,4
8698,0,4,-3,3,-2,-1,5
8699,-1,-2,-1,4,-3,-1,3
8700,-2,3,-2,2,-1,-1,5
8701,0,0,0,0,0,0,0
8702,-3,-1,4,-1,-2,-1,1
8703,1,0,1,-3,0,3,1
8704,0,0,0,0,0,0,0
8705,0,0,0,0,0,0,0
8706,0,0,1,1,-3,2,3
8707,-1,-2,3,-2,-1,1,1
8708,-1,0,2,-2,-1,0,1
8709,3,-3,-1,0,0,0,2
8710,-1,0,0,0,4,-3,0
8711,0,0,0,0,0,0,0
8712,2,0,0,-1,-1,3,0
8713,-3,-1,0,0,0,0,0
8714,1,-1,-2,3,-2,1,3
8715,4,-2,-1,-1,0,4,2
8716,-2,3,-1,-1,0,0,4
8717,-3,3,-2,2,-2,-1,5
8718,3,-1,1,-3,3,-3,2
8719,0,-3,3,-1,0,-2,1
8720,-3,-1,0,0,0,0,0
8721,1,-1,-1,4,-1,-1,3
8722,0,-1,1,-1,2,-2,0
8723,-2,3,-2,2,-3,1,5
8724,-1,1,0,0,-1,-1,0
8725,0,0,0,-1,-1,4,0
8726,0,-2,2,0,-1,2,1
8727,-1,1,1,0,-3,1,0
8728,2,-3,0,3,-2,1,3
8729,3,-1,-2,2,-2,-1,3
8730,3,-1,-1,-1,3,-3,2
8731,-3,3,-2,1,1,-3,4
8732,0,0,0,0,0,0,0
8733,0,0,0,0,0,0,0
8734,-3,3,-1,1,-3,-1,5
8735,-1,0,0,4,-3,-1,3
8736,0,0,-1,2,-1,-1,3
8737,0,0,0,0,0,0,0
8738,-3,3,-1,0,-2,3,5
8739,-2,0,2,-1,0,-2,1
8740,0,-2,3,-3,1,1,1
8741,0,-1,1,-2,2,0,0
8742,2,0,-2,2,0,-1,3
8743,2,-3,3,-3,2,-2,2
8744,-2,2,1,-3,3,-3,4
8745,0,0,0,0,0,0,0
8746,-1,0,0,0,0,0,0
8747,3,-2,0,1,-1,0,2
8748,3,-3,3,-3,3,-1,2
8749,0,0,0,0,0,0,0
8750,0,0,0,0,0,0,0
8751,1,0,0,-1,-1,3,0
8752,1,-1,-1,3,-1,0,3
8753,0,0,0,0,0,0,0
8754,-3,2,-2,3,-2,0,5
8755,0,0,0,0,0,0,0
8756,0,0,0,0,0,0,0
8757,0,0,0,0,4,-3,0
8758,3,-3,1,2,-1,-2,2
8759,3,-3,3,-1,0,0,2
8760,3,-3,0,3,-3,-1,3
8761,0,0,0,0,0,0,0
8762,0,0,0,0,0,0,0
8763,-1,4,-2,-1,-1,4,4
8764,3,-1,0,0,0,-2,2
8765,-1,0,4,-3,-1,0,1
8766,-2,0,3,-1,-1,-1,1
8767,-3,-1,4,-2,1,-2,1
8768,-1,0,-2,3,-3,0,3
8769,-3,-1,0,4,-3,-1,3
8770,0,0,0,0,0,0,0
8771,-2,3,-2,2,-1,-2,5
8772,0,-1,0,0,3,-1,0
8773,-3,-1,0,4,-3,3,3
8774,-3,0,0,3,-3,3,5
8775,3,-2,0,-1,3,-3,2
8776,-1,4,0,-3,3,-3,4
8777,-1,-1,0,-1,3,-2,0
8778,-2,-1,3,-1,-2,-1,1
8779,0,0,0,0,0,0,0
8780,0,0,0,0,0,0,0
8781,3,-3,-1,0,0,0,2
8782,0,0,0,0,0,0,0
8783,-3,0,3,-3,3,-3,1
8784,-1,-1,0,0,4,0,0
8785,4,-3,-1,0,0,4,2
8786,1,0,-1,0,0,0,0
8787,1,-1,3,-3,0,1,1
8788,1,-1,-1,2,0,0,3
8789,-2,2,-3,-1,0,0,4
8791,3,-2,2,-1,-2,2,2
8792,-1,4,-3,-1,0,0,4
8793,0,0,0,0,0,4,0
8794,0,0,0,4,-3,-1,3
8795,-3,-1,4,-3,-1,0,1
8796,-3,3,-2,2,-2,1,5
8797,0,0,0,0,0,0,0
8798,0,0,0,2,-3,3,3
8799,0,-3,-1,0,0,4,0
8800,0,-2,3,-1,0,-2,1
8801,0,-1,2,-2,1,0,1
8802,-3,3,0,-3,-1,0,4
8803,2,-3,0,3,-1,-1,3
8804,-3,-1,0,0,4,-3,0
8805,0,0,0,0,0,0,0
8806,0,-1,-1,0,0,4,0
8807,1,-2,3,-3,3,0,1
8808,0,0,4,-3,-1,0,1
8809,-1,-2,1,1,0,1,0
8810,-1,4,-1,-1,1,-1,4
8811,0,0,0,0,0,0,0
8812,0,4,0,-2,-1,3,4
8813,-1,0,0,-1,0,1,0
8814,0,0,-1,0,-1,3,0
8815,-2,1,-1,2,-2,-1,5
8816,-1,3,0,-2,-1,0,4
8817,3,-2,0,-1,3,-3,2
8818,0,-1,1,-1,2,-2,0
8819,0,0,0,0,0,0,0
8820,0,0,0,0,0,0,0
8821,0,0,0,0,0,0,0
8822,2,-1,-1,3,-3,3,3
8823,0,0,0,0,0,0,0
8824,0,0,0,0,0,0,0
8825,0,-1,-1,1,-1,-1,0
8826,0,0,0,0,0,0,0
8827,3,-2,1,1,-3,1,3
8828,-2,2,1,-2,-1,1,4
8829,1,-1,-1,3,-1,-1,3
8830,-3,2,-2,3,-3,3,5
8831,0,-2,0,1,0,-1,0
8832,-3,-1,0,0,4,-2,0
8833,3,-3,0,3,0,-3,3
8834,0,0,0,0,0,0,0
8835,1,-2,3,-1,-1,-1,1
8836,-1,4,0,-2,-1,3,4
8837,3,-3,3,-3,-1,0,2
8838,0,0,0,0,0,0,0
8839,0,0,0,0,0,0,0
8840,0,0,0,0,0,0,0
8841,4,-3,-1,4,-3,-1,3
8842,3,0,-3,3,-1,-2,3
8843,1,0,-1,-1,3,-2,0
8844,0,0,1,0,-2,3,0
8845,0,0,0,0,0,0,0
8846,3,-3,3,-3,3,-3,2
8847,0,-2,2,-2,2,-1,1
8849,3,-3,1,1,0,0,2
8850,-1,-1,1,0,-2,2,0
8851,0,0,0,0,0,0,0
8852,0,0,0,0,0,0,0
8853,-3,3,-2,1,-2,3,5
8854,-1,-1,3,-1,-1,0,1
8855,0,0,0,0,0,0,0
8856,3,-1,-1,1,-2,2,3
8857,0,0,0,0,0,0,0
8858,1,-1,0,1,1,-3,0
8859,0,4,-3,3,0,-2,5
8860,0,0,0,4,-3,-1,3
8861,-1,-1,1,0,-2,3,0
8862,0,0,0,0,0,0,0
8863,-1,2,0,0,-1,0,0
8864,3,-3,0,2,-2,3,3
8865,3,0,-3,3,-2,0,3
8866,-2,1,1,0,-1,0,0
8867,1,-2,0,1,-1,0,3
8868,-2,-1,3,-2,0,1,1
8869,-1,0,0,2,-2,1,3
8870,0,-2,3,-1,1,-3,1
8871,4,-3,3,0,-1,0,2
8872,4,-3,-1,0,0,0,2
8873,0,0,0,0,0,0,0
8874,0,-1,-1,1,-2,2,3
8875,-3,-1,4,0,-3,1,1
8876,0,0,0,0,0,0,0
8877,0,0,0,0,0,0,0
8878,0,0,0,0,0,0,0
8879,0,0,0,0,0,0,0
8880,-1,4,0,-3,3,-3,4
8881,-2,2,1,-2,-1,3,4
8882,-3,3,-3,1,0,1,5
8884,0,-3,3,-2,1,-2,1
8885,3,0,-3,-1,0,0,0
8886,-3,-1,0,0,4,-3,0
8887,0,0,0,0,0,0,0
8888,3,-2,2,-3,3,0,2
8889,-2,1,2,-2,0,-1,1
8890,3,-2,0,2,0,-3,2
8891,0,0,0,0,0,4,0
8893,2,-3,3,0,-3,3,2
8894,0,0,4,-3,-1,4,1
8895,4,-3,3,-3,3,-3,2
8896,0,0,0,0,0,0,0
8897,0,3,-3,3,-3,3,5
8898,0,0,0,0,0,0,0
8899,0,0,0,0,0,0,0
8900,0,0,0,0,0,0,0
8901,0,0,0,0,0,0,0
8902,-1,-1,1,-1,-1,2,0
8903,0,0,0,0,0,0,0
8904,0,-1,0,1,-1,1,0
8905,-2,1,2,-2,2,-1,1
8906,0,0,0,0,0,4,0
8907,0,-1,1,-1,1,-1,0
8908,3,-3,3,-3,3,-2,2
8909,0,0,0,-1,1,-1,0
8910,-3,2,-1,2,-1,-1,5
8911,0,2,0,-2,0,0,4
8912,3,-3,2,-2,3,-3,2
8913,-3,3,0,-3,3,-3,4
8914,3,-3,3,-1,-2,3,2
8915,4,-1,-2,-1,0,0,2
8916,0,0,4,0,-3,-1,1
8917,-3,3,-3,-1,0,0,4
8918,-1,-2,2,0,-2,3,1
8919,3,0,-3,0,-1,0,0
8920,-3,0,-1,0,4,-3,4
8921,0,0,0,0,0,0,0
8922,1,-2,0,1,-2,3,3
8923,0,0,4,-3,3,-3,1
8924,1,0,-1,0,2,-2,0
8925,0,0,0,0,0,0,0
8926,4,-3,-1,4,-2,-1,3
8927,-3,-1,0,0,0,0,0
8928,0,1,1,-3,3,-3,1
8929,-3,1,0,2,-2,2,5
8930,0,0,0,0,0,0,0
8931,0,0,0,4,-3,-1,3
8932,-1,0,1,0,0,-1,0
8933,-1,2,0,0,0,-2,0
8934,-3,2,0,-1,-1,0,4
8935,2,-3,3,-2,1,-1,2
8936,-3,-1,0,0,0,0,0
8937,3,-3,3,0,-2,1,2
8938,3,-1,-1,-1,0,3,2
8939,3,-3,-1,4,-3,-1,3
8940,1,1,-1,2,-2,1,3
8941,4,-1,-2,3,0,-1,3
8942,-1,3,-2,0,2,-3,4
8943,3,-3,1,1,-1,0,2
8944,-3,2,1,-2,0,1,4
8945,0,-2,3,-1,1,-3,1
8946,-2,0,-1,0,0,0,0
8947,1,1,0,0,-1,0,0
8948,-3,3,-3,3,-3,-1,5
8949,0,0,0,0,0,0,0
8950,-1,1,-1,1,1,-3,0
8951,-1,-2,0,1,2,-2,0
8952,-2,1,-1,3,-3,3,5
8953,-1,2,-3,3,-3,2,5
8954,0,0,0,0,0,0,0
8955,3,-2,-1,-1,4,-3,2
8956,2,-3,3,-2,1,-1,2
8957,-3,2,-2,3,-3,1,5
8958,0,0,0,0,0,0,0
8959,3,-3,3,-1,-2,3,2
8960,-3,3,0,-1,-2,3,4
8961,0,0,0,0,0,0,0
8962,0,0,4,-3,-1,0,1
8963,-2,0,-1,3,-3,3,3
8964,0,3,-2,0,-1,3,5
8965,-1,2,0,-2,2,-2,4
8966,1,-1,3,-2,0,0,1
8967,-2,1,1,0,0,-1,0
8968,0,-2,1,-1,1,2,0
8969,-3,-1,0,0,0,0,0
8970,4,0,0,-3,0,-1,2
8971,-1,3,-3,3,0,-3,5
8972,2,-2,0,0,0,1,2
8973,0,0,0,0,0,0,0
8974,0,0,0,0,0,4,0
8975,0,0,0,0,4,-3,0
8976,-3,3,-2,1,0,-2,5
8977,2,0,-1,2,-3,3,3
8978,-3,3,-3,-1,0,4,4
8979,0,0,0,0,0,0,0
8980,1,1,-2,3,-2,-1,3
8981,1,2,-2,1,-1,0,5
8982,-3,3,-3,-1,0,0,4
8983,1,0,-2,2,-2,3,3
8984,0,2,-2,2,-3,3,5
8985,-1,1,-1,2,-2,0,5
8986,-1,0,0,0,0,0,0
8987,4,-3,3,-3,2,-2,2
8988,-3,-1,4,0,-3,3,1
8989,0,0,0,0,0,0,0
8990,0,1,-3,3,-3,1,5
8991,-2,2,-2,0,-1,3,5
8992,0,0,0,0,0,0,0
8993,-3,0,3,0,-1,-2,1
8994,-3,3,-3,0,0,0,4
8995,0,-1,0,1,-1,0,0
8996,-3,-1,0,0,4,0,0
8997,-1,1,-1,0,-1,3,0
8998,3,-2,-1,2,1,-2,2
8999,-1,-1,0,0,0,0,0
9000,-3,2,-2,1,2,-2,4
9001,0,1,-1,1,-2,1,5
9002,-1,1,2,-3,2,0,1
9003,0,0,0,0,0,0,0
9004,0,0,0,0,0,0,0
9005,-1,-2,2,0,-1,0,1
9006,-2,-1,4,0,-1,-1,1
9007,4,-3,-1,0,0,0,2
9008,-3,-1,4,-1,-1,2,1
9009,-2,3,-1,-2,3,0,4
9010,-1,1,-2,0,0,3,0
9011,-1,-1,3,-1,1,-3,1
9012,3,0,-3,3,-3,3,3
9013,0,4,-1,-1,2,-3,4
9014,0,4,-3,3,-3,3,5
9015,0,0,0,0,0,0,0
9016,4,-3,3,-3,0,3,2
9017,1,-1,0,2,-3,2,3
9018,-3,-1,0,0,0,0,0
9019,-2,2,0,0,-2,1,5
9020,0,0,0,0,0,0,0
9021,0,0,4,-3,-1,0,1
9022,3,-1,0,-2,3,-3,2
9023,3,-3,-1,0,4,-3,2
9024,-1,-1,0,2,-3,2,3
9025,1,-3,3,0,-3,3,1
9026,0,0,0,0,0,0,0
9027,0,3,-1,0,-2,0,5
9028,-1,1,-2,2,-1,1,5
9029,3,-3,3,-3,3,-3,2
9030,3,-3,2,0,-2,0,2
9031,-2,2,-2,3,0,-3,5
9032,0,4,-3,-1,4,-3,4
9033,1,-1,1,-1,1,-1,0
9035,-2,2,-2,1,0,-1,5
9036,3,-2,-1,2,-2,3,3
9037,0,0,0,0,0,0,0
9038,-1,-2,3,0,-3,-1,1
9039,-3,3,-2,1,0,-2,5
9040,-3,3,-2,-1,-1,0,4
9041,0,3,-1,-2,2,0,4
9042,0,0,0,0,0,0,0
9043,-2,2,-1,0,-1,3,5
9044,-1,0,1,-2,3,0,0
9045,4,-3,-1,0,0,0,2
9046,0,0,0,4,-3,-1,3
9047,0,0,0,0,0,0,0
9048,1,-1,1,-1,1,-1,0
9049,-1,0,1,1,-2,3,0
9050,0,0,0,0,0,4,0
9051,3,-3,1,0,2,-3,2
9052,2,-3,3,-2,1,-1,2
9053,0,0,0,0,0,0,0
9054,3,-2,0,1,0,0,2
9055,3,-3,3,-1,0,-2,2
9056,-2,2,0,-2,3,-3,4
9058,-1,1,0,-1,1,-1,0
9059,-2,1,-2,0,3,-3,4
9060,-1,4,-1,-2,-1,0,4
9061,-2,3,-1,-1,1,-1,4
9062,1,-1,1,0,-1,0,0
9063,0,0,0,0,0,0,0
9064,0,0,0,0,0,0,0
9065,-1,0,4,-3,3,-3,1
9066,0,0,0,4,-3,3,3
9067,-2,1,0,-1,-1,3,0
9068,1,-3,-1,0,0,4,2
9069,0,-1,1,-1,1,-1,0
9070,-1,0,1,0,-1,1,0
9071,-3,3,0,-3,2,-1,4
9072,0,0,0,0,0,0,0
9073,-1,0,4,-3,-1,0,1
9074,0,1,0,-1,1,-2,0
9075,2,-3,3,-1,1,-3,2
9076,0,-1,4,-3,0,3,1
9077,-1,1,-1,1,0,0,0
9078,-1,0,-1,3,0,-3,3
9079,0,0,0,0,0,0,0
9080,0,4,-3,-1,4,-3,4
9081,2,-2,2,-3,2,0,2
9082,-2,-1,3,0,-3,0,1
9083,0,0,1,1,-3,3,3
9084,0,0,4,-3,-1,0,1
9085,-2,1,-1,1,-2,1,5
9086,-2,2,0,-1,1,-1,4
9087,0,0,-2,3,-3,0,3
9088,3,0,-1,0,-2,3,3
9089,0,0,0,0,0,0,0
9090,-1,0,-1,3,-3,3,3
9091,3,-3,-1,0,0,0,2
9092,0,0,1,1,-2,-1,0
9093,0,0,0,0,0,0,0
9094,1,1,0,0,-2,1,0
9095,2,-2,2,-3,1,0,2
9096,2,-1,0,-2,1,2,2
9097,-3,2,-2,3,-3,1,5
9098,3,-2,0,1,1,-2,2
9099,2,0,0,1,-3,3,3
9100,0,4,-3,-1,0,0,4
9101,-2,0,-1,3,0,-3,5
9102,0,0,0,0,0,0,0
9103,-1,3,-1,-2,1,2,4
9104,0,0,0,0,4,-3,0
9105,3,-3,2,0,0,-2,2
9106,0,0,0,0,0,0,0
9107,1,-2,2,0,-1,-1,2
9108,0,4,-3,-1,0,4,4
9109,-2,1,-2,-1,4,-3,4
9110,2,0,0,-1,2,-3,0
9111,4,-3,3,-3,3,-3,2
9112,0,0,0,0,0,0,0
9113,-3,2,0,-1,2,-3,4
9114,3,-1,-1,0,-1,3,2
9115,-1,4,-1,0,-2,2,5
9116,0,-2,3,-2,0,1,1
9117,1,0,0,-1,-1,0,0
9118,0,0,0,0,0,0,0
9119,0,-2,2,-2,2,-2,1
9120,0,0,0,0,0,0,0
9121,-3,0,-1,4,0,-3,5
9122,0,2,-1,-1,0,2,4
9123,-3,2,1,-3,3,-3,4
9124,0,0,0,0,0,0,0
9125,0,-1,1,0,-2,0,0
9126,0,0,0,0,4,-3,0
9127,1,-1,0,1,-2,2,3
9128,-2,0,1,-2,3,-2,0
9129,1,-2,3,-3,3,-3,1
9130,0,0,0,0,0,0,0
9131,0,0,0,0,0,0,0
9132,4,-3,-1,4,-2,-1,3
9133,0,0,0,0,0,0,0
9134,-2,1,1,-2,3,-1,4
9135,-3,0,-1,0,4,0,4
9136,-2,3,-1,-1,-1,3,4
9137,4,-3,0,-1,0,4,2
9138,4,-3,0,3,-2,1,3
9140,-1,-2,3,0,-2,0,1
9141,4,-3,-1,0,0,0,2
9142,-1,-1,3,-2,1,-1,1
9143,4,-3,-1,0,4,-3,2
9144,3,-3,3,-3,3,-3,2
9145,0,0,0,0,0,0,0
9146,0,0,4,-3,-1,0,1
9147,0,0,0,0,0,0,0
9148,-3,3,-3,3,0,-3,5
9149,1,-1,0,0,0,0,0
9150,3,-1,-1,-1,2,-2,2
9151,0,-1,1,0,-2,3,0
9152,0,-2,3,-1,-2,3,1
9153,-1,-1,4,-3,-1,0,1
9154,0,3,-1,-2,-1,4,4
9155,-3,2,1,0,-3,0,5
9156,3,-3,2,1,-3,2,2
9157,-2,2,-1,1,-2,2,5
9158,2,-2,0,0,-1,0,2
9159,-2,-1,3,-3,3,-1,1
9160,3,-3,-1,0,0,0,2
9161,0,0,0,0,0,0,0
9162,0,0,0,0,0,0,0
9163,-1,2,-2,3,-3,2,5
9164,2,-2,1,0,-2,3,2
9165,0,0,0,0,0,0,0
9166,4,-2,0,2,-3,-1,3
9167,0,0,0,0,0,0,0
9168,0,0,0,0,0,0,0
9169,4,-3,-1,0,0,0,2
9170,3,-3,3,-3,-1,0,2
9171,-2,2,1,-1,-2,1,0
9172,-3,2,0,0,-2,3,5
9173,-1,-1,3,-1,-1,0,1
9174,4,-3,-1,0,0,0,2
9175,-2,-1,1,2,-2,1,3
9176,-1,0,0,0,0,0,0
9177,0,0,4,-3,3,-2,1
9178,0,0,0,4,-3,-1,3
9179,-3,3,0,0,-3,-1,5
9180,-1,1,-3,1,1,-1,4
9181,2,0,0,-1,-1,3,0
9182,-2,2,-2,3,-2,1,5
9183,0,0,4,-3,-1,0,1
9184,-1,2,-1,1,0,-2,5
9185,0,-2,1,2,-3,3,3
9186,-3,-1,4,0,-3,3,1
9187,0,0,0,0,0,0,0
9188,0,-3,3,0,-2,-1,1
9189,0,0,0,0,0,0,0
9190,-3,3,-3,-1,4,0,4
9191,0,0,0,0,4,0,0
9192,0,3,0,0,-3,3,5
9193,0,0,0,0,0,0,0
9194,4,-3,-1,0,0,0,2
9195,4,-3,-1,4,-3,3,3
9196,-1,0,4,-3,3,-3,1
9197,-1,-1,2,0,0,0,0
9198,0,0,0,0,0,0,0
9199,-3,3,0,-3,-1,0,4
9200,-1,3,-1,-2,3,-3,4
9201,1,-2,3,-1,-1,1,1
9202,0,0,0,0,0,0,0
9203,-1,0,0,4,-2,-1,3
9204,0,0,0,0,0,0,0
9205,0,-1,0,2,0,-3,0
9206,-1,0,2,-1,-2,3,1
9207,-1,-2,3,-2,0,0,1
9208,0,0,0,0,0,0,0
9209,3,-3,3,-3,3,0,2
9210,-1,3,-2,-1,3,-2,4
9211,-1,4,0,-2,2,-3,4
9212,-1,-2,0,3,-3,2,3
9213,-2,0,1,-2,0,0,1
9214,0,-2,2,-1,0,2,1
9215,-2,3,-3,3,-3,3,5
9216,0,0,4,-3,-1,0,1
9217,0,0,0,0,0,0,0
9218,3,-2,-1,3,-3,-1,3
9219,0,0,0,0,0,0,0
9220,0,-2,1,0,1,-2,0
9221,-2,2,1,-2,1,0,4
9222,2,-2,0,3,-1,-2,3
9223,-2,-1,3,0,-3,2,1
9224,0,0,0,0,0,0,0
9225,-2,2,-1,2,-2,0,5
9226,0,-1,1,-1,1,0,0
9227,4,-2,0,-1,-1,4,2
9228,1,-1,0,-1,3,-2,0
9229,1,-1,2,-1,2,-3,2
9230,0,0,0,0,0,0,0
9231,2,-1,1,-1,-1,3,2
9232,0,4,-3,-1,0,0,4
9233,3,-3,3,-2,-1,3,2
9234,2,-2,1,-1,1,0,2
9235,0,0,0,0,0,0,0
9236,-1,1,2,-2,-1,2,1
9237,0,4,-3,3,-1,-2,5
9238,4,0,-3,3,-2,1,3
9239,3,-3,3,0,-3,0,2
9240,1,-1,-2,3,0,-3,3
9241,-3,-1,0,0,0,0,0
9242,-1,1,0,1,-1,0,0
9243,-1,0,0,-2,0,3,0
9244,0,0,0,4,-3,-1,3
9245,2,-2,1,-2,1,2,2
9246,1,-2,3,-3,-1,0,1
9247,-1,0,1,1,-3,2,3
9248,0,0,0,0,0,0,0
9249,0,0,0,0,0,0,0
9250,0,0,0,0,0,0,0
9251,-3,3,-3,3,-3,3,5
9252,2,-1,2,-1,-2,3,2
9253,-3,3,-3,0,3,-3,4
9254,0,0,0,0,0,0,0
9255,-2,2,0,-3,2,-2,4
9256,3,-3,-1,0,0,0,2
9257,1,-1,1,-1,1,0,0
9258,-3,1,1,-1,2,-3,4
9259,-2,2,-3,3,-2,-1,5
9260,0,0,0,0,0,0,0
9261,2,-3,0,3,-3,3,3
9262,3,-1,0,-2,3,-3,2
9263,0,0,4,-3,-1,0,1
9264,3,-3,3,-3,-1,0,2
9265,-3,3,-2,0,1,-1,4
9266,0,0,0,0,0,0,0
9267,3,-1,-1,1,-2,3,3
9268,0,0,0,0,0,0,0
9269,-2,2,0,-2,-1,4,4
9270,-1,3,-1,0,-2,1,5
9271,0,0,0,0,0,0,0
9272,0,0,0,0,0,0,0
9273,-2,0,2,-1,-2,0,1
9274,1,-2,-1,3,0,-2,3
9275,3,-3,3,-2,0,-1,2
9276,-1,-1,-1,-1,4,-3,0
9277,-1,-2,3,-2,-1,3,1
9278,-1,0,4,-3,3,-3,1
9279,-1,4,0,-3,3,-1,4
9280,3,0,-1,-2,3,0,2
9281,0,0,0,0,0,0,0
9282,0,0,0,0,0,0,0
9283,0,0,0,0,0,0,0
9284,1,-2,3,0,-3,3,1
9285,3,-3,-1,0,4,-3,2
9286,-3,-1,4,-1,-2,-1,1
9287,2,-3,1,2,-2,0,3
9288,0,0,0,0,0,0,0
9289,-1,0,0,0,0,0,0
9290,3,-3,3,-1,0,-1,2
9291,0,0,0,0,0,0,0
9292,1,1,-2,0,2,-2,0
9293,-3,3,-3,-1,4,-3,4
9294,4,-3,3,-3,-1,0,2
9295,0,0,0,0,0,0,0
9296,4,-3,3,-3,-1,0,2
9297,3,-3,3,0,-3,2,2
9298,-3,-1,0,4,-3,3,3
9299,1,0,2,-1,-1,0,1
9300,-1,4,-3,-1,4,-2,4
9301,-2,3,-3,3,0,-1,5
9302,-1,0,1,-2,2,1,0
9303,-3,-1,0,0,0,0,0
9304,3,-2,1,-1,0,-1,2
9305,0,0,0,0,0,0,0
9306,-3,2,-1,-1,1,2,4
9307,2,0,-3,3,-2,0,3
9308,1,-1,0,2,-1,-1,3
9309,0,0,0,0,0,0,0
9310,0,0,0,0,0,0,0
9311,-3,-1,0,0,0,0,0
9312,0,-1,0,1,-2,2,3
9313,-3,0,3,-2,-1,2,1
9314,-2,3,0,-1,1,-3,4
9315,-3,3,-3,3,-3,1,5
9316,3,-3,3,-3,-1,0,2
9317,-1,0,0,0,0,0,0
9318,-1,-1,1,-2,3,0,0
9319,-2,-1,3,0,-3,-1,1
9320,-3,3,0,-3,-1,0,4
9321,0,0,4,-3,-1,0,1
9322,-3,-1,0,0,0,4,0
9323,0,0,0,0,0,0,0
9324,0,0,0,0,4,-3,0
9325,0,0,-1,1,-2,0,3
9326,1,-2,1,-1,-1,2,2
9327,1,-2,1,2,-2,0,3
9328,0,0,0,0,0,0,0
9329,3,-2,1,1,-2,0,2
9330,-1,-2,3,-3,0,3,1
9331,0,0,4,-3,-1,0,1
9332,0,0,0,0,0,0,0
9333,-2,0,1,-2,3,-3,0
9334,3,-3,0,3,-3,3,3
9335,-2,-1,-1,4,-3,2,3
9337,0,-3,3,-2,-1,3,1
9339,3,0,-1,-2,2,1,2
9340,3,-3,3,-3,3,-3,2
9341,1,2,-1,-2,3,-2,4
9342,1,-1,-1,3,0,-3,3
9343,-2,2,-2,2,0,-1,5
9344,4,-3,-1,0,0,0,2
9345,3,-2,1,-1,1,1,2
9346,4,-3,-1,0,4,-3,2
9347,-2,3,-2,0,2,-3,4
9348,1,-2,-1,2,0,-2,3
9349,2,-2,-1,0,0,0,2
9350,0,0,0,4,-3,0,3
9351,4,-3,-1,4,-3,-1,3
9352,0,0,0,0,0,0,0
9353,1,-2,3,-2,0,-1,1
9354,0,4,-3,0,-1,0,5
9355,-1,3,-1,-2,0,0,4
9356,-3,2,-2,-1,4,-2,4
9357,1,2,-1,-1,1,-1,4
9358,-3,2,0,-2,3,-1,4
9359,0,0,2,-3,3,-3,1
9360,-3,3,-3,-1,0,0,4
9361,-3,1,0,1,-1,1,5
9362,0,0,4,-3,-1,4,1
9363,0,-2,1,0,2,-3,0
9364,0,3,-3,3,0,0,5
9365,0,0,0,0,0,0,0
9366,0,3,-3,3,-3,3,5
9367,0,1,-2,3,-3,3,5
9368,4,-3,3,-2,0,-1,2
9369,3,-1,-1,-1,0,3,2
9370,1,-1,-1,-1,3,-2,0
9371,0,0,0,0,0,0,0
9372,0,0,0,0,0,0,0
9373,3,-3,2,1,-3,1,2
9374,0,4,0,-3,-1,0,4
9375,3,-1,-2,2,-1,2,3
9376,0,0,4,-3,-1,0,1
9377,0,0,0,0,0,0,0
9378,0,0,0,0,0,0,0
9379,3,-1,-1,1,-1,-1,3
9380,-3,-1,0,0,0,0,0
9381,-3,-1,0,0,0,0,0
9382,-3,-1,4,-3,3,-3,1
9383,-1,0,4,-3,-1,4,1
9384,-1,1,-1,0,2,-2,0
9385,0,0,0,0,0,0,0
9386,3,-2,0,2,-1,-1,3
9387,-2,2,-3,1,2,-3,4
9388,0,1,-1,0,0,2,0
9389,3,-3,3,-3,3,-3,2
9390,-3,-1,0,0,0,0,0
9391,-1,4,-3,-1,0,4,4
9392,0,4,-3,3,-3,-1,5
9393,-3,-1,0,4,-3,-1,3
9394,-3,-1,4,-3,3,0,1
9395,0,-3,3,-1,-2,2,1
9396,-1,0,-2,2,-2,3,5
9397,-3,0,3,-1,-1,-1,1
9398,-1,3,0,-1,-2,1,4
9399,0,0,0,0,0,0,0
9400,2,0,-2,0,2,-2,0
9401,4,-3,3,-1,0,-2,2
9402,-2,-1,2,0,0,-1,1
9403,0,1,0,-2,3,-3,4
9404,0,0,0,0,0,0,0
9405,0,0,0,0,0,0,0
9406,-2,3,0,-3,3,-2,4
9407,3,-2,-1,2,-2,3,3
9408,-3,2,0,-2,-1,4,4
9409,0,-1,-1,3,-2,0,3
9410,0,0,0,0,0,0,0
9411,0,-3,1,2,-2,-1,3
9412,-3,0,3,-1,-2,3,1
9413,-3,3,-3,2,-1,-1,5
9414,-3,-1,0,0,4,-3,0
9415,4,-3,3,-2,-1,3,2
9416,0,4,-3,3,-3,-1,5
9417,-1,-2,3,-1,-2,3,1
9418,-2,0,3,-2,1,-1,1
9419,-1,-1,2,-1,1,0,1
9420,-2,0,3,0,-3,2,1
9421,-2,-1,4,0,0,-3,1
9422,0,0,0,0,0,0,0
9423,-3,3,-3,3,-1,-2,5
9424,-2,0,-1,0,3,-3,0
9425,-2,2,0,0,-1,1,0
9426,-1,0,4,-3,-1,0,1
9427,0,-3,2,-1,-1,3,1
9428,0,-3,0,3,-3,3,3
9429,-3,-1,0,0,0,0,0
