CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_중가_clust_id
8298,-2,3,-3,3,-3,3,0
8299,3,-2,1,-2,3,-2,4
8300,1,-3,3,-3,3,-1,4
8302,2,-2,1,-2,3,-2,4
8303,2,1,-2,1,-2,1,3
8304,-3,3,-3,3,-3,1,0
8305,-2,3,-1,1,-3,1,0
8306,0,2,-1,-1,-1,3,2
8307,-2,0,0,1,-1,0,1
8308,1,-2,3,-2,0,2,4
8309,-1,1,0,-1,0,0,2
8310,-1,3,-1,0,-1,1,0
8311,0,2,0,-2,0,2,2
8312,0,3,-1,0,-2,3,0
8313,-2,2,-3,1,-1,3,0
8314,0,-3,2,0,-2,1,1
8315,1,0,-1,0,-1,2,5
8316,-3,1,2,0,-2,2,1
8317,1,-1,1,-1,1,-1,4
8319,1,2,-3,3,-2,2,0
8320,-1,-1,2,-1,-1,3,1
8321,0,-2,0,3,-1,-2,3
8322,-1,3,-3,3,0,-2,0
8323,3,0,-2,0,-1,2,5
8324,-1,1,-1,-1,-1,2,2
8325,-2,2,-1,1,0,-2,0
8326,0,-1,2,-3,1,0,4
8327,1,-3,0,1,0,2,3
8328,-1,2,0,-1,1,-2,2
8329,3,-1,-1,0,1,-1,5
8330,-1,3,0,-1,-2,2,2
8331,0,1,0,0,0,-1,5
8332,0,0,-2,3,-3,2,0
8333,-2,0,3,-2,1,-2,1
8334,1,1,-2,2,-3,3,0
8335,-2,1,0,-2,2,-1,2
8336,0,-2,0,0,0,1,1
8337,1,-1,2,-1,-1,2,1
8338,-2,2,-2,2,0,-2,0
8340,-1,0,2,-2,0,1,1
8341,1,1,1,-3,2,-1,4
8342,1,0,-1,1,-2,3,3
8343,-1,1,0,0,-2,3,1
8344,-1,-1,0,1,-2,2,1
8345,-3,1,2,0,-3,2,1
8346,2,0,-1,2,-2,0,3
8347,1,0,-2,2,0,0,5
8348,-3,3,0,-3,2,0,2
8349,0,1,-1,0,0,1,5
8350,-1,1,-2,2,-1,1,0
8351,0,2,-1,0,-1,2,0
8352,2,1,0,-1,1,-3,5
8353,1,0,-1,-1,2,-1,5
8354,1,2,-1,0,0,-2,5
8355,0,1,-2,3,-1,0,0
8356,-3,3,-2,2,-3,2,0
8357,1,-1,0,1,-1,1,3
8358,3,-1,1,-3,3,-3,4
8359,0,1,-1,0,-1,1,5
8360,0,0,0,2,-1,-1,3
8361,0,0,-1,0,1,2,5
8362,2,-2,-1,3,-1,-2,3
8363,-2,1,-2,2,-2,3,0
8364,0,-2,2,-1,2,0,4
8365,3,-2,0,1,-1,0,3
8366,-3,3,-2,0,2,-1,2
8367,-1,1,0,-1,-1,2,1
8368,-1,0,0,1,-1,0,1
8369,0,0,2,0,-2,3,1
8370,-1,2,-2,2,1,-3,0
8371,0,-1,1,0,-1,0,1
8372,1,-2,0,3,-3,2,3
8373,-1,-1,-1,0,3,0,5
8374,-1,3,-2,0,0,-1,2
8375,-2,1,0,0,-1,1,1
8376,-2,2,-1,-1,0,3,2
8377,-1,1,-2,1,-1,1,0
8378,-2,-1,2,-2,1,0,1
8379,0,1,-1,1,-2,3,0
8380,0,-1,-1,3,-2,0,3
8381,-2,3,0,-2,-1,3,2
8382,-3,0,3,0,-1,-2,1
8383,-1,2,-3,2,0,-1,0
8384,1,-1,1,1,-2,0,3
8385,-2,0,0,2,-2,1,0
8386,1,1,-1,1,0,-2,5
8387,-3,2,0,-1,1,-1,2
8388,1,-1,1,0,-1,1,1
8389,0,-1,0,0,1,1,5
8390,1,-1,1,1,-1,-1,3
8391,-2,2,-1,1,0,0,0
8392,-1,1,-2,2,1,-1,0
8393,0,2,-3,3,-2,2,0
8394,0,-2,2,1,-2,1,1
8395,1,1,-1,2,-3,0,3
8396,0,0,-1,0,1,0,5
8397,0,0,-1,1,-1,0,3
8398,0,1,-1,0,1,-2,5
8399,0,-1,-1,3,-3,3,3
8400,1,0,-1,1,-1,1,3
8401,-1,1,-1,1,0,-1,0
8402,-1,0,-1,0,1,0,5
8403,-1,3,0,-3,3,-3,2
8404,-1,2,-3,2,0,-1,0
8405,-2,2,1,-1,-1,1,2
8406,3,-3,2,-2,1,2,4
8407,1,1,-1,2,-2,0,3
8408,-1,1,1,-2,2,0,2
8409,-2,3,0,-3,2,1,2
8410,0,-1,1,0,0,-1,1
8411,3,0,-3,1,-1,1,3
8412,1,1,-1,-1,0,2,5
8413,-1,-1,2,0,-2,0,1
8414,-3,2,-2,2,0,-1,0
8415,2,-3,1,0,2,-2,4
8416,-2,2,-2,2,-3,1,0
8417,0,2,-3,2,0,-2,0
8418,-1,0,0,2,-2,0,0
8419,-2,0,1,-1,0,1,1
8420,-1,0,0,0,-2,2,1
8421,0,2,-3,1,-1,3,0
8422,1,0,0,-1,-1,3,1
8423,-2,2,-1,2,-3,1,0
8424,0,1,0,-1,0,2,2
8425,1,1,-3,1,2,-1,5
8426,3,-3,3,0,-2,-1,4
8427,0,-2,0,3,-3,1,3
8428,-1,1,0,-1,1,-1,2
8429,-1,3,-2,1,0,1,0
8430,-3,3,0,-2,2,0,2
8431,3,0,-1,-1,1,0,5
8432,1,2,-1,-2,3,-1,2
8433,-3,2,-1,2,-3,0,0
8434,1,0,0,-1,1,-1,5
8435,0,0,-2,3,-2,0,0
8436,1,-1,1,0,-1,0,1
8437,-2,2,-2,2,-3,3,0
8438,3,-3,0,3,-3,3,3
8439,3,-2,1,0,-1,2,3
8440,1,0,-2,0,3,-2,5
8441,-1,0,-1,2,-3,2,0
8442,-1,0,0,1,0,0,1
8443,0,2,-1,-1,0,0,2
8444,-1,2,-1,-1,1,-1,2
8445,1,-1,-1,3,-2,0,3
8446,2,-1,0,0,0,-1,5
8447,0,-1,0,-1,3,0,4
8448,-2,-1,2,0,-1,0,1
8449,2,0,0,-1,0,1,5
8450,-3,1,2,0,-2,0,1
8451,-3,3,-1,-2,3,-2,2
8452,0,1,0,0,-1,-1,1
8453,-3,2,-1,1,-1,1,0
8454,0,-1,0,1,0,-1,1
8455,1,0,1,0,0,-2,1
8456,0,-2,3,-3,3,-1,4
8457,3,0,-3,0,2,1,5
8458,-1,0,2,-1,0,-1,1
8459,-1,1,-1,1,-1,-1,0
8460,-1,-1,3,-3,1,1,4
8461,-3,1,1,1,-3,2,1
8463,2,-3,3,-1,-1,0,4
8464,-3,2,1,-3,2,0,2
8465,1,2,-2,1,0,-2,5
8466,2,1,0,-2,-1,2,5
8467,1,-2,2,-3,0,1,4
8468,3,-3,2,-1,-1,2,4
8469,0,1,0,-1,0,0,2
8470,0,-1,0,2,-1,-2,3
8471,1,-1,1,-1,1,0,4
8472,0,0,-1,2,-2,0,3
8473,0,-1,1,-1,2,-1,4
8475,1,0,0,0,-2,3,3
8476,2,-2,3,-2,1,0,4
8477,0,1,-1,0,1,-1,5
8478,0,1,-2,2,-1,1,0
8479,3,-1,-1,1,0,0,3
8480,-3,1,2,-1,1,0,2
8481,3,-1,1,-2,0,1,4
8482,1,-1,-1,3,-1,-1,3
8483,0,-1,-1,2,0,-2,3
8484,2,-1,-2,1,2,-1,5
8485,-3,2,1,-2,-1,3,2
8486,2,-1,-1,1,0,-1,3
8487,1,-3,3,-1,-1,0,4
8488,3,-3,3,-3,0,2,4
8489,1,0,-1,1,-1,0,3
8490,-1,1,0,-1,1,-1,2
8491,0,1,-2,3,-1,-1,0
8492,0,-2,0,3,-1,0,3
8493,-1,1,0,1,-2,0,0
8494,-1,0,1,0,-2,0,1
8495,-2,3,0,-3,3,-1,2
8496,-1,2,1,-2,-1,3,2
8497,-3,0,3,-3,3,-2,2
8498,3,-3,2,0,-1,1,4
8499,-1,1,-1,2,-3,1,0
8500,-1,0,1,1,-3,3,1
8501,-2,2,-2,1,-2,2,0
8502,0,-1,1,0,-2,1,1
8503,0,-2,3,-3,0,3,4
8504,1,-1,-1,-1,3,-3,5
8505,-2,0,-1,3,-3,3,0
8506,1,2,-2,0,1,0,5
8507,0,0,-1,2,-2,0,3
8508,0,-1,0,0,1,1,5
8509,-3,2,1,-3,0,3,2
8510,-1,3,-2,1,0,1,0
8511,-2,3,-3,1,1,0,0
8512,3,-1,-2,3,-1,-2,3
8513,0,1,0,-1,-1,3,1
8514,2,-2,-1,2,-2,2,3
8515,0,1,1,-3,3,-2,2
8516,2,0,-1,2,-3,3,3
8517,1,0,2,-3,3,-1,4
8518,1,-3,2,-1,2,-3,4
8519,-3,3,-1,0,-2,1,0
8520,-1,2,0,0,-1,0,2
8521,0,2,1,-2,0,0,2
8522,0,1,-1,0,1,1,5
8523,0,0,0,1,-3,1,3
8524,1,-1,-1,3,-1,-2,3
8525,0,2,-3,3,-1,-1,0
8526,-1,3,-2,-1,1,2,2
8527,-1,2,-1,-2,2,-1,2
8528,1,-1,-1,1,-1,0,3
8529,1,-2,-1,3,-1,-2,3
8530,1,0,0,1,-1,2,3
8531,1,-2,2,0,1,-2,4
8532,3,0,-2,0,1,-1,5
8533,1,-1,0,0,1,0,5
8534,2,0,0,0,-1,-1,3
8535,2,-1,0,1,0,-1,3
8536,1,0,-1,1,-1,1,3
8537,1,1,-2,1,-1,1,5
8538,-2,3,-3,1,1,-1,0
8539,0,3,-3,2,0,1,0
8540,1,-2,0,0,2,-2,4
8541,1,-3,0,1,1,-1,3
8542,2,-1,1,-1,1,-1,4
8543,-1,0,1,-1,1,0,1
8544,-2,1,-2,2,0,-1,0
8545,-1,3,-2,1,-2,3,0
8546,-2,3,-2,2,-2,1,0
8547,0,0,0,1,-1,0,1
8548,3,-2,1,-1,0,0,4
8549,0,1,-3,3,-2,0,0
8550,1,1,-3,1,-1,2,0
8551,-2,3,-3,0,3,0,2
8552,1,1,-3,2,-2,3,0
8553,0,0,-1,0,1,-1,5
8554,-2,2,0,1,-2,-1,0
8555,0,1,-2,2,0,0,0
8556,1,-1,-1,2,1,-2,5
8557,-2,0,1,1,-1,-1,1
8558,-1,0,0,0,-1,2,1
8559,-1,0,1,0,-1,-1,1
8560,2,-2,0,0,0,2,3
8562,2,-1,2,-2,2,-3,4
8563,1,-2,2,-2,1,1,4
8564,0,0,-1,1,-1,1,3
8565,0,3,-1,1,-3,2,0
8566,0,-1,0,2,-2,1,3
8567,-3,2,1,-3,3,-3,2
8568,1,-1,2,-3,0,3,4
8569,-1,3,-3,1,2,-3,2
8570,0,0,3,0,-3,-1,1
8571,-1,0,0,1,1,-2,5
8572,3,-1,-2,2,0,0,3
8573,-1,0,-1,0,0,0,5
8574,1,0,-1,0,0,1,5
8575,-1,1,0,1,-2,1,0
8576,3,-1,1,0,-3,3,3
8577,1,-3,2,0,0,-1,4
8578,0,-1,0,3,-3,3,3
8579,1,0,-1,-2,2,0,5
8580,1,1,1,0,-3,2,1
8581,-1,0,0,1,-2,2,1
8582,-2,3,-2,2,-2,-1,0
8583,0,0,-2,1,1,0,5
8584,-1,2,0,-2,3,-1,2
8585,1,0,-2,1,0,1,5
8586,-1,2,-2,2,-2,0,0
8587,0,1,-1,1,-1,1,0
8588,-1,1,0,-1,1,-1,2
8589,-1,2,-3,2,-2,3,0
8590,-2,1,-2,3,-3,3,0
8591,-1,0,0,1,-2,2,1
8592,3,-2,1,-1,-1,0,4
8593,2,-1,1,-1,0,0,4
8594,-2,2,-2,1,2,-3,2
8595,1,-1,-1,2,0,-1,3
8596,2,0,-2,3,-2,-1,3
8597,2,-1,0,1,1,-2,5
8598,1,1,-3,2,-2,3,0
8599,-1,3,0,-2,0,1,2
8600,0,0,0,-1,0,0,1
8601,1,0,-1,1,-1,0,3
8602,0,-2,-1,3,-1,1,3
8603,-1,-2,3,-1,-1,-1,1
8604,-3,1,0,1,1,-2,2
8605,0,-1,3,-2,1,1,4
8606,0,0,0,-2,2,-2,2
8607,0,-1,-1,2,0,0,3
8608,-2,2,-2,2,0,0,0
8609,-1,2,0,0,0,-1,2
8610,0,0,-1,1,0,-1,5
8611,-1,0,0,1,-1,0,1
8612,1,0,-2,0,2,-2,5
8613,-1,2,0,-2,0,1,2
8614,0,2,-2,1,-1,0,0
8615,-2,0,1,0,-2,2,1
8616,2,1,-1,-1,0,0,5
8617,-1,0,0,1,-3,2,1
8618,-1,0,2,-3,2,0,4
8619,1,0,-2,3,-3,2,3
8620,2,-1,0,1,0,0,3
8621,-1,1,0,-1,1,1,2
8622,-2,-1,2,1,-1,-1,1
8623,2,-2,1,0,0,-1,4
8624,0,0,-1,0,0,1,5
8625,0,0,-2,1,-1,3,0
8626,2,0,0,-1,1,1,5
8627,1,2,0,0,-3,3,0
8628,-1,2,-2,0,-1,3,0
8629,-1,1,0,1,-3,2,0
8630,2,-2,3,-2,-1,3,4
8631,2,-3,3,0,-1,-1,4
8632,1,0,-1,0,1,0,5
8634,-3,0,1,1,-2,3,1
8635,-2,-1,3,-2,0,0,1
8636,-1,3,-1,0,0,-1,2
8637,0,1,-2,1,-2,0,0
8638,0,-1,0,2,-1,0,3
8639,-2,2,-1,1,0,1,0
8640,1,-2,3,0,-2,-1,1
8641,3,-3,2,-1,1,0,4
8642,0,1,0,0,0,-1,5
8643,0,-1,2,-2,2,-3,4
8644,-3,1,1,-2,0,1,2
8645,1,-2,3,-2,-1,3,4
8646,-2,3,0,-2,0,0,2
8647,-2,2,0,0,-3,1,0
8648,-1,0,-1,1,-1,1,0
8649,0,0,-1,0,0,0,5
8650,-1,2,-3,3,-2,1,0
8651,-3,3,-2,2,-3,1,0
8652,-1,0,-1,2,-1,0,0
8653,0,1,-3,2,-1,1,0
8654,1,-1,1,-1,0,1,4
8655,-2,1,1,1,-2,1,1
8656,-3,3,-2,2,-3,2,0
8657,3,-1,1,-2,-1,3,4
8658,1,0,-2,1,1,-2,5
8659,0,0,-1,0,0,2,5
8660,-1,3,-2,1,-1,0,0
8661,0,0,0,2,-3,2,3
8662,0,1,1,0,-1,-1,1
8663,-1,0,-1,2,-2,3,0
8664,0,0,-1,0,2,-2,5
8665,2,-2,0,3,-1,-1,3
8666,-2,0,1,1,-3,3,1
8667,3,0,-2,1,-1,0,3
8668,1,-1,-2,1,2,-1,5
8669,1,0,-1,2,-3,3,3
8670,-1,0,0,2,-2,-1,0
8671,0,0,-2,3,-2,-1,0
8672,0,1,-1,1,-1,0,0
8673,0,-1,1,1,-3,2,3
8674,-1,1,0,0,-2,2,1
8675,-3,0,3,0,-2,1,1
8676,2,1,-1,-2,2,-1,5
8678,2,-1,0,-1,1,1,4
8679,1,-1,1,1,-3,3,3
8680,0,1,-1,1,-1,-1,0
8681,-1,1,-1,0,0,1,2
8682,-3,1,2,-1,0,-1,1
8683,0,1,-2,-1,2,0,5
8684,1,-1,1,-1,0,0,4
8686,0,0,-1,0,1,0,5
8687,2,-1,-2,2,-2,2,3
8688,0,-1,3,-2,0,2,4
8689,-1,0,1,-1,0,0,1
8690,-1,-2,0,3,0,-1,3
8691,1,0,0,-1,1,-2,5
8692,-2,1,0,-1,0,-1,2
8693,-2,-1,3,-2,0,2,1
8694,3,-1,0,0,-2,1,3
8695,-2,2,0,-1,2,-2,2
8696,0,1,1,-2,0,1,1
8697,0,0,2,-3,3,-3,4
8698,1,0,0,-1,1,0,5
8699,1,-1,-1,1,-1,0,3
8700,0,0,-1,0,2,-2,5
8701,2,-3,3,-1,0,0,4
8702,0,0,-2,3,-2,0,0
8703,1,-1,0,1,-3,3,3
8704,-3,3,-3,3,0,-3,0
8705,2,0,-1,0,2,-2,5
8706,0,0,-1,3,-3,2,3
8707,2,-2,-1,3,0,-3,3
8708,-1,0,0,1,0,-1,1
8709,-1,-1,2,1,-3,1,1
8710,0,2,-2,1,-2,2,0
8711,0,1,-1,0,0,1,5
8712,3,0,-3,0,3,0,5
8713,0,0,0,0,0,-1,1
8714,3,-1,-2,0,2,-1,5
8715,1,0,0,-1,1,-1,5
8716,3,-1,-1,1,0,-2,3
8717,-3,3,0,-2,1,0,2
8718,1,-1,1,-1,0,2,4
8719,2,0,-2,3,0,-3,3
8720,1,0,-2,3,-3,2,3
8721,0,-3,3,-2,-1,3,4
8722,3,0,-3,3,-3,3,3
8723,-2,-1,0,2,0,-2,1
8724,2,-1,-2,3,-3,1,3
8725,0,-2,0,3,-3,3,3
8726,1,-1,-2,3,-2,1,3
8727,1,2,-3,3,-3,3,0
8728,0,0,1,-3,0,3,4
8729,-1,0,0,-1,-1,3,1
8730,-2,3,-1,-2,2,1,2
8731,-2,3,-1,-1,-1,0,2
8732,-3,2,-1,1,0,-1,0
8733,3,-3,3,-2,2,-2,4
8734,-2,3,-3,1,2,-2,2
8735,0,-3,3,-2,0,0,4
8736,0,-2,3,-1,-1,0,1
8737,-2,1,0,-2,3,-3,2
8738,3,-3,2,-1,-1,3,4
8739,3,-2,0,0,1,-1,4
8740,-2,1,-1,0,-1,3,0
8741,-3,3,-3,0,0,3,0
8742,2,1,-3,2,-2,3,3
8743,-1,0,0,2,-2,0,0
8744,1,2,-1,-2,3,-1,2
8745,0,-1,1,-1,1,0,4
8746,0,0,1,-2,3,-3,4
8747,3,-2,1,-2,2,-2,4
8748,-1,1,0,0,-2,2,1
8749,0,1,-2,3,-1,-1,0
8750,1,2,-2,2,-3,1,0
8751,3,-1,1,-2,1,-2,4
8752,1,1,-3,3,-3,3,0
8753,0,1,0,-2,0,2,2
8754,-2,2,-2,0,0,2,2
8755,-1,3,-1,-1,-1,2,2
8756,0,-1,-1,1,-1,-1,3
8757,2,-2,1,1,-3,3,3
8758,0,1,0,0,0,-1,5
8759,1,0,-2,1,-1,1,3
8760,1,0,1,-1,1,-1,4
8761,0,-2,3,-1,-1,1,1
8762,0,0,1,-1,2,-3,4
8763,0,-2,1,0,-1,1,1
8764,1,-1,0,2,-2,0,3
8765,0,1,-1,0,1,-1,5
8766,0,-1,3,-2,0,0,4
8767,1,-1,0,1,0,-1,3
8768,2,0,-3,3,-1,-1,3
8769,3,-1,0,1,-3,2,3
8770,-1,-2,0,3,-3,3,3
8771,-1,-1,0,1,-1,0,1
8772,1,-1,2,-1,0,1,4
8773,-2,1,0,-1,0,1,2
8774,-1,0,1,0,0,0,1
8775,0,-1,2,0,-3,2,1
8776,3,-1,-1,1,-2,3,3
8777,0,1,0,0,-2,2,1
8778,0,-2,0,1,-2,3,3
8779,3,-2,2,-2,0,0,4
8780,3,-1,0,-2,0,0,4
8781,-1,1,-1,0,0,-1,2
8782,-1,2,-3,2,-2,2,0
8783,0,0,1,-1,2,-1,4
8784,1,-1,-2,2,-1,1,3
8785,-1,1,-1,2,-1,-1,0
8786,0,2,-2,0,-1,0,0
8787,1,-2,1,-1,3,-3,4
8788,2,1,-2,0,2,-2,5
8789,-3,1,1,0,-2,3,1
8791,3,-2,1,-2,3,-2,4
8792,-1,0,0,0,-1,0,1
8793,0,2,-2,1,-2,3,0
8794,-2,2,-1,1,-1,2,0
8795,3,-3,0,2,-2,2,3
8796,-1,0,-2,3,-2,1,0
8797,-1,0,1,0,0,0,1
8798,-1,0,1,1,-3,3,1
8799,1,0,-1,2,-2,1,3
8800,0,-1,0,1,-1,0,3
8801,-2,3,-1,-1,2,-2,2
8802,0,-1,3,-2,1,-1,4
8803,1,0,0,-2,2,0,4
8804,-1,-1,-1,3,-1,-1,3
8805,1,0,0,-1,2,-3,5
8806,0,0,-2,0,3,-1,5
8807,1,-1,2,-1,-2,3,1
8808,0,1,0,0,-2,2,1
8809,2,-1,1,-1,0,1,4
8810,1,1,1,-3,2,-1,4
8811,-2,1,-2,3,-2,1,0
8812,1,1,-3,2,-2,2,0
8813,0,-3,3,-2,-1,3,4
8814,0,0,1,-2,0,3,1
8815,2,-1,2,-2,0,-1,4
8816,1,1,-2,0,1,-2,5
8817,-1,-1,0,3,-2,1,3
8818,-1,2,-2,2,-3,2,0
8819,-2,0,-1,2,1,-2,0
8820,-2,0,1,0,-1,0,1
8821,-1,0,2,-2,1,-2,1
8822,-2,1,1,-1,-1,2,1
8823,3,-1,1,-3,3,-3,4
8824,0,0,2,-3,2,0,4
8825,-1,-1,0,2,-3,2,3
8826,0,1,-1,1,-2,3,0
8827,2,-2,3,0,-1,0,4
8828,-2,1,0,1,-1,-1,0
8829,-1,2,-3,3,-2,2,0
8830,-3,2,0,-1,-1,3,2
8831,3,-2,0,2,-2,-1,3
8832,0,-2,0,1,0,-1,3
8833,-1,1,1,-3,3,-3,2
8834,0,1,-2,2,0,0,0
8835,-1,0,1,0,-1,1,1
8836,3,0,-3,2,0,-2,5
8837,-2,1,-1,1,-1,0,0
8838,-1,1,-1,1,-2,2,0
8839,-2,2,1,-2,0,2,2
8840,2,1,-2,-1,2,1,5
8841,-2,1,0,-1,1,1,2
8842,3,-1,0,0,0,0,5
8843,0,0,1,-1,-1,3,1
8844,-2,1,-1,1,-2,3,0
8845,0,1,-1,0,-2,1,0
8846,-1,2,-3,3,-1,0,0
8847,-2,3,-1,0,-1,1,0
8849,3,-3,0,3,-2,2,3
8850,0,0,2,-2,-1,3,1
8851,-1,2,-1,2,-2,0,0
8852,0,0,0,1,0,0,5
8853,1,0,-1,2,-2,0,3
8854,-1,2,0,-1,-1,1,2
8855,1,0,0,0,-2,3,3
8856,-1,2,1,-1,-1,1,1
8857,1,2,-1,-1,1,0,5
8858,1,-3,1,1,0,-2,3
8859,-2,1,0,-2,0,2,2
8860,3,-2,1,1,-2,0,3
8861,-3,3,-1,-1,1,-1,2
8862,1,0,-2,3,-3,1,3
8863,-1,1,0,1,-3,2,0
8864,-1,0,1,-2,2,0,2
8865,3,-2,1,0,-2,1,3
8866,-2,1,1,-1,1,-1,2
8867,1,1,1,-3,2,0,4
8868,-2,3,-3,2,-2,2,0
8869,3,-1,-2,3,-3,3,3
8870,2,-3,1,1,0,1,3
8871,-3,2,-2,1,0,1,0
8872,0,-1,-1,2,-3,2,3
8873,0,-1,0,1,-1,1,3
8874,-1,-1,2,-3,0,3,4
8875,-1,0,2,-1,-1,0,1
8876,-1,-1,1,-1,1,0,1
8877,-2,0,1,0,-2,3,1
8878,-2,2,-2,-1,3,-2,2
8879,2,-1,0,1,-3,3,3
8880,3,-1,0,-1,1,0,4
8881,0,2,-1,-1,2,-1,2
8882,2,-1,2,-1,-2,3,1
8884,2,1,-3,1,0,2,5
8885,0,-3,0,1,-1,0,3
8886,1,0,-1,-1,2,0,5
8887,0,3,-3,3,-3,2,0
8888,3,-3,3,-3,0,1,4
8889,0,2,0,-3,2,-2,2
8890,-1,-1,2,-1,-1,-1,1
8891,0,-2,3,-1,0,-1,4
8893,-2,-1,2,1,-2,-1,1
8894,-1,2,-3,2,1,-3,0
8895,-2,2,-1,1,-1,1,0
8896,0,-2,3,-2,0,2,4
8897,0,0,0,1,-2,3,3
8898,1,2,-2,1,-1,1,0
8899,-2,0,0,0,1,1,2
8900,0,-1,0,1,-2,3,3
8901,0,1,-2,3,-3,3,0
8902,-2,3,-3,2,-2,2,0
8903,1,2,-3,2,-2,3,0
8904,0,0,0,1,0,0,5
8905,-1,-1,0,0,1,1,1
8906,0,0,-2,2,0,0,5
8907,3,-3,3,-3,3,-3,4
8908,1,-1,1,-1,1,-1,4
8909,3,-2,2,-2,0,2,4
8910,-3,0,3,-3,3,-3,2
8911,-2,3,-3,3,-1,-2,0
8912,-1,1,1,0,-1,0,1
8913,-1,3,-2,0,2,-2,2
8914,1,-2,1,-1,-1,3,1
8915,3,-2,0,0,-1,3,3
8916,1,-1,1,-1,1,-1,4
8917,0,-1,1,-1,1,0,4
8918,0,3,-2,1,0,1,0
8919,1,-2,1,-2,2,1,4
8920,-2,1,0,1,0,1,2
8921,1,1,-3,1,2,-3,5
8922,-1,0,0,-1,0,0,1
8923,0,1,-3,2,0,-1,0
8924,0,0,2,-3,3,-3,4
8925,2,-1,-2,3,-1,0,3
8926,2,-3,3,-3,2,-1,4
8927,2,1,-2,0,1,0,5
8928,3,-2,2,-3,2,1,4
8929,-1,0,0,2,-3,3,0
8930,-1,0,2,-2,0,1,1
8931,1,0,0,-1,1,-1,5
8932,0,-3,2,1,-3,1,1
8933,2,-2,2,-2,3,-3,4
8934,0,0,-2,-1,0,0,5
8935,3,-3,3,-1,0,1,4
8936,-2,2,-1,0,1,-2,2
8937,0,3,0,-2,0,-1,2
8938,-2,3,-2,0,0,1,2
8939,2,-2,0,0,-1,2,3
8940,-2,2,-2,1,0,-1,0
8941,-3,3,-2,2,-2,0,0
8942,0,1,-1,0,2,-2,5
8943,3,-2,0,2,-2,-1,3
8944,-2,3,-2,0,1,0,2
8945,-1,-2,2,-2,3,0,4
8946,0,0,-1,1,-1,1,3
8947,1,2,-2,1,-1,-1,0
8948,-2,0,0,2,-3,3,0
8949,2,-1,1,-2,-1,1,4
8950,0,1,0,-2,1,1,2
8951,0,-2,2,-2,3,-2,4
8952,-1,-2,1,1,1,-2,1
8953,3,-3,0,3,-3,3,3
8954,1,0,0,-2,2,1,4
8955,2,-3,3,-1,0,-1,4
8956,2,-3,1,0,-1,2,3
8957,1,-2,1,-2,1,1,4
8958,-3,3,0,-1,-2,3,2
8959,-1,0,0,1,-3,2,1
8960,-2,3,-2,2,0,-2,0
8961,-1,1,0,-1,-1,1,1
8962,2,-2,0,2,-1,-1,3
8963,-1,0,0,2,1,-2,5
8964,-2,0,3,-1,-1,2,1
8965,1,1,-2,-1,1,2,5
8966,2,-2,0,0,-1,2,3
8967,-2,1,1,-1,2,-2,2
8968,0,-2,0,2,-1,2,3
8969,-1,2,0,1,-3,1,0
8970,2,0,1,-3,3,-1,4
8971,-3,3,-2,2,-3,2,0
8972,1,-2,1,-2,3,-3,4
8973,0,2,-3,2,-1,1,0
8974,-2,2,-2,2,1,0,0
8975,1,-1,1,-1,1,0,4
8976,-2,3,-3,2,0,-1,0
8977,-3,3,0,-3,0,3,2
8978,2,1,-1,-2,3,0,5
8979,1,0,-1,1,-1,1,3
8980,-1,1,-2,3,-1,-2,0
8981,1,1,-2,-1,0,3,5
8982,-2,2,-2,1,-1,1,0
8983,-2,2,-2,2,0,-2,0
8984,2,0,-1,-1,0,0,5
8985,3,-2,0,0,1,-1,4
8986,-2,-1,1,1,0,-1,1
8987,-1,-1,1,-1,0,0,1
8988,3,-2,1,-1,0,2,4
8989,-3,2,-2,0,0,2,2
8990,2,1,-2,1,-2,1,3
8991,2,1,-3,0,0,0,5
8992,2,-1,0,2,-3,2,3
8993,2,1,-2,0,-1,0,5
8994,-1,2,-3,2,-1,-1,0
8995,1,0,-2,2,1,-1,5
8996,-1,3,-2,0,2,-2,2
8997,1,0,0,-1,0,0,5
8998,0,0,-1,0,1,-1,5
8999,3,-2,-1,1,0,1,3
9000,0,-2,2,-1,2,0,4
9001,0,2,-1,0,-1,0,0
9002,2,1,-2,-1,1,2,5
9003,1,-1,0,2,-1,-2,3
9004,2,-2,1,-1,1,0,4
9005,0,1,0,0,-2,2,1
9006,0,0,-1,1,-2,3,3
9007,1,-1,-1,1,-2,0,3
9008,1,-1,1,-1,0,1,4
9009,1,2,-2,1,0,0,5
9010,1,1,-2,2,1,-1,5
9011,1,-2,0,-1,1,0,4
9012,2,1,-3,3,0,-2,5
9013,1,-1,0,0,-1,0,3
9014,0,-1,0,1,0,-1,1
9015,-2,1,-1,0,2,-2,2
9016,-1,3,-1,0,-2,3,0
9017,1,-1,1,-1,1,0,4
9018,0,1,-2,0,0,1,5
9019,-2,3,-1,-2,2,-2,2
9020,1,-1,2,-2,0,1,4
9021,-2,3,-1,-1,1,-1,2
9022,0,-1,1,-2,0,0,4
9023,-1,0,3,-2,2,-1,4
9024,-1,-2,3,-1,-1,-1,1
9025,1,1,0,-1,2,-2,5
9026,-1,1,-1,1,-1,1,0
9027,0,-1,3,0,-3,3,1
