CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_저가_clust_id
10804,-2,0,0,0,1,-1,3
10805,0,4,-3,-1,0,0,0
10806,1,-2,3,-3,3,-2,2
10807,-1,-2,0,3,-3,-1,4
10808,4,-1,-2,-1,0,4,5
10809,-1,-2,3,-2,1,0,2
10810,0,0,0,0,0,0,3
10811,2,-3,3,-2,2,-3,5
10812,1,-1,1,-1,0,1,3
10813,1,-1,2,-2,0,1,2
10814,2,-3,0,3,-3,-1,4
10815,0,0,0,0,0,0,3
10816,-1,0,0,0,0,4,3
10817,3,-3,3,-3,3,-3,5
10818,-1,-2,3,-3,1,2,2
10819,-1,0,0,4,-3,-1,4
10820,0,-1,1,0,-1,1,3
10821,-1,0,0,4,-2,-1,4
10822,-3,-1,4,-2,1,-2,2
10823,-1,4,-3,-1,0,4,0
10824,0,-2,-1,-1,4,-3,1
10825,-3,-1,0,0,4,-3,1
10826,0,4,-3,3,-2,0,0
10827,0,-1,-1,4,0,-3,4
10828,-2,0,-1,3,-2,2,4
10829,4,-3,-1,0,0,4,5
10830,0,0,0,0,0,0,3
10831,3,-3,2,-2,-1,4,5
10832,0,3,0,-1,0,-2,3
10833,-2,-1,-1,0,0,0,3
10834,-2,3,-3,-1,0,0,0
10835,4,-1,0,1,-3,2,4
10836,-2,2,1,-3,1,1,2
10837,0,0,0,0,0,0,3
10838,0,0,0,0,0,0,3
10839,1,1,-3,1,1,-1,3
10840,-2,3,-3,-1,0,0,0
10841,-2,-1,3,0,-3,3,2
10842,-3,0,3,-3,3,-3,2
10843,-1,4,0,-3,3,-3,1
10844,0,0,0,0,0,0,3
10845,-1,0,0,0,0,0,3
10846,4,-1,-2,-1,0,0,5
10847,0,0,0,0,0,0,3
10848,-1,-1,-1,2,-1,-1,4
10849,0,4,-3,-1,4,-1,1
10850,-1,0,-1,0,3,-3,1
10851,-1,3,-1,-2,3,0,1
10852,-2,2,-3,3,-3,3,0
10853,-1,3,-3,2,1,-2,0
10854,-2,0,3,-1,-2,2,2
10855,-2,-1,3,0,-3,3,2
10856,-2,3,-3,-1,4,-3,1
10857,0,0,0,0,0,0,3
10858,-1,-2,-1,4,-3,0,4
10861,-3,-1,0,0,0,4,3
10862,-1,-2,-1,0,4,-2,1
10863,-3,3,0,-3,-1,0,0
10864,-1,-2,3,-3,3,-3,2
10865,0,0,0,0,0,0,3
10866,3,-3,-1,0,0,0,5
10867,-3,0,-1,0,0,4,3
10868,-3,0,-1,0,0,0,3
10869,3,0,-3,3,-3,-1,4
10870,-3,0,3,-3,-1,0,2
10871,1,-1,-1,4,-2,-1,4
10872,0,4,-3,-1,4,-3,1
10873,-1,0,0,0,4,-3,1
10874,-1,3,-2,-1,2,0,1
10875,-1,4,0,-3,3,-1,1
10876,0,0,-1,-1,3,-2,1
10877,3,-1,1,-3,2,0,5
10878,0,0,0,0,0,0,3
10879,-1,4,-3,-1,0,0,0
10880,3,-3,-1,4,-3,3,4
10881,0,0,0,0,0,0,3
10882,0,2,-3,2,-2,-1,0
10883,0,0,0,0,0,0,3
10884,0,0,0,0,0,0,3
10885,3,0,-3,0,3,0,1
10886,0,0,0,0,0,0,3
10887,-1,1,0,0,-1,0,3
10888,0,0,0,0,0,0,3
10889,-1,0,4,-3,-1,0,2
10890,0,0,0,4,-3,-1,4
10891,-3,-1,0,4,-3,-1,4
10892,-2,0,-1,-1,0,0,3
10893,-3,3,-3,3,-3,3,0
10894,-2,0,3,-1,-1,0,2
10895,0,-1,1,-2,3,-2,1
10896,4,-2,1,-1,1,0,5
10897,2,-2,-1,3,-3,3,4
10898,-3,3,-3,3,-3,2,0
10899,0,0,0,0,4,-2,1
10901,3,-3,2,-1,1,-1,5
10902,-3,3,-3,-1,0,4,0
10903,0,0,0,0,4,-3,1
10904,0,0,0,0,0,0,3
10905,0,0,0,0,0,0,3
10906,-3,-1,4,0,-2,-1,2
10907,1,-1,3,0,-3,-1,2
10908,-3,0,-1,0,0,0,3
10909,-3,0,3,-3,2,0,2
10910,0,0,0,0,0,0,3
10911,0,0,4,-3,-1,0,2
10912,3,-3,-1,0,0,0,5
10913,-1,0,0,4,-3,-1,4
10914,0,-2,1,2,-3,3,4
10915,-2,-1,0,0,0,0,3
10916,-1,-2,3,-1,-1,-1,2
10917,0,0,0,0,0,0,3
10918,-1,-1,0,4,-1,-1,4
10919,3,-1,0,-2,0,-1,5
10920,0,0,0,0,0,0,3
10921,0,0,0,0,0,4,3
10922,-1,0,0,0,0,0,3
10923,4,-3,-1,0,0,4,5
10924,0,0,0,0,0,0,3
10925,-1,2,-2,0,-1,4,0
10926,-3,-1,0,0,0,0,3
10927,0,0,0,0,0,0,3
10928,-3,0,0,3,-3,3,4
10929,0,0,0,0,0,0,3
10930,2,-1,1,0,-1,2,3
10931,0,0,0,0,0,0,3
10932,4,-3,0,3,-3,-1,4
10933,-1,-1,0,4,-3,-1,4
10934,-3,3,-3,3,-2,-1,0
10935,3,-3,3,-3,-1,4,5
10936,0,0,0,0,0,0,3
10937,0,0,0,0,0,0,3
10938,3,0,-2,0,-1,1,5
10939,-3,1,0,-1,-1,0,3
10940,3,-3,3,-2,-1,-1,5
10941,-2,-1,4,-3,-1,4,2
10942,0,0,0,0,0,0,3
10943,3,0,-3,3,-3,-1,4
10944,-2,0,-1,3,-2,-1,4
10945,-1,-1,0,0,4,-1,1
10946,4,-3,-1,0,4,-1,5
10947,-1,0,1,-2,2,-1,1
10948,4,-3,-1,0,4,-3,5
10949,1,1,-3,3,-2,1,4
10950,-1,0,0,0,0,0,3
10951,-3,-1,0,4,-3,3,4
10952,-1,1,-2,2,1,-2,3
10953,-1,0,0,-2,-1,0,3
10954,0,0,2,0,-2,-1,3
10955,4,-3,-1,0,0,0,5
10956,-2,1,0,2,-3,3,4
10957,0,0,0,0,0,0,3
10958,4,-2,-1,-1,0,0,5
10959,0,0,0,0,0,0,3
10960,4,-3,-1,4,-3,-1,4
10961,3,-2,1,-1,0,0,5
10962,1,-1,-1,0,0,0,3
10963,3,-3,3,-3,3,-3,5
10964,0,4,-3,-1,0,0,0
10965,0,0,0,0,0,0,3
10966,4,-3,-1,0,4,-3,5
10967,0,0,0,0,0,0,3
10968,0,0,0,0,0,0,3
10969,-2,-1,3,-2,2,-2,2
10970,4,-3,-1,0,4,-3,5
10971,0,0,0,0,0,0,3
10972,-1,-2,3,0,-3,-1,2
10973,0,4,-3,-1,0,0,0
10974,0,0,4,-3,-1,0,2
10975,0,-1,1,0,-1,1,3
10976,-3,0,-1,0,4,-2,1
10977,-3,-1,0,0,4,-3,1
10978,-2,-1,0,4,-3,3,4
10979,-1,0,-1,4,-3,-1,4
10980,-1,-1,0,0,0,0,3
10981,0,4,-2,-1,3,-3,1
10982,2,-2,3,-3,3,-3,5
10983,2,-2,-1,0,0,0,5
10984,-1,-1,-1,0,0,0,3
10985,-1,4,-3,0,3,0,1
10986,-3,-1,0,0,0,4,3
10987,3,-1,-2,-1,4,-3,5
10988,-1,0,3,-3,-1,4,2
10989,0,0,0,0,0,0,3
10990,0,0,4,-3,-1,0,2
10991,0,0,0,0,0,0,3
10992,2,-2,3,-3,3,-1,5
10993,-2,2,-2,3,-3,-1,0
10994,-1,4,-3,3,-3,-1,0
10995,-3,3,-3,3,-3,-1,0
10996,-3,3,-1,-2,3,-2,1
10997,-1,-2,3,-3,-1,4,2
10998,4,-2,0,1,-1,0,5
10999,-1,1,-1,-1,2,0,1
11000,0,0,0,4,-3,-1,4
11001,-1,-1,2,1,-2,0,3
11002,3,-3,3,0,-3,-1,5
11003,-1,4,0,-3,3,-3,1
11004,0,0,0,0,0,0,3
11005,-1,0,3,-1,-2,-1,2
11006,-2,2,-3,3,-2,-1,0
11007,-3,-1,0,0,0,0,3
11008,-1,1,-2,3,-2,0,4
11009,3,-1,1,-2,-1,3,5
11010,-1,0,-1,4,0,-2,4
11011,3,-3,-1,4,-3,-1,4
11012,0,0,0,0,0,0,3
11013,-2,-1,3,0,-3,2,2
11014,-1,4,-3,-1,0,0,0
11015,-1,-1,0,1,-2,3,3
11016,3,-3,-1,4,-2,2,4
11017,-1,0,0,4,-3,-1,4
11018,0,0,4,-3,3,-3,2
11019,-3,3,-3,3,-2,0,0
11020,0,0,0,0,0,0,3
11021,-3,0,-1,4,-3,3,4
11022,-1,0,1,-1,1,-1,3
11024,-1,1,2,-3,3,-3,2
11025,1,-1,-1,3,-1,0,4
11026,-1,0,0,0,0,0,3
11027,0,0,0,0,0,0,3
11028,-3,3,-3,3,-3,-1,0
11029,0,0,0,0,0,0,3
11030,0,4,-3,3,-3,3,0
11031,2,-2,0,3,0,-3,4
11032,-3,3,-2,-1,3,-1,1
11033,0,4,-3,3,-3,3,0
11034,0,0,0,0,0,0,3
11035,3,-3,-1,4,-3,3,4
11036,0,0,4,-3,3,-3,2
11037,-1,0,0,0,4,-3,1
11038,0,1,0,-1,0,0,3
11039,-3,-1,0,0,0,0,3
11040,0,0,0,0,0,0,3
11041,-3,-1,4,-3,3,-3,2
11042,-1,-2,3,-3,3,-3,2
11043,-3,-1,4,-3,3,-3,2
11044,-1,4,-2,0,-1,0,0
11045,0,-2,-1,-1,0,0,3
11046,0,0,0,0,4,-3,1
11047,0,0,0,0,0,4,3
11048,4,-3,-1,0,0,0,5
11049,-3,3,-1,0,-2,-1,0
11051,0,4,-3,-1,0,0,0
11052,2,-1,-2,3,-2,-1,4
11053,-3,-1,0,4,-2,0,4
11054,3,-1,-2,-1,4,-3,5
11055,4,-1,0,0,-2,3,5
11056,-1,0,4,-3,3,-1,2
11057,-1,4,0,-3,1,2,1
11058,0,0,4,-2,-1,-1,2
11059,-3,-1,0,0,0,0,3
11060,0,0,0,0,0,0,3
11061,0,0,0,0,0,0,3
11062,0,0,0,0,0,0,3
11063,-1,0,0,0,0,0,3
11064,0,0,0,0,0,0,3
11065,0,0,4,-2,2,-3,2
11066,3,-3,-1,0,0,4,5
11067,1,-1,3,-1,-2,1,2
11068,0,0,4,-3,-1,4,2
11069,-3,0,-1,0,4,-3,1
11070,-2,-1,-1,0,0,0,3
11071,0,0,0,0,0,0,3
11073,-1,-1,0,0,0,4,3
11074,0,-3,0,3,-3,-1,4
11075,4,-1,-2,3,-3,-1,4
11076,-2,-1,-1,0,4,-3,1
11077,-1,0,0,0,0,0,3
11078,-3,3,-3,-1,0,0,0
11079,0,0,0,0,0,4,3
11080,0,0,0,4,-3,-1,4
11081,0,0,0,0,0,0,3
11082,-1,-1,-1,3,-2,0,4
11083,0,0,0,0,0,0,3
11084,2,-2,-1,3,-3,-1,4
11086,0,0,0,0,0,0,3
11087,1,-1,1,0,-1,1,3
11088,0,0,4,-1,-1,-1,2
11089,0,0,0,0,0,0,3
11090,-1,0,-1,0,4,-2,1
11091,2,-2,1,-2,2,0,5
11092,0,0,0,0,0,0,3
11093,-3,0,3,-3,-1,0,2
11094,0,0,0,0,0,0,3
11095,0,0,0,0,0,0,3
11096,0,0,0,4,-3,-1,4
11097,0,0,0,0,0,0,3
11098,-1,0,0,0,0,4,3
11099,0,0,0,0,0,0,3
11100,4,-3,3,-3,2,-2,5
11101,0,4,-1,-2,-1,0,0
11102,2,0,-1,1,-2,0,4
11103,2,0,-3,2,-1,2,4
11104,1,-2,0,1,-2,3,4
11105,0,0,0,0,0,0,3
11106,-1,2,-2,-1,0,4,0
11107,0,1,-1,0,1,0,3
11108,-3,-1,0,0,0,0,3
11109,3,0,-3,2,-1,-1,4
11110,-1,0,0,0,0,0,3
11111,1,-3,0,-1,0,0,5
11112,4,0,-3,3,-3,-1,4
11113,-1,3,0,-3,1,0,1
11114,-1,4,-3,-1,0,4,0
11115,3,0,-3,3,-3,3,4
11116,-1,4,-3,3,-2,-1,0
11117,-3,-1,4,-2,-1,-1,2
11118,0,4,-2,1,-2,-1,0
11119,1,-3,1,0,2,-3,5
11120,4,-2,-1,-1,0,0,5
11121,3,-3,-1,4,-3,-1,4
11122,3,-2,2,-3,-1,4,5
11123,4,-3,-1,0,0,0,5
11124,4,0,-3,-1,4,0,5
11125,0,0,0,0,0,0,3
11126,0,4,-1,-2,-1,0,0
11127,0,4,-3,3,-3,-1,0
11128,0,0,0,0,0,0,3
11129,0,0,0,0,0,0,3
11130,-3,-1,0,0,0,0,3
11131,0,0,0,0,0,0,3
11132,0,0,0,0,0,0,3
11133,-1,4,-1,-2,3,0,1
11134,-1,0,4,-1,-2,3,2
11135,-3,3,-3,1,2,-2,0
11136,0,4,-2,-1,3,-1,1
11137,-1,-1,3,-1,-1,0,2
11138,0,0,0,0,0,0,3
11139,0,-1,-1,4,0,-3,4
11140,-2,2,1,-3,0,-1,2
11141,-3,0,3,-3,-1,4,2
11142,0,0,4,-3,-1,0,2
11143,0,4,-2,-1,-1,0,0
11144,4,-3,0,-1,4,-3,5
11145,0,0,0,0,0,0,3
11146,0,0,0,0,0,0,3
11147,-1,3,-3,3,-3,-1,0
11148,0,0,0,0,0,0,3
11149,-1,4,-3,-1,4,0,1
11150,0,4,-3,-1,0,0,0
11151,4,-3,3,-3,-1,0,5
11152,-1,0,0,0,0,0,3
11153,0,0,0,0,0,0,3
11154,0,0,0,0,0,0,3
11155,4,-3,-1,0,0,0,5
11156,0,0,0,0,0,0,3
11157,-1,3,-2,1,-2,1,0
11158,-2,-1,0,3,-3,-1,4
11159,-1,-2,3,-1,-1,1,2
11160,0,0,0,0,0,0,3
11161,-1,2,-1,-1,1,-2,1
11162,3,-1,0,-2,3,-2,5
11163,0,0,0,0,0,0,3
11164,-1,4,-1,-1,0,2,0
11165,0,4,-3,-1,4,-3,1
11166,4,-3,3,0,-3,-1,5
11167,-3,3,-3,3,-1,-2,0
11168,1,-3,3,-3,1,1,2
11169,0,0,0,0,0,0,3
11170,3,-3,-1,4,-3,3,4
11171,3,-3,-1,0,4,-3,5
11172,1,-1,0,-1,3,-1,1
11173,-1,0,0,0,0,0,3
11174,0,0,0,0,0,0,3
11175,-1,4,-3,-1,4,-1,1
11176,-3,0,-1,0,4,-1,1
11177,0,0,0,0,0,4,3
11178,3,0,-1,-2,2,-2,5
11179,-3,3,-1,-2,2,0,1
11180,1,-3,-1,4,-3,-1,4
11181,0,0,0,0,0,0,3
11182,-1,0,0,0,0,0,3
11183,0,0,0,0,0,0,3
11184,-1,0,0,4,-3,3,4
11185,3,-2,-1,-1,4,-3,5
11186,3,-3,-1,0,0,0,5
11187,-3,3,-3,3,-3,-1,0
11188,0,0,0,0,0,0,3
11189,0,0,0,0,0,0,3
11190,0,0,0,0,0,0,3
11191,4,0,-3,3,-3,3,4
11192,0,0,0,0,0,4,3
11193,0,0,0,0,0,0,3
11194,-2,-1,-1,4,-1,-2,4
11196,3,-1,-2,0,-1,0,5
11197,-3,3,-3,-1,0,0,0
11198,0,-3,0,3,-3,3,4
11199,0,0,0,0,0,0,3
11200,0,0,0,0,0,0,3
11201,-2,2,-1,-2,3,-2,1
11202,-2,0,0,2,-2,0,4
11203,-1,-1,4,-1,-2,3,2
11204,0,0,-2,2,0,-1,3
11205,0,0,0,0,0,0,3
11206,0,0,0,0,0,0,3
11207,-2,-1,3,-3,3,-2,2
11208,-3,3,-1,0,-1,-1,0
11209,0,0,0,0,4,-3,1
11210,-1,0,0,0,4,-3,1
11211,-3,-1,0,0,4,-3,1
11212,0,0,0,0,0,0,3
11213,1,-2,0,3,-3,-1,4
11214,-1,0,0,0,0,0,3
11215,0,0,0,0,0,0,3
11216,-2,-1,0,0,0,0,3
11217,3,-3,-1,0,0,0,5
11218,0,0,0,0,0,0,3
11219,3,-2,-1,3,-3,3,4
11220,0,0,0,0,0,0,3
11221,3,-3,-1,0,0,0,5
11222,-2,2,-2,-1,4,-2,1
11223,0,0,0,4,0,-2,4
11224,1,-1,-1,-1,3,-2,1
11225,-2,-1,0,0,0,0,3
11226,0,-1,-1,4,-2,-1,4
11228,0,1,-1,0,0,1,3
11229,0,0,0,0,0,0,3
11230,1,-2,-1,4,-3,-1,4
11231,4,0,-3,-1,0,0,5
11232,0,4,-2,-1,3,-3,1
11233,-3,0,-1,4,-3,-1,4
11234,-1,0,4,-3,3,-3,2
11235,0,4,-3,-1,4,-1,1
11236,-1,4,-1,-2,3,-3,1
11237,-3,3,-3,3,-3,3,0
11238,-1,3,-3,3,-3,-1,0
11239,0,0,0,0,0,0,3
11240,-3,3,-2,0,1,0,0
11241,-3,-1,0,4,0,-3,4
11242,4,-1,-2,-1,4,0,5
11243,-1,0,0,4,-3,-1,4
11244,3,-3,3,-2,0,-1,5
11245,3,-3,-1,0,4,-3,5
11246,0,0,0,0,0,0,3
11247,0,0,0,4,-3,-1,4
11248,-1,3,-3,3,-3,3,0
11249,0,0,0,0,0,0,3
11250,4,-3,3,-3,3,-1,5
11251,0,0,0,0,0,0,3
11252,-3,0,-1,0,4,-3,1
11253,-1,0,0,1,-1,1,3
11254,-3,-1,0,4,-2,-1,4
11255,2,-3,3,0,-2,1,5
11256,0,0,0,0,0,0,3
11258,0,-1,0,0,4,0,1
11259,-1,-1,1,-2,3,-2,1
11260,0,0,0,0,0,0,3
11261,3,-2,0,1,-1,-1,5
11262,0,0,0,0,0,0,3
11263,3,-2,-1,3,-3,-1,4
11264,0,0,0,-2,3,-2,1
11265,-2,-1,4,-1,-1,-1,2
11266,-1,2,-1,-2,-1,0,0
11267,-3,-1,0,0,0,0,3
11268,3,-3,2,1,-3,0,5
11269,-1,0,-1,0,0,0,3
11270,-2,0,2,-2,1,-1,2
11271,4,-3,3,-3,-1,4,5
11272,0,0,0,0,0,0,3
11273,4,-2,1,-1,0,-1,5
11274,3,0,-1,-2,1,2,5
11275,0,0,0,4,0,-3,4
11276,-3,1,1,0,-1,-1,3
11277,0,-3,3,-2,0,1,2
11278,0,0,0,0,0,4,3
11279,4,-3,-1,0,0,4,5
11280,1,2,-1,-1,0,2,3
11281,-1,3,-3,-1,0,0,0
11282,0,0,0,0,0,0,3
11283,-1,0,0,0,0,0,3
11284,0,4,-3,3,0,-3,0
11285,-3,-1,0,0,0,4,3
11286,-1,3,-2,1,-2,-1,0
11287,3,-1,-1,-1,3,0,5
11288,3,-3,-1,4,-3,-1,4
11289,-3,-1,0,0,4,-3,1
11290,0,0,0,0,0,0,3
11291,3,0,-1,0,-1,1,5
11292,-1,0,-2,0,3,-1,1
11293,-1,0,0,4,-3,-1,4
11294,0,0,0,0,0,0,3
11295,0,0,0,0,0,0,3
11296,0,0,0,0,0,0,3
11297,0,0,0,0,0,0,3
11298,0,0,0,0,0,0,3
11299,-1,-1,2,-3,-1,0,2
11300,-1,-1,3,-3,0,-1,2
11301,0,0,0,0,0,0,3
11302,4,-2,-1,-1,0,0,5
11303,-1,4,-2,-1,-1,0,0
11304,-3,0,3,-3,-1,4,2
11305,1,1,1,-3,0,-1,2
11306,0,-1,1,-2,3,-2,1
11307,4,-3,3,-3,3,-3,5
11309,-2,1,-2,3,-3,2,4
11310,0,0,0,0,0,0,3
11311,0,0,0,0,4,-3,1
11312,-1,1,-2,1,-1,-1,0
11313,-1,0,4,-2,-1,3,2
11314,0,0,0,0,0,4,3
11315,1,-1,1,0,0,0,3
11316,-1,3,-1,-2,-1,0,0
11317,0,0,0,0,0,0,3
11318,0,0,0,0,0,0,3
11319,1,1,-1,0,-1,2,3
11320,-3,-1,0,0,0,0,3
11321,-3,0,3,-3,3,-3,2
11322,-1,0,0,0,0,0,3
11323,-3,-1,0,4,0,-3,4
11324,0,0,0,0,0,0,3
11325,1,-1,1,-1,0,2,3
11326,-1,0,-2,-1,4,-1,1
11327,-3,-1,4,0,-3,3,2
11328,0,0,0,0,4,-3,1
11329,0,0,0,0,0,0,3
11330,0,0,0,0,0,0,3
11331,0,0,0,0,0,0,3
11332,-1,0,1,-1,0,1,3
11333,-1,0,4,-3,-1,0,2
11334,0,4,-3,-1,0,4,0
11335,-3,3,-3,3,-2,2,0
11336,0,0,0,0,0,0,3
11337,1,-1,1,0,-1,0,3
11338,4,-1,-2,2,-2,-1,4
11339,-2,3,-1,-1,-1,-1,0
11340,-1,3,-3,3,0,-3,0
11341,0,4,-3,-1,4,-3,1
11342,0,4,-3,-1,0,0,0
11343,0,0,0,0,4,-1,1
11344,-3,-1,0,0,0,0,3
11345,-3,0,-1,0,0,4,3
11346,3,-3,3,-3,0,3,5
11347,-1,0,0,4,-1,0,4
11348,-3,3,-3,-1,0,0,0
11349,3,-3,-1,4,-3,3,4
11350,0,0,0,0,0,0,3
11351,0,-1,-1,0,0,0,3
11352,0,0,0,0,0,0,3
11353,-2,1,-1,-1,1,1,3
11354,-1,0,0,4,-3,3,4
11355,-2,-1,-1,0,0,0,3
11356,-1,3,-3,-1,0,0,0
11357,0,0,0,0,0,0,3
11358,0,0,0,-1,1,0,3
11359,4,-3,-1,0,4,-2,5
11360,3,-2,2,-3,3,-2,5
11361,-2,0,3,-3,-1,0,2
11362,4,-3,-1,0,0,0,5
11363,0,0,0,2,-3,3,4
11364,-1,0,0,0,4,-3,1
11365,0,0,0,0,0,0,3
11366,-2,-1,-1,4,-3,3,4
11367,0,0,0,0,0,0,3
11368,2,1,-2,1,0,-1,3
11369,-1,0,0,4,-3,-1,4
11370,1,1,-2,-1,1,1,3
11371,1,0,-1,0,2,-3,3
11372,-1,3,-3,-1,0,4,0
11373,0,-3,3,-3,0,3,2
11374,-3,2,-2,3,-1,-1,0
11375,0,0,4,-3,3,-3,2
11376,4,-2,-1,-1,4,-3,5
11377,0,0,-2,-1,0,0,3
11378,0,0,0,0,0,0,3
11379,0,0,0,0,0,0,3
11380,-2,-1,0,0,4,-3,1
11381,3,-1,-2,-1,4,-3,5
11382,-1,0,0,4,-2,-1,4
11383,0,0,0,0,0,0,3
11384,3,-3,0,3,0,-3,4
11385,1,-1,0,0,-1,3,3
11386,0,0,0,0,0,0,3
11387,0,0,0,0,0,0,3
11388,3,-2,2,-3,3,-3,5
11389,0,0,0,0,0,0,3
11390,-1,0,0,1,-2,3,3
11391,0,0,0,4,-3,-1,4
11392,0,0,0,0,0,0,3
11393,-1,0,0,0,0,0,3
11394,-3,3,-3,-1,0,0,0
11395,3,-3,-1,4,-3,-1,4
11396,0,4,-3,0,3,-3,1
11397,0,0,0,0,0,0,3
11398,-3,-1,4,-3,-1,0,2
11399,4,-3,-1,4,-3,-1,4
11400,0,4,-3,-1,4,-2,1
11401,1,2,-3,2,0,1,0
11402,0,0,0,4,-1,-2,4
11403,-2,-1,3,-3,3,-1,2
11404,1,1,-3,2,0,0,0
11405,0,-1,0,0,0,0,3
11406,0,0,0,0,0,0,3
11407,0,3,-2,0,-1,-1,0
11408,0,0,0,0,0,0,3
11409,3,-2,-1,3,-1,-2,4
11410,-1,1,0,0,-2,1,3
11411,0,-2,0,1,-1,-1,3
11412,-1,2,-3,3,-1,-2,0
11413,0,2,-3,2,0,-2,0
11414,-1,0,0,0,0,0,3
11415,-3,3,-1,0,0,-2,0
11416,-1,0,1,-1,1,-1,3
11417,-2,0,-1,-1,4,-3,1
11418,-2,-1,-1,4,-3,3,4
11419,-1,0,0,4,0,-3,4
11420,0,0,0,0,0,0,3
11421,0,4,-3,-1,0,0,0
11422,1,-2,3,-3,-1,0,2
11423,0,0,0,0,0,0,3
11424,-1,4,-1,-2,-1,0,0
11425,-1,1,-3,2,-2,0,0
11426,3,-3,3,-1,-2,-1,5
11427,-2,1,-2,-1,4,-1,1
11428,-3,-1,0,4,-1,-2,4
11429,-3,3,-3,3,0,-3,0
11430,0,0,0,0,0,0,3
11431,0,0,0,0,0,0,3
11432,4,-3,-1,0,4,-2,5
11433,-1,-2,-1,4,-3,-1,4
11434,4,-1,-2,-1,0,4,5
11435,0,0,0,0,0,4,3
11436,0,0,0,0,0,0,3
11437,3,-1,-1,0,1,0,5
11438,4,-3,-1,0,0,0,5
11439,3,-3,-1,0,0,4,5
11440,-3,2,-2,-1,0,0,0
11441,-1,4,-3,3,0,-2,0
11442,-2,0,3,-1,0,-1,2
11443,4,-3,-1,4,-3,-1,4
11444,-1,3,-1,-2,1,2,1
11445,0,0,4,-3,0,-1,2
11446,-3,0,-1,4,-3,-1,4
11447,0,0,2,-3,3,-2,2
11448,0,0,0,0,0,0,3
11449,0,4,-3,3,-1,-2,0
11450,0,0,4,-3,-1,0,2
11451,-1,0,-2,1,2,-3,1
11452,-1,-2,0,3,-2,1,4
11453,-3,2,-1,1,-2,3,0
11454,-3,-1,4,-3,-1,0,2
11455,3,0,-2,-1,3,-1,5
11456,-1,2,0,1,-1,-1,3
11457,0,0,0,0,0,0,3
11458,3,-2,-1,3,0,-3,4
11459,0,4,-3,3,-3,-1,0
11460,0,0,0,0,0,0,3
11462,-3,0,-1,4,-3,-1,4
11463,0,0,0,0,0,0,3
11464,-1,0,0,0,0,0,3
11465,0,0,0,0,0,0,3
11466,-3,3,-1,0,0,-2,0
11467,4,-3,-1,4,-3,3,4
11468,0,4,-3,3,-3,-1,0
11469,0,-1,0,4,-3,-1,4
11470,0,0,0,0,0,0,3
11471,3,0,-3,2,-2,3,4
11472,0,0,0,0,0,0,3
11473,0,0,0,0,0,0,3
11474,-3,3,0,-2,-1,3,0
11475,0,0,4,-3,3,-2,2
11476,-2,3,-1,-2,0,3,0
11477,0,0,0,0,0,0,3
11478,0,0,0,0,0,0,3
11479,4,-3,-1,4,-3,-1,4
11480,2,-1,1,-1,0,1,5
11481,1,0,-2,3,-1,1,4
11482,-1,0,0,4,-3,3,4
11483,-3,-1,0,0,0,4,3
11484,-3,3,-3,3,-2,1,0
11485,0,0,0,0,0,4,3
11486,0,0,0,4,-3,-1,4
11487,0,0,-3,0,-1,4,3
11488,0,0,0,0,0,0,3
11489,-1,0,-2,-1,4,-3,1
11490,1,-1,0,0,1,-1,3
11491,-3,-1,0,4,-3,-1,4
11492,4,-2,-1,3,-3,3,4
11493,0,1,-2,3,-3,3,4
11494,0,0,0,0,0,0,3
11495,0,0,4,-1,-2,-1,2
11496,0,-2,0,0,-1,-1,3
11497,0,-1,3,-3,-1,4,2
11498,0,0,0,0,0,0,3
11499,0,0,0,0,0,0,3
11500,4,-2,2,-2,0,0,5
11501,4,-3,3,-2,2,-2,5
11502,-2,1,-2,-1,0,0,3
11503,2,-2,3,-3,3,-3,5
11504,0,0,0,0,0,0,3
11505,2,-2,0,0,-1,3,5
11506,0,0,0,0,0,0,3
11507,-3,2,-2,3,0,-1,0
11508,-1,3,-3,3,-1,0,0
11509,-1,0,0,0,0,0,3
11510,-3,-1,4,-3,0,-1,2
11511,1,-3,0,3,-3,3,4
11512,3,-3,3,-3,0,-1,5
11513,0,1,0,-2,3,0,1
11514,0,0,0,0,0,0,3
11515,-1,1,-1,0,0,1,3
11516,4,-2,-1,3,-3,3,4
11517,2,0,-2,1,-1,3,3
11518,1,1,-3,3,-1,0,4
11519,-3,1,-1,3,-1,-1,0
11520,4,-3,-1,0,0,0,5
11521,3,0,-3,0,-1,4,3
11522,-2,-1,3,-3,3,-3,2
11523,3,-2,1,-2,3,-3,5
11524,0,0,-1,-1,1,1,3
11525,-3,2,1,-1,0,-2,3
11526,4,-1,-2,2,0,-2,5
11527,0,2,-3,0,3,-2,1
11528,0,0,0,0,0,0,3
11529,2,-3,-1,0,0,0,5
11530,2,-1,1,-2,1,2,5
11531,-3,3,-3,3,-3,2,0
11532,4,-3,-1,0,4,-3,5
11533,3,-3,3,-3,-1,0,5
11534,-1,4,-3,-1,4,-1,1
11535,-3,-1,4,-1,-2,2,2
11536,-1,0,0,0,0,0,3
11537,3,-3,3,-3,0,3,5
11538,3,-3,-1,0,4,-1,5
