CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_저가_clust_id
10443,0,-2,0,3,-1,1,4
10444,1,-1,1,-1,0,2,0
10445,4,-3,-1,0,4,-3,1
10446,3,0,-3,0,3,0,3
10447,0,-1,1,0,-2,3,0
10448,0,1,-1,-1,3,-1,3
10449,-1,4,-2,-1,3,0,3
10450,0,0,0,0,0,0,0
10451,-3,2,1,-2,1,-2,3
10452,3,-1,-2,2,1,-3,4
10453,1,0,-1,1,-2,2,4
10454,-1,3,-2,1,-2,0,5
10455,1,0,1,0,-2,3,0
10456,-3,3,0,-3,0,3,3
10457,2,0,1,-3,3,-2,1
10458,1,-1,1,-2,3,-1,1
10459,3,-2,1,1,-2,2,4
10460,2,-2,1,0,-2,2,1
10461,2,-1,0,2,-1,-1,4
10462,-1,1,0,0,-2,1,0
10463,0,1,-1,1,1,-3,0
10464,3,-3,3,-3,0,0,1
10466,-2,2,-3,-1,0,0,5
10467,3,-3,3,0,-3,3,1
10468,0,0,0,0,0,0,0
10469,-1,3,0,-1,0,-1,0
10470,3,-2,0,-1,3,-3,1
10471,3,-1,-2,3,0,-1,4
10472,0,4,-3,-1,0,0,5
10473,0,0,0,0,0,0,0
10474,2,-3,3,-2,0,2,1
10475,0,0,0,4,-3,-1,4
10476,0,0,0,0,0,0,0
10477,3,-2,-1,3,-3,0,4
10478,4,-1,-2,-1,0,0,1
10479,3,-3,3,-2,1,-1,1
10480,0,1,0,-2,2,-1,3
10481,4,-3,3,0,-2,2,1
10482,1,-2,0,3,-2,2,4
10483,-3,3,-3,2,-1,0,5
10484,2,-3,3,-1,0,-1,1
10485,0,-1,1,-1,1,-2,0
10486,-1,1,0,2,-2,-1,0
10487,0,-3,0,-1,0,0,0
10488,1,-1,-1,0,4,-3,3
10489,1,0,0,0,-2,3,0
10491,-2,3,-1,-1,1,0,3
10492,-3,0,-1,4,-3,3,4
10493,0,0,1,1,0,-2,0
10494,3,-1,-1,0,0,-1,1
10495,0,0,4,-3,-1,4,2
10496,0,-3,0,-1,0,0,0
10497,1,-2,1,-2,3,-1,1
10498,1,0,0,-1,3,-2,3
10499,3,-2,0,1,-2,3,4
10500,2,0,-1,-1,0,3,0
10501,0,-1,3,0,0,-2,2
10502,0,2,-2,-1,2,0,3
10503,0,4,-3,0,-1,0,5
10504,1,2,-3,3,-2,-1,5
10505,-1,0,-1,2,-1,2,0
10506,3,-3,3,-1,-1,-1,1
10507,0,0,4,-1,-2,-1,2
10508,0,0,0,0,4,-1,3
10509,0,-3,1,2,-2,1,4
10510,1,2,-2,0,-1,0,5
10511,2,1,-2,1,-2,3,4
10512,0,0,0,0,0,0,0
10513,0,0,1,0,0,0,0
10514,1,1,1,-1,-1,0,0
10515,0,0,0,0,4,-3,3
10516,1,-1,2,-2,0,0,2
10517,1,-1,1,0,0,-1,0
10518,3,-2,0,0,1,0,1
10519,0,-2,0,2,-3,3,4
10520,3,-3,-1,4,0,-3,4
10521,2,-1,-2,3,-3,2,4
10522,-1,1,-1,2,-3,2,5
10523,-2,-1,0,-1,0,0,0
10524,-2,3,-3,-1,0,4,5
10525,0,1,1,-1,-2,0,0
10526,0,-1,0,0,0,1,0
10527,-3,3,-1,0,-2,1,5
10528,0,0,0,0,0,0,0
10529,0,2,-1,-2,2,1,3
10530,1,0,-2,3,-1,0,4
10531,-2,-1,4,0,-2,1,2
10532,-3,2,0,-1,0,2,0
10533,-3,3,-2,2,-2,1,5
10534,-2,-1,3,0,-2,-1,2
10535,0,-2,2,-2,0,1,2
10536,-2,2,0,-1,-2,2,0
10537,4,-3,0,-1,4,0,1
10538,2,-2,0,2,-2,-1,4
10539,-3,-1,4,-3,3,-3,2
10540,-1,-1,2,-3,2,-1,2
10541,3,-3,3,-3,3,0,1
10542,-2,1,1,1,-3,0,0
10543,-1,-1,0,1,-2,2,0
10544,-3,3,-2,-1,-1,0,5
10545,0,4,-3,-1,0,0,5
10546,-1,0,1,1,-3,1,0
10547,0,0,0,2,-1,1,4
10548,-1,1,0,-1,3,0,3
10549,0,-2,3,-1,-2,2,2
10550,0,-2,-1,3,-3,3,4
10551,1,1,-3,3,-3,3,4
10552,3,-3,3,-2,1,-1,1
10553,3,0,-3,1,1,-2,4
10554,-1,1,-1,1,-1,0,0
10555,-1,4,-3,3,-2,-1,5
10556,-1,3,-1,-2,2,0,3
10557,-1,2,-2,0,0,3,5
10558,-1,1,0,-1,0,1,0
10559,-3,0,3,-2,2,-3,2
10560,-2,3,-3,0,3,-3,3
10561,0,-2,3,-2,-1,2,2
10562,1,-2,2,0,-1,1,1
10563,-1,0,0,0,0,4,0
10564,0,0,-1,0,1,0,0
10565,-1,1,-1,1,-1,1,0
10566,-1,-1,0,1,-2,3,0
10567,0,0,1,-2,3,-2,3
10568,-3,3,-3,0,3,-1,3
10569,0,-3,3,-3,-1,4,2
10570,-1,0,4,-3,-1,0,2
10571,1,-2,1,-1,1,-1,1
10572,-2,0,0,3,-3,3,4
10573,0,3,-1,-1,1,-2,3
10574,-1,4,-3,3,-3,-1,5
10575,-3,2,1,-3,2,0,3
10576,-3,-1,4,-3,3,-1,2
10577,1,-3,3,-3,-1,0,2
10578,3,-2,2,-3,1,1,1
10579,3,-1,-2,2,0,0,4
10580,-2,1,-2,3,-3,3,5
10581,-1,2,0,0,-1,0,0
10582,1,-1,0,1,-1,1,0
10583,-3,2,-1,2,-2,2,5
10584,-3,-1,0,4,-3,-1,4
10585,1,-1,1,0,-2,2,0
10586,0,1,2,-3,3,-3,3
10587,0,3,-3,3,-3,3,5
10588,0,1,-1,0,0,1,0
10589,-1,-1,1,-1,1,-1,0
10590,-1,3,-3,3,0,-1,5
10591,3,-3,3,-3,0,-1,1
10592,-2,3,-1,-1,0,2,5
10593,-2,3,-3,-1,0,0,5
10594,3,-3,2,-2,3,-2,1
10595,0,3,-3,3,-3,2,5
10596,-3,3,-3,3,0,-3,5
10597,1,1,1,-3,2,-2,3
10598,3,-1,-1,-1,2,-2,1
10599,3,-1,-2,-1,0,0,1
10600,0,-1,0,0,-1,2,0
10601,3,-1,1,0,-3,0,4
10602,-1,1,0,-2,3,-1,3
10603,2,-2,3,-1,0,0,1
10604,1,2,-2,-1,3,-1,3
10605,0,0,0,0,0,4,0
10606,0,0,0,0,0,0,0
10607,0,4,-3,-1,0,0,5
10608,4,-2,-1,-1,4,-2,1
10609,3,-1,-2,1,-1,2,4
10610,-1,-2,-1,4,0,-3,4
10611,2,-2,2,-2,-1,3,1
10612,0,3,-3,3,-2,2,5
10614,-1,3,-3,3,-3,1,5
10615,3,-3,3,-2,0,2,1
10616,2,-3,3,-2,0,2,1
10617,0,0,0,4,0,-3,4
10618,0,-1,1,-1,0,1,0
10619,-1,-1,-1,3,-3,3,4
10620,2,-1,-1,0,1,-2,1
10621,3,-3,3,-3,3,-3,1
10622,0,0,4,-3,-1,0,2
10623,3,-3,0,1,2,-2,1
10624,0,4,-2,2,0,-3,5
10625,0,0,0,-2,2,0,3
10626,0,0,0,0,0,0,0
10627,-3,1,1,0,1,-3,0
10628,2,-3,1,1,1,-2,1
10629,0,-2,3,-1,-2,3,2
10630,4,-2,2,-2,0,0,1
10631,4,-3,0,-1,4,-1,1
10632,-1,0,4,-2,0,-1,2
10633,0,0,0,0,4,-3,3
10634,-3,3,-3,-1,0,4,5
10635,0,-2,2,0,1,-3,2
10636,0,-2,3,0,0,-2,2
10637,-1,0,0,4,-2,2,4
10638,0,4,-1,-2,-1,0,5
10639,0,4,0,-3,3,-3,3
10640,0,3,0,-3,3,-3,3
10641,0,1,0,1,-2,-1,0
10642,2,-2,1,-1,1,-1,1
10643,-3,-1,0,0,4,-1,3
10644,-3,-1,0,0,4,-3,3
10645,-2,2,-1,1,0,-1,5
10646,0,1,-1,2,-3,2,4
10647,-2,3,-3,2,1,-3,5
10648,0,0,0,-3,3,-3,3
10649,3,-3,3,-2,-1,3,1
10650,-2,3,-3,3,-3,0,5
10651,3,-1,-2,0,-1,0,4
10652,1,-1,1,-1,2,-3,1
10653,2,-2,3,-2,1,-1,1
10654,-1,2,-2,3,-1,1,5
10655,-1,2,0,-2,1,-2,3
10656,-2,3,-1,-2,3,-3,3
10657,2,-1,2,-3,3,-2,1
10658,-1,1,-1,-1,3,-1,3
10659,-1,-1,2,-1,-1,0,2
10660,-1,0,0,0,0,0,0
10661,-3,3,-3,3,-3,3,5
10662,2,-2,0,1,-1,1,4
10663,0,0,1,-1,-1,3,0
10664,3,-1,-2,0,3,-3,1
10665,0,3,0,-3,3,-2,3
10666,0,0,0,0,0,4,0
10667,-2,3,-3,2,0,0,5
10668,1,-1,1,-3,3,-3,1
10669,0,0,-1,1,-1,0,0
10670,0,3,-3,3,0,-3,5
10671,1,-1,1,1,-2,-1,4
10672,-1,-1,3,-2,1,-2,2
10673,0,0,4,-3,-1,0,2
10674,-1,1,-2,1,1,0,0
10675,1,2,-3,3,-1,-1,5
10676,-2,3,0,-3,3,-2,3
10677,-1,-1,3,-3,0,3,2
10678,1,-1,2,-2,0,1,2
10679,-2,2,-3,3,-3,3,5
10680,4,-2,2,-3,3,-3,1
10681,-1,0,4,-3,3,-3,2
10682,3,-3,0,0,-1,4,1
10683,3,-3,3,0,-3,2,1
10684,0,-2,0,3,-1,-1,4
10685,2,-1,0,-1,-1,3,1
10686,0,0,0,0,4,0,3
10687,0,-1,1,2,-1,0,4
10688,0,-2,3,-2,-1,3,2
10689,0,0,0,0,0,0,0
10690,0,2,-1,-1,1,-1,3
10691,-3,-1,0,0,0,4,0
10692,-1,-1,1,-1,2,-2,0
10693,1,-1,3,-3,3,-3,2
10694,-1,-1,-1,2,1,-3,0
10696,0,-2,0,3,-2,-1,4
10697,-1,-2,-1,0,0,0,0
10698,4,-3,-1,0,4,-2,1
10699,0,-1,-1,0,0,0,0
10700,0,-1,-2,-1,4,-3,3
10701,-3,0,3,0,0,-3,2
10702,-2,-1,-1,0,0,0,0
10703,4,-3,-1,0,0,0,1
10704,3,-2,2,-1,-1,0,1
10705,0,-1,3,-2,0,0,2
10706,-2,1,0,0,-2,3,0
10707,-1,4,-3,3,-1,-2,5
10708,-2,1,0,2,-2,1,5
10709,-3,3,0,0,-1,0,5
10710,3,-3,-1,0,4,-3,1
10711,4,0,-3,-1,0,4,1
10712,0,1,-3,3,-1,-1,5
10713,3,-1,1,-2,-1,0,1
10714,1,0,-2,2,0,-1,4
10715,-1,1,-2,3,-2,0,5
10716,-2,-1,0,3,-1,0,4
10717,-1,0,0,1,0,-2,0
10719,-2,2,-1,-1,3,0,3
10720,0,-1,-1,3,-1,-1,4
10721,0,-3,3,-3,-1,4,2
10722,1,-1,-1,-1,3,-3,3
10723,3,0,-2,2,-3,1,4
10724,3,0,-3,3,-2,0,4
10725,3,-2,0,0,0,1,1
10726,-3,3,-3,-1,4,-3,3
10727,-1,-1,3,-3,3,-2,2
10728,-2,2,-3,1,1,-1,5
10729,-1,0,1,0,-2,1,0
10730,0,0,0,0,0,4,0
10731,2,-1,-1,2,1,-2,4
10732,-2,3,-2,0,-1,3,5
10733,0,3,-3,-1,4,-3,3
10734,2,-2,1,2,-2,1,4
10735,2,-3,2,1,-1,-2,1
10736,-3,0,3,-1,-2,2,2
10737,-1,2,-2,-1,1,2,3
10738,2,-3,1,0,2,-1,1
10739,3,-3,1,0,0,2,1
10740,0,0,0,0,0,0,0
10741,0,-1,2,-1,-2,0,2
10742,0,0,0,4,-3,0,4
10743,-1,0,0,0,0,0,0
10744,-1,1,-2,1,1,0,0
10745,3,-2,-1,3,-2,1,4
10746,-1,1,-3,3,-1,-2,5
10747,-2,3,-2,1,-1,1,5
10748,-2,3,-3,-1,4,-3,3
10749,3,-1,1,-3,2,0,1
10750,-2,-1,4,-3,3,-3,2
10751,-3,3,-3,3,-3,3,5
10752,-2,1,1,-2,-1,3,0
10753,0,0,0,0,4,-3,3
10754,0,1,1,-2,1,-1,0
10755,-3,3,-3,3,-3,3,5
10756,0,0,0,0,4,-3,3
10757,-1,3,-2,2,-2,0,5
10758,2,-1,2,-3,2,-1,1
10759,1,1,1,-2,0,-1,0
10760,-1,1,-3,3,-2,1,5
10761,2,-3,2,-1,-1,3,1
10762,-1,0,-2,1,2,-3,3
10763,-3,3,-1,-2,3,-2,3
10764,0,0,1,-1,0,1,0
10765,3,-3,1,1,0,-1,1
10766,-1,0,-1,0,0,4,0
10767,0,0,4,-1,-1,-1,2
10768,-3,2,0,-1,-1,1,0
10769,0,1,-1,2,-2,1,4
10770,0,0,1,-1,-1,3,0
10771,0,-2,2,-3,0,3,2
10772,3,-3,3,0,-2,-1,1
10773,-3,-1,0,0,4,0,3
10774,-1,-1,-1,-1,0,4,0
10775,3,-3,3,-3,3,0,1
10776,-1,1,-2,3,0,-1,5
10777,1,-3,3,0,-2,0,2
10778,3,-3,3,-3,3,0,1
10779,1,0,-2,2,1,-3,0
10780,0,2,-3,1,0,1,5
10781,-3,-1,0,0,4,-3,3
10782,0,4,-2,1,1,-2,5
10783,1,1,-2,0,1,-2,0
10784,2,-3,3,0,-1,-1,1
10785,-2,1,2,-2,-1,2,2
10786,-3,-1,0,0,4,-3,3
10787,1,-1,-1,1,0,2,0
10788,0,-2,0,3,-2,1,4
10789,-2,2,-2,3,-2,0,5
10790,1,-2,-1,3,0,-2,4
10791,4,-3,3,-3,0,3,1
10792,-2,-1,0,0,0,4,0
10793,-1,3,-2,-1,3,-1,3
10794,3,-2,1,0,0,-2,1
10795,1,-1,1,-1,1,-1,1
10796,-1,0,3,-3,3,-3,2
10797,-1,0,0,1,0,-2,0
10798,-1,1,0,-2,3,-1,3
10799,1,0,-1,-1,4,-3,3
10800,3,0,-1,-2,2,0,1
10801,0,0,0,0,0,0,0
10802,1,-1,-1,1,0,1,0
10803,-1,0,0,4,-2,2,4
10804,-1,-1,1,-1,1,-2,0
10805,0,0,0,4,0,-2,4
10806,-1,1,-2,3,-3,2,5
10807,1,0,0,-1,1,-2,0
10808,-1,0,3,-3,3,-1,2
10809,1,2,-2,2,-3,3,5
10810,3,-2,-1,3,0,-3,4
10811,4,-3,-1,4,-3,3,4
10812,-2,2,-3,3,-3,3,5
10813,3,-3,3,-2,-1,3,1
10814,-3,3,-2,1,0,0,5
10815,0,4,-3,-1,0,0,5
10816,-1,2,-2,1,-1,2,5
10817,1,-2,-1,2,1,-3,4
10818,1,1,-2,0,1,0,0
10819,-2,1,1,1,-2,-1,0
10820,1,-1,2,-1,-1,2,2
10821,3,-1,0,-1,0,-1,1
10822,-2,3,-1,0,-1,-1,5
10823,0,0,-1,3,-2,1,4
10824,-2,3,-3,2,0,-2,5
10825,-1,0,0,0,4,-3,3
10826,-2,2,1,-2,1,-1,3
10827,3,-3,3,-1,0,-1,1
10828,-3,2,-1,2,-3,1,5
10829,0,4,-3,-1,4,-3,3
10830,0,0,0,1,1,-2,0
10831,2,-3,3,-3,3,-3,1
10832,-1,1,0,-1,1,-1,0
10833,0,2,-1,0,1,1,3
10834,2,1,-2,1,-2,3,4
10835,3,-3,0,3,-3,0,4
10836,-1,2,-2,3,-3,3,5
10837,0,0,0,0,0,0,0
10838,0,0,0,0,0,0,0
10839,1,-1,2,-1,0,0,2
10840,1,-3,3,-3,2,-2,2
10841,0,1,-2,3,-2,2,4
10842,0,-2,0,3,0,-3,4
10843,0,3,-3,3,-2,2,5
10844,3,-1,0,-2,3,-2,1
10845,-1,3,0,-2,-1,3,0
10846,0,4,-3,-1,0,0,5
10847,-1,4,0,-3,3,-1,3
10848,0,-1,1,-1,0,2,0
10849,3,0,-2,-1,3,0,3
10850,0,3,-2,1,-1,0,5
10851,1,-1,-1,3,-3,3,4
10852,2,-1,1,0,-1,2,1
10853,1,-2,3,-2,1,-1,2
10854,3,-3,3,-2,0,-1,1
10855,3,-1,0,0,0,0,1
10856,-3,3,-3,-1,4,-3,3
10857,0,0,4,-3,-1,0,2
10858,-3,0,3,-3,-1,4,2
10861,2,0,-1,1,-2,3,4
10862,-3,2,0,-1,1,-2,3
10863,2,-1,-1,1,-2,2,4
10864,-3,3,-3,3,-3,3,5
10865,0,0,0,0,0,0,0
10866,0,-1,0,0,4,-3,3
10867,0,0,0,4,-3,3,4
10868,-2,-1,-1,0,4,-3,3
10869,3,-3,2,0,-2,2,1
10870,3,-3,3,0,-2,-1,1
10871,0,0,1,-2,3,-3,3
10872,1,-3,2,-1,1,1,1
10873,0,2,-2,0,2,-3,3
10874,3,-1,0,-2,2,0,1
10875,0,0,0,4,-3,3,4
10876,-2,1,-1,-1,3,-3,3
10877,-3,3,0,-1,-1,-1,5
10878,-3,-1,0,0,0,0,0
10879,0,-1,0,1,-1,1,0
10880,-2,3,-1,0,-1,1,5
10881,0,0,4,-3,-1,0,2
10882,-1,1,-3,0,-1,4,5
10883,-3,3,-3,0,3,-3,3
10884,0,0,0,0,0,0,0
10885,-3,1,-1,3,-3,0,5
10886,0,4,-3,1,-1,3,5
10887,2,-3,3,0,-2,0,1
10888,0,0,0,0,0,0,0
10889,-1,3,-3,2,1,-3,5
10890,-3,3,0,-3,1,-1,3
10891,1,1,0,-1,-1,3,0
10892,2,-2,3,-3,3,0,1
10893,1,-1,1,0,-2,3,0
10894,-1,0,0,1,-1,1,0
10895,-3,3,-3,-1,4,-3,3
10896,-3,2,1,-2,0,1,0
10897,0,0,-1,0,2,-2,3
10898,3,0,-2,0,0,0,1
10899,0,0,4,-1,-1,-1,2
10901,3,0,-3,3,-3,3,4
10902,-2,0,2,-3,0,3,2
10903,-1,3,-2,0,0,1,5
10904,-3,-1,0,0,0,4,0
10905,-3,-1,0,0,0,0,0
10906,-2,0,1,0,-2,2,0
10907,0,-2,-1,2,-2,-1,4
10908,-1,2,-3,3,-2,0,5
10909,-2,1,2,-2,2,-3,2
10910,0,0,0,0,0,0,0
10911,-2,1,2,-3,3,-3,3
10912,3,-3,0,3,-2,2,4
10913,1,-1,1,-1,1,-1,1
10914,-2,-1,3,-2,2,-3,2
10915,3,-2,-1,3,-3,0,4
10916,4,0,-3,-1,4,-3,3
10917,4,-3,-1,0,0,0,1
10918,4,-3,3,0,-3,-1,1
10919,-2,2,-3,-1,4,-1,3
10920,0,0,0,4,-3,3,4
10921,4,-3,3,0,-1,-2,1
10922,1,-1,1,0,-1,0,0
10923,3,-3,3,-3,0,3,1
10924,0,0,0,0,0,0,0
10925,1,-2,1,-1,0,3,1
10926,-2,2,1,-3,0,2,2
10927,0,4,-3,-1,0,0,5
10928,1,-2,0,3,-2,1,4
10929,0,-1,1,0,-1,-1,0
10930,0,-1,1,1,-1,1,0
10931,0,4,-3,-1,0,4,5
10932,4,-2,0,-1,3,-2,1
10933,-1,3,-2,0,0,2,5
10934,0,-1,0,1,-1,1,0
10935,-1,1,1,-2,2,0,3
10936,0,0,0,0,0,0,0
10937,4,0,-2,2,-2,-1,4
10938,3,-2,2,-2,1,-1,1
10939,2,0,-2,3,-2,-1,4
10940,-1,1,0,-1,-1,2,0
10941,0,-1,1,-1,0,2,0
10942,0,0,0,0,0,0,0
10943,2,0,-2,3,-1,-1,4
10944,0,-3,3,0,-3,0,2
10945,-3,0,3,-2,2,-3,2
10946,0,-2,1,-2,3,-2,2
10947,2,-3,3,-3,3,-3,1
10948,0,-3,3,-3,-1,4,2
10949,0,1,-1,0,0,1,0
10950,2,1,-3,1,2,0,3
10951,-1,-2,3,-3,0,3,2
10952,-2,2,-2,3,-2,-1,5
10953,2,0,0,-2,2,0,1
10954,-2,1,1,-3,3,-3,3
10955,3,-3,-1,4,-2,2,4
10956,-3,0,-1,0,0,0,0
10957,0,0,0,0,4,-3,3
10958,-1,0,-2,2,0,-2,0
10959,-1,0,0,0,0,0,0
10960,0,0,-3,2,0,-1,4
10961,3,-3,0,3,-1,0,4
10962,0,1,-1,0,0,0,0
10963,-1,0,1,-1,1,-1,0
10964,0,0,-2,2,0,0,4
10965,0,0,0,0,4,-3,3
10966,3,-1,-2,0,0,3,1
10967,-1,0,-2,3,-2,2,4
10968,0,0,0,0,0,0,0
10969,3,0,0,-3,3,-2,1
10970,4,0,-3,3,-3,3,4
10971,3,-3,-1,0,0,0,1
10972,-1,2,-2,1,-1,1,5
10973,-3,3,0,-3,0,0,3
10974,-1,0,0,0,0,0,0
10975,-3,0,3,-3,3,0,2
10976,-1,1,2,-1,0,-1,2
10977,-3,3,-3,3,-3,3,5
10978,0,-1,-1,1,-2,3,4
10979,-1,2,-2,2,-2,-1,5
10980,1,-1,0,2,-3,2,4
10981,1,-3,3,0,-3,1,2
10982,3,-3,3,-3,0,0,1
10983,0,-1,0,1,-1,1,0
10984,-2,3,-1,-2,3,-2,3
10985,3,-1,-2,2,0,-1,4
10986,0,3,-3,-1,0,4,5
10987,0,0,4,0,-1,0,2
10988,3,0,-3,2,-1,1,4
10989,-2,2,-1,0,0,-2,5
10990,3,-3,3,-3,-1,4,1
10991,-1,1,-3,1,1,0,5
10992,2,0,-2,2,0,-1,4
10993,3,-1,-1,1,0,-1,1
10994,3,0,-3,3,-1,0,4
10995,-3,-1,0,0,0,4,0
10996,1,1,-3,3,-1,-1,4
10997,3,-3,1,0,2,-1,1
10998,4,-1,-1,0,2,-3,1
10999,1,-2,3,-3,2,0,2
11000,0,-2,0,2,-1,-1,4
11001,3,-1,-1,-1,3,-1,1
11002,-2,2,-1,1,-1,1,5
11003,1,0,1,-3,2,-2,2
11004,4,-3,-1,0,4,-3,1
11005,3,-2,0,0,1,-1,1
11006,0,0,4,-3,3,-3,2
11007,-1,0,1,1,0,-2,0
11008,0,2,-3,0,3,-1,3
11009,0,0,-2,2,0,0,4
11010,4,-3,-1,4,-3,-1,4
11011,-1,3,-3,3,-3,3,5
11012,-1,4,-3,-1,0,4,5
11013,3,-3,3,0,-3,2,1
11014,-3,3,-3,-1,4,-3,3
11015,1,-1,3,-3,3,0,2
11016,0,-2,3,-1,1,-3,2
11017,-1,1,-1,0,1,-1,0
11018,3,-3,3,-2,2,-2,1
11019,0,0,-2,3,-3,2,4
11020,-1,4,-3,-1,4,-2,3
11021,0,-2,3,-1,-1,1,2
11022,-3,3,-3,3,-3,2,5
11024,2,-3,3,-3,2,0,1
11025,1,1,0,-3,3,-2,3
11026,-1,1,1,-3,2,-1,3
11027,0,0,0,0,4,-3,3
11028,3,-3,1,-1,3,-3,1
11029,4,-1,-2,-1,4,-1,1
11030,-1,1,-1,1,0,-2,0
11031,1,1,-2,-1,0,3,0
11032,0,-1,4,-3,3,0,2
11033,-2,2,-3,3,-3,3,5
11034,0,-1,3,-2,1,0,2
11035,-1,0,-2,2,-1,1,4
11036,3,-3,1,2,-3,3,4
11037,0,4,-3,3,-1,1,5
11038,-1,-1,3,-2,0,1,2
11039,0,2,1,-2,-1,3,0
11040,-1,2,-3,2,0,-2,5
11041,-3,1,-1,3,-1,-1,5
11042,-1,4,-1,-2,3,-3,3
11043,-2,3,-3,3,-3,3,5
11044,0,0,0,-1,-1,2,0
11045,0,-2,1,1,-2,3,4
11046,4,-3,-1,0,4,-3,1
11047,0,0,0,0,0,0,0
11048,4,-3,-1,0,4,-3,1
11049,0,1,1,0,-2,-1,0
11051,0,0,0,0,0,0,0
11052,0,-1,2,0,-1,0,0
11053,-1,0,0,1,0,0,0
11054,3,-3,0,-1,4,-3,1
11055,2,-2,0,1,0,-1,1
11056,3,-1,-2,3,-3,2,4
11057,-3,1,2,-3,0,3,2
11058,-1,3,-3,-1,0,0,5
11059,-3,3,-2,1,1,-3,5
11060,-3,3,-3,3,-3,0,5
11061,0,0,0,4,-3,3,4
11062,-3,3,-1,-1,-1,3,5
11063,0,0,0,0,0,0,0
11064,3,-2,1,-1,-1,3,1
11065,-2,0,1,0,-2,2,0
11066,2,0,-2,0,1,-2,0
11067,0,0,0,0,-2,1,0
11068,3,-1,-1,1,-2,3,4
11069,-1,1,-1,2,-2,1,5
11070,-3,2,-1,-1,2,0,3
11071,4,-1,-2,-1,4,-3,1
11073,-1,1,-1,0,0,2,0
11074,0,-1,3,-2,0,0,2
11075,-3,-1,0,4,-3,-1,4
11076,2,-1,0,-1,0,1,1
11077,-3,-1,4,-2,0,0,2
11078,-1,2,-2,3,-2,2,5
11079,0,0,0,0,0,0,0
11080,3,-3,-1,0,0,4,1
11081,4,-3,3,-3,-1,0,1
11082,4,0,-2,-1,3,-3,1
11083,0,0,4,-3,-1,0,2
11084,3,-1,0,1,-2,-1,4
11086,0,0,0,0,0,4,0
11087,1,0,-1,0,1,1,0
11088,-1,2,-2,3,-1,-2,5
11089,0,0,0,0,0,0,0
11090,-3,3,-1,0,0,0,5
11091,-1,2,-2,0,1,-2,3
11092,0,-3,3,-2,-1,3,2
11093,0,-3,2,1,-1,0,0
11094,0,0,0,0,0,0,0
11095,-3,3,-3,-1,4,-3,3
11096,0,0,0,0,4,-3,3
11097,0,-1,-1,0,0,0,0
11098,-3,0,3,-3,3,-1,2
11099,0,0,0,0,0,0,0
11100,0,-3,0,3,0,-3,4
11101,-3,3,-3,3,-3,3,5
11102,-2,2,0,-1,2,-2,3
11103,3,-2,1,-1,2,0,1
11104,-2,0,1,-2,3,-1,3
11105,0,0,0,0,0,4,0
11106,3,-3,2,-1,0,1,1
11107,1,2,-3,3,-3,-1,5
11108,0,-1,1,-3,3,-3,2
11109,0,-1,1,0,-2,2,0
11110,3,-3,-1,4,-2,0,4
11111,-1,-1,1,-2,3,-3,3
11112,0,0,-3,-1,4,-3,3
11113,-1,0,1,-2,1,0,2
11114,2,1,-2,1,0,-2,0
11115,-3,1,0,1,-2,3,5
11116,-2,0,2,-2,0,0,2
11117,-1,1,-1,1,-2,1,5
11118,4,-2,2,0,-3,3,1
11119,1,-1,0,2,-1,-1,4
11120,-3,2,0,-1,-1,0,0
11121,1,0,-1,1,0,-1,0
11122,-3,2,-1,1,0,-1,5
11123,-2,1,0,-1,0,2,0
11124,1,1,-1,-2,2,-1,3
11125,-2,1,-2,2,1,-3,5
11126,0,4,-3,-1,0,0,5
11127,-3,-1,4,-3,-1,0,2
11128,3,-3,3,-3,3,-3,1
11129,0,0,0,0,0,0,0
11130,0,0,0,4,-3,3,4
11131,0,0,0,0,0,0,0
11132,4,0,0,-3,0,0,1
11133,-2,3,-1,0,0,-1,5
11134,3,-3,3,-1,-2,3,1
11135,2,0,-1,1,-1,0,4
11136,0,0,0,0,0,0,0
11137,3,-1,1,-2,0,1,1
11138,-2,2,-3,3,-3,0,5
11139,3,-2,1,0,0,0,1
11140,2,-2,1,-2,2,0,1
11141,1,1,-3,1,2,-3,3
11142,0,1,0,0,-2,3,0
11143,-1,1,-3,0,2,1,3
11144,2,-3,2,1,-1,-2,1
11145,0,0,0,0,0,0,0
11146,4,-1,-2,3,-3,3,4
11147,0,0,1,-2,0,-1,0
11148,0,0,0,0,0,0,0
11149,3,-3,-1,0,0,0,1
11150,0,4,-3,-1,0,0,5
11151,1,0,1,-2,3,-3,3
11152,0,3,-2,2,-1,-2,5
11153,0,4,0,-3,-1,4,0
11154,0,-1,0,0,3,-3,3
11155,3,0,-1,-2,3,-3,1
11156,-1,3,0,-3,-1,0,0
11157,3,-3,3,0,-3,-1,1
11158,-2,-1,0,-1,0,0,0
11159,-3,0,3,-3,3,-3,2
11160,-2,1,-1,-1,2,-2,3
11161,0,-2,2,-3,3,-3,2
11162,0,0,0,0,0,0,0
11163,0,0,0,0,0,0,0
11164,-3,3,-3,0,3,-2,3
11165,-1,2,0,-1,1,0,3
11166,3,-2,0,1,-1,1,1
11167,-1,0,0,-1,2,-3,3
11168,-3,2,-1,2,-3,1,5
11169,0,0,0,0,0,0,0
11170,1,0,-1,0,0,2,0
