CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_중가_clust_id
9898,0,0,4,-3,-1,0,5
9899,3,-3,3,-3,-1,4,1
9900,-1,0,0,0,4,-3,2
9901,0,0,0,4,-3,-1,4
9902,-2,0,3,-3,3,0,5
9903,2,-2,3,-2,-1,3,5
9904,-1,4,0,-2,0,2,3
9905,0,0,0,0,0,0,0
9906,0,0,0,0,0,0,0
9907,0,0,0,0,0,0,0
9908,-2,3,-3,3,-3,0,3
9909,0,0,-1,4,-3,-1,4
9910,0,0,0,0,0,0,0
9911,-3,-1,0,0,0,0,0
9912,0,0,0,0,0,0,0
9913,0,0,0,0,0,0,0
9914,-3,-1,0,0,0,0,0
9915,0,0,0,0,0,0,0
9916,-1,0,0,4,-3,-1,4
9917,0,0,0,0,0,0,0
9918,-2,0,1,1,-2,0,0
9919,-1,0,4,-3,-1,0,5
9920,0,0,0,0,0,0,0
9921,-3,-1,4,-2,-1,3,5
9922,0,-3,3,-2,-1,-1,5
9923,-2,-1,4,-1,-1,1,5
9924,0,0,0,0,0,4,0
9925,-1,0,4,-3,-1,0,5
9926,-1,-2,-1,4,-3,0,4
9927,-3,-1,0,0,4,-3,2
9928,-2,-1,-1,0,4,-2,2
9929,0,0,0,0,0,0,0
9930,-2,-1,0,4,-3,0,4
9931,-1,3,-3,2,-2,3,3
9932,0,0,0,0,0,0,0
9933,0,0,0,4,-3,-1,4
9934,4,-2,-1,3,-1,1,4
9935,0,4,-3,-1,0,0,3
9936,0,0,0,0,0,0,0
9937,3,-2,1,0,-2,3,1
9938,-1,3,-3,3,-3,3,3
9939,0,-1,-1,0,4,-2,2
9940,0,0,0,4,-3,-1,4
9941,0,4,-3,-1,4,0,2
9942,0,4,-3,3,-3,-1,3
9943,4,-1,-2,-1,0,0,1
9944,0,0,0,0,0,0,0
9945,-1,0,0,0,0,0,0
9946,3,-3,3,-2,0,0,1
9947,-1,3,0,-3,-1,4,3
9948,4,-3,-1,0,0,0,1
9949,0,0,0,0,0,0,0
9950,0,0,0,0,0,0,0
9951,4,-3,3,-2,-1,1,1
9952,0,0,0,0,0,0,0
9953,-1,-2,2,-1,-1,3,5
9954,0,0,0,0,0,0,0
9955,0,0,4,-3,-1,0,5
9956,0,4,-3,3,-3,-1,3
9957,0,0,0,0,0,0,0
9958,0,0,0,0,0,0,0
9959,-1,-1,4,-3,-1,4,5
9960,0,0,0,0,0,0,0
9961,0,0,0,0,0,0,0
9962,4,-3,-1,0,0,0,1
9963,-3,-1,0,0,4,-3,2
9964,0,0,4,-2,-1,-1,5
9965,0,-1,4,-3,-1,4,5
9966,0,0,0,0,0,4,0
9967,4,-3,-1,4,-2,-1,4
9968,-1,0,0,4,-3,-1,4
9969,-1,-1,2,0,-1,2,0
9970,-2,-1,0,-1,4,-2,2
9971,-1,3,-3,-1,0,4,3
9973,3,-3,2,1,-2,1,1
9974,0,0,0,0,0,0,0
9975,0,0,0,0,0,0,0
9976,0,4,-3,0,-1,0,3
9977,-2,3,0,-2,-1,3,3
9978,0,0,0,4,-3,-1,4
9980,0,0,0,0,0,0,0
9981,0,0,0,0,0,0,0
9982,4,-3,-1,0,0,0,1
9983,4,-3,-1,0,0,4,1
9984,-3,2,-2,-1,0,0,3
9985,-1,0,0,0,0,0,0
9986,-1,1,-1,3,-3,3,4
9987,0,0,0,4,-3,-1,4
9988,0,0,0,0,0,0,0
9989,0,0,0,4,-1,-1,4
9990,0,0,0,0,0,0,0
9991,0,0,0,0,4,-3,2
9992,0,0,0,0,0,0,0
9993,0,0,0,4,-3,-1,4
9994,0,0,0,0,0,0,0
9995,0,0,4,-3,-1,0,5
9996,-3,-1,0,4,-3,-1,4
9997,0,4,-1,-2,-1,0,3
9998,0,0,0,0,0,0,0
9999,-2,0,-1,-1,0,0,0
10000,0,0,0,0,0,0,0
10002,0,4,-3,-1,0,0,3
10003,0,0,0,0,0,0,0
10004,0,0,0,0,0,0,0
10005,0,4,-3,-1,0,0,3
10006,-1,4,-3,-1,0,0,3
10007,-1,4,-3,-1,4,-1,2
10008,4,-3,-1,0,0,0,1
10009,0,-3,-1,0,0,4,0
10010,-2,1,0,0,-2,-1,0
10011,4,-3,-1,0,0,0,1
10012,0,0,0,0,0,4,0
10013,4,-3,-1,0,0,0,1
10014,-1,-1,0,-1,3,-3,2
10015,0,0,4,-1,-2,0,5
10016,-1,1,0,-2,2,-1,2
10017,0,0,0,0,0,0,0
10018,0,0,4,-3,-1,0,5
10019,0,0,0,0,0,0,0
10020,0,0,0,0,0,0,0
10021,0,4,-3,-1,4,-3,2
10022,0,0,0,0,0,0,0
10023,0,0,0,0,0,0,0
10024,4,-3,-1,0,0,0,1
10025,3,-2,1,0,-1,1,1
10026,4,-3,-1,0,0,4,1
10027,0,0,0,0,0,0,0
10028,0,0,0,0,4,-3,2
10029,0,4,-3,-1,0,0,3
10030,0,0,0,4,-3,3,4
10031,-1,0,-2,3,-2,-1,4
10032,0,4,-3,1,-1,-1,3
10033,0,0,0,0,0,0,0
10034,0,0,0,4,-3,-1,4
10035,4,-3,-1,0,0,0,1
10036,-1,4,-3,3,-3,-1,3
10037,0,0,0,0,0,0,0
10038,0,0,0,4,-3,-1,4
10039,0,0,0,0,0,0,0
10040,4,-3,-1,0,4,-3,1
10041,0,0,0,0,0,0,0
10042,0,0,0,0,0,0,0
10043,0,0,0,0,0,0,0
10044,0,0,0,0,0,0,0
10045,-3,-1,0,0,0,4,0
10046,0,4,-1,-2,-1,0,3
10047,-2,-1,-1,0,4,-1,2
10048,-3,3,-3,3,-2,1,3
10049,0,1,0,0,-1,1,0
10050,0,0,0,0,0,0,0
10051,-3,3,-2,1,0,-1,3
10052,0,-3,-1,4,-2,-1,4
10053,0,0,0,0,0,0,0
10054,4,-3,3,-3,1,-1,1
10055,4,-3,-1,0,0,0,1
10056,0,0,0,4,-3,-1,4
10057,-1,0,0,0,0,0,0
10058,0,4,-3,-1,0,0,3
10059,4,-2,2,-1,-1,-1,1
10060,0,0,0,0,0,0,0
10061,0,0,0,0,0,0,0
10062,0,0,0,0,0,0,0
10063,0,0,0,0,0,0,0
10064,-1,4,-1,-2,3,-3,2
10065,0,4,-3,-1,0,0,3
10066,1,-2,1,2,-1,-2,4
10067,-3,-1,4,-3,-1,4,5
10068,-1,-1,-1,-1,0,0,0
10069,0,0,0,0,0,0,0
10070,-1,-2,-1,4,-3,3,4
10071,2,-3,3,-1,-1,1,1
10072,-1,0,3,-2,1,0,5
10073,-3,-1,0,0,0,4,0
10074,-3,3,-3,-1,0,0,3
10075,0,0,0,0,0,4,0
10076,0,0,0,0,4,-3,2
10077,0,4,-3,-1,0,0,3
10078,0,4,-3,-1,4,-3,2
10079,-2,-1,-1,0,0,4,0
10080,0,0,0,0,0,0,0
10081,4,-3,-1,0,0,0,1
10083,-1,-1,0,0,0,4,0
10084,1,-1,-1,4,-3,1,4
10085,-1,-2,3,-1,0,-1,5
10086,0,0,0,0,0,0,0
10087,-3,3,-3,-1,0,4,3
10088,4,-2,-1,-1,0,0,1
10089,-1,4,-3,-1,0,0,3
10090,0,4,-3,-1,0,0,3
10091,4,-3,-1,4,-2,1,4
10092,0,4,0,-3,-1,0,3
10093,0,0,0,0,0,0,0
10094,0,0,-1,3,-3,3,4
10095,0,0,0,4,-3,-1,4
10096,0,0,4,-3,3,-3,5
10097,-3,3,-3,3,-3,-1,3
10098,1,2,-2,0,2,-2,2
10099,0,0,4,-3,-1,0,5
10100,0,0,0,4,-3,-1,4
10101,-1,0,0,4,-3,-1,4
10102,-1,-1,0,0,0,0,0
10103,-3,3,-3,-1,0,0,3
10104,0,0,0,0,4,-3,2
10105,0,0,0,0,0,0,0
10106,0,0,0,4,-1,0,4
10107,0,-2,3,-1,-1,0,5
10108,0,0,0,0,0,0,0
10109,0,0,0,0,4,-3,2
10110,0,0,0,0,0,0,0
10111,-3,-1,0,0,0,0,0
10112,-3,-1,0,0,0,0,0
10113,0,0,0,0,0,4,0
10114,0,4,-2,-1,-1,0,3
10115,0,0,4,-3,-1,0,5
10116,0,0,0,0,0,4,0
10117,-3,-1,0,4,-3,3,4
10118,-1,0,0,0,4,-3,2
10119,3,0,-3,3,-3,3,4
10121,0,0,0,0,4,-3,2
10122,0,0,0,0,0,0,0
10123,2,-3,0,3,-1,-2,4
10124,0,0,0,0,0,0,0
10125,3,-3,2,-1,-1,3,1
10126,4,-3,-1,0,0,0,1
10127,0,0,0,0,0,0,0
10128,0,0,0,0,0,0,0
10129,-3,-1,4,-3,3,-3,5
10130,2,-1,1,0,-1,0,1
10131,0,0,0,4,-3,-1,4
10132,-1,-2,-1,4,-2,0,4
10133,0,0,4,-3,-1,4,5
10134,0,0,0,0,0,0,0
10135,3,-3,3,-3,3,-1,1
10136,-1,0,0,0,0,0,0
10137,0,0,0,0,0,0,0
10138,0,0,0,0,0,0,0
10139,-2,-1,0,0,0,0,0
10140,0,0,0,0,0,0,0
10141,-1,0,0,4,-3,-1,4
10142,0,0,0,0,0,0,0
10143,-1,4,-2,0,-1,-1,3
10144,-1,3,0,-3,3,-3,2
10145,0,0,4,-3,3,-3,5
10146,4,-1,-1,-1,-1,0,1
10147,0,4,-3,-1,0,0,3
10148,-1,-2,-1,0,0,4,0
10149,-3,-1,0,0,4,-2,2
10150,0,0,0,0,0,0,0
10151,0,4,-3,-1,0,4,3
10152,0,0,0,0,4,-3,2
10153,0,0,0,0,0,0,0
10154,0,0,0,0,0,0,0
10155,0,0,4,-3,1,2,5
10156,0,0,0,0,0,0,0
10157,-1,2,-2,0,-1,2,3
10158,0,0,0,0,0,0,0
10159,-3,-1,4,-2,1,-2,5
10160,0,4,-3,3,-3,-1,3
10161,1,-1,1,-1,1,-1,0
10162,0,0,0,0,0,4,0
10163,0,0,0,0,0,4,0
10164,-1,0,3,-3,2,0,5
10165,-3,-1,0,0,0,0,0
10166,3,-3,3,-2,-1,-1,1
10167,4,-3,-1,0,0,0,1
10168,-3,3,-1,-2,3,-1,2
10169,-1,-2,-1,4,-3,-1,4
10170,-3,-1,0,0,0,0,0
10171,0,0,0,0,0,0,0
10172,-1,-1,0,0,0,0,0
10173,4,-3,-1,0,4,-1,1
10174,0,0,0,0,0,0,0
10175,0,0,4,-3,-1,0,5
10176,0,0,0,0,0,0,0
10177,-2,0,0,-1,0,3,0
10178,-2,1,1,-3,0,3,5
10179,-3,-1,4,-3,-1,0,5
10180,0,4,-3,-1,0,0,3
10181,-3,-1,0,0,4,-1,2
10182,4,-3,-1,0,4,-3,1
10183,-3,3,-3,3,-3,-1,3
10184,0,0,0,0,0,0,0
10185,4,-3,-1,4,-3,3,4
10186,-2,-1,0,0,0,0,0
10187,0,0,4,-2,-1,-1,5
10188,0,0,4,-3,-1,0,5
10189,3,-3,-1,4,-3,-1,4
10190,4,-1,-2,-1,0,0,1
10191,0,0,0,0,0,0,0
10192,-2,-1,0,-1,0,4,0
10193,-1,0,4,-2,-1,3,5
10194,0,0,0,4,-2,-1,4
10195,-1,-2,3,-3,-1,0,5
10196,-1,-2,-1,0,0,0,0
10197,0,0,0,0,4,-3,2
10198,0,0,0,4,-3,-1,4
10199,0,0,0,0,0,0,0
10200,3,-3,-1,0,0,0,1
10201,-1,-2,3,-3,2,1,5
10202,0,0,0,0,0,0,0
10203,-3,3,-3,-1,0,0,3
10204,0,0,0,0,0,0,0
10205,-3,3,-3,-1,0,0,3
10206,0,0,0,4,-3,-1,4
10207,0,0,0,0,0,0,0
10208,0,0,0,0,0,0,0
10209,0,0,0,0,0,0,0
10210,-3,3,-2,-1,1,2,3
10211,-3,-1,0,0,0,0,0
10212,0,0,0,0,0,0,0
10213,-1,-2,3,0,-1,0,5
10214,-1,4,-1,-2,-1,4,3
10215,0,0,0,0,0,0,0
10216,0,0,0,0,0,0,0
10218,0,0,0,4,-3,-1,4
10219,0,0,0,0,0,0,0
10220,0,0,0,0,4,-3,2
10221,2,-1,-1,3,-2,2,4
10222,-3,1,-1,3,-2,1,4
10223,0,0,0,0,0,0,0
10224,-2,1,-2,3,-2,1,4
10225,4,-3,-1,4,-3,-1,4
10226,0,0,0,0,0,0,0
10227,-3,0,-1,0,0,4,0
10228,3,-3,-1,4,-3,-1,4
10229,0,0,0,0,0,0,0
10230,0,4,-1,-1,-1,3,3
10231,0,4,-3,-1,0,0,3
10232,-3,-1,0,0,0,0,0
10233,-3,-1,0,0,0,0,0
10234,0,0,0,4,-3,-1,4
10235,-3,3,-1,-2,-1,0,3
10236,0,4,-3,-1,4,-1,2
10237,0,0,0,0,0,0,0
10238,0,0,0,0,0,4,0
10239,0,-3,-1,4,-3,-1,4
10240,0,0,0,0,0,0,0
10241,4,-2,-1,3,-3,3,4
10242,-1,-2,-1,0,0,4,0
10243,-1,3,-3,3,0,-3,3
10244,-3,-1,4,-3,-1,0,5
10245,-1,0,0,4,-3,-1,4
10246,0,1,-2,3,-1,-2,4
10247,0,0,4,-3,3,-2,5
10248,0,0,0,4,-2,-1,4
10249,0,0,0,4,-2,-1,4
10250,0,0,0,0,4,-2,2
10251,0,0,4,-2,-1,3,5
10252,0,4,-3,-1,0,0,3
10253,-2,3,-2,-1,2,-2,2
10254,0,-1,-1,0,1,-2,0
10255,-1,-2,3,-2,1,0,5
10256,0,0,0,0,0,0,0
10257,0,0,0,0,0,0,0
10258,0,0,0,0,0,0,0
10259,0,0,0,0,0,4,0
10260,0,0,0,0,0,0,0
10261,-3,-1,0,0,0,0,0
10262,0,4,-1,-2,-1,0,3
10263,0,0,4,-3,-1,0,5
10264,0,3,-3,-1,0,0,3
10265,2,-3,0,3,-1,-1,4
10266,0,-1,4,-2,-1,-1,5
10267,-1,-1,-1,0,4,-3,2
10268,4,-3,-1,0,0,0,1
10269,2,1,-1,-1,0,2,0
10270,0,0,4,-3,-1,0,5
10271,-3,-1,4,-3,0,3,5
10272,-3,-1,0,4,-3,-1,4
10273,0,0,4,0,-2,1,5
10274,0,0,0,0,0,4,0
10275,-1,0,0,0,0,0,0
10276,0,4,-3,-1,0,0,3
10277,0,0,0,0,0,0,0
10278,0,0,0,0,4,-3,2
10279,0,0,0,0,0,0,0
10280,4,-3,-1,0,0,0,1
10281,0,0,0,0,0,0,0
10282,0,4,-3,-1,4,-3,2
10283,-1,0,2,-3,-1,4,5
10284,4,-2,1,-2,3,-3,1
10285,0,0,0,0,0,0,0
10286,0,0,0,0,4,-3,2
10287,0,0,0,0,0,0,0
10288,2,0,-1,0,0,-1,0
10289,0,0,0,0,0,0,0
10290,-3,-1,0,4,-3,3,4
10291,4,-2,2,-3,3,-1,1
10292,-1,4,-3,-1,0,0,3
10293,4,-3,-1,4,-3,-1,4
10294,-1,-1,0,0,4,-3,2
10295,-2,2,-1,-1,-1,3,3
10296,0,0,0,0,4,-3,2
10297,0,0,0,0,4,-3,2
10298,0,0,0,0,0,0,0
10299,0,0,0,0,0,0,0
10300,-1,4,-2,-1,-1,0,3
10301,4,-3,-1,0,0,0,1
10302,-2,3,-3,3,-2,1,3
10303,-1,0,0,0,0,0,0
10304,0,0,4,-3,-1,0,5
10305,-1,-2,-1,0,4,-3,2
10306,0,0,0,0,0,0,0
10307,1,-1,1,-1,0,1,0
10308,0,0,0,0,0,0,0
10309,0,0,0,0,0,0,0
10310,0,0,0,0,0,0,0
10311,0,0,4,-3,-1,0,5
10312,-1,0,0,0,0,0,0
10313,0,4,-3,-1,4,-3,2
10314,-1,0,4,-3,-1,0,5
10315,0,0,0,4,-3,-1,4
10316,0,4,0,-3,-1,0,3
10318,3,-3,-1,0,0,4,1
10319,0,0,4,-3,-1,4,5
10320,0,0,0,0,0,0,0
10321,-3,-1,0,0,0,4,0
10322,0,0,0,0,0,0,0
10323,0,0,0,0,0,0,0
10324,-3,-1,0,0,4,-3,2
10325,0,0,0,0,0,0,0
10326,0,0,0,0,0,0,0
10327,3,-3,3,-1,-2,-1,1
10328,-1,3,-3,1,-1,-1,3
10329,-1,0,0,4,-1,-2,4
10330,0,0,0,0,0,0,0
10331,0,0,0,4,-3,-1,4
10332,-3,-1,0,0,0,0,0
10333,0,3,-1,-1,1,-1,3
10334,0,0,0,0,0,0,0
10335,-3,3,-3,-1,0,0,3
10336,0,0,0,0,0,0,0
10337,0,0,0,4,-1,-2,4
10338,0,0,4,-3,0,-1,5
10339,0,0,0,0,4,-3,2
10340,-1,4,-3,-1,4,-3,2
10341,-3,3,-2,1,0,0,3
10342,4,-3,3,-3,-1,4,1
10343,-3,-1,0,0,0,4,0
10344,0,0,0,0,0,0,0
10346,0,0,0,0,0,0,0
10347,0,0,0,0,0,0,0
10348,0,4,-2,-1,-1,0,3
10349,-3,-1,0,0,0,0,0
10350,0,0,0,0,0,0,0
10351,0,0,0,0,0,0,0
10352,0,0,0,0,0,0,0
10353,0,0,0,0,0,0,0
10354,0,0,0,0,0,0,0
10355,0,4,-3,-1,0,0,3
10356,-3,3,0,-2,0,1,3
10357,-3,3,-3,3,-1,-1,3
10358,0,0,0,0,0,0,0
10359,-3,3,-1,-2,0,-1,3
10360,-1,0,0,0,0,0,0
10361,4,-3,3,-3,-1,0,1
10362,0,0,4,-3,3,-3,5
10363,4,-2,1,-2,2,0,1
10364,-1,2,-2,-1,1,-1,3
10365,0,0,0,0,0,4,0
10366,-2,2,-2,2,-2,-1,3
10367,4,-3,3,0,-2,-1,1
10368,3,-3,-1,4,0,-3,4
10369,-1,0,0,4,-3,3,4
10370,-1,4,-3,-1,4,-3,2
10371,0,0,0,4,-3,-1,4
10372,0,0,0,0,0,0,0
10373,0,0,0,0,0,0,0
10374,0,0,0,0,0,0,0
10375,2,-1,0,0,1,0,1
10376,0,-3,-1,4,0,-3,4
10377,4,0,-3,0,-1,0,1
10378,-1,0,0,0,0,0,0
10379,0,0,0,0,0,0,0
10380,-2,0,3,-1,-2,2,5
10381,0,0,0,0,0,0,0
10382,0,4,-2,-1,-1,0,3
10383,-1,0,0,0,4,-3,2
10384,-2,-1,3,-3,3,-3,5
10385,0,0,0,0,0,0,0
10386,-3,3,-1,-1,0,2,3
10387,0,0,0,0,0,0,0
10388,-3,-1,0,0,0,0,0
10389,-1,0,-2,3,-3,3,4
10390,0,4,-1,-1,-1,-1,3
10391,0,0,4,-3,3,-3,5
10392,0,0,0,4,-2,1,4
10393,-1,1,-1,1,1,-3,0
10394,-1,-1,3,-2,-1,3,5
10395,-1,0,0,0,4,-2,2
10396,0,0,0,0,0,0,0
10397,0,0,0,0,0,0,0
10398,0,0,0,0,4,-3,2
10399,-2,0,0,-1,-1,4,0
10401,0,0,0,0,0,0,0
10402,-3,-1,0,0,0,4,0
10403,0,0,0,0,0,0,0
10404,0,0,1,0,-2,3,0
10405,0,4,0,-3,1,-1,2
10406,2,-1,-2,3,-1,-1,4
10407,0,0,0,0,0,4,0
10408,4,-1,-2,-1,4,-3,1
10409,-3,-1,0,0,0,0,0
10410,-1,0,0,0,0,0,0
10411,4,0,-3,-1,4,-3,1
10412,0,0,0,0,0,0,0
10413,0,0,0,0,4,0,2
10414,-3,3,-3,3,-3,-1,3
10415,-1,3,0,-3,3,-2,2
10416,-3,-1,0,0,4,-3,2
10417,-3,0,3,-3,-1,4,5
10418,0,0,4,-3,-1,0,5
10419,0,0,0,0,0,0,0
10420,-1,-1,-1,3,-2,-1,4
10421,0,0,0,4,-3,-1,4
10422,0,2,-2,-1,1,-1,2
10423,4,-3,-1,0,0,0,1
10424,0,0,0,4,0,-1,4
10425,3,-3,-1,0,0,0,1
10426,-1,4,-3,-1,0,0,3
10428,0,0,4,-3,3,-3,5
10429,4,0,-2,2,-3,0,4
10430,0,0,0,0,0,0,0
10431,3,-3,-1,0,4,-3,1
10432,0,0,0,0,0,0,0
10433,0,0,0,0,0,0,0
10434,4,-3,0,3,-3,0,4
10435,-1,0,0,4,-3,-1,4
10436,0,0,0,0,0,0,0
10437,-1,0,0,0,0,0,0
10438,3,-2,-1,3,-1,-2,4
10439,0,0,0,0,0,0,0
10440,0,0,0,0,0,0,0
10441,0,0,0,0,0,0,0
10442,-3,0,3,0,-3,3,5
10443,0,0,0,0,0,0,0
10444,2,-1,-1,3,-2,0,4
10445,0,2,-3,3,-2,1,3
10446,0,0,0,0,0,0,0
10447,4,-3,-1,0,0,0,1
10448,0,0,0,0,0,0,0
10449,0,4,-2,-1,-1,0,3
10450,0,0,0,0,0,0,0
10451,-1,4,-2,-1,-1,0,3
10452,0,0,0,0,0,4,0
10453,-1,4,-3,-1,0,0,3
10454,3,-3,3,-3,-1,0,1
10455,0,-2,0,1,-1,0,0
10456,-3,-1,4,-3,0,-1,5
10457,0,0,4,-3,1,2,5
10458,-3,3,0,-3,-1,4,3
10459,0,4,-3,-1,0,0,3
10460,-3,3,-3,-1,4,-3,2
10461,0,0,4,-3,-1,0,5
10462,-1,4,-2,0,-1,3,3
10463,0,0,0,0,0,0,0
10464,0,4,-3,3,-3,-1,3
10466,3,-3,-1,0,0,0,1
10467,0,0,0,0,0,4,0
10468,3,0,-2,-1,3,-1,1
10469,-2,1,-2,-1,0,0,0
10470,0,0,0,0,0,0,0
10471,0,2,-2,0,1,0,3
10472,1,-1,-1,3,-2,2,4
10473,0,-2,3,-2,2,-3,5
10474,0,0,0,0,0,0,0
10475,3,-3,0,0,3,-2,1
10476,0,0,0,0,0,4,0
10477,0,0,0,0,0,0,0
10478,4,0,-2,1,0,-2,1
10479,-3,-1,0,0,4,-2,2
10480,0,3,-3,3,-3,3,3
10481,0,0,4,-3,3,-1,5
10482,0,-1,0,0,4,-3,2
10483,0,4,-3,-1,0,0,3
10484,0,0,0,0,0,0,0
10485,4,-1,-2,3,-3,-1,4
10486,-3,-1,0,4,-3,3,4
10487,-1,0,0,0,0,0,0
10488,0,0,0,0,0,0,0
10489,4,-3,-1,0,0,0,1
10491,0,0,0,0,0,0,0
10492,0,0,0,0,0,0,0
10493,-3,-1,0,0,4,-3,2
10494,-3,3,-3,-1,4,-3,2
10495,3,-3,-1,0,4,-3,1
10496,0,0,4,0,-2,0,5
10497,0,0,0,4,-3,-1,4
10498,-3,-1,0,0,0,0,0
10499,-1,0,0,0,0,0,0
10500,0,0,4,-2,1,-2,5
10501,4,-3,-1,4,-3,-1,4
10502,0,0,0,0,0,0,0
10503,0,0,0,0,0,0,0
10504,-3,3,-3,-1,4,-2,2
10505,-3,-1,0,0,0,4,0
10506,1,-1,0,1,0,1,0
10507,2,-3,2,-1,0,-1,1
10508,-3,3,-1,-2,0,-1,3
10509,4,-3,-1,4,-3,-1,4
10510,-1,0,0,4,0,-3,4
10511,-3,3,-3,3,-3,3,3
10512,0,0,0,0,0,0,0
10513,0,0,0,4,-3,-1,4
10514,-3,-1,0,4,-3,-1,4
10515,0,0,4,0,-3,0,5
10516,4,-3,-1,0,0,0,1
10517,0,-3,-1,0,0,0,0
10518,0,0,4,-2,-1,3,5
10519,-2,-1,3,-1,-2,3,5
10520,0,0,0,0,0,0,0
10521,-3,3,-2,1,0,0,3
10522,3,-3,3,-3,3,-2,1
10523,-1,-1,-1,-1,4,-2,2
10524,0,0,0,0,0,0,0
10525,0,0,0,0,0,0,0
10526,0,4,-3,-1,4,-3,2
10527,0,0,0,0,0,0,0
10528,3,-3,0,3,-2,-1,4
10529,-3,3,-3,-1,4,-3,2
10530,-1,0,0,0,4,-3,2
10531,1,0,-2,3,-3,3,4
10532,-1,-1,0,0,0,0,0
10533,0,4,-3,3,-3,-1,3
10534,0,0,0,4,-3,3,4
10535,0,0,0,0,0,0,0
10536,0,-3,-1,0,0,0,0
10537,0,0,4,-3,3,-3,5
10538,0,0,0,0,0,0,0
10539,0,0,4,-1,-1,2,5
10540,-2,0,-1,3,0,-1,4
10541,0,0,0,0,0,4,0
10542,3,-1,-2,3,-3,-1,4
10543,-1,4,0,-3,1,0,2
10544,0,0,0,0,0,0,0
10545,0,-1,3,-2,1,-1,5
10546,4,-3,3,-3,-1,0,1
10547,0,0,0,0,0,0,0
10548,1,-1,-1,3,-3,-1,4
10549,0,0,0,0,0,0,0
10550,0,4,-3,-1,0,0,3
10551,0,0,0,0,0,0,0
10552,0,0,0,0,0,0,0
10553,-1,-2,3,0,-3,-1,5
10554,0,0,0,0,0,0,0
10555,0,0,0,4,-3,3,4
10556,0,0,0,0,0,0,0
10557,-2,-1,0,0,4,-3,2
10558,0,0,0,0,0,0,0
10559,0,0,0,0,0,4,0
10560,0,0,0,0,0,0,0
10561,0,0,0,0,0,0,0
10562,0,0,0,0,0,0,0
10563,-1,0,0,0,0,0,0
10564,4,-3,3,-3,-1,0,1
10565,0,4,-1,-2,3,-3,2
10566,-1,-2,0,3,-3,-1,4
10567,4,-3,-1,0,0,0,1
10568,0,0,0,0,0,0,0
10569,0,-2,0,3,0,-3,4
10570,-2,1,-1,1,-1,0,0
10571,1,-2,-1,0,0,0,0
10572,4,-1,-2,-1,0,0,1
10573,0,0,0,0,0,0,0
10574,0,0,0,0,0,0,0
10575,0,0,0,0,0,0,0
10576,-2,-1,0,4,-3,-1,4
10577,0,2,-3,3,-3,3,3
10578,0,0,4,-3,-1,0,5
10579,0,0,0,0,0,0,0
10580,-1,4,-3,-1,4,-3,2
10581,0,0,0,4,-3,-1,4
10582,0,0,0,0,0,0,0
10583,3,-1,-1,0,1,-2,1
10584,2,0,0,-1,-1,3,0
10585,0,-3,3,-1,-2,-1,5
10586,-3,-1,0,0,0,0,0
10587,0,-1,0,4,-3,-1,4
10588,-2,-1,3,-3,3,-2,5
10589,0,0,0,0,4,-3,2
10590,0,4,-3,-1,0,0,3
10591,0,0,0,0,0,0,0
10592,0,2,-2,1,0,-1,3
10593,-3,3,-3,0,3,-1,2
10594,-1,3,-2,1,0,-1,3
10595,4,-3,0,-1,0,0,1
10596,4,-3,-1,0,4,-3,1
10597,0,0,4,-3,-1,0,5
10598,0,0,4,-3,-1,4,5
10599,0,0,0,0,0,0,0
10600,0,3,-1,0,-2,0,3
10601,0,0,0,0,4,-3,2
10602,0,0,0,4,-3,-1,4
10603,0,0,0,0,0,0,0
10604,0,0,0,0,0,0,0
10605,3,-3,0,3,-3,3,4
10606,-2,0,-1,4,-3,3,4
10607,3,-3,-1,0,4,-2,1
10608,4,0,-2,-1,3,-1,1
10609,0,0,0,4,-3,-1,4
10610,-2,-1,-1,0,4,-3,2
10611,0,0,0,0,0,4,0
10612,-3,3,-3,-1,0,0,3
10614,0,0,0,0,0,0,0
10615,3,-2,1,1,-2,0,1
10616,0,-3,-1,0,0,4,0
10617,-2,1,0,-1,-1,3,0
10618,-2,-1,0,0,4,-3,2
10619,-3,3,0,-3,-1,0,3
10620,0,0,4,-3,-1,0,5
10621,-1,1,-1,-1,-1,0,0
10622,-2,2,-2,2,-3,-1,3
10623,3,-3,2,-1,2,-3,1
10624,-1,3,-3,3,-2,1,3
10625,0,0,0,0,0,0,0
10626,-1,0,4,-2,-1,3,5
10627,3,-3,-1,0,0,0,1
10628,0,0,0,0,0,0,0
10629,-3,3,-1,0,-2,-1,3
10630,0,0,0,0,0,0,0
10631,-1,0,-2,0,3,-1,2
10632,-2,2,0,-2,2,-2,2
10633,0,0,0,4,-3,-1,4
10634,-2,-1,-1,4,0,-3,4
10635,4,-3,-1,0,0,4,1
10636,0,4,-3,-1,0,0,3
10637,-2,-1,0,-1,4,-1,2
10638,-1,0,4,-3,-1,0,5
10639,-3,2,-2,-1,0,4,3
10640,0,0,0,0,0,0,0
10641,-3,-1,0,0,4,-3,2
10642,0,4,-3,-1,0,0,3
10643,3,-2,-1,3,-3,2,4
10644,3,-1,-1,-1,3,-2,1
10645,-3,3,-3,3,-3,2,3
