CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,교육문화_아동_중가_clust_id
11172,4,0,-3,-1,0,4,2
11173,-2,1,1,-3,2,-2,0
11174,-2,1,-2,0,-1,0,0
11175,-2,2,-1,-2,2,-1,3
11176,0,1,-2,0,3,-3,1
11177,-1,0,0,4,-1,-2,5
11178,0,0,0,0,0,0,0
11179,0,0,0,0,0,0,0
11180,0,0,0,0,0,0,0
11181,-1,0,0,0,0,4,0
11182,0,-1,0,4,-3,-1,5
11183,3,-3,3,-3,3,-3,4
11184,0,0,0,0,0,0,0
11185,3,-3,0,-1,4,-3,1
11186,0,0,0,0,0,0,0
11187,0,0,0,4,0,-3,5
11188,0,1,-1,0,-1,3,0
11189,0,3,-2,0,-1,3,3
11190,-3,3,-3,3,-3,3,5
11191,0,0,0,0,0,0,0
11192,0,0,0,0,0,0,0
11193,0,0,1,0,0,-2,0
11194,0,0,0,0,0,0,0
11196,3,-3,-1,4,-3,3,2
11197,0,0,0,0,0,0,0
11198,-2,2,-3,1,-1,3,5
11199,3,-2,1,-1,1,-1,2
11200,4,-2,0,-1,2,1,2
11201,0,0,4,-3,-1,0,4
11202,0,0,0,0,0,0,0
11203,0,0,4,-3,-1,0,4
11204,-2,-1,3,-3,3,-3,4
11205,-3,-1,4,-3,3,-2,4
11206,0,0,0,0,4,-3,1
11207,-2,-1,0,3,-3,3,5
11208,3,-3,1,1,-2,3,2
11209,0,0,0,0,0,0,0
11210,0,4,-3,-1,0,0,3
11211,4,-3,-1,0,4,-3,1
11212,0,0,0,0,0,0,0
11213,1,2,-2,-1,0,-1,3
11214,0,0,0,0,0,0,0
11215,0,0,0,0,0,0,0
11216,0,-2,1,-2,1,1,4
11217,0,0,0,0,0,0,0
11218,0,3,-3,-1,4,0,3
11219,0,0,0,0,0,0,0
11220,0,0,0,0,0,0,0
11221,0,0,0,4,-3,-1,5
11222,1,2,-3,3,-2,2,5
11223,0,4,-3,3,-3,3,5
11224,0,0,0,4,-3,-1,5
11225,-1,-2,3,-2,2,-3,4
11226,0,0,0,0,0,4,0
11228,0,0,0,0,0,0,0
11229,-1,0,0,0,4,-3,1
11230,-1,0,-1,0,-1,0,0
11231,1,-1,1,-1,0,0,0
11232,0,0,0,0,0,0,0
11233,2,0,-2,-1,4,-1,1
11234,2,-1,-1,0,3,-2,1
11235,-3,3,-3,0,-1,0,3
11236,0,0,0,0,0,0,0
11237,0,3,-3,3,-1,-2,5
11238,0,0,0,0,0,0,0
11239,0,4,-3,0,3,-3,3
11240,-1,0,-2,1,-1,3,0
11241,4,-3,3,-3,3,-2,4
11242,3,-2,-1,-1,4,-3,1
11243,-1,0,0,0,0,0,0
11244,0,-1,2,1,-2,-1,0
11245,1,-1,1,-1,-1,0,0
11246,-1,2,-2,-1,0,0,3
11247,0,0,0,4,-3,3,5
11248,0,-1,-1,2,-2,3,5
11249,0,0,0,0,0,0,0
11250,0,0,0,0,0,0,0
11251,0,1,-2,2,-1,0,5
11252,-1,-1,0,3,-1,-2,5
11253,3,-2,1,-2,0,3,2
11254,0,4,-3,-1,4,-3,3
11255,0,0,0,0,0,0,0
11256,3,-3,3,0,-3,0,2
11258,0,-1,0,0,1,0,0
11259,0,0,0,0,0,0,0
11260,-2,-1,-1,4,-3,-1,5
11261,-3,3,-3,3,-1,1,5
11262,0,3,-1,-1,-1,-1,3
11263,0,0,4,-3,-1,4,4
11264,-3,0,0,3,-3,-1,5
11265,-2,-1,-1,0,0,4,0
11266,2,-1,-1,-1,-1,0,2
11267,0,0,0,0,0,0,0
11268,1,-1,0,2,-2,2,2
11269,0,0,0,0,0,4,0
11270,-2,2,-1,0,-1,1,3
11271,4,-3,-1,0,0,0,2
11272,4,-3,-1,4,-3,3,2
11273,0,0,0,0,0,0,0
11274,-3,3,-1,0,-1,-1,3
11275,1,-1,1,-2,3,-3,1
11276,-3,3,-3,-1,0,0,3
11277,0,0,0,0,0,0,0
11278,0,0,4,-3,-1,4,4
11279,3,-3,3,-2,-1,0,4
11280,0,0,0,0,0,0,0
11281,-3,0,-1,0,4,-3,1
11282,-2,2,-2,3,-3,2,5
11283,0,0,0,4,-3,-1,5
11284,0,3,-3,3,0,-1,5
11285,0,0,0,0,0,0,0
11286,0,0,4,-3,-1,0,4
11287,0,0,4,-3,3,-3,4
11288,4,-3,-1,4,-3,-1,2
11289,0,0,0,0,0,0,0
11290,-2,1,-2,3,-2,-1,5
11291,0,0,0,0,0,4,0
11292,0,0,0,0,0,0,0
11293,-3,-1,4,-2,1,1,4
11294,-3,1,-1,3,-1,-2,5
11295,1,-2,-1,0,0,0,0
11296,0,0,0,0,4,-3,1
11297,0,0,0,0,0,0,0
11298,0,0,0,0,0,0,0
11299,-3,3,-2,0,-1,0,3
11300,0,3,-3,-1,4,0,3
11301,-3,-1,0,0,0,0,0
11302,-1,-2,3,-1,-2,3,4
11303,-3,-1,0,0,0,0,0
11304,-3,3,-3,0,-1,0,3
11305,0,0,0,0,0,0,0
11306,4,-3,-1,0,4,-3,1
11307,0,0,4,-3,-1,0,4
11309,-1,2,1,-2,0,0,0
11310,0,0,0,4,-3,-1,5
11311,-2,-1,3,0,-1,-2,4
11312,-1,-1,1,-1,0,1,0
11313,-1,-1,0,3,-1,-2,5
11314,0,0,0,0,0,4,0
11315,0,0,0,0,0,0,0
11316,0,0,0,0,0,0,0
11317,-1,0,0,0,0,0,0
11318,-1,0,0,0,0,0,0
11319,0,0,0,4,-1,0,5
11320,1,-2,-1,4,-2,1,5
11321,0,0,0,0,0,0,0
11322,-1,1,-2,2,0,-1,5
11323,-2,3,-3,3,-3,3,5
11324,2,-2,3,-3,3,-1,4
11325,-3,-1,0,4,-3,-1,5
11326,0,0,0,0,0,0,0
11327,0,0,0,0,0,0,0
11328,0,0,0,0,0,0,0
11329,0,1,-1,0,-1,3,0
11330,4,-3,-1,4,-3,-1,2
11331,0,0,0,4,-3,-1,5
11332,-3,1,-1,-1,0,0,3
11333,0,-1,2,-3,2,-2,4
11334,-1,0,0,0,-1,1,0
11335,0,0,0,4,-3,-1,5
11336,2,-3,2,-2,-1,4,4
11337,-3,-1,0,0,0,0,0
11338,-3,-1,0,0,0,0,0
11339,0,4,-3,-1,4,-3,3
11340,0,0,0,0,0,0,0
11341,0,0,0,0,0,0,0
11342,-1,1,0,-1,1,0,0
11343,-2,0,2,-3,2,-2,4
11344,0,0,0,0,0,0,0
11345,0,0,0,0,0,0,0
11346,0,0,0,0,4,-3,1
11347,-1,4,-3,3,-3,0,5
11348,4,-1,1,-3,-1,4,4
11349,-1,0,2,-2,1,0,4
11350,-1,-1,1,-2,1,0,4
11351,0,0,0,0,0,0,0
11352,0,0,0,0,0,0,0
11353,-1,0,0,4,-3,3,5
11354,0,0,4,-3,-1,0,4
11355,1,-3,2,0,0,0,4
11356,0,4,-3,-1,0,0,3
11357,1,-3,3,-1,-1,0,4
11358,0,0,0,0,0,0,0
11359,3,-3,-1,0,0,0,2
11360,0,0,0,0,4,-3,1
11361,1,-2,0,-1,0,4,0
11362,1,-2,1,2,-3,3,2
11363,4,0,-1,-2,0,-1,2
11364,3,-2,-1,3,-3,3,2
11365,0,0,0,0,0,0,0
11366,-3,-1,0,4,-3,3,5
11367,3,0,-1,-1,0,2,2
11368,1,1,-1,-2,3,-3,1
11369,0,4,-3,-1,0,0,3
11370,0,0,0,0,0,0,0
11371,0,0,0,0,0,0,0
11372,-1,0,0,0,0,4,0
11373,0,0,0,0,0,0,0
11374,-1,-1,4,-3,-1,0,4
11375,3,-2,-1,3,-1,1,2
11376,2,-3,3,-1,1,-3,4
11377,-1,0,0,0,4,0,1
11378,0,0,0,0,0,0,0
11379,-1,-1,1,-2,3,-2,1
11380,0,0,4,-1,-2,-1,4
11381,-1,-1,0,1,-1,-1,0
11382,3,-3,-1,0,4,-3,1
11383,-2,1,0,0,0,0,0
11384,0,0,0,0,0,0,0
11385,0,0,0,0,0,0,0
11386,4,-1,0,-2,3,0,1
11387,4,0,-2,0,2,-3,2
11388,-3,3,-3,-1,0,0,3
11389,-1,4,0,-3,-1,0,3
11390,0,4,-1,-2,-1,0,3
11391,3,-3,0,3,-3,3,2
11392,0,3,-2,1,1,-3,3
11393,0,0,0,4,-3,-1,5
11394,0,-1,-2,3,-1,1,5
11395,0,0,0,0,0,0,0
11396,0,4,-3,3,-1,0,5
11397,-3,2,-2,1,1,1,3
11398,-3,-1,0,0,4,-1,1
11399,0,0,0,0,0,0,0
11400,0,0,0,0,0,0,0
11401,0,0,0,0,0,4,0
11402,3,0,-3,2,1,-1,2
11403,-3,3,-2,-1,3,-2,3
11404,-1,3,-3,3,-3,2,5
11405,0,0,0,0,0,0,0
11406,3,-3,2,-1,2,-3,4
11407,0,4,-3,-1,0,0,3
11408,3,0,-3,3,-1,1,2
11409,0,0,4,-3,-1,0,4
11410,-1,-1,2,-3,1,2,4
11411,1,-3,2,-2,2,0,4
11412,0,0,0,0,0,0,0
11413,4,-3,3,-3,0,3,4
11414,0,0,4,-3,-1,0,4
11415,0,0,0,0,0,0,0
11416,0,0,0,0,0,0,0
11417,-1,4,-3,-1,0,0,3
11418,0,0,0,0,0,0,0
11419,0,0,0,0,0,0,0
11420,1,0,-1,0,1,0,0
11421,0,0,-1,2,-2,2,5
11422,-2,3,-3,2,1,-3,3
11423,0,0,0,0,0,0,0
11424,4,-3,-1,0,4,-3,1
11425,0,0,0,0,0,0,0
11426,-2,-1,3,-3,3,0,4
11427,4,-1,-2,-1,0,0,2
11428,1,-2,3,-1,1,-3,4
11429,0,0,0,0,0,0,0
11430,0,1,-3,0,3,0,1
11431,0,0,0,0,0,0,0
11432,0,0,0,0,0,0,0
11433,-3,3,-2,2,-3,3,5
11434,0,1,-1,1,-1,0,0
11435,0,0,-1,2,-1,-1,5
11436,4,-3,3,-1,1,-3,4
11437,3,0,-3,-1,0,0,2
11438,-2,2,-1,-1,0,-1,3
11439,0,-3,-1,0,0,0,0
11440,0,-3,3,-1,-2,3,4
11441,4,-3,0,3,-3,3,2
11442,1,-2,1,2,-1,-1,2
11443,0,0,0,0,0,0,0
11444,0,0,0,0,0,4,0
11445,-2,2,-2,0,0,0,3
11446,0,0,0,0,0,0,0
11447,3,-1,-2,3,-3,3,2
11448,1,0,-1,3,0,-2,5
11449,-1,0,0,0,0,0,0
11450,0,0,0,0,0,0,0
11451,0,0,0,0,0,0,0
11452,0,0,0,0,0,0,0
11453,0,0,0,0,0,0,0
11454,0,0,0,0,0,0,0
11455,0,4,-3,-1,0,0,3
11456,3,-3,3,-1,-2,2,4
11457,0,0,4,-3,3,-3,4
11458,-1,0,0,0,0,0,0
11459,3,-2,-1,3,-3,-1,2
11460,0,0,0,0,0,0,0
11462,4,-3,-1,0,0,0,2
11463,0,0,-2,3,-3,3,5
11464,-3,3,-3,1,2,-3,3
11465,0,0,0,0,0,0,0
11466,-1,4,-3,-1,0,0,3
11467,0,0,0,0,4,-3,1
11468,-2,1,0,-2,3,-3,1
11469,4,0,-3,-1,4,-3,1
11470,0,0,0,0,0,0,0
11471,0,0,0,4,-3,3,5
11472,3,-1,-2,3,-1,-2,2
11473,2,-3,3,0,-2,-1,4
11474,3,-2,1,1,0,-3,2
11475,0,0,0,0,0,0,0
11476,-1,-1,1,-1,0,0,0
11477,2,1,-3,1,1,0,0
11478,0,0,0,0,0,0,0
11479,-2,-1,3,-2,0,1,4
11480,0,4,-3,-1,0,4,3
11481,0,0,4,-3,-1,0,4
11482,-3,3,-3,0,2,-1,3
11483,1,-1,0,2,-3,2,2
11484,0,0,0,0,0,0,0
11485,0,0,0,0,4,-3,1
11486,4,-2,2,-3,-1,0,4
11487,0,0,0,0,0,0,0
11488,-1,1,1,0,-2,1,0
11489,-1,3,-2,1,-1,0,3
11490,-3,3,-3,-1,0,0,3
11491,0,4,-3,0,3,-1,3
11492,1,2,-3,3,-2,1,5
11493,1,0,-1,1,-1,0,0
11494,3,-3,-1,0,0,0,2
11495,0,4,-3,-1,0,0,3
11496,0,0,0,0,0,0,0
11497,0,0,0,0,0,0,0
11498,-1,3,-2,-1,0,3,3
11499,0,-3,3,-3,-1,0,4
11500,0,3,-3,0,3,-2,3
11501,0,1,-2,3,-2,1,5
11502,-2,1,0,-2,0,-1,0
11503,-3,3,-3,-1,4,-2,3
11504,4,-3,-1,0,0,0,2
11505,-3,3,-3,-1,0,0,3
11506,0,0,0,0,0,0,0
11507,-1,3,0,-1,0,-1,3
11508,0,0,0,4,-3,-1,5
11509,0,0,0,4,-3,-1,5
11510,0,-2,3,-3,0,3,4
11511,0,0,0,0,0,0,0
11512,0,0,0,0,0,4,0
11513,4,-3,3,-3,-1,0,4
11514,0,0,0,0,0,0,0
11515,-3,2,-1,0,-1,3,3
11516,4,0,-2,-1,3,-1,1
11517,-1,0,0,0,0,0,0
11518,0,4,0,-1,-2,0,3
11519,0,0,0,0,0,0,0
11520,-2,1,0,-1,0,2,0
11521,0,0,0,0,0,0,0
11522,0,0,0,0,0,0,0
11523,0,0,4,-3,-1,4,4
11524,0,4,0,-3,-1,0,3
11525,1,-2,2,0,0,-1,4
11526,3,-3,3,-2,-1,3,4
11527,3,-2,0,1,0,-2,2
11528,0,-2,-1,4,-2,-1,5
11529,-1,0,4,-3,-1,4,4
11530,4,-3,-1,4,-3,3,2
11531,-1,0,0,0,0,0,0
11532,0,4,-3,-1,0,0,3
11533,-2,2,-2,3,-1,-2,5
11534,0,0,0,0,0,0,0
11535,0,0,0,0,4,-1,1
11536,-3,-1,0,0,0,0,0
11537,4,0,-3,0,-1,0,2
11538,0,0,0,0,0,0,0
11539,0,0,0,0,0,0,0
11540,-1,-1,3,-3,3,-2,4
11541,0,4,-3,0,-1,0,3
11543,2,-1,-1,0,1,-1,2
11544,-2,-1,4,-2,-1,3,4
11545,0,4,-3,3,-3,-1,5
11546,0,3,-3,3,-3,3,5
11547,0,0,0,0,0,0,0
11548,-3,3,-3,-1,4,-1,3
11549,-1,3,-3,3,-2,0,5
11550,0,0,0,0,0,0,0
11551,-3,0,3,-3,3,-3,4
11552,0,4,-3,-1,0,0,3
11553,0,4,-3,3,-3,-1,5
11554,0,0,4,-3,-1,0,4
11555,0,4,-3,-1,0,0,3
11556,4,-1,1,-3,3,-2,1
11557,-3,3,-3,3,-1,-2,5
11558,-1,0,0,4,-3,-1,5
11559,-1,0,0,0,0,0,0
11560,0,4,-3,-1,0,0,3
11561,-1,3,-2,-1,3,-3,3
11562,0,-3,3,0,-2,0,4
11563,0,0,0,0,0,4,0
11564,3,-1,-1,-1,0,-1,2
11565,4,-3,3,-3,-1,0,4
11566,0,0,0,0,0,0,0
11567,0,0,0,0,0,4,0
11568,1,1,0,-1,1,-1,0
11569,0,0,0,4,-3,-1,5
11570,3,-2,0,2,-3,0,2
11571,-1,-2,2,1,-1,-2,0
11572,-1,3,-3,3,-3,3,5
11573,-1,3,-3,1,1,-1,3
11574,0,0,0,0,0,0,0
11575,0,0,0,0,0,0,0
11577,0,0,0,0,0,0,0
11578,0,3,0,-3,1,-1,3
11579,0,1,-2,0,0,-1,0
11580,0,0,0,0,0,0,0
11581,-3,-1,0,4,-3,-1,5
11582,0,0,0,0,0,0,0
11583,-1,0,0,0,0,0,0
11584,-2,3,-3,-1,0,4,3
11585,-3,0,3,-3,-1,0,4
11586,0,0,0,0,4,-3,1
11587,0,0,0,0,0,0,0
11588,4,-1,-2,0,3,0,1
11589,-1,-1,-1,0,4,-3,1
11590,-2,3,-2,-1,2,-2,3
11591,0,0,0,0,0,0,0
11592,4,-3,-1,0,0,0,2
11593,0,0,0,4,0,-3,5
11594,0,4,-3,3,-3,-1,5
11595,0,0,0,0,0,0,0
11596,-2,1,0,-1,0,-1,0
11597,0,0,0,0,4,-3,1
11598,-1,1,0,2,-2,0,5
11599,0,0,0,0,0,0,0
11600,3,-3,3,-1,-2,0,4
11601,0,-2,1,0,1,-2,0
11602,0,0,-2,3,-1,-2,5
11603,-3,3,-3,-1,0,4,3
11604,-2,-1,3,-3,3,-3,4
11605,3,-3,0,3,-2,-1,2
11606,0,0,0,0,0,0,0
11607,0,0,0,0,0,0,0
11608,1,-1,-2,3,-3,3,5
11609,-3,3,0,-1,-2,-1,3
11610,0,0,0,0,0,0,0
11611,-3,3,-1,-1,-1,2,3
11612,0,0,0,4,0,-3,5
11613,0,0,0,0,0,0,0
11614,0,0,0,0,0,0,0
11615,3,-3,3,-1,-1,-1,4
11616,0,2,-2,3,0,-1,5
11617,0,0,0,4,0,-1,5
11618,-3,3,-3,-1,0,0,3
11619,-1,0,0,0,0,0,0
11620,0,0,0,0,0,0,0
11621,0,3,-3,-1,0,0,3
11622,1,-3,3,-3,3,-3,4
11623,0,0,0,0,0,4,0
11624,0,0,4,-3,-1,0,4
11625,0,0,0,0,0,0,0
11626,3,-3,-1,0,0,0,2
11627,-3,3,-3,3,-2,1,5
11628,-3,-1,4,-3,-1,0,4
11629,0,0,0,0,0,0,0
11630,0,0,0,0,0,0,0
11632,-2,-1,4,-3,-1,4,4
11633,0,0,0,0,0,0,0
11634,0,0,0,0,0,0,0
11635,-1,0,0,0,0,4,0
11636,0,0,0,0,0,0,0
11637,-1,1,-1,-1,2,0,3
11638,4,-3,3,-3,3,-3,4
11639,0,0,0,0,0,0,0
11640,3,-3,-1,0,0,0,2
11641,0,0,0,0,0,0,0
11642,0,0,0,0,0,0,0
11643,0,0,0,0,0,0,0
11644,0,0,0,0,0,0,0
11645,0,0,0,0,0,0,0
11646,0,-1,-2,-1,0,0,0
11647,-1,-1,-1,0,4,0,1
11648,0,0,0,0,0,0,0
11649,0,0,0,0,4,-3,1
11650,0,0,0,0,0,0,0
11651,0,0,0,0,0,0,0
11652,0,0,0,0,0,0,0
11653,0,0,0,0,0,0,0
11655,0,4,0,-3,3,-1,3
11656,4,-3,-1,0,0,0,2
11657,-1,1,0,-1,1,0,0
11658,-2,-1,3,0,-3,3,4
11659,4,0,-3,3,-2,0,2
11660,0,0,0,0,0,4,0
11661,0,0,0,0,0,0,0
11662,0,0,0,4,-3,3,5
11663,0,0,0,0,0,0,0
11664,0,0,0,0,0,0,0
11665,0,0,4,0,-2,-1,4
11666,0,4,-3,-1,0,0,3
11667,-1,1,-2,1,-1,0,5
11668,-2,0,3,-2,-1,3,4
11669,0,0,0,0,4,-3,1
11670,0,-2,2,-3,1,0,4
11671,-1,4,0,-1,-1,0,3
11672,0,0,0,0,0,0,0
11673,4,0,-2,-1,-1,0,2
11674,3,-3,3,-3,3,-3,4
11675,4,-3,-1,0,0,0,2
11676,4,-3,3,-3,-1,0,4
11677,3,-1,0,-1,1,-1,2
11678,0,0,0,0,0,0,0
11679,0,0,4,-1,-2,-1,4
11680,-1,0,0,1,-2,3,0
11681,1,2,-2,0,-1,3,3
11682,1,-1,0,-1,0,0,0
11683,-1,0,0,4,0,0,5
11684,0,0,4,-3,-1,4,4
11685,-3,-1,0,0,0,0,0
11686,0,0,0,0,0,0,0
11687,0,4,-3,-1,0,0,3
11688,0,0,0,0,0,0,0
11689,-3,2,1,-1,-2,3,0
11690,0,0,0,0,0,0,0
11691,4,-3,0,3,-3,-1,2
11692,0,0,0,4,-3,-1,5
11693,0,0,0,0,0,0,0
11694,0,0,0,0,0,0,0
11695,4,-3,3,-1,0,-2,4
11696,0,0,0,0,0,0,0
11697,0,3,-3,0,0,3,3
11698,-1,0,0,0,0,0,0
11699,0,3,-2,0,1,-2,3
11700,1,-2,2,-2,1,-1,4
11701,-3,3,-3,-1,0,4,3
11702,4,-3,-1,0,0,0,2
11703,0,0,0,0,0,0,0
11704,0,4,-3,-1,4,-3,3
11705,0,-3,1,-1,3,-3,1
11706,1,0,-1,-1,3,-2,1
11707,0,0,0,0,0,0,0
11708,-1,0,-2,3,-3,0,5
11709,-1,1,0,-1,1,-1,0
11710,-3,3,0,-3,3,-2,3
11711,1,2,-2,1,0,-1,3
11712,1,0,-1,0,1,0,0
11713,2,-3,-1,0,0,0,2
11714,-1,4,-2,1,-1,-1,3
11715,0,0,0,0,0,0,0
11716,0,0,0,0,0,4,0
11717,0,0,0,0,0,0,0
11718,1,0,-1,0,0,1,0
11719,0,-1,4,0,-2,-1,4
11720,2,-3,3,-1,-2,0,4
11721,0,4,-3,0,-1,4,3
11722,4,-2,-1,-1,0,0,2
11723,2,1,-3,3,0,-2,5
11724,-3,-1,0,0,0,0,0
11725,0,0,0,0,0,0,0
11726,-1,4,-3,-1,4,-3,3
11728,3,0,-3,1,2,-3,1
11729,0,0,0,0,0,0,0
11730,0,4,-3,-1,0,4,3
11731,-1,0,0,0,0,4,0
11732,0,0,4,-3,3,-3,4
11733,0,0,4,-3,3,-3,4
11734,4,-1,-2,-1,0,0,2
11735,0,-1,0,0,0,0,0
11736,0,0,0,0,0,0,0
11737,-1,0,0,0,4,-3,1
11738,0,4,-3,-1,0,4,3
11739,0,0,0,0,0,0,0
11740,0,0,0,4,-3,-1,5
11741,0,4,-3,3,-3,0,5
11742,2,0,-2,2,-2,0,2
11743,0,0,0,0,0,0,0
11744,-1,4,-3,-1,4,-1,3
11745,-2,2,0,-2,3,-3,3
11746,-3,0,3,-1,-1,1,4
11747,4,-3,3,0,-1,-2,2
11748,-2,1,-2,3,-2,1,5
11749,3,-1,0,-1,-1,3,2
11750,0,0,0,0,0,0,0
11751,-1,0,-1,3,-2,-1,5
11752,3,-2,1,-1,1,0,2
11753,3,-3,-1,0,0,0,2
11754,0,0,0,0,0,0,0
11755,4,-1,-2,3,-3,3,2
11756,-2,0,1,0,-1,1,0
11757,-3,3,-3,3,-3,0,5
11758,0,0,0,0,0,0,0
11759,4,-2,-1,3,-3,-1,2
11760,0,-1,3,-3,-1,4,4
11761,3,0,-3,3,-3,-1,2
11762,1,-2,3,-1,0,-2,4
11763,-2,-1,0,4,-3,-1,5
11764,0,0,0,0,0,0,0
11765,0,1,-2,1,1,-1,0
11766,3,-3,-1,0,4,-3,1
11767,3,-1,-2,0,-1,4,2
11768,3,-2,2,-2,0,1,4
11769,2,1,-2,-1,0,3,0
11770,2,-2,-1,3,-3,1,2
11771,-1,0,0,0,0,0,0
11772,0,-2,-1,3,-3,3,5
11773,0,-3,-1,0,0,0,0
11774,-2,2,1,-2,0,0,0
11775,-1,0,4,-1,-2,0,4
11776,3,-3,3,-2,0,1,4
11777,0,0,0,0,0,0,0
11778,0,4,-3,3,-3,3,5
11779,-3,-1,0,0,0,0,0
11780,-1,-2,3,0,-3,0,4
11781,0,0,0,0,0,0,0
11782,0,0,0,0,0,0,0
11783,0,3,-2,1,-2,2,5
11784,0,0,0,0,0,0,0
11785,4,-3,-1,0,0,0,2
11786,0,0,0,0,0,0,0
11787,0,4,-3,-1,0,4,3
11788,0,3,0,-3,-1,4,3
11789,-3,3,-3,2,-2,-1,5
11790,-2,0,1,-1,0,0,0
11791,0,0,0,0,0,0,0
11792,0,0,0,0,4,-3,1
11793,0,0,0,0,4,-3,1
11794,0,0,0,0,0,0,0
11795,-2,-1,1,-1,3,0,1
11796,0,0,4,0,-3,3,4
11797,3,-3,3,-3,-1,4,4
11798,-3,3,-3,-1,0,0,3
11799,1,-2,3,-3,3,-2,4
11800,0,2,-3,2,1,-1,3
11801,0,0,0,0,0,0,0
11802,-2,1,0,0,1,0,0
11803,-3,-1,4,-3,-1,0,4
11804,0,0,0,0,0,0,0
11805,0,0,0,0,0,0,0
11806,0,0,0,0,0,0,0
11807,1,-2,3,-3,3,-2,4
11808,-2,3,-2,-1,3,0,3
11809,-1,0,4,-3,-1,0,4
11810,0,0,0,4,-3,-1,5
11811,0,0,0,0,0,0,0
11812,0,0,0,0,0,0,0
11813,-2,3,-3,3,-3,3,5
11814,4,-2,1,-2,2,-2,1
11815,4,-3,-1,0,0,0,2
11816,-3,-1,0,0,0,0,0
11817,0,4,-3,3,-3,3,5
11818,0,-2,2,0,-2,0,0
11819,-1,4,-3,-1,0,0,3
11820,-1,0,0,0,4,0,1
11821,-1,-2,2,-2,0,2,4
11822,4,-3,-1,0,0,0,2
11823,0,0,0,0,0,0,0
11824,4,-3,-1,4,-3,-1,2
11825,0,0,0,0,0,0,0
11826,-2,-1,1,2,-1,-1,0
11827,0,0,0,0,0,0,0
11828,3,-3,2,0,0,0,2
11829,4,-3,3,0,-3,-1,2
11830,0,0,0,0,0,0,0
11831,-1,0,4,-3,3,-3,4
11832,0,0,0,0,0,0,0
11833,0,0,0,0,0,0,0
11834,0,0,-1,1,-2,3,0
11835,3,-3,3,-3,3,-3,4
11836,3,-2,0,0,2,-3,1
11837,-1,3,-1,-2,2,-1,3
11838,0,0,0,0,0,0,0
11839,3,0,-3,2,0,-1,2
11840,-1,0,0,0,0,0,0
11841,3,-2,1,-1,0,1,2
11842,0,0,0,0,0,0,0
11843,2,1,-3,1,2,-1,1
11844,0,0,0,0,0,0,0
11845,0,0,0,0,0,0,0
11846,2,-1,-1,-1,0,3,2
11847,0,3,0,-2,0,2,3
11848,0,0,0,0,0,0,0
11849,0,0,0,4,-3,-1,5
11850,0,0,0,0,0,4,0
11851,0,0,0,0,0,0,0
11852,0,0,0,4,-3,-1,5
11853,0,0,0,0,0,0,0
11854,0,0,0,0,0,4,0
11855,3,-3,3,-3,3,-3,4
11856,0,0,0,0,0,0,0
11857,-3,3,-3,-1,4,-3,3
11859,0,4,-1,-2,2,-2,3
11860,-2,2,-3,2,-2,2,5
11861,-1,0,0,-1,-1,0,0
11862,1,1,-2,3,-3,3,5
11863,4,-3,-1,4,-1,-2,2
11864,0,0,0,0,0,0,0
11865,1,-2,2,-3,2,-1,4
11866,1,-1,2,0,-3,2,0
11867,3,0,-3,3,-3,3,2
11869,0,4,-3,-1,4,-3,3
11870,3,-1,0,-1,2,-1,1
11871,0,0,0,0,0,0,0
11872,0,0,0,0,0,0,0
11873,0,0,0,0,0,0,0
11874,3,-3,-1,0,0,0,2
11875,-1,-1,0,0,0,0,0
11876,-3,3,-2,2,0,-3,3
11877,2,0,0,-1,1,-1,0
11878,0,-3,3,-3,2,-2,4
11879,-1,-2,1,2,-3,3,5
11880,-3,-1,0,4,0,-3,5
11881,0,-1,-2,-1,4,-3,1
11882,0,0,0,0,0,0,0
11883,0,0,0,0,0,0,0
11884,0,0,0,0,0,0,0
11885,-3,1,2,-3,-1,0,4
11886,0,0,1,-1,1,-1,0
11887,0,0,0,0,0,0,0
11888,-3,1,-1,-1,0,4,3
11889,-1,4,-3,-1,0,0,3
11890,4,-3,-1,0,0,0,2
11891,0,0,0,0,0,0,0
11892,0,-2,1,1,0,-1,0
11893,0,0,0,0,0,0,0
11895,0,0,0,0,0,0,0
11896,-2,-1,0,-1,4,-3,1
11897,-3,-1,0,4,-3,0,5
11898,0,0,0,0,0,0,0
11899,0,0,0,0,0,0,0
11900,4,-3,-1,0,0,0,2
11901,-1,0,0,0,0,0,0
11902,4,-3,-1,0,4,-2,1
11903,3,0,-3,3,-1,-2,2
11904,-3,3,-3,-1,4,-3,3
11905,0,3,-3,-1,4,-3,3
11906,-1,0,3,-3,3,-3,4
11907,-3,3,-3,3,-1,-1,5
11908,-2,0,3,-1,0,0,4
11909,-2,-1,0,0,4,-2,1
11910,3,-3,0,3,-1,-1,2
11911,0,0,4,-3,-1,0,4
11912,0,0,0,0,0,0,0
11913,0,0,0,0,0,0,0
11914,2,-3,3,-1,-2,3,4
11915,0,0,0,0,0,0,0
11916,0,0,0,0,0,0,0
11917,0,-1,-1,1,0,-1,0
11918,0,0,0,0,0,0,0
11919,0,0,0,0,0,0,0
11920,-3,-1,4,-3,-1,0,4
11921,0,0,0,0,0,0,0
