CUSTNO,변동폭_Monetary_가구인테리어/잡화_고가_등급,변동폭_Monetary_가구인테리어/잡화_저가_등급,변동폭_Monetary_가구인테리어/잡화_중가_등급,변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,변동폭_Monetary_교육문화/아동_고가_등급,변동폭_Monetary_교육문화/아동_저가_등급,변동폭_Monetary_교육문화/아동_중가_등급,변동폭_Monetary_식품/생활_고가_등급,변동폭_Monetary_식품/생활_저가_등급,변동폭_Monetary_식품/생활_중가_등급,변동폭_Monetary_의류/이미용_고가_등급,변동폭_Monetary_의류/이미용_저가_등급,변동폭_Monetary_의류/이미용_중가_등급,변동폭_Monetary_침구/주방_고가_등급,변동폭_Monetary_침구/주방_저가_등급,변동폭_Monetary_침구/주방_중가_등급,절대변동폭_Monetary_가구인테리어/잡화_고가_등급,절대변동폭_Monetary_가구인테리어/잡화_저가_등급,절대변동폭_Monetary_가구인테리어/잡화_중가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,절대변동폭_Monetary_교육문화/아동_고가_등급,절대변동폭_Monetary_교육문화/아동_저가_등급,절대변동폭_Monetary_교육문화/아동_중가_등급,절대변동폭_Monetary_식품/생활_고가_등급,절대변동폭_Monetary_식품/생활_저가_등급,절대변동폭_Monetary_식품/생활_중가_등급,절대변동폭_Monetary_의류/이미용_고가_등급,절대변동폭_Monetary_의류/이미용_저가_등급,절대변동폭_Monetary_의류/이미용_중가_등급,절대변동폭_Monetary_침구/주방_고가_등급,절대변동폭_Monetary_침구/주방_저가_등급,절대변동폭_Monetary_침구/주방_중가_등급
9388,1,-4,-1,2,0,2,0,1,0,-3,0,-1,1,-1,-1,2,-1,2,0,8,2,4,0,2,0,6,0,0,0,0,0,0,2,8,0,2
9389,1,-1,-3,0,0,0,0,0,1,0,0,0,1,0,-2,-1,1,0,2,2,2,0,0,2,0,0,0,2,0,0,2,2,2,0,6,0
9390,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,-1,0,2,2,0,0,2,0,0,2,2,2,0,2,0,0,0,0,4
9391,0,-1,0,0,0,-2,0,0,0,0,-1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0
9392,2,-1,4,0,0,-1,-1,-2,-1,-1,-1,1,0,0,0,0,-2,2,6,2,8,0,0,2,0,0,0,2,2,4,0,0,2,0,0,4
9393,0,0,0,0,-4,0,0,1,1,-1,-1,-1,0,-1,-1,0,-1,-2,0,2,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0
9394,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-3,0,0,0,0,0,4,0,0,0,2,2,0,2,0,0,0,0,0
9395,-2,-2,0,0,0,0,-1,0,0,-1,0,-1,-3,-2,1,0,0,-3,0,4,0,0,0,0,2,0,0,4,2,0,2,4,2,2,0,10
9396,1,-4,-3,0,0,-4,0,0,0,-1,1,3,-1,1,1,3,-1,-2,2,4,12,0,0,6,0,0,0,2,2,8,2,2,2,2,2,0
9397,2,4,2,0,0,-3,-2,-4,0,-1,-1,-2,0,0,-2,0,-1,-4,4,8,2,0,0,2,2,8,6,2,0,6,4,0,0,2,0,4
9398,3,0,3,0,0,4,0,0,0,0,0,0,5,2,-1,-1,1,3,6,0,6,0,0,2,0,0,0,6,0,8,4,2,6,4,4,6
9399,0,1,-1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,4
9400,0,4,0,0,4,-1,0,2,1,1,-1,0,0,0,1,0,0,0,0,2,0,2,4,4,0,4,2,2,2,0,0,0,2,10,4,10
9401,0,0,-2,0,1,0,0,0,0,-1,-2,-1,-1,-1,-1,-1,-2,0,0,0,0,0,4,0,0,0,0,2,2,2,0,2,0,0,4,0
9402,0,0,0,-2,0,0,-3,2,0,0,0,-1,-2,1,-1,0,-1,-1,0,2,4,2,0,4,2,4,2,0,2,2,6,2,2,4,4,6
9403,-1,-1,0,0,0,3,0,0,0,-2,1,-1,1,1,1,0,0,0,2,2,6,0,0,4,0,0,0,2,0,2,0,2,2,4,0,0
9404,0,-1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,2,2,0,4,2,0,2,0,0,0,0,0,6,0
9405,0,1,0,0,-3,-1,-2,-1,-1,0,-1,-3,0,-2,0,0,-2,-1,0,4,0,0,2,0,12,4,0,2,0,0,0,2,2,0,4,0
9406,-3,-2,0,0,0,-2,0,2,-1,0,0,0,2,-1,0,-4,-1,-2,0,4,0,0,2,4,0,2,2,10,0,0,0,2,0,0,2,0
9407,1,2,0,0,0,-2,0,0,0,1,0,1,0,0,-2,0,2,2,0,4,0,0,4,0,0,0,0,0,0,2,2,2,2,2,4,4
9408,-1,-3,-3,0,0,1,0,-4,0,-4,-1,-1,-1,0,0,0,0,-1,2,6,4,0,0,2,0,6,2,6,2,0,4,2,2,2,2,0
9409,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
9410,0,1,0,0,-5,0,0,2,1,0,2,1,0,2,2,0,3,-2,0,4,0,0,0,0,0,8,2,0,4,2,0,2,0,0,8,0
9411,0,-1,-1,0,0,-2,0,0,1,-1,0,0,-3,0,-2,0,0,0,0,6,2,0,0,2,0,0,4,2,0,0,2,0,2,0,0,0
9412,0,1,-1,0,0,-1,0,-2,-1,2,-1,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,2,2,4,0,2,0,0,0
9413,-1,0,0,0,0,-2,0,-5,2,-1,-1,0,-1,-4,0,0,-2,0,4,2,0,0,0,2,0,0,2,0,0,0,6,0,2,0,0,0
9414,0,0,0,2,-2,0,0,1,-1,0,0,1,0,1,0,0,1,0,0,4,0,2,0,0,0,2,2,0,2,2,4,0,2,0,4,0
9415,0,0,-1,0,0,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,4,2,0,0,0,4,0,0,4,0,2,0,0,0,0,0,0
9416,0,4,-1,0,-1,1,0,3,0,0,-1,-1,0,1,0,0,0,0,0,4,0,0,0,4,0,6,2,4,0,0,0,6,2,0,2,0
9417,0,2,2,-1,0,2,0,1,0,-1,0,0,-2,0,0,0,0,0,0,4,4,0,0,6,0,2,2,6,0,4,2,0,4,0,0,0
9418,1,1,-1,0,1,4,0,0,4,0,-1,3,1,2,0,0,-1,-1,2,2,2,4,0,4,0,0,12,2,0,6,2,8,2,0,0,0
9419,-1,0,-2,2,0,0,0,1,1,1,0,0,-1,-1,-2,-3,-1,-4,4,2,0,2,0,4,0,2,0,0,0,4,2,2,2,6,6,0
9420,0,1,1,0,0,-3,0,0,0,1,1,0,1,0,0,3,0,-3,2,0,4,0,0,4,0,0,0,0,2,0,2,0,0,4,0,0
9421,0,3,0,0,0,-1,0,0,-3,-1,-1,3,2,0,1,-3,0,-2,2,0,4,0,0,2,8,4,2,4,0,2,0,0,2,10,0,0
9422,0,0,0,0,-2,0,0,0,5,-1,-1,-1,0,0,2,0,-2,0,0,2,0,0,2,0,0,0,10,0,2,0,0,2,4,0,2,0
9423,-1,0,0,0,0,-1,0,1,-1,0,-1,0,-1,-1,0,0,2,0,2,2,0,0,0,6,0,2,0,0,2,0,4,4,0,0,2,0
9424,0,0,5,0,0,-1,-3,-2,-1,-2,-2,-3,-1,0,-1,-3,-2,1,0,2,8,0,0,0,0,0,0,4,4,4,2,2,2,0,4,2
9425,1,3,1,3,2,2,1,3,6,1,1,0,1,0,0,1,0,1,0,6,2,0,4,6,2,6,0,0,2,0,0,0,6,0,0,2
9426,0,-2,0,0,1,0,0,2,0,1,1,0,1,0,-2,0,1,1,0,2,0,0,2,0,2,4,0,4,0,2,2,2,4,0,2,6
9427,0,1,1,0,0,-1,-1,0,0,-1,0,1,-2,2,1,0,0,0,0,2,4,0,2,2,0,10,2,0,0,0,2,2,2,0,0,0
9428,0,-4,-3,0,0,-2,0,-2,-1,-1,-1,-1,-2,-1,-1,2,-1,-1,0,0,2,2,0,0,0,0,4,0,0,0,2,2,0,0,0,0
9429,0,-1,0,0,-1,0,0,0,0,0,-2,0,0,-1,0,0,1,0,0,4,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,0
9430,-3,0,0,2,0,0,1,-4,1,-1,-1,0,0,0,1,0,-3,0,0,2,0,2,0,2,4,0,2,0,2,0,2,0,0,2,8,2
9431,2,1,-2,0,0,-1,-2,0,-2,-2,0,-1,2,3,0,1,3,3,4,2,2,0,0,4,0,10,0,2,0,0,2,4,0,4,6,6
9432,1,4,-1,0,0,-3,0,0,-1,0,0,-2,1,0,-2,2,0,0,2,8,2,6,0,4,0,0,2,8,0,0,0,4,2,2,2,6
9433,-1,0,3,6,0,3,0,2,1,2,0,1,1,0,0,5,1,6,6,2,4,4,0,2,0,4,0,4,0,2,0,2,0,2,4,6
9434,0,0,-2,0,-1,-1,0,-2,-2,-1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,4,2,0,0,0,0,2,0,0,2,0
9435,0,-2,0,0,0,4,0,2,0,-3,-1,0,0,1,0,-6,-1,0,4,2,2,4,0,10,0,4,2,10,0,0,4,2,6,12,0,6
9436,3,-2,0,0,-3,0,0,0,0,-3,-2,-3,-1,-2,0,3,-1,0,0,2,2,0,6,2,0,0,0,6,2,2,2,2,0,4,0,0
9437,0,0,2,0,0,3,-3,-2,-3,1,1,-1,1,-1,0,0,4,2,0,4,2,0,4,6,14,2,6,0,2,2,0,2,4,0,6,4
9438,0,0,1,0,0,2,0,-4,1,1,-1,0,0,-2,-1,3,0,3,4,4,2,0,0,2,0,0,0,2,0,0,0,0,2,6,0,6
9439,-1,3,0,0,0,0,0,2,0,-2,0,-1,1,0,-1,3,0,0,0,4,2,0,0,2,0,4,0,2,0,2,0,4,2,6,2,2
9440,-2,2,-3,2,0,-1,0,0,-2,-5,0,0,0,0,0,-6,-1,1,6,2,4,2,0,2,0,0,8,2,0,0,2,4,0,0,6,2
9441,0,1,-1,0,0,-3,2,-1,-1,1,0,0,0,-1,0,0,-1,0,4,0,10,0,10,4,6,4,0,6,2,4,2,2,0,0,2,0
9442,-4,-1,-2,0,3,0,0,0,-1,4,0,1,1,0,0,1,-1,0,4,6,2,0,8,6,0,0,0,6,2,2,2,0,2,2,2,0
9443,1,0,0,0,0,0,1,2,-2,0,0,0,1,-2,2,1,2,0,2,2,0,0,0,2,2,4,4,0,0,0,0,4,0,2,0,4
9444,0,2,-1,0,0,-1,0,-3,1,0,0,2,-3,-1,0,-1,-4,0,0,6,4,0,0,8,0,2,0,0,2,4,4,2,2,0,2,0
9445,0,-2,0,0,3,0,1,0,0,0,1,1,0,1,0,0,-3,0,0,2,0,0,6,0,2,8,2,0,0,0,0,2,0,0,4,0
9446,0,-1,-1,0,0,1,0,1,0,1,0,0,-1,0,0,0,3,2,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,4,4
9447,0,-2,-1,0,-1,2,0,-1,0,-2,0,-1,1,-1,-1,0,0,0,0,0,4,0,2,0,2,4,2,0,2,4,0,2,4,0,0,0
9448,1,-1,-1,0,2,0,0,0,2,-2,0,0,1,0,-1,-2,0,-3,4,2,6,0,4,6,0,0,4,0,0,0,2,0,2,0,2,0
9449,0,-1,2,0,3,3,1,1,0,-1,-1,-1,-1,-1,-2,0,1,0,0,2,4,0,2,2,2,0,4,4,0,0,2,0,4,0,4,0
9450,0,0,-1,0,0,0,0,1,1,2,0,-1,0,-2,2,0,1,0,0,2,0,0,0,0,4,0,2,0,2,4,0,0,0,0,2,2
9451,0,2,1,0,-1,2,0,3,1,-4,-1,-2,2,-1,1,1,-2,0,0,0,2,0,4,0,2,4,0,6,2,6,2,0,2,4,4,2
9452,4,4,-3,0,0,-1,0,0,-3,0,0,0,0,0,0,4,0,1,4,0,0,2,0,4,4,2,6,2,0,0,2,0,2,4,0,4
9453,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,4,0,2,0,0,2,0,2,0
9454,-3,-3,5,0,0,0,3,2,0,0,0,-1,0,1,-1,-1,-2,-3,2,2,6,0,0,4,6,4,2,0,0,4,0,2,0,8,0,6
9455,0,-2,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,8,0
9456,0,-1,0,0,2,2,0,6,0,4,0,0,0,1,0,0,-1,0,0,0,2,0,4,2,0,12,2,10,0,0,0,4,0,0,0,0
9457,0,1,4,0,0,-1,0,0,-1,1,0,0,1,0,-1,0,0,0,0,4,2,0,0,2,0,0,0,4,2,0,2,0,0,0,0,0
9458,0,-6,0,0,0,0,0,0,1,-1,0,0,-2,0,-2,0,0,0,0,10,6,0,0,0,0,0,0,2,0,2,4,0,2,0,0,0
9459,0,1,0,0,1,4,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,2,0
9460,3,1,0,2,0,3,0,0,-2,-2,1,0,1,2,0,0,2,-4,2,0,2,0,0,4,0,0,2,0,2,12,0,4,0,2,4,0
9461,0,-1,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,-3,0,0,0,2,6,0,2,0,2,0,2,0,2,0,2,0,6,8,0
9462,0,-2,0,0,1,0,0,0,-1,0,1,0,-1,1,-1,0,-2,0,0,2,0,0,2,0,0,2,2,2,4,0,0,2,0,0,2,0
9463,0,2,1,0,0,-1,0,-1,4,0,0,0,-1,-1,1,-1,-1,0,0,0,0,0,2,4,0,2,6,4,0,0,0,2,2,2,0,4
9464,0,-3,0,0,0,0,-1,1,0,0,-1,0,-3,-2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,2,2,0,6,0
9465,0,1,-1,0,0,0,0,0,2,1,0,1,1,0,-1,2,0,0,0,0,6,0,0,4,0,0,2,0,0,2,2,0,0,0,0,0
9466,-1,-2,1,0,0,0,0,0,0,-1,-1,0,0,-3,0,1,-1,0,0,2,6,0,0,2,0,0,2,0,2,2,0,0,0,2,0,0
9467,4,3,2,2,0,2,0,5,-1,1,2,0,3,1,1,6,1,5,8,0,4,2,0,4,0,6,2,0,2,0,2,2,0,6,2,10
9468,0,0,0,0,0,-2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0
9469,0,-1,-1,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,-2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0
9470,0,-4,-1,0,-3,-3,-2,-6,-2,-2,-3,-5,2,-3,-1,0,-4,0,0,0,0,0,0,2,0,6,0,2,2,0,4,0,0,0,8,0
9471,0,-2,0,0,0,0,-2,-1,0,-1,-1,0,0,-1,-1,0,-2,0,0,2,0,0,0,0,0,8,4,4,2,2,0,2,0,0,2,0
9472,0,1,-1,0,2,0,0,-1,2,-1,-1,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,4,0,0,2,0,6,2,0,0,0
9473,-1,3,-1,-1,0,-1,0,2,1,-2,0,-1,-5,0,0,2,-1,-4,4,4,2,0,0,0,0,4,0,0,0,0,4,4,2,2,0,2
9474,-1,-1,-2,0,-2,0,3,6,0,1,1,2,1,3,0,1,4,0,2,0,0,0,0,6,6,6,2,0,2,0,2,2,4,2,8,0
9475,0,1,0,0,-1,1,0,0,1,0,0,0,0,-2,0,-5,0,0,0,4,0,0,6,4,0,2,2,0,0,0,0,2,2,0,6,2
9476,0,4,-2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,-1,2,6,4,0,0,4,0,0,2,0,0,0,0,0,2,4,0,4
9477,0,-1,1,0,-2,-1,2,2,0,1,1,-1,0,-2,0,0,-2,0,2,2,2,0,2,4,0,0,0,4,2,0,2,4,0,0,2,0
9478,0,0,0,0,1,-1,-1,1,-2,0,1,3,0,1,-1,-2,3,0,0,0,2,0,2,0,2,2,2,2,2,4,2,0,4,0,8,0
9479,0,-2,0,0,0,-1,-1,3,1,-5,-1,-1,2,0,3,0,-1,1,0,2,2,4,4,2,8,0,2,6,4,2,0,2,2,4,2,2
9480,0,0,-2,-2,0,4,0,0,3,0,0,0,-2,0,2,-3,0,0,2,4,2,0,0,6,0,0,8,2,2,0,0,0,4,8,0,4
9481,0,0,0,4,2,2,0,0,-1,3,1,2,-4,0,-2,-3,1,4,4,2,4,10,2,4,14,0,2,2,2,4,2,2,2,2,2,2
9482,0,0,0,0,-1,0,2,0,0,-1,0,0,-1,1,0,0,1,0,0,6,0,0,8,0,0,2,2,0,2,0,0,2,0,0,0,0
9483,0,0,0,0,0,-1,0,-3,1,-1,0,0,-1,0,-2,-1,-2,0,0,0,2,0,0,0,0,4,0,2,0,2,2,4,4,0,0,2
9484,-1,-2,1,0,0,-6,-2,-1,-1,0,0,-1,1,0,1,1,-3,2,2,2,0,0,0,8,8,2,0,2,2,2,2,0,2,4,6,2
9485,0,0,2,0,0,-2,0,-4,1,3,0,0,0,0,-1,1,0,1,2,0,4,4,0,2,0,0,0,2,0,0,0,0,2,2,0,2
9486,3,1,-3,0,0,1,0,0,-5,3,1,1,3,0,0,0,0,3,0,0,2,2,0,0,0,0,6,2,2,0,2,0,4,0,0,2
9487,0,0,-2,0,0,2,0,0,2,0,0,0,3,1,0,2,-1,-3,0,4,4,0,0,0,0,0,4,2,0,0,10,2,0,2,0,0
9488,0,3,0,0,0,0,0,-1,-3,0,-1,0,0,0,-1,0,-4,0,0,8,0,0,10,0,0,0,0,0,0,0,0,4,0,0,2,0
9489,0,0,0,0,-1,0,0,4,1,1,1,1,0,2,0,0,2,0,0,0,2,0,4,0,0,8,0,4,4,2,0,2,0,0,4,0
9490,1,0,-3,0,0,-3,0,0,-1,-1,0,-1,-1,0,-2,-3,0,-2,2,2,0,0,2,0,0,0,0,2,0,2,2,0,4,0,0,0
9491,0,1,0,0,0,0,0,1,-1,1,1,2,0,0,0,0,-1,0,0,2,0,0,2,0,0,4,2,2,0,0,0,0,0,0,2,0
9492,0,1,0,0,0,-1,0,0,1,-2,-1,1,0,2,0,0,-1,-1,0,4,0,0,2,0,0,2,2,0,2,2,0,4,2,0,0,0
9493,-4,0,0,-2,0,-3,0,-2,-2,0,0,-1,-1,-1,-2,-4,0,-2,2,4,6,4,0,2,0,0,2,2,2,2,2,2,6,0,0,0
9494,0,1,0,0,-1,2,0,1,0,0,1,2,-3,0,2,0,3,1,0,2,4,0,4,4,0,2,2,0,0,2,0,0,4,0,4,2
9495,1,-4,0,2,0,1,0,4,1,0,-1,-1,0,0,1,-1,-2,0,2,2,0,2,2,0,0,8,4,2,2,4,2,2,2,2,4,2
9496,0,2,2,0,1,-1,0,1,1,-3,-1,0,0,1,-1,0,1,-1,0,10,4,0,8,2,0,10,2,2,2,2,0,4,2,0,0,2
9497,0,2,0,0,3,0,0,1,0,-1,-1,0,1,0,0,-1,1,0,0,2,0,0,8,0,0,2,0,2,2,2,2,2,0,0,2,0
9498,-3,0,0,0,0,-1,0,0,-2,-2,-1,0,-1,0,1,1,-1,2,2,2,2,2,0,4,0,0,0,4,0,0,2,2,0,2,0,2
9499,0,-1,3,0,0,0,0,-2,-1,2,0,2,1,1,0,0,0,0,0,2,6,0,12,0,0,0,0,4,0,2,4,2,2,0,2,0
9500,2,1,-2,0,0,0,0,0,0,0,0,1,0,-2,0,0,-1,-1,4,0,6,0,0,8,4,0,0,2,0,2,0,4,0,2,6,4
9501,0,-4,0,0,0,0,-2,-2,0,1,0,0,-2,0,1,0,-2,0,0,2,2,0,0,2,0,0,4,2,0,2,2,0,4,6,0,0
9502,-2,1,-1,0,4,2,0,-4,1,1,0,0,0,-1,0,0,-1,0,4,10,2,0,8,2,0,10,0,2,0,2,2,2,2,12,2,4
9503,0,1,-3,0,0,0,0,0,2,3,0,0,2,2,-1,-2,0,-2,0,0,4,0,0,4,0,0,4,8,0,0,10,4,2,0,0,0
9504,1,-1,-3,0,4,-2,0,3,-3,-1,5,1,1,2,-1,-2,0,0,0,10,2,6,8,6,0,6,8,2,10,0,2,0,2,6,4,4
9505,-4,0,-2,-1,0,-4,0,0,0,-2,-1,0,-5,2,0,4,-2,0,4,4,0,2,0,2,0,0,2,2,0,2,4,4,0,4,0,0
9506,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,2,4,2,2,0,2,2,0,2,0
9507,0,0,1,0,0,-2,0,0,-1,1,0,0,-1,-1,-1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0
9508,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,-1,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,0
9509,-3,-4,-5,0,0,0,0,0,-2,-1,0,0,3,0,0,3,0,0,0,2,2,0,0,0,0,4,6,2,0,2,6,0,2,6,0,0
9510,2,0,0,2,0,3,0,0,2,1,0,2,2,0,1,0,-1,0,4,4,0,4,0,2,0,0,0,0,2,2,0,0,2,0,0,0
9511,0,0,3,0,0,0,0,-2,0,-1,0,0,0,-1,-2,0,-3,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
9512,0,1,0,0,0,3,0,2,-3,0,0,2,2,1,0,5,1,0,6,6,2,0,0,2,0,4,2,2,0,4,2,0,0,10,2,0
9513,2,-3,4,0,0,2,0,0,4,-1,-1,0,1,0,1,-6,0,-2,2,6,0,0,0,2,0,0,0,2,2,0,0,0,2,8,0,2
9514,0,-3,-3,0,0,-2,0,0,-2,0,-1,-2,0,0,-1,-2,0,0,0,4,8,0,0,4,0,0,2,2,0,0,0,0,0,0,0,2
9515,0,-2,2,0,-1,0,-3,-1,-1,-2,-2,-1,3,2,1,0,-1,0,0,2,4,0,0,0,2,4,4,0,2,0,0,2,0,0,4,10
9516,1,1,1,0,2,-2,0,2,-1,2,1,0,0,-1,0,0,2,0,2,4,2,0,0,4,0,2,0,4,2,0,2,4,0,0,2,0
9517,0,-1,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,4,0,6,0,2,2,0,0,0,4,0,2,0
9518,1,0,0,0,0,0,0,0,-7,0,0,1,1,0,-2,3,0,0,0,0,0,0,0,0,0,0,14,0,2,2,0,0,8,4,0,0
9519,1,1,2,0,0,3,0,0,0,1,1,0,1,3,0,0,0,0,2,4,2,0,0,2,0,0,0,2,2,0,4,6,2,2,2,0
9520,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,4,0
9521,0,0,-4,0,0,1,-1,1,0,2,1,2,0,-1,0,0,-1,-1,0,0,6,0,0,2,4,4,0,2,0,4,0,0,0,0,0,0
9522,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,4,0,0,0,0
9523,0,0,2,0,1,0,2,-1,0,0,1,1,-1,1,0,0,1,1,0,2,4,0,0,0,2,2,2,0,0,0,0,0,0,0,4,2
9525,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,2,0
9526,-2,0,-1,0,0,-3,-6,-2,0,2,-1,-2,1,-1,-2,-5,-3,0,2,2,0,0,0,6,0,0,0,2,0,0,2,0,2,0,0,0
9527,0,1,2,3,0,0,0,0,-2,1,0,0,0,0,-1,0,0,0,2,4,0,0,0,4,0,0,2,0,0,0,0,0,2,6,0,0
9528,0,-1,-1,0,0,-2,0,0,0,0,0,0,-1,1,-1,0,0,0,0,2,2,0,0,2,0,0,0,4,0,0,0,2,2,0,0,0
9529,0,1,-1,0,0,-1,0,-1,-1,-3,0,-3,1,-2,-1,-2,-1,0,0,2,10,0,4,4,0,6,2,2,0,4,2,2,0,0,2,2
9530,0,2,-1,0,0,-1,0,2,2,1,1,0,0,0,0,-1,0,-1,4,0,4,0,0,0,0,2,2,2,0,0,2,0,0,2,2,0
9531,0,-1,0,0,2,0,0,0,1,-1,-1,0,0,-1,0,0,1,0,0,2,0,0,4,4,0,0,2,4,0,0,0,2,0,0,2,0
9532,0,1,-2,-1,2,-1,0,-1,2,-1,-1,-1,-2,2,-1,0,1,0,6,6,2,2,4,2,8,4,6,2,2,0,4,0,2,0,2,2
9533,0,2,-3,0,0,0,0,1,-1,0,-1,-1,1,-1,1,0,1,-1,0,0,4,0,0,2,0,2,0,4,2,0,4,0,2,4,2,10
9534,-2,0,4,0,0,-3,0,0,-2,1,-1,-2,0,0,0,-1,-1,0,4,0,8,4,0,4,0,0,6,4,0,2,0,0,2,0,0,0
9535,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-1,0,2,0,0,0,0,0,0,0,0,2,2,2,0,4,2,0,6
9536,0,0,1,0,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,4,0,2,0,2,4,4,0,2,0
9537,0,2,1,-4,1,-2,0,0,-1,1,0,1,1,1,-2,0,0,0,0,0,10,2,2,2,0,0,2,0,0,2,4,2,2,0,2,0
9538,0,4,0,-1,0,1,1,0,0,4,0,1,1,-1,1,3,1,0,0,2,2,2,0,6,2,4,2,2,2,2,2,2,2,2,0,2
9539,-1,1,1,0,-2,0,-2,0,0,-1,0,-1,0,0,0,0,0,-2,4,2,6,0,0,8,0,0,0,0,0,2,0,0,0,4,0,12
9540,0,2,-1,-1,0,-1,-2,0,-3,0,1,0,3,0,1,-3,0,3,6,2,2,4,2,6,6,2,4,0,0,0,6,0,4,0,2,6
9541,0,0,1,0,0,2,-1,0,0,-1,0,1,1,0,-2,-1,1,0,0,0,2,0,0,4,2,6,2,2,2,0,2,2,4,2,2,0
9542,-2,0,1,-3,0,1,0,0,0,0,-1,0,-2,0,2,-2,-2,3,2,0,4,4,0,0,0,0,0,0,0,0,2,0,4,4,0,4
9543,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,4,0,0,4,2,0,0,2,0,2,0,4,0
9544,0,1,0,0,0,0,6,-1,0,-1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,12,4,2,2,0,0,0,4,0,0,0,0
9545,0,1,0,0,-3,0,2,-2,-2,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,4,4,0,2,0,2,0,2,2,0,2,0
9546,0,3,-3,0,0,-1,1,1,0,0,0,-2,0,-2,0,0,1,0,0,2,2,0,0,2,4,4,0,0,2,4,0,2,0,8,0,0
9547,0,0,3,1,0,5,0,0,0,4,0,0,3,1,3,1,-1,0,0,2,0,2,4,0,0,0,2,8,0,0,2,2,0,4,4,10
9548,0,0,0,0,-1,-3,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9549,-3,1,0,-1,-2,-2,1,0,-2,1,0,0,0,0,-1,0,2,0,2,4,0,2,0,4,4,6,0,0,0,4,0,0,0,10,6,2
9551,0,2,0,0,-3,0,0,0,1,1,1,1,0,0,0,0,-2,0,0,6,0,0,2,0,0,0,2,2,0,2,0,0,0,0,4,0
9553,0,-1,-2,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,8,0,0,0,0,2,0,2,0,4,2,0,4,2
9554,0,-1,1,0,0,2,0,0,-3,0,0,0,0,-1,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,2,0,2,6,0,0,6,2,0
