CUSTNO,Monetary_가구인테리어/잡화_고가_증감여부_q2_q1,Monetary_가구인테리어/잡화_고가_증감여부_q3_q2,Monetary_가구인테리어/잡화_고가_증감여부_q4_q3,Monetary_가구인테리어/잡화_고가_증감여부_q5_q4,Monetary_가구인테리어/잡화_고가_증감여부_q6_q5,Monetary_가구인테리어/잡화_고가_증감여부_q7_q6,Monetary_가구인테리어/잡화_고가_증감여부_q8_q7,Monetary_가구인테리어/잡화_고가_q2_q1_로그변환,Monetary_가구인테리어/잡화_고가_q3_q2_로그변환,Monetary_가구인테리어/잡화_고가_q4_q3_로그변환,Monetary_가구인테리어/잡화_고가_q5_q4_로그변환,Monetary_가구인테리어/잡화_고가_q6_q5_로그변환,Monetary_가구인테리어/잡화_고가_q7_q6_로그변환,Monetary_가구인테리어/잡화_고가_q8_q7_로그변환
7884,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.088094934392137,-13.088094934392137
7885,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.913892987001258,-9.913892987001258,0.0
7886,4,3,1,0,0,0,4,13.669213856274244,13.32924144075826,-14.206752761495236,0.0,0.0,0.0,14.355230545806554
7887,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7888,4,3,1,4,3,1,4,13.812782271963227,13.281973699424785,-14.27228356837753,12.843179714568675,13.623403688660595,-14.004682753888357,13.39051660288512
7889,0,0,0,4,3,1,4,0.0,0.0,0.0,13.271149874459901,13.029061856606297,-13.8505600869278,14.296905352115328
7890,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7891,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,12.576101787271254,14.030791627067227
7892,0,4,3,3,3,1,1,0.0,12.221931441317242,11.524334516522526,13.803656429134477,13.89951674402256,-14.64892923552914,-11.277477565967358
7893,0,0,0,4,1,1,0,0.0,0.0,0.0,11.306720292095813,-11.03760896769071,-9.862602296948513,0.0
7894,0,0,4,1,0,4,1,0.0,0.0,9.635519079740126,-9.635519079740126,0.0,10.692554028904455,-10.692554028904455
7895,3,2,3,3,2,4,1,15.072607836722332,-14.808655168618664,15.727346366444783,16.39343806522792,-16.650382278625226,17.064536117075235,-17.259350788352567
7896,1,0,4,1,0,4,1,-14.92228300594167,0.0,14.066271289359705,-14.066271289359705,0.0,15.761274382994698,-15.761274382994698
7897,4,3,1,0,0,4,1,13.007158349453551,14.062544073577353,-14.361208641446835,0.0,0.0,16.622642068711276,-16.622642068711276
7898,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7899,0,0,4,4,2,2,1,0.0,0.0,9.986897598895297,11.46741667724213,-11.374566638129503,-8.780487302090794,-10.073534288965917
7900,3,1,4,1,4,2,4,12.474280763575857,-12.701939457345372,11.476848786229578,-11.405012814639964,12.386398520107727,-11.927566518866811,13.876800720070326
7901,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7902,1,0,0,4,1,0,0,-12.771975983645053,0.0,0.0,13.029029023027785,-13.029029023027785,0.0,0.0
7903,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7904,4,1,0,0,0,0,0,10.995665448095947,-10.995665448095947,0.0,0.0,0.0,0.0,0.0
7905,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7906,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7907,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7908,4,1,4,3,1,1,4,13.43725997746737,-13.43725997746737,14.668640258005125,15.69911578523474,-15.991189014988745,-11.66131133470379,17.22044074975286
7909,1,0,4,4,3,1,3,-12.651414357537524,0.0,12.09823691598441,13.728258762957173,12.885009517430438,-14.160046418582656,9.319720795163835
7910,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7911,1,0,0,0,0,0,4,-13.009176674895167,0.0,0.0,0.0,0.0,0.0,12.289441292209679
7912,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7913,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7914,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7915,1,3,3,2,3,3,3,-14.748768051010497,12.17086953961317,13.919692289961796,-13.12887633651811,12.207000103889099,6.556010625376144,14.24420308663227
7916,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7917,4,4,1,0,0,0,0,8.710035635003837,14.807980862750249,-14.810225452153588,0.0,0.0,0.0,0.0
7918,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7920,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7921,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.31934160083148,-10.31934160083148,0.0
7922,0,0,0,4,1,0,0,0.0,0.0,0.0,13.42474211742264,-13.42474211742264,0.0,0.0
7923,4,3,1,1,4,1,4,14.499372553748367,15.362405402789298,-15.584586169598442,-13.490184245461268,16.40049783910645,-16.38032031994911,14.576286366027803
7924,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7925,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.026187928262248,-12.026187928262248
7926,2,1,4,2,3,1,4,-14.915670498840763,-14.538091048641984,15.460452113680036,-14.72386187946024,13.970984198211616,-15.064217594547113,14.8270900189695
7927,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7928,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.31934160083148,-10.31934160083148,0.0
7929,2,1,4,2,1,0,4,-14.135733783386843,-13.083741224755233,12.758864326879007,-11.071520896188181,-12.554287973515468,0.0,13.657983042368734
7930,0,0,4,1,4,1,0,0.0,0.0,12.822243922668012,-12.822243922668012,12.847703005357832,-12.847703005357832,0.0
7931,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7932,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7933,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7934,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7935,0,0,0,4,1,0,0,0.0,0.0,0.0,15.224009775065527,-15.224009775065527,0.0,0.0
7936,3,1,0,4,1,0,0,14.059852760804965,-15.816476971957156,0.0,15.89785283723845,-15.89785283723845,0.0,0.0
7937,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7938,0,4,2,3,3,1,4,0.0,14.520894459974837,-14.059686801488029,14.14097777581526,14.994269918546417,-15.348579961250337,14.861800043511671
7939,1,1,4,1,0,4,1,-15.65226106933436,-14.00985416826766,13.729799364021863,-13.729799364021863,0.0,14.795386942460679,-14.795386942460679
7940,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7941,0,4,1,0,0,0,0,0.0,9.003173721429508,-9.003173721429508,0.0,0.0,0.0,0.0
7942,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7943,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.603062578696978
7944,4,1,0,0,4,4,3,12.496334221824409,-12.496334221824409,0.0,0.0,12.251317777026017,13.796120407562974,14.237424751034716
7945,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.459797013633343,-11.459797013633343
7946,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7947,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7948,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.077009777060578,-11.077009777060578,0.0
7949,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7950,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7951,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7952,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7953,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7954,4,3,1,4,1,2,1,13.29823544414896,13.65887738809815,-14.18787338489381,15.573831067762306,-15.516497500982723,-8.229485078908908,-12.674772990281626
7955,4,1,4,2,3,3,2,14.45862706497603,-14.45862706497603,14.941786564120369,-14.375017975882953,14.036782541643316,14.173890249534274,-14.877798126785496
7956,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7957,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7958,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.908880693833089,-9.908880693833089,0.0
7959,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.379925237318291
7960,0,4,1,0,0,0,0,0.0,14.163064096690764,-14.163064096690764,0.0,0.0,0.0,0.0
7961,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7962,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7963,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7964,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7965,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,13.363049250780438
7966,2,2,2,3,3,3,2,-14.86724925472856,-15.361083905091268,-15.103694742916613,14.164867069608897,13.969471194248127,15.052536389360094,-13.778528251028517
7967,2,1,4,3,2,2,3,-15.60658397483341,-15.055068656663249,15.349568803954908,16.220885690370157,-16.187130025632477,-15.071985350821723,14.833123435870014
7968,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7969,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7970,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7971,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7972,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7973,2,1,4,1,1,0,4,-14.99344831640094,-15.020395154003937,15.266288370021794,-15.180938257660694,-12.76292617393636,0.0,16.70653554487228
7974,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7975,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7976,1,4,1,0,4,2,4,-11.733311913824592,14.097993849571239,-14.097993849571239,0.0,12.818011294876014,-11.878651659666126,15.673323106742115
7977,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7978,4,2,2,1,4,4,1,13.945781483302657,-11.766024502756267,-11.733539071888318,-13.694081321037661,13.494860689613171,15.793431430374595,-15.800237452104975
7979,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7980,0,4,1,4,3,1,3,0.0,15.22595784037649,-15.22595784037649,14.035889786914044,11.100851231834628,-13.983336232240468,12.65326140227665
7981,1,0,4,4,1,4,2,-14.441354627617335,0.0,12.192686091070781,13.916143934071355,-13.95661781515948,14.155901892698745,-10.894612655372578
7982,1,3,1,4,1,4,4,-14.478244916978477,13.014915812016898,-13.85312688727212,18.849441958757772,-18.849441958757772,15.358338403085583,16.794052623043296
7983,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7984,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7985,1,0,0,4,1,0,0,-10.163998970083213,0.0,0.0,10.588196799560812,-10.588196799560812,0.0,0.0
7986,1,4,1,4,3,3,1,-12.94240230789242,10.93700244098845,-10.93700244098845,12.951719752324681,12.639026506566147,14.2517222453983,-14.631520551584662
7987,4,2,1,4,1,1,4,12.71569058736954,-11.036756393675029,-12.385956882935963,12.407833401350066,-12.458067339496324,-9.841326018643144,10.933797145463235
7988,1,1,3,4,2,1,3,-14.918451507394852,-13.669193853565321,10.750404127814653,17.446855236956115,-16.63081273292313,-16.785286407320307,14.854485663120427
7989,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7990,4,1,0,0,0,0,0,11.506145325032808,-11.506145325032808,0.0,0.0,0.0,0.0,0.0
7991,0,4,3,1,0,0,0,0.0,13.069226489511083,12.133989726328783,-13.400320588058996,0.0,0.0,0.0
7992,4,1,0,0,0,0,0,13.528135433399108,-13.528135433399108,0.0,0.0,0.0,0.0,0.0
7993,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7994,4,1,0,4,1,0,4,11.77210043075781,-11.77210043075781,0.0,14.57185105111784,-14.57185105111784,0.0,13.3575913541054
7995,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7996,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.42246156504416,-13.42246156504416
7997,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7998,2,4,1,3,3,4,1,-10.108732235832838,13.892940764361374,-13.880579759870225,12.99706114110736,13.02667919763403,15.95610309279631,-16.082539368729293
7999,4,1,0,0,4,2,3,12.165140510878297,-12.165140510878297,0.0,0.0,12.373436574622431,-11.973794167964659,10.410857513184032
8000,4,1,4,3,1,4,1,12.23990578620609,-12.23990578620609,15.71631159621318,15.191023479422025,-16.162278206183636,16.339410651139808,-16.3505897506021
8001,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8002,0,4,1,0,0,4,1,0.0,14.581732218063511,-14.581732218063511,0.0,0.0,13.434199591318224,-13.434199591318224
8003,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8004,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8005,0,0,4,3,1,4,1,0.0,0.0,12.99363598364864,13.668870596007826,-14.080341514605987,12.422601241991453,-12.422601241991453
8006,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8007,1,1,4,2,3,3,4,-17.040773930732442,-14.365629959321051,13.305473866239502,-12.751428537046365,13.153312737204661,12.897042492668561,15.36552542367791
8008,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8010,0,4,1,0,4,4,2,0.0,14.746766274155691,-14.746766274155691,0.0,13.01932885792614,14.594997864736342,-14.481395368288451
8011,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8012,0,4,3,1,4,1,0,0.0,13.192286338051145,12.962030604405076,-13.776917236854965,11.993291230621224,-11.993291230621224,0.0
8013,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8014,0,0,4,1,4,2,1,0.0,0.0,13.246373391695313,-13.246373391695313,15.300778474686416,-14.744101603495377,-14.344258360869214
8015,4,1,0,0,0,0,0,13.363832620129969,-13.363832620129969,0.0,0.0,0.0,0.0,0.0
8016,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8017,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8018,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8019,4,2,1,0,4,1,4,14.52519504021386,-13.96941533643324,-13.672760555673202,0.0,13.824866999133471,-13.824866999133471,12.499160952909818
8020,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8021,0,4,1,0,0,0,0,0.0,9.91939063932551,-9.91939063932551,0.0,0.0,0.0,0.0
8022,3,3,1,4,3,2,1,12.288593195412007,14.042941007531704,-14.453374113554672,11.806054756181833,13.049819211860562,-12.887431794539122,-12.224705354567469
8023,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8024,4,1,0,0,0,0,0,12.534885926357282,-12.534885926357282,0.0,0.0,0.0,0.0,0.0
8025,0,4,1,0,0,0,0,0.0,10.941010391235121,-10.941010391235121,0.0,0.0,0.0,0.0
8026,0,4,1,4,1,4,1,0.0,13.371268687955343,-13.371268687955343,12.850829768612341,-12.850829768612341,10.692554028904455,-10.692554028904455
8027,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8028,3,1,4,1,4,3,1,13.911924724370667,-14.670661664167477,14.575384611705935,-14.575384611705935,14.796835176758576,11.064635406529778,-14.717886757972172
8029,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030,1,2,4,4,3,1,4,-15.691445951059661,-11.682149758579758,11.94194210958563,14.396705057804471,14.046589078880356,-14.851698938716657,15.92572940631086
8031,0,4,3,1,0,0,0,0.0,11.398428734703092,7.865703055830163,-11.427224076404425,0.0,0.0,0.0
8032,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8033,3,1,4,2,3,1,4,-10.173348207337098,-15.229779985090897,15.16738618879159,12.938668863837949,15.527581488970291,-16.100052229072443,12.408046520137042
8034,4,2,1,0,0,0,4,15.092955226168106,-14.668097515883362,-14.032035933182343,0.0,0.0,0.0,9.90994023764775
8035,4,1,0,0,0,0,0,15.827049301273263,-15.827049301273263,0.0,0.0,0.0,0.0,0.0
8036,0,0,4,1,0,0,0,0.0,0.0,8.973523847706833,-8.973523847706833,0.0,0.0,0.0
8037,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.735479580461778
8038,0,4,1,0,0,0,0,0.0,11.86525860651834,-11.86525860651834,0.0,0.0,0.0,0.0
8039,0,4,1,1,4,2,1,0.0,16.675627669912625,-16.672903833328697,-10.768573228042406,16.16776855930443,-15.221630504266024,-15.551922740451529
8040,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8041,2,2,1,0,0,0,0,-11.148182137284211,-9.500653262989001,-9.91939063932551,0.0,0.0,0.0,0.0
8042,2,3,1,1,0,0,4,-12.799766189122384,12.501065457969121,-14.781155152236202,-12.86480342458513,0.0,0.0,11.251200544974024
8043,1,4,1,0,4,1,0,-14.175651624652522,13.347939378943975,-13.347939378943975,0.0,13.8158171726198,-13.8158171726198,0.0
8044,3,2,4,3,1,1,4,14.653652230749275,-14.881067130026008,15.519764675511052,15.323915430692969,-16.107998868635,-14.029216240351763,14.985294657231185
8045,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.931210658120197,-13.842787879374134
8046,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8047,0,0,0,4,4,1,0,0.0,0.0,0.0,11.266942819365573,13.769839914453096,-13.848509206800529,0.0
8048,1,4,3,2,4,1,1,-15.682272451073004,13.744354129167892,14.331516417895465,-14.241566686012861,16.497355027302877,-16.49292730336196,-13.946527630241038
8049,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8050,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8051,4,1,4,1,0,0,4,14.526982349909744,-14.526982349909744,12.625912214527279,-12.625912214527279,0.0,0.0,11.70962641128277
8052,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8053,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8054,0,0,0,4,3,3,4,0.0,0.0,0.0,12.046127804676411,12.961906717295227,12.407760934360011,15.02811276101332
8055,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8056,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,13.930227415722573,-13.930227415722573,0.0
8057,2,1,0,0,0,0,0,-10.496131267592663,-11.61860059279906,0.0,0.0,0.0,0.0,0.0
8058,3,1,3,4,1,4,4,13.221614350909146,-13.540372228664985,10.273970148362608,13.017675673088053,-13.209108343836768,9.973455270532696,11.880976954415736
8059,4,1,0,0,0,0,0,13.312539408423781,-13.312539408423781,0.0,0.0,0.0,0.0,0.0
8060,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8061,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8062,0,0,4,1,0,0,0,0.0,0.0,12.955081804452801,-12.955081804452801,0.0,0.0,0.0
8063,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8064,0,4,1,0,4,1,4,0.0,14.151837042072625,-14.151837042072625,0.0,15.919043410737503,-15.919043410737503,15.689707872419621
8066,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8067,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8068,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8069,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8070,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8071,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.099136506825138,-12.099136506825138
8072,4,3,2,2,2,2,4,15.012642590336096,14.405051516714417,-14.948221818904209,-13.387611041627954,-13.547412471259502,-12.074366038483754,14.549579123916802
8073,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8074,4,2,3,2,2,2,3,16.026308237717895,-15.558100680010153,12.936199801906165,11.334883448977994,-14.21408437606903,-13.563750208677234,14.341411272536291
8075,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8076,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8077,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8078,0,4,2,1,4,3,1,0.0,14.253723720039876,-13.967089277448025,-12.864282456919382,14.111046195146205,14.175398358509316,-14.836886658108996
8079,1,0,0,0,0,0,0,-16.486721723321857,0.0,0.0,0.0,0.0,0.0,0.0
8080,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8081,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8082,3,1,0,4,1,0,0,14.23761853756546,-14.924479127346588,0.0,15.570873863412318,-15.570873863412318,0.0,0.0
8083,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8084,1,4,2,4,3,1,0,-13.366104721434292,9.973455270532696,-7.662062961340547,11.325325611536494,12.034829468869102,-12.508915319321446,0.0
8085,4,3,3,2,2,4,3,13.924807353098986,13.850457258168957,12.447841520582788,-13.873292189239145,-13.805871168817326,14.071482070448948,-10.526871096605806
8086,2,2,2,1,4,1,4,-14.586083870300136,-13.36545197129745,-12.509478352288037,-15.427730293657298,16.68952029637793,-16.757966569824557,16.7551085650112
8087,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8088,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8089,1,0,4,4,2,1,4,-15.165412759153796,0.0,14.662618737007824,16.01266503402034,-14.971969119162384,-15.913970546183023,10.975169988738063
8090,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8091,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8092,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8093,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8094,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8095,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8096,1,3,1,4,1,4,1,-12.964280594341046,11.987172384495766,-12.2509505829571,12.408106018943549,-12.408106018943549,12.754190314648117,-12.537303035028163
8097,2,3,3,3,2,2,3,-15.946129449367993,14.04223413584663,16.431912730386298,16.458050120626613,-16.73212550725702,-16.10873807400815,13.928712405501996
8098,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8099,0,4,1,0,4,1,0,0.0,12.351983969402886,-12.351983969402886,0.0,11.82153978425315,-11.82153978425315,0.0
8100,2,1,0,0,0,4,3,-12.5965749584918,-11.961542731841174,0.0,0.0,0.0,12.941122806881621,13.162794673733456
8101,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.26317348782411
8102,1,4,1,4,1,1,3,-13.004087616814644,15.292972616049367,-15.292972616049367,18.374319905729966,-18.20951011875362,-16.300798945780382,14.751238311487079
8103,0,0,4,1,4,1,4,0.0,0.0,16.721575422931224,-16.721575422931224,11.417931896705785,-11.417931896705785,12.590915489517286
8104,0,0,0,0,4,3,1,0.0,0.0,0.0,0.0,12.395415389396451,12.511278992968407,-13.148169531750847
8105,1,0,0,0,0,4,4,-13.247433389206732,0.0,0.0,0.0,0.0,9.513950136482125,13.832399445271482
8106,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8107,0,4,1,0,0,0,0,0.0,11.388250644499246,-11.388250644499246,0.0,0.0,0.0,0.0
8108,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8109,1,0,4,1,4,1,4,-14.662799661515807,0.0,13.47660378156252,-13.47660378156252,14.176524077362357,-14.176524077362357,12.529331719693031
8110,3,3,1,4,3,3,2,15.242636802097719,14.8073224281621,-16.735525978231912,14.675232304788938,15.219570537949092,15.369722892162013,-13.842629788708122
8111,4,1,4,4,1,3,1,14.121517487262116,-14.121517487262116,11.863775917628981,15.823042635765777,-15.674916898259113,13.739736714237234,-14.554610121668826
8112,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8113,4,1,4,1,1,0,4,12.72475406642251,-12.72475406642251,14.690693729426304,-14.537899501594138,-12.736608942020208,0.0,14.049432324441705
8114,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8115,0,0,4,1,0,0,0,0.0,0.0,9.39914773226963,-9.39914773226963,0.0,0.0,0.0
8116,4,4,2,3,2,3,3,14.51651105521004,16.060463876600917,-15.990444326831662,15.642575887471939,-12.167125157381879,16.39186620761528,16.039330800312033
8117,4,1,0,0,0,0,0,12.764552865248229,-12.764552865248229,0.0,0.0,0.0,0.0,0.0
8118,0,0,4,1,0,0,0,0.0,0.0,10.058353390548831,-10.058353390548831,0.0,0.0,0.0
8119,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8120,0,0,0,0,4,3,4,0.0,0.0,0.0,0.0,10.09620629669025,10.970926457671506,13.13299677853448
8121,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.849956268166354,-10.849956268166354,0.0
8122,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8123,2,2,1,4,3,1,0,-13.085059621431371,-11.056266189063455,-11.79966180067368,14.598358298719587,11.74520287024504,-14.654418758527733,0.0
8124,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8125,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8126,0,0,0,4,1,4,1,0.0,0.0,0.0,13.378461434874662,-13.378461434874662,12.955364582956198,-12.955364582956198
8127,4,1,0,0,4,1,1,11.718033638202993,-11.718033638202993,0.0,0.0,14.61182118991539,-14.56010503280751,-11.62409846709744
