CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_저가_clust_id
8843,2,-3,0,-1,4,-1,2
8844,1,0,-1,1,-1,1,3
8845,-1,-2,3,-1,-1,1,1
8846,0,-2,-1,3,-3,3,3
8847,-2,2,-2,0,0,1,4
8849,3,-3,2,-1,-1,3,2
8850,1,-3,3,-3,0,-1,5
8851,-2,-1,0,4,0,-3,0
8852,-1,-1,1,0,-1,0,1
8853,-3,2,0,0,-2,3,0
8854,-2,3,-1,1,-3,3,0
8855,1,-1,0,2,-2,0,3
8856,3,-3,3,-2,1,-1,2
8857,1,2,-2,1,1,-2,4
8858,0,0,-1,3,-2,0,3
8859,-1,3,-2,2,-2,-1,0
8860,3,-3,3,-1,-2,3,2
8861,-1,3,-2,0,0,0,4
8862,-3,-1,0,0,0,0,1
8863,-1,1,1,-2,1,-1,5
8864,-1,-1,0,1,-1,0,1
8865,3,-1,-2,0,3,-2,2
8866,-3,3,0,-3,1,-1,4
8867,-2,3,-1,-2,3,-1,4
8868,-3,3,-2,2,0,-3,0
8869,0,0,1,-1,0,1,1
8870,1,-2,3,-3,3,-2,5
8871,-1,-1,1,-1,-1,2,1
8872,-3,3,-1,1,-2,-1,0
8873,-1,-1,-1,3,-2,1,3
8874,-3,3,-1,0,-1,1,0
8875,0,2,-2,0,1,-2,4
8876,-2,1,-1,-1,3,-2,4
8877,-3,2,0,-2,3,-1,4
8878,-3,-1,0,0,0,0,1
8879,0,0,0,-1,1,-1,1
8880,1,0,-2,2,1,-2,3
8881,-1,0,2,-1,0,-1,1
8882,3,-3,3,-1,-1,-1,2
8884,0,1,-2,3,-1,-2,0
8885,2,-3,3,-3,0,3,2
8886,-3,3,-3,-1,4,-1,4
8887,-1,0,0,0,4,-3,4
8888,-1,0,-1,3,-3,1,0
8889,2,-2,3,-1,-2,0,2
8890,-2,3,-2,2,-3,3,0
8891,-3,2,-2,3,-1,0,0
8893,0,1,-1,2,-2,-1,0
8894,0,3,-3,3,-1,-2,0
8895,0,2,-3,0,3,-3,4
8896,1,1,-3,1,1,-1,4
8897,-3,0,3,0,-3,1,1
8898,0,1,0,-1,1,-2,4
8899,1,-1,2,0,-2,3,1
8900,-2,-1,3,-2,2,-2,5
8901,-3,-1,0,0,0,0,1
8902,0,1,-1,-1,3,-1,4
8903,0,0,0,0,0,0,1
8904,-1,0,-1,3,-3,3,0
8905,0,0,1,-1,1,-1,1
8906,-2,1,-2,3,-2,1,0
8907,0,-3,1,-1,3,-3,2
8908,2,-1,0,-2,0,2,2
8909,-1,3,-1,-2,1,-1,4
8910,-3,3,-2,-1,3,-3,4
8911,2,-2,0,0,0,2,2
8912,-2,1,-1,-1,0,3,4
8913,4,0,0,-2,2,-3,2
8914,-1,-1,0,2,-3,3,3
8915,0,4,-3,-1,0,0,4
8916,1,-1,0,2,-2,-1,3
8917,3,-1,-1,0,1,-2,2
8918,-3,1,0,0,1,1,4
8919,-1,-1,4,0,-3,3,1
8920,0,1,-2,3,-3,3,0
8921,-3,3,-2,0,2,-3,4
8922,0,0,-2,2,-1,0,3
8923,2,-2,3,-1,0,-2,2
8924,3,-2,2,-3,2,0,2
8925,3,-3,3,0,-3,2,2
8926,-1,-2,0,3,-1,0,3
8927,-3,3,-3,2,0,-2,0
8928,0,-2,2,1,0,-3,1
8929,-1,1,0,-1,0,1,1
8930,-3,3,-1,-2,2,0,4
8931,3,-3,1,1,0,-1,2
8932,-2,1,-1,0,0,2,4
8933,1,-2,1,1,1,-3,2
8934,1,1,-3,-1,4,0,4
8935,0,-1,0,0,0,0,1
8936,1,-1,-1,3,-3,3,3
8937,1,-3,3,-3,-1,0,2
8938,-2,0,1,0,0,-2,1
8939,-1,1,-3,3,-2,0,0
8940,-2,3,-3,2,-1,0,0
8941,0,3,-3,-1,4,-3,4
8942,-2,1,0,-1,-1,3,1
8943,-1,2,-2,3,-2,1,0
8944,-1,0,2,-1,1,-3,5
8945,-1,-1,3,-2,1,-1,5
8946,-2,0,-1,0,3,-1,4
8947,3,-1,-2,3,-3,1,3
8948,-3,-1,4,0,-3,3,1
8949,0,0,0,4,-3,-1,3
8950,-2,-1,3,-2,-1,0,5
8951,3,-2,1,-1,-1,3,2
8952,-1,-2,2,-2,3,-3,5
8953,-2,0,-1,3,0,-3,0
8954,-1,0,0,4,-3,3,0
8955,1,-1,-1,3,-3,3,3
8956,4,-3,3,-2,-1,-1,2
8957,0,-3,1,2,-2,0,3
8958,-1,-1,3,-1,0,-1,5
8959,1,-3,3,-2,0,1,2
8960,2,0,1,-3,2,-2,2
8961,0,0,2,-3,0,0,5
8962,-1,-1,4,-1,0,1,5
8963,2,-2,0,-1,3,-3,2
8964,-3,0,3,-3,3,-1,5
8965,-1,3,-1,-2,3,-3,4
8966,-1,3,-3,3,-1,-2,0
8967,0,0,-3,3,0,-3,0
8968,-2,1,-2,3,0,-3,0
8969,-3,0,-1,0,0,0,1
8970,-1,2,-3,3,-3,2,0
8971,-1,-2,1,0,0,-1,1
8972,-2,1,1,-3,0,3,5
8973,3,-3,3,-2,-1,3,2
8974,-2,3,-2,0,-1,3,0
8975,2,0,-1,1,1,-3,3
8976,-3,3,-3,2,0,-1,0
8977,0,-1,3,-3,0,3,5
8978,1,-2,0,3,-2,1,3
8979,-1,1,0,-1,0,0,1
8980,-2,3,-1,-2,2,-1,4
8981,2,-1,-1,1,-1,1,3
8982,-1,2,-3,0,3,-1,4
8983,1,2,-3,0,2,1,4
8984,-3,1,2,-1,-2,2,1
8985,3,-1,-2,3,-3,3,3
8986,-3,3,0,-3,3,0,4
8987,0,4,-3,3,-3,0,0
8988,3,-1,-1,1,0,-1,3
8989,-3,-1,0,0,0,0,1
8990,0,-2,2,0,0,-1,1
8991,1,0,-1,0,0,-1,1
8992,0,-1,1,-1,1,-1,1
8993,0,0,3,-1,0,-2,5
8994,0,-1,-1,3,-1,-2,3
8995,1,-2,0,-1,0,0,2
8996,-1,1,-2,2,1,-3,0
8997,3,-2,2,-3,3,-2,2
8998,2,-1,1,0,-2,3,1
8999,0,0,0,1,0,0,1
9000,-3,3,-3,0,3,-3,4
9001,-2,3,-3,2,0,0,0
9002,-2,1,-2,0,3,0,4
9003,0,0,0,0,0,0,1
9004,-1,2,-2,3,0,-3,0
9005,1,-1,0,1,0,-1,3
9006,-1,0,-1,3,-2,1,0
9007,2,-3,3,-1,-2,1,2
9008,3,-1,-2,3,-1,-2,3
9009,2,1,-3,-1,4,-1,4
9010,3,-3,0,3,-1,-1,3
9011,2,-1,-1,-1,0,2,2
9012,-1,2,-3,2,0,-2,0
9013,3,-2,2,-1,-1,0,2
9014,1,-2,3,-2,1,0,5
9015,0,-1,1,0,1,-3,1
9016,-1,0,-1,3,-2,1,0
9017,-1,0,2,-3,3,-3,5
9018,-3,3,-2,2,-2,1,0
9019,2,-1,1,-1,2,-3,2
9020,-2,1,0,-1,2,-2,4
9021,0,1,1,-3,3,-1,5
9022,3,-2,1,-2,2,-2,2
9023,-2,-1,0,4,-3,3,0
9024,-2,-1,1,2,-2,1,1
9025,-3,3,-1,0,-2,3,0
9026,0,0,0,0,0,0,1
9027,3,-3,0,3,-3,-1,3
9028,3,0,-3,3,-3,1,3
9029,-3,3,-2,-1,3,-1,4
9030,-2,1,2,-3,3,-3,5
9031,4,0,-3,-1,0,4,2
9032,-2,2,-2,-1,3,-3,4
9033,-3,3,0,-2,0,-1,4
9035,2,0,0,1,-3,3,3
9036,1,-1,1,0,-2,2,1
9037,-1,0,0,4,-3,3,0
9038,-2,2,0,0,-1,1,0
9039,0,1,-1,1,-1,1,0
9040,-3,2,0,-1,1,-1,4
9041,-1,0,-2,3,-3,2,0
9042,1,-1,0,1,0,-1,3
9043,1,-1,1,-1,3,-2,2
9044,-1,2,0,-1,2,-1,4
9045,-1,-1,3,-1,-2,3,1
9046,-3,0,-1,0,4,-3,4
9047,-3,3,-2,2,-3,-1,0
9048,0,-3,2,-2,0,3,5
9049,1,-1,0,1,-2,3,3
9050,3,-3,3,-2,1,-1,2
9051,-1,4,-3,0,3,0,4
9052,-2,1,-1,0,3,-1,4
9053,0,-1,0,2,-2,0,3
9054,1,0,0,-2,3,-2,2
9055,3,-2,2,-3,-1,0,2
9056,-2,1,1,-2,1,-2,5
9058,3,-2,0,2,-2,2,3
9059,-2,1,1,-3,0,3,5
9060,-2,2,-2,-1,0,3,4
9061,2,-2,0,-1,4,-1,2
9062,0,3,-3,3,0,-3,0
9063,-1,-1,3,-3,1,1,5
9064,-1,4,-3,3,-2,0,0
9065,-2,1,1,-2,3,-3,4
9066,0,1,-3,0,2,1,4
9067,-3,2,1,-3,3,-2,4
9068,-3,0,3,-1,1,-3,5
9069,-2,2,-1,2,-3,0,0
9070,1,0,-1,0,1,-1,1
9071,1,2,-1,0,-1,-1,0
9072,2,-1,0,1,-1,1,3
9073,-1,0,-1,-1,3,-2,4
9074,3,-2,0,-1,3,-3,2
9075,-1,2,1,-1,0,-2,4
9076,-1,0,1,-2,0,0,1
9077,-1,3,-3,3,-2,-1,0
9078,-2,3,-1,0,0,-2,4
9079,1,-1,1,-2,3,-2,2
9080,2,-3,-1,4,-3,3,3
9081,3,-2,1,-2,3,-3,2
9082,-3,3,-3,3,-1,-2,0
9083,1,2,-1,-1,-1,3,4
9084,-3,3,-3,3,-3,1,0
9085,-3,3,0,-2,0,-1,4
9086,-1,1,-2,2,-2,3,0
9087,0,0,0,-1,0,-1,1
9088,-1,-2,0,3,-1,0,3
9089,0,4,-3,-1,0,4,4
9090,-2,3,0,-3,0,3,4
9091,1,-1,-1,3,-2,-1,3
9092,-2,-1,1,-1,3,-3,5
9093,-1,-1,2,1,-3,3,1
9094,1,-2,3,-2,0,0,5
9095,0,1,0,-1,1,-1,4
9096,-3,3,-2,1,-1,1,0
9097,0,1,-1,1,-1,1,0
9098,-1,3,-3,1,2,-2,4
9099,1,1,0,0,0,-1,1
9100,3,0,-3,-1,0,4,2
9101,-1,0,-1,-1,3,-3,4
9102,2,-2,1,0,0,-2,2
9103,-1,-1,1,0,-2,0,1
9104,0,3,-3,3,0,-3,0
9105,-3,2,0,-1,0,0,4
9106,-2,2,-2,0,3,-3,4
9107,1,0,1,-2,3,-2,5
9108,2,0,-1,1,0,-1,3
9109,1,0,-1,1,-2,3,3
9110,2,-3,2,0,-2,3,2
9111,3,-2,1,0,-2,3,2
9112,-1,0,0,2,-3,-1,0
9113,1,0,1,-3,3,-1,5
9114,-3,3,-3,-1,4,0,4
9115,-3,3,-3,2,-2,-1,0
9116,2,-1,0,2,-3,3,3
9117,1,0,-2,3,-1,-1,3
9118,0,-3,3,-3,1,1,5
9119,-3,0,3,-3,0,-1,5
9120,-2,3,0,-1,1,-3,4
9121,-1,3,-2,2,-1,-2,0
9122,-2,3,-3,-1,4,-3,4
9123,3,-3,3,-2,-1,0,2
9124,3,-3,3,-1,1,-1,2
9125,0,0,4,0,-3,3,1
9126,0,-1,4,-3,3,-2,5
9127,0,1,0,-1,-1,3,1
9128,-1,0,-2,2,-1,2,0
9129,1,0,-1,1,0,-1,3
9130,-2,2,0,0,-1,-1,0
9131,2,-2,0,1,0,0,3
9132,0,0,0,1,-1,0,1
9133,0,-2,3,-1,0,-2,5
9134,-2,-1,3,-3,3,-2,5
9135,2,-2,0,2,-1,-1,3
9136,3,-1,0,-2,1,-1,2
9137,-2,2,-3,3,-3,-1,0
9138,-1,0,0,1,-2,0,1
9140,2,-3,2,-1,0,2,2
9141,1,-2,2,-1,2,-1,2
9142,2,-2,0,1,-1,1,3
9143,-1,-2,2,0,-2,2,1
9144,3,-3,3,-1,-2,2,2
9145,1,-1,-1,3,0,-3,3
9146,-1,1,-1,0,1,0,4
9147,3,-2,0,0,2,-3,2
9148,0,3,-2,2,-2,2,0
9149,3,-2,0,0,1,0,2
9150,-1,0,0,2,-2,0,1
9151,-2,0,3,-2,-1,3,5
9152,2,-3,1,1,-2,3,3
9153,-1,-1,2,-2,1,-1,5
9154,-3,1,0,-1,3,-2,4
9155,0,1,-2,3,-3,3,0
9156,-2,3,-2,1,-1,0,0
9157,1,0,-2,2,0,-2,3
9158,-1,-1,1,2,-3,0,1
9159,0,-2,1,-2,1,1,5
9160,0,-2,2,0,0,-1,1
9161,-2,3,-1,1,-2,1,0
9162,0,-2,1,2,-2,0,3
9163,1,2,-3,1,-1,3,0
9164,1,-2,-1,4,-3,3,3
9165,-1,1,0,-1,1,0,4
9166,4,0,-3,3,-3,-1,3
9167,2,-2,3,-2,2,-3,2
9168,-2,0,1,0,-1,0,1
9169,4,-1,-1,-1,-1,4,2
9170,-1,-2,3,-3,3,-3,5
9171,-3,3,-1,-2,2,0,4
9172,0,-3,1,0,2,-2,2
9173,0,-2,0,2,-2,-1,3
9174,1,0,-2,2,-2,1,3
9175,-1,3,-2,0,-1,3,0
9176,-3,3,-2,1,-1,1,0
9177,-2,3,-3,1,2,-2,4
9178,-1,1,2,-2,-1,3,1
9179,-2,0,1,-1,0,1,1
9180,3,-1,0,-1,1,-2,2
9181,-1,2,-3,3,-3,1,0
9182,-2,3,-2,0,0,2,4
9183,-1,-1,-1,4,0,-2,3
9184,-2,-1,3,0,-2,2,1
9185,3,-3,0,3,-3,3,3
9186,-3,-1,4,-1,-2,3,1
9187,-3,-1,0,0,0,0,1
9188,3,-3,3,-2,0,-1,2
9189,1,-1,1,-1,1,-1,2
9190,-1,3,-3,3,0,-1,0
9191,-1,0,1,0,0,-2,1
9192,-2,2,0,1,-2,2,0
9193,-2,-1,4,-3,3,-2,5
9194,-2,1,-1,1,1,-1,4
9195,-1,1,-3,3,-2,2,0
9196,-1,-1,0,0,0,0,1
9197,2,-2,3,-2,0,1,2
9198,2,-1,0,2,-2,0,3
9199,-2,2,-1,2,-3,2,0
9200,-1,1,-3,0,-1,4,0
9201,0,3,-1,-1,-1,2,4
9202,3,-3,2,1,-3,2,3
9203,1,-2,-1,0,4,-3,2
9204,0,-1,-1,0,4,-3,4
9205,-2,1,-2,0,3,0,4
9206,-3,0,-1,4,-3,3,0
9207,3,-3,0,3,-3,-1,3
9208,3,0,0,-3,2,-2,2
9209,3,-2,1,-2,0,3,2
9210,-1,0,3,-1,0,-2,5
9211,-2,3,-3,3,-1,-1,0
9212,-2,1,0,0,1,-3,4
9213,2,-1,-2,3,-2,-1,3
9214,-1,3,0,-2,0,-1,4
9215,4,-1,-2,3,-3,3,3
9216,3,-2,-1,3,-1,0,3
9217,-3,-1,0,0,0,4,1
9218,0,-1,0,2,-2,-1,3
9219,-2,1,0,-1,1,-1,4
9220,-3,3,-1,1,-3,3,0
9221,-1,-2,1,0,0,1,1
9222,-1,4,0,-2,1,-2,4
9223,0,-2,1,2,-3,3,3
9224,-1,-2,-1,0,0,0,1
9225,-1,3,-1,0,0,0,4
9226,-1,-2,3,0,-2,1,1
9227,0,-3,0,3,-2,1,3
9228,3,-1,-1,1,0,-2,3
9229,1,0,0,-1,1,0,2
9230,-2,2,-3,3,-3,3,0
9231,-1,0,-1,2,-1,1,0
9232,0,3,-3,-1,0,0,4
9233,-3,3,0,-3,1,1,4
9234,0,4,-1,1,-3,-1,0
9235,-3,0,3,-2,1,-1,5
9236,2,-3,1,2,-1,-2,3
9237,1,-1,1,0,-1,0,1
9238,-3,3,-2,1,-2,2,0
9239,-3,3,-3,3,-1,-1,0
9240,1,-1,-1,4,-1,1,3
9241,3,-2,2,-3,0,3,2
9242,0,3,-2,1,0,-2,0
9243,0,1,-2,0,3,-3,4
9244,-1,1,-1,1,0,-1,0
9245,-3,3,-3,3,0,-3,0
9246,-1,1,1,-2,1,-1,5
9247,-1,-1,3,-3,0,3,5
9248,0,2,-2,3,-3,2,0
9249,0,1,-1,0,2,-2,4
9250,0,-3,3,-2,-1,3,5
9251,-2,2,-2,3,-1,0,0
9252,-1,3,-3,2,-2,3,0
9253,0,0,4,-3,-1,4,5
9254,-1,1,1,0,-2,3,1
9255,-3,2,0,0,-2,-1,0
9256,-3,-1,4,0,-3,-1,1
9257,1,-1,2,-3,2,-2,5
9258,-2,2,-2,-1,0,4,4
9259,-1,3,-3,2,-2,3,0
9260,-2,3,-1,-2,0,3,4
9261,-3,0,-1,4,-2,0,0
9262,-2,0,1,-1,0,1,1
9263,0,-1,2,-2,-1,3,1
9264,0,0,4,-3,0,-1,5
9265,3,-1,-2,1,0,2,3
9266,-1,-2,3,-3,3,-3,5
9267,-2,2,-3,3,-1,-2,0
9268,0,-1,-1,-1,2,-2,4
9269,2,-1,-1,0,3,-3,2
9270,-3,3,-3,-1,4,-3,4
9271,1,0,-1,1,0,-1,3
9272,-1,1,-2,3,-2,0,0
9273,0,-2,1,2,0,-1,1
9274,-3,0,1,2,-2,2,1
9275,4,-3,-1,4,-3,3,3
9276,-1,-1,3,-1,-2,3,1
9277,3,-1,-1,1,0,0,3
9278,0,-1,3,0,-2,-1,1
9279,-3,3,-1,-2,0,3,4
9280,-3,3,0,0,-3,3,0
9281,1,-2,-1,-1,0,0,2
9282,0,1,-3,3,-3,1,0
9283,0,-2,3,-3,0,0,5
9284,-2,3,-2,0,1,0,4
9285,0,-2,-1,0,0,4,1
9286,3,0,-3,3,-1,-1,3
9287,-2,2,-3,0,3,-1,4
9288,-3,0,3,-2,2,-2,5
9289,0,4,-1,0,-2,3,0
9290,2,-1,2,-3,0,3,2
9291,3,-3,3,-2,1,-2,2
9292,-3,3,-3,0,3,-3,4
9293,-1,0,-2,2,-1,1,0
9294,0,-3,0,-1,4,-3,2
9295,-2,0,-1,3,0,-3,0
9296,2,-2,1,-1,3,0,2
9297,1,2,0,-2,0,-1,4
9298,-1,-1,0,4,-3,2,3
9299,2,-1,1,1,-3,0,3
9300,1,-2,2,-1,1,-1,2
9301,0,3,0,-3,0,-1,4
9302,-3,2,-2,3,-3,3,0
9303,-1,2,-3,3,-3,0,0
9304,-1,1,2,0,-3,3,1
9305,-2,0,1,0,-2,3,1
9306,1,-1,2,-2,1,-2,5
9307,-3,3,-1,-2,1,1,4
9308,0,3,0,-2,-1,-1,4
9309,3,0,-3,1,0,0,3
9310,4,-3,2,-2,-1,4,2
9311,-3,-1,0,4,-3,3,0
9312,-1,-2,3,0,-2,2,1
9313,-1,2,0,-1,1,-1,4
9314,0,0,0,2,-2,1,3
9315,-3,-1,0,4,-3,3,0
9316,-1,0,4,-3,-1,0,5
9317,2,-3,2,-2,-1,4,2
9318,-2,1,-2,3,-1,-1,0
9319,-1,0,1,0,-2,3,1
9320,3,-2,-1,2,0,-2,3
9321,0,-1,0,0,-2,3,1
9322,-1,-1,1,-1,-1,3,1
9323,0,4,-3,0,-1,4,0
9324,3,-3,1,2,-2,-1,3
9325,-2,1,1,0,-2,1,1
9326,0,3,-2,1,-1,1,0
9327,-2,3,-3,0,3,0,4
9328,-1,0,0,-2,3,-3,4
9329,-1,0,0,0,2,-1,4
9330,0,3,-2,0,1,-1,4
9331,3,-2,-1,-1,4,-3,2
9332,1,-1,-1,1,-1,0,3
9333,-1,2,-2,-1,1,2,4
9334,-2,2,0,0,0,0,4
9335,1,1,0,-1,2,-2,4
9337,-2,3,-3,3,-2,1,0
9339,3,0,-2,0,2,-2,2
9340,-2,-1,3,-3,-1,4,5
9341,-1,2,-2,1,-1,1,0
9342,0,1,0,-1,0,1,1
9343,-1,0,4,-2,-1,3,5
9344,-1,4,-1,-2,0,3,4
9345,1,-2,3,-2,1,-1,5
9346,-2,0,2,-3,1,-1,5
9347,2,-1,-1,-1,2,-2,2
9348,-1,1,0,2,-2,1,0
9349,-1,4,-3,3,-3,-1,0
9350,1,-2,3,-1,-2,0,1
9351,-1,1,-3,3,-1,-2,0
9352,0,-2,-1,2,0,-2,3
9353,4,-2,-1,2,0,0,3
9354,0,3,-3,3,-1,-2,0
9355,2,-1,-1,3,-3,2,3
9356,-2,-1,0,-1,0,0,1
9357,-1,3,-3,2,0,0,0
9358,0,-1,-2,3,-3,3,3
9359,-2,0,1,1,-1,-2,1
9360,-2,1,2,-2,1,-2,5
9361,3,-3,-1,0,4,-3,2
9362,-3,0,3,-1,1,-2,5
9363,0,-3,3,-1,0,-2,5
9364,-2,1,-1,2,-2,-1,0
9365,-2,-1,4,-3,0,3,5
9366,-2,3,-1,1,-2,-1,0
9367,-1,1,-2,3,-1,-1,0
9368,0,-1,1,0,0,-1,1
9369,0,0,0,-1,-1,0,1
9370,2,-1,1,0,-1,0,2
9371,-3,2,1,-2,0,2,4
9372,3,-1,-2,-1,4,-2,2
9373,2,-2,3,-3,0,3,2
9374,-3,3,-3,3,-1,-1,0
9375,3,-2,-1,3,-3,3,3
9376,-2,2,0,-2,3,-2,4
9377,-3,-1,0,4,-1,-2,0
9378,-1,-1,1,1,-2,1,1
9379,-2,0,-1,-1,4,0,4
9380,1,-2,1,-1,1,-2,2
9381,2,-2,3,-2,0,0,2
9382,-3,2,0,-2,0,-1,4
9383,-1,-2,3,-2,2,-3,5
9384,-2,0,3,-2,0,0,5
9385,-1,0,0,0,0,4,1
9386,-1,3,-3,3,-1,1,0
9387,1,-1,-2,1,1,-1,3
9388,-2,0,2,-3,1,1,5
9389,3,-3,3,-2,0,-1,2
9390,-1,1,-2,-1,4,-1,4
9391,-1,0,-2,3,-1,-1,0
9392,-1,-2,3,-3,3,-3,5
9393,3,-3,3,-1,1,-1,2
9394,2,-2,1,-1,1,1,2
9395,-1,-2,3,-3,0,3,5
9396,0,-2,-1,3,0,-3,3
9397,1,2,0,-3,3,-2,4
9398,0,4,0,-1,-2,3,0
9399,-2,3,-2,1,-1,-1,0
9400,-2,3,0,-3,3,-1,4
9401,-2,-1,3,-3,-1,0,5
9402,-2,2,-1,0,2,-2,4
9403,-2,2,-1,-2,-1,0,4
9404,4,-3,3,-1,-1,1,2
9405,2,-2,3,-2,1,-1,2
9406,-1,-2,-1,4,-2,-1,3
9407,-2,3,-2,0,1,0,4
9408,-2,-1,1,2,-1,-2,1
9409,-3,2,1,-3,1,0,4
9410,3,-3,-1,4,-3,3,3
9411,3,-3,2,-1,-1,2,2
9412,-1,1,1,0,-2,3,1
9413,-3,3,-2,-1,3,-1,4
9414,3,-3,3,0,-2,-1,2
9415,-3,-1,0,0,0,4,1
9416,0,0,3,-2,-1,1,5
9417,2,0,0,-1,1,0,2
9418,2,1,-2,-1,3,0,4
9419,1,-2,0,3,-3,3,3
9420,0,1,-1,1,-1,-1,0
9421,-1,0,1,2,-3,2,1
9422,-1,1,0,1,-2,0,1
9423,-2,2,-1,0,1,1,4
9424,1,-1,2,-2,2,-3,5
9425,3,0,-1,0,-1,1,3
9426,3,-3,3,-3,0,-1,2
9427,-2,3,-2,1,-1,-1,0
9428,2,-1,-2,2,-2,3,3
9429,-3,2,0,0,0,0,4
9430,1,-1,2,-1,-2,3,1
9431,0,1,0,-1,-1,3,1
9432,1,2,-3,3,-3,3,0
9433,1,1,-3,0,3,-2,4
9434,0,-1,-1,2,1,-2,3
9435,0,-3,0,3,-1,-1,3
9436,-1,0,-2,0,3,-1,4
9437,-3,-1,0,4,-3,-1,0
9438,3,-3,3,-1,-2,3,2
9439,1,2,-3,3,-3,2,0
9440,-1,2,1,-2,0,0,4
9441,-1,3,-1,-2,3,-2,4
9442,3,-1,-2,-1,4,-1,2
9443,-3,3,-2,1,1,-3,4
9444,3,-2,2,-2,1,-1,2
9445,0,-2,1,-2,3,-2,5
9446,-3,3,-3,3,0,-2,0
9447,2,-3,3,-1,-2,3,2
9448,-1,1,-1,1,-2,2,0
9449,-1,-2,3,-2,2,-3,5
9450,3,-1,1,-3,3,-3,2
9451,0,1,0,-2,3,-2,4
9452,-2,3,-2,-1,0,3,4
9453,3,0,-1,-1,1,0,2
9454,1,-3,0,3,-3,2,3
9455,0,-2,1,-1,-1,0,1
9456,4,-1,-2,3,-3,3,3
9457,-3,2,1,-3,3,-1,4
9458,-1,-2,0,2,0,-1,1
9459,-1,0,0,4,-3,-1,0
9460,-1,2,-2,3,-3,3,0
9461,0,-2,-1,4,-2,1,3
9462,0,-2,-1,3,-3,1,3
9463,-1,3,-1,-2,0,3,4
9464,4,-3,2,1,-3,0,3
9465,0,2,-3,1,1,-1,4
9466,3,-2,-1,2,-1,-1,3
9467,-2,3,-2,-1,3,-3,4
9468,0,0,4,-3,-1,0,5
9469,4,0,-2,-1,2,1,2
9470,3,-2,0,0,0,0,2
9471,0,-1,0,-1,0,0,1
9472,-3,-1,4,-3,3,-3,5
9473,0,3,-2,1,0,-1,0
9474,0,-1,1,1,-2,2,1
9475,3,-3,3,-3,3,-3,2
9476,0,2,-2,3,-3,3,0
9477,2,-3,3,-1,-2,2,2
9478,0,1,-2,3,-3,2,0
9479,0,-2,3,0,-3,3,1
9480,-3,2,1,-3,2,1,4
9481,-2,-1,3,-3,3,-3,5
9482,-3,2,-1,-1,3,-3,4
9483,0,1,0,-2,0,3,4
9484,0,-2,-1,3,-1,-2,3
9485,0,4,-3,3,-3,0,0
9486,0,1,-1,-1,3,-2,4
9487,3,-1,-1,2,-3,3,3
9488,3,-3,2,1,-3,3,3
9489,1,-2,3,-1,0,-1,2
9490,-1,0,1,-2,2,-1,5
9491,-3,-1,4,-3,3,0,5
9492,3,-3,3,0,-3,2,2
9493,-3,0,3,-3,0,-1,5
9494,3,-3,2,-2,3,0,2
9495,3,-3,2,1,-3,3,3
9496,3,-3,3,-1,-1,0,2
9497,-1,1,2,-3,3,-2,5
9498,1,-1,0,1,-1,2,3
9499,-1,-1,3,-3,0,-1,5
9500,-1,0,1,-1,1,-1,1
9501,0,-3,1,2,-2,-1,3
9502,-3,3,0,-3,3,-3,4
9503,0,2,-3,1,1,-2,4
9504,3,-2,0,-1,2,1,2
9505,3,-2,-1,-1,0,0,2
9506,2,-2,1,-1,-1,4,2
9507,-1,1,-2,3,-1,0,0
9508,0,-1,1,-2,2,0,5
9509,1,-3,3,-2,0,1,2
9510,-3,3,-2,-1,3,-2,4
9511,1,1,-1,-2,3,-3,4
9512,3,-3,3,-3,-1,4,2
9513,-1,-1,1,-1,-1,2,1
9514,-1,-2,3,-2,-1,3,5
9515,-1,-1,1,1,-2,-1,1
9516,3,-2,1,-1,2,0,2
9517,3,-3,0,-1,4,-1,2
9518,1,-1,1,0,-2,3,1
9519,3,-2,-1,3,-2,1,3
9520,4,-3,0,3,-3,-1,3
9521,1,0,-1,0,0,0,1
9522,-1,4,-1,0,-2,3,0
9523,-3,0,3,-2,0,1,5
9525,0,1,0,0,0,0,1
9526,3,-3,0,3,-3,3,3
9527,3,0,-3,3,0,-3,3
9528,0,-2,3,-1,0,-1,5
9529,1,0,0,-1,3,-1,2
9530,-1,3,-1,0,-2,3,0
9531,0,-2,3,-2,1,0,5
9532,3,-3,2,-2,1,2,2
9533,-2,3,-3,2,0,-1,0
9534,-1,2,-3,2,-1,1,0
9535,-1,1,-1,3,0,-1,0
9536,0,4,0,0,-2,0,0
9537,-1,2,1,-2,0,0,4
9538,-1,3,-3,3,-3,3,0
9539,0,2,-3,0,2,1,4
9540,-2,3,-3,3,-2,2,0
9541,1,-1,1,-2,3,-3,2
9542,0,1,-1,-1,2,0,4
9543,0,1,-3,1,2,-3,4
9544,-3,-1,4,-2,-1,3,5
9545,3,-1,-1,2,-3,3,3
9546,-1,1,2,-2,2,-3,5
9547,3,-3,3,-3,3,-3,2
9548,-2,0,0,0,0,2,1
9549,-3,1,2,-2,1,-2,5
9551,3,-3,3,-3,0,-1,2
9553,4,-3,-1,0,4,0,2
9554,0,0,-1,1,0,-2,1
9555,-1,-2,3,-3,0,-1,5
9556,-2,-1,3,-2,-1,3,5
9558,-2,0,2,-2,2,-3,5
