CUSTNO,가구인테리어_잡화_고가_clust_ids,가구인테리어_잡화_중가_clust_ids,가구인테리어_잡화_저가_clust_ids,가전_레저취미_멀티샵_고가_clust_ids,가전_레저취미_멀티샵_중가_clust_ids,가전_레저취미_멀티샵_저가_clust_ids,교육문화_아동_고가_clust_ids,교육문화_아동_중가_clust_ids,교육문화_아동_저가_clust_ids,식품_생활_고가_clust_ids,식품_생활_중가_clust_ids,식품_생활_저가_clust_ids,의류_이미용_고가_clust_ids,의류_이미용_중가_clust_ids,의류_이미용_저가_clust_ids,침구_주방_고가_clust_ids,침구_주방_중가_clust_ids,침구_주방_저가_clust_ids,전체_clust_ids
7317,5,5,2,1,2,3,4,0,0,4,0,0,3,5,2,2,4,1,0
7318,0,3,5,5,0,3,3,4,0,2,3,2,5,1,0,2,3,3,4
7319,1,3,4,5,0,3,1,3,2,5,5,0,2,0,5,5,5,4,3
7320,1,4,1,5,4,4,4,3,2,4,4,4,3,0,2,3,3,2,3
7321,1,3,0,5,3,3,4,0,5,0,1,4,0,3,4,4,1,0,4
7322,1,2,2,0,3,3,2,0,0,5,2,3,0,0,4,0,2,1,3
7323,5,0,5,0,4,4,0,5,2,5,2,3,0,5,5,0,1,5,3
7324,5,3,3,2,1,2,0,4,0,1,2,1,4,1,4,4,5,5,1
7325,1,1,4,0,0,1,1,0,1,2,0,2,0,0,3,0,1,2,3
7326,2,3,3,1,1,3,0,4,0,2,3,3,2,3,0,4,5,1,5
7327,2,0,0,3,0,0,0,0,5,4,2,1,4,2,2,5,0,3,3
7328,1,0,3,0,0,4,0,0,0,4,4,4,0,4,3,0,1,1,5
7329,1,0,2,0,4,0,0,0,4,3,2,2,0,0,5,0,1,3,4
7330,1,5,3,0,3,3,0,5,0,0,0,1,5,4,3,4,2,1,2
7331,2,4,0,4,3,3,0,5,0,2,0,4,3,1,0,1,2,0,0
7332,3,2,0,0,5,0,1,0,5,2,0,2,0,5,3,2,3,1,3
7333,1,4,3,0,4,3,5,1,4,4,5,5,5,0,4,0,2,0,5
7334,1,5,1,0,3,4,1,3,2,5,1,3,0,4,1,0,3,4,4
7335,2,1,4,0,0,3,0,0,2,3,3,3,2,5,1,3,1,2,0
7336,5,3,1,0,5,3,1,5,1,2,0,0,1,0,0,4,2,1,2
7337,0,3,3,0,2,5,2,3,2,3,4,5,0,3,1,0,5,2,5
7338,1,0,4,0,2,2,0,0,0,3,3,5,0,0,2,0,1,1,3
7339,1,0,3,0,2,3,4,5,3,2,2,1,1,2,0,0,0,5,4
7340,1,1,4,0,0,0,1,1,1,1,3,5,0,1,5,0,2,1,5
7341,1,0,4,1,3,0,0,2,0,4,2,0,5,5,2,5,3,5,5
7342,5,5,5,0,2,2,2,4,0,0,0,5,0,5,0,0,2,0,3
7343,2,2,2,0,1,2,1,0,1,5,0,0,2,1,0,3,0,2,4
7344,2,3,1,1,3,2,3,5,2,5,4,3,2,2,1,2,0,0,0
7345,1,4,3,5,3,3,0,0,0,1,2,0,5,5,2,2,1,1,2
7346,3,1,3,0,3,0,5,4,3,1,3,5,2,5,1,2,3,2,1
7347,5,3,1,3,0,3,1,0,0,5,4,2,2,5,3,5,3,1,1
7348,1,0,0,0,5,3,1,5,3,2,0,1,0,3,4,0,1,1,2
7349,1,0,1,0,4,3,0,0,5,1,5,5,0,5,0,0,1,4,5
7350,1,0,1,0,4,4,3,5,4,2,0,1,0,5,5,0,1,0,2
7351,1,0,4,0,4,5,0,0,2,2,2,5,0,4,5,0,1,1,3
7352,1,4,1,0,5,0,0,1,5,1,1,2,1,3,4,5,3,1,4
7353,1,0,4,0,3,3,3,5,4,1,1,1,3,3,3,0,1,3,3
7354,1,1,2,0,2,2,2,2,4,5,5,1,0,1,0,5,5,3,5
7355,1,0,5,3,4,1,1,4,2,1,3,4,0,1,1,0,1,3,0
7356,5,5,5,0,3,4,0,0,0,2,2,1,3,3,4,1,4,0,4
7357,1,2,2,0,0,4,2,4,0,3,4,3,0,3,5,0,4,0,1
7358,1,3,1,0,1,3,5,0,4,4,3,4,5,1,1,1,5,2,0
7359,5,3,4,1,2,0,1,0,0,3,4,2,5,3,0,1,0,1,3
7360,2,5,5,3,3,3,0,0,0,4,1,0,5,1,5,2,5,1,0
7361,4,2,2,3,2,1,0,3,2,4,5,3,0,5,2,4,0,2,1
7362,1,1,1,0,0,1,3,3,3,2,2,1,2,5,2,0,1,5,1
7363,1,5,3,1,4,3,0,0,2,2,1,3,1,2,4,4,1,1,1
7364,1,0,0,0,2,0,5,5,4,1,3,1,0,0,5,0,1,4,5
7365,1,1,3,0,1,0,0,4,0,0,5,0,5,5,5,2,0,4,5
7366,2,2,0,0,4,0,3,3,5,0,0,3,3,3,5,3,1,3,4
7367,1,0,4,2,4,4,1,2,3,1,3,1,1,3,1,2,2,2,1
7368,2,1,1,0,1,3,0,0,0,4,0,2,0,0,0,4,4,1,4
7369,1,5,0,0,1,2,5,4,0,2,1,3,5,0,0,3,3,0,4
7370,0,4,2,0,4,3,0,5,3,5,5,0,0,3,3,2,1,4,5
7371,4,1,0,3,2,3,0,3,0,2,0,1,3,0,4,0,0,1,5
7372,1,1,1,4,4,1,3,5,0,0,3,1,0,5,0,0,4,4,5
7373,1,0,4,0,5,0,0,3,1,0,1,2,1,5,1,0,1,3,3
7374,1,0,0,0,2,1,0,5,0,5,5,3,0,3,0,0,1,2,5
7375,1,3,2,4,4,0,0,5,5,5,0,1,2,2,3,0,1,1,5
7376,1,1,3,0,1,3,0,0,0,5,3,3,1,5,0,1,1,1,5
7378,0,3,2,2,4,3,0,0,0,4,3,1,2,1,4,2,4,1,1
7379,1,3,1,0,3,3,0,0,0,2,5,1,0,0,5,0,1,2,2
7380,5,0,5,0,4,1,3,2,4,2,1,5,0,2,1,3,1,2,3
7381,4,1,5,0,4,3,0,0,0,2,2,5,0,0,1,4,1,1,5
7382,1,0,4,0,0,0,0,3,0,1,3,4,0,0,1,0,1,1,3
7383,5,3,4,0,4,4,5,3,4,3,4,3,5,3,2,1,2,1,3
7384,1,0,0,0,4,4,0,0,2,0,5,2,1,3,4,0,0,1,4
7385,1,0,4,0,4,5,0,0,0,4,4,3,0,5,0,0,1,2,0
7386,1,4,2,0,3,4,1,2,0,1,2,3,0,1,0,0,1,5,1
7387,3,5,0,0,0,0,0,4,0,3,3,1,1,5,5,1,4,1,1
7388,3,2,1,0,3,5,0,0,0,2,4,4,0,5,4,0,1,1,0
7389,3,2,0,0,0,3,0,1,2,1,2,0,1,0,3,5,0,4,1
7390,1,3,1,0,2,3,0,4,0,2,3,0,2,0,5,0,1,1,4
7391,1,0,2,0,3,3,0,2,5,2,3,1,0,3,0,0,2,1,4
7392,3,2,1,2,5,3,0,3,0,1,2,1,4,2,0,5,1,1,3
7393,3,3,2,0,2,2,3,3,2,2,1,2,1,2,5,0,1,4,2
7394,1,4,1,2,0,5,5,0,2,2,3,4,4,0,5,3,0,3,3
7395,4,4,0,3,3,3,0,0,0,4,0,2,0,3,3,1,1,1,5
7396,2,0,4,2,0,3,4,3,0,2,0,1,1,2,5,2,3,5,2
7397,1,3,0,0,4,0,0,0,0,0,3,2,0,0,5,0,1,4,4
7398,1,1,3,0,0,4,0,4,0,2,1,4,2,2,0,1,4,2,4
7399,1,3,2,0,0,5,1,1,5,2,3,3,4,3,4,0,1,1,5
7401,5,3,1,2,2,2,5,1,2,2,5,1,3,3,4,0,1,4,2
7402,4,1,2,3,0,2,0,5,3,1,5,4,3,5,1,0,5,2,1
7403,1,0,3,0,2,4,5,1,2,2,3,4,0,3,3,0,2,3,5
7404,5,3,3,0,3,3,0,0,0,2,1,2,1,1,5,0,5,1,0
7405,1,0,2,0,3,1,1,0,0,0,0,0,4,3,5,0,1,2,2
7406,0,3,5,4,0,1,4,1,0,4,0,4,1,4,3,3,2,0,3
7407,1,4,4,4,4,3,4,5,0,4,0,4,2,4,2,4,0,0,2
7408,1,0,4,0,0,3,0,4,1,1,1,2,0,2,3,0,1,4,1
7409,3,5,2,0,2,2,1,4,3,1,0,3,1,3,3,4,4,2,1
7410,1,4,3,0,0,2,4,2,0,1,1,2,0,1,2,0,4,2,1
7411,1,0,3,1,5,2,0,5,0,5,2,0,5,0,1,4,3,3,3
7412,1,5,0,0,4,3,1,3,3,5,0,2,4,5,1,0,1,0,4
7413,2,3,3,1,1,3,0,4,4,4,3,5,1,4,1,1,2,0,0
7414,0,1,2,4,4,2,1,0,4,3,5,4,0,0,4,2,5,0,3
7415,1,2,1,0,2,3,0,0,0,3,2,5,0,1,1,0,1,0,2
7416,1,0,4,0,4,5,0,0,0,5,3,4,0,3,2,0,1,0,4
7418,4,3,1,4,0,3,4,2,0,0,4,0,5,3,4,2,0,3,2
7419,4,4,5,3,4,3,0,5,4,1,3,3,5,4,0,1,0,5,2
7420,3,2,0,0,1,5,0,5,2,4,2,3,1,4,1,1,2,1,1
7421,1,0,1,0,4,3,4,1,1,2,1,5,0,2,1,0,1,1,1
7422,1,0,1,0,0,4,0,2,0,2,2,3,4,5,1,0,1,4,5
7423,1,4,1,0,4,3,0,1,3,3,1,1,0,1,3,0,1,1,0
7424,1,2,4,0,5,1,0,0,4,4,3,4,4,2,5,0,0,4,3
7425,0,2,3,1,4,1,2,2,3,5,5,5,2,3,4,5,3,0,3
7426,5,1,2,0,3,0,4,1,1,1,2,0,4,4,2,0,4,4,3
7427,1,1,1,0,0,4,0,2,0,5,0,2,3,0,5,5,3,2,1
7428,0,4,0,2,0,3,4,4,0,0,2,0,1,3,0,4,3,4,3
7429,3,1,1,0,5,1,0,0,1,3,4,4,1,2,5,4,2,3,1
7430,5,4,2,0,3,5,1,0,4,4,4,4,0,5,0,4,0,1,1
7431,1,0,2,0,1,3,5,5,3,1,0,5,0,5,1,0,1,3,3
7432,1,3,3,0,4,0,1,0,1,4,0,4,2,3,4,0,2,3,2
7433,3,0,2,0,3,2,1,1,4,4,2,0,0,1,3,0,5,3,0
7434,4,3,2,3,1,3,4,0,5,4,5,4,5,3,5,2,4,5,2
7435,0,4,3,0,2,3,0,2,0,2,0,1,1,2,4,0,5,4,1
7436,5,3,0,2,5,4,0,4,2,5,4,2,4,3,3,2,1,2,3
7437,1,5,1,0,3,0,1,0,5,1,5,3,1,1,0,0,2,2,3
7438,3,3,2,2,1,4,2,4,4,1,0,0,5,5,1,3,4,4,0
7439,1,0,1,0,4,4,4,5,5,1,1,3,0,0,0,0,2,5,4
7440,1,1,4,4,0,3,3,5,1,2,2,0,0,0,3,4,0,3,2
7441,1,5,0,1,2,4,0,4,0,4,4,3,5,1,0,0,3,5,4
7442,3,3,3,0,0,3,0,4,5,4,5,0,2,5,2,3,2,1,1
7443,1,0,0,0,4,4,0,4,1,5,0,1,0,2,3,0,1,4,2
7444,2,1,0,3,0,3,1,0,2,2,0,1,1,0,3,2,0,5,4
7445,1,2,3,4,2,5,5,4,3,4,5,4,3,5,1,0,1,2,5
7446,1,1,2,0,1,3,1,3,1,4,5,2,0,3,4,1,3,2,0
7447,1,3,5,2,3,3,3,0,1,4,1,3,5,5,1,4,0,0,4
7448,0,4,1,2,1,0,1,4,2,2,3,5,1,1,0,0,1,1,1
7449,3,0,4,0,5,3,3,3,0,5,5,2,0,0,1,2,0,1,5
7450,1,5,2,0,1,0,0,2,4,5,1,0,0,2,1,3,1,4,1
7451,1,4,1,2,1,3,3,3,3,2,5,3,1,2,2,5,0,0,2
7452,1,0,3,0,3,3,2,2,5,0,3,0,5,5,5,2,5,3,4
7453,1,5,3,0,3,3,0,4,0,3,5,0,1,3,0,5,1,1,1
7454,4,3,2,3,4,3,0,3,0,1,0,2,3,4,3,3,4,3,2
7455,1,0,2,0,5,4,0,0,0,0,4,3,0,3,1,0,1,2,1
7456,1,5,1,0,4,5,5,1,1,5,5,0,0,3,1,0,1,1,1
7457,0,0,4,3,5,2,2,0,5,4,4,2,2,3,1,2,4,5,1
7458,3,4,1,3,4,2,0,3,0,5,5,0,5,5,3,4,0,1,1
7459,5,0,2,1,2,3,0,0,0,0,4,4,0,1,0,1,5,1,4
7460,1,0,5,0,2,3,0,4,0,4,2,2,1,1,4,3,2,1,5
7461,5,4,0,0,0,0,0,5,4,4,1,2,0,4,4,5,1,5,2
7462,5,1,5,3,3,3,0,4,0,4,4,2,0,5,0,3,4,1,1
7463,1,0,1,0,0,3,0,0,3,1,1,2,0,0,5,0,4,5,4
7464,3,3,4,4,0,1,4,2,0,3,2,1,0,1,4,2,2,1,1
7465,3,4,3,0,3,0,0,1,5,5,3,4,3,1,5,0,0,3,4
7466,1,0,3,0,2,1,0,5,0,1,2,3,4,3,5,5,2,3,2
7467,1,0,4,0,2,5,1,1,2,4,0,2,0,3,3,0,1,5,2
7468,5,2,1,0,3,3,0,4,0,4,5,3,1,5,1,2,2,2,5
7469,1,5,5,0,2,3,4,4,4,3,2,5,1,0,0,0,5,0,3
7470,2,4,0,0,5,5,0,5,2,3,4,4,2,1,5,3,1,1,1
7471,4,0,4,0,4,1,0,1,1,5,2,4,5,3,4,1,3,3,5
7472,1,3,2,2,3,3,1,2,0,5,0,1,4,0,3,2,2,1,2
7473,1,5,3,0,3,3,0,1,4,2,3,4,0,0,1,1,0,3,4
7474,1,1,4,0,0,5,0,3,2,3,2,3,0,5,5,0,4,2,0
7475,4,2,4,0,2,2,0,5,2,1,4,1,0,5,3,0,3,1,5
7476,1,2,4,2,4,4,4,5,5,4,0,3,0,5,0,0,4,0,5
7477,3,5,2,0,4,4,4,3,3,3,3,4,2,5,4,3,0,0,1
7478,4,5,4,0,1,0,3,0,4,1,5,0,0,3,5,1,5,0,1
7479,3,3,0,2,1,3,0,3,0,5,5,5,3,3,0,0,1,2,4
7480,4,1,2,0,3,0,0,1,0,3,1,1,4,3,2,3,3,1,2
7481,4,3,0,1,1,2,2,2,2,2,3,1,4,2,0,4,1,0,2
7482,1,0,0,0,1,0,0,2,0,2,3,1,1,1,0,3,1,1,0
7483,1,4,4,3,4,1,0,0,2,2,5,1,0,3,3,4,0,1,3
7484,1,1,3,0,1,5,3,4,2,4,5,0,0,0,3,0,3,3,5
7485,1,0,4,0,0,3,0,3,5,0,0,1,0,3,2,0,4,5,5
7486,1,3,2,3,4,3,0,5,0,4,4,2,2,5,0,1,0,1,1
7487,1,2,2,0,2,4,0,3,0,2,0,1,0,1,5,4,4,4,2
7488,4,5,1,0,4,3,2,5,3,5,2,5,0,2,1,4,3,3,3
7489,1,0,1,0,0,3,0,1,2,3,0,2,0,4,3,0,1,0,2
7490,2,4,1,3,3,4,0,4,0,1,5,4,3,5,1,1,3,0,0
7492,4,4,1,0,1,3,0,0,0,1,0,3,4,0,2,4,1,1,2
7493,5,0,5,1,1,3,0,2,0,1,2,1,3,4,2,1,4,1,0
7494,1,5,0,0,3,1,0,0,4,5,3,4,0,1,0,0,1,3,2
7495,4,5,5,0,1,4,0,1,4,0,0,1,0,1,5,2,1,5,5
7496,1,4,3,0,1,5,0,3,4,5,5,0,0,3,4,0,3,2,5
7497,2,0,5,0,0,3,4,4,4,4,1,4,1,3,0,0,3,1,1
7498,1,3,1,4,5,3,2,5,3,5,0,0,4,4,1,0,0,0,2
7499,1,4,4,0,3,0,4,0,5,4,4,5,3,2,5,1,3,2,4
7500,4,2,2,2,2,1,1,3,5,5,2,2,2,2,5,2,1,4,5
7501,1,4,3,0,0,3,2,2,1,5,2,5,0,1,0,4,0,1,4
7502,1,1,2,0,0,0,5,1,1,4,2,0,0,5,3,0,1,0,5
7503,1,1,3,0,2,4,0,4,5,0,1,2,2,2,1,0,3,5,4
7504,4,1,1,1,2,2,5,2,4,2,5,0,3,1,2,0,4,5,5
7505,1,1,4,0,0,3,1,3,4,4,0,3,0,4,3,0,2,0,1
7506,5,0,1,3,3,2,4,0,4,2,3,2,1,2,1,5,5,1,1
7507,1,0,5,0,4,0,0,5,0,5,1,0,0,2,2,0,0,5,1
7508,2,3,5,0,3,2,5,5,0,0,1,2,3,1,4,2,4,2,0
7509,4,3,0,4,2,3,0,4,0,0,0,3,5,3,0,1,4,1,2
7510,1,4,3,0,2,3,0,0,0,3,5,3,3,1,2,0,4,1,0
7511,1,5,2,0,0,1,0,0,0,4,1,1,2,5,2,0,1,5,4
7512,5,4,5,5,3,3,5,1,4,0,1,2,1,1,1,2,3,2,0
7513,3,0,4,0,1,3,0,1,3,4,3,5,3,5,1,3,4,1,0
7514,4,2,0,0,3,3,0,5,0,4,1,3,1,0,1,5,3,2,2
7515,1,0,4,0,2,3,0,2,1,5,0,5,0,4,4,0,1,5,2
7516,4,1,4,1,0,4,2,0,2,0,1,2,3,4,4,1,2,4,2
7517,5,5,3,4,1,3,3,3,0,3,4,2,3,2,2,4,1,4,1
7518,3,5,4,0,5,5,0,0,5,3,0,0,1,3,0,4,3,1,1
7519,4,5,0,0,5,4,1,0,2,2,2,5,4,4,2,3,3,0,2
7520,1,5,4,0,3,1,3,2,3,4,0,4,1,3,4,3,4,2,1
7521,3,3,1,4,3,1,2,1,3,3,3,3,5,3,0,1,3,0,5
7522,5,0,0,2,0,3,3,3,3,2,2,0,1,4,3,4,4,1,2
7523,4,3,1,0,5,1,2,2,3,4,5,5,0,2,3,3,0,4,0
7524,1,5,1,0,4,4,4,3,1,0,1,2,0,3,1,0,1,4,1
7525,1,5,1,0,1,2,5,4,0,3,2,2,4,3,0,5,1,5,1
7526,5,4,1,1,3,4,5,5,3,0,3,2,0,3,4,4,1,3,0
7527,1,4,4,0,1,5,3,5,5,5,4,4,0,5,2,0,4,2,0
7528,1,4,4,0,4,3,0,0,3,4,1,0,0,3,2,0,4,5,4
7529,1,0,1,0,3,0,5,2,0,4,3,4,0,3,2,0,2,2,0
7530,3,3,1,5,0,2,0,1,3,2,2,0,1,2,2,3,2,4,4
7531,3,0,1,1,4,3,0,3,0,2,1,3,3,3,4,1,4,0,4
7532,1,0,5,5,5,3,2,3,0,1,0,3,0,3,5,0,1,0,4
7533,1,0,3,0,4,2,0,4,5,1,3,2,1,2,1,0,4,4,5
7534,3,0,0,2,2,2,0,3,5,2,2,3,1,2,0,5,4,5,5
7535,0,0,0,0,1,1,1,0,0,5,0,0,4,4,0,0,3,4,2
7536,1,0,2,0,4,2,1,1,3,3,4,3,4,1,1,0,5,5,1
7537,1,0,1,0,4,0,0,0,0,2,0,0,0,1,2,0,1,0,2
7538,5,3,2,0,0,3,0,4,0,4,5,3,0,3,0,4,2,1,1
7539,1,4,0,1,2,3,5,3,4,5,5,0,0,2,0,0,2,1,4
7540,1,1,5,0,1,4,0,4,3,2,1,0,0,4,0,0,1,4,0
7541,1,3,3,2,4,3,0,0,0,1,3,0,5,5,1,3,1,1,5
7542,5,0,0,0,0,4,3,0,0,5,0,0,1,1,5,0,0,5,2
7543,4,2,5,3,3,3,0,1,0,3,5,5,0,3,3,2,1,2,1
7544,0,2,4,0,2,5,4,0,5,3,2,5,0,0,2,4,1,1,5
7545,1,0,3,0,0,0,5,4,0,4,0,2,4,1,0,0,4,0,2
7546,0,4,2,0,3,3,0,0,0,5,2,2,1,0,2,0,1,1,3
7547,0,0,4,0,2,3,0,2,0,5,2,1,0,0,4,4,2,2,3
7548,4,2,4,0,2,5,1,4,3,2,0,1,2,5,5,4,1,3,5
7549,1,4,0,0,5,3,0,2,0,4,0,5,2,3,0,5,1,1,1
7550,5,2,2,0,5,3,0,2,3,4,3,1,4,0,1,1,0,3,5
7551,1,4,2,0,3,0,0,5,0,4,5,2,0,1,2,0,1,3,4
7552,1,0,3,0,5,3,0,5,0,5,3,3,0,2,4,5,0,1,4
7553,1,0,3,0,3,2,0,0,5,3,1,2,0,5,4,0,1,5,4
7554,1,4,2,4,1,3,0,1,0,1,3,2,0,3,4,0,1,1,2
7555,2,1,5,0,0,2,0,0,1,4,1,1,4,1,0,5,1,5,0
7556,1,0,4,0,4,1,0,0,4,5,2,3,0,5,3,0,1,1,3
7557,0,1,3,2,5,5,0,2,4,1,2,4,2,3,0,4,5,1,5
7558,2,3,2,1,2,2,0,3,0,0,1,2,2,2,2,3,0,0,1
7559,3,1,2,5,0,3,0,1,3,3,4,5,2,0,1,1,2,2,1
7560,1,2,4,0,2,2,0,2,1,2,3,1,0,4,5,0,1,1,2
7561,1,3,0,0,0,3,1,0,1,5,5,0,4,1,2,2,2,5,3
7562,3,0,3,1,3,3,0,5,5,3,5,2,4,1,0,1,1,1,0
7563,1,4,2,0,2,0,5,5,0,5,0,0,2,0,5,0,0,4,2
7564,1,3,4,0,3,5,4,4,5,4,4,1,0,0,0,0,1,4,3
7565,1,0,2,0,3,4,0,4,5,0,3,1,3,4,0,0,1,5,2
7566,1,4,1,0,2,5,0,0,0,0,1,4,0,5,0,0,1,2,2
7567,1,2,1,2,4,3,0,0,0,0,2,3,0,2,5,0,2,1,3
7568,1,0,5,0,2,5,4,5,4,0,5,3,0,3,3,0,1,5,3
7569,1,0,0,0,0,3,0,0,2,1,2,4,0,2,0,0,2,1,5
7570,4,4,0,5,4,1,1,4,4,4,3,1,1,1,4,4,3,1,0
7571,1,0,1,0,2,0,0,0,0,1,0,1,0,3,3,0,1,4,2
7572,1,0,2,0,5,5,0,0,0,1,4,3,4,0,2,0,2,3,3
7573,2,1,4,5,0,3,0,4,0,5,1,2,1,2,0,1,5,1,1
7574,1,4,0,0,1,2,0,1,0,2,4,0,0,0,2,0,4,5,3
7575,1,0,1,0,2,2,0,5,5,0,3,2,0,2,1,2,1,2,4
7576,1,4,2,5,1,3,0,3,0,4,2,2,2,3,0,1,3,1,5
7577,1,0,2,0,4,3,0,3,4,2,2,4,0,2,1,4,1,2,2
7578,4,2,4,4,4,3,5,2,4,2,1,2,1,0,1,3,5,2,5
7579,4,5,0,0,5,4,0,0,1,2,0,2,2,4,2,4,2,0,2
7580,4,1,4,5,5,5,0,2,0,0,1,5,4,2,2,5,4,1,2
7581,5,3,1,0,1,2,0,4,5,2,5,2,2,1,1,0,2,1,5
7582,1,2,4,0,1,4,4,1,5,3,4,3,1,4,5,1,3,2,4
7583,5,2,0,2,4,0,0,4,1,2,4,3,2,3,1,5,3,4,1
7584,5,1,0,0,0,2,0,3,2,2,3,1,0,2,3,0,5,0,1
7585,4,1,0,0,5,4,0,4,1,2,0,1,0,5,5,0,4,0,5
7586,5,2,1,0,1,5,2,3,5,4,2,5,4,1,0,0,0,5,1
7587,1,2,4,0,0,3,0,1,1,3,5,1,2,4,5,0,0,3,2
7588,3,1,4,3,1,2,0,0,0,5,0,3,5,1,4,4,1,1,0
7589,1,5,0,0,2,4,1,4,0,5,5,1,3,0,1,0,1,2,3
7590,1,0,0,0,3,3,0,2,2,0,1,4,0,3,1,0,1,4,4
7591,1,0,3,0,4,1,0,0,4,3,3,3,0,3,2,0,1,3,4
7592,1,0,4,0,0,4,0,0,0,2,5,5,0,3,2,0,1,4,5
7593,3,0,0,1,1,4,0,2,2,5,3,2,2,1,4,0,4,2,1
7594,4,0,0,1,2,4,0,5,4,2,0,2,0,4,5,0,0,0,2
7595,1,0,2,0,1,5,0,0,0,1,4,3,2,3,4,0,1,5,1
7596,1,1,5,4,3,3,0,1,0,3,4,0,1,3,0,0,5,1,3
7597,1,3,3,0,4,3,0,1,2,1,1,0,0,0,0,0,2,5,0
7598,1,5,1,0,3,1,0,4,0,5,0,5,1,0,3,0,1,3,4
7599,1,1,5,0,2,2,1,4,0,1,2,1,3,2,1,0,1,4,3
7600,4,0,3,5,4,2,1,3,0,0,0,3,1,4,3,0,1,5,2
7601,0,0,3,0,5,3,0,1,4,5,5,4,2,4,1,3,1,2,5
7602,1,0,3,0,3,1,3,1,4,0,2,2,3,2,1,0,1,4,1
7603,4,3,0,3,2,5,4,0,4,5,0,4,5,3,5,4,0,5,2
7604,1,0,5,0,1,0,0,3,2,4,2,1,0,3,0,0,0,1,4
7605,2,4,1,0,4,3,0,5,0,4,3,1,1,3,2,4,5,3,4
7606,0,0,2,0,5,4,0,0,0,5,2,2,0,3,4,0,1,2,3
7607,1,0,3,0,3,3,0,4,0,2,3,1,0,5,3,1,5,1,5
7608,2,5,0,0,2,3,5,2,2,2,0,1,0,3,3,0,4,5,4
7609,1,3,4,0,3,3,3,4,0,4,4,0,1,2,3,3,4,1,3
7610,4,0,0,0,0,3,0,0,2,5,0,4,0,5,4,4,3,1,3
7611,3,3,1,2,2,3,5,4,2,5,2,0,5,3,5,3,0,4,3
7612,1,3,2,0,0,3,3,0,1,4,3,0,3,4,0,0,5,1,0
7613,4,3,5,0,0,2,5,3,0,2,0,1,0,1,3,4,4,0,2
7614,2,1,2,0,4,3,0,2,0,0,2,2,0,5,0,0,1,5,4
7615,4,3,0,3,5,3,0,0,4,5,2,3,4,2,4,0,0,1,3
7616,2,3,3,3,2,3,0,0,0,2,0,2,3,2,1,0,1,1,0
7617,0,1,1,4,3,4,1,5,5,2,0,2,0,3,4,0,2,4,4
7618,2,3,4,0,1,3,0,3,0,5,3,4,0,4,3,4,4,1,2
7619,3,5,4,1,3,3,5,0,1,3,4,3,4,4,3,0,3,1,1
7620,1,0,0,0,1,5,3,3,5,1,1,2,1,5,1,0,1,4,1
7621,1,0,4,0,4,3,0,0,0,2,4,3,0,2,2,0,1,4,3
7622,1,5,0,0,1,4,0,4,2,2,2,2,0,2,1,4,5,4,2
7623,2,5,1,4,5,3,2,3,0,0,2,0,2,1,1,4,2,1,2
7624,1,0,3,0,3,2,0,0,2,4,1,2,0,0,0,0,1,0,4
7625,5,1,2,0,0,5,0,5,0,5,4,1,1,1,4,0,2,0,1
7626,0,3,3,2,4,0,0,5,0,4,0,3,4,4,2,0,0,5,2
7627,4,3,4,4,1,5,4,5,3,5,0,5,5,3,2,1,0,1,2
7628,1,0,2,3,3,0,0,2,4,2,1,4,2,0,4,0,1,0,0
7629,1,0,0,0,1,2,1,0,4,3,2,2,0,5,1,1,1,2,5
7630,1,1,0,0,0,0,2,0,2,5,0,1,0,3,4,0,3,4,4
7631,1,0,2,0,4,1,0,0,2,4,3,3,0,0,1,0,1,3,5
7632,1,5,2,1,0,3,5,4,4,1,5,2,1,5,3,0,4,5,1
7633,0,3,0,0,3,2,0,5,3,5,5,3,3,3,1,1,1,0,5
7634,1,0,1,0,2,4,1,3,5,2,3,1,0,3,2,0,1,5,2
7635,1,0,3,1,3,2,5,0,4,1,5,3,2,0,4,1,2,3,5
7636,1,1,4,0,4,1,1,1,4,2,0,4,0,3,0,0,3,2,2
7637,1,0,4,0,5,2,0,1,0,2,1,3,0,3,1,0,1,5,3
7638,4,1,3,5,0,4,1,3,0,2,1,0,3,1,0,4,3,4,4
7639,1,0,0,0,4,3,0,3,0,0,0,2,0,3,1,0,1,1,4
7640,1,0,4,0,4,1,0,3,1,1,5,2,0,0,4,0,1,2,5
7641,4,0,1,2,3,3,4,5,0,0,4,3,3,5,0,5,4,1,0
7642,1,0,2,0,4,5,0,0,0,5,1,2,0,3,5,0,2,2,4
7643,1,1,0,0,3,3,1,5,0,2,2,1,0,3,0,0,2,4,3
7644,1,3,2,0,5,0,0,4,5,3,1,2,4,5,4,0,2,3,1
7645,1,5,2,0,4,3,1,0,0,2,5,2,0,5,5,0,0,5,5
7646,5,4,1,1,1,3,0,4,0,5,3,5,5,1,0,3,5,1,0
7647,1,1,0,0,1,2,1,1,5,2,3,4,0,0,4,0,2,3,5
7648,4,3,4,2,4,3,0,5,0,4,2,2,5,0,0,5,0,1,2
7649,1,0,2,0,4,1,2,2,4,3,5,4,0,5,0,0,1,2,0
7650,1,5,0,0,3,5,5,4,5,0,2,0,0,5,3,0,0,3,1
7651,0,4,5,3,0,2,0,3,0,2,0,0,1,5,5,1,1,5,3
7652,1,0,3,0,3,3,1,5,4,4,5,4,5,1,5,3,1,2,0
7653,3,3,0,0,4,3,0,0,3,2,1,1,2,0,5,0,1,5,3
