CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,전체_clust_id
10348,1,0,0,-2,2,-1,1
10349,-1,0,1,0,-1,1,4
10350,2,-2,2,1,-2,2,0
10351,0,1,-1,1,-1,0,2
10352,-3,2,-1,-1,0,3,3
10353,0,-1,0,1,-1,0,4
10354,2,0,0,-1,0,1,5
10355,1,-2,1,0,-2,1,0
10356,-1,1,0,-1,0,1,3
10357,-1,0,2,-1,-2,3,4
10358,0,1,-1,1,-1,1,2
10359,-1,0,1,-2,0,3,3
10360,1,0,0,-2,1,0,1
10361,-2,0,0,2,-1,1,4
10362,-1,0,2,-1,-1,0,4
10363,-1,-1,2,-1,0,2,1
10364,-1,0,-2,2,-2,3,2
10365,-1,1,0,0,0,-1,3
10366,1,-2,-1,2,0,-1,0
10367,0,-1,0,2,-3,1,4
10368,0,1,-1,1,1,-1,5
10369,0,1,0,-1,1,0,3
10370,1,-2,3,-2,1,1,1
10371,1,-3,1,2,-3,2,0
10372,3,0,-3,0,0,3,5
10373,-2,2,-1,1,-1,1,2
10374,0,0,-1,1,0,0,5
10375,2,-3,1,0,2,-1,1
10376,1,-3,1,2,-3,2,0
10377,-2,2,-1,-2,2,-1,3
10378,0,-1,1,1,0,-1,4
10379,-1,3,-1,0,-2,1,2
10380,-2,2,1,0,-3,3,4
10381,0,0,-1,1,0,-1,5
10382,0,0,0,-1,1,-1,3
10383,1,1,-2,0,0,1,5
10384,-2,1,-2,2,-1,0,2
10385,0,1,-1,1,0,0,5
10386,0,-1,1,-3,2,-2,1
10387,-1,1,0,0,-1,1,4
10388,-1,1,-1,0,1,-1,3
10389,-1,0,1,0,-1,0,4
10390,3,-2,2,-3,2,0,1
10391,0,0,2,-1,0,-2,1
10392,0,0,0,-1,1,0,3
10393,-2,2,-1,-1,1,-1,3
10394,1,-1,1,0,0,-1,0
10395,1,0,-1,0,1,-1,5
10396,-2,0,1,0,-1,2,4
10397,2,-2,-1,3,0,-1,0
10398,2,-2,-1,1,2,0,5
10399,-2,0,2,-3,2,0,3
10401,0,-1,1,0,-2,2,4
10402,0,1,-1,0,1,0,5
10403,0,1,-1,1,-1,1,2
10404,0,0,0,2,-1,-1,4
10405,3,-2,1,0,1,-3,0
10406,1,-2,0,0,0,1,0
10407,2,-2,3,-3,1,1,1
10408,1,0,-1,0,1,1,5
10409,-1,0,1,-1,0,1,3
10410,2,-1,1,-1,1,-1,1
10411,0,1,0,-1,1,-1,3
10412,-1,0,1,0,0,-1,4
10413,-3,2,-1,2,-3,1,2
10414,2,-3,2,-1,0,1,1
10415,2,0,0,0,-2,2,0
10416,-2,2,-2,1,1,-1,2
10417,-1,0,-1,1,0,0,4
10418,-1,1,0,-1,1,0,3
10419,0,2,1,-1,0,0,3
10420,-1,-1,-1,3,-3,1,2
10421,0,1,-1,1,0,-1,5
10422,0,-3,3,-3,2,-2,1
10423,1,0,-1,0,0,1,5
10424,0,-1,0,1,0,1,4
10425,1,-1,-1,1,2,-1,5
10426,0,1,-2,2,-2,1,2
10428,2,-3,2,-1,2,-3,1
10429,0,0,0,1,-2,0,4
10430,0,-1,0,2,-3,0,4
10431,1,-3,3,-2,1,-1,1
10432,0,1,0,-1,0,-1,3
10433,1,0,-1,0,2,-1,5
10434,-1,1,-2,2,0,0,2
10435,1,-1,1,0,-2,2,0
10436,0,0,0,2,-2,1,4
10437,0,-2,0,0,0,2,0
10438,-2,2,-1,2,-1,-2,2
10439,-1,1,-1,0,1,0,3
10440,0,0,-1,1,-1,0,4
10441,0,1,1,-2,0,1,3
10442,-1,1,-1,2,-2,-1,2
10443,-1,1,-1,0,1,0,3
10444,0,0,-1,2,-3,1,2
10445,-2,1,-2,3,-2,0,2
10446,1,0,-1,-1,3,-1,5
10447,1,0,-2,3,-2,0,2
10448,0,1,0,-2,3,-2,3
10449,0,2,-2,-1,2,0,3
10450,1,-1,0,1,0,-1,0
10451,-1,3,-2,0,0,1,2
10452,2,0,-1,1,0,0,5
10453,0,1,-1,0,0,0,5
10454,0,1,-1,1,-2,2,2
10455,-1,0,2,-2,0,2,1
10456,-2,2,0,-3,1,0,3
10457,1,0,0,-2,3,-2,1
10458,-2,2,0,0,-1,1,3
10459,0,1,-1,1,-1,1,2
10460,0,-1,1,0,-1,0,4
10461,-1,2,1,-2,1,-1,3
10462,1,-1,1,-1,1,0,1
10463,0,1,-2,1,1,-1,5
10464,2,0,0,1,-2,0,0
10466,-1,0,-1,0,3,-3,3
10467,0,-1,0,1,-1,1,4
10468,0,0,-2,3,-2,2,2
10469,-1,0,0,1,0,0,4
10470,0,-1,-2,2,-2,0,2
10471,1,-2,2,-1,1,-1,1
10472,3,-3,0,3,-2,1,0
10473,2,-3,2,-1,1,-1,1
10474,1,-1,1,0,-1,1,0
10475,3,-3,1,2,-1,-1,0
10476,3,-1,-1,0,2,-1,5
10477,0,-1,0,1,0,-1,4
10478,3,-3,3,-2,1,-2,1
10479,1,-1,1,-1,0,1,1
10480,0,0,1,-1,0,1,4
10481,1,-1,1,-1,1,0,1
10482,1,-1,0,0,1,0,5
10483,-1,1,-1,1,0,-1,2
10484,1,-1,1,0,-1,0,0
10485,0,-1,0,1,-1,-1,4
10486,-2,2,-1,2,-3,2,2
10487,2,-1,-1,0,3,0,5
10488,-3,2,-1,0,1,0,3
10489,1,-1,0,-2,0,2,1
10491,0,2,-2,1,-1,2,2
10492,0,-1,0,1,0,-1,4
10493,-1,2,-3,3,-2,0,2
10494,2,-1,-2,3,-2,-1,0
10495,0,-2,1,0,2,-1,1
10496,0,-1,1,0,-1,1,4
10497,2,-2,0,0,1,-1,0
10498,0,1,-1,0,-1,0,4
10499,-1,1,-1,0,1,-1,3
10500,2,-1,2,-3,3,-3,1
10501,0,0,2,0,0,-2,4
10502,-1,0,1,-1,1,-2,3
10503,0,0,-2,3,-2,2,2
10504,2,0,-1,0,1,-1,5
10505,-1,0,-1,0,3,0,3
10506,1,0,-1,0,2,0,5
10507,2,-3,1,0,-1,0,0
10508,-1,3,0,-3,3,-2,3
10509,1,0,-1,0,1,-1,5
10510,2,0,-1,0,2,-2,5
10511,0,0,-1,1,-2,3,4
10512,-3,2,0,-1,0,0,3
10513,-1,1,0,-1,1,-1,3
10514,0,1,0,0,-1,1,4
10515,0,-1,0,0,-1,0,4
10516,1,-1,1,0,0,-1,0
10517,0,0,0,-1,1,-1,3
10518,0,-1,2,-2,0,1,1
10519,-1,-1,1,-1,2,-2,1
10520,1,-1,1,-1,1,0,1
10521,1,1,-3,3,-3,1,2
10522,1,-1,2,-3,2,-1,1
10523,-1,1,-2,0,3,-3,3
10524,-1,1,-1,1,0,0,2
10525,1,0,1,-1,-1,2,4
10526,-1,1,-1,1,-1,1,2
10527,-2,2,0,0,0,-1,3
10528,0,-2,0,2,1,-2,0
10529,1,0,-1,1,1,-2,5
10530,-2,0,2,-1,2,-2,3
10531,0,1,-1,1,0,-2,5
10532,-1,0,0,1,0,0,4
10533,-2,3,-3,2,0,-1,2
10534,0,0,0,0,-2,2,4
10535,0,0,-1,1,-1,1,4
10536,0,-2,3,-3,2,-1,1
10537,-2,1,-1,1,0,-2,2
10538,2,0,0,1,-2,0,0
10539,2,-1,-1,-1,2,1,5
10540,0,-1,2,-2,1,-1,1
10541,2,0,-1,0,1,0,5
10542,1,0,0,0,0,-1,5
10543,1,-3,3,-2,2,-2,1
10544,-2,1,-1,0,1,-1,3
10545,0,-2,3,-2,0,1,1
10546,0,-1,3,-2,0,0,1
10547,0,0,0,2,-1,-1,4
10548,0,0,1,-1,0,0,4
10549,1,-1,1,-1,0,0,1
10550,0,1,-2,2,0,0,2
10551,0,2,-3,3,-2,0,2
10552,0,1,-1,1,-1,1,2
10553,1,-1,0,2,-2,1,0
10554,-1,1,-1,1,-1,1,2
10555,0,1,0,-1,-1,2,4
10556,0,1,0,-1,1,-1,3
10557,-1,2,-3,1,1,0,2
10558,-1,0,1,-2,1,1,3
10559,-3,3,-3,1,0,2,2
10560,0,2,-1,-1,0,1,3
10561,0,1,-1,1,-1,1,2
10562,-1,0,0,1,0,-1,4
10563,1,0,-1,1,-1,1,5
10564,1,0,0,-1,0,1,5
10565,-1,1,-2,2,-1,0,2
10566,0,2,-3,3,-3,1,2
10567,0,-1,1,-1,1,-1,1
10568,0,1,0,-1,1,-1,3
10569,1,-1,0,1,0,-2,0
10570,0,-1,2,-3,3,-3,1
10571,0,0,2,-2,1,-1,1
10572,-1,0,0,1,-1,0,4
10573,-1,1,0,-1,1,-1,3
10574,1,0,-1,0,1,0,5
10575,-2,0,1,-1,1,-1,3
10576,1,1,-3,3,-1,0,2
10577,0,0,0,0,0,0,4
10578,0,0,0,-1,1,0,3
10579,-2,3,-2,1,-2,3,2
10580,2,0,0,-1,0,1,5
10581,0,1,-1,1,0,-1,5
10582,-1,0,1,-1,0,1,3
10583,0,-2,2,0,-1,1,0
10584,2,0,0,0,-1,1,0
10585,-3,1,0,1,0,-1,3
10586,-1,0,1,-1,1,-2,3
10587,1,-1,0,0,0,1,5
10588,0,1,-1,1,-1,0,2
10589,0,-1,2,-2,0,0,1
10590,1,-1,0,1,-1,1,0
10591,2,-1,1,-2,1,1,1
10592,1,0,1,-3,2,-1,1
10593,1,-3,1,0,2,-3,1
10594,-1,2,0,0,0,-1,3
10595,2,0,-1,1,0,0,5
10596,0,-2,0,2,-3,0,0
10597,0,-1,1,-1,1,-1,1
10598,-1,1,-1,0,1,-1,3
10599,-1,2,-2,1,-1,3,2
10600,-1,1,1,0,0,-1,4
10601,0,1,-1,2,-1,0,2
10602,-1,0,1,-1,0,1,3
10603,-1,1,0,0,0,0,3
10604,1,0,-1,1,-1,1,5
10605,3,-3,3,-1,0,-2,1
10606,-1,0,1,0,-1,0,4
10607,-2,-1,1,1,0,0,4
10608,3,0,-3,3,0,-3,5
10609,0,-1,1,-1,-1,3,4
10610,-2,1,1,-1,2,-3,3
10611,1,0,-1,-1,3,-1,5
10612,-2,1,-1,0,0,1,3
10614,0,-1,0,1,-1,0,4
10615,1,-2,0,1,-1,0,0
10616,1,-3,2,-2,2,0,1
10617,0,0,0,-1,1,-1,3
10618,-1,0,0,0,1,-1,3
10619,-2,1,-1,1,0,-1,2
10620,1,-1,1,-2,2,0,1
10621,0,0,-2,2,-2,2,2
10622,2,-2,0,2,-3,1,0
10623,2,-1,1,-1,1,-1,1
10624,2,-1,2,0,-3,2,0
10625,1,0,0,-1,0,0,5
10626,0,2,-1,1,-3,2,2
10627,1,-1,0,1,0,-1,0
10628,-2,1,-2,3,-2,0,2
10629,0,0,1,0,0,-1,4
10630,-1,0,-1,2,-3,2,2
10631,-1,1,1,-3,1,1,3
10632,-2,-1,3,-3,0,2,1
10633,-2,2,-1,0,0,-1,3
10634,1,-3,2,0,0,-1,0
10635,-1,0,-1,1,0,-1,4
10636,-1,2,-3,3,-2,1,2
10637,3,-2,0,1,-1,1,0
10638,1,0,-1,1,-1,1,5
10639,2,-3,2,0,-2,1,0
10640,0,0,0,-1,2,-2,3
10641,2,0,-1,1,-1,0,5
10642,0,1,-1,1,0,-2,5
10643,-1,-1,1,2,-2,1,4
10644,2,-2,1,-1,0,2,1
10645,0,2,-3,2,-1,2,2
10646,0,1,0,0,-1,1,4
10647,0,1,-1,1,-1,1,2
10648,0,0,0,-1,1,0,3
10649,0,1,0,0,-2,3,4
10650,0,1,-1,1,-1,1,2
10651,-3,2,-2,1,1,-1,2
10652,0,0,0,1,-1,2,4
10653,1,2,-1,-1,1,0,5
10654,0,1,-1,2,-1,-2,2
10655,-1,0,2,-2,1,-1,1
10656,-1,0,0,1,-1,0,4
10657,2,0,0,-2,2,1,1
10658,-1,1,-1,0,1,-1,3
10659,-1,0,1,-1,1,-1,3
10660,3,-2,0,1,-2,3,0
10661,0,1,-2,1,1,0,5
10662,-2,1,-1,1,-1,0,2
10663,0,0,-1,0,0,0,5
10664,0,0,-1,0,1,-1,5
10665,0,-2,2,1,-3,3,0
10666,0,-2,3,-1,-1,0,1
10667,0,2,-1,0,0,0,5
10668,-2,0,1,-1,0,1,3
10669,-2,3,-2,1,0,-2,2
10670,-1,0,0,0,0,0,4
10671,0,-1,1,0,-1,1,4
10672,-2,3,-1,-2,1,-1,3
10673,1,2,0,-2,1,-2,3
10674,-1,0,1,-1,1,-1,3
10675,0,-1,1,-1,1,-1,1
10676,0,0,0,0,-1,0,4
10677,-1,0,-2,2,-1,1,2
10678,-1,1,0,1,-3,0,4
10679,0,1,-1,1,-1,0,2
10680,0,-1,-1,1,1,0,5
10681,3,-3,3,-3,3,-3,1
10682,2,0,-1,0,1,1,5
10683,1,1,0,0,-2,1,4
10684,0,0,0,2,-1,-1,4
10685,1,0,0,-1,0,0,5
10686,1,-3,2,-1,0,0,1
10687,0,-1,2,0,1,-2,1
10688,-1,1,0,0,-2,2,4
10689,3,0,-2,-1,1,2,5
10690,2,-2,1,-1,1,-1,1
10691,-2,0,0,1,0,0,4
10692,1,-1,1,-1,1,-1,1
10693,0,1,-1,1,-1,0,2
10694,-2,1,-1,1,-1,1,2
10696,0,-1,-2,3,-3,1,2
10697,0,-1,0,1,0,-1,4
10698,-1,-1,3,-3,2,1,1
10699,-1,-1,0,1,-2,3,4
10700,-3,3,-3,3,-1,0,2
10701,1,0,-1,0,2,-2,5
10702,2,-1,0,2,-3,3,0
10703,-1,0,1,-2,2,-2,3
10704,0,-2,2,0,-1,1,0
10705,0,0,-1,1,0,-1,5
10706,0,0,-1,1,-1,2,4
10707,1,-1,0,1,0,0,0
10708,0,1,-1,2,-2,0,2
10709,-2,3,-3,3,0,-2,2
10710,1,-1,0,0,1,-1,5
10711,1,-1,0,-1,1,0,1
10712,-1,1,-1,1,-1,1,2
10713,-1,1,-1,1,-1,0,2
10714,0,1,-1,1,-1,1,2
10715,0,1,-1,0,1,-1,5
10716,1,-1,0,2,-1,-2,0
10717,-1,-2,2,-1,1,0,1
10719,1,1,-2,1,-1,0,5
10720,1,0,-1,1,-1,0,5
10721,-2,0,0,0,2,-2,3
10722,2,-2,1,-1,-1,2,0
10723,1,0,0,-2,3,-2,1
10724,-3,2,-1,1,-1,0,2
10725,0,-1,0,1,-1,0,4
10726,-1,2,-3,2,-1,1,2
10727,-1,0,1,0,-1,0,4
10728,-3,2,-1,1,0,-2,2
10729,-1,1,-1,2,-2,1,2
10730,-2,0,0,-1,0,3,3
10731,-1,1,0,-1,1,-1,3
10732,1,-1,2,-1,1,-2,1
10733,-1,1,0,-2,3,-3,3
10734,0,-1,0,1,0,0,4
10735,0,-2,2,-1,1,-1,1
10736,0,0,-1,1,-1,1,4
10737,-1,1,-2,0,1,2,3
10738,0,0,-1,1,-1,0,4
10739,-1,1,-1,0,0,0,3
10740,3,0,-3,2,-1,0,5
10741,-2,1,0,1,-3,1,4
10742,0,0,1,1,-3,1,4
10743,2,0,0,-1,1,0,5
10744,0,0,-1,1,-1,1,4
10745,1,0,-1,1,-1,1,5
10746,-1,1,-1,1,0,-1,2
10747,-1,1,-2,3,-2,1,2
10748,1,-2,0,0,0,1,0
10749,-1,1,0,-1,1,-1,3
10750,-3,2,1,-3,3,-3,3
10751,1,-1,1,0,-1,0,0
10752,1,0,0,-1,0,1,5
10753,-1,-2,2,0,-1,0,4
10754,3,-2,1,-1,1,-1,1
10755,0,1,-1,0,1,0,5
10756,1,1,-1,1,1,-3,5
10757,-1,1,0,0,-2,1,4
10758,1,1,0,-1,1,-1,5
10759,0,1,0,1,-3,1,4
10760,1,-3,1,2,-3,2,0
10761,1,-1,0,0,1,-1,5
10762,-1,0,0,1,-1,1,4
10763,-1,3,-1,1,-2,1,2
10764,1,-1,2,-2,0,1,1
10765,0,0,0,0,2,-1,5
10766,2,1,-1,0,-2,2,5
10767,-1,1,-1,1,-3,3,2
10768,-1,1,-1,0,0,2,3
10769,1,-1,1,-1,1,0,1
10770,-1,0,1,-1,0,1,3
10771,-3,2,1,-3,1,2,3
10772,1,0,-2,2,-1,1,5
10773,2,-1,1,-1,-1,2,0
10774,-2,0,0,2,-2,2,4
10775,-1,1,-1,1,-2,2,2
10776,-2,-1,3,-2,-1,2,1
10777,0,-2,0,3,-1,-2,0
10778,1,-1,2,-3,1,2,1
10779,-1,1,0,-2,2,-2,3
10780,1,0,-1,2,-3,2,4
10781,-3,2,-1,2,0,-3,2
10782,0,0,1,-2,1,0,1
10783,0,-1,0,0,0,1,4
10784,-2,1,1,0,-1,0,4
10785,0,-1,1,0,0,-1,4
10786,0,0,0,1,0,-1,4
10787,-2,2,-1,0,0,2,3
10788,1,-2,0,3,-1,-2,0
10789,1,-1,1,0,0,-1,0
10790,0,1,-1,0,1,0,5
10791,-2,0,1,-2,0,3,3
10792,1,-3,2,-1,1,-1,1
10793,-1,1,-1,1,-1,1,2
10794,-2,1,1,0,-1,0,4
10795,1,-2,3,-3,1,2,1
10796,2,-1,2,0,-1,-1,0
10797,0,1,0,-1,0,1,3
10798,0,1,0,0,-1,1,4
10799,0,0,2,-3,3,0,1
10800,1,0,0,0,-1,0,4
10801,1,0,-2,2,0,-1,5
10802,0,0,-1,0,2,-3,5
10803,-3,1,1,-1,0,2,3
10804,-1,-1,0,0,1,-2,4
10805,0,3,0,-3,3,-1,3
10806,1,0,-1,1,-1,1,5
10807,-1,1,-1,1,-1,-1,2
10808,0,0,1,-1,1,0,1
10809,0,0,0,2,-2,0,4
10810,-1,-1,2,0,0,-1,4
10811,-1,-1,0,0,1,0,4
10812,-3,1,2,-2,0,1,3
10813,0,1,-1,1,-1,1,2
10814,1,-1,-1,1,-1,1,0
10815,-2,0,1,-2,1,0,3
10816,0,1,0,0,-1,2,4
10817,0,-2,0,3,0,-3,0
10818,0,2,-2,1,0,-1,2
10819,-1,2,0,-1,1,-2,3
10820,0,-1,0,1,-1,1,4
10821,1,0,-1,0,1,-1,5
10822,1,-1,1,0,-1,0,0
10823,-1,1,-1,1,-1,1,2
10824,0,-1,0,1,-1,0,4
10825,-1,1,-1,0,0,0,3
10826,-1,0,1,0,-1,0,4
10827,0,1,-2,3,-2,0,2
10828,-1,1,0,-1,1,-1,3
10829,0,-1,1,0,-1,1,4
10830,0,0,0,1,-1,0,4
10831,3,-3,2,0,0,-1,0
10832,-1,1,1,-3,2,-1,3
10833,0,-2,2,0,-2,2,0
10834,3,-1,0,0,-1,2,0
10835,-1,2,-1,1,-1,0,2
10836,0,1,0,-1,0,1,3
10837,1,-1,1,-2,2,0,1
10838,-1,2,0,-1,2,0,3
10839,0,1,-1,1,0,0,5
10840,-2,3,-3,2,0,-1,2
10841,1,-1,0,0,0,1,5
10842,-1,0,1,-1,2,-2,3
10843,2,1,-2,2,-2,1,2
10844,0,3,-3,3,0,-2,2
10845,-2,2,-1,1,-2,2,2
10846,0,-3,1,1,-1,1,0
10847,-1,1,-1,1,-2,2,2
10848,-1,1,-1,-1,0,2,3
10849,0,0,-1,1,0,-1,5
10850,3,-2,0,0,-1,1,0
10851,1,-1,1,-1,0,1,1
10852,-2,2,-1,0,1,0,3
10853,1,-1,1,-1,1,-1,1
10854,1,-2,0,1,0,-2,0
10855,0,1,0,-1,0,2,3
10856,-3,3,-3,3,-2,0,2
10857,-3,3,-3,3,-2,-1,2
10858,-1,-1,1,2,-2,-1,4
10861,1,-3,2,0,0,-2,0
10862,-1,0,0,1,0,0,4
10863,1,-1,1,0,-1,2,0
10864,0,0,0,-1,-1,2,4
10865,2,-1,-1,3,-3,3,0
10866,-3,3,-3,3,-1,0,2
10867,-3,1,1,0,1,-1,3
10868,0,-2,2,0,0,-1,1
10869,2,-2,3,-3,3,-3,1
10870,-1,0,-1,2,-3,0,2
10871,0,0,1,-1,0,-1,4
10872,2,1,0,-2,0,1,5
10873,-1,0,-1,1,0,0,4
10874,-1,2,-2,1,-1,2,2
10875,-3,2,0,0,-1,1,3
10876,-3,3,-2,1,0,-2,2
10877,-1,1,-1,1,-1,0,2
10878,2,-3,1,2,-3,1,0
10879,-1,1,-1,0,1,0,3
10880,-1,3,-1,-2,2,-1,3
10881,2,0,-2,1,-1,2,5
10882,-1,0,-1,0,-1,1,4
10883,2,0,-3,0,2,-2,5
10884,-1,1,-1,0,1,0,3
10885,-2,1,-1,1,-1,1,2
10886,1,0,0,1,-3,3,4
10887,-1,1,-1,1,-1,0,2
10888,0,-1,2,0,-1,-1,4
10889,-2,3,-2,0,1,-1,3
10890,-3,0,2,1,-1,-1,4
10891,2,-1,-2,0,1,2,5
10892,1,0,-1,1,0,-1,5
10893,1,-1,1,-1,1,-1,1
10894,-1,0,1,0,-1,1,4
10895,2,-1,-2,2,-1,-1,5
10896,0,0,2,-2,1,-2,1
10897,0,-1,0,1,1,-3,5
10898,0,-1,-1,0,1,0,5
10899,2,-1,0,0,0,0,0
10901,0,0,-1,0,0,1,5
10902,0,-1,0,0,1,-1,5
10903,2,0,-2,3,-3,2,2
10904,1,0,0,0,-1,-1,4
10905,-1,0,0,-2,1,0,3
10906,-1,1,-1,1,-1,1,2
10907,2,-2,-1,1,-1,0,0
10908,1,-1,0,1,-1,0,0
10909,0,1,0,0,0,-2,4
10910,-2,3,-2,-1,1,2,3
10911,-1,1,0,-1,0,-1,3
10912,0,0,1,0,0,0,4
10913,1,-1,0,2,-1,-2,0
10914,2,0,-1,1,-1,1,5
10915,0,1,-2,2,-1,0,2
10916,1,-2,3,-3,1,1,1
10917,-1,2,-1,2,-3,1,2
10918,-1,0,3,-3,1,1,1
10919,3,-2,0,1,-1,1,0
10920,-1,1,-1,1,-2,3,2
10921,-3,2,0,-2,0,3,3
10922,0,1,0,0,0,-2,4
10923,1,-2,2,-3,1,1,1
10924,-1,1,-3,1,1,0,2
10925,-1,0,1,-1,0,1,3
10926,-2,3,-3,1,0,-1,2
10927,1,-1,1,1,-3,2,0
10928,-1,0,1,-1,1,-1,3
10929,-2,-1,0,2,-1,2,4
10930,-2,1,0,1,-1,1,4
10931,0,0,1,-3,3,-2,1
10932,0,-1,-2,1,-1,3,5
10933,1,-2,2,-3,3,-3,1
10934,-1,0,0,1,0,0,4
10935,0,0,1,-1,1,0,1
10936,0,-2,3,0,-2,2,0
10937,-3,2,0,1,-2,-1,2
10938,1,-1,1,-1,-1,3,0
10939,-1,2,-2,1,-2,0,2
10940,0,-1,1,-1,1,-1,1
10941,-1,0,-2,2,0,0,2
10942,-2,3,-3,3,-2,2,2
10943,-1,1,0,0,-2,0,4
10944,-1,0,1,-1,0,1,3
10945,-1,0,0,1,-1,-1,4
10946,2,0,-1,0,1,1,5
10947,-2,0,0,-1,2,-1,3
10948,-3,2,-1,0,-1,2,2
10949,1,0,-1,1,-2,2,4
10950,-1,1,-2,1,1,-1,2
10951,-1,-2,2,-1,1,-1,1
10952,0,0,-1,1,0,-1,5
10953,1,-1,1,-1,1,0,1
10954,0,1,0,0,1,-1,3
10955,-2,0,0,1,1,-1,3
10956,-3,2,1,-2,1,-1,3
10957,-2,1,0,2,-1,-1,2
10958,0,-1,0,1,0,-1,4
10959,1,-3,3,-3,1,2,1
10960,0,-2,0,1,0,0,0
10961,1,-1,0,0,0,0,5
10962,0,2,-2,2,-3,2,2
10963,0,-1,1,-1,1,-1,1
10964,0,-1,0,1,-1,1,4
10965,-2,2,0,0,-2,3,4
10966,2,0,-1,0,-1,3,5
10967,-3,2,-2,2,0,-1,2
10968,0,0,-2,3,-1,-1,2
10969,2,0,-1,1,-2,2,0
10970,1,0,-2,3,-3,3,2
10971,1,0,-2,3,-3,2,2
10972,0,0,1,-1,1,-1,1
10973,0,1,0,-1,0,1,3
10974,-1,0,-2,3,-1,-1,2
10975,-1,1,0,-1,0,1,3
10976,3,-3,0,2,-1,1,0
10977,-1,0,-1,2,-2,3,2
10978,0,-1,0,0,0,1,4
10979,-1,1,-2,3,-2,1,2
10980,-1,0,1,0,-1,1,4
10981,-1,0,-1,3,-2,1,2
10982,3,-3,2,-1,0,-1,1
10983,-1,1,-1,0,2,-3,3
10984,1,-1,1,0,-1,0,0
10985,1,-1,0,1,0,-1,0
10986,0,2,-3,2,-1,2,2
10987,2,0,-2,2,0,-1,5
10988,0,2,-1,1,-1,0,2
10989,-1,2,-2,2,-1,-1,2
10990,1,-3,1,2,-3,1,0
10991,-2,2,1,-3,0,3,3
10992,-2,2,-1,0,1,-1,3
10993,-1,0,1,-1,0,1,3
10994,0,1,-1,0,1,-1,5
10995,-1,1,-1,1,-1,1,2
10996,-2,3,-2,1,0,0,2
10997,1,-3,2,-2,2,0,1
10998,0,-1,-1,1,-1,1,4
10999,-1,1,-1,0,1,0,3
11000,0,-1,0,1,-2,1,4
11001,0,0,0,1,-1,0,4
11002,-1,0,0,2,-2,1,4
11003,1,0,0,-1,0,-1,5
11004,2,-2,0,2,-2,-1,0
11005,1,-1,-2,3,-3,3,0
11006,-1,0,0,2,-2,0,4
11007,-1,1,0,0,0,-1,3
11008,2,-2,0,0,0,2,0
11009,-1,1,0,-1,1,0,3
11010,1,-2,3,-1,-1,1,1
11011,1,1,-3,3,-1,0,2
11012,-1,-1,2,-2,2,-3,1
11013,0,-1,1,-1,0,1,1
11014,3,-2,0,2,-1,-1,0
11015,-1,-1,2,0,-1,0,4
11016,1,0,-2,3,-3,2,2
11017,-1,2,-2,1,0,-2,2
11018,-3,2,0,-1,2,-3,3
11019,-1,1,0,0,-1,1,4
11020,2,0,-2,3,-3,0,2
11021,0,-1,1,0,-1,1,4
11022,-2,3,-3,3,-2,1,2
11024,1,-1,2,-1,-2,1,0
11025,1,-1,0,0,1,-1,5
11026,0,0,0,-1,0,1,4
11027,1,0,0,-1,0,2,5
11028,2,-2,0,1,0,-1,0
11029,2,1,-3,2,1,-2,5
11030,0,-1,1,-3,2,-1,1
11031,3,-1,-1,-1,2,-1,5
11032,-3,1,-1,3,-1,0,2
11033,1,-1,0,1,-1,1,0
11034,1,0,0,0,-1,0,4
11035,0,1,-2,3,-2,2,2
11036,2,-3,3,-1,-1,0,1
11037,1,-1,1,-2,3,-3,1
11038,1,0,-1,1,-1,2,5
11039,2,-1,2,-2,1,-1,1
11040,1,1,-1,-1,2,0,5
11041,-3,2,-1,1,0,-2,2
11042,0,1,1,-2,1,-2,3
11043,-1,0,1,-1,0,1,3
11044,1,1,-1,-1,0,1,5
11045,-1,-1,2,0,1,-3,1
11046,-1,0,-1,0,1,0,3
11047,-1,1,-2,2,0,0,2
11048,0,-2,1,-1,1,0,1
11049,0,0,1,0,-1,-1,4
11051,-2,2,-2,-1,0,2,3
11052,1,0,-1,0,1,-2,5
11053,0,1,-1,0,1,0,5
11054,1,0,-2,2,0,-1,5
11055,0,0,0,-1,0,1,4
11056,0,-1,0,1,-1,1,4
11057,0,0,0,0,-1,1,4
11058,-3,2,-1,-1,2,1,3
11059,2,-1,0,1,1,-3,5
11060,-2,2,-1,2,-3,0,2
11061,1,0,-1,1,1,-2,5
11062,-3,3,-2,0,1,-1,3
11063,1,2,-3,2,-2,2,2
11064,-3,3,-1,0,-1,1,2
11065,-1,1,0,-1,1,-1,3
11066,1,0,-1,0,1,0,5
11067,0,1,0,-1,0,0,3
11068,0,1,0,0,-2,2,4
11069,0,0,-1,0,0,1,5
11070,-1,0,0,1,-1,1,4
11071,2,-2,3,-2,2,-2,1
11073,-1,0,0,0,0,2,4
11074,0,1,0,0,-2,2,4
11075,-3,2,-1,0,2,-3,3
11076,1,0,0,-1,1,-1,5
11077,0,-2,3,-2,2,-2,1
11078,0,1,-1,1,0,0,5
11079,-2,1,-1,1,0,1,2
11080,-2,3,-1,1,-3,2,2
11081,1,-2,0,2,-3,2,0
11082,-2,1,0,-2,2,-1,3
11083,-1,2,-2,1,-1,0,2
