CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_중가_clust_id
8928,1,-2,0,1,0,-1,3
8929,2,-3,3,0,-3,3,5
8930,0,0,0,0,0,0,3
8931,0,0,4,-3,3,-3,2
8932,0,-1,1,-1,0,1,3
8933,-3,3,-2,2,-1,-2,4
8934,0,3,-2,2,-3,1,4
8935,3,-3,3,-2,2,-3,5
8936,-2,-1,-1,4,-3,-1,1
8937,0,-1,1,-1,-1,1,3
8938,1,0,-3,3,-3,2,1
8939,0,-1,-2,3,-3,0,1
8940,3,-1,-2,3,-1,-1,1
8941,4,0,-3,3,-3,3,1
8942,-1,3,-1,-1,-1,2,0
8943,1,-2,3,0,-1,0,2
8944,-1,-1,3,0,-3,3,2
8945,1,-1,1,-2,3,-2,5
8946,-2,-1,4,-3,-1,0,2
8947,1,-1,0,2,-2,0,1
8948,-2,3,-3,3,-3,0,4
8949,1,-3,0,3,-2,1,1
8950,0,3,-3,3,-2,-1,4
8951,2,-3,2,-1,1,1,5
8952,-1,0,1,0,-1,1,3
8953,-1,1,-3,3,-3,3,4
8954,-3,-1,0,0,4,-2,3
8955,-1,1,-1,1,0,-2,3
8956,1,-2,3,-3,2,-2,2
8957,-1,0,-1,3,-2,1,1
8958,0,4,-2,-1,-1,0,0
8959,2,-2,2,0,0,0,5
8960,-3,0,3,-1,0,-2,2
8961,1,-3,-1,0,0,0,5
8962,4,-3,-1,4,-2,2,1
8963,-1,0,1,-2,3,-3,3
8964,1,-1,3,-1,-1,-1,2
8965,3,-3,3,-3,3,-3,5
8966,-3,3,-2,1,-2,3,4
8967,-1,3,-1,-2,3,-3,0
8968,1,-3,0,3,-1,-2,1
8969,0,0,0,0,0,0,3
8970,4,-2,2,-3,3,0,5
8971,-3,3,-2,2,-3,3,4
8972,3,-3,1,0,-1,3,5
8973,3,-3,-1,4,-3,-1,1
8974,-1,4,-3,-1,4,0,0
8975,-1,0,0,4,-3,-1,1
8976,2,-2,0,1,-1,2,1
8977,-1,0,3,-3,1,-1,2
8978,2,0,-2,0,-1,4,3
8979,-3,0,-1,0,4,-3,3
8980,-1,1,-2,3,-3,1,4
8981,3,-3,2,-1,1,0,5
8982,0,-1,-1,2,-1,1,1
8983,1,-3,0,2,-1,1,1
8984,0,2,-3,1,1,1,0
8985,-3,1,1,1,-2,0,4
8986,-2,-1,3,-3,3,-3,2
8987,1,-3,3,-3,0,3,2
8988,1,-2,0,0,2,-3,3
8989,-1,0,0,0,0,0,3
8990,2,1,-3,3,-3,0,1
8991,-1,3,-2,1,0,-2,0
8992,-3,-1,0,0,0,0,3
8993,1,0,0,-1,1,0,3
8994,-2,3,-3,0,1,-1,0
8995,2,-3,3,0,-3,2,5
8996,-1,4,-3,1,2,-2,0
8997,-1,-2,3,-2,1,0,2
8998,-3,3,-3,0,3,-3,0
8999,0,-1,0,0,0,0,3
9000,0,1,-2,3,-2,2,4
9001,1,-3,3,-2,0,1,2
9002,0,2,-2,3,-2,2,4
9003,0,0,0,0,0,0,3
9004,2,-2,3,-3,3,-3,5
9005,-3,3,-2,-1,3,-1,0
9006,-1,3,-3,3,0,-2,4
9007,-3,-1,0,4,0,-3,1
9008,-1,2,-2,0,-1,3,4
9009,0,3,-1,0,-1,-1,0
9010,-2,-1,2,1,-3,3,1
9011,-2,2,-2,-1,3,-3,0
9012,2,1,-3,3,-3,2,1
9013,-1,0,0,0,0,4,3
9014,-3,0,3,-2,1,0,2
9015,-1,1,-3,3,-3,0,4
9016,-3,0,2,1,-3,3,3
9017,0,-2,3,-3,1,1,2
9018,0,-1,4,-1,1,-3,2
9019,0,-3,2,-1,0,1,2
9020,0,0,0,0,0,0,3
9021,0,0,4,-3,-1,0,2
9022,-3,3,-3,3,-1,-2,4
9023,4,-3,2,1,-3,-1,5
9024,-2,1,-2,3,-2,2,4
9025,2,-1,0,1,-3,1,1
9026,-1,0,0,0,0,0,3
9027,-1,3,-3,3,-3,3,4
9028,-3,3,-3,3,-2,-1,4
9029,0,-3,3,-1,0,-2,2
9030,-3,3,-3,0,3,-3,0
9031,0,0,0,1,-1,-1,3
9032,0,4,-3,-1,0,0,0
9033,1,1,-3,3,-2,1,4
9035,2,0,-2,1,1,-1,3
9036,-1,-2,0,1,2,-2,3
9037,3,-3,3,-3,-1,4,5
9038,3,-3,3,-1,-2,2,5
9039,2,-2,3,-2,1,-1,5
9040,-2,3,-2,2,-1,-2,4
9041,-2,3,0,-3,3,-3,0
9042,0,-3,0,-1,0,0,3
9043,3,-3,0,3,-2,2,1
9044,-2,1,1,-2,3,-3,3
9045,3,-3,2,-1,-1,3,5
9046,-3,3,-3,-1,4,-3,0
9047,3,-3,0,-1,4,-2,5
9048,1,-2,0,1,0,-2,3
9049,0,1,2,-3,1,2,2
9050,0,0,0,0,0,4,3
9051,1,-2,1,-1,0,-1,5
9052,2,-3,3,-1,0,-2,5
9053,-1,0,0,4,-3,-1,1
9054,-1,1,-1,2,-1,-1,4
9055,3,-1,-2,3,0,-3,1
9056,-1,2,-2,0,2,-3,0
9058,-3,1,1,-1,0,1,3
9059,0,0,-1,3,-2,2,1
9060,-3,3,-2,1,0,-2,4
9061,-3,2,-1,2,-3,2,4
9062,3,-2,-1,3,-1,-2,1
9063,4,-3,-1,0,0,0,5
9064,0,0,0,0,0,0,3
9065,0,-3,-1,4,-3,3,1
9066,-1,-2,3,0,-2,2,2
9067,2,0,1,-3,1,1,5
9068,-3,0,-1,0,0,4,3
9069,0,0,-1,1,0,-2,3
9070,-3,1,2,-2,0,1,2
9071,3,-1,1,-2,-1,0,5
9072,-3,3,-2,0,0,-1,0
9073,-3,0,-1,0,0,4,3
9074,2,-2,1,-2,3,-3,5
9075,3,-2,1,-1,1,-2,5
9076,0,1,1,-2,-1,1,3
9077,0,0,2,-2,-1,2,2
9078,2,-3,2,-2,2,-1,5
9079,3,-3,0,-1,4,-3,5
9080,3,-3,1,2,-3,2,1
9081,2,-1,1,-3,3,-2,5
9082,-3,3,-2,1,1,-1,0
9083,1,0,2,-1,-2,3,2
9084,0,0,0,0,0,4,3
9085,0,-3,2,0,0,-2,2
9086,-1,1,-2,2,1,-3,3
9087,0,-2,0,-1,3,-3,3
9088,-1,-1,0,3,-3,3,1
9089,-3,-1,0,0,0,0,3
9090,0,-1,2,-3,0,2,2
9091,-2,0,3,-3,3,-3,2
9092,-1,0,-1,3,-1,-1,1
9093,3,-2,0,-1,3,-1,5
9094,3,-1,-1,2,-3,1,1
9095,-3,2,-1,0,0,2,0
9096,-1,1,-1,1,-1,2,4
9097,0,-1,1,0,-2,2,3
9098,-2,1,-2,1,2,-3,0
9099,-2,3,0,-3,0,0,0
9100,4,-2,-1,3,-3,-1,1
9101,1,-2,-1,2,0,0,1
9102,0,0,4,-3,0,3,2
9103,-2,2,-2,-1,2,-1,0
9104,0,3,-1,1,-2,-1,4
9105,-1,1,0,-1,0,0,3
9106,0,0,0,0,0,0,3
9107,1,-2,3,-1,-2,3,2
9108,0,0,0,0,0,0,3
9109,-1,0,3,-2,-1,2,2
9110,0,0,3,-3,0,0,2
9111,1,-3,3,-1,-2,-1,2
9112,0,0,0,0,0,0,3
9113,-1,-1,2,0,-2,3,2
9114,2,1,-3,3,0,-3,1
9115,-3,3,-1,-2,3,-3,0
9116,-2,-1,2,1,-1,-2,3
9117,0,3,-2,1,1,-1,0
9118,3,-3,1,-1,-1,0,5
9119,1,-3,2,-2,3,-2,5
9120,-3,-1,0,4,-3,-1,1
9121,0,-1,3,0,-1,-2,2
9122,-1,1,-1,-1,2,1,0
9123,0,1,-2,2,1,-3,3
9124,0,0,0,0,0,4,3
9125,2,-3,3,-1,0,0,5
9126,0,-3,3,-3,-1,4,2
9127,2,-3,1,1,-1,1,5
9128,3,-3,3,-2,1,-2,5
9129,2,-2,0,1,-1,2,1
9130,0,-2,0,2,-3,0,1
9131,0,0,0,0,0,0,3
9132,0,3,-3,2,-2,0,4
9133,0,0,0,0,0,0,3
9134,3,-3,2,0,-2,2,5
9135,2,-1,-2,2,1,-3,1
9136,1,0,0,-1,0,1,3
9137,-3,0,-1,0,0,0,3
9138,-2,-1,3,-1,-1,-1,2
9140,3,-3,3,0,-1,-1,5
9141,4,-3,3,-3,3,-3,5
9142,0,-1,3,0,-3,3,2
9143,3,-3,-1,4,-1,0,1
9144,-1,4,-3,0,3,-3,0
9145,0,0,0,0,4,-3,3
9146,-3,-1,4,-3,-1,0,2
9147,0,0,0,4,-3,-1,1
9148,-3,3,0,-3,2,-1,0
9149,3,-3,3,0,-3,3,5
9150,0,-1,1,0,-2,2,3
9151,-1,-1,0,1,-1,1,3
9152,-1,3,-2,-1,3,-2,0
9153,-1,3,0,-2,0,1,0
9154,2,1,-2,-1,3,-1,3
9155,-3,3,-2,0,2,-3,0
9156,-1,2,0,-1,2,-1,0
9157,0,3,-2,2,-3,1,4
9158,3,-2,0,1,-1,0,5
9159,-2,-1,1,0,2,-2,3
9160,3,-3,0,3,-2,2,1
9161,2,-3,0,-1,4,-1,5
9162,0,0,0,4,-3,3,1
9163,1,0,-2,3,-3,3,1
9164,-1,3,-3,3,-3,2,4
9165,0,0,0,0,0,0,3
9166,-3,2,-1,2,-2,-1,4
9167,-1,4,-3,-1,0,0,0
9168,0,0,3,-3,-1,0,2
9169,-2,1,0,-1,0,-1,3
9170,3,-3,3,-2,2,-3,5
9171,-3,0,3,-1,1,-3,2
9172,-3,1,2,-2,1,-1,2
9173,0,-3,1,0,1,1,3
9174,3,-3,3,-1,1,-3,5
9175,-3,2,-2,3,-3,2,4
9176,0,-3,0,3,-2,-1,1
9177,4,-3,2,-1,0,1,5
9178,0,4,-3,3,-3,3,4
9179,-2,1,-1,0,-1,1,3
9180,1,-1,1,-1,1,-2,3
9181,0,0,1,-2,2,1,3
9182,3,-2,1,-2,2,-1,5
9183,0,0,0,0,0,0,3
9184,-3,3,-1,-1,1,0,0
9185,0,-1,1,0,-1,-1,3
9186,-2,3,-2,2,-1,0,4
9187,3,-3,3,-3,3,-2,5
9188,-3,3,0,-3,3,-1,0
9189,0,0,0,0,0,0,3
9190,3,-3,3,-3,3,0,5
9191,0,-1,3,-3,3,-2,2
9192,1,-1,0,-1,3,-1,3
9193,-3,-1,0,0,0,4,3
9194,-3,3,-2,-1,-1,0,0
9195,0,-3,3,-1,0,-2,2
9196,-1,-1,0,0,4,-3,3
9197,0,-2,1,1,-2,3,1
9198,0,0,0,0,0,0,3
9199,-1,-1,0,1,-1,1,3
9200,0,-3,2,-2,1,1,2
9201,-3,2,1,-1,0,-1,0
9202,3,0,-1,-2,3,-3,5
9203,3,-2,1,1,-3,3,1
9204,-1,0,0,4,-3,-1,1
9205,-2,3,-3,3,0,-3,4
9206,1,-1,1,-1,1,-2,3
9207,0,-2,-1,3,-1,0,1
9208,-1,0,4,-3,-1,0,2
9209,-3,2,1,-3,2,0,0
9210,-2,1,2,-3,3,-3,2
9211,1,-1,0,-1,1,-1,3
9212,2,0,-3,3,-3,0,1
9213,2,-1,-1,-1,0,-1,5
9214,0,0,1,0,0,-1,3
9215,0,-2,0,1,-2,2,1
9216,-1,0,0,0,0,4,3
9217,4,-3,3,-3,-1,4,5
9218,-1,-2,2,0,-2,3,2
9219,0,0,4,-3,-1,0,2
9220,-2,3,-3,3,-3,3,4
9221,-1,-1,2,-2,3,-3,2
9222,0,2,-2,0,2,-3,0
9223,-1,-2,3,-1,0,-2,2
9224,-3,0,-1,4,-1,-2,4
9225,2,-1,0,1,-1,1,1
9226,0,-2,1,-1,3,-3,3
9227,3,-2,1,-1,-1,3,5
9228,2,-2,-1,3,0,-3,1
9229,-1,0,-1,1,2,-2,3
9230,3,-3,-1,4,-3,3,1
9231,1,1,0,-2,0,-1,3
9232,-3,2,-2,0,-1,0,4
9233,-1,-2,0,3,-3,1,1
9234,-3,3,-2,2,-3,3,4
9235,-1,4,-3,0,-1,0,0
9236,1,1,1,-3,0,3,2
9237,2,1,-3,2,1,-3,3
9238,-3,3,-3,0,3,-3,0
9239,1,-1,1,-1,-1,0,3
9240,2,0,-2,3,0,-1,1
9241,4,-3,3,-3,-1,0,5
9242,0,-2,2,-1,1,0,2
9243,0,1,-2,0,3,-2,3
9244,-1,0,0,4,-3,3,1
9245,-2,-1,2,-2,3,-2,2
9246,3,-1,-2,2,0,-2,1
9247,-3,1,2,-2,0,-1,2
9248,4,-3,3,-3,3,-3,5
9249,0,-1,0,0,0,0,3
9250,-3,-1,0,4,-3,3,1
9251,3,-3,2,0,1,-3,5
9252,0,-2,2,1,-3,3,1
9253,2,-2,1,-2,2,-2,5
9254,-3,3,0,-2,-1,-1,0
9255,0,0,-3,1,2,-2,3
9256,3,-2,-1,3,-3,3,1
9257,2,-2,1,-2,2,1,5
9258,0,-2,0,3,-1,-1,1
9259,1,-3,1,1,0,-1,5
9260,-1,0,0,4,-3,-1,1
9261,-2,-1,3,-1,1,-3,2
9262,3,-1,-1,2,-3,3,1
9263,-1,4,-3,-1,0,0,0
9264,-1,1,2,-1,-2,0,2
9265,1,-3,0,3,-1,1,1
9266,-3,-1,0,0,0,0,3
9267,-1,1,-2,3,-3,3,4
9268,0,0,0,0,0,0,3
9269,3,-2,-1,0,3,-3,5
9270,-1,0,0,1,-1,1,3
9271,0,0,0,0,0,0,3
9272,4,-3,-1,0,0,0,5
9273,1,-3,3,-3,3,-2,2
9274,0,-1,-1,2,1,-2,3
9275,-1,0,1,-1,-1,2,3
9276,1,-3,3,-3,0,2,2
9277,0,-3,3,-2,-1,2,2
9278,0,-1,3,-3,2,-2,2
9279,-3,-1,4,-2,-1,0,2
9280,1,-1,1,0,-2,2,1
9281,-3,-1,0,4,-3,3,1
9282,4,-3,-1,0,0,0,5
9283,4,-3,-1,4,-3,-1,1
9284,-2,0,1,-1,1,0,3
9285,-3,3,0,-3,3,-2,0
9286,0,-3,3,0,-3,3,2
9287,-2,2,-3,1,2,-3,0
9288,-3,-1,0,4,-3,-1,1
9289,0,0,0,0,0,0,3
9290,-1,0,0,2,-1,-1,3
9291,0,0,0,0,0,0,3
9292,-3,2,-2,3,-1,1,4
9293,3,-3,0,-1,0,4,5
9294,0,3,-2,0,-1,3,0
9295,0,4,-3,0,0,-1,0
9296,1,-3,3,-3,2,-1,2
9297,3,-2,1,1,-3,3,1
9298,-3,3,-3,3,-1,-2,4
9299,-2,2,1,0,-3,1,4
9300,-2,-1,2,-1,0,2,2
9301,3,-3,3,0,-3,3,5
9302,1,-3,1,1,1,-2,5
9303,0,3,-3,-1,0,0,0
9304,-2,3,0,-3,1,1,0
9305,0,4,-2,2,-3,3,4
9306,3,-3,3,-3,3,-3,5
9307,0,0,0,0,-1,2,3
9308,1,1,0,-1,0,2,3
9309,0,0,4,-3,3,-3,2
9310,0,0,4,-3,-1,4,2
9311,3,-3,0,-1,4,-3,5
9312,1,0,1,-1,0,1,3
9313,-2,3,-2,-1,3,-1,0
9314,-1,2,-2,3,-3,0,4
9315,3,0,-3,3,-3,3,1
9316,-1,-2,-1,0,0,0,3
9317,-1,0,-1,0,4,-3,3
9318,-2,2,-3,2,-1,0,4
9319,1,-2,2,0,-1,0,5
9320,4,-3,3,0,-2,-1,5
9321,-2,3,-2,2,-1,-1,4
9322,0,0,0,4,-3,-1,1
9323,0,0,0,0,0,0,3
9324,-2,-1,3,0,-2,0,2
9325,-2,0,1,-2,1,0,2
9326,1,2,-2,-1,0,3,0
9327,-3,1,1,0,-1,0,3
9328,4,-3,3,-3,0,3,5
9329,2,-2,3,-1,-1,0,5
9330,-2,1,2,-3,2,-2,2
9331,-2,3,0,-3,-1,0,0
9332,0,0,0,0,0,0,3
9333,2,-2,1,-1,2,-3,5
9334,-3,3,-2,1,-2,1,4
9335,3,-3,0,-1,4,-3,5
9337,-3,1,-1,3,-2,2,4
9339,-2,1,-1,2,-3,3,4
9340,-1,-2,3,-2,-1,3,2
9341,3,-3,2,1,-2,2,5
9342,3,-2,1,-2,2,1,5
9343,0,-2,3,-2,1,-1,2
9344,2,-2,3,-3,-1,0,2
9345,-3,3,-1,-1,1,-2,0
9346,0,4,0,-3,-1,4,0
9347,3,-2,1,-1,-1,1,5
9348,-1,0,-1,1,-1,0,3
9349,0,0,-1,4,0,-3,1
9350,4,-3,3,-1,-1,-1,5
9351,0,-3,0,3,0,-3,1
9352,4,-3,-1,0,4,-3,5
9353,-1,0,-1,0,1,-2,3
9354,4,0,-3,3,-2,-1,1
9355,3,-2,-1,2,-1,2,1
9356,1,-3,3,0,-3,3,2
9357,0,-1,2,-3,1,1,2
9358,-2,0,1,0,1,-3,3
9359,0,-3,2,1,-3,0,1
9360,3,-2,2,-3,-1,4,5
9361,0,1,-2,2,1,-3,3
9362,3,-3,0,3,-3,-1,1
9363,1,-1,-1,4,-3,2,1
9364,2,-3,3,-2,-1,2,5
9365,-2,0,-1,-1,0,4,3
9366,-2,-1,3,0,-3,3,2
9367,-1,1,1,0,-1,1,3
9368,-1,-2,3,-1,0,-2,2
9369,-2,-1,1,1,-2,3,3
9370,0,-2,1,-2,3,-3,2
9371,-3,3,-3,-1,4,0,0
9372,-3,-1,0,0,0,0,3
9373,2,-2,0,1,0,-2,5
9374,-1,-1,0,-1,3,-3,3
9375,1,-3,0,2,0,1,1
9376,2,-3,3,-2,-1,1,5
9377,0,4,-3,-1,0,4,0
9378,2,-2,3,0,-3,3,5
9379,-1,0,2,-2,1,-1,2
9380,-2,1,-2,-1,4,0,0
9381,2,-2,1,-2,3,-3,5
9382,-3,2,-2,-1,4,0,0
9383,4,-2,2,-1,-2,1,5
9384,-1,-2,3,-1,1,-2,2
9385,-1,1,-1,3,-3,3,4
9386,3,-3,3,0,-2,0,5
9387,-2,1,-2,3,-2,1,4
9388,-2,1,0,0,-1,1,3
9389,0,-1,1,-2,3,-3,3
9390,0,-3,0,3,-3,0,1
9391,3,-3,0,3,-2,2,1
9392,3,-3,3,0,-3,3,5
9393,3,-3,3,-3,3,-3,5
9394,4,-1,1,-1,-1,2,5
9395,2,-2,0,0,3,0,5
9396,1,-1,1,1,-2,0,1
9397,2,-2,-1,0,2,-2,5
9398,-3,1,-1,3,-3,3,4
9399,-1,0,4,-3,-1,0,2
9400,2,-1,0,0,2,0,5
9401,4,-3,-1,0,0,0,5
9402,3,-2,1,-2,0,3,5
9403,-2,2,0,-1,-1,0,0
9404,0,0,0,0,0,0,3
9405,3,-3,-1,0,0,0,5
9406,-1,-1,3,-2,2,-3,2
9407,0,-2,-1,3,-1,-1,1
9408,3,-1,-2,0,2,1,5
9409,0,1,1,-3,3,-3,2
9410,-2,-1,4,-1,-1,0,2
9411,-1,-2,0,3,0,-2,1
9412,-3,0,3,0,-2,2,2
9413,-1,0,2,-3,2,0,2
9414,-3,0,3,-1,-1,-1,2
9415,0,-2,2,1,-3,3,1
9416,-2,0,1,-2,3,-3,3
9417,3,-2,-1,3,-3,3,1
9418,2,-3,2,0,-2,0,5
9419,0,-2,2,0,-1,1,2
9420,0,1,-1,0,2,-3,3
9421,-2,3,-3,2,0,-1,4
9422,-1,0,4,0,0,-3,2
9423,3,0,-2,1,-1,2,1
9424,-2,-1,2,-2,0,-1,2
9425,-3,3,-1,-2,2,-1,0
9426,-2,-1,-1,4,-3,-1,1
9427,0,0,1,-1,-1,0,3
9428,0,0,0,-2,0,3,3
9429,-3,3,-3,-1,0,4,0
9430,-2,2,0,1,-2,1,4
9431,1,-1,0,2,-1,1,1
9432,0,0,-1,1,-1,0,3
9433,0,0,-1,3,0,-2,1
9434,0,0,0,4,-3,-1,1
9435,-3,0,3,-1,-2,2,2
9436,-1,-1,3,-3,3,-3,2
9437,-3,0,1,2,-2,0,4
9438,-1,-2,3,-2,2,-2,2
9439,0,-2,2,0,0,-1,2
9440,0,1,-1,0,1,-1,3
9441,-3,3,-2,2,-3,3,4
9442,2,0,-2,2,1,-1,3
9443,-2,2,1,-3,2,0,0
9444,-3,3,-2,2,-3,2,4
9445,0,0,0,4,-3,3,1
9446,1,-2,1,-1,-1,0,5
9447,-3,0,2,-1,-1,0,2
9448,-2,-1,3,-3,3,-2,2
9449,-2,-1,3,-3,0,-1,2
9450,-1,-1,4,-2,1,-2,2
9451,1,-1,3,-3,3,-2,2
9452,-3,3,-2,-1,2,0,0
9453,-3,-1,0,0,0,0,3
9454,2,-3,2,0,-2,1,5
9455,3,0,-1,-2,0,3,5
9456,0,4,-3,-1,4,-3,0
9457,2,-3,3,-2,0,2,5
9458,-1,-2,2,1,-3,0,1
9459,0,0,0,0,4,-2,3
9460,-2,1,-1,1,-2,2,4
9461,0,4,-3,3,-3,-1,4
9462,4,-3,0,3,-1,-2,1
9463,1,1,0,1,-1,-2,3
9464,-3,-1,4,-3,0,3,2
9465,2,-2,1,-1,1,-1,5
9466,1,-1,1,-1,0,0,3
9467,0,2,-2,1,0,-1,4
9468,0,0,0,0,0,0,3
9469,3,0,-3,1,0,-1,1
9470,4,-3,-1,0,4,-3,5
9471,4,-1,-1,0,-1,3,5
9472,3,-3,-1,0,4,-3,5
9473,-1,0,1,0,-1,-1,3
9474,-3,0,3,-2,0,2,2
9475,-1,1,0,-2,2,1,3
9476,3,-3,0,3,-3,3,1
9477,2,0,-1,-1,3,-3,3
9478,-3,3,-3,3,0,-1,4
9479,-1,3,-2,-1,0,3,0
9480,2,-2,3,-3,3,-3,5
9481,2,-3,3,-2,-1,2,5
9482,0,0,0,0,0,0,3
9483,-1,-1,2,-1,-2,1,2
9484,2,1,-2,0,1,-1,3
9485,0,-2,3,-3,2,1,2
9486,-3,1,0,2,-3,3,4
9487,2,0,0,0,-1,0,3
9488,4,-2,-1,3,-3,-1,1
9489,0,0,0,0,0,0,3
9490,-2,-1,0,3,0,-2,3
9491,0,0,4,-3,-1,0,2
9492,-3,-1,0,4,-3,3,1
9493,-3,0,3,0,-3,3,2
9494,-1,0,0,0,0,0,3
9495,1,1,-2,3,-1,1,1
9496,-1,-2,-1,0,0,0,3
9497,-1,-2,0,-1,0,4,3
9498,-1,1,0,-2,3,-1,0
9499,-3,0,0,3,-3,0,4
9500,-1,0,0,2,-2,1,1
9501,3,-2,-1,3,-1,1,1
9502,-1,1,-1,0,2,-2,3
9503,3,-1,-2,3,-2,0,1
9504,-1,0,-2,3,-1,-2,4
9505,0,-2,3,0,-2,-1,2
9506,3,-3,3,-3,-1,0,5
9507,-1,-1,-1,3,0,-3,1
9508,-1,0,0,0,4,-3,3
9509,-3,3,-1,0,0,-1,0
9510,-3,3,-2,2,-1,-1,4
9511,4,-3,3,-3,0,-1,5
9512,-2,3,-3,3,-3,-1,4
9513,1,1,-1,2,-2,1,1
9514,0,-1,1,-2,3,-2,3
9515,-2,3,0,-1,0,-2,0
9516,-3,0,3,-3,0,3,2
9517,-3,-1,0,0,0,0,3
9518,-3,0,0,3,-2,-1,4
9519,-3,3,-3,0,3,0,0
9520,0,0,4,-3,-1,0,2
9521,0,4,-3,3,-3,-1,4
9522,0,0,0,0,0,0,3
9523,0,0,4,0,-3,-1,2
9525,0,0,0,0,0,0,3
9526,0,-3,0,3,-3,3,1
9527,0,-1,1,0,-1,1,3
9528,-3,3,-3,3,-3,0,4
9529,0,-1,1,-1,2,-3,3
9530,0,2,-3,3,-3,0,4
9531,0,0,4,-3,-1,4,2
9532,-3,1,-1,3,-1,-2,4
9533,-1,0,0,1,-2,3,3
9534,-3,2,-1,-1,3,-2,0
9535,3,-3,3,-1,0,1,5
9536,0,2,0,0,0,0,3
9537,1,-3,2,-1,2,-3,5
9538,1,0,2,-3,2,-2,2
9539,0,0,-2,1,2,0,3
9540,3,0,-3,3,-3,3,1
9541,-3,3,-3,2,-2,1,4
9542,1,1,0,-2,1,2,3
9543,2,1,-2,0,-1,3,3
9544,0,0,0,0,0,0,3
9545,0,3,-3,-1,0,0,0
9546,1,-1,0,1,0,-2,3
9547,-2,3,-1,-2,3,0,0
9548,4,-3,-1,0,0,0,5
9549,1,-2,2,0,-1,0,5
9551,0,0,0,4,-3,3,1
9553,3,-2,-1,-1,4,-3,5
9554,4,0,-3,2,-2,3,1
9555,-1,-2,-1,4,-3,-1,1
9556,2,-3,3,-2,0,-1,5
9558,4,-3,-1,4,-3,-1,1
9559,0,4,-3,0,-1,0,0
9560,-1,-1,2,0,-1,0,2
9561,-2,3,-1,-2,1,-1,0
9562,-1,-1,1,-1,2,-3,3
9563,-1,0,0,0,0,0,3
9564,-3,0,1,2,-1,-1,3
9565,-3,3,-3,3,-3,-1,4
9567,0,-2,0,3,0,-3,1
9568,1,-1,-1,3,-1,0,1
9569,3,-1,1,-3,3,-1,5
9570,-3,-1,4,-3,0,3,2
9571,-1,-2,-1,0,4,-3,3
9572,1,-1,0,1,0,-2,3
9573,3,-3,0,3,0,-3,1
9574,-2,-1,2,1,-1,-2,3
9575,-2,2,-3,3,-3,3,4
9576,-3,3,-3,2,-2,3,4
9577,-1,-2,-1,4,-1,-2,1
9578,-3,2,-2,3,0,-2,4
9579,2,1,-2,-1,0,2,3
9580,-3,1,-1,3,0,-3,4
9581,0,-1,1,-2,3,0,3
9582,3,-3,-1,0,0,0,5
9583,3,-1,-2,3,-1,0,1
9584,3,-3,2,-1,-1,3,5
9585,-1,-2,2,1,0,-1,3
9586,0,0,1,-1,1,-2,3
9587,-1,0,0,0,0,0,3
9588,-1,2,-3,0,1,2,0
9589,3,-2,1,-2,0,-1,5
9590,0,-2,0,0,0,-1,3
9591,0,0,0,0,0,0,3
9592,-1,3,-3,3,-3,3,4
9593,-1,0,-2,3,-3,3,4
9594,0,0,4,-1,-2,3,2
9595,-2,3,-3,3,0,-1,4
9596,-3,-1,4,-3,3,-3,2
9597,-1,0,0,0,4,-2,3
9598,-1,-1,3,-3,3,0,2
9599,-1,-2,3,-1,0,-2,2
9600,-3,3,-1,-2,2,-2,0
9601,0,0,3,-1,0,-2,2
9602,3,-3,3,-3,2,0,5
9603,-1,1,1,0,0,-1,3
9604,-3,3,-2,-1,3,0,0
9605,-1,3,-3,0,3,-3,0
9606,2,-3,2,1,-2,-1,5
9607,-3,0,2,0,1,-3,3
9608,-2,3,-3,3,-3,3,4
9609,0,0,-1,-1,3,-1,3
9611,0,3,-3,3,-2,0,4
9612,4,-2,-1,-1,0,0,5
9613,-3,3,-3,3,-3,2,4
9614,-1,1,0,-2,3,-1,0
9615,3,-3,1,1,-2,3,5
9616,0,0,0,0,0,0,3
9617,-2,0,2,-2,0,2,2
9618,-3,1,2,-2,-1,3,2
9619,3,-2,-1,3,0,-3,1
9620,0,-2,2,-3,2,-1,2
9621,0,0,0,0,0,0,3
9622,0,2,-1,-2,3,-2,0
9623,0,-1,3,-3,3,0,2
9624,0,2,1,-2,-1,2,3
9625,-2,1,-1,-1,3,-3,0
9626,0,1,-1,1,-2,3,4
9627,-3,0,3,-1,-1,0,2
9628,2,-3,2,0,-2,2,5
9629,0,-2,-1,3,-2,0,1
9630,-1,-1,-1,0,2,0,3
9631,0,4,-3,-1,0,0,0
9632,-1,-2,2,-2,3,-3,2
9633,-3,3,-3,1,1,1,0
9634,0,-1,2,1,-3,2,1
9635,-3,1,2,-3,3,-1,2
9636,3,-1,-1,-1,3,0,5
9637,0,-3,3,-3,3,-2,2
9638,3,-1,-1,0,-1,0,5
9639,0,1,0,1,-3,0,1
9641,1,-1,1,0,-2,2,1
9642,3,-3,3,-2,-1,-1,5
9643,-1,0,-1,1,2,-1,3
9644,0,0,-1,0,0,-1,3
9645,0,0,0,4,-3,3,1
9647,-2,2,0,-1,2,-3,0
9648,-1,-1,3,-1,-1,1,2
9649,-2,3,-2,1,-1,2,4
9650,-1,1,-1,1,1,-3,3
