CUSTNO,사치품_구매횟수 등급,일용품_구매횟수 등급,선매품_구매횟수 등급,사치품_구매액 등급,일용품_구매액 등급,선매품_구매액 등급,전체_구매횟수 등급,전체_구매액 등급
11043,11,4,9,11,7,9,9,4
11044,11,4,8,11,7,8,8,4
11045,10,6,6,5,9,5,8,6
11046,10,3,7,5,9,7,9,3
11047,11,3,4,11,8,5,7,2
11048,5,8,1,5,2,2,2,7
11049,4,5,6,5,6,6,7,5
11051,2,10,1,1,6,1,2,10
11052,11,4,8,11,4,8,7,4
11053,11,4,7,11,5,7,7,4
11054,11,5,7,11,9,7,9,6
11055,11,7,8,11,6,8,8,8
11056,11,4,8,11,6,9,8,4
11057,10,2,9,10,1,9,4,2
11058,4,6,3,3,2,2,2,5
11059,2,6,2,3,2,1,2,5
11060,10,10,3,5,10,4,8,10
11061,4,8,2,3,3,3,3,8
11062,11,6,9,11,7,8,8,6
11063,4,9,2,3,6,1,2,9
11064,1,7,1,1,2,1,1,6
11065,11,3,9,11,6,8,8,3
11066,11,3,7,11,6,8,8,3
11067,11,2,7,11,2,8,5,2
11068,11,4,6,11,6,6,7,4
11069,10,3,8,4,3,6,5,3
11070,11,3,7,11,8,7,9,3
11071,3,9,1,3,6,1,1,9
11073,11,3,7,11,5,7,7,3
11074,11,3,9,11,6,9,8,3
11075,4,9,5,4,1,5,3,9
11076,11,2,10,11,5,8,7,2
11077,11,7,11,11,10,11,10,8
11078,11,6,11,11,9,11,10,6
11079,11,7,5,11,2,6,5,7
11080,2,8,1,2,1,2,2,7
11081,10,10,2,5,10,4,6,10
11082,11,2,11,11,6,11,8,2
11083,11,8,4,11,9,4,6,8
11084,11,6,8,11,7,9,9,7
11086,3,9,5,4,9,5,7,10
11087,11,4,10,11,8,10,9,4
11088,11,3,7,11,5,8,8,3
11089,11,8,3,11,5,3,3,8
11090,5,3,5,3,1,4,3,3
11091,11,1,8,11,4,9,7,1
11092,11,5,11,11,9,11,10,5
11093,11,4,7,11,7,6,8,4
11094,4,9,4,5,10,5,9,10
11095,4,9,3,3,8,1,2,9
11096,1,10,3,2,1,1,1,10
11097,11,8,7,11,9,8,9,9
11098,4,6,5,3,3,5,5,6
11099,5,9,5,3,8,6,7,10
11100,11,2,11,11,7,11,9,2
11101,2,8,1,1,5,1,1,7
11102,11,3,7,11,3,7,6,3
11103,4,5,4,5,6,3,4,5
11104,11,2,7,11,4,7,7,2
11105,3,10,1,3,8,1,2,9
11106,11,1,8,11,4,8,7,1
11107,11,3,11,11,8,11,9,3
11108,3,9,3,3,7,2,3,9
11109,11,2,11,11,5,11,8,2
11110,2,10,1,1,10,1,1,9
11111,10,1,9,4,3,8,6,1
11112,11,7,11,11,10,11,10,8
11113,11,1,11,11,8,11,10,1
11114,11,1,7,11,2,7,5,1
11115,11,1,10,11,2,10,5,1
11116,10,2,4,10,4,5,5,2
11117,10,1,7,10,1,6,4,1
11118,5,3,5,4,6,4,5,3
11119,11,4,10,11,6,8,8,5
11120,11,2,7,11,6,8,8,2
11121,10,2,8,10,4,9,7,3
11122,10,3,10,5,3,10,6,3
11123,5,2,5,4,6,5,6,2
11124,11,6,8,11,6,7,8,6
11125,1,6,2,1,1,1,1,5
11126,11,3,9,11,9,9,10,3
11127,4,6,4,3,6,4,5,5
11128,4,7,1,4,5,3,3,7
11129,11,10,9,11,1,3,1,10
11130,5,7,4,10,9,6,8,7
11131,11,9,5,11,9,6,8,10
11132,11,8,10,11,10,10,10,9
11133,11,5,7,11,2,6,5,5
11134,4,7,4,4,9,4,5,7
11135,11,7,7,11,5,6,7,8
11136,1,9,1,1,3,1,1,8
11137,4,5,3,2,8,4,4,5
11138,3,7,4,3,9,4,5,8
11139,11,6,10,11,8,10,9,6
11140,10,3,7,10,5,7,7,4
11141,5,7,6,10,4,6,6,8
11142,4,4,5,5,7,6,7,4
11143,5,9,1,4,8,3,3,8
11144,10,2,8,5,7,7,8,2
11145,3,10,1,3,8,2,2,9
11146,4,10,1,3,9,2,3,9
11147,10,6,6,10,8,6,9,7
11148,3,9,3,2,2,2,2,9
11149,11,5,7,11,10,6,10,5
11150,11,2,8,11,7,9,9,2
11151,11,4,10,11,8,7,9,5
11152,4,8,5,5,10,5,9,8
11153,3,10,2,4,6,1,2,10
11154,2,8,2,1,2,2,2,7
11155,11,4,10,11,8,9,10,5
11156,4,9,4,4,1,4,3,10
11157,11,2,8,11,8,7,9,2
11158,4,7,4,3,6,4,5,7
11159,11,2,8,11,8,8,9,2
11160,11,8,11,11,5,11,8,9
11161,11,1,10,11,5,8,7,1
11162,11,4,7,11,7,6,8,4
11163,2,10,1,4,10,3,5,10
11164,10,6,3,4,7,3,4,6
11165,11,2,6,11,2,7,5,2
11166,4,6,3,4,5,4,4,6
11167,3,7,4,2,5,3,3,7
11168,11,1,10,11,4,7,6,1
11169,11,10,2,11,2,2,2,10
11170,11,4,7,11,6,7,7,4
11171,11,6,11,11,9,11,10,6
11172,11,7,10,11,4,8,7,8
11173,4,8,4,4,2,4,4,9
11174,5,9,1,2,9,2,3,8
11175,11,4,10,11,6,8,8,4
11176,11,3,4,11,3,4,4,3
11177,2,10,2,2,9,3,3,10
11178,5,3,6,5,9,6,9,3
11179,11,4,8,11,7,8,8,4
11180,11,4,6,11,8,7,9,4
11181,4,10,1,4,1,1,1,10
11182,3,8,1,4,6,2,2,7
11183,3,7,3,2,8,3,3,6
11184,11,5,7,11,3,7,6,6
11185,10,1,7,5,1,6,4,1
11186,11,3,7,11,7,7,8,3
11187,4,4,6,5,3,5,5,4
11188,4,8,1,3,2,1,2,7
11189,4,6,4,2,5,4,4,6
11190,1,10,2,1,1,1,1,10
11191,11,3,8,11,3,7,6,4
11192,3,7,4,3,10,3,4,7
11193,3,9,1,4,7,3,4,8
11194,11,2,6,11,6,6,7,2
11196,5,5,8,5,8,9,9,5
11197,10,3,8,10,8,8,9,3
11198,4,1,4,3,2,3,3,1
11199,5,10,4,10,2,3,3,10
11200,10,6,5,5,5,5,5,7
11201,11,7,9,11,4,10,7,7
11202,11,3,11,11,9,11,10,3
11203,11,6,11,11,10,11,10,6
11204,11,1,8,11,3,8,6,1
11205,1,8,2,1,1,1,1,8
11206,2,10,2,1,8,1,1,10
11207,1,5,2,1,1,1,1,4
11208,2,10,3,2,6,3,3,10
11209,10,10,6,10,10,6,10,10
11210,11,3,7,11,4,7,6,3
11211,11,2,7,11,8,7,9,2
11212,11,7,11,11,10,11,10,7
11213,11,2,10,11,1,9,5,2
11214,11,4,7,11,9,6,9,4
11215,1,10,2,2,9,2,3,9
11216,5,8,2,3,7,2,2,8
11217,11,3,10,11,3,10,6,3
11218,3,10,3,2,4,1,2,10
11219,11,2,6,11,2,5,5,2
11220,11,3,11,11,6,11,8,3
11221,11,6,7,11,5,7,7,6
11222,11,3,11,11,6,11,8,3
11223,4,2,5,5,3,4,5,2
11224,11,2,8,11,5,8,7,2
11225,3,5,4,3,3,4,4,5
11226,5,7,6,10,9,7,10,7
11228,11,2,9,11,2,7,5,2
11229,2,4,6,3,6,6,5,3
11230,5,6,7,5,9,8,10,7
11231,11,6,5,11,7,5,7,6
11232,11,1,10,11,7,10,9,1
11233,11,4,10,11,2,9,5,4
11234,5,8,3,3,6,2,2,8
11235,1,6,1,2,1,2,2,5
11236,5,4,6,10,8,6,8,4
11237,11,1,7,11,7,8,8,1
11238,11,2,10,11,4,6,6,2
11239,11,3,7,11,9,7,10,3
11240,11,3,9,11,6,9,8,3
11241,5,2,7,4,6,5,6,2
11242,11,5,6,11,9,6,9,5
11243,11,8,10,11,7,7,8,9
11244,11,3,5,11,4,6,6,3
11245,11,5,9,11,8,9,9,5
11246,5,2,7,10,7,7,8,2
11247,5,8,2,5,1,3,1,8
11248,11,2,10,11,4,10,7,2
11249,2,7,1,2,1,2,2,6
11250,11,2,10,11,7,9,9,2
11251,1,7,4,1,3,4,1,7
11252,11,6,7,11,9,7,9,6
11253,11,1,6,11,5,6,6,1
11254,11,3,11,11,5,11,8,3
11255,5,5,6,3,1,6,3,5
11256,2,7,1,1,1,1,1,6
11258,5,6,4,5,1,4,4,5
11259,11,5,9,11,6,10,8,6
11260,3,7,2,5,8,4,6,6
11261,11,2,8,11,9,9,10,2
11262,1,10,1,1,6,1,1,9
11263,11,6,8,11,6,7,8,7
11264,5,6,6,4,6,7,7,6
11265,5,3,6,10,6,6,7,3
11266,11,6,10,11,9,10,10,6
11267,10,4,7,10,2,7,5,4
11268,11,4,10,11,8,10,9,4
11269,11,7,5,11,10,7,10,7
11270,4,7,7,5,5,6,6,7
11271,11,8,11,11,10,11,10,9
11272,4,9,2,2,5,1,2,10
11273,11,5,10,11,9,10,10,6
11274,11,1,7,11,5,8,7,1
11275,11,1,11,11,3,11,6,1
11276,11,1,10,11,4,10,7,1
11277,11,6,10,11,7,10,9,7
11278,5,7,4,4,4,3,4,7
11279,11,2,7,11,7,7,8,2
11280,11,1,11,11,3,11,6,1
11281,5,3,6,3,3,6,4,3
11282,5,8,5,4,3,4,4,9
11283,11,3,8,11,7,9,9,3
11284,11,1,9,11,5,9,7,1
11285,11,4,7,11,8,7,9,4
11286,11,1,7,11,8,8,9,1
11287,11,6,8,11,6,7,8,7
11288,11,8,10,11,9,9,10,8
11289,11,8,10,11,10,9,10,8
11290,5,9,3,3,5,3,4,9
11291,11,1,10,11,3,9,6,2
11292,10,4,8,10,8,7,9,4
11293,11,2,6,11,5,8,7,2
11294,10,9,4,10,7,5,7,10
11295,10,6,8,5,7,7,8,6
11296,11,10,5,11,10,6,10,10
11297,11,7,11,11,9,11,10,8
11298,11,5,10,11,10,8,10,5
11299,11,4,9,11,6,8,8,5
11300,3,6,5,3,6,4,4,6
11301,2,9,2,4,10,4,5,8
11302,10,6,5,10,4,5,6,6
11303,10,2,7,10,7,7,8,2
11304,11,1,8,11,2,8,5,1
11305,10,4,6,5,2,5,4,4
11306,5,1,6,5,6,7,7,1
11307,2,1,2,3,1,2,2,1
11309,3,1,3,2,1,3,2,1
11310,5,7,2,4,5,3,4,7
11311,1,8,4,1,6,5,3,8
11312,11,3,8,11,4,10,7,3
11313,11,2,7,11,6,8,8,2
11314,5,7,5,5,7,5,6,7
11315,11,1,10,11,2,10,6,1
11316,11,6,10,11,4,10,7,7
11317,2,10,2,2,7,1,1,9
11318,2,7,4,2,1,2,2,7
11319,4,7,4,5,4,4,5,8
11320,2,4,1,2,1,1,1,3
11321,11,6,7,11,9,6,9,6
11322,1,8,1,1,3,1,1,7
11323,11,4,8,11,2,9,6,4
11324,5,6,4,3,5,5,5,6
11325,11,1,8,11,1,8,5,1
11326,11,5,6,11,9,6,9,5
11327,11,3,6,11,5,6,6,3
11328,11,8,8,11,10,9,10,9
11329,3,7,4,1,1,4,3,7
11330,1,10,3,1,9,3,1,9
11331,2,9,2,2,9,2,2,9
11332,11,2,8,11,3,8,6,2
11333,10,3,7,4,2,7,5,3
11334,5,6,9,4,7,9,9,6
11335,11,4,10,11,1,9,4,4
11336,4,10,5,5,10,5,10,10
11337,11,2,11,11,4,11,7,2
11338,11,7,10,11,10,10,10,8
11339,11,7,7,11,6,8,8,7
11340,11,1,8,11,3,8,6,1
11341,11,5,9,11,8,9,9,6
11342,1,9,1,1,2,1,1,8
11343,4,4,1,4,4,3,3,3
11344,5,3,5,5,3,6,5,3
11345,2,6,1,2,5,2,2,5
11346,11,4,11,11,9,11,10,5
11347,11,6,9,11,9,8,10,7
11348,11,1,9,11,7,9,9,1
11349,11,5,7,11,7,6,8,5
11350,11,9,4,11,8,5,6,9
11351,11,3,7,11,3,6,6,3
11352,10,2,6,10,2,5,4,2
11353,5,6,5,10,5,5,5,6
11354,11,4,10,11,5,10,8,4
11355,2,7,2,2,1,2,2,7
11356,5,8,7,10,1,7,2,9
11357,3,10,3,3,2,2,2,10
11358,11,5,8,11,4,8,7,5
11359,5,1,5,10,3,6,5,1
11360,11,2,10,11,8,10,9,2
11361,11,2,7,11,3,7,6,2
11362,1,9,2,1,7,2,1,8
11363,11,8,10,11,9,10,10,9
11364,3,9,2,3,9,3,4,9
11365,3,9,3,3,10,4,5,9
11366,11,4,7,11,2,7,5,4
11367,11,10,5,11,10,6,9,10
11368,11,3,9,11,2,8,5,3
11369,5,9,6,10,10,7,10,10
11370,11,3,8,11,4,9,7,3
11371,11,4,9,11,5,9,8,5
11372,11,1,7,11,3,7,5,2
11373,11,4,11,11,7,11,9,4
11374,11,2,9,11,9,8,10,2
11375,5,7,4,4,9,5,7,7
11376,5,5,8,4,6,8,8,5
11377,11,4,9,11,5,9,7,4
11378,10,2,3,10,2,4,4,1
11379,11,7,3,11,7,4,6,7
11380,3,7,2,2,8,3,4,6
11381,11,5,7,11,6,8,8,5
11382,5,8,5,4,1,4,4,9
11383,1,9,3,1,1,1,1,9
11384,11,3,10,11,8,9,9,3
11385,11,2,9,11,3,8,6,2
11386,1,10,3,1,7,2,2,9
11387,2,9,4,3,9,5,6,10
11388,11,5,9,11,5,9,7,5
11389,3,4,2,2,5,2,3,3
11390,11,1,7,11,5,7,7,1
11391,11,4,7,11,2,7,5,5
11392,5,9,5,4,9,3,4,9
11393,11,4,6,11,8,5,7,4
11394,4,6,5,5,5,5,5,6
11395,11,3,7,11,9,6,9,3
11396,10,1,5,3,1,5,4,1
11397,2,8,1,1,7,3,2,7
11398,10,2,8,4,3,7,5,2
11399,4,8,5,2,9,6,4,9
11400,11,6,11,11,10,11,10,6
11401,11,4,9,11,6,10,8,4
11402,11,2,6,11,1,6,4,2
11403,11,2,8,11,7,8,8,2
11404,11,2,7,11,2,7,5,2
11405,5,6,8,5,10,8,10,6
11406,2,7,2,3,6,3,3,6
11407,11,7,10,11,10,10,10,8
11408,3,7,1,2,3,1,1,7
11409,4,4,6,4,4,5,6,4
11410,11,2,7,11,2,8,5,2
11411,11,5,9,11,6,8,8,5
11412,11,1,11,11,6,11,9,1
11413,10,2,8,5,2,8,5,2
11414,11,5,10,11,3,10,6,5
11415,11,2,5,11,6,5,6,2
11416,11,1,10,11,2,9,5,1
11417,3,5,4,3,2,3,3,5
11418,10,4,7,4,6,6,7,4
11419,11,3,8,11,3,7,6,3
11420,3,10,4,3,5,3,3,10
11421,11,5,9,11,7,10,9,5
11422,11,3,5,11,5,5,6,3
11423,3,7,4,4,5,4,4,7
11424,11,6,5,11,9,5,7,6
11425,11,3,7,11,7,7,8,3
11426,5,6,6,5,6,7,8,6
11427,11,3,9,11,2,9,5,3
11428,10,4,8,4,5,8,7,5
11429,11,6,8,11,7,9,9,6
11430,3,10,3,3,4,1,2,10
11431,11,10,9,11,10,8,10,10
11432,5,4,8,5,5,7,7,4
11433,11,3,11,11,8,11,9,4
11434,11,6,7,11,3,7,6,7
11435,2,2,2,2,1,3,3,2
11436,2,9,2,3,3,1,2,8
11437,11,2,10,11,9,9,10,2
11438,2,7,3,4,8,4,5,7
11439,10,5,8,10,10,9,10,5
11440,1,9,3,3,3,2,3,9
11441,3,4,5,4,5,5,5,4
11442,2,1,1,3,1,3,2,1
11443,2,4,1,2,5,2,2,4
11444,10,5,10,5,3,8,6,5
11445,11,5,7,11,5,9,7,5
11446,11,4,9,11,6,9,8,4
11447,10,4,4,10,2,3,4,3
11448,10,4,8,10,8,8,9,4
11449,3,9,2,3,8,3,4,9
11450,1,8,4,1,5,4,1,7
11451,11,1,9,11,6,9,8,1
11452,11,3,7,11,5,6,7,3
11453,11,5,8,11,9,8,10,6
11454,5,6,5,5,5,5,5,7
11455,11,6,7,11,9,7,9,6
11456,5,7,4,4,2,2,3,8
11457,11,4,6,11,8,7,9,4
11458,11,1,7,11,4,6,6,1
11459,4,5,4,5,2,4,4,5
11460,1,8,2,1,5,1,1,7
11462,5,4,6,10,6,9,8,4
11463,1,9,4,1,1,1,1,10
11464,11,8,4,11,10,5,7,9
11465,5,2,3,5,6,4,5,2
11466,2,5,2,2,5,2,2,4
11467,10,8,6,5,10,7,10,9
11468,5,8,5,10,8,5,7,8
11469,2,7,1,2,7,2,3,6
11470,4,10,2,3,10,3,4,10
11471,11,5,6,11,6,8,8,5
11472,3,10,1,3,8,1,2,9
11473,3,3,1,3,3,2,2,3
11474,4,7,4,3,5,3,3,7
11475,11,6,11,11,9,11,10,7
11476,11,2,5,11,1,5,3,2
11477,3,9,2,3,7,2,3,8
11478,3,7,1,4,8,3,4,6
11479,10,3,9,4,5,9,7,3
11480,11,2,11,11,4,11,7,2
11481,11,1,10,11,4,10,7,1
11482,3,6,3,4,7,4,4,5
11483,5,5,5,5,3,4,4,6
11484,11,3,11,11,5,11,7,3
11485,11,1,11,11,7,11,9,1
11486,5,8,4,4,10,5,8,8
11487,11,6,10,11,9,10,10,7
11488,1,9,2,1,9,3,2,9
11489,11,1,8,11,1,8,4,1
11490,5,3,5,5,2,4,4,2
11491,11,7,8,11,9,9,10,8
11492,2,6,4,1,2,2,1,5
11493,1,2,1,1,1,2,1,1
11494,1,8,2,1,8,3,2,8
11495,11,7,9,11,6,9,8,7
11496,11,4,10,11,9,10,10,4
11497,11,3,8,11,9,9,10,3
11498,1,8,3,1,2,2,1,8
11499,1,10,3,2,9,2,3,10
11500,11,3,6,11,7,7,8,3
11501,3,10,3,3,10,3,4,10
11502,11,6,7,11,9,7,9,6
11503,3,6,2,4,5,3,3,5
11504,11,9,4,11,10,4,6,10
11505,11,3,10,11,3,10,6,4
11506,2,8,6,3,9,4,4,9
11507,11,3,10,11,3,10,6,3
11508,11,4,11,11,7,11,9,4
11509,5,4,8,5,7,9,9,4
11510,11,5,8,11,9,7,10,5
11511,11,4,9,11,9,10,10,5
11512,11,1,10,11,4,9,7,1
11513,10,5,9,5,7,9,8,5
11514,11,5,10,11,10,10,10,5
11515,11,1,8,11,3,7,6,1
11516,10,4,5,10,9,6,8,3
11517,11,4,9,11,9,7,9,4
11518,11,7,8,11,3,7,6,7
11519,5,2,5,4,5,6,6,2
11520,1,10,2,1,7,1,1,10
11521,10,1,8,4,1,7,4,1
11522,5,5,6,10,6,6,7,5
11523,10,2,8,4,2,7,5,2
11524,5,3,8,10,6,8,8,3
11525,11,2,4,11,1,5,3,2
11526,11,1,7,11,2,7,5,1
11527,11,6,6,11,3,5,5,6
11528,2,10,1,3,7,1,2,9
11529,11,4,7,11,4,8,7,5
11530,11,1,11,11,8,11,9,1
11531,11,4,8,11,5,8,7,4
11532,11,2,8,11,8,9,9,2
11533,11,5,7,11,6,9,8,5
11534,11,2,10,11,5,9,8,2
11535,11,6,8,11,7,8,8,6
11536,2,10,2,2,9,3,3,10
11537,11,1,7,11,2,7,5,1
11538,11,7,8,11,7,5,7,7
11539,4,7,5,5,7,6,7,8
11540,5,4,4,5,3,4,4,3
11541,4,3,6,5,6,6,7,3
11543,3,3,2,4,2,3,3,2
11544,11,8,4,11,10,4,7,8
11545,11,2,5,11,3,6,5,2
11546,11,3,9,11,2,8,5,3
11547,11,3,8,11,4,8,7,4
11548,11,6,8,11,7,7,8,7
11549,11,2,10,11,5,10,8,2
11550,11,2,10,11,8,9,10,2
11551,11,4,6,11,4,6,6,4
11552,11,2,10,11,7,10,9,2
11553,11,1,7,11,6,7,8,1
11554,5,5,5,2,9,5,6,5
11555,11,4,9,11,6,8,8,4
11556,2,9,3,4,8,4,5,9
11557,2,7,3,2,4,4,3,6
11558,5,3,6,3,4,5,5,3
11559,11,3,9,11,8,9,9,4
11560,3,7,5,2,6,4,4,7
11561,11,1,10,11,5,9,8,2
11562,11,1,9,11,4,9,7,1
11563,10,5,7,5,1,7,4,5
11564,11,6,10,11,7,9,9,6
11565,11,2,10,11,6,9,8,2
11566,11,4,9,11,8,9,9,4
11567,10,9,5,10,10,6,10,10
11568,11,3,5,11,4,6,6,2
11569,11,4,8,11,5,8,7,4
11570,4,1,5,10,5,6,7,1
11571,3,8,4,3,7,4,4,9
11572,11,3,10,11,3,9,6,3
11573,11,3,8,11,5,7,7,3
11574,11,3,8,11,8,8,9,3
11575,11,4,11,11,9,11,10,4
11577,11,3,10,11,8,10,10,3
11578,11,1,8,11,4,8,6,1
11579,11,1,11,11,5,11,8,1
11580,11,3,9,11,4,9,7,3
11581,11,5,11,11,2,11,6,5
11582,5,8,4,4,9,3,4,9
11583,11,2,9,11,9,9,10,2
11584,10,4,6,10,8,5,8,4
11585,3,10,2,4,10,3,5,10
11586,11,1,8,11,1,8,4,1
11587,11,3,10,11,7,10,9,4
11588,1,8,2,1,3,2,2,8
11589,11,2,10,11,1,9,4,2
11590,11,2,9,11,3,7,6,2
11591,3,10,2,3,9,2,3,10
11592,5,2,10,4,8,10,9,2
11593,11,6,4,11,9,4,6,6
11594,11,1,10,11,5,9,8,1
11595,11,3,5,11,3,4,4,3
11596,11,5,6,11,8,6,9,5
11597,11,3,9,11,2,7,5,3
11598,11,1,11,11,2,11,5,1
11599,11,3,11,11,9,11,10,3
11600,11,4,7,11,3,7,5,4
11601,11,5,9,11,6,9,8,5
11602,11,2,11,11,4,11,7,2
11603,1,10,3,1,5,1,1,9
11604,10,10,1,5,7,1,1,10
11605,11,4,10,11,9,10,10,5
11606,4,5,4,4,5,4,4,5
11607,4,6,5,4,6,6,6,6
11608,3,10,4,3,4,3,3,10
11609,11,4,10,11,6,10,8,4
11610,10,4,4,10,4,4,4,4
11611,11,2,11,11,6,11,8,2
11612,11,2,10,11,6,8,8,2
11613,11,4,10,11,9,10,10,4
11614,4,10,4,4,10,5,9,10
11615,3,10,3,2,10,4,5,10
11616,1,7,4,1,3,3,2,7
11617,11,4,7,11,5,8,7,4
11618,2,7,5,2,8,5,4,7
11619,11,4,6,11,5,6,7,4
11620,11,2,7,11,4,8,6,2
11621,1,6,3,2,4,3,3,6
11622,11,2,7,11,5,8,8,2
11623,11,4,11,11,6,11,9,4
11624,11,2,5,11,4,5,5,2
11625,1,6,4,1,1,3,1,6
11626,5,6,7,4,6,7,7,7
11627,11,8,10,11,8,8,9,9
11628,1,10,4,1,5,3,2,10
11629,11,2,5,11,5,5,6,2
11630,11,4,8,11,9,9,10,4
11632,11,3,11,11,5,11,8,3
11633,11,1,10,11,2,8,5,1
11634,11,8,9,11,7,9,9,8
11635,11,7,8,11,8,8,9,8
11636,11,7,10,11,3,8,6,7
11637,11,3,9,11,5,9,7,3
11638,11,4,7,11,7,8,9,5
11639,11,3,9,11,7,7,8,3
11640,11,4,8,11,6,9,8,4
11641,11,5,8,11,10,9,10,5
11642,10,1,6,10,3,6,6,1
11643,11,5,11,11,9,11,10,5
11644,10,7,5,10,9,6,9,8
11645,11,1,11,11,5,11,8,1
11646,11,1,4,11,2,4,4,1
11647,11,6,10,11,10,10,10,7
11648,11,10,8,11,10,7,10,10
11649,11,3,8,11,4,9,7,3
11650,10,6,6,4,7,5,6,6
11651,10,2,4,10,10,5,9,2
11652,11,1,8,11,7,8,9,2
11653,11,10,7,11,10,6,10,10
11655,11,4,9,11,6,10,8,5
11656,11,9,10,11,9,9,10,10
11657,2,7,5,2,2,5,4,8
11658,11,1,10,11,1,10,3,1
11659,5,7,3,5,3,3,3,7
11660,11,4,7,11,8,7,9,4
11661,11,5,9,11,9,7,9,5
11662,2,6,1,3,3,2,2,5
11663,11,5,9,11,6,8,8,5
11664,5,2,9,4,2,8,5,2
11665,10,4,5,10,4,5,5,4
11666,11,2,6,11,4,6,6,2
11667,10,5,7,5,5,7,7,5
11668,11,3,11,11,7,11,9,4
11669,11,6,9,11,8,8,9,6
11670,3,6,2,4,4,3,3,5
11671,11,5,10,11,10,10,10,6
11672,4,6,5,4,5,5,5,6
11673,11,3,7,11,2,7,5,3
11674,10,2,9,2,5,10,5,2
11675,11,6,10,11,9,10,10,6
11676,11,3,6,11,6,7,8,3
11677,11,3,5,11,5,5,6,3
11678,11,3,10,11,1,10,1,3
11679,11,8,8,11,8,6,8,8
11680,3,10,1,2,5,1,1,9
11681,4,8,4,4,3,3,3,9
11682,11,4,6,11,5,6,7,4
11683,10,6,6,10,8,7,9,6
11684,11,4,11,11,10,11,10,4
11685,11,5,6,11,2,6,5,5
11686,10,4,10,10,8,10,9,4
11687,11,4,8,11,2,8,5,5
11688,5,8,5,3,8,4,5,9
11689,3,2,5,4,3,7,5,2
11690,11,3,10,11,2,10,5,3
11691,11,3,8,11,3,7,6,3
11692,11,3,6,11,10,6,10,3
11693,11,1,9,11,2,8,5,1
11694,11,7,10,11,9,10,10,8
11695,11,10,5,11,6,3,4,10
11696,11,5,10,11,9,10,10,5
11697,3,8,5,4,9,5,7,9
11698,11,6,11,11,9,11,10,6
11699,11,1,6,11,2,6,5,1
11700,10,6,7,10,6,6,7,6
11701,11,6,6,11,1,6,4,6
11702,11,2,6,11,5,6,6,2
11703,1,8,2,2,7,3,3,8
11704,2,9,3,2,2,3,2,9
11705,5,8,4,5,8,4,6,8
11706,11,8,5,11,5,5,6,8
11707,11,2,10,11,6,9,8,2
11708,11,6,8,11,1,8,4,6
11709,11,7,8,11,5,7,7,8
11710,11,5,10,11,9,10,10,5
11711,5,6,5,10,6,6,7,6
11712,11,1,8,11,2,6,5,1
11713,3,9,4,2,8,2,2,10
11714,3,7,3,3,2,2,3,7
11715,11,4,7,11,8,8,9,4
11716,11,6,11,11,2,11,5,7
11717,4,8,3,4,10,4,7,8
11718,4,6,4,3,2,4,3,6
11719,11,2,7,11,6,7,8,2
11720,11,1,7,11,2,7,5,1
11721,5,8,6,5,10,7,10,9
11722,11,5,7,11,9,7,9,5
11723,11,1,10,11,2,10,5,1
11724,10,1,4,10,5,4,4,1
11725,11,2,8,11,5,8,8,2
11726,11,5,5,11,7,5,6,6
11728,11,5,11,11,1,11,3,5
11729,11,1,6,11,5,7,7,1
11730,5,2,5,10,2,6,5,2
11731,11,9,7,11,10,8,10,10
11732,3,6,1,4,1,3,2,6
11733,5,2,10,3,4,10,5,2
11734,11,4,7,11,4,6,6,4
11735,11,5,9,11,7,9,9,5
11736,11,3,11,11,7,11,9,3
11737,2,6,1,2,4,2,2,5
11738,4,6,4,5,5,4,5,6
11739,11,1,6,11,5,6,7,1
11740,11,4,8,11,4,7,6,4
11741,11,4,7,11,5,9,8,4
11742,2,10,4,2,8,4,4,10
11743,10,4,10,10,10,9,10,4
11744,11,2,7,11,6,6,7,2
11745,3,6,2,1,1,1,1,6
11746,3,10,4,4,10,5,9,10
11747,4,3,4,4,2,5,4,3
11748,2,4,4,1,1,2,1,4
11749,3,8,4,2,1,2,2,9
11750,11,2,11,11,9,11,10,2
11751,10,3,7,10,5,7,7,3
11752,10,7,7,10,9,7,9,8
11753,11,7,10,11,10,10,10,7
11754,10,2,6,10,6,6,7,2
11755,3,8,2,3,9,4,5,8
11756,4,10,1,4,8,1,2,10
11757,11,3,10,11,8,9,9,4
11758,11,3,8,11,6,9,8,3
11759,11,7,7,11,4,7,6,7
11760,2,10,1,1,8,1,1,9
11761,11,2,8,11,4,7,6,3
11762,3,8,1,4,7,4,5,7
11763,11,9,5,11,1,1,1,9
11764,3,9,4,3,10,4,5,9
11765,11,2,7,11,1,6,4,2
11766,11,3,8,11,5,10,8,4
11767,11,1,7,11,1,7,4,1
11768,5,4,5,5,5,5,6,4
11769,10,1,5,10,1,5,4,1
11770,2,3,3,3,2,4,4,2
11771,11,4,8,11,1,7,4,4
11772,11,6,11,11,6,11,8,6
11773,11,8,11,11,9,11,10,9
11774,1,6,3,1,3,1,1,6
11775,3,10,2,1,10,4,3,10
11776,11,5,5,11,10,6,9,5
11777,11,5,7,11,5,7,7,5
11778,1,10,2,1,5,2,2,10
11779,5,6,6,4,8,6,8,7
11780,11,7,7,11,10,9,10,7
11781,11,7,5,11,10,6,9,7
11782,5,3,6,4,3,6,5,3
11783,2,10,1,1,3,1,1,9
11784,11,2,7,11,8,7,9,2
11785,11,5,8,11,10,8,10,6
11786,11,4,11,11,10,11,10,4
