CUSTNO,Monetary_침구/주방_고가_증감여부_q2_q1,Monetary_침구/주방_고가_증감여부_q3_q2,Monetary_침구/주방_고가_증감여부_q4_q3,Monetary_침구/주방_고가_증감여부_q5_q4,Monetary_침구/주방_고가_증감여부_q6_q5,Monetary_침구/주방_고가_증감여부_q7_q6,Monetary_침구/주방_고가_증감여부_q8_q7,Monetary_침구/주방_고가_q2_q1_로그변환,Monetary_침구/주방_고가_q3_q2_로그변환,Monetary_침구/주방_고가_q4_q3_로그변환,Monetary_침구/주방_고가_q5_q4_로그변환,Monetary_침구/주방_고가_q6_q5_로그변환,Monetary_침구/주방_고가_q7_q6_로그변환,Monetary_침구/주방_고가_q8_q7_로그변환
5989,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5990,0,4,1,0,4,1,4,0.0,13.038276000475902,-13.038276000475902,0.0,12.471121384057335,-12.471121384057335,12.083874824903182
5991,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5992,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5994,0,4,1,0,0,0,0,0.0,11.216540768556422,-11.216540768556422,0.0,0.0,0.0,0.0
5995,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5996,3,2,1,1,0,4,1,11.257381479491597,-9.846053286460739,-11.287979059573557,-9.76743846538374,0.0,12.319057972409325,-12.258816194727501
5997,1,0,4,1,0,0,0,-13.83533934619455,0.0,9.064299391480406,-9.064299391480406,0.0,0.0,0.0
5998,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5999,4,1,1,0,0,0,0,15.715573285022378,-15.685629774876912,-12.19220129089659,0.0,0.0,0.0,0.0
6000,0,4,1,0,0,0,0,0.0,9.859843991574431,-9.859843991574431,0.0,0.0,0.0,0.0
6001,1,0,0,4,2,2,1,-12.652889658706076,0.0,0.0,13.91528635136025,-13.59234449795215,-11.856066281267065,-11.906971953529785
6002,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6003,4,1,4,1,4,1,4,11.167372303214641,-11.167372303214641,11.704691206391171,-11.704691206391171,10.636663030462092,-10.636663030462092,10.866012562051438
6004,1,0,4,4,1,0,4,-12.193086920199027,0.0,10.811381438698518,12.953414143939254,-13.06443083739231,0.0,8.15822967432598
6005,2,2,1,4,1,1,4,-13.214523808631267,-11.621992517209318,-12.824054331724946,14.158052931132058,-13.96974344881611,-12.395710922027126,13.078546525378451
6006,3,2,2,1,4,1,0,12.66694112606899,-11.29260213986692,-13.53120090891058,-12.458865402760786,10.738792337222213,-10.738792337222213,0.0
6007,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6008,0,4,1,0,0,0,0,0.0,9.289646750508796,-9.289646750508796,0.0,0.0,0.0,0.0
6009,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6010,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6011,0,0,4,2,3,2,3,0.0,0.0,11.981141317326752,-11.683697383261896,10.898527202782425,-10.614941607963509,11.438500570440024
6012,4,1,0,0,4,1,0,12.295827998005153,-12.295827998005153,0.0,0.0,11.533092755256666,-11.533092755256666,0.0
6013,0,0,0,4,1,1,4,0.0,0.0,0.0,13.443677490578807,-13.345702386678077,-11.072063536180513,13.909373302933702
6014,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6015,4,3,1,4,3,1,0,12.769158906791484,11.71868564711126,-13.117319042482302,12.832792035276999,11.772516293813414,-13.130194921817953,0.0
6016,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.381315950217473
6017,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6018,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.483221426370479,-11.483221426370479,0.0
6019,1,4,3,1,4,4,1,-11.568044550747352,12.722957874593105,12.129490528958993,-13.162763593988542,10.062273865556147,14.254207012032989,-14.219772295376318
6020,4,1,4,1,0,4,1,12.421978741610541,-12.421978741610541,10.172884477674026,-10.172884477674026,0.0,11.767711988730294,-11.767711988730294
6021,2,3,3,2,2,1,4,-12.02085687707912,12.101643357055464,-8.979430007123664,-11.431962672539418,-11.562269955507615,-10.76999820671411,10.537515921415942
6022,4,3,3,1,1,4,2,10.715395252417252,11.830156970031826,11.216136891961918,-12.319647837487935,-10.393292075121838,12.173174513228648,-10.550013738362612
6023,1,0,0,0,0,0,0,-10.103219351711873,0.0,0.0,0.0,0.0,0.0,0.0
6024,0,0,4,2,1,4,2,0.0,0.0,12.120189434400919,-11.044709374420314,-11.702962674195355,11.231139373051835,-8.905040171025492
6025,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6026,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6027,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6028,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6029,4,1,4,4,3,1,2,14.734973727895426,-14.778441426378405,10.719061172066883,14.193697443314914,11.844855599510494,-14.230763425313558,-11.291055652977905
6030,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6031,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6032,0,0,4,1,0,0,4,0.0,0.0,8.786704685992033,-8.786704685992033,0.0,0.0,10.569408452645702
6033,0,0,0,4,1,0,0,0.0,0.0,0.0,10.28713531066606,-10.28713531066606,0.0,0.0
6034,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6035,2,1,4,3,1,0,4,-8.608394919895812,-10.487142292858781,9.731813365501885,10.530957685014364,-10.902305296507198,0.0,10.914801816869748
6036,0,0,4,4,3,1,4,0.0,0.0,10.890704708876704,12.784148194457526,11.656430815643928,-13.172343935935071,13.279823445937572
6037,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6038,0,4,1,0,4,1,4,0.0,12.088256933222269,-12.088256933222269,0.0,12.585639003171815,-12.585639003171815,12.509192167297398
6039,1,1,0,0,4,1,4,-11.894577346559297,-8.725822632316817,0.0,0.0,12.552356527745284,-12.552356527745284,12.691083325948124
6040,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6041,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6042,1,3,1,4,1,1,0,-13.755375205439112,10.446328880590395,-12.105391925637482,13.471900357427275,-13.258915045669786,-11.820772377618672,0.0
6043,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6044,0,0,0,4,1,0,0,0.0,0.0,0.0,13.211124497646031,-13.211124497646031,0.0,0.0
6045,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6046,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6047,0,0,4,1,4,1,4,0.0,0.0,12.243756310701071,-12.243756310701071,10.778656088243428,-10.778656088243428,11.724310009500126
6048,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6049,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6050,2,2,1,4,1,4,1,-10.42288216120816,-10.14106068960335,-9.887442181341617,11.642945175971052,-11.642945175971052,10.580563957209131,-10.580563957209131
6051,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6052,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6053,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6054,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6055,4,1,0,0,0,0,0,11.52585952180904,-11.52585952180904,0.0,0.0,0.0,0.0,0.0
6056,4,1,3,3,2,3,2,15.051830620047847,-15.056046563508726,12.379817833134862,14.447357305779063,-14.27480324125983,11.13909117335766,-12.789334461338582
6057,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6058,0,4,1,0,0,0,0,0.0,9.992797616112588,-9.992797616112588,0.0,0.0,0.0,0.0
6059,1,4,1,1,4,3,3,-11.317008134878488,12.558146143571715,-12.435451047740376,-10.578336855034353,10.301744751376093,8.01253147797584,10.186668130764621
6060,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6061,3,3,2,1,0,0,0,9.73248934681791,6.9301394827047735,-10.087116198954131,-11.124518907056306,0.0,0.0,0.0
6062,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6063,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6064,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6065,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.086366953692702,-11.086366953692702
6066,0,0,0,4,1,0,0,0.0,0.0,0.0,11.747025655363231,-11.747025655363231,0.0,0.0
6067,0,4,2,1,4,1,4,0.0,12.927621314749938,-12.252725797573335,-12.215888095905399,14.627192398738456,-14.627192398738456,10.63240273621648
6068,2,1,4,1,4,1,1,-11.905744768874701,-11.940714410534365,10.460557002080124,-10.460557002080124,13.174440368777315,-13.130955054528991,-10.017489113382878
6069,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6070,2,2,3,1,4,2,3,8.353689866467006,-12.227742583632521,12.620185256247522,-12.912720564847461,13.448203583886574,-13.115319075748241,9.359507696505956
6071,3,1,4,1,4,1,1,12.062123578384856,-12.316618673625374,10.69956781280458,-10.69956781280458,13.281061677159915,-13.185182372235971,-10.888858576734876
6072,4,2,2,1,3,3,1,15.242912824548108,-14.963956164523786,-12.93895538053457,-13.093723229751168,12.65606560176934,12.796526572584476,-13.576105415362147
6073,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6074,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6075,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6076,4,2,2,1,0,0,4,12.377678665214686,-11.987216468249349,-10.210039199340923,-10.811381438698518,0.0,0.0,9.678612573397464
6077,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6078,3,2,1,0,4,3,1,11.081786037694785,-7.29127083565309,-11.50016720228937,0.0,12.077401316592889,11.721894486147129,-12.451825074059863
6079,1,4,1,4,4,2,2,-10.918391140390726,13.828974165608138,-13.828974165608138,10.801142132603971,12.642489613119965,-12.264318181471744,-10.671085240584727
6080,4,3,1,0,4,3,4,11.683373590814776,12.130136858772673,-12.624644017042055,0.0,11.347524682840298,12.209148306618571,15.62102281097632
6082,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6083,1,4,2,2,3,3,2,-12.674030614348021,13.229469426828091,-12.729219885103872,-11.540822579697641,12.124656106200664,12.395532006359405,-12.913865912281588
6084,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6085,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6086,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6087,2,3,3,3,2,3,3,-8.638212625576392,10.882482008598862,11.40404151806597,11.818603398135819,-11.676774375816388,12.485085363353438,13.571121508016015
6088,0,0,4,1,4,3,2,0.0,0.0,13.084746025088814,-13.084746025088814,10.578947395372866,11.734612398863154,-10.196708704401235
6089,1,0,0,0,0,0,0,-9.835855097093917,0.0,0.0,0.0,0.0,0.0,0.0
6090,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6091,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6092,0,4,1,0,4,3,1,0.0,10.175111551527857,-10.175111551527857,0.0,12.147543168241079,12.578559264510124,-12.97382377676257
6093,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6094,4,3,2,1,1,0,4,11.728835590097315,12.343175919647404,-11.387038684697083,-12.283062860720957,-10.805915314327015,0.0,12.715054776351433
6095,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6096,4,3,1,2,1,0,0,13.065654696186234,12.566195716752365,-13.450879264768917,-9.42088005202504,-11.804431336446562,0.0,0.0
6097,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6099,3,2,1,4,1,4,1,10.687876180987491,-9.693281784343199,-10.950202116795467,11.582385533266175,-11.582385533266175,11.366479043078222,-11.366479043078222
6100,4,2,1,4,1,3,3,12.66221887901005,-11.280957734191398,-12.372857654307776,13.816000718783915,-13.740498213535533,10.957946049297064,12.989625018334028
6101,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.116360408721427,-12.116360408721427,0.0
6102,0,0,4,1,4,3,3,0.0,0.0,11.994170736566163,-11.809843918933698,12.282797674921092,12.170803959635949,13.737474120090356
6103,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6104,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6105,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6106,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6107,4,4,2,3,1,0,0,10.183965912519023,14.217347697977969,-13.872266532325076,13.422502199736908,-13.944490907530279,0.0,0.0
6108,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6109,1,0,0,4,2,1,0,-13.60600461352088,0.0,0.0,12.755542584879498,-12.3120926445223,-11.728835590097315,0.0
6110,4,3,2,1,4,3,3,11.418683591999075,12.455613820660455,-12.453142918766654,-11.425620165796998,11.690787834961347,10.84157057675804,13.420032710528979
6111,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6112,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6113,2,3,3,1,4,3,1,-12.494577855022817,11.300690225576929,12.916138712966745,-13.286185498359998,12.835557616209154,13.803079569212303,-14.107198414762433
6114,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6115,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6116,2,1,1,0,0,0,4,-12.576953403549647,-13.160754807644487,-9.992797616112588,0.0,0.0,0.0,13.582894543781055
6117,0,0,0,4,3,1,0,0.0,0.0,0.0,12.566912372279793,12.455448707830115,-13.205878096132786,0.0
6119,4,1,4,4,2,2,3,13.702989755674064,-13.74540922952757,11.1783821236655,13.133533730844842,-12.704328553437211,-10.905715472803777,12.14719504262927
6120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6121,3,1,4,4,1,0,0,11.053293743383742,-11.586353865775758,9.990124552085627,12.473512405383707,-12.568997189485703,0.0,0.0
6122,0,0,4,1,0,0,0,0.0,0.0,12.018152554803983,-12.018152554803983,0.0,0.0,0.0
6123,3,4,1,0,0,0,0,10.523793040031554,12.358366912529638,-12.589873933703842,0.0,0.0,0.0,0.0
6124,4,2,3,2,1,0,4,11.5323899073459,-10.12001879543163,11.508848644854114,-11.66630031660218,-11.171378597875881,0.0,15.174463515105233
6125,4,3,3,1,0,0,4,11.03465890918038,12.173222894669765,12.185635125476047,-13.020274095258744,0.0,0.0,11.41354771710075
6126,1,4,1,0,4,2,2,-10.960063097122916,10.22786015884229,-10.22786015884229,0.0,11.13235105781019,-10.511852369301701,-9.305876653801434
6127,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6128,1,4,1,4,3,3,2,-11.311002221603875,15.611684449641537,-15.611684449641537,13.545199089910957,13.07703348141723,15.041419735726087,-14.927104280493726
6129,3,1,4,1,0,0,0,10.299791706792227,-10.512459403523057,10.435239928564123,-10.435239928564123,0.0,0.0,0.0
6130,2,2,2,2,2,1,4,-12.235170096854711,-10.80552216461968,-12.08090496207055,-11.200731343092652,-10.390157412250602,-9.349368422005849,10.172884477674026
6131,4,2,2,3,1,0,0,11.199323458753474,-9.549596060013574,-9.72820608357365,11.33522582217231,-11.743862004214437,0.0,0.0
6132,1,0,0,4,2,3,3,-13.608881394592135,0.0,0.0,11.522582616843728,-11.214050412408868,10.697945961969653,10.555156201973043
6133,4,4,1,2,4,2,2,12.649880266391813,14.787591933440146,-14.813213497177962,-12.148868329900314,14.88142559681827,-14.625684035966527,-13.20781426536441
6134,4,3,3,3,2,3,1,10.884014519940235,12.018777513646883,12.187449301852304,10.882025776573524,-12.647331578302408,11.757731542870156,-12.561926592001063
6135,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6136,1,4,2,3,3,2,1,-12.859914879694612,13.553366372295521,-12.12506650519797,13.715106881944143,14.195917037788387,-14.30254456267326,-14.094446697862622
6137,2,3,2,3,3,3,2,-13.605378808148535,13.997875463916378,-14.804826545901895,15.447779574074598,14.372263366621008,14.585269477901749,-15.724291399076556
6138,1,0,4,1,4,3,1,-12.059343834471408,0.0,9.664858065479683,-9.664858065479683,11.312201346231245,11.635378978966084,-12.036656603063054
6139,2,3,3,1,1,4,3,-12.93066546938262,12.936981941058937,12.874464438620324,-13.629531190024522,-11.87061276486523,11.786516965316162,12.727139142023878
6140,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6141,2,2,4,1,3,4,1,-12.96446941274463,-11.81239269408861,13.867530836794197,-13.932754304391935,11.346855391611362,14.509751639481799,-14.566813641681547
6142,4,2,3,1,4,2,4,14.515484008037472,-14.160917488754203,14.639990736793361,-14.873935903227062,12.791623506849968,-12.084134527064474,14.488504646888568
6143,0,4,1,0,0,0,0,0.0,12.18496902913424,-12.18496902913424,0.0,0.0,0.0,0.0
6144,1,0,4,1,4,3,1,-9.178541853272488,0.0,12.966362707646569,-12.731040546559804,12.731289886647058,13.48189321492171,-13.862406956066497
6145,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6146,2,1,0,4,1,2,1,-7.937796284181831,-11.031242189179265,0.0,14.05334984953538,-13.925782509043389,-10.546373831065406,-11.642956572595143
6147,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6148,4,1,0,0,0,4,1,10.155796114726446,-10.155796114726446,0.0,0.0,0.0,10.329256787477634,-10.329256787477634
6149,1,4,2,1,4,2,1,-15.439050771270855,13.830247121860959,-12.498970449548073,-13.61386371487017,14.127934923643545,-12.509522931845806,-13.907023277487916
6150,0,0,4,1,4,2,4,0.0,0.0,9.074348570089626,-9.074348570089626,11.408531332660102,-10.591421502920088,13.316384785435444
6151,4,3,1,0,0,0,0,10.190886094873116,10.978928863331424,-11.353740165725512,0.0,0.0,0.0,0.0
6152,2,4,3,1,0,4,3,-11.625877704490565,12.966137008769204,13.14886661516041,-13.852938196289726,0.0,10.729937833179724,11.244825337561824
6153,0,4,1,0,4,1,0,0.0,13.143350829548492,-13.143350829548492,0.0,12.410805486282694,-12.410805486282694,0.0
6154,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6155,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6156,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6157,2,1,0,0,0,0,0,-12.306210138607323,-12.304196209585886,0.0,0.0,0.0,0.0,0.0
6158,0,0,4,1,0,0,0,0.0,0.0,9.816225901601516,-9.816225901601516,0.0,0.0,0.0
6159,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6160,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,13.702652442755259,-13.702652442755259,12.905656621135
6161,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6162,4,2,4,1,3,1,4,12.175889861631276,-11.524035665007604,13.541881115177986,-13.563650638827008,11.0877891956726,-11.860512419893665,12.742888155582223
6163,2,4,1,4,1,3,2,-11.410473586906567,11.80737778328714,-11.872265012459236,12.759075303608936,-12.69128857993648,11.75580669932467,-11.659671586431548
6164,0,0,4,4,1,0,0,0.0,0.0,10.13898424296301,12.773484960051476,-12.842779607354197,0.0,0.0
6165,4,3,2,1,0,0,4,11.4297333074356,12.073457247145155,-12.245314358330639,-10.98822799784634,0.0,0.0,14.415007770948396
6166,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6167,4,1,0,4,1,0,0,9.126246625545473,-9.126246625545473,0.0,9.776332399021895,-9.776332399021895,0.0,0.0
6168,1,0,4,1,0,0,0,-11.227121808407414,0.0,10.268191185472288,-10.268191185472288,0.0,0.0,0.0
6169,2,3,2,4,1,3,3,-11.37133457491182,11.896981791770575,-11.771700609521298,13.852075821783385,-13.887858869803326,10.380844107009578,10.529664851824872
6170,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6171,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6172,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6173,4,1,4,4,1,0,0,13.030130873516068,-13.030130873516068,11.356628073759586,13.075985700118437,-13.240804233203436,0.0,0.0
6174,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6175,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6176,4,1,4,1,1,4,3,14.518833635239332,-14.463885647769661,14.82505455671724,-14.732332937178336,-12.768671838674177,13.086746602210123,13.667934880770085
6177,0,4,1,0,0,0,0,0.0,11.23547771726969,-11.23547771726969,0.0,0.0,0.0,0.0
6178,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6179,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.413790522352063,-12.413790522352063
6180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6181,1,1,4,1,4,1,0,-14.773495815827154,-12.739946409254859,12.937972116048122,-12.937972116048122,11.3344242143813,-11.3344242143813,0.0
6182,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6183,2,3,1,3,4,3,1,-12.249827029269731,11.009227459301126,-13.254304382324658,11.390295781928025,13.397197193630877,14.650687690715555,-14.94200843222217
6184,4,3,1,4,1,4,1,9.914644653375426,10.566679747283729,-10.98602059694306,11.160916141088201,-11.160916141088201,13.005712188645536,-13.005712188645536
6185,2,3,1,0,4,1,0,-12.199715024411883,11.458786713085532,-12.14973829587516,0.0,9.725034117779135,-9.725034117779135,0.0
6186,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.022880667539148
6187,0,4,2,1,4,1,3,0.0,11.171420954039208,-9.92576449143144,-10.83211166887088,12.885012208253011,-12.68443733028833,11.164627280748897
6188,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6189,0,0,0,4,1,4,1,0.0,0.0,0.0,10.85470451282026,-10.85470451282026,11.966839264386145,-11.966839264386145
6190,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6191,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6192,1,4,4,1,4,2,3,-16.03220489510241,10.95211962929549,13.425550956202752,-13.506479709215991,12.805903616536726,-12.547056386302152,12.007980912885223
6193,2,4,3,1,1,4,3,-12.0878270496218,13.040840876548394,13.365043703027036,-13.943686787152988,-10.064000276457984,10.734711007741927,11.358493085789473
6194,4,1,1,4,1,1,0,14.514296414279805,-14.492867623385505,-10.660604710648824,12.221810908666036,-12.081157995854758,-10.190886094873116,0.0
6195,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,12.133117503294258,12.204998382373162
6196,1,2,4,3,1,4,2,-12.091254663125447,-10.429237406378453,10.819483018449514,11.13920600651738,-11.773248645659773,12.633953040535744,-11.463301255734416
6197,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6198,3,1,1,4,3,1,4,12.57584778227948,-13.061986752977868,-9.43334110584919,9.014257235909401,6.882449451252601,-9.126246625545473,8.643627342152174
6199,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6200,4,1,0,4,1,4,3,11.947523208224299,-11.947523208224299,0.0,12.615357401889684,-12.615357401889684,12.71207469483983,12.059438822895636
6201,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6202,1,4,2,1,0,4,1,-13.336595108109831,12.408842542722322,-11.704044905439774,-11.998476421724707,0.0,11.734540998656561,-11.623732194486905
6203,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6204,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6205,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,10.660604710648824,12.093206368597698
6206,0,4,1,0,0,0,0,0.0,11.0880405686324,-11.0880405686324,0.0,0.0,0.0,0.0
6207,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.959041110240793
6208,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6209,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6210,0,0,4,1,0,0,4,0.0,0.0,10.671622521615378,-10.671622521615378,0.0,0.0,11.98930457706198
6211,2,4,2,1,0,0,0,-10.081964078147694,13.258699917582781,-12.931684043176784,-12.414269002946934,0.0,0.0,0.0
6212,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6213,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.070086073316755,-10.070086073316755,0.0
6214,1,0,0,0,0,0,0,-10.705833990419347,0.0,0.0,0.0,0.0,0.0,0.0
6215,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6216,4,3,4,2,2,1,4,12.449233452936516,12.99753756269247,15.510488292765382,-15.309948597919249,-13.895459304109746,-13.189916712918686,16.289079269910044
6217,4,1,4,1,0,0,4,10.946664345893033,-10.946664345893033,10.782632613664475,-10.782632613664475,0.0,0.0,11.010110343306279
6218,4,1,4,1,4,1,4,12.626882141122858,-12.626882141122858,12.958682589613412,-12.958682589613412,11.26031716178437,-11.26031716178437,12.898520589148148
6219,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6220,4,1,1,0,4,3,1,12.303632508687826,-12.215464649310995,-10.529271999926745,0.0,12.392664473799226,12.661914236363579,-13.229469426828091
6221,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,15.512495327389576,-15.512495327389576,0.0
6222,4,3,1,3,2,3,2,13.109552873845951,12.910849167265006,-13.592964627444896,11.901011825179893,-12.140672530827732,11.79226438017045,-11.84470055562136
6223,2,2,2,3,3,1,1,-12.920417496966746,-13.10252429428344,-11.87912473452754,12.159043123348873,13.409475686736265,-13.768402587271325,-10.437467022024686
6224,1,4,1,2,4,1,4,-13.4498007895399,14.38150483139356,-14.357278905325234,-11.85311608917262,15.79191188787659,-15.794539484939468,12.133157747115233
6225,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
