CUSTNO,Monetary_의류/이미용_고가_증감여부_q2_q1,Monetary_의류/이미용_고가_증감여부_q3_q2,Monetary_의류/이미용_고가_증감여부_q4_q3,Monetary_의류/이미용_고가_증감여부_q5_q4,Monetary_의류/이미용_고가_증감여부_q6_q5,Monetary_의류/이미용_고가_증감여부_q7_q6,Monetary_의류/이미용_고가_증감여부_q8_q7,Monetary_의류/이미용_고가_q2_q1_로그변환,Monetary_의류/이미용_고가_q3_q2_로그변환,Monetary_의류/이미용_고가_q4_q3_로그변환,Monetary_의류/이미용_고가_q5_q4_로그변환,Monetary_의류/이미용_고가_q6_q5_로그변환,Monetary_의류/이미용_고가_q7_q6_로그변환,Monetary_의류/이미용_고가_q8_q7_로그변환
8350,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8351,2,2,3,2,2,3,3,-14.205859531932115,-13.469101968826733,12.873540949254973,-10.140854055596783,-12.649020723472152,10.326024226528713,12.231246260752133
8352,3,1,4,2,1,1,4,12.079459563368987,-13.061100098026866,12.362270957176097,-10.596405677015278,-11.824066693421047,-10.95648454715842,13.370938080935575
8353,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8354,4,2,3,1,4,1,3,13.440743670796682,-12.646999314702708,12.121613842376439,-13.36870610874395,13.467967729568427,-13.247810093170838,10.301128940138964
8355,1,4,1,4,4,2,3,-12.670380338590505,12.382310317435866,-12.45936572089531,12.442209469327562,12.975108065847094,-12.84947229864464,10.898149048288042
8356,4,2,2,4,2,2,2,14.148907203516222,-13.192245795413154,-12.13963612825039,14.766459808435606,-14.335671695495286,-10.654664325408046,-13.099103202538663
8357,0,0,0,4,3,2,2,0.0,0.0,0.0,11.691908287794341,11.241174768923178,-10.671365650210381,-11.310300902557428
8358,3,3,3,2,3,3,1,13.130393966029416,11.845259454052048,10.53756159137712,-12.155819931183704,12.49875381557191,12.5244767371219,-13.98129289127825
8359,1,3,4,1,3,3,1,-12.919551256565514,-5.2471466996643565,13.949215652671967,-13.949559984836911,11.518195372662982,10.856261041263862,-11.914330445794869
8360,3,2,3,3,2,2,3,12.164048984194567,-12.573711400044882,13.129763808972433,12.06560115300765,-12.81711508439343,-11.650863755874932,13.289796931452754
8361,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8362,1,0,0,0,4,1,0,-11.875628021662974,0.0,0.0,0.0,11.141884818334553,-11.141884818334553,0.0
8363,1,4,2,3,2,3,2,-12.413660315872628,13.45388852769034,-12.857603636456929,12.905801759083815,-11.819578544022564,12.287049245304344,-11.581018976637479
8364,4,1,0,4,4,1,4,11.843450632172352,-11.843450632172352,0.0,12.616562224734045,12.875490127540195,-13.44752906265711,12.641587281884334
8365,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366,3,2,2,2,4,3,2,11.260315259732407,-13.94017308651677,-11.900503172154824,-13.477738043301748,14.100007224782868,14.654356036292903,-14.485449261531487
8367,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8369,3,3,4,1,2,4,1,12.364681543332773,11.200785303032415,15.08597567765208,-15.099724446106569,-12.075883641555164,13.56246355380606,-13.734813699904828
8370,2,1,0,4,4,1,4,-13.27454332967778,-13.963707845145212,0.0,10.127684195612744,13.533278232764168,-13.400158563462373,12.470436946365707
8371,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372,0,4,2,1,1,0,0,0.0,12.248192447056338,-11.202864091796021,-11.422395702420571,-10.690147303970203,0.0,0.0
8373,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8374,4,1,4,4,1,4,3,10.922583597018,-10.922583597018,10.102651147793408,12.140223839343848,-12.03569017016467,12.5589353015447,12.215687004167945
8375,4,1,0,4,1,0,0,11.386335013296163,-11.386335013296163,0.0,11.109993343272267,-11.109993343272267,0.0,0.0
8376,3,3,3,2,2,1,4,13.394337816378904,13.295481702119554,12.738990202231143,-13.595305929687965,-13.82328272435628,-14.097782460207332,15.01310914899601
8377,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8378,2,2,1,4,1,1,3,8.394289433404733,-12.217739441400186,-12.876746345761331,13.555635940049228,-13.217052694884995,-12.055484522251106,11.387334786473609
8379,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8380,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.627377849515366,-10.627377849515366
8381,3,1,1,4,4,1,2,10.231277335484684,-12.443903776508279,-10.812556540340886,10.090871720910098,11.462041554420686,-11.199928990893468,-9.42082851424731
8382,2,2,1,4,2,1,2,-11.276907809344893,-10.20495251210499,-12.54504613495363,13.750887676913129,-11.803656958097148,-13.293261898596265,-11.813463417209254
8383,0,4,1,0,0,4,1,0.0,8.684473896068184,-8.684473896068184,0.0,0.0,13.176308072184291,-13.045301719173185
8384,4,1,0,0,0,4,1,11.272911300968522,-11.272911300968522,0.0,0.0,0.0,8.46137264196506,-8.46137264196506
8385,4,1,4,4,4,4,1,12.828442888300353,-12.828442888300353,9.64112060369047,12.126050325079733,12.771337481350876,13.705015339620818,-13.959813571743338
8386,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8387,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8388,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8389,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8390,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8391,1,4,1,3,4,2,3,-10.6714217611616,11.993000887992569,-11.941771822609727,8.79370446759214,10.701296310702327,-8.786543995950272,10.976243923724459
8392,4,1,4,1,1,0,0,12.971797861459773,-13.068187781918159,13.332914882128899,-13.266074454067615,-11.983571896364529,0.0,0.0
8393,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.300206399994913,-12.300206399994913,0.0
8394,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.257778039987839,-12.257778039987839
8395,0,0,0,4,1,0,0,0.0,0.0,0.0,12.372366181586525,-12.372366181586525,0.0,0.0
8396,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8397,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8398,0,0,4,1,4,4,1,0.0,0.0,10.023873628196252,-10.023873628196252,10.334811368853645,12.79980259492056,-12.529319842810448
8399,4,2,2,4,4,2,1,11.259324309330154,-10.394777237823838,-9.402939085066162,10.943053686606339,12.381954234849509,-12.012996790436167,-11.589399676561353
8400,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401,2,4,1,3,4,2,1,-11.269030508916055,12.268373890156512,-12.277046026358839,9.559603523748633,12.125332314335695,-11.554194414806224,-11.440079849654222
8402,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8403,4,1,0,0,0,0,0,11.909380810835474,-12.149271898444654,0.0,0.0,0.0,0.0,0.0
8404,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8405,1,4,1,1,4,2,1,-10.72417801514487,10.553836991139722,-10.489290503690103,-9.756043513177746,10.368711837781223,-7.74078395552298,-10.293776445403113
8406,2,3,1,4,1,0,0,-9.0986501874442,8.299432737116115,-10.442191782501485,11.14689735810419,-11.14689735810419,0.0,0.0
8407,3,1,4,2,1,4,3,10.738515840624185,-12.734243278149695,12.69892271048332,-11.817719541506058,-12.164007407285613,12.28763086348919,11.090293526717296
8408,1,1,0,0,0,4,4,-13.10692111881561,-12.465269704783937,0.0,0.0,0.0,10.881548068829757,14.769341438869338
8409,4,3,2,4,1,4,2,13.217714480708779,11.728908775628431,-12.757347950018032,14.079414752722828,-14.138838880237865,13.976176198955383,-13.230538434246165
8410,4,3,1,0,0,0,0,9.60660767047558,8.766126623379675,-9.965285539536527,0.0,0.0,0.0,0.0
8411,4,2,2,1,1,0,4,13.189932933710132,-11.862390496617811,-10.17991851424188,-12.959127384324473,-11.114494408958205,0.0,10.793249448257244
8412,4,1,4,2,3,1,0,13.343435088786379,-13.414790411355854,12.095872028340873,-11.226707524491099,10.331704695512313,-11.810889853939749,0.0
8413,4,1,3,1,4,4,1,12.649883347196077,-12.41231998485781,11.769586216676142,-12.311838050713131,11.276482386082305,12.327082359577314,-12.39323871171302
8414,4,1,0,0,0,0,0,10.751694099169974,-10.751694099169974,0.0,0.0,0.0,0.0,0.0
8415,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8416,2,4,1,4,1,4,1,-11.659863259690681,14.209782293529639,-14.264086136892368,12.59859771818134,-12.620554232789928,13.525101541110502,-13.367580709941782
8417,1,2,2,3,2,2,1,-14.667962519835395,-13.452913448119446,-11.295519471006994,13.199501162229435,-12.9036377326094,-9.322020894299804,-13.322253776153515
8418,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419,2,3,3,3,1,2,4,-11.014975322813509,12.63829494183314,12.666967680257939,13.732926671414809,-14.048504452468583,-12.068936647085982,13.639475199946705
8420,1,4,1,4,1,4,4,-11.898340240816669,13.114880293708826,-12.93189793565789,13.292214677015101,-13.418793308683682,10.28768005423186,11.572020073160585
8421,3,1,4,2,4,2,1,11.136441999788595,-11.822483042456943,11.148300701539966,-10.642836058506202,11.553714562982911,-10.450640782674071,-11.587930951404214
8422,2,4,2,1,4,1,3,-13.144444205623518,13.774149136534964,-13.309604236916833,-13.662106443574752,14.709427947786123,-14.452702843561864,-8.790302445908715
8423,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.673291869613607,-12.673291869613607
8424,0,0,0,4,1,0,4,0.0,0.0,0.0,10.576363591850228,-10.576363591850228,0.0,12.19626511313626
8425,2,2,3,2,3,2,3,-13.26843804686773,-10.390035252390398,12.307361627169104,-12.536789511149493,13.062434025108463,-13.206970339489663,11.875579555954516
8426,1,4,1,4,2,3,3,-10.824819338503998,12.057794031622475,-12.057794031622475,11.151235697278727,-10.07706212366807,9.655040333358059,11.244212834592414
8427,3,2,1,4,1,3,2,10.812263240155808,-10.87843015838701,-10.966704342312907,13.1845226027065,-12.892319442425302,11.364392421865794,-11.82554306572592
8428,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429,4,1,0,0,0,0,0,12.981200515183938,-12.981200515183938,0.0,0.0,0.0,0.0,0.0
8430,1,3,3,3,3,2,2,-10.864769811827072,10.497438793063202,10.547415521791049,9.423320294975433,11.58610243605252,-11.723294382034098,-10.449243038583203
8431,3,2,4,3,3,2,3,11.040213542766118,-11.72969673428476,12.936088239377217,10.67451587668548,9.48225555456007,-11.853077501668077,12.40437010973456
8432,3,1,2,1,4,3,2,13.689991167776324,-14.098191690058119,-9.896257060733031,-12.229322437726013,12.476875206384769,12.566487470834735,-12.29928344460181
8433,2,3,3,3,2,3,1,-12.63656972356982,11.393823489549593,12.249709965853638,10.377396160994941,-12.515364718611027,13.059453863975053,-13.24916204247224
8434,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.849962525199098,-8.849962525199098
8435,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8436,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8437,2,1,1,4,4,1,0,-10.482380659831348,-11.023324359794596,-10.070641354819434,10.956721950292396,12.256195040663478,-12.497312626796514,0.0
8438,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439,2,2,3,4,1,4,3,-11.691292500861673,-12.47956862988915,10.814561244585818,13.569156686104316,-13.88945217661832,12.427439565397753,12.46885540845962
8440,4,2,3,1,4,3,2,12.963510614240999,-12.79330665945075,12.097344813978408,-12.594047070404493,13.541879024958691,10.102928479303426,-12.987730862285366
8441,0,4,1,4,1,4,1,0.0,10.399933232571636,-10.399933232571636,10.576363591850228,-10.576363591850228,11.662288853893722,-11.662288853893722
8442,4,1,4,1,0,0,0,11.194330553218219,-11.194330553218219,11.513032129330822,-11.513032129330822,0.0,0.0,0.0
8443,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444,3,2,3,4,1,1,0,9.454383808377633,-8.210624547491873,7.616719590995392,11.491003100537739,-11.558625568813692,-10.6563860602742,0.0
8445,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8446,2,3,2,4,2,1,3,-12.082226239300713,9.846842379308681,-12.375110573688252,15.208639668340721,-13.92441612140573,-14.77082591375202,10.779896601224918
8447,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449,4,3,1,2,1,4,2,13.659009683269955,14.123944914998885,-14.392438877361323,-12.279402529379743,-12.995287038105774,13.50116860509289,-12.963803551319824
8450,4,2,2,4,2,3,4,12.951012061319476,-12.245876099325812,-11.840714210799145,12.522323142187997,-10.487359485526913,10.35142658776207,14.707895651192803
8451,4,1,3,3,2,3,1,13.932080550690719,-14.046207931725222,11.838740758443677,11.333077542112655,-11.048850753239202,10.993771201523725,-12.460244382817276
8452,2,3,3,1,4,1,4,-11.483094311556995,11.117660286808238,12.179067602250543,-12.864419141793663,12.560866294318062,-13.057279747803786,13.330710029988305
8453,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454,3,1,3,3,2,1,4,15.637968925804834,-16.25344782367434,14.419299913210118,14.691121456429002,-13.122422968699821,-15.71745325407154,15.410137963120116
8455,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.411694005573695,-13.411694005573695
8456,1,1,4,3,2,4,3,-11.703644771378926,-11.038233827810505,11.074577256708315,9.598238904458997,-10.031023219986803,12.02520492612976,12.3732299485297
8457,4,1,0,4,3,1,2,11.47007709097776,-11.47007709097776,0.0,11.85048968260573,11.428492532965908,-11.880879305195092,-10.472036135977948
8458,4,1,4,1,0,0,0,10.681078098474922,-10.681078098474922,10.00734506505984,-10.00734506505984,0.0,0.0,0.0
8459,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8460,2,2,1,4,3,1,3,-12.230641495250984,-12.729963047144725,-13.769642160434872,14.133775529398662,13.576953506900004,-14.586464593296654,12.640198772230109
8461,1,0,0,0,0,0,0,-10.990330741470295,0.0,0.0,0.0,0.0,0.0,0.0
8463,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8464,4,1,4,3,1,4,3,10.578737332624632,-10.974833368653332,10.603308262490154,10.242686898190419,-11.132298770741217,12.194062537972929,10.631086301552793
8465,2,4,3,1,3,4,4,-6.692981898550363,15.22402389486559,14.655736833917658,-15.602395783460857,10.921433684636575,14.117006897091544,15.663726992636155
8466,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8467,2,3,2,2,3,2,4,-11.945504175466239,12.439037938591326,-12.758493356635164,-11.123034859930645,11.035672245220663,-11.499774709937006,12.905504207006695
8468,0,0,0,4,1,1,4,0.0,0.0,0.0,12.81459247938285,-12.763942313231187,-9.806616606849156,10.754535746774007
8469,3,3,4,1,3,3,2,11.14548622133447,11.938452488664167,14.194590080291599,-14.324209972344903,11.375910615452275,11.59226388522568,-10.275726858390788
8470,1,3,2,4,3,3,2,-15.271519763326628,12.793364384393678,-13.894956064409683,14.479254587780261,13.111526941827426,13.09186967463392,-14.201961704933536
8471,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8472,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476,1,0,4,4,1,0,4,-11.00713757872035,0.0,11.926405501432162,12.766277641423107,-13.125184102680722,0.0,11.093504975941682
8477,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478,0,4,1,1,0,4,2,0.0,10.353928392448735,-10.272107397402122,-7.810480964232112,0.0,11.279572024644981,-9.90447565207578
8479,4,3,2,3,3,2,2,14.356857721288817,12.20836187913128,-13.591627323761406,6.293571923941288,12.497648814365444,-12.276025981348317,-12.990763659997873
8480,4,4,3,1,3,1,0,9.911971613900896,12.129744818886369,12.76453374174286,-12.868709360257713,11.965044022397505,-12.689272239048144,0.0
8481,1,1,4,4,1,3,1,-14.622355999918744,-11.750163094260179,12.249246982678473,13.311797008356011,-13.307911680188113,12.656978516848035,-13.02226774942763
8482,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8484,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8485,2,1,4,1,4,1,4,-15.749707185335856,-15.617495842298824,14.65024858946159,-14.442494424623193,14.486343821733053,-14.798407816660507,15.118814269043419
8486,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.173761060889655,-8.173761060889655
8487,3,1,4,1,4,1,0,11.842083020727767,-12.301359456813906,12.160766746961404,-12.391639892544509,11.061843318361936,-11.061843318361936,0.0
8488,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8489,1,0,0,0,0,0,0,-11.987956467356174,0.0,0.0,0.0,0.0,0.0,0.0
8490,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.305445018396178,-12.305445018396178
8491,2,2,1,4,3,4,1,10.980532066346246,-13.227580282967969,-14.21836881698071,12.452035916679232,11.719962916750754,13.968972567020637,-13.958179647212933
8492,0,0,4,1,4,4,1,0.0,0.0,10.14225869478849,-10.14225869478849,9.800751811431466,11.333761610304533,-11.529223911535379
8493,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8494,2,3,2,3,2,3,1,-10.482288232048765,11.518235549748065,-12.527379988533982,11.356896402142374,-9.627092859258877,12.953560943584922,-13.685833102858327
8495,2,4,2,4,1,3,2,-12.569210392952094,13.22958832755568,-13.128420978138433,14.949741224158673,-14.752782428930626,11.969940244657188,-12.492978299580932
8496,0,0,4,1,4,1,0,0.0,0.0,9.60190249054079,-9.60190249054079,10.974833368653332,-10.974833368653332,0.0
8497,3,2,3,3,2,3,3,11.25762421589962,-12.482504290623242,13.053924761590578,13.81824671686806,-13.69623155442039,13.568438221810382,12.90209533882414
8498,0,0,0,4,1,0,4,0.0,0.0,0.0,13.053524825797757,-13.053524825797757,0.0,11.282054468618988
8499,2,1,4,4,3,4,1,-10.397817401492478,-12.83635881263651,12.442864717827687,13.72295837297606,13.793174799917873,15.068973807145841,-15.293227042463588
8500,3,1,0,4,1,1,0,10.867425910221948,-11.766581694154695,0.0,12.061438803537339,-11.783185666787475,-10.646335962299142,0.0
8501,0,0,0,4,2,1,0,0.0,0.0,0.0,12.809933034571188,-12.278828316247798,-11.923316747443637,0.0
8502,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8503,2,3,2,3,1,1,4,-12.762369104479204,11.331807528583935,-12.204262524677306,12.808048200451015,-12.887012479221061,-12.302233320676311,12.455271176493309
8504,1,2,3,2,4,3,3,-13.842765282428209,-12.13914460275663,12.730027057344945,-13.062954039421058,13.157478161653714,12.306877865234796,12.647082020598765
8505,2,4,1,2,1,4,2,-8.628153311716789,12.688157463436825,-12.483482999088766,-10.921759765550245,-11.262262934674062,11.941778237530718,-11.45002244951087
8506,3,2,3,2,2,4,2,11.135814726892226,-11.55950144001144,13.870702818364805,-13.455966384138604,-13.03800794483688,14.119763066233643,-13.594283912463018
8507,0,0,0,4,1,0,0,0.0,0.0,0.0,11.59491687341064,-11.59491687341064,0.0,0.0
8508,4,1,3,1,1,4,2,12.625500168618556,-12.835841337240446,9.43256738587023,-11.254834014097485,-8.99234234132009,10.783569595966213,-10.13508847525107
8509,4,1,4,1,3,1,4,15.21124818878302,-14.968498144712296,15.268041023151156,-15.151131060087945,12.790691318729893,-14.647835147887005,14.141719678987112
8510,2,2,3,3,1,4,2,-12.728102878655436,-11.99661798616213,12.57810707041322,12.240217175732212,-13.356367453486392,13.691904858620644,-11.952928402880875
8511,4,2,3,1,4,1,4,13.181581599479951,-9.503949697805385,13.856594548118604,-14.355281973754495,13.230463978137905,-13.074617518930097,12.927018272158563
8512,3,3,2,3,2,3,2,12.892552767213179,11.519507003084406,-11.696291869858852,10.698503273126153,-14.163394118830823,13.14469699843896,-13.40959615250045
8513,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8514,4,2,2,1,0,0,0,12.734869058553414,-10.923935024640905,-11.171153865505548,-12.268295890429943,0.0,0.0,0.0
8515,2,4,2,3,3,2,1,-10.259821176637072,13.251066192545217,-12.97166611120518,12.06890163685322,11.453444998346226,-11.853856802132265,-12.852784311565426
8516,2,1,4,2,2,4,2,-11.02246224270795,-12.899107981493183,12.911726066170784,-11.033886660447347,-11.547431076738969,13.541844176436536,-13.159029395425136
8517,1,1,4,2,1,3,1,-16.19656222207618,-13.724295221175968,15.751039632253452,-13.765246589901128,-15.434342507047736,13.895388013796044,-14.718948976642606
8518,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8519,1,3,3,4,1,2,3,-13.05966714278004,11.37188033584827,11.483266547811313,14.62849432073401,-14.577053487646944,-10.465602718141726,7.138207814931302
8520,0,4,1,4,1,4,1,0.0,12.147542763310033,-12.147542763310033,13.924081485171603,-13.924081485171603,11.859862457984473,-11.859862457984473
8521,3,1,2,3,3,4,1,12.106915260684746,-12.526785696511356,-9.6691680188305,10.520217907759685,10.927112233048328,14.192587903990477,-14.320083334067023
8522,2,3,2,3,3,4,2,-11.744190881691424,12.048370392432417,-12.179912446276415,12.171119895279064,11.803620585965048,13.656255068033666,-10.601362440691524
8523,3,2,3,4,1,2,3,12.329316973453343,-12.776127585060854,10.759998618763358,14.71814578674887,-14.558644299165339,-12.632762879649,13.658787892467867
8524,2,2,2,3,2,1,4,-13.15033094260932,-11.695755028460306,-11.532866750244791,12.504944448273042,-13.11506369859441,-12.130655313850536,12.683513461667914
8525,1,4,1,0,4,1,0,-10.921944207361767,11.689995670982972,-11.689995670982972,0.0,9.624306067176343,-9.624306067176343,0.0
8526,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8527,4,1,2,3,4,4,1,13.785144343316606,-13.743139755867002,-11.282090237777501,10.5539085105628,12.9454419731168,14.292853010533388,-14.553847896498072
8528,0,4,1,0,0,0,0,0.0,10.060591446273657,-10.060591446273657,0.0,0.0,0.0,0.0
8529,4,1,4,1,0,0,0,11.997927134287188,-11.997927134287188,10.243724355145165,-10.243724355145165,0.0,0.0,0.0
8530,4,1,0,0,4,1,0,10.551028161276156,-10.551028161276156,0.0,0.0,10.587841188619018,-10.587841188619018,0.0
8531,0,4,1,0,4,1,0,0.0,13.152510960852492,-13.152510960852492,0.0,11.971435684127762,-11.971435684127762,0.0
8532,1,0,4,1,4,1,4,-12.518582157791277,0.0,13.076215981665555,-13.076215981665555,12.079476519079481,-11.980873767184889,10.836436942051733
8533,4,3,1,0,0,0,0,10.103018228436635,9.18419281022456,-10.438737648585615,0.0,0.0,0.0,0.0
8534,4,3,1,4,1,4,2,11.36194384040705,11.658283959285788,-12.214193371527598,11.294815505434661,-11.294815505434661,13.063078153442175,-12.246503607129863
8535,3,1,1,4,3,1,4,11.263383313882057,-12.413827657365779,-11.583508263114746,12.391620629522986,9.554093052276583,-12.545981919261562,12.799886931601593
8536,1,4,4,3,1,4,1,-11.659454818748122,10.114656418553864,11.423175604399285,8.31547832710189,-11.696937594253509,11.165886586670931,-11.165886586670931
8537,1,4,1,3,1,4,2,-11.37235415495227,12.336783848916534,-11.866840554662325,6.1465173442072025,-11.361304446646916,12.64321451006223,-12.153854348921133
8538,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8539,3,3,3,2,2,3,3,13.54363364031892,12.531315953636383,11.313547659856376,-12.270636586821592,-12.312708816437429,13.747866456299018,10.725354270206898
8540,3,2,2,1,4,4,2,13.200567846513314,-13.453619214136525,9.649673994516453,-13.831948905997919,12.092345096350163,14.7391532093223,-13.474674521753514
8541,1,4,2,2,3,3,1,-13.675958747354157,13.501129055122224,-12.92370738763089,-11.664902661425192,12.474282998799175,13.07542187171743,-13.43826365953461
8542,4,1,1,4,1,4,1,13.511723845279755,-13.695983417007456,-11.045174654571948,12.885315505674505,-12.774980794516278,13.027677449793025,-12.879441960280902
8543,1,0,0,4,1,4,1,-10.650469741720155,0.0,0.0,10.650469741720155,-10.650469741720155,11.54078462085212,-11.54078462085212
8544,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8545,1,0,0,0,0,0,0,-10.824819338503998,0.0,0.0,0.0,0.0,0.0,0.0
8546,4,4,1,4,2,1,4,11.651935125030795,12.670405909061207,-12.978731172190308,13.383422666955358,-12.451304730913002,-12.727360994114402,11.731169396983455
8547,1,0,0,0,0,0,0,-11.158424698003522,0.0,0.0,0.0,0.0,0.0,0.0
8548,2,3,3,1,3,4,1,-12.849292859257421,13.354832311356933,14.131271683750132,-14.502186418127318,10.646460462653225,14.335956405484836,-14.602950444987263
8549,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.583488132614578,-13.583488132614578
8550,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8551,2,3,3,2,2,3,3,-9.943204914642738,8.400441273605487,9.7362047431314,-10.14180490658757,-10.135853759954804,8.033922961236055,9.4864543171576
8552,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8553,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8554,3,2,2,2,2,3,2,15.022118285458983,-14.28700746559395,-13.873798135847151,-12.46007955076902,-12.88999933221231,15.117012921988051,-15.247049399940801
8555,3,4,2,4,1,3,2,11.772617725698211,14.375927724986678,-14.050930237125087,15.181725935352869,-15.219761431029708,13.021842646192244,-13.511410531417823
8556,2,3,1,3,2,3,2,-7.861772727220599,11.343563042944043,-12.01015083442747,9.632588389556707,-9.9125789750803,11.454802823686116,-11.53913072849231
8557,2,1,1,4,1,4,1,-9.777411615373495,-13.48283082348562,-12.661441090642965,13.687298212145794,-13.730016354395149,12.443659374809014,-12.444506508542704
8558,2,3,1,4,3,2,3,-11.646998703058152,8.064470774205354,-12.20763681373515,12.89626219962018,8.998299385950572,-11.302445674748197,11.656916157240511
8559,4,3,1,4,1,0,0,11.271560879049936,11.073717824163218,-11.870664315074736,11.490071647165808,-11.490071647165808,0.0,0.0
8560,4,1,4,4,1,1,4,12.236722587954974,-12.716681088108732,11.432947264595722,13.072506891497463,-13.194169753540782,-10.522858031925281,10.959975756285965
8562,4,1,4,1,2,4,1,14.357924622654357,-14.54993221877182,14.432473175651392,-14.513508839322622,-9.356665784477151,14.788751939683806,-14.818290116550044
8563,3,2,3,2,1,4,2,13.528562525218506,-12.33109755759412,12.451208850167896,-10.372884401936595,-13.971241239167234,13.553703202178694,-13.14894216203816
