CUSTNO,Moneytary_가구인테리어/잡화_고가_증감여부,Moneytary_가구인테리어/잡화_저가_증감여부,Moneytary_가구인테리어/잡화_중가_증감여부,Moneytary_가전/레저취미/멀티샵_고가_증감여부,Moneytary_가전/레저취미/멀티샵_저가_증감여부,Moneytary_가전/레저취미/멀티샵_중가_증감여부,Moneytary_교육문화/아동_고가_증감여부,Moneytary_교육문화/아동_저가_증감여부,Moneytary_교육문화/아동_중가_증감여부,Moneytary_식품/생활_고가_증감여부,Moneytary_식품/생활_저가_증감여부,Moneytary_식품/생활_중가_증감여부,Moneytary_의류/이미용_고가_증감여부,Moneytary_의류/이미용_저가_증감여부,Moneytary_의류/이미용_중가_증감여부,Moneytary_침구/주방_고가_증감여부,Moneytary_침구/주방_저가_증감여부,Moneytary_침구/주방_중가_증감여부
9430,2,2,4,0,0,0,3,1,3,2,2,3,2,4,3,2,3,1
9431,4,3,2,0,0,1,1,4,1,1,1,3,4,2,2,1,4,0
9432,3,4,2,2,0,2,0,0,2,1,1,3,2,4,3,4,3,4
9433,1,4,1,0,0,1,0,0,4,3,4,4,3,4,2,2,4,4
9434,0,2,1,0,2,1,0,4,2,3,3,3,0,4,0,0,4,0
9435,0,1,3,0,4,1,0,0,1,1,1,1,0,0,1,2,1,4
9436,0,3,1,0,2,1,0,0,2,3,1,3,1,2,1,4,4,0
9437,0,0,0,0,3,4,3,1,1,3,1,2,0,1,1,0,0,0
9438,4,1,0,0,0,2,0,1,4,4,1,2,1,1,1,4,0,4
9439,1,4,3,0,4,2,0,4,4,3,2,2,4,2,1,4,3,2
9440,2,3,2,2,0,3,0,0,1,1,2,3,1,0,3,3,1,4
9441,4,4,1,0,4,2,3,1,2,2,3,4,0,1,4,0,1,0
9442,1,3,2,0,4,2,0,1,2,2,4,4,4,4,3,4,1,0
9443,4,4,3,4,0,3,0,4,3,4,3,4,4,1,3,4,0,4
9444,4,2,4,0,4,4,4,2,4,4,3,2,1,2,4,1,1,0
9445,0,2,4,0,0,0,4,4,1,3,3,1,0,4,0,0,2,0
9446,0,4,1,0,0,0,0,3,0,2,3,2,1,3,1,0,2,0
9447,4,1,1,0,1,4,3,3,1,3,4,2,4,3,1,0,4,0
9448,3,3,4,0,0,0,0,0,4,2,4,2,2,2,1,2,1,2
9449,0,1,0,0,3,0,4,1,4,1,4,4,4,2,1,4,1,0
9450,0,3,1,0,0,1,3,2,3,2,1,2,0,1,0,0,1,0
9451,0,3,2,0,1,4,0,4,3,2,3,3,4,2,1,1,2,4
9452,4,4,2,0,0,1,2,1,2,2,1,2,3,0,4,0,0,4
9453,0,4,0,0,1,0,0,4,0,4,4,1,0,4,0,0,4,0
9454,3,1,4,0,0,3,0,0,3,3,1,2,3,0,1,1,1,3
9455,0,1,4,0,1,4,0,0,4,1,2,2,0,2,4,0,1,0
9456,0,3,0,0,0,4,3,4,2,3,4,4,0,4,4,0,3,0
9457,0,3,4,0,0,2,0,0,3,3,4,2,2,4,1,0,0,0
9458,0,1,2,0,0,0,0,0,2,3,4,4,1,0,1,0,4,4
9459,0,0,0,0,4,0,0,0,1,3,2,3,0,4,0,0,0,0
9460,4,3,4,4,0,4,0,0,3,3,0,1,4,0,3,3,0,1
9461,4,1,0,0,4,1,0,2,4,3,3,3,4,3,4,2,2,0
9462,0,2,0,0,0,0,0,1,1,2,1,2,1,4,1,0,1,0
9463,4,4,4,0,0,4,0,4,4,1,1,3,2,3,3,2,1,4
9464,0,1,0,0,0,0,1,3,4,3,4,4,1,2,0,0,1,0
9465,0,4,1,0,0,4,0,0,0,4,4,4,3,4,2,0,0,0
9466,1,2,2,0,4,3,0,0,2,3,4,3,2,1,2,0,4,0
9467,4,4,4,0,0,4,4,4,3,4,4,4,4,0,4,0,4,4
9468,0,0,0,0,0,1,0,0,0,2,4,3,0,2,0,0,4,0
9469,0,4,2,0,0,0,0,0,4,2,4,2,3,0,4,1,0,3
9470,0,2,1,0,1,1,2,2,2,3,2,1,0,3,1,0,3,0
9471,0,3,0,0,0,4,2,3,3,2,3,4,0,3,3,0,3,0
9472,0,0,1,0,0,0,0,3,4,1,1,2,0,3,1,0,1,0
9473,4,4,4,1,0,2,0,0,0,1,1,3,1,1,2,4,1,1
9474,1,2,1,0,1,4,0,4,4,3,1,3,4,4,1,1,4,0
9475,0,1,0,0,4,1,0,1,0,3,3,2,0,1,3,1,2,4
9476,4,3,2,0,0,4,0,4,3,4,4,2,2,0,1,1,0,1
9477,1,1,4,0,1,3,3,3,1,4,3,2,2,2,3,0,2,0
9478,0,3,0,0,4,3,4,3,1,3,3,4,2,4,4,1,2,0
9479,0,1,1,3,4,1,2,4,3,1,1,2,4,4,4,4,4,3
9480,4,3,3,4,0,4,0,0,2,4,1,2,2,0,1,2,0,0
9481,1,1,2,1,2,3,4,0,3,4,4,4,1,4,1,2,4,4
9482,0,3,0,0,4,0,4,2,2,3,2,2,1,2,0,0,3,0
9483,0,3,4,0,0,1,0,2,3,3,1,3,1,4,2,3,2,4
9484,4,2,4,0,0,1,2,4,2,4,4,3,2,4,4,3,3,0
9485,4,4,0,0,0,1,0,1,2,4,4,4,3,4,1,3,4,4
9486,3,3,2,3,0,3,0,0,2,4,0,4,4,0,2,0,0,4
9487,0,3,1,0,0,0,0,0,0,3,4,4,1,2,3,4,1,1
9488,0,1,0,0,0,0,0,3,1,3,1,3,0,2,2,4,1,4
9489,0,1,0,0,3,0,0,0,0,2,1,2,0,4,0,0,4,0
9490,0,2,1,0,3,1,0,0,1,2,1,2,2,1,1,2,1,3
9491,0,0,0,0,4,0,0,1,1,4,3,3,0,4,0,0,1,0
9492,0,1,0,0,0,1,4,1,4,2,1,2,0,0,0,0,2,1
9493,1,1,4,1,0,2,0,2,2,4,4,3,1,1,1,1,0,3
9494,0,1,1,0,3,0,0,1,1,2,2,1,1,1,0,0,4,0
9495,4,1,4,0,0,4,4,4,3,3,2,3,2,3,3,2,2,3
9496,0,1,0,0,1,1,4,2,4,3,4,3,0,3,1,0,4,1
9497,0,2,0,0,3,0,0,0,4,3,2,2,4,4,1,1,0,0
9498,1,2,0,0,0,2,0,0,2,1,1,3,3,4,3,3,1,4
9499,0,1,0,0,0,4,0,3,1,4,3,3,1,3,1,0,4,0
9500,4,2,3,0,0,0,4,0,3,3,1,2,3,4,2,1,1,1
9501,0,1,2,0,0,3,1,4,2,3,3,3,1,3,2,0,1,0
9502,2,4,3,0,0,0,0,1,3,4,1,1,3,1,3,4,2,0
9503,4,4,4,0,0,0,0,0,0,3,0,4,1,0,3,4,0,4
9504,3,2,1,0,0,2,4,4,3,2,0,4,3,0,3,3,0,3
9505,2,2,1,1,0,2,4,4,2,3,4,4,1,4,1,4,2,2
9506,0,1,4,0,0,4,0,3,2,4,3,1,0,2,1,0,2,0
9507,4,3,1,0,0,1,0,0,2,2,1,2,1,1,2,0,0,0
9508,0,2,0,0,3,0,0,4,4,4,2,3,0,3,0,0,1,0
9509,1,1,2,0,0,0,0,0,1,1,0,2,2,0,4,0,0,0
9510,0,4,0,0,0,4,0,0,4,4,2,4,4,0,4,0,1,0
9511,0,4,4,0,0,0,0,1,4,2,4,2,0,4,1,0,3,0
9512,0,1,4,0,4,4,1,4,1,2,4,3,4,0,4,4,4,0
9513,4,2,3,0,0,4,0,0,4,1,1,2,3,0,3,1,0,1
9514,4,1,1,0,0,1,0,0,1,4,1,1,3,0,2,1,0,0
9515,0,2,0,0,2,4,2,2,2,2,1,2,4,4,4,0,4,0
9516,0,2,4,0,4,3,0,2,3,3,4,3,4,1,1,0,3,0
9517,0,1,0,0,2,0,0,4,4,3,2,3,0,2,0,0,2,0
9518,4,2,2,1,0,1,0,0,1,4,1,3,4,0,1,0,0,4
9519,0,2,0,0,0,0,0,0,0,4,4,4,3,4,4,2,0,0
9520,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0
9521,0,3,2,0,2,3,2,2,3,4,4,2,4,3,4,0,2,1
9522,0,4,0,0,0,0,0,0,0,3,2,2,0,4,0,0,0,0
9523,0,1,0,0,0,0,4,1,3,3,3,3,1,1,0,0,3,0
9525,0,3,0,0,4,0,0,4,0,3,1,2,0,0,0,0,4,0
9526,1,1,4,0,4,1,1,2,4,4,1,2,4,1,1,1,2,0
9527,0,4,0,0,0,4,0,0,1,3,0,4,0,4,2,0,0,0
9528,0,1,1,0,0,3,0,0,0,1,0,1,1,0,4,0,0,0
9529,0,2,4,0,0,4,0,1,2,2,2,2,4,2,2,1,1,4
9530,0,4,3,0,0,1,0,0,3,4,0,3,4,0,4,1,0,1
9531,0,1,0,0,3,0,0,0,0,1,2,2,0,4,0,0,3,0
9532,0,1,2,2,4,1,0,2,1,2,2,3,1,3,2,4,1,0
9533,0,4,1,0,0,3,4,0,2,4,1,1,2,1,2,3,4,4
9534,3,4,4,4,0,1,0,0,1,3,1,2,0,0,3,3,1,4
9535,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2
9536,4,4,3,0,0,3,0,0,0,2,1,4,3,0,3,4,0,3
9537,0,3,2,1,0,2,0,0,1,4,1,1,2,0,1,0,0,0
9538,0,4,4,4,0,3,3,3,3,4,1,4,4,1,2,0,0,0
9539,3,4,4,0,1,2,2,0,2,2,4,1,2,0,3,1,4,1
9540,2,4,2,1,0,2,2,4,3,1,0,3,4,0,4,1,0,4
9541,0,2,0,0,0,1,1,4,1,3,1,3,4,4,4,1,0,0
9542,1,3,3,3,0,2,0,0,2,2,1,3,1,0,3,2,1,0
9543,0,4,4,0,0,4,0,0,2,4,1,4,4,4,4,4,1,0
9544,0,0,0,0,3,0,4,2,3,4,1,3,0,3,0,0,3,0
9545,0,3,0,0,1,0,0,2,3,2,1,2,0,4,4,0,4,0
9546,1,2,2,0,0,2,0,1,3,3,1,1,2,1,2,4,2,0
9547,0,1,0,0,0,4,0,0,1,1,1,2,4,4,4,0,1,0
9548,0,2,0,0,1,1,0,0,0,4,1,3,0,0,1,0,3,0
9549,3,2,0,1,1,4,3,4,2,1,4,4,3,1,1,0,0,4
9551,0,1,0,0,2,0,0,0,0,3,2,3,0,1,0,0,1,0
9553,0,1,1,0,0,0,0,0,0,3,3,2,0,2,2,0,1,0
9554,0,3,0,0,0,0,0,0,1,4,1,2,2,1,4,3,1,4
9555,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0
9556,4,1,4,0,0,4,0,4,1,2,4,4,3,0,1,4,0,1
9558,0,2,1,0,1,3,0,4,1,4,3,3,0,1,1,0,4,0
9559,0,4,4,0,0,1,3,1,2,3,3,3,1,2,4,0,3,1
9560,0,4,2,0,0,4,0,0,2,2,1,3,2,0,1,4,0,4
9561,0,3,4,3,4,1,1,3,2,4,3,4,4,1,4,4,2,3
9562,0,1,1,1,1,2,0,4,3,4,3,4,2,1,2,4,1,0
9563,0,2,0,4,4,0,4,3,3,3,4,4,2,2,0,0,3,4
9564,0,4,2,0,0,3,0,0,1,2,0,2,1,0,1,1,0,0
9565,0,2,0,0,0,0,2,1,1,2,2,3,0,1,4,0,2,1
9567,0,3,1,0,0,3,0,4,1,4,2,3,3,4,1,4,2,1
9568,1,1,4,4,0,1,0,0,4,4,1,2,1,0,2,0,0,0
9569,4,1,4,0,4,4,0,0,1,1,2,3,0,1,3,0,4,0
9570,0,1,4,0,4,3,0,1,2,3,3,4,2,4,0,0,4,0
9571,0,4,0,0,4,0,4,1,1,4,3,3,0,2,1,0,3,0
9572,4,3,0,4,0,0,0,0,4,4,0,4,0,0,2,4,0,0
9573,4,1,1,0,0,3,0,0,4,2,1,3,0,1,1,1,0,0
9574,1,4,4,4,0,1,0,0,1,1,0,3,1,0,1,0,0,1
9575,2,2,4,4,4,4,4,4,2,4,4,1,0,2,4,0,3,0
9576,3,3,3,4,2,3,2,3,2,2,3,1,3,2,4,4,2,1
9577,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,1,4
9578,4,3,1,0,0,3,0,0,2,3,0,3,1,0,3,0,0,3
9579,1,1,1,0,0,1,0,2,4,3,4,3,1,4,4,2,3,0
9580,4,2,4,0,0,2,0,0,1,1,2,2,2,0,2,4,0,4
9581,4,3,2,4,1,1,0,0,0,2,2,3,2,1,2,4,3,0
9582,0,3,0,0,1,0,1,0,1,2,2,1,0,1,1,0,1,0
9583,1,3,4,0,0,0,3,4,4,4,4,4,4,4,3,1,4,2
9584,1,3,4,1,0,3,0,0,4,3,0,4,4,0,1,0,0,4
9585,1,1,1,0,0,0,0,0,4,2,0,2,3,0,1,4,0,0
9586,0,1,2,0,0,4,1,3,2,2,4,3,1,2,2,4,2,1
9587,0,1,0,0,4,0,0,2,0,1,3,2,0,1,0,0,1,0
9588,0,2,2,0,1,2,1,1,4,2,1,1,4,0,4,0,1,0
9589,1,3,2,0,0,0,0,0,2,3,0,4,2,0,2,1,0,3
9590,4,2,3,0,4,3,0,0,1,3,2,2,2,3,2,3,1,0
9591,0,1,0,0,1,4,0,4,2,2,2,3,0,0,0,0,4,0
9592,3,4,2,0,1,1,0,0,1,4,1,1,2,0,4,1,0,0
9593,1,1,3,0,0,3,0,0,2,2,1,4,1,0,3,0,1,0
9594,0,4,0,0,0,1,0,1,1,4,2,2,0,2,0,0,3,0
9595,0,2,3,0,1,0,0,1,3,2,1,1,4,3,4,0,1,0
9596,0,0,0,0,3,1,0,0,0,3,2,2,0,3,0,0,2,0
9597,0,4,0,0,1,0,1,2,3,1,4,4,0,2,0,0,4,4
9598,1,2,1,0,0,3,0,0,1,2,0,3,2,0,1,2,0,1
9599,0,1,0,0,0,4,0,2,2,3,3,2,0,2,1,0,2,1
9600,1,3,1,0,0,1,0,1,0,2,1,2,3,2,4,2,2,4
9601,0,1,0,0,0,0,0,3,4,4,3,3,4,4,1,0,3,0
9602,1,1,4,0,1,4,4,4,4,2,3,3,1,2,1,1,4,4
9603,3,2,2,0,0,1,0,0,0,4,0,4,3,0,2,0,0,1
9604,4,2,4,1,0,0,0,3,3,3,1,3,4,4,4,0,4,0
9605,0,2,1,0,0,4,0,0,1,1,0,2,1,0,4,1,0,3
9606,1,2,3,0,0,1,0,0,0,1,0,4,3,4,1,1,0,2
9607,0,2,1,0,0,4,0,0,0,2,1,2,2,2,1,1,0,0
9608,0,4,4,0,4,2,1,4,2,3,2,3,4,1,4,0,3,0
9609,3,1,2,0,0,2,0,0,1,2,4,3,4,4,3,3,1,0
9611,4,0,4,0,0,0,2,3,4,2,2,3,3,3,4,0,3,0
9612,0,2,0,0,0,1,0,0,0,2,1,4,0,4,2,0,0,0
9613,0,4,0,0,4,0,0,4,3,4,3,3,4,4,4,0,4,0
9614,0,1,0,0,0,0,0,0,0,2,1,3,4,0,3,0,1,0
9615,2,3,3,0,0,2,0,4,3,3,0,1,1,4,1,1,4,1
9616,0,4,0,0,4,0,0,2,4,3,4,4,0,4,0,0,2,0
9617,4,1,4,0,0,3,0,0,1,3,4,2,3,1,2,3,2,4
9618,0,4,4,0,1,2,1,1,3,3,1,3,1,3,2,0,2,1
9619,0,4,0,0,0,0,0,0,1,4,4,4,1,1,2,0,4,0
9620,3,4,1,0,0,2,0,0,3,3,0,2,1,0,2,4,0,2
9621,0,1,1,0,1,0,0,1,0,1,3,2,0,1,0,0,1,0
9622,1,1,1,0,0,3,0,0,0,4,4,3,1,1,4,1,4,0
9623,0,3,1,0,0,0,4,2,1,3,1,2,1,1,1,0,1,1
9624,4,1,1,0,2,0,0,0,4,4,2,1,2,4,3,4,1,0
9625,0,1,0,0,1,1,4,2,2,2,2,1,0,2,3,0,2,0
9626,2,1,1,1,0,3,0,0,1,4,4,1,2,4,3,1,0,3
9627,4,3,4,0,0,1,0,0,4,4,0,2,2,0,1,1,0,0
9628,1,3,4,0,0,3,0,0,4,3,3,3,3,1,1,0,1,1
9629,0,4,1,0,1,1,0,1,4,3,4,4,1,4,2,4,4,0
9630,0,1,2,0,0,0,0,0,0,4,2,4,1,0,2,0,0,0
9631,0,2,4,0,1,1,3,2,1,3,1,3,0,1,4,0,2,0
9632,2,4,2,0,0,3,0,0,1,1,0,3,4,0,1,4,0,0
9633,1,3,0,0,0,4,0,2,4,1,1,2,1,1,4,3,1,1
9634,4,1,0,0,4,0,4,3,1,4,4,3,2,2,1,3,3,4
9635,1,1,0,0,4,1,0,1,0,4,4,3,0,2,2,1,2,0
9636,0,3,3,4,0,2,0,0,4,3,0,4,2,0,3,3,0,4
9637,0,1,3,0,0,1,0,0,1,2,0,3,0,0,1,0,0,0
9638,1,1,1,0,0,3,0,0,3,3,0,1,3,0,3,3,0,1
9639,1,4,4,4,0,4,0,0,3,3,4,4,1,2,3,3,2,1
9641,0,2,0,2,0,1,0,2,4,4,1,4,2,0,2,4,0,2
9642,0,2,0,0,0,0,4,3,1,3,3,1,0,1,1,0,1,0
9643,2,4,1,4,2,3,2,1,1,1,3,1,2,2,2,0,1,1
9644,4,1,2,0,0,3,0,0,0,3,0,4,4,4,3,3,0,2
9645,0,2,1,0,1,4,4,2,1,3,4,4,1,2,0,0,2,0
9647,0,1,1,4,0,0,0,0,0,4,0,2,1,0,3,1,0,0
9648,4,3,4,4,0,2,1,1,3,2,0,4,4,0,1,1,1,4
9649,4,1,0,1,0,2,0,1,3,1,4,2,3,0,4,1,4,1
9650,4,4,3,3,0,4,0,0,0,3,0,2,2,0,3,1,0,1
9651,0,2,2,0,0,2,0,0,1,2,4,3,2,2,3,4,0,2
9652,0,2,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0
9653,0,4,0,0,1,1,4,1,2,2,3,3,4,3,0,0,2,0
9654,3,1,3,0,0,3,0,0,2,2,0,1,1,0,4,0,0,1
9655,0,4,0,0,1,0,0,0,0,4,4,4,0,3,1,0,0,0
9656,3,4,2,0,0,4,0,1,3,4,4,3,2,0,1,3,0,4
9657,4,3,0,0,3,0,4,1,3,3,4,3,4,2,4,4,0,4
9658,3,2,1,0,1,2,0,4,4,1,3,1,3,1,3,1,1,4
9659,0,4,0,0,0,0,0,1,1,4,3,3,1,2,1,0,1,0
9660,0,3,2,4,2,4,1,3,4,3,2,3,3,3,2,0,2,0
9661,1,4,1,0,4,0,0,0,3,4,4,3,2,4,3,4,4,4
9662,0,3,0,0,4,0,0,0,0,3,3,4,4,0,0,0,4,0
9663,0,2,4,0,0,0,0,4,4,4,0,3,1,0,4,0,0,0
9664,0,4,4,0,4,4,4,2,4,3,3,4,0,1,0,0,2,0
9665,4,2,3,4,0,1,0,4,2,4,1,4,4,1,3,4,0,1
9666,1,3,2,0,0,1,0,0,4,3,4,2,3,1,1,1,2,3
9667,1,4,0,0,1,0,0,3,1,2,4,1,1,2,4,0,1,0
9668,0,4,2,0,1,1,0,0,1,3,1,3,2,2,3,4,0,4
9669,0,0,2,0,0,1,0,2,1,3,3,2,0,1,4,0,2,0
9670,1,3,2,3,0,2,0,0,1,2,1,4,2,0,4,2,0,4
9671,1,4,4,0,0,0,0,0,0,3,1,4,2,1,3,1,0,0
9672,0,1,0,0,4,4,1,3,2,4,4,2,2,4,2,4,1,2
9673,0,4,0,0,1,4,0,2,4,3,2,4,0,3,4,0,4,4
9675,1,3,3,0,0,2,0,0,2,1,0,4,2,0,3,3,0,1
9676,0,1,1,0,0,0,0,3,1,1,4,2,4,1,1,0,2,1
9677,0,2,0,0,0,4,4,4,4,3,2,1,0,2,4,0,1,0
9678,0,1,0,0,1,0,4,2,2,2,2,2,1,3,1,0,1,0
9679,0,2,1,0,2,0,0,4,2,1,4,1,0,4,1,0,1,0
9680,0,4,1,1,0,1,0,1,3,3,2,3,1,3,2,0,1,0
9681,0,4,4,0,2,4,0,1,1,2,2,3,0,3,4,4,1,0
9682,0,1,0,0,4,0,0,0,0,4,2,4,0,3,0,0,4,0
9683,4,2,4,0,0,4,0,0,0,4,4,2,2,0,1,0,0,4
9684,0,0,0,0,4,0,0,2,0,3,4,3,2,4,4,0,1,0
9685,1,2,2,0,0,4,4,0,4,1,0,1,3,0,1,4,0,0
9686,4,2,1,1,0,4,0,2,3,3,3,2,1,1,1,4,2,4
9687,0,3,4,0,0,3,2,3,2,2,1,2,2,2,3,4,1,2
9688,0,1,1,0,0,2,0,0,4,1,0,2,1,0,1,1,0,0
9689,1,4,4,0,0,4,0,0,3,3,4,4,2,1,4,0,0,0
9690,1,4,3,0,1,1,1,2,4,3,2,3,1,1,1,4,2,2
9691,3,1,2,0,0,2,0,0,1,1,4,2,4,1,4,0,2,1
9692,0,3,2,4,0,3,0,0,4,4,0,2,4,0,3,2,0,0
9693,1,4,4,0,1,0,0,0,4,4,4,4,0,4,1,0,2,1
9694,1,4,4,0,0,0,4,4,3,4,4,4,2,4,4,0,0,3
9695,2,4,3,1,0,2,0,1,1,2,4,4,1,2,2,1,1,1
9696,0,1,4,0,4,0,0,0,0,2,3,2,0,1,1,0,4,0
9697,0,4,0,0,0,0,0,4,2,4,4,4,1,4,3,0,4,0
9698,0,2,0,0,3,0,1,3,3,4,3,3,2,3,4,0,1,0
9699,0,4,0,0,3,1,4,0,1,4,2,3,1,1,1,0,3,0
9700,0,4,4,0,0,1,0,1,0,2,2,4,3,3,1,1,1,0
9701,0,4,3,0,0,2,0,0,1,3,0,2,2,0,3,3,0,0
9702,0,1,0,0,0,4,1,1,1,3,4,1,0,4,0,0,1,0
9703,4,1,1,4,1,4,0,0,4,1,1,2,3,1,2,1,1,0
9704,3,1,1,4,0,1,0,2,4,4,4,4,3,4,1,2,4,3
9705,0,2,1,0,0,1,3,2,3,2,1,2,2,1,1,4,2,3
9706,2,3,4,0,2,2,0,0,1,2,2,1,3,0,2,0,0,1
9707,0,1,0,0,0,4,0,0,1,2,4,4,4,1,1,0,3,0
9708,1,1,1,0,0,0,1,0,2,2,4,3,1,4,3,0,1,0
9709,2,3,0,0,4,2,0,1,2,3,2,4,2,2,4,4,3,3
9710,0,2,1,0,0,0,0,0,4,4,0,4,1,0,1,0,0,0
9711,1,3,1,0,1,0,0,1,0,1,2,1,1,2,1,0,3,3
9712,0,2,4,0,0,0,0,1,4,4,3,4,0,4,4,0,1,4
9713,0,4,4,0,0,0,0,3,0,3,3,3,0,4,1,0,2,0
9714,1,2,1,2,0,3,0,0,2,3,1,4,2,1,4,4,0,2
9715,1,4,4,1,0,4,1,1,4,2,1,4,2,0,1,0,1,1
9716,4,3,2,0,4,1,3,2,3,1,1,2,1,1,1,4,1,2
9717,0,2,0,0,0,0,0,0,0,1,1,3,0,0,1,4,0,0
9718,0,2,4,0,2,2,3,3,3,2,2,2,1,3,1,0,3,1
9719,4,1,2,4,0,3,0,1,4,1,3,4,3,1,1,4,4,4
9720,0,1,0,0,2,0,4,4,1,1,3,3,0,1,4,0,3,0
9721,1,2,1,0,4,3,0,0,1,3,0,4,0,0,2,0,0,0
9722,4,3,4,0,0,4,3,1,1,1,1,3,2,1,4,4,1,0
9723,0,2,0,0,4,0,4,4,4,4,2,3,0,4,0,0,4,0
9724,0,1,0,0,0,0,0,0,0,3,3,3,0,1,0,0,2,0
9725,0,2,1,0,1,4,1,2,3,3,4,3,0,3,0,0,2,0
9726,3,2,4,2,3,1,1,3,4,2,4,3,1,1,1,3,1,3
9727,4,3,4,0,0,1,0,0,4,2,1,4,2,4,1,3,0,4
9728,0,1,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0
9729,0,1,1,0,0,1,0,0,2,2,1,1,3,0,1,2,0,1
9730,4,3,3,0,0,2,0,3,2,1,1,1,3,1,3,4,1,2
9731,0,1,0,0,0,4,0,0,2,4,4,1,4,1,1,2,0,1
9732,0,1,0,0,1,1,4,1,1,4,2,1,1,1,0,0,2,0
9733,0,1,1,0,0,2,4,4,3,4,2,2,1,2,1,0,1,0
9734,0,0,0,0,0,0,0,0,0,1,4,3,0,4,4,4,0,0
9736,2,2,2,4,2,1,0,0,4,2,2,2,3,3,1,2,1,3
9737,0,2,0,0,0,0,4,4,3,2,2,4,0,2,1,0,2,0
9738,0,4,0,0,0,4,0,0,0,3,1,4,4,0,0,4,0,0
9739,0,2,4,0,1,3,0,1,4,3,1,3,1,2,0,0,3,1
9740,0,4,0,0,0,1,0,3,1,3,4,4,3,4,3,4,4,1
9741,0,1,1,0,4,2,2,1,3,1,2,2,1,2,1,0,4,4
9742,0,4,0,0,0,4,3,2,2,3,3,2,1,1,4,0,4,0
9743,0,2,0,0,0,4,0,4,4,2,2,3,4,2,4,0,2,3
9744,0,2,1,0,2,1,0,0,4,3,2,2,3,3,1,0,3,0
9745,0,1,0,0,1,1,0,1,1,2,2,1,0,2,2,0,2,0
9746,3,3,4,1,4,4,4,4,2,2,4,4,4,4,1,4,0,3
9747,0,1,1,0,1,4,0,3,4,1,3,2,0,1,1,0,0,0
9748,4,3,4,1,0,3,0,0,4,2,4,2,4,0,4,4,4,3
9749,4,2,1,0,2,1,0,4,0,3,2,4,1,3,1,4,2,0
9750,0,1,1,0,2,0,0,2,2,4,3,4,4,2,1,4,1,4
9751,4,3,4,0,0,3,0,0,4,4,1,4,3,0,1,0,0,0
9752,0,4,0,4,0,4,0,2,4,4,4,4,0,4,4,4,3,0
9753,4,4,2,0,0,1,0,4,3,4,1,4,2,0,3,3,4,4
9754,4,0,1,0,0,2,4,4,3,3,1,3,4,0,3,4,0,0
9755,0,4,0,0,1,1,4,3,2,3,3,3,4,3,4,4,4,4
9756,4,3,2,0,0,4,0,0,4,2,1,2,2,0,1,0,0,4
9757,0,4,4,0,0,4,0,4,4,3,4,4,2,0,4,0,4,4
9758,1,4,1,4,0,4,0,4,1,4,1,4,1,2,3,4,0,0
9759,0,3,0,0,0,0,4,1,1,2,2,3,0,3,0,0,3,0
9760,0,3,0,0,1,0,0,0,0,3,2,3,2,4,0,0,1,0
9761,3,1,3,0,4,4,0,4,2,4,1,3,4,0,3,3,3,3
9762,3,3,4,0,0,3,0,0,0,4,0,4,3,0,3,4,0,4
9764,1,2,0,0,0,0,0,0,0,1,0,3,3,0,2,2,0,0
9767,1,4,3,1,4,0,0,4,4,2,4,4,2,3,3,1,4,1
9768,0,4,2,0,0,0,0,0,0,4,4,3,4,2,4,0,0,4
9770,0,2,4,0,0,2,0,0,4,4,3,3,2,1,3,4,3,2
9771,0,1,4,0,0,3,0,0,2,2,1,3,4,1,0,0,4,0
9772,0,4,4,0,0,4,0,0,0,2,0,4,2,0,3,4,0,1
9773,4,2,1,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0
9774,0,1,3,0,0,1,0,4,3,3,3,4,1,4,2,0,4,0
9775,1,4,4,0,0,3,0,0,3,2,0,3,1,1,4,4,0,0
9776,0,3,0,0,0,1,2,2,1,1,1,4,0,1,0,0,1,0
9777,0,1,4,0,0,4,0,0,4,4,0,3,0,0,1,1,0,0
9778,4,4,3,4,0,3,4,4,3,4,4,4,2,4,1,1,0,4
9779,4,3,1,0,0,1,0,0,1,4,2,3,2,1,4,4,1,0
9781,0,1,0,0,0,4,0,1,4,1,3,1,0,3,1,0,1,0
9782,1,3,1,0,0,0,0,4,0,3,3,3,0,1,1,0,1,0
9783,1,2,2,0,0,4,0,0,2,2,0,4,3,0,1,1,0,3
9784,1,3,3,0,1,1,0,1,2,2,2,3,1,3,2,0,1,1
9785,0,2,1,1,0,3,0,0,4,2,4,3,1,0,1,2,0,1
9786,4,3,0,0,0,2,0,4,1,2,1,3,0,1,4,1,1,1
9787,0,4,3,0,0,0,0,4,1,3,4,4,2,0,2,1,1,4
9788,0,2,2,0,3,0,4,2,4,2,4,1,1,1,4,0,3,1
9789,0,0,0,0,4,0,0,2,4,2,3,3,0,1,1,0,0,0
9790,4,3,4,0,0,4,0,0,0,4,0,4,4,0,3,0,0,0
9791,4,0,4,0,0,3,0,0,0,2,1,1,4,0,3,0,0,0
9792,0,2,4,0,0,0,0,0,0,4,0,4,3,0,4,0,0,0
