CUSTNO,Frequency_가구인테리어/잡화_고가_증감여부,Frequency_가구인테리어/잡화_저가_증감여부,Frequency_가구인테리어/잡화_중가_증감여부,Frequency_가전/레저취미/멀티샵_고가_증감여부,Frequency_가전/레저취미/멀티샵_저가_증감여부,Frequency_가전/레저취미/멀티샵_중가_증감여부,Frequency_교육문화/아동_고가_증감여부,Frequency_교육문화/아동_저가_증감여부,Frequency_교육문화/아동_중가_증감여부,Frequency_식품/생활_고가_증감여부,Frequency_식품/생활_저가_증감여부,Frequency_식품/생활_중가_증감여부,Frequency_의류/이미용_고가_증감여부,Frequency_의류/이미용_저가_증감여부,Frequency_의류/이미용_중가_증감여부,Frequency_침구/주방_고가_증감여부,Frequency_침구/주방_저가_증감여부,Frequency_침구/주방_중가_증감여부
9046,0,2,0,0,0,1,4,1,4,4,4,3,0,1,1,0,4,0
9047,0,1,0,0,2,4,0,4,3,3,3,2,0,1,4,0,3,0
9048,1,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,4,3
9049,3,3,3,0,4,2,3,4,4,2,4,4,2,1,2,1,4,3
9050,0,4,0,0,2,0,0,0,0,4,4,4,0,4,0,0,0,0
9051,4,0,1,3,0,4,0,0,1,3,1,1,4,0,4,1,0,4
9052,3,1,1,4,4,4,2,4,2,4,1,1,4,4,3,1,1,1
9053,0,3,0,0,3,0,0,1,1,4,2,2,0,1,0,0,1,0
9054,0,4,4,0,0,1,0,1,3,4,1,2,4,4,2,0,0,0
9055,0,4,2,0,0,0,0,0,3,4,0,4,4,0,3,0,0,0
9056,0,2,4,0,0,4,0,4,4,4,1,4,1,4,4,3,1,4
9058,3,4,4,0,0,4,0,4,1,3,4,3,2,1,2,4,4,0
9059,0,2,1,0,0,3,4,0,4,4,4,4,2,0,2,0,0,1
9060,1,2,1,0,1,1,0,1,2,4,3,3,0,1,1,0,4,0
9061,3,2,3,1,0,3,0,0,3,1,0,1,1,0,1,3,0,2
9062,0,1,0,0,0,0,0,0,2,3,0,4,2,0,4,0,0,4
9063,0,3,4,0,4,1,3,4,4,4,1,1,0,4,4,0,2,0
9064,0,0,0,0,0,4,0,2,4,3,3,2,0,2,0,0,4,0
9065,0,1,0,0,0,0,0,1,3,2,2,2,0,4,3,0,3,0
9066,0,4,1,0,3,1,1,2,2,1,4,4,0,1,2,0,3,0
9067,0,1,1,1,0,1,4,2,2,3,1,3,3,4,3,4,3,1
9068,0,2,1,0,4,4,1,1,1,1,2,2,4,1,1,0,3,0
9069,1,1,2,0,0,4,0,2,3,3,3,3,2,4,4,3,2,3
9070,3,2,0,0,0,1,0,2,1,2,4,3,2,1,2,2,1,0
9071,0,2,1,0,1,4,0,1,0,1,1,1,1,3,4,0,1,3
9072,0,4,1,0,4,0,0,2,0,4,4,4,0,2,1,0,3,0
9073,0,3,0,0,3,4,4,1,3,4,2,2,0,2,3,0,4,0
9074,0,3,3,0,1,4,0,0,0,1,1,1,4,1,3,0,0,0
9075,2,2,4,0,0,4,0,4,3,4,0,4,4,1,4,3,4,2
9076,0,1,4,0,0,1,2,1,1,1,1,1,1,1,3,1,2,0
9077,2,1,1,2,0,1,0,1,2,4,1,1,3,2,1,4,0,0
9078,0,1,1,0,1,0,0,0,1,1,3,1,2,1,3,0,0,0
9079,0,3,4,0,3,4,1,2,3,4,2,1,0,3,4,0,3,0
9080,1,4,3,0,4,0,3,2,3,3,1,2,0,1,3,4,1,0
9081,2,4,2,4,0,4,1,4,3,3,1,4,3,0,4,4,0,4
9082,0,1,4,0,4,1,4,4,4,1,2,3,1,3,1,2,4,1
9083,1,3,2,1,2,1,0,4,3,4,1,4,3,4,2,3,4,0
9084,0,1,0,0,3,0,0,0,0,4,2,2,0,4,0,0,2,0
9085,1,1,1,0,0,0,1,0,3,1,1,2,3,0,4,4,1,0
9086,3,1,1,0,0,0,0,0,1,4,4,4,2,0,3,0,0,1
9087,0,1,1,0,2,4,1,4,2,4,2,2,3,2,4,4,1,0
9088,3,3,4,0,4,0,4,2,1,4,3,4,4,3,2,0,3,0
9089,0,0,0,0,0,0,0,0,0,4,3,2,0,4,1,0,4,0
9090,1,1,1,0,0,1,0,2,1,1,3,1,3,0,3,3,1,4
9091,0,3,1,0,1,3,0,3,2,2,1,3,4,2,2,4,1,0
9092,1,3,1,0,1,1,0,0,1,2,3,2,3,1,3,3,4,2
9093,0,3,0,0,0,0,1,3,0,0,1,3,0,4,4,0,3,0
9094,1,3,3,0,4,2,4,4,3,4,4,3,3,0,2,4,0,0
9095,0,1,2,2,0,1,0,0,1,1,4,1,3,1,2,0,0,0
9096,0,1,2,0,0,3,0,4,2,3,4,4,3,3,2,2,3,1
9097,0,3,3,4,0,2,1,1,3,4,4,4,1,2,2,4,3,3
9098,2,1,1,0,1,1,0,0,1,3,1,4,4,1,2,0,0,0
9099,2,1,0,4,2,2,2,4,1,3,4,3,2,3,2,4,3,4
9100,0,2,0,0,1,0,0,0,4,1,3,3,0,4,4,0,4,0
9101,0,3,4,0,0,3,2,4,3,3,3,3,2,1,4,1,1,1
9102,0,4,1,0,3,0,0,0,0,3,2,3,0,3,0,0,2,0
9103,3,3,0,0,0,1,0,3,3,3,3,3,2,1,1,1,1,3
9104,0,2,0,0,0,0,0,1,0,1,2,2,0,4,1,0,1,0
9105,0,3,2,0,0,4,0,0,4,2,4,1,4,0,3,1,4,1
9106,0,1,0,0,4,0,0,2,2,2,1,3,0,3,0,0,2,0
9107,1,2,3,3,0,3,1,0,2,4,3,3,3,1,3,1,4,3
9108,0,2,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0
9109,0,3,2,0,4,3,3,2,2,2,2,2,4,1,1,0,4,0
9110,1,4,0,0,1,2,0,0,1,3,2,3,4,1,1,1,0,0
9111,0,4,4,0,4,4,0,1,4,2,3,2,4,2,4,0,3,0
9112,0,3,0,0,4,1,0,1,4,3,3,3,0,2,0,0,2,0
9113,4,2,0,0,0,2,0,0,0,1,2,2,1,0,2,4,0,1
9114,0,1,0,0,1,0,0,1,4,2,4,4,4,1,3,0,1,0
9115,1,1,0,0,0,1,0,0,3,4,1,1,0,1,1,0,0,0
9116,3,3,4,4,0,2,0,0,2,3,4,1,2,0,2,1,0,0
9117,2,3,4,1,0,0,0,0,3,2,0,2,3,1,1,2,0,0
9118,0,3,0,0,2,0,3,4,4,4,3,4,0,4,4,0,3,0
9119,4,1,3,4,0,1,0,3,3,3,3,2,4,4,4,0,4,0
9120,1,1,0,0,0,1,0,4,4,3,2,3,0,2,1,0,3,0
9121,3,1,2,0,1,1,0,0,3,1,1,1,2,4,2,0,0,4
9122,0,1,3,1,0,2,4,0,3,1,2,1,1,4,2,2,1,2
9123,2,4,0,0,0,4,1,4,3,3,1,2,2,0,3,4,0,2
9124,0,4,0,0,0,0,0,0,0,2,2,2,0,0,0,0,4,0
9125,2,0,2,2,0,2,0,0,4,1,0,1,2,0,3,1,0,0
9126,0,1,0,0,0,0,0,4,0,1,4,3,0,3,4,0,1,0
9127,4,2,1,1,4,2,2,2,4,1,3,3,3,3,4,1,3,1
9128,0,4,3,0,0,4,0,0,1,2,0,3,2,0,4,4,0,3
9129,0,4,4,0,1,1,0,0,1,1,1,1,2,2,4,0,0,0
9130,0,1,0,0,1,1,0,0,4,2,4,3,0,0,3,0,1,0
9131,0,4,0,0,3,1,3,2,2,3,2,2,0,3,0,0,3,0
9132,0,3,4,0,0,1,0,0,3,2,1,2,4,0,4,0,0,1
9133,0,3,0,0,1,0,0,4,1,2,3,2,0,0,0,0,1,0
9134,3,2,2,0,0,1,0,1,1,1,2,1,1,0,4,1,0,3
9135,0,4,3,0,4,4,0,2,1,2,4,3,1,3,4,0,3,0
9136,0,4,1,0,1,1,0,0,3,3,3,4,1,4,3,4,1,1
9137,0,2,3,0,2,0,0,0,0,4,3,3,4,3,4,0,4,1
9138,0,2,4,0,0,0,0,0,2,4,0,4,4,0,1,0,0,0
9140,0,4,3,0,0,3,3,2,2,2,4,4,3,3,4,0,4,0
9141,0,2,0,0,3,4,0,2,3,2,2,2,4,2,4,0,2,0
9142,0,4,2,0,4,3,0,2,1,4,2,3,1,2,2,4,2,4
9143,0,3,0,0,1,4,1,1,3,1,1,1,4,3,4,0,2,0
9144,0,1,4,0,4,2,2,1,1,3,2,2,4,2,0,0,1,0
9145,0,4,0,0,2,0,4,1,1,4,3,4,0,1,0,0,1,0
9146,0,1,4,0,0,0,0,3,1,1,2,2,0,3,1,0,3,0
9147,0,4,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0
9148,0,1,1,0,0,1,0,0,4,1,4,4,1,0,1,0,0,0
9149,1,4,3,0,0,4,0,0,0,2,0,3,2,0,2,3,0,3
9150,0,2,0,0,0,4,0,0,4,3,0,1,4,0,4,3,0,4
9151,2,1,4,4,0,4,1,2,2,4,1,1,2,1,2,2,4,4
9152,1,2,0,0,4,2,2,3,2,3,2,3,3,2,1,3,3,1
9153,1,3,0,0,4,4,4,2,2,1,4,3,1,4,1,2,3,0
9154,0,2,1,0,0,0,0,1,4,2,1,2,1,1,3,0,4,0
9155,0,1,2,0,0,4,0,1,4,2,2,2,4,1,1,4,1,0
9156,1,1,4,4,4,1,0,0,2,4,4,3,4,0,1,4,4,0
9157,0,3,0,0,4,0,4,4,3,4,1,3,2,2,2,4,1,4
9158,4,4,3,0,4,4,0,0,2,4,2,3,3,0,3,4,0,1
9159,2,2,1,0,0,1,4,0,2,2,4,4,2,4,1,3,4,3
9160,0,3,4,0,0,4,0,0,4,2,4,2,4,0,4,0,4,0
9161,1,1,0,0,4,4,0,0,4,1,3,2,0,2,3,0,1,0
9162,0,2,1,0,4,0,0,0,0,4,3,2,0,4,0,0,4,4
9163,4,2,4,1,0,2,2,3,3,3,4,4,2,3,4,2,3,4
9164,1,2,2,0,0,3,4,2,3,1,4,4,4,1,1,3,4,1
9165,0,2,0,0,0,0,0,0,1,1,2,4,0,4,0,0,4,0
9166,0,4,4,0,0,4,0,4,3,1,4,1,4,0,3,3,0,3
9167,0,2,0,0,4,0,0,0,0,3,3,3,0,1,0,0,3,0
9168,1,1,0,0,1,4,0,4,3,3,4,3,0,4,3,0,4,0
9169,0,4,0,0,0,0,0,1,1,4,4,4,4,4,2,0,4,0
9170,2,2,0,0,0,3,4,0,3,2,2,2,4,2,4,0,4,1
9171,1,1,0,0,0,4,1,1,3,1,4,1,2,0,3,0,0,0
9172,0,4,1,0,0,4,0,0,1,1,3,2,2,0,2,4,1,0
9173,1,4,4,0,4,3,1,3,3,2,4,3,3,1,4,1,4,4
9174,0,4,4,0,4,1,4,4,3,1,4,4,4,2,4,0,3,4
9175,0,1,3,3,0,3,4,1,2,2,1,1,2,1,2,3,4,3
9176,0,1,1,0,1,0,2,2,2,4,4,3,0,4,3,0,2,0
9177,0,1,0,0,2,2,2,4,1,4,4,4,0,3,4,0,2,4
9178,0,2,0,0,0,0,0,4,4,3,2,2,0,2,0,0,2,0
9179,0,2,3,0,0,2,0,0,2,2,0,3,1,0,3,0,0,0
9180,0,4,3,0,0,3,1,4,3,4,4,4,4,4,3,4,0,1
9181,2,3,3,2,0,3,0,0,3,3,4,4,2,1,3,2,0,0
9182,3,1,4,0,0,4,2,4,3,2,1,3,2,2,4,4,4,0
9183,0,1,0,0,2,4,2,3,3,4,1,1,0,1,0,0,3,0
9184,0,1,1,0,0,1,0,0,4,1,0,1,2,0,1,1,0,0
9185,3,4,2,4,0,2,0,0,1,3,2,4,3,0,4,4,0,0
9186,3,1,0,0,0,2,0,0,2,4,0,4,1,0,1,0,0,3
9187,4,1,0,0,0,0,0,1,4,2,2,3,0,2,4,0,4,0
9188,0,4,0,0,2,0,1,2,3,3,4,3,3,2,1,0,1,0
9189,0,3,0,0,1,1,0,4,4,2,2,3,0,4,0,0,4,0
9190,4,1,1,0,1,4,0,1,1,3,1,2,1,1,4,3,3,1
9191,4,2,0,4,3,4,0,2,4,2,3,3,0,3,4,4,2,0
9192,2,1,0,0,0,2,0,2,1,1,3,2,1,3,2,2,3,4
9193,1,1,0,0,1,1,2,0,4,1,3,3,0,3,1,0,2,0
9194,0,1,0,0,0,0,0,2,1,4,4,1,4,3,3,1,1,4
9195,0,4,0,0,0,4,1,4,4,1,4,4,4,4,4,0,2,0
9196,0,1,1,0,1,0,4,2,1,1,2,2,0,4,1,0,2,0
9197,3,4,4,0,0,4,0,0,4,4,0,3,2,0,3,4,0,4
9198,0,3,0,0,3,1,0,0,0,1,2,3,0,1,0,0,0,0
9199,2,2,1,3,0,1,0,1,4,2,1,4,1,0,3,1,0,0
9200,0,1,1,4,4,1,0,1,0,2,2,3,1,3,3,1,2,1
9201,0,1,3,4,0,2,0,0,3,1,1,1,2,0,2,0,1,0
9202,0,4,0,0,4,4,3,2,3,1,2,3,0,1,4,0,4,0
9203,0,4,0,4,1,4,0,2,4,3,4,4,0,1,4,0,1,0
9204,0,2,0,0,0,0,0,2,4,2,4,2,0,3,0,0,4,0
9205,1,2,1,3,4,1,3,3,4,3,4,4,4,1,1,4,4,0
9206,0,1,3,1,1,3,0,2,3,0,4,4,2,2,3,0,4,3
9207,1,4,2,1,0,2,0,0,3,3,1,2,3,4,4,1,1,0
9208,0,2,0,0,0,4,4,3,3,4,2,4,0,3,0,0,2,0
9209,1,4,4,0,1,2,4,3,1,2,4,3,4,4,2,3,4,1
9210,1,2,1,4,4,3,0,0,1,3,3,4,1,4,1,3,4,4
9211,0,1,1,4,0,1,3,1,3,3,1,2,0,2,3,3,1,1
9212,0,3,4,0,1,3,3,1,1,1,1,1,4,2,2,1,1,1
9213,2,2,3,0,1,2,3,2,3,2,4,3,2,4,4,1,2,1
9214,1,1,1,0,0,1,4,1,1,3,1,1,3,1,1,2,1,4
9215,3,4,2,3,4,3,0,4,4,4,4,4,1,4,4,1,4,2
9216,0,4,0,0,1,4,2,3,3,2,1,1,0,3,0,0,1,0
9217,0,1,0,0,4,0,0,2,4,1,3,4,0,1,4,0,4,0
9218,0,1,4,0,2,4,0,2,4,2,4,4,4,4,3,0,3,4
9219,0,2,0,0,4,0,0,0,0,4,4,3,0,4,0,0,2,0
9220,4,1,1,0,2,3,0,0,4,2,4,1,3,0,1,1,1,4
9221,0,4,3,0,0,2,0,4,3,1,1,2,1,4,2,1,1,0
9222,4,0,1,3,0,1,0,0,4,3,1,3,3,0,2,2,0,3
9223,1,3,3,4,0,1,0,0,1,4,4,3,3,4,3,1,0,2
9224,0,4,4,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0
9225,1,2,3,4,1,1,0,1,4,4,4,1,2,0,3,1,1,2
9226,2,3,0,1,0,3,0,0,1,3,4,4,3,0,4,2,4,1
9227,1,4,3,0,2,3,1,2,2,3,4,2,4,3,4,0,2,4
9228,0,4,0,0,0,0,0,0,2,3,0,2,2,0,3,3,0,0
9229,0,4,3,4,0,1,0,0,1,4,2,1,3,1,1,2,4,0
9230,0,2,0,0,4,0,0,0,4,1,3,2,0,1,4,0,1,0
9231,0,2,3,0,3,1,1,1,3,3,1,3,3,3,3,3,2,1
9232,1,3,1,4,0,1,0,0,1,3,0,2,0,0,1,2,0,1
9233,2,1,2,0,4,0,4,2,2,2,1,1,4,4,2,1,4,3
9234,0,0,0,1,0,3,0,0,3,2,0,1,4,0,1,1,0,0
9235,0,4,1,0,4,0,1,3,1,3,2,2,0,4,0,0,2,1
9236,4,4,0,0,0,3,0,0,1,4,1,2,1,0,1,4,0,4
9237,4,3,1,0,3,4,1,3,2,1,3,2,0,2,3,0,1,0
9238,0,1,3,0,0,2,4,4,2,3,4,1,4,0,1,4,4,0
9239,3,1,3,0,1,2,0,0,2,3,1,1,3,0,3,0,0,1
9240,0,2,3,0,0,4,2,0,2,2,4,2,4,4,2,0,4,1
9241,4,2,0,0,0,4,4,2,3,2,3,4,1,4,4,0,3,0
9242,4,1,3,3,0,4,0,0,1,1,1,2,1,0,3,1,4,2
9243,4,2,3,1,0,2,0,4,1,2,4,4,1,1,1,1,4,1
9244,0,2,0,0,2,0,0,0,0,2,2,3,0,2,0,0,3,0
9245,3,2,1,4,2,3,4,4,2,3,1,4,2,4,2,4,0,3
9246,0,1,4,0,0,4,0,4,4,4,4,1,3,4,4,4,0,4
9247,1,1,1,0,0,1,0,0,2,1,0,1,1,0,1,1,0,3
9248,0,2,1,0,3,2,0,2,3,3,3,4,0,4,4,0,3,0
9249,0,1,0,0,2,4,2,2,3,3,1,1,0,2,1,0,1,0
9250,0,4,0,0,0,0,2,1,1,1,2,1,0,1,1,0,1,0
9251,0,2,2,0,1,2,0,2,3,1,1,1,1,1,4,0,3,0
9252,0,1,4,0,1,0,0,4,0,2,2,3,3,1,1,1,2,2
9253,3,0,2,0,0,4,0,0,2,0,0,2,1,0,4,3,0,3
9254,0,1,0,0,4,1,4,1,2,1,2,1,0,3,1,0,3,1
9255,0,1,2,0,0,2,4,0,3,1,1,2,1,4,4,2,2,3
9256,0,1,1,0,4,4,0,1,4,4,4,4,4,1,4,0,3,0
9257,1,2,4,4,2,4,0,1,2,2,1,2,3,0,3,1,4,3
9258,3,1,3,4,0,3,0,0,0,2,4,1,1,1,3,0,0,0
9259,1,1,2,0,0,3,0,0,1,3,0,1,3,0,3,4,0,4
9260,0,4,0,0,2,0,0,4,4,2,4,3,0,3,0,0,3,3
9261,4,1,4,0,0,0,0,0,4,4,4,3,4,0,2,2,0,4
9262,4,3,3,0,1,2,0,2,1,2,3,4,4,4,3,0,3,3
9263,0,4,0,0,1,0,1,3,3,4,3,4,0,2,0,0,3,0
9264,0,0,0,0,0,1,1,1,4,4,4,3,4,1,3,0,1,0
9265,1,3,3,0,0,2,2,4,3,1,1,1,2,1,4,2,1,0
9266,0,2,0,0,1,1,3,0,1,2,4,4,0,2,1,0,1,0
9267,1,3,4,4,0,1,4,4,2,2,1,1,4,2,2,1,1,4
9268,0,2,0,0,4,1,3,3,3,4,3,3,0,3,0,0,3,0
9269,0,3,3,1,4,1,4,2,3,3,1,3,2,1,4,0,1,0
9270,0,1,0,0,0,2,0,4,2,2,1,1,1,1,2,3,2,0
9271,0,2,1,0,3,0,0,1,2,1,1,1,0,1,0,0,1,0
9272,0,4,4,0,4,0,0,3,4,4,4,1,0,4,4,0,2,4
9273,3,2,1,0,0,1,0,0,3,1,1,1,3,0,2,3,0,0
9274,0,1,2,1,1,3,0,4,3,3,1,1,4,1,4,1,1,0
9275,4,4,1,4,0,1,0,0,2,4,4,4,4,0,1,1,0,1
9276,4,2,1,1,0,2,4,0,4,3,4,4,4,4,4,3,4,4
9277,0,4,4,0,0,4,0,1,2,2,1,4,3,0,3,4,0,1
9278,0,2,0,1,1,4,0,2,4,4,3,2,0,1,1,0,2,0
9279,1,1,1,0,0,0,0,0,0,1,1,4,0,1,1,1,0,0
9280,3,1,2,0,0,1,4,0,4,3,2,4,3,0,2,1,0,4
9281,0,2,0,0,3,0,0,4,0,3,2,2,0,4,1,0,2,0
9282,0,2,0,0,1,4,1,4,3,3,2,3,0,2,4,0,3,1
9283,0,3,0,0,1,0,0,0,0,2,2,3,0,4,4,0,3,0
9284,1,1,3,0,0,3,2,2,3,1,4,3,4,1,2,2,0,1
9285,4,3,2,4,0,4,0,0,3,4,3,4,4,2,1,0,2,0
9286,0,4,1,0,0,0,4,4,2,2,1,2,1,3,4,0,2,0
9287,0,1,2,1,4,3,0,0,2,1,3,4,4,0,2,4,4,3
9288,0,1,2,0,3,4,2,2,1,4,4,4,0,3,1,0,3,1
9289,0,0,0,0,1,0,4,3,4,3,3,2,0,1,0,0,3,0
9290,4,4,4,4,4,1,0,0,3,4,4,4,4,4,1,1,4,3
9291,0,4,0,0,2,0,0,0,0,3,2,1,0,0,0,0,1,0
9292,0,1,0,0,0,0,0,0,0,2,1,3,4,2,1,0,0,0
9293,0,2,0,0,3,0,1,1,2,1,1,1,1,1,4,0,3,0
9294,0,1,4,0,0,2,3,2,3,3,4,4,4,3,1,4,4,4
9295,0,1,0,0,0,0,4,2,4,3,1,1,0,4,0,0,2,0
9296,4,2,4,0,0,3,3,2,3,2,4,3,4,0,3,1,2,1
9297,1,4,4,0,0,2,0,0,1,4,4,4,4,0,4,4,0,4
9298,0,1,0,0,4,1,4,2,2,4,3,3,1,3,1,0,2,0
9299,0,4,3,0,0,4,4,0,1,1,1,2,2,1,1,4,2,2
9300,4,2,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0
9301,0,1,3,0,1,0,2,2,3,1,4,1,1,1,4,4,2,1
9302,0,1,2,1,0,2,1,4,2,2,1,1,2,1,2,3,1,1
9303,0,2,1,0,2,1,0,1,1,2,4,2,1,2,1,0,2,1
9304,0,2,0,0,0,1,0,1,2,1,1,1,3,0,1,0,0,0
9305,0,2,0,0,0,0,4,4,4,3,3,3,0,4,0,0,4,0
9306,1,2,0,0,2,3,1,3,2,2,3,2,2,3,2,4,3,4
9307,0,2,4,0,4,4,0,4,3,1,2,4,4,4,4,0,4,4
9308,2,1,4,4,1,2,0,4,4,1,1,1,2,3,2,4,1,4
9309,0,4,0,0,1,4,2,2,4,4,4,4,0,4,0,0,2,0
9310,0,4,4,0,4,4,4,2,3,1,2,2,0,2,0,0,1,0
9311,4,1,1,0,1,0,0,0,0,2,2,1,1,0,4,0,1,0
9312,1,2,4,0,0,3,0,0,2,1,0,1,3,0,2,1,0,1
9313,1,1,4,0,0,0,0,0,1,1,4,4,2,4,2,0,4,0
9314,0,3,0,0,0,1,0,4,2,4,4,1,1,1,2,0,4,0
9315,0,1,2,0,0,3,1,0,3,3,1,1,2,1,3,0,0,0
9316,0,0,1,1,2,4,1,4,0,4,4,4,4,0,3,0,1,0
9317,0,4,4,0,0,0,1,1,2,2,3,2,0,3,1,0,1,0
9318,4,2,4,1,0,1,0,0,4,1,0,2,2,0,2,2,0,4
9319,0,2,3,0,0,1,1,1,2,2,0,4,2,0,3,4,0,1
9320,0,2,4,0,0,4,0,0,4,1,4,4,1,4,4,0,4,0
9321,0,4,2,0,4,3,3,2,3,4,3,2,0,2,1,0,4,0
9322,0,4,0,0,0,0,0,0,1,4,4,4,1,0,0,0,4,0
9323,0,0,4,0,4,0,0,0,0,4,4,4,0,0,0,0,3,0
9324,0,4,0,0,3,3,1,3,1,4,4,3,0,1,3,0,2,0
9325,2,2,4,0,1,2,0,1,1,4,1,1,3,0,2,3,1,4
9326,1,1,4,0,0,2,1,0,1,2,0,3,4,0,1,0,0,4
9327,0,1,4,0,0,2,3,4,2,2,1,2,3,4,2,2,1,1
9328,0,2,0,0,0,4,0,0,3,2,3,3,0,3,4,0,3,0
9329,1,3,1,0,0,2,0,0,1,4,0,4,4,0,4,0,0,1
9330,0,2,0,0,1,1,4,4,1,1,3,4,2,4,1,1,4,1
9331,0,4,1,0,3,2,0,4,1,4,4,4,0,4,1,0,2,4
9332,0,4,0,0,2,0,0,0,0,3,1,3,0,4,0,0,4,0
9333,3,3,1,0,2,0,0,0,0,4,4,2,3,1,2,1,4,0
9334,4,2,3,3,0,3,0,0,4,4,0,4,4,0,1,3,0,3
9335,0,2,4,0,2,4,4,4,4,3,4,4,2,4,4,0,4,0
9337,3,1,0,0,1,3,0,0,3,1,1,1,4,1,2,0,2,3
9339,1,4,3,0,0,1,1,0,1,1,4,3,3,3,2,4,2,4
9340,1,1,1,1,0,0,0,0,3,1,4,3,4,4,3,3,1,0
9341,4,2,1,0,0,4,4,0,4,3,4,4,3,4,4,0,4,4
9342,0,2,4,0,0,2,1,0,3,3,0,3,3,0,3,2,0,1
9343,4,0,1,1,4,3,1,4,2,4,4,2,1,0,4,2,4,2
9344,0,0,0,0,2,4,0,1,0,3,3,3,4,3,3,0,2,0
9345,4,3,4,0,4,4,4,4,3,1,2,4,4,2,1,3,2,4
9346,1,2,1,0,0,1,0,3,3,2,2,2,4,2,0,0,1,0
9347,1,2,4,3,0,2,0,0,4,1,4,2,2,0,4,3,0,0
9348,3,3,2,2,4,0,1,1,2,1,0,1,4,1,4,2,0,2
9349,0,0,2,0,0,0,0,0,0,4,4,3,3,1,2,4,3,1
9350,0,2,1,0,1,1,1,2,2,4,3,2,0,2,4,0,2,0
9351,0,1,2,0,0,3,0,4,4,2,4,4,4,4,3,1,0,3
9352,4,2,0,0,0,3,4,4,2,1,3,3,0,1,4,0,3,0
9353,0,4,4,4,0,3,0,0,2,1,4,4,2,0,3,2,4,0
9354,0,2,0,0,4,4,1,1,3,2,4,3,0,3,4,0,3,0
9355,2,2,4,0,4,2,1,3,3,3,3,3,1,2,4,3,1,4
9356,0,2,3,0,4,4,0,0,3,2,2,2,1,0,4,0,0,0
9357,0,2,4,0,4,3,0,1,1,2,1,1,1,4,3,1,4,4
9358,4,2,2,0,2,3,2,4,1,4,3,1,1,4,2,1,1,0
9359,0,2,3,0,0,3,0,0,4,2,1,3,3,2,4,3,4,0
9360,0,1,4,0,4,4,0,2,2,3,4,4,1,4,4,0,2,4
9361,4,4,3,1,0,3,0,0,3,1,1,4,2,0,2,2,0,4
9362,0,1,0,1,0,3,1,0,3,4,1,2,0,0,3,0,0,1
9363,2,2,2,1,0,2,0,0,1,4,4,4,3,0,2,4,0,0
9364,0,3,0,0,4,0,0,1,2,2,3,2,1,1,3,0,3,2
9365,1,1,4,0,2,3,0,0,1,1,2,3,0,2,1,0,0,0
9366,0,1,0,0,0,4,3,3,3,1,1,1,1,4,3,0,1,1
9367,4,4,1,4,0,1,0,0,4,2,0,4,4,0,2,3,0,0
9368,0,2,4,0,1,1,0,1,4,4,4,4,4,4,2,0,4,0
9369,3,1,1,1,0,2,0,1,1,1,1,1,3,1,2,3,1,3
9370,0,3,4,0,1,1,0,0,4,4,4,3,3,2,4,4,0,0
9371,0,1,0,0,2,1,1,2,3,1,1,2,0,1,1,0,2,1
9372,0,2,4,0,4,0,0,2,2,3,2,2,0,2,1,0,2,0
9373,0,3,4,1,0,3,0,1,3,3,1,1,4,1,3,0,1,0
9374,0,1,1,0,0,4,0,1,3,4,4,4,0,4,4,4,2,4
9375,0,2,3,0,3,4,0,2,4,3,1,4,4,3,4,1,3,1
9376,0,1,1,0,4,3,0,2,2,2,4,3,0,2,3,0,3,0
9377,0,1,0,0,3,0,0,0,0,1,3,1,0,2,0,0,1,0
9378,0,3,0,0,1,4,1,3,3,3,3,4,0,3,4,0,3,0
9379,0,4,3,0,2,2,0,0,4,0,3,3,4,0,2,4,0,1
9380,0,4,1,0,4,1,4,1,2,3,4,2,1,3,3,0,2,2
9381,0,3,2,0,1,1,4,4,4,4,3,3,1,3,4,3,3,4
9382,0,2,0,0,0,0,0,0,0,1,0,3,1,2,1,1,0,0
9383,4,3,4,0,2,0,0,2,2,4,1,2,0,3,4,0,3,1
9384,3,2,3,2,0,1,0,0,4,1,4,1,3,4,3,2,0,2
9385,0,0,0,0,0,4,0,1,0,4,4,4,0,3,1,0,4,0
9386,1,2,1,0,0,2,0,0,0,2,4,4,2,0,4,1,0,0
9387,4,3,2,4,1,1,1,1,1,4,4,4,3,4,3,4,1,3
9388,2,2,3,0,0,2,0,4,4,3,4,4,2,4,2,4,4,1
9389,0,4,3,0,0,2,0,0,1,4,1,1,3,4,3,4,1,0
9390,0,2,1,0,0,4,0,0,2,2,2,3,1,0,3,4,0,2
9391,0,3,0,0,0,4,0,0,0,4,4,3,0,0,4,0,0,0
9392,4,4,0,0,0,4,4,4,4,4,4,4,0,0,4,0,4,0
9393,0,4,0,0,4,0,0,0,1,3,4,3,1,3,4,0,3,4
9394,0,4,0,4,0,1,0,0,0,1,4,1,1,0,4,0,0,4
9395,4,3,0,0,0,0,2,0,0,1,4,4,4,1,2,1,0,2
9396,1,2,1,0,0,2,0,0,2,3,4,2,4,1,3,1,4,4
9397,2,1,1,0,0,4,4,2,3,4,4,3,2,3,3,3,4,4
