CUSTNO,변동폭_Monetary_가구인테리어/잡화_고가_등급,변동폭_Monetary_가구인테리어/잡화_저가_등급,변동폭_Monetary_가구인테리어/잡화_중가_등급,변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,변동폭_Monetary_교육문화/아동_고가_등급,변동폭_Monetary_교육문화/아동_저가_등급,변동폭_Monetary_교육문화/아동_중가_등급,변동폭_Monetary_식품/생활_고가_등급,변동폭_Monetary_식품/생활_저가_등급,변동폭_Monetary_식품/생활_중가_등급,변동폭_Monetary_의류/이미용_고가_등급,변동폭_Monetary_의류/이미용_저가_등급,변동폭_Monetary_의류/이미용_중가_등급,변동폭_Monetary_침구/주방_고가_등급,변동폭_Monetary_침구/주방_저가_등급,변동폭_Monetary_침구/주방_중가_등급,절대변동폭_Monetary_가구인테리어/잡화_고가_등급,절대변동폭_Monetary_가구인테리어/잡화_저가_등급,절대변동폭_Monetary_가구인테리어/잡화_중가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,절대변동폭_Monetary_교육문화/아동_고가_등급,절대변동폭_Monetary_교육문화/아동_저가_등급,절대변동폭_Monetary_교육문화/아동_중가_등급,절대변동폭_Monetary_식품/생활_고가_등급,절대변동폭_Monetary_식품/생활_저가_등급,절대변동폭_Monetary_식품/생활_중가_등급,절대변동폭_Monetary_의류/이미용_고가_등급,절대변동폭_Monetary_의류/이미용_저가_등급,절대변동폭_Monetary_의류/이미용_중가_등급,절대변동폭_Monetary_침구/주방_고가_등급,절대변동폭_Monetary_침구/주방_저가_등급,절대변동폭_Monetary_침구/주방_중가_등급
7760,-1,2,-1,-4,0,0,0,0,-1,1,0,0,1,0,1,-4,0,-1,0,4,4,2,0,4,0,0,2,4,2,0,2,0,4,2,0,2
7761,1,2,0,0,-3,1,1,-1,0,0,-1,-1,2,0,-1,3,0,0,6,2,0,0,4,2,6,2,2,0,0,0,2,0,4,2,6,0
7762,1,3,4,0,0,2,0,0,1,0,1,1,1,5,0,0,0,1,2,2,8,0,0,2,0,0,2,0,0,0,2,6,0,2,2,6
7763,0,2,-1,2,0,2,0,-1,-5,0,1,2,1,0,0,1,0,-5,0,0,4,4,0,2,0,0,6,4,0,0,4,0,0,2,0,10
7764,0,-2,0,0,0,0,0,0,0,-3,0,0,-1,0,-1,-3,0,-2,0,6,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0
7765,-2,0,3,0,-4,-1,0,-2,-1,-1,-1,-1,1,-1,3,0,0,3,8,2,2,0,0,2,0,4,2,2,2,0,6,2,2,0,0,4
7766,0,0,1,0,-2,0,0,0,-1,1,0,0,0,0,0,-3,0,-1,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,4,0,0
7767,0,0,2,0,0,-3,0,-1,1,-3,0,1,0,0,1,6,-1,0,2,2,4,0,0,2,0,2,4,0,0,2,0,2,2,12,2,0
7768,1,0,3,1,0,2,0,0,1,2,0,3,-2,2,0,3,0,4,2,0,8,2,0,2,0,0,6,0,0,0,0,4,0,6,0,4
7769,1,-3,1,0,0,-3,-3,-1,0,-3,0,1,-1,-1,0,0,2,1,8,0,2,0,4,0,2,2,0,0,0,0,0,2,0,0,0,0
7770,0,2,0,0,2,0,1,0,0,1,0,-1,0,1,0,0,1,0,0,4,0,0,4,2,2,4,0,0,0,0,0,4,0,0,0,0
7771,0,-2,0,0,0,0,0,-4,0,1,-1,0,0,-1,0,-2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,4
7772,1,0,-2,0,0,1,-2,-1,-1,-1,0,0,0,0,-2,-3,-3,0,2,2,0,0,0,0,0,6,2,0,0,0,2,0,0,0,4,0
7773,1,-3,-4,1,0,-1,0,0,1,-1,0,0,4,0,-1,-3,0,-2,6,4,2,2,0,2,0,0,2,2,0,0,8,0,2,4,0,2
7775,0,2,1,0,0,-2,-1,1,0,0,1,0,-1,-3,0,0,1,0,0,4,2,0,2,0,2,4,0,0,4,2,0,2,0,0,2,0
7776,0,-1,1,0,0,0,0,0,1,0,0,-2,0,0,0,-1,0,-2,0,2,2,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0
7777,0,-1,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,2,2,2,4,0,0,2,0
7778,0,-2,-1,3,2,0,0,0,1,2,-1,1,-1,0,0,0,-1,-2,2,2,4,2,2,2,0,0,0,2,2,2,2,0,0,0,0,8
7779,-1,1,0,2,0,1,0,0,-1,2,0,0,3,0,2,1,0,-2,0,2,0,6,0,2,0,0,0,2,0,2,4,0,2,8,0,0
7780,0,1,0,0,1,-3,0,1,1,0,1,0,0,0,0,0,-4,0,0,4,0,0,0,0,0,2,4,0,0,0,0,4,2,0,6,0
7781,0,-2,0,-1,0,1,0,0,-1,-1,0,0,-1,0,0,0,1,-1,0,0,0,0,2,6,0,0,2,0,0,0,2,0,4,2,2,2
7782,0,1,0,0,0,-1,-1,-1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,4,2,0,2,4,0,0,0,2,0,0,0,0
7783,0,0,0,0,2,1,0,0,0,1,3,1,0,1,0,0,3,0,0,0,8,0,4,2,0,4,4,0,0,2,0,0,0,0,0,0
7784,0,0,5,4,0,-3,0,0,2,0,-1,0,0,0,-2,0,0,0,0,2,10,8,0,6,0,0,4,0,2,0,0,0,0,0,0,0
7785,0,0,0,0,0,1,0,3,0,0,1,2,0,1,0,0,-2,0,0,2,0,0,2,4,2,4,0,0,2,2,0,8,2,0,2,2
7786,-2,-1,-2,-3,-2,1,0,0,1,3,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,8,0,4
7787,0,-5,2,1,0,1,0,0,-1,1,0,0,1,0,1,-2,0,0,0,2,4,0,0,2,0,0,4,0,0,0,2,0,2,4,0,2
7788,-6,-3,1,0,-1,1,-2,-2,3,-1,-1,0,-1,0,1,0,5,0,2,0,4,0,0,2,12,4,6,6,0,2,2,0,6,0,2,0
7789,0,-2,-2,0,0,1,-5,0,0,0,1,0,-1,1,1,-4,-2,-5,6,4,4,0,6,2,2,0,0,4,0,0,4,4,4,6,4,0
7790,0,1,0,0,1,-1,-1,-1,-1,0,1,0,0,0,2,0,2,0,0,2,0,0,2,0,0,4,0,2,2,2,0,0,2,0,2,0
7791,2,1,2,0,0,1,5,0,0,0,0,2,2,2,-2,0,1,1,2,4,2,6,0,2,8,0,4,2,0,2,6,2,2,2,4,4
7792,0,1,0,0,0,-2,0,0,0,0,0,6,1,-3,-1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,12,0,2,0,0,0,0
7793,0,1,-1,0,3,-1,0,1,0,1,0,1,2,1,0,0,3,-1,0,4,2,0,4,0,8,0,0,0,2,0,0,2,0,0,2,0
7794,0,1,0,0,5,1,-2,-1,0,0,1,2,0,0,1,0,2,-1,0,2,8,0,8,4,6,0,0,4,0,4,2,0,4,0,2,0
7795,0,2,1,0,-1,-2,4,4,0,-2,0,0,1,-2,-1,0,-4,-3,6,4,0,0,2,4,2,4,0,6,0,6,2,0,4,2,0,6
7796,-3,2,-3,0,-2,-4,-3,1,1,0,-1,-1,2,0,0,-3,-1,-4,0,4,2,0,2,4,2,2,0,2,0,0,0,0,0,2,2,4
7797,0,-3,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,-2,0,2,0,0,0,0,0,0,0,2,0,4,0,2,0,0,2,0
7798,0,1,0,0,1,0,0,2,-1,2,0,-1,0,0,0,0,5,0,0,4,0,0,2,0,0,4,2,2,2,2,0,0,2,0,4,0
7799,0,1,0,0,0,0,0,-1,2,0,0,0,0,-1,0,0,-3,0,0,0,0,0,2,0,0,2,4,0,2,0,0,2,0,0,4,0
7800,0,1,0,0,2,2,0,0,0,0,0,0,-1,-1,1,-1,1,0,0,2,0,0,2,4,0,4,0,2,2,4,0,0,2,0,4,0
7801,2,-3,-3,0,0,-3,0,0,2,0,-1,-2,-1,-3,-2,-1,0,0,2,2,0,6,0,0,0,0,4,0,0,0,2,0,2,0,0,0
7802,0,2,1,0,0,3,-2,-1,3,-2,-1,-1,-3,0,-1,1,-3,-1,4,4,4,2,0,0,0,4,0,2,0,2,0,2,2,2,0,10
7803,0,3,-2,0,2,-2,0,0,1,3,0,1,0,0,3,0,0,0,6,2,0,0,4,2,0,4,0,0,2,0,0,0,2,6,2,2
7804,4,0,2,0,0,2,0,-1,2,-1,0,-2,1,0,0,2,-1,-2,0,6,4,0,0,4,0,2,4,2,2,0,0,0,2,4,0,0
7805,0,1,0,0,0,1,-1,-1,2,-1,0,1,0,-1,-1,0,1,0,0,4,0,0,2,2,8,0,0,2,0,0,0,4,0,0,2,0
7806,0,0,0,0,1,-1,4,1,-1,0,-1,0,0,0,1,0,1,0,0,2,2,0,2,2,6,4,0,2,0,2,0,0,0,0,2,2
7807,0,0,0,0,5,0,0,-2,0,-1,0,-2,0,-1,0,0,-3,0,0,0,0,0,10,0,0,0,0,0,2,0,0,2,0,0,6,0
7808,0,-2,0,0,-6,-1,0,1,-1,0,0,1,0,0,-1,0,1,0,0,2,0,0,4,0,0,0,0,2,2,2,0,0,2,0,6,0
7809,0,-1,-2,0,4,0,-1,1,-1,1,0,0,-1,2,-1,-3,2,0,0,0,6,0,8,2,0,0,2,2,0,0,0,0,2,0,0,0
7810,0,1,0,0,1,0,1,2,0,1,1,1,-1,-1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,2,4,0,0,0
7811,2,3,1,0,0,2,0,0,4,0,0,1,2,0,3,1,0,2,4,8,4,6,0,2,0,2,4,0,0,0,2,0,4,2,2,4
7813,0,0,-2,0,0,1,-2,0,-1,-3,0,0,1,0,-1,0,0,-1,4,0,0,0,0,0,8,0,2,2,0,0,2,0,0,0,0,2
7814,0,3,0,0,2,1,2,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,2,4,2,2,2,0,2,0,0,2,0,4,0
7815,0,0,-1,0,0,0,0,0,0,-1,0,-1,1,0,-1,1,-3,0,0,4,0,0,0,2,0,0,0,2,0,2,2,0,2,2,0,0
7816,3,-1,-1,2,0,-2,0,0,-3,0,1,0,-4,0,0,2,1,-2,2,2,0,2,0,0,0,0,8,2,2,0,0,0,2,4,2,6
7817,0,1,0,0,0,3,-3,0,2,0,-1,1,0,0,1,0,-2,0,0,0,0,0,2,6,0,0,4,2,0,4,0,2,2,0,0,0
7818,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0
7819,0,0,0,0,0,1,0,2,2,0,0,0,1,0,-1,0,0,0,0,6,0,0,0,2,0,2,4,2,0,0,2,0,2,0,0,4
7820,0,0,1,-1,-2,2,0,0,0,2,0,-1,-2,0,1,0,0,-4,2,4,4,6,0,4,2,0,4,4,2,2,2,2,6,0,4,0
7821,-2,-1,-2,0,0,-4,-3,-3,-2,1,1,1,-1,-5,-3,-3,-2,2,0,0,0,0,6,8,0,0,0,0,0,0,0,6,8,0,2,2
7822,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,3,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4
7823,0,0,1,0,0,-1,0,0,2,0,0,0,-1,0,-1,-3,0,0,2,4,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,8
7824,0,-3,2,0,3,0,1,0,0,0,1,-1,0,1,-1,1,1,3,2,2,8,0,6,0,2,2,0,0,2,2,0,6,6,0,0,4
7825,5,0,2,0,0,1,3,2,0,1,1,2,2,1,2,0,1,3,8,4,4,0,0,2,6,4,4,2,4,6,2,0,0,0,6,0
7826,0,0,2,0,0,0,0,0,0,-2,-3,-1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,2,0,0,0,0,6,0
7827,0,-2,-3,0,-1,-4,1,0,-2,0,0,-1,1,0,-1,0,2,-3,0,4,0,8,2,0,2,0,2,8,0,0,2,0,2,0,2,0
7828,-2,1,-1,0,0,-1,-2,1,-2,0,-1,-2,-2,0,-2,0,1,0,0,0,0,0,2,0,6,2,2,2,2,0,2,0,2,0,2,0
7829,1,-1,-1,0,0,1,0,0,0,1,-1,0,0,-1,-1,0,-2,-3,2,2,0,0,0,2,0,0,2,2,0,0,0,0,4,2,0,2
7830,0,1,0,0,3,2,2,3,0,0,-1,-1,0,-1,0,0,2,0,0,2,0,0,4,4,4,2,2,0,2,2,0,2,2,0,4,0
7831,0,1,-1,0,0,-1,0,0,2,-2,0,1,-1,0,-1,0,0,0,0,6,0,0,0,2,0,0,0,4,2,2,4,0,4,4,0,4
7832,-3,-2,-3,-3,0,0,-3,0,0,2,0,-1,2,0,-1,-2,0,0,4,10,4,6,0,2,0,0,0,0,0,0,2,2,2,2,0,0
7833,2,0,-3,0,-1,1,0,0,0,0,-1,1,0,0,-2,-1,-3,0,4,0,8,0,4,4,0,0,0,0,0,0,0,2,6,0,4,0
7834,0,1,0,0,0,2,-1,-1,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,4,4,4,0,0,0,6,2,0,2,0,0,0,0
7835,-1,-2,-3,0,1,-3,0,-3,-1,-2,0,1,-3,-1,-1,-2,-1,3,2,2,2,0,4,0,2,2,0,2,0,0,4,4,2,6,2,6
7836,0,2,1,0,0,0,-2,0,-1,0,0,0,-1,1,-1,0,3,0,0,2,2,0,2,2,4,0,2,0,0,2,0,4,0,0,2,0
7837,4,0,-1,4,-4,2,0,-4,-2,1,-1,0,0,-3,1,-2,0,0,8,2,0,8,2,6,0,0,0,0,0,2,2,2,2,0,10,6
7838,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-2,0,-2,0,0,4,0,0,2,4,0,0,2,2,4,2,2,0,6,0,2,0
7839,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0
7840,0,-1,0,0,1,0,-3,2,1,3,0,1,0,0,0,0,3,0,0,6,0,0,4,0,0,0,2,4,0,2,0,2,0,0,2,0
7842,0,3,1,1,2,0,-1,-1,1,-1,0,0,1,1,2,0,0,0,0,0,6,0,2,2,8,4,0,2,0,0,0,2,0,0,2,0
7843,0,1,0,0,0,-1,0,2,2,0,0,0,0,-2,0,0,3,0,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,2,0
7844,0,2,0,0,2,-1,0,1,1,0,0,2,0,0,0,0,0,-1,0,2,0,0,0,0,0,2,2,2,2,0,0,2,0,0,2,0
7845,0,0,0,0,-1,0,0,-1,0,1,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0
7846,1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-2,2,2,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0
7847,0,2,0,0,-1,2,0,1,2,-1,0,-2,1,1,-1,0,1,1,0,4,2,0,4,4,0,2,2,0,0,2,0,0,2,2,4,2
7848,0,2,0,0,6,1,-2,2,-1,0,0,-1,0,0,0,0,-3,-2,0,2,2,0,6,2,8,4,2,4,0,2,0,0,2,0,10,0
7849,0,1,0,0,-1,0,0,-1,1,0,-1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
7850,0,-4,0,0,0,-2,0,0,0,1,-1,0,2,-1,-1,2,0,-1,0,2,2,12,0,2,0,0,0,4,0,0,0,0,0,8,0,2
7851,2,1,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,2,2,2,0,0,4,0,4,2,2,2,4,2,0,2,0,4,0
7852,0,0,1,1,0,0,0,0,-1,0,0,-1,-2,0,1,-2,0,0,0,2,4,2,0,4,0,0,2,4,0,0,2,0,0,0,0,0
7853,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,2,0,0,6,2,2,2,0,0,2,0,0,0,0
7854,0,1,0,0,1,0,-3,1,0,0,0,1,0,-1,-2,0,1,0,0,2,0,0,2,0,0,2,2,0,0,0,2,2,0,0,0,0
7855,0,-1,-2,0,0,0,0,0,0,1,-1,-1,0,1,0,1,0,0,0,4,0,0,0,2,0,0,0,4,0,2,2,2,4,2,0,0
7856,0,-1,-2,0,-1,5,-4,0,0,0,1,2,-2,0,-1,-1,0,-1,2,2,2,0,2,6,6,2,2,8,0,0,0,2,0,0,0,4
7857,0,1,-3,0,0,2,0,0,2,0,1,0,0,0,-1,-1,0,0,0,0,6,0,0,8,0,0,6,0,2,0,4,0,2,4,0,0
7858,-2,1,2,0,0,4,0,0,3,0,0,2,0,-1,-1,5,0,0,6,4,4,0,0,2,0,0,0,2,2,2,4,0,2,12,0,2
7859,1,0,2,-3,0,-3,0,2,2,-2,1,-4,3,1,0,3,0,-1,0,2,8,0,0,0,0,4,4,2,0,0,6,0,2,12,4,6
7860,0,0,-1,0,0,3,2,0,1,-1,1,-1,2,2,1,0,0,0,2,4,2,0,4,4,4,0,0,0,0,2,0,4,0,0,0,0
7861,-2,1,-4,-1,0,-3,0,0,1,-1,-2,-1,1,-1,1,-5,-1,-3,8,6,4,0,0,8,0,0,0,2,0,2,6,0,4,2,0,2
7862,0,-1,-3,-2,0,1,0,0,0,-5,1,0,-2,0,3,0,0,1,0,0,4,0,0,0,0,0,2,2,2,0,0,0,2,0,0,6
7863,-2,1,0,0,0,0,0,0,0,1,-1,0,-1,0,-1,0,1,0,0,2,6,0,0,4,0,0,0,4,2,6,0,4,2,0,2,0
7864,0,-2,0,0,0,-1,-2,0,2,3,0,1,-1,-1,-1,1,1,1,0,0,2,0,0,6,0,0,6,2,0,2,2,0,0,2,2,0
7865,0,0,-1,0,0,1,4,-1,1,0,0,0,1,0,0,-1,2,-1,0,0,2,8,0,2,4,0,4,2,2,0,0,2,4,6,0,6
7866,0,1,2,0,0,0,0,0,3,1,0,0,0,0,1,1,0,-4,0,2,4,0,0,8,0,0,6,4,0,0,2,0,2,0,0,0
7867,0,-1,-3,-2,2,-6,2,1,2,0,0,2,-1,3,2,1,-2,1,4,2,6,0,4,0,0,4,2,2,2,4,8,4,0,0,2,2
7868,-2,0,-2,0,0,-1,0,0,0,2,0,0,0,0,0,-1,0,5,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,2,0,6
7869,0,1,2,0,2,-3,0,0,0,2,-2,0,0,1,2,0,3,0,0,2,4,0,4,2,0,0,0,4,0,2,0,0,0,0,4,0
7870,-2,1,0,0,1,0,-3,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,2,2,2,0,2,0,0,0,0,0,2,0
7871,2,-2,-1,0,0,0,2,2,-2,0,0,0,-2,1,0,-3,5,3,4,4,0,0,0,4,2,0,0,0,0,0,2,2,4,2,6,6
7872,-2,-2,1,0,0,2,0,2,-1,-2,0,0,1,3,0,0,-1,-3,0,2,6,0,2,0,0,6,0,2,0,4,0,4,0,0,0,0
7873,1,3,0,1,3,-2,0,0,4,4,2,-1,2,1,1,2,0,0,6,0,4,2,6,0,0,0,2,2,0,0,4,0,0,4,6,0
7874,0,-3,1,0,-1,1,0,0,-1,0,0,0,1,-3,0,0,1,0,0,4,2,2,4,2,0,0,0,0,0,0,2,4,0,0,0,4
7875,3,4,-4,2,0,3,0,0,0,0,0,0,0,-1,1,-1,0,0,2,2,2,4,0,4,0,0,0,0,0,0,2,0,2,0,2,2
7876,2,0,0,2,-2,-1,-3,-3,0,0,0,1,1,0,-1,1,1,0,8,0,4,4,0,0,0,6,2,4,0,2,0,0,0,2,2,0
7877,1,-2,4,-1,0,-1,0,3,-2,0,-1,1,-2,2,1,-2,-1,-3,2,2,4,2,0,10,0,6,0,0,2,0,6,6,0,8,2,2
7878,0,1,0,-2,1,-1,-2,-1,1,-1,-1,1,0,0,-2,0,0,0,0,2,4,2,6,4,0,0,4,2,0,2,0,0,2,0,2,0
7879,0,0,0,-2,0,-1,0,-5,-6,0,0,-1,1,3,-1,3,2,2,0,0,0,6,0,0,0,4,2,4,0,2,4,6,6,2,6,6
7880,0,0,0,0,-2,-3,0,-3,-1,0,-1,-1,1,-1,0,2,-2,-2,0,4,2,0,2,2,0,2,2,0,0,0,2,0,2,2,6,2
7881,-2,-2,-1,0,0,-4,0,2,-2,-1,-1,-2,-3,0,-1,0,2,-3,0,4,0,0,8,2,0,4,0,2,2,0,0,2,0,2,6,0
7882,2,-4,0,0,4,4,0,0,3,0,0,2,-1,0,3,1,0,3,2,2,2,0,2,8,0,0,4,2,2,2,2,0,6,4,0,6
7883,0,-2,0,0,0,0,0,3,0,-1,0,2,0,-3,1,0,1,1,0,2,2,0,0,0,0,0,2,2,2,2,0,8,0,0,6,0
7884,0,0,-3,0,0,-1,0,-4,0,-1,0,1,2,2,1,-1,0,1,0,2,2,2,0,4,0,6,0,2,0,0,0,6,2,2,4,4
7885,0,0,1,0,-3,-1,-1,-1,-1,1,-1,-1,0,1,-1,0,0,-2,0,2,4,4,0,0,0,2,0,0,2,2,0,6,2,0,0,0
7886,2,4,-2,0,0,-2,-2,0,-2,1,0,0,0,0,1,0,-1,-2,4,4,4,2,0,2,4,0,2,2,0,0,4,4,2,0,2,4
7887,0,0,0,-1,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,2,2,0,0,4,0,0,4,0,2,2,2,0,0,0,0,0
7888,1,-1,2,-4,0,1,0,0,2,0,-1,-1,1,-1,0,-3,-3,1,4,2,2,0,0,4,0,0,0,0,0,0,2,0,4,0,0,2
7889,0,2,-1,0,1,1,0,-3,-1,0,-2,-1,0,2,0,2,2,2,0,10,2,0,4,4,0,0,6,6,6,8,2,10,4,4,12,6
7890,0,-1,0,0,1,0,0,0,0,0,-2,-1,0,0,0,0,-2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0
7891,0,-5,0,-2,0,-2,0,2,0,1,1,1,1,0,1,3,1,0,0,2,2,0,0,0,0,4,4,2,2,2,2,0,4,2,2,0
7892,-2,-1,-1,0,0,0,0,-1,1,-1,0,-1,-1,-1,0,0,-1,-1,0,2,2,0,0,2,0,4,4,0,2,4,2,0,0,0,2,2
7893,0,-2,0,0,-1,-2,0,-3,0,1,1,1,0,1,-1,-1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,4,0
7894,-1,1,2,0,0,-1,0,-4,1,0,-1,-1,0,-1,0,0,-1,0,0,2,2,0,0,2,0,0,0,2,2,0,2,2,2,0,0,4
7895,-1,-1,3,-2,0,-1,0,0,-1,0,0,0,0,-1,-3,-1,0,-1,4,2,10,4,0,2,0,0,4,4,0,2,4,2,4,0,2,0
7896,-3,-1,-1,0,0,4,-3,0,0,-1,-2,-2,6,0,1,1,-3,6,6,0,8,0,0,6,0,0,0,0,0,4,6,0,2,0,0,2
7897,2,3,2,0,0,2,0,1,0,2,0,-1,2,-2,2,0,0,0,4,4,4,0,0,4,0,2,2,4,2,2,4,2,0,0,0,0
7898,0,0,1,0,-3,1,-3,-2,-1,0,0,-1,1,0,-1,3,0,-1,0,2,2,0,0,2,4,4,2,0,2,0,2,0,0,4,4,4
7899,-1,0,0,0,0,-1,-1,2,0,0,-1,0,0,1,1,0,-2,0,0,0,0,0,2,0,2,6,0,0,2,2,4,2,2,0,2,2
7900,1,-3,2,0,0,-2,0,0,1,0,0,0,1,0,0,-1,1,0,2,2,2,2,0,12,0,4,0,0,2,4,0,2,2,4,4,0
7901,0,0,-1,0,-3,0,0,-2,-3,-5,-1,-2,0,0,0,0,0,-2,0,0,0,8,8,6,0,6,0,0,4,2,0,6,2,0,0,0
7902,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,2,0,2,2,0,0,0,2,2,0
7903,0,0,0,0,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
7904,1,-1,-3,0,0,1,0,0,1,0,1,-1,0,0,1,0,0,-2,2,0,0,0,0,4,0,6,2,2,0,0,2,2,2,6,2,6
7905,0,1,0,0,-2,0,-1,0,0,1,0,2,-2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,6,2,0
7906,0,-1,0,0,-3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,2,4,0,0,2,2,2,0,0,0,0,0,0,0
7907,0,1,1,0,0,0,0,3,3,-1,0,0,0,1,1,0,-1,0,0,2,2,0,10,0,0,4,4,2,0,0,0,2,0,0,0,0
7908,-1,-2,2,1,0,-1,0,0,-2,-1,1,0,4,0,1,2,0,-1,4,2,2,0,0,6,0,0,6,4,0,0,6,0,2,4,0,4
7909,-1,1,-2,0,0,0,0,0,1,4,0,0,-1,0,-4,2,0,1,4,2,0,0,0,2,0,0,2,0,2,6,0,0,2,4,0,2
7910,0,3,0,0,0,0,0,0,1,-1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0
7911,0,-3,-1,-1,0,1,0,0,4,4,0,0,-3,0,0,0,0,3,4,14,6,6,0,8,0,0,8,8,0,0,2,0,2,6,0,6
7912,0,0,-3,0,0,1,-1,0,0,1,0,0,0,-1,0,-1,1,5,0,4,0,0,0,4,0,2,2,0,0,0,0,2,2,0,2,10
7913,0,-2,1,0,0,1,2,-1,0,1,0,0,0,0,0,0,2,2,0,2,2,0,0,2,6,2,2,2,0,0,0,4,0,0,0,4
7914,0,-2,0,0,-1,0,0,2,0,0,-2,-2,0,1,0,0,-1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0
7915,-2,-1,2,0,0,0,0,0,0,1,0,0,-2,1,0,-1,0,0,4,2,4,0,0,2,0,0,0,2,2,0,0,2,2,2,0,0
7916,0,0,1,0,2,0,1,1,-1,-1,0,1,0,2,1,0,0,0,0,0,2,0,2,0,2,0,0,4,0,2,0,2,2,0,2,0
7917,1,0,2,0,-1,0,0,2,1,0,0,0,3,0,-3,0,1,0,2,0,4,0,0,0,0,2,2,0,2,0,6,2,0,0,8,0
7918,0,1,0,0,-3,-1,1,1,1,-5,-1,-1,0,0,0,0,-1,0,0,2,4,0,6,4,4,2,2,6,0,0,0,6,2,0,4,0
7920,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,2,-1,0,2,0,0,0,0,0,0,0,2,2,0,2,2,4,0,4,0
7921,0,-1,1,0,-1,-3,0,5,1,-2,-1,-3,1,-1,-2,0,-1,-2,0,0,4,0,2,10,0,10,2,2,2,2,2,8,2,0,4,2
7922,0,1,-1,3,4,1,0,-1,0,0,-1,1,0,-3,0,0,2,0,0,6,0,6,2,4,0,2,0,0,2,2,0,0,0,0,4,0
7923,1,2,0,1,0,0,-1,0,-1,4,1,1,0,0,1,-3,0,0,6,4,0,4,4,2,2,2,0,8,2,0,2,0,0,10,0,0
7924,0,0,-2,0,0,0,2,1,2,0,0,1,-1,0,-1,0,1,-1,0,0,0,0,2,0,4,2,2,2,0,4,0,2,0,0,2,0
7925,0,1,0,0,-1,-2,0,2,0,-1,0,-1,0,0,2,0,-1,0,0,0,0,0,4,2,0,0,0,0,0,2,0,2,0,0,4,0
7926,-1,-3,4,1,0,-1,0,0,0,0,1,-2,1,0,3,-3,0,-2,2,10,4,4,0,2,0,0,2,0,2,2,0,0,2,4,0,6
7927,0,0,0,0,2,0,0,2,-1,0,-1,-1,0,-4,3,0,-1,0,0,2,2,0,2,0,0,2,0,4,0,0,0,8,2,0,0,0
