CUSTNO,1분기 대비2분기 증감여부,2분기 대비3분기 증감여부,3분기 대비4분기 증감여부,4분기 대비5분기 증감여부,5분기 대비6분기 증감여부,6분기 대비7분기 증감여부,7분기 대비8분기 증감여부
9469,3,3,4,1,4,2,2
9470,4,4,2,2,2,2,2
9471,1,4,4,2,3,3,2
9472,1,4,2,2,4,2,4
9473,4,3,1,3,4,1,1
9474,4,1,2,4,3,2,4
9475,2,4,1,4,2,2,4
9476,2,3,3,1,4,2,4
9477,2,3,2,3,2,3,2
9478,2,3,3,1,3,3,2
9479,3,1,2,2,4,2,4
9480,1,3,3,2,2,3,3
9481,1,4,2,2,2,3,2
9482,3,2,2,3,3,1,3
9483,3,3,3,3,2,2,3
9484,3,3,4,2,2,3,3
9485,3,2,4,1,4,1,4
9486,3,1,3,1,4,3,2
9487,1,2,2,3,3,2,2
9488,4,3,2,3,3,2,2
9489,1,3,2,3,4,2,3
9490,3,4,1,1,3,2,3
9491,3,1,3,3,3,2,3
9492,2,3,2,3,3,1,3
9493,4,4,1,2,4,1,3
9494,1,3,1,2,2,3,4
9495,2,2,3,1,3,2,4
9496,2,3,3,2,3,2,3
9497,2,3,2,3,2,4,2
9498,3,4,1,3,3,3,3
9499,2,1,3,3,3,2,2
9500,3,2,3,2,3,2,2
9501,1,4,2,2,4,2,4
9502,4,1,3,2,3,4,3
9503,1,4,4,1,4,3,2
9504,3,3,3,1,4,1,2
9505,3,4,1,1,4,4,1
9506,1,3,2,2,2,1,4
9507,4,2,2,1,3,4,1
9508,2,3,3,2,2,3,2
9509,2,4,1,4,3,1,3
9510,2,1,4,2,4,3,2
9511,2,4,4,3,2,1,1
9512,2,1,3,3,3,1,4
9513,2,2,4,3,2,1,2
9514,4,3,2,3,3,3,2
9515,4,2,2,4,4,2,2
9516,3,2,2,3,1,3,3
9517,3,1,3,3,2,3,2
9518,4,1,1,3,4,1,2
9519,4,1,4,1,2,2,4
9520,1,4,1,4,2,2,3
9521,2,3,3,1,2,4,1
9522,2,2,2,2,3,2,4
9523,2,2,2,3,3,2,3
9525,2,2,2,2,3,3,3
9526,4,4,1,1,3,1,3
9527,3,2,2,3,3,2,3
9528,4,3,3,1,4,2,3
9529,4,3,3,2,2,4,1
9530,4,1,3,2,4,1,3
9531,3,2,2,3,2,3,3
9532,2,4,1,3,4,2,2
9533,3,2,2,2,3,3,1
9534,3,3,3,1,3,2,4
9535,1,3,1,4,4,3,3
9536,1,1,4,2,2,3,4
9537,1,4,1,3,1,4,2
9538,3,1,4,1,2,1,3
9539,4,2,2,2,2,3,4
9540,1,4,1,3,3,2,4
9541,3,2,4,1,4,2,1
9542,2,3,2,2,1,3,3
9543,1,3,4,2,1,1,4
9544,2,2,2,3,3,2,2
9545,2,3,3,1,4,3,2
9546,3,2,1,4,1,4,1
9547,3,1,3,4,1,2,4
9548,2,4,1,4,1,3,3
9549,3,3,3,2,1,3,2
9551,2,3,2,3,2,2,3
9553,2,3,2,2,3,3,2
9554,4,1,4,1,4,1,4
9555,4,4,1,4,3,3,3
9556,4,4,3,3,3,2,3
9558,4,2,2,3,2,2,3
9559,4,4,2,2,2,1,3
9560,3,3,2,2,3,2,2
9561,3,1,4,3,2,4,1
9562,4,3,2,2,2,4,1
9563,2,3,4,3,3,2,3
9564,4,3,3,2,4,3,2
9565,2,3,2,2,3,2,4
9567,4,1,3,1,1,4,2
9568,1,2,2,1,4,3,3
9569,2,4,3,4,1,2,3
9570,3,4,3,2,2,2,4
9571,2,2,2,3,2,2,2
9572,1,2,4,2,3,2,3
9573,2,4,2,2,2,2,2
9574,4,4,1,1,4,1,1
9575,1,4,3,2,2,3,2
9576,4,2,3,1,2,3,2
9577,4,4,2,1,4,3,1
9578,3,1,3,2,4,3,3
9579,2,3,2,4,2,3,1
9580,4,1,4,1,2,2,3
9581,4,3,2,3,1,3,4
9582,2,4,1,3,3,2,2
9583,4,2,4,2,1,3,4
9584,1,4,1,2,3,1,3
9585,1,4,3,2,4,2,1
9586,2,3,2,3,2,3,2
9587,2,2,2,4,1,3,3
9588,2,2,4,1,3,1,4
9589,1,4,2,2,1,2,2
9590,3,4,2,2,3,3,1
9591,2,2,3,2,2,3,1
9592,3,3,2,3,2,4,2
9593,1,4,2,1,3,2,2
9594,2,3,2,4,3,2,2
9595,2,4,3,2,3,3,3
9596,3,2,2,3,3,1,2
9597,3,3,1,1,3,4,3
9598,4,2,1,4,1,3,3
9599,3,3,2,3,3,2,2
9600,3,3,2,1,4,2,2
9601,2,1,4,3,2,2,2
9602,3,4,1,3,1,3,2
9603,2,1,2,3,4,3,2
9604,4,2,4,1,4,1,3
9605,3,4,1,2,2,3,1
9606,3,4,1,3,4,2,1
9607,4,2,2,3,3,2,3
9608,2,2,3,2,3,3,1
9609,4,1,4,1,2,4,2
9611,3,1,4,1,3,2,2
9612,4,1,3,1,1,3,1
9613,3,1,4,2,4,1,2
9614,2,4,1,3,4,1,2
9615,1,4,1,3,2,1,3
9616,4,1,3,2,3,2,3
9617,3,1,3,3,2,1,4
9618,3,2,2,3,2,3,3
9619,2,4,2,1,3,4,1
9620,2,3,2,2,1,3,4
9621,2,3,2,4,3,3,3
9622,2,4,2,3,1,4,2
9623,2,3,2,3,2,3,2
9624,2,1,3,4,2,1,3
9625,3,2,2,4,2,3,2
9626,4,3,1,4,2,2,2
9627,2,1,2,3,3,4,1
9628,3,1,3,1,4,1,4
9629,3,3,3,1,4,1,3
9630,4,3,2,1,1,4,4
9631,4,2,3,2,3,3,2
9632,3,2,2,3,2,2,2
9633,4,1,3,1,4,3,1
9634,3,1,3,3,2,2,2
9635,4,1,2,3,1,3,3
9636,1,3,4,3,2,1,3
9637,2,4,3,2,1,4,2
9638,2,4,2,3,4,1,3
9639,3,2,4,1,4,1,1
9641,1,2,3,3,4,2,2
9642,2,4,1,4,3,2,2
9643,2,4,1,1,4,3,1
9644,4,2,3,3,2,3,1
9645,1,2,2,2,4,3,2
9647,4,1,2,3,3,2,2
9648,2,2,3,2,3,2,3
9649,1,3,2,2,2,2,3
9650,3,2,3,2,2,4,1
9651,2,3,2,3,1,1,3
9652,3,2,2,2,2,2,2
9653,3,1,3,3,4,3,3
9654,2,2,3,1,3,4,2
9655,3,4,3,3,1,3,3
9656,3,3,3,3,2,1,4
9657,3,1,4,1,4,3,4
9658,1,4,2,1,4,1,4
9659,4,3,3,2,3,3,3
9660,3,2,3,2,3,1,1
9661,1,4,3,1,2,3,2
9662,2,1,4,3,2,2,3
9663,2,4,3,3,1,3,1
9664,2,3,4,2,3,2,2
9665,3,1,4,1,4,1,4
9666,1,3,2,1,4,2,1
9667,1,3,2,4,3,3,1
9668,4,2,3,4,1,3,4
9669,2,3,2,2,1,3,4
9670,2,2,3,3,1,2,2
9671,2,2,3,1,1,1,4
9672,3,2,2,2,4,3,3
9673,2,2,4,2,1,3,1
9675,3,2,2,2,3,1,1
9676,3,2,2,2,1,4,3
9677,3,3,2,2,3,3,2
9678,2,4,2,3,2,2,2
9679,2,3,2,3,3,2,1
9680,2,3,1,3,4,1,4
9681,3,2,2,2,2,4,2
9682,3,2,3,2,3,2,2
9683,1,1,4,1,1,1,4
9684,3,3,3,2,2,3,3
9685,4,4,2,2,3,1,4
9686,1,3,1,2,4,3,4
9687,4,1,3,3,2,2,1
9688,4,1,1,4,4,2,2
9689,1,4,4,1,2,4,1
9690,4,4,1,2,4,2,4
9691,1,3,3,3,2,3,3
9692,1,4,4,3,1,2,4
9693,2,4,3,2,2,2,3
9694,1,2,3,3,2,2,3
9695,3,2,2,2,3,1,1
9696,3,2,2,3,2,3,1
9697,4,1,4,2,4,2,1
9698,3,2,3,1,4,1,3
9699,4,3,1,2,3,2,3
9700,4,2,3,2,4,2,1
9701,4,1,3,3,2,2,3
9702,3,3,2,2,2,3,3
9703,1,4,2,2,2,3,3
9704,4,1,3,4,1,4,3
9705,4,4,1,3,2,2,3
9706,2,4,2,3,2,1,3
9707,4,1,4,4,1,3,3
9708,4,1,2,1,2,3,2
9709,3,4,3,1,3,1,3
9710,4,1,1,3,2,4,1
9711,2,4,1,2,3,3,3
9712,3,1,4,2,4,3,2
9713,4,2,3,3,3,2,3
9714,3,3,3,2,1,1,4
9715,1,2,2,2,4,4,1
9716,4,2,2,3,4,3,2
9717,4,4,1,4,2,2,2
9718,2,3,2,2,3,2,3
9719,1,4,4,1,4,4,1
9720,4,1,4,2,1,2,3
9721,3,4,2,3,3,3,2
9722,2,2,4,2,3,3,3
9723,4,1,3,3,2,2,2
9724,3,2,3,2,4,2,3
9725,2,3,3,2,2,2,3
9726,4,2,2,1,4,1,4
9727,2,3,3,3,3,1,3
9728,4,3,2,3,2,1,2
9729,2,4,1,4,4,1,4
9730,3,1,3,2,4,3,1
9731,4,4,1,3,4,3,3
9732,3,2,1,4,2,2,2
9733,3,3,2,4,2,2,4
9734,1,2,4,2,4,1,3
9736,4,3,4,4,1,4,3
9737,4,1,3,2,3,1,4
9738,1,1,4,4,3,3,2
9739,1,4,2,1,3,2,4
9740,2,4,2,3,1,3,3
9741,2,4,2,4,3,2,2
9742,3,2,3,3,3,2,2
9743,2,3,3,2,2,3,3
9744,3,4,2,4,1,2,3
9745,3,4,2,3,3,3,3
9746,1,4,2,1,4,3,3
9747,3,2,3,2,4,1,3
9748,1,4,2,4,1,4,1
9749,3,2,1,3,1,3,2
9750,2,3,2,4,1,2,2
9751,3,1,4,2,3,1,4
9752,3,2,4,1,4,3,3
9753,4,1,4,3,2,1,3
9754,1,4,3,3,1,3,1
9755,4,3,3,4,2,2,3
9756,1,3,2,1,2,2,4
9757,3,2,2,1,1,2,2
9758,4,1,4,1,3,1,3
9759,3,1,2,4,2,3,1
9760,3,2,3,2,3,1,3
9761,1,4,4,1,2,3,1
9762,2,3,4,2,2,4,3
9764,3,2,2,4,2,2,4
9767,3,4,1,1,2,4,3
9768,2,1,3,1,4,3,3
9770,4,1,3,1,4,1,4
9771,3,3,3,4,3,2,2
9772,4,2,2,4,4,1,3
9773,2,2,3,3,2,2,3
9774,1,4,3,3,2,2,2
9775,4,1,4,2,3,1,2
9776,4,1,4,1,1,2,1
9777,1,3,2,3,2,3,1
9778,1,2,4,1,2,4,1
9779,4,2,3,2,2,4,1
9781,2,4,1,3,3,2,4
9782,2,2,2,2,3,3,2
9783,2,4,2,3,2,4,1
9784,4,1,1,4,2,3,1
9785,2,4,1,2,4,3,2
9786,3,3,2,1,4,3,2
9787,3,4,2,2,3,4,1
9788,1,4,1,1,2,1,4
9789,1,2,2,2,4,1,3
9790,3,3,4,2,1,3,1
9791,2,2,3,3,3,2,2
9792,4,1,4,1,3,2,3
9793,4,1,4,1,3,1,1
9794,4,2,1,3,4,2,2
9795,1,3,3,2,4,3,2
9796,4,3,3,3,2,3,1
9797,3,2,3,1,3,1,4
9798,4,1,2,2,3,2,4
9799,1,4,2,4,1,3,4
9800,3,2,3,3,3,2,2
9801,3,3,2,2,2,2,4
9802,3,1,4,2,2,2,4
9803,1,2,4,2,3,2,3
9804,4,1,4,2,4,1,2
9805,4,3,3,2,3,2,1
9806,1,3,1,2,2,4,1
9807,1,4,2,4,2,3,1
9808,1,1,4,1,2,4,3
9809,3,3,3,3,3,4,1
9810,1,1,4,2,4,4,1
9811,2,3,3,3,2,1,2
9812,3,1,3,3,4,3,2
9814,1,4,4,2,1,1,2
9815,3,3,2,3,3,4,1
9816,2,3,2,3,3,1,1
9817,4,3,3,1,3,2,3
9818,4,3,3,2,4,1,1
9819,1,3,2,3,2,3,2
9820,3,2,3,3,3,2,1
9821,2,4,1,2,4,1,4
9822,2,1,4,2,2,2,3
9823,1,1,4,4,3,3,3
9824,3,2,1,4,3,3,2
9825,4,2,3,3,2,1,2
9826,4,3,1,4,2,2,1
9827,4,1,2,3,3,3,3
9828,2,2,2,4,3,1,3
9829,3,1,3,1,1,4,1
9830,2,3,4,1,1,4,2
9831,3,3,2,3,3,1,4
9832,4,2,4,3,2,2,3
9833,1,4,4,4,1,2,4
9834,2,3,3,4,1,4,2
9835,3,3,2,4,1,2,2
9836,2,4,4,1,2,2,2
9837,2,4,4,1,4,1,1
9838,2,2,2,2,2,2,1
9839,1,4,4,1,2,3,4
9840,2,4,1,3,3,2,3
9841,3,3,3,4,4,1,4
9842,2,3,1,3,3,2,4
9843,4,2,4,3,3,1,4
9844,1,1,4,2,2,2,2
9845,1,1,4,2,4,1,4
9846,4,3,2,3,2,3,1
9848,3,3,3,2,3,2,3
9849,2,3,2,3,3,1,3
9850,3,2,2,2,3,2,3
9851,4,2,2,3,4,2,2
9852,2,3,3,3,1,4,1
9853,4,1,4,2,3,2,1
9854,3,2,3,4,2,1,4
9855,3,4,3,1,2,4,1
9856,4,4,2,2,1,4,1
9857,3,3,3,3,3,2,2
9858,1,4,3,3,2,3,2
9859,2,4,1,3,4,2,2
9860,2,3,4,4,1,4,1
9861,3,4,1,3,2,4,1
9862,1,4,3,1,4,3,1
9863,4,1,3,3,3,4,3
9864,1,2,3,2,2,4,2
9865,4,1,1,4,4,3,2
9866,1,4,1,2,2,1,4
9867,4,3,2,2,3,2,3
9868,4,2,2,4,2,2,3
9869,2,3,2,3,4,1,4
9870,3,3,2,3,2,3,2
9871,2,3,1,3,4,2,3
9872,3,2,4,2,3,3,4
9873,1,4,2,4,2,3,2
9874,2,2,4,3,1,3,3
9875,1,4,1,3,1,1,1
9876,4,1,3,4,3,2,2
9877,3,3,2,2,4,1,2
9879,1,4,1,1,3,4,1
9880,4,2,1,2,4,3,2
9881,2,2,3,2,1,4,1
9882,4,2,2,3,3,3,2
9883,4,4,1,3,4,1,3
9884,3,1,4,2,3,3,1
9885,2,3,2,3,1,3,3
9886,3,3,2,1,3,3,2
9887,2,3,2,3,2,1,4
9889,1,3,4,1,4,4,3
9890,2,1,3,2,2,2,2
9891,4,2,3,4,2,2,3
9892,2,2,2,2,4,2,4
9893,2,3,2,3,2,4,1
9894,2,2,2,2,3,3,3
9895,3,2,4,1,4,2,3
9896,3,3,2,2,2,4,2
9897,2,2,4,1,4,2,2
9898,2,3,3,2,2,3,3
9899,3,4,2,3,1,4,4
9900,1,1,3,3,4,2,2
9901,3,3,2,2,3,2,1
9902,4,2,2,2,3,2,3
9903,2,1,2,4,2,3,4
9904,2,3,4,4,1,3,2
9905,2,3,2,3,2,3,1
9906,2,3,3,1,3,4,1
9907,1,4,3,2,2,3,3
9908,2,3,1,1,4,1,4
9909,4,2,2,3,4,2,2
9910,1,4,1,2,2,3,2
9911,2,2,4,2,2,3,2
9912,2,3,3,3,2,2,2
9913,4,1,3,3,2,3,2
9914,3,2,2,2,2,3,3
9915,3,3,3,1,3,3,2
9916,1,2,2,2,2,1,3
9917,3,2,3,2,3,2,2
9918,4,2,3,4,3,1,3
9919,3,2,1,4,3,1,3
9920,1,4,3,1,2,3,2
9921,4,1,4,2,3,2,4
9922,3,2,2,3,2,1,3
9923,3,3,3,1,4,2,3
9924,3,3,2,3,3,2,3
9925,2,4,1,3,3,1,4
9926,4,1,2,4,4,1,2
9927,4,2,2,1,4,1,3
9928,4,2,4,3,3,3,2
9929,4,3,3,2,2,3,2
9930,3,2,2,3,4,2,1
9931,1,2,4,1,4,1,3
9932,2,2,3,2,2,3,2
9933,2,2,4,3,1,3,3
9934,4,2,3,2,3,1,4
9935,3,2,3,2,3,2,2
9936,4,1,3,2,3,2,2
9937,3,1,2,3,2,1,4
9938,3,2,2,4,2,3,3
9939,2,2,1,3,4,1,2
9940,1,2,3,3,2,3,2
9941,4,2,3,2,3,1,1
9942,2,3,3,3,3,2,2
9943,2,3,2,1,3,2,1
9944,2,3,2,3,2,2,3
9945,3,1,3,2,2,3,3
9946,2,4,3,3,2,4,2
9947,4,1,3,4,1,2,4
9948,2,4,2,2,3,3,2
9949,3,2,3,2,3,2,3
9950,4,1,2,3,2,4,1
9951,2,4,2,2,3,1,4
9952,3,2,4,1,2,3,2
9953,4,4,1,4,3,1,2
9954,3,2,2,3,2,3,2
9955,1,3,3,3,2,2,3
9956,2,2,3,2,2,3,3
9957,2,3,3,3,3,3,1
9958,1,2,3,2,3,3,3
9959,1,3,3,2,3,1,3
9960,1,3,3,3,1,4,1
9961,3,2,3,2,3,2,3
9962,1,4,2,2,2,2,3
9963,3,2,3,4,2,3,1
9964,2,2,2,3,3,3,1
9965,2,3,3,3,2,2,2
9966,2,2,2,2,3,3,2
9967,4,3,2,3,3,2,3
9968,3,4,2,2,3,3,2
9969,2,3,2,3,3,1,4
9970,4,4,4,1,1,3,2
9971,3,2,2,3,2,2,4
9973,2,4,1,4,3,3,3
9974,3,2,2,3,2,2,3
9975,4,3,4,3,1,2,3
9976,2,3,4,2,3,2,3
9977,2,1,3,3,2,2,3
9978,4,2,3,3,2,2,3
9980,2,3,3,2,2,2,2
9981,2,2,3,2,3,2,2
9982,2,2,4,2,3,3,3
9983,3,2,2,2,3,2,3
9984,2,2,3,2,2,2,4
9985,3,2,3,2,3,3,3
9986,2,2,3,3,1,2,3
9987,1,3,3,2,2,1,2
9988,3,2,3,2,3,2,2
9989,2,3,2,1,2,4,3
9990,1,3,2,4,2,2,2
9991,2,2,3,3,1,3,2
9992,3,2,3,3,3,2,3
9993,3,3,2,2,2,3,2
9994,2,3,3,1,3,4,2
9995,3,2,3,3,1,3,3
9996,2,4,1,3,4,1,2
9997,4,2,3,4,4,2,2
9998,2,4,2,2,2,3,2
9999,4,1,3,3,2,2,2
10000,1,1,4,1,2,4,2
10002,3,2,2,2,4,3,2
10003,2,2,3,2,2,2,2
10004,3,2,2,2,3,1,3
10005,2,2,3,2,2,3,2
10006,3,1,4,1,3,2,3
10007,1,4,2,3,2,3,2
10008,2,3,2,4,2,3,1
10009,2,3,3,2,2,3,2
10010,3,3,3,2,3,1,4
10011,4,1,3,3,2,3,2
10012,2,2,3,3,2,2,2
10013,3,3,2,3,2,3,2
10014,2,3,3,2,1,2,3
10015,2,2,2,3,2,2,3
10016,2,2,2,3,2,2,3
10017,4,3,1,3,2,2,3
10018,2,2,3,3,2,2,3
10019,3,2,2,3,3,1,3
10020,2,3,2,2,4,1,4
10021,1,4,3,2,1,4,1
10022,1,4,2,4,1,4,1
10023,2,4,2,1,1,4,3
10024,2,2,2,4,2,1,3
10025,4,1,1,3,3,2,2
10026,3,2,3,2,3,2,3
10027,2,3,3,2,3,3,3
10028,3,3,2,3,3,2,2
10029,3,2,2,2,2,3,3
10030,2,2,4,1,3,2,3
10031,3,4,3,3,1,3,4
10032,2,4,3,2,2,3,2
10033,3,2,3,3,3,2,2
10034,2,2,3,3,3,2,3
10035,4,3,2,2,3,2,1
10036,1,3,4,1,3,3,2
10037,2,3,2,3,3,3,2
10038,2,3,2,3,2,2,3
10039,3,3,2,3,2,2,3
10040,2,3,3,3,2,1,2
10041,3,3,2,3,2,3,3
10042,3,2,3,1,4,3,2
10043,2,2,2,3,2,3,2
10044,3,2,3,2,4,2,2
10045,2,3,2,2,3,3,3
10046,3,2,2,2,2,2,3
10047,2,1,4,3,3,4,1
10048,4,2,2,3,4,2,1
10049,2,2,2,3,4,2,3
10050,3,2,3,3,3,2,2
10051,4,1,4,2,3,2,1
10052,4,2,3,2,3,4,2
10053,2,2,2,2,3,2,2
10054,2,3,4,3,1,3,2
10055,4,1,2,2,2,3,3
10056,3,1,3,4,2,1,3
10057,1,3,2,2,2,3,2
10058,3,4,2,2,3,2,3
10059,3,4,3,2,4,1,1
10060,1,3,2,3,2,3,2
10061,3,2,3,1,3,4,1
10062,1,2,1,4,2,4,2
10063,3,2,3,3,3,2,3
10064,3,1,4,3,1,4,1
10065,3,2,3,2,2,4,2
10066,2,4,3,1,2,4,1
10067,4,2,3,1,4,2,2
10068,2,3,1,1,3,1,1
10069,3,3,3,2,3,2,3
10070,3,3,2,2,2,3,2
10071,2,4,1,3,3,2,2
10072,2,3,2,2,2,3,2
10073,3,2,2,3,3,2,3
10074,2,4,2,1,3,3,2
10075,2,3,2,3,2,3,2
10076,3,3,2,2,3,4,1
10077,2,3,2,3,2,4,1
10078,3,2,3,2,2,3,3
10079,3,3,2,2,3,3,3
10080,3,2,3,3,4,2,2
10081,4,2,1,3,2,2,3
10083,4,3,3,3,3,2,3
10084,1,3,3,2,3,2,2
10085,3,4,1,4,1,3,2
10086,1,3,3,1,2,3,3
10087,3,1,3,2,3,2,3
10088,3,3,1,3,2,3,2
10089,2,3,2,3,2,3,2
10090,2,2,4,3,2,3,3
10091,3,2,3,3,2,3,3
10092,2,2,4,3,2,2,3
10093,2,3,3,3,3,3,3
10094,2,2,3,2,3,2,3
10095,2,3,3,2,4,2,3
10096,4,1,1,4,1,4,3
10097,3,3,3,2,2,1,3
10098,4,1,2,2,3,2,2
10099,4,4,2,2,3,2,3
10100,3,2,3,2,2,3,3
10101,1,3,2,3,2,3,1
10102,3,2,3,2,2,2,3
10103,2,2,4,1,2,2,3
10104,3,2,2,3,3,2,3
10105,2,2,3,2,3,2,3
10106,3,3,2,2,3,2,3
10107,2,3,2,4,1,2,3
10108,2,2,3,2,2,3,3
10109,1,4,2,3,3,3,3
10110,3,2,3,4,2,2,3
10111,2,3,2,4,2,1,3
10112,4,1,2,3,2,2,3
10113,1,3,4,2,3,3,2
10114,2,3,3,2,2,1,3
10115,3,3,2,3,1,1,3
10116,1,3,2,3,3,2,2
10117,3,2,3,1,4,2,4
10118,2,3,3,2,2,3,2
10119,4,2,3,3,3,1,4
10121,3,2,2,3,4,2,2
10122,4,4,2,2,4,2,3
10123,2,3,1,3,3,2,2
10124,2,2,3,3,3,2,3
10125,3,3,1,2,3,1,4
10126,3,2,3,2,3,2,3
10127,1,3,3,2,4,1,3
10128,4,2,3,2,2,2,3
10129,3,3,2,3,3,2,3
10130,2,4,1,3,4,1,3
10131,1,3,2,2,4,3,2
10132,2,3,2,3,2,3,2
10133,4,1,4,2,2,3,2
10134,2,3,3,3,2,3,2
10135,4,2,2,2,3,3,3
10136,2,2,3,2,3,1,4
10137,3,2,3,2,3,1,4
10138,3,2,3,2,2,2,1
10139,3,1,3,2,3,3,2
10140,1,3,3,2,3,3,2
10141,3,2,3,3,2,2,3
10142,2,3,3,2,3,3,2
10143,2,3,2,3,3,2,3
10144,2,4,2,3,1,4,2
10145,3,3,3,3,1,3,2
10146,1,4,3,2,2,2,1
10147,3,2,3,2,2,4,1
10148,3,3,2,4,2,3,2
10149,3,2,2,2,3,3,3
10150,2,3,2,3,1,4,1
10151,3,3,3,1,3,2,3
10152,3,2,3,2,2,3,3
10153,2,2,3,1,3,3,3
10154,3,3,3,3,2,2,3
10155,2,2,4,3,1,4,3
10156,2,1,4,2,1,4,2
10157,3,3,3,1,4,2,1
10158,2,2,3,2,2,1,2
10159,2,3,3,3,2,3,2
10160,2,3,4,3,2,1,4
10161,3,3,2,3,3,2,3
10162,3,2,3,3,2,3,3
10163,2,3,3,2,3,2,3
10164,2,2,3,3,4,4,1
10165,2,4,1,3,1,2,4
10166,3,2,3,2,3,2,3
10167,2,3,2,2,3,2,3
10168,1,2,1,3,3,3,1
10169,1,3,2,4,1,4,2
10170,2,2,3,2,4,2,4
10171,2,4,2,3,2,2,2
10172,2,3,2,3,2,4,2
10173,1,4,2,3,3,3,3
10174,2,3,3,2,2,3,2
10175,4,3,2,3,1,3,2
10176,1,4,2,2,3,2,3
10177,3,3,2,3,1,4,3
10178,1,4,4,2,1,3,3
10179,2,2,1,4,2,2,4
10180,3,3,2,2,2,3,2
10181,3,3,3,2,3,3,2
10182,3,2,3,2,3,2,2
10183,3,2,3,1,3,3,2
10184,3,3,3,2,2,1,4
10185,3,4,2,2,2,3,2
10186,4,1,4,1,3,2,3
10187,3,2,3,3,2,3,2
10188,2,3,2,3,1,3,3
10189,2,3,3,3,2,2,2
10190,4,3,2,2,3,2,2
10191,3,2,2,3,2,2,3
10192,3,3,2,3,3,1,3
10193,1,3,2,2,3,2,4
10194,2,3,3,2,3,3,1
10195,3,3,3,2,1,1,2
10196,3,4,2,1,2,4,1
10197,1,4,3,4,1,2,2
10198,3,2,3,1,3,2,3
10199,2,3,3,1,3,1,3
10200,4,1,3,3,2,2,4
10201,2,2,3,2,3,1,3
10202,3,2,3,3,3,2,2
10203,3,2,3,3,1,3,2
10204,2,2,3,2,4,2,2
10205,4,1,4,3,2,2,2
10206,1,3,3,2,3,2,2
10207,2,3,2,2,3,2,3
10208,1,4,3,2,2,2,2
10209,3,1,4,3,2,2,3
10210,4,1,3,3,1,3,4
10211,3,2,2,3,2,2,3
10212,2,3,2,2,3,3,2
10213,4,3,1,4,1,3,4
10214,1,4,1,4,2,4,2
10215,3,4,3,3,2,2,2
10216,2,3,2,3,3,3,2
10218,3,3,3,3,4,1,2
10219,2,3,3,3,3,2,2
10220,2,2,2,3,2,2,3
10221,4,4,1,1,3,4,2
10222,4,1,2,2,4,2,2
10223,3,3,3,2,2,3,1
10224,3,2,2,1,4,1,4
10225,3,3,2,2,4,3,3
10226,3,2,3,2,3,3,2
10227,3,2,3,3,2,3,3
10228,3,4,2,4,3,2,2
10229,2,2,3,2,3,2,2
10230,1,4,3,2,2,3,2
10231,2,3,3,2,3,2,4
10232,3,2,2,3,2,3,3
10233,2,3,3,2,3,2,3
10234,3,3,2,3,3,2,2
10235,3,1,4,2,2,3,2
10236,2,2,3,2,3,3,3
10237,2,2,3,1,3,2,3
10238,2,2,3,3,2,2,3
10239,3,4,3,4,3,2,3
10240,2,3,1,3,3,3,2
10241,2,3,4,2,2,2,4
10242,3,3,3,2,2,2,3
10243,3,3,2,2,3,3,2
10244,3,2,2,3,3,2,2
10245,2,2,2,3,3,3,2
10246,2,3,2,2,3,2,3
10247,2,3,2,3,2,4,2
10248,2,3,3,2,3,2,2
10249,4,1,4,2,3,3,1
10250,1,3,2,3,2,3,3
10251,2,3,2,3,3,3,1
10252,2,2,2,3,2,3,3
10253,1,3,1,4,1,4,1
10254,4,3,3,2,2,4,2
10255,2,3,4,2,2,2,3
10256,1,2,3,1,3,3,2
10257,1,3,3,2,2,3,3
10258,2,3,3,2,3,2,2
10259,2,3,3,3,2,3,3
10260,3,3,2,2,3,2,3
10261,3,2,2,2,2,3,3
10262,1,4,3,2,2,3,1
10263,3,2,2,4,2,2,2
10264,2,3,4,2,2,3,3
10265,3,3,1,1,4,3,2
10266,2,3,1,2,3,3,2
10267,3,3,2,2,2,3,3
10268,3,3,1,3,1,3,2
10269,3,1,3,4,3,1,3
10270,3,2,3,3,2,3,3
10271,4,1,2,1,2,4,3
10272,4,3,2,2,3,1,3
10273,2,3,2,3,3,2,3
10274,2,3,3,2,2,2,3
10275,2,2,3,1,3,2,4
10276,2,3,3,2,2,1,4
10277,3,2,3,1,2,2,3
10278,2,2,3,2,2,2,3
10279,2,2,2,3,3,3,3
10280,3,2,2,2,2,2,3
10281,3,2,3,2,2,2,4
10282,3,3,3,1,2,4,2
10283,3,3,2,2,2,1,4
10284,3,3,1,4,1,4,2
10285,2,3,3,2,3,2,2
10286,1,4,2,3,4,2,2
10287,3,4,2,3,2,3,1
10288,1,2,3,1,3,3,3
10289,2,4,2,3,2,3,3
10290,3,1,2,3,2,3,3
10291,3,3,2,4,1,3,2
10292,2,2,3,3,2,3,2
10293,3,3,3,2,3,2,2
10294,1,4,2,2,3,3,1
10295,3,2,3,4,4,1,4
10296,2,3,2,1,3,3,2
10297,2,1,3,2,3,3,1
10298,3,3,2,4,2,2,2
10299,2,2,3,3,2,2,3
10300,2,3,3,2,3,3,2
10301,2,3,3,2,2,3,3
10302,1,3,1,4,3,2,2
10303,2,2,3,3,2,1,4
10304,3,2,2,4,3,2,1
10305,1,4,2,3,2,4,1
10306,3,3,2,2,3,1,3
10307,2,2,2,3,3,1,3
10308,3,2,3,3,2,3,3
10309,2,3,2,2,3,3,2
