CUSTNO,Monetary_가전/레저취미/멀티샵_저가_증감여부_q2_q1,Monetary_가전/레저취미/멀티샵_저가_증감여부_q3_q2,Monetary_가전/레저취미/멀티샵_저가_증감여부_q4_q3,Monetary_가전/레저취미/멀티샵_저가_증감여부_q5_q4,Monetary_가전/레저취미/멀티샵_저가_증감여부_q6_q5,Monetary_가전/레저취미/멀티샵_저가_증감여부_q7_q6,Monetary_가전/레저취미/멀티샵_저가_증감여부_q8_q7,Monetary_가전/레저취미/멀티샵_저가_q2_q1_로그변환,Monetary_가전/레저취미/멀티샵_저가_q3_q2_로그변환,Monetary_가전/레저취미/멀티샵_저가_q4_q3_로그변환,Monetary_가전/레저취미/멀티샵_저가_q5_q4_로그변환,Monetary_가전/레저취미/멀티샵_저가_q6_q5_로그변환,Monetary_가전/레저취미/멀티샵_저가_q7_q6_로그변환,Monetary_가전/레저취미/멀티샵_저가_q8_q7_로그변환
8880,3,1,4,1,3,4,1,10.495225953210483,-11.36679435628906,11.084039695820312,-10.847697713287713,9.042267523826544,11.365305016240017,-11.593911396229679
8881,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.038382640708171,-9.038382640708171
8882,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8884,1,3,2,3,1,3,1,-10.928460964773645,9.33616176808706,-8.694308941817665,10.366360762671597,-10.737847533974975,7.572370435787209,-9.000322493490033
8885,4,3,2,1,3,3,1,10.357152138700037,10.78853380842673,-9.399382946434224,-11.093419732082635,7.52866602989112,8.863984908589364,-9.31086158600693
8886,3,4,3,1,4,1,4,-4.013732418850505,11.445478646065844,8.58643096182582,-11.57675527504216,9.073271013640593,-9.073271013640593,10.499495297888592
8887,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8888,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8889,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8890,4,1,0,0,4,1,1,10.563163403792514,-10.563163403792514,0.0,0.0,10.5168838757462,-10.460389496601358,-7.6156483392108765
8891,2,1,4,3,2,3,2,-10.106370880243318,-11.481262864657968,10.382167626233056,9.352869105517296,-9.197126925268517,10.864373087396295,-10.550063776731866
8893,1,0,0,0,0,0,0,-11.011560041367776,0.0,0.0,0.0,0.0,0.0,0.0
8894,1,1,4,1,4,3,2,-12.048687460658838,-10.649753788288171,12.554879617046936,-12.554879617046936,10.663483657827141,10.764506100986788,-11.055018253842105
8895,1,4,1,3,1,0,0,-7.662109868911347,11.217945722791669,-11.12387550243385,9.085980173350942,-9.649578247192713,0.0,0.0
8896,0,4,1,4,2,2,1,0.0,9.119342466095366,-9.119342466095366,9.453477332930209,-8.842305340694727,-7.937225215390859,-8.017611404203926
8897,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8898,1,4,1,0,4,2,1,-11.73748852355822,9.630124278233177,-9.630124278233177,0.0,11.058278432801005,-10.408435219042543,-10.220382619718928
8899,4,2,2,1,4,1,4,10.781264095323214,-9.331655927742373,-9.346013411121778,-10.141323355737068,8.488914310328726,-8.488914310328726,8.248569532750206
8900,4,4,1,3,2,3,2,9.404281338406115,11.314647653278184,-11.270550367866893,9.610226250304486,-9.277874407991575,10.091164218109016,-9.719221166251666
8901,1,4,2,3,2,1,3,-9.819187723294824,10.104513931705036,-8.412645015558342,3.642424853355181,-8.16441659283625,-9.758495679651089,8.369506159491722
8902,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,11.530379585121045,-11.530379585121045,7.963476925529927
8903,4,2,1,0,4,1,4,7.974888080207235,-7.233816216080354,-7.328130480326707,0.0,8.6712015771173,-8.6712015771173,8.734940044532278
8904,4,1,0,0,0,0,0,9.230743882510186,-9.230743882510186,0.0,0.0,0.0,0.0,0.0
8905,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,9.31999324741902,-8.899481818629873
8906,0,0,4,1,4,2,3,0.0,0.0,9.97718910861892,-9.97718910861892,10.047738206068797,-9.546424196447402,6.108726099904196
8907,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8908,0,0,4,2,3,4,1,0.0,0.0,9.918567069641476,-9.541667924524782,7.988193353793381,10.722254882226636,-10.909157124152902
8909,1,0,0,0,0,0,0,-9.858916301893197,0.0,0.0,0.0,0.0,0.0,0.0
8910,0,0,0,4,1,0,0,0.0,0.0,0.0,10.063207105114142,-10.063207105114142,0.0,0.0
8911,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8912,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8913,0,0,4,1,4,2,2,0.0,0.0,12.980852468252781,-12.980852468252781,11.577940539875769,-10.538511904631951,-10.043613517241546
8914,4,1,4,2,1,4,1,8.810941155811989,-8.810941155811989,10.972123598023957,-10.339119592844643,-10.215019872425463,11.403891477797803,-11.293334376877443
8915,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8916,0,4,2,1,0,4,1,0.0,10.761481869490698,-9.757814746839752,-10.304968196859326,0.0,10.559620458848235,-10.559620458848235
8917,4,3,1,4,1,2,2,11.196639131861033,11.64627952997655,-12.139663162905492,10.74104492881642,-10.255138020917556,-8.954798794877323,-8.654088973278096
8918,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.417374678777904,-11.417374678777904
8919,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8920,1,0,0,0,4,2,1,-10.04998659987367,0.0,0.0,0.0,10.280502317770628,-9.954355348571694,-9.00157312117916
8921,1,1,4,1,0,4,1,-8.500828114565582,-7.285421442659543,10.797734321713223,-10.797734321713223,0.0,8.020949206780903,-8.020949206780903
8922,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8923,4,3,1,4,1,1,0,9.823763770249931,10.239675391535874,-10.746313972043854,12.672277875210517,-12.63816581954405,-9.277259444484104,0.0
8924,1,0,0,0,0,0,0,-8.885553259016913,0.0,0.0,0.0,0.0,0.0,0.0
8925,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.311767342034406,-11.311767342034406
8926,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8927,4,4,1,0,0,0,0,8.265822191818053,9.412593450957077,-9.688389466413522,0.0,0.0,0.0,0.0
8928,0,0,4,1,1,4,3,0.0,0.0,11.098638272698597,-11.032326107385666,-8.352519324072755,9.80238509916181,10.664859619350104
8929,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,7.978225834827418,-7.978225834827418,0.0
8930,3,3,2,4,1,4,1,9.927178581414294,10.971283323969233,-10.695452331390353,11.853043370744523,-11.864595847351074,12.067752948743747,-12.31622026225068
8931,3,2,3,2,3,2,3,10.897618912848248,-11.384698930612869,12.409645389749404,-12.192618983380795,11.767343356078351,-11.471629799456016,12.092686008919891
8932,4,1,0,0,0,0,0,8.633852316443694,-8.633852316443694,0.0,0.0,0.0,0.0,0.0
8933,3,1,0,0,4,1,0,8.917160574937968,-9.321707140651508,0.0,0.0,7.285421442659543,-7.285421442659543,0.0
8934,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8935,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8936,4,1,0,0,4,1,0,9.818486999653777,-9.818486999653777,0.0,0.0,10.175145612694132,-10.175145612694132,0.0
8937,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.321707140651508,-9.321707140651508,0.0
8938,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8939,0,0,4,1,4,1,0,0.0,0.0,7.27067762569855,-7.27067762569855,8.584205786639513,-8.584205786639513,0.0
8940,0,4,1,4,1,0,0,0.0,9.966577737854706,-9.966577737854706,11.58362209798659,-11.58362209798659,0.0,0.0
8941,1,0,0,0,0,0,0,-9.271171459295404,0.0,0.0,0.0,0.0,0.0,0.0
8942,1,0,0,0,0,4,1,-7.994871103951292,0.0,0.0,0.0,0.0,8.62511616707771,-8.62511616707771
8943,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8944,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.172192530356323,-8.172192530356323
8945,0,0,0,0,4,3,4,0.0,0.0,0.0,0.0,6.775052687375708,7.051842438059547,8.79352637094207
8946,4,2,3,2,1,4,2,11.630280167159347,7.054408626862656,11.171459691001473,-11.602225251583398,-11.16310027624085,10.30470812383136,-9.976575221812391
8947,0,4,1,0,4,1,0,0.0,10.92935946567073,-10.92935946567073,0.0,10.36054238734089,-10.36054238734089,0.0
8948,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8949,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8950,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8951,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.769699557274812,-9.769699557274812,0.0
8952,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.713932119823328,-8.713932119823328
8953,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8954,3,3,1,0,0,0,4,8.615008108051422,9.591669431589876,-10.255675576268978,0.0,0.0,0.0,11.016832013617897
8955,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8956,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8957,3,2,1,4,3,1,0,8.362040119111365,-8.906810812852058,-8.72319923297771,9.806967844234133,8.642656232211495,-10.117989440365829,0.0
8958,1,4,1,4,1,1,4,-7.980435324331389,11.450308143991842,-11.450308143991842,9.44510974222091,-9.043922877055627,-8.338124912022469,10.688823524774355
8959,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.474163363111536
8960,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8961,1,0,4,1,4,1,4,-8.537304218754803,0.0,11.791777886771566,-11.791777886771566,11.464248617758987,-11.464248617758987,9.855288837135243
8962,4,1,1,0,4,1,1,10.5168838757462,-10.408195181853229,-8.244027054326128,0.0,10.387857344946983,-10.100212965006088,-9.00157312117916
8963,1,0,0,0,0,0,0,-9.250970672347815,0.0,0.0,0.0,0.0,0.0,0.0
8964,0,0,0,4,1,0,0,0.0,0.0,0.0,10.839712880012597,-10.839712880012597,0.0,0.0
8965,4,3,1,4,2,1,0,8.187881500731333,8.719714107173036,-9.181788849668859,8.726512421620486,-8.088917890350016,-7.974888080207235,0.0
8966,0,0,4,1,0,0,0,0.0,0.0,10.042613972265558,-10.042613972265558,0.0,0.0,0.0
8967,0,0,4,1,0,4,2,0.0,0.0,9.51783213127341,-9.51783213127341,0.0,8.30604663617565,-6.013916328380069
8968,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8969,0,4,3,4,2,1,4,0.0,8.448278951408748,7.610651007163152,9.713210896894278,-9.427944813540062,-9.286308437417283,9.113811091585116
8970,1,0,0,4,1,4,1,-8.067418193375522,0.0,0.0,9.009834802025622,-9.009834802025622,8.793962190416234,-8.793962190416234
8971,0,4,1,0,0,4,1,0.0,6.912953330827941,-6.912953330827941,0.0,0.0,7.5903431639969,-7.5903431639969
8972,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8973,1,4,1,0,4,1,4,-8.516254980143383,8.020949206780903,-8.020949206780903,0.0,9.511233498786149,-9.511233498786149,9.51783213127341
8974,0,4,1,0,0,0,0,0.0,10.610912456100152,-10.610912456100152,0.0,0.0,0.0,0.0
8975,4,1,4,1,0,0,0,10.090155780202991,-10.090155780202991,8.412301286568908,-8.412301286568908,0.0,0.0,0.0
8976,4,1,0,0,4,2,1,10.056116611995346,-10.056116611995346,0.0,0.0,10.204343670817716,-9.899979226538607,-8.86662993930277
8977,4,1,0,0,0,0,4,10.794309670755657,-10.794309670755657,0.0,0.0,0.0,0.0,9.80373380360189
8978,0,4,1,0,4,1,4,0.0,8.839075935412895,-8.839075935412895,0.0,8.6712015771173,-8.6712015771173,9.743773752841657
8979,0,0,4,4,3,1,4,0.0,0.0,8.656450120332186,10.557370634104405,11.447971789423415,-11.640188144644256,12.457668465176313
8980,0,0,4,1,4,3,1,0.0,0.0,8.810575942579913,-8.810575942579913,10.246601948690707,10.359674863523036,-10.997866184264305
8981,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8982,0,4,3,3,3,2,2,0.0,9.049166372409108,6.878965089280825,8.773265547774884,9.997272972661918,-10.081954642389276,-8.372515203050652
8983,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8984,4,1,0,0,0,0,0,10.583064048731455,-10.583064048731455,0.0,0.0,0.0,0.0,0.0
8985,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.907554259168721,-8.907554259168721,0.0
8986,4,2,1,4,3,2,3,9.3642630275193,-8.308037147886266,-8.937042814395726,10.839712880012597,11.6200334629423,-11.1269121681074,11.93025627261255
8987,1,4,2,2,1,0,0,-11.65984877952506,10.559620458848235,-5.477226787771113,-9.286047891271247,-10.222771566479185,0.0,0.0
8988,3,2,1,0,0,4,1,10.35028536376918,-10.612870699405104,-10.140923614100888,0.0,0.0,9.31086158600693,-9.31086158600693
8989,4,1,0,0,0,0,0,8.946263630988438,-8.946263630988438,0.0,0.0,0.0,0.0,0.0
8990,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8991,0,4,1,4,1,0,0,0.0,9.173403922787386,-9.173403922787386,8.760408565706513,-8.760408565706513,0.0,0.0
8992,1,4,3,1,2,4,1,-8.49475312682013,11.078560378511767,9.41961956381647,-11.184484172827634,-5.485128586616333,9.381576183553484,-9.724215699656455
8993,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8994,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8995,1,0,4,1,4,1,0,-10.654892173006916,0.0,10.66897768538432,-10.66897768538432,10.090155780202991,-10.090155780202991,0.0
8996,0,4,1,0,0,4,1,0.0,8.606736627442828,-8.606736627442828,0.0,0.0,8.020949206780903,-8.020949206780903
8997,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8998,0,4,1,0,0,0,0,0.0,8.175052955785114,-8.175052955785114,0.0,0.0,0.0,0.0
8999,2,4,2,1,4,3,3,-9.125591328815535,10.06224503749142,-9.267027155293873,-9.781262203315864,8.427052038641747,6.203792174584246,8.415425335523544
9000,0,0,4,1,0,0,0,0.0,0.0,9.798960789179054,-9.798960789179054,0.0,0.0,0.0
9001,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9002,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9003,2,2,2,4,4,1,4,-9.373074100305605,-9.78391444472703,-9.350010172292484,9.9934656919099,11.538688760783316,-11.696033018084169,11.696099257101414
9004,4,3,2,1,3,1,0,10.013770093415449,8.811361406837218,-8.98184720480663,-10.047742769517146,9.887644936128465,-10.246601948690707,0.0
9005,1,0,0,0,0,0,0,-9.045548596827567,0.0,0.0,0.0,0.0,0.0,0.0
9006,4,1,2,4,1,3,2,10.227105615780548,-9.991765848209164,-8.768288776369017,11.77573318050731,-11.77507628347142,8.754911342568015,-8.435455313214563
9007,4,4,1,0,0,4,3,9.176946592500311,10.322114052134339,-10.598333985862775,0.0,0.0,10.799667341154642,9.587930041390115
9008,0,0,4,1,0,4,2,0.0,0.0,8.656450120332186,-8.656450120332186,0.0,9.204491333442954,-8.449861405490365
9009,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9010,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9011,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9012,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9013,2,4,2,2,3,1,4,-9.258992316880386,10.872230204431725,-9.411790257935815,-10.434494446543981,9.908230809026497,-10.36634518156675,9.40208153603479
9014,1,4,1,4,4,3,2,-10.644816759855374,10.381505646905067,-10.381505646905067,8.578118372525516,10.278279435907155,9.55260336689975,-10.190619746981742
9015,4,1,0,4,1,4,1,9.492502985935483,-9.8179577879189,0.0,9.943559532781231,-9.943559532781231,6.922993718477613,-6.922993718477613
9016,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9017,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.682080689620028,-9.682080689620028
9018,0,4,1,4,1,0,4,0.0,9.561136100941056,-9.561136100941056,9.250970672347815,-9.250970672347815,0.0,9.572636446219773
9019,1,0,0,0,0,0,0,-8.760408565706513,0.0,0.0,0.0,0.0,0.0,0.0
9020,0,0,0,4,4,2,2,0.0,0.0,0.0,8.526834982232433,10.05137954072327,-9.030475955308248,-9.039371035453216
9021,4,3,2,3,2,1,4,9.702100771881268,9.51089407434727,-9.514922638043705,10.005600296708762,-9.657100787992837,-10.186195030136226,9.4295463113871
9022,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9023,1,1,0,0,4,1,0,-11.838615763754076,-7.978225834827418,0.0,0.0,9.514106851598251,-9.514106851598251,0.0
9024,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9025,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9026,4,1,4,2,3,1,4,6.880299005479831,-6.880299005479831,9.72563373961488,-9.380357070872076,8.953918635078647,-9.443529674405196,8.809146563142729
9027,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.349510296660329
9028,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.375196673917788,-10.375196673917788
9029,0,4,4,3,2,1,0,0.0,7.664415042097752,9.623055464021025,9.80043953351501,-9.74143439769292,-9.813182236976614,0.0
9030,1,4,1,0,4,1,0,-9.88631386313508,10.982468363871071,-10.982468363871071,0.0,8.486912719955573,-8.486912719955573,0.0
9031,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9032,4,2,2,3,1,4,1,10.348803319706578,-7.9060856489681335,-8.907842215924656,10.055807249853572,-10.665510341023305,10.685525648654128,-10.790726826542597
9033,4,1,0,4,1,1,0,10.273813559789586,-10.273813559789586,0.0,9.045548596827567,-8.624243472736948,-7.978225834827418,0.0
9035,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9036,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9037,1,0,0,0,0,0,4,-9.964271589639996,0.0,0.0,0.0,0.0,0.0,9.157156860088541
9038,4,1,4,1,4,1,0,10.5168838757462,-10.5168838757462,10.248942293960798,-10.248942293960798,9.161758009593264,-9.161758009593264,0.0
9039,0,0,4,1,4,3,1,0.0,0.0,12.156821181728782,-11.977585681146367,11.93588156738812,10.74403245138206,-12.346874607278538
9040,3,3,2,4,2,2,1,9.105196662559582,8.838881042955231,-8.842172183635023,10.492255493351632,-9.715606259614546,-10.080096038691254,-9.556123912950401
9041,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9042,3,2,3,2,2,4,2,-7.492212288865381,-10.983198245200114,11.107158397316777,-10.629118581607095,-11.083096203808608,11.715927903297022,-11.68793390521026
9043,3,1,4,1,4,1,0,8.61028912222601,-9.161758009593264,9.691892041306684,-9.691892041306684,10.129685010975836,-10.129685010975836,0.0
9044,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9045,4,2,1,4,1,0,0,10.707934403727354,-10.22067338850242,-9.75527968952413,9.954221729052263,-9.954221729052263,0.0,0.0
9046,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.295276279858802,-9.295276279858802,0.0
9047,2,2,4,2,1,4,3,-10.570549273554601,-8.884111177719888,11.385512421048732,-11.063939329929788,-10.012857127886866,10.17582073399917,9.08201784913301
9048,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9049,1,4,1,0,0,4,1,-9.20930206182845,9.096872099482736,-9.096872099482736,0.0,0.0,10.375196673917788,-10.375196673917788
9050,4,2,2,1,4,1,4,6.870259051761026,3.7615147989394924,-4.044902110318313,-6.855520477773097,8.48490711518187,-8.48490711518187,8.470156180242991
9051,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.963476925529927
9052,0,4,1,0,0,0,0,0.0,8.257268822863457,-8.257268822863457,0.0,0.0,0.0,0.0
9053,3,2,2,3,2,2,1,9.67011788978895,-9.311382120639232,-9.350023977261474,11.197204615887358,-11.061645263554027,-8.308260994960255,-10.644587175193628
9054,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9055,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9056,1,0,0,0,4,4,1,-10.494880466440627,0.0,0.0,0.0,9.573967338455494,11.41870405372379,-11.271839148082009
9058,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9059,0,0,4,2,1,0,0,0.0,0.0,9.955606550350023,-8.310934217887102,-9.741139801087163,0.0,0.0
9060,1,1,4,1,0,4,2,-11.007646507522626,-9.075497930901507,9.261597411443054,-9.261597411443054,0.0,9.012758939811846,-6.941275883571591
9061,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9062,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9063,3,3,2,4,1,3,3,8.340468945479046,10.341143362178382,-9.413237161688803,12.96115767431368,-13.005436258606299,9.50751221223275,7.331203640334647
9064,0,0,4,1,4,2,1,0.0,0.0,9.502219060578229,-9.502219060578229,8.2633197061045,-6.7284902228173955,-8.020949206780903
9065,0,0,4,1,4,2,1,0.0,0.0,11.875158890389185,-11.875158890389185,10.094179763892468,-9.39511535303769,-9.406997156504472
9066,3,2,2,2,1,4,1,10.376435075602258,6.1545900724243054,-11.02193394166405,-10.001078583923139,-9.696406598054091,10.795311028791952,-10.795311028791952
9067,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.38549193787011,-8.38549193787011
9068,0,4,4,1,3,3,1,0.0,10.399270879171462,11.690551784974646,-11.774145219545902,10.123498955757148,9.349363775850513,-10.71961539119167
9069,1,0,0,0,0,4,1,-8.067418193375522,0.0,0.0,0.0,0.0,8.426304806208977,-8.426304806208977
9070,0,0,4,1,0,4,1,0.0,0.0,10.688823524774355,-10.688823524774355,0.0,9.907740082854389,-9.907740082854389
9071,1,1,4,3,1,1,0,-12.708477620989646,-11.108161085007872,10.802227741563176,10.128337847923103,-10.836553199580866,-10.05736734024399,0.0
9072,0,4,4,1,1,4,1,0.0,9.224692029026096,12.746192206376733,-12.557840516677356,-11.142894011458784,12.611018880232468,-12.611018880232468
9073,4,1,1,0,0,4,1,12.35154563697009,-12.03124356938422,-11.057190686275728,0.0,0.0,10.288993304930441,-10.288993304930441
9074,4,1,4,1,4,1,0,7.343651550448135,-7.343651550448135,7.78122495456404,-7.78122495456404,6.870259051761026,-6.870259051761026,0.0
9075,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9076,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,8.446103138802743,-7.588515146242262
9077,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9078,4,1,0,0,0,0,4,8.214542431939146,-8.214542431939146,0.0,0.0,0.0,0.0,7.740420355744236
9079,3,3,1,3,1,4,2,9.841510618836908,11.38642921981777,-11.531159370395526,10.734917527308177,-11.121177245380961,10.530431974267369,-10.094514227168792
9080,0,4,1,0,4,1,0,0.0,9.812434881820163,-9.812434881820163,0.0,8.265822191818053,-8.265822191818053,0.0
9081,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9082,1,4,3,3,1,3,1,-11.664425407129631,9.630124278233177,10.228821675075588,9.463766957460379,-10.558111955528192,9.402378929924273,-10.07201448505447
9083,3,1,1,4,1,0,0,9.223369132013916,-9.800750920302715,-9.214642688880016,10.234287592508709,-10.234287592508709,0.0,0.0
9084,2,3,1,1,0,0,0,-8.950544662749063,8.819912394159585,-8.82597251539976,-7.9261343823368975,0.0,0.0,0.0
9085,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9086,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9087,1,2,3,1,4,1,2,-11.524429570545358,-8.150262917798162,9.298943621653741,-9.955606550350023,11.233425296181215,-11.05791130429597,-8.9712282219364
9088,2,3,1,1,4,2,3,-11.841156796168912,12.332891112681024,-12.415592164527675,-10.736457545389179,11.753570769273487,-10.947895249555312,11.132160068899571
9089,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9090,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9091,4,1,0,0,0,0,0,10.771111935954169,-10.771111935954169,0.0,0.0,0.0,0.0,0.0
9092,3,1,4,1,0,0,0,8.485457254041073,-9.428796190277959,9.16620574549705,-9.16620574549705,0.0,0.0,0.0
9093,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.3558954983009,-9.3558954983009,0.0
9094,0,4,2,1,4,2,3,0.0,10.526173407184924,-10.096339509019746,-9.474663203324676,9.769699557274812,-8.243207740376436,10.265786061266308
9095,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9096,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9097,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9098,4,1,0,4,2,3,1,10.157209777887452,-10.273813559789586,0.0,8.91453684235082,5.823051946879049,-5.127969441930489,-8.647044953011466
9099,1,1,4,1,4,2,1,-11.242710625134597,-9.146902919716032,9.616242724217877,-9.937258290585055,10.167710918577772,-9.849983352521328,-8.86662993930277
9100,4,1,4,1,4,1,4,8.554693331725256,-8.933526274732856,9.565947925234134,-9.565947925234134,8.565860111607623,-8.565860111607623,8.052678356515253
9101,0,0,4,1,0,0,0,0.0,0.0,9.673982231288907,-9.673982231288907,0.0,0.0,0.0
9102,4,3,1,0,4,1,4,8.48490711518187,8.535305962609664,-9.203470507053089,0.0,8.2633197061045,-8.2633197061045,9.126388497113743
9103,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9104,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.559214366530767
9105,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9106,1,4,1,4,1,4,3,-9.31995714258732,10.730912461517033,-10.730912461517033,8.221524073360657,-8.221524073360657,8.175052955785114,8.298154025919036
9107,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9108,1,0,4,4,1,1,4,-9.606187313699282,0.0,8.145740490434704,9.684275879881996,-9.716853130893554,-7.978225834827418,9.635919916643564
9109,1,4,3,2,1,1,0,-11.952105331034273,10.834051078283611,11.528353943292165,-10.532354142404662,-11.158432336084248,-10.705758173034093,0.0
