CUSTNO,Monetary_의류/이미용_중가_증감여부_q2_q1,Monetary_의류/이미용_중가_증감여부_q3_q2,Monetary_의류/이미용_중가_증감여부_q4_q3,Monetary_의류/이미용_중가_증감여부_q5_q4,Monetary_의류/이미용_중가_증감여부_q6_q5,Monetary_의류/이미용_중가_증감여부_q7_q6,Monetary_의류/이미용_중가_증감여부_q8_q7,Monetary_의류/이미용_중가_q2_q1_로그변환,Monetary_의류/이미용_중가_q3_q2_로그변환,Monetary_의류/이미용_중가_q4_q3_로그변환,Monetary_의류/이미용_중가_q5_q4_로그변환,Monetary_의류/이미용_중가_q6_q5_로그변환,Monetary_의류/이미용_중가_q7_q6_로그변환,Monetary_의류/이미용_중가_q8_q7_로그변환
9163,2,3,3,1,4,1,4,-12.601763760114526,13.857780220817457,11.42188228877704,-14.357889906354485,15.39559558963886,-15.572452205192347,12.878165005234296
9164,2,1,4,1,4,1,3,-13.018956083080322,-12.94500568678246,14.045597354622878,-13.984523884971965,13.169511866170303,-13.128703135076504,10.942184538676155
9165,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9166,4,1,3,2,4,2,1,13.0730037451923,-12.520825711945765,10.533282565286168,-11.75529341428083,13.111819415805499,-11.430266048837876,-12.792441654938528
9167,1,0,4,1,0,0,0,-13.031209673522616,0.0,13.368627461362319,-13.368627461362319,0.0,0.0,0.0
9168,1,1,1,4,1,0,0,-11.99924397047341,-11.794290142452043,-10.428231569212668,12.278200178719818,-12.278200178719818,0.0,0.0
9169,4,2,3,3,2,2,1,11.39656429747372,-9.783486848161687,7.75816354799306,11.260712391514634,-10.154437729105899,-10.886260450890779,-11.27551252354805
9170,1,4,1,4,2,4,1,-12.686875815034076,11.680114082290741,-11.862700168830653,12.375338489729344,-10.857803566524366,12.398647152988126,-12.432764385687074
9171,4,1,1,4,3,4,1,12.094266661761054,-11.937824038682708,-10.162037551926185,11.985245163023558,11.720850796062722,13.479264892404274,-13.633182596435859
9172,4,1,2,4,2,3,2,13.73766341264252,-13.616743279986958,7.384213622555563,13.441677214365308,-12.676064018232735,11.405643206238503,-12.620418446766582
9173,4,4,1,2,2,3,4,13.267337152175548,14.326369487995256,-14.222959746886756,-13.218650069130186,-12.526344380713361,12.043871753194024,14.472547374425666
9174,1,4,1,4,3,4,1,-13.009048233001774,12.014140509513831,-12.421502921830982,11.998067439656062,10.612336222674028,13.263340042370869,-13.422225636226148
9175,4,1,3,1,4,1,3,14.434011749642702,-14.49057697019061,11.701816423231048,-13.271896112973858,13.904925462583446,-13.68560188105298,11.969937996209
9176,4,4,1,1,4,2,1,12.42177979173463,13.872429639248853,-14.080473848426287,-11.34628781769805,11.546869274274558,-10.217798238217922,-11.6880636396004
9177,0,4,1,3,2,2,3,0.0,12.421158510095543,-12.235428194504202,10.627030574286914,-8.901148082046918,-9.249906899199267,10.243224578676646
9178,0,0,4,1,4,1,4,0.0,0.0,11.673409919322003,-11.673409919322003,11.259374549949626,-11.259374549949626,12.676203776792677
9179,4,2,3,2,2,1,2,14.144235538570639,-12.798585007660574,14.24903844663497,-14.087115008460174,-12.189131498267251,-13.71446080302331,-10.422248326887058
9180,2,3,2,3,2,3,1,-12.61956636028677,12.2708445114125,-11.786929122042185,13.0504072297427,-13.287764688315349,13.61242138852514,-14.032190420022294
9181,2,2,2,3,1,3,4,-14.05483746811343,-13.077171906782075,-14.041050828000133,14.85532608153836,-15.304493912192159,12.703215290913079,15.248982912088147
9182,1,4,2,3,1,3,2,-12.16100334539147,13.448068739027297,-12.160243840001204,10.513570869216487,-13.09607471230458,10.99225878325708,-11.118856431040765
9183,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9184,4,1,4,3,2,3,3,13.680060560055992,-14.066171423847365,14.10766958009657,12.546386541948301,-13.56588287737618,13.221286210721162,13.045997765534745
9185,3,3,2,3,3,2,1,13.997449642927874,13.929729726718591,-13.962998019282812,12.09957069622006,14.272919042012193,-14.12755944676613,-14.334989408392671
9186,3,1,4,2,4,3,3,12.010935480823969,-14.730112362855733,14.773805277040186,-13.510414943137626,15.346341908363312,14.166951427172727,11.409283807761371
9187,1,4,1,4,1,4,2,-13.204102187309417,12.284265105465334,-12.248017211807365,10.385749601477173,-9.99403580307298,12.259699407697703,-11.342426925969757
9188,4,1,4,4,1,4,3,14.508184596332763,-14.484404054135497,12.781865120037809,13.902104267141123,-13.69632743249772,13.667654242027156,12.832859211490753
9189,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9190,1,4,1,4,1,4,4,-12.602929367411175,14.233760216476517,-14.07718127719484,12.853746884220485,-13.181113068164485,12.62384290770936,13.46274565159993
9191,2,2,1,4,1,4,2,-12.395445592682577,-9.60703067999226,-12.402712739375339,13.466844885563328,-13.078999301963778,13.38743115222304,-12.970996867319183
9192,2,3,2,2,1,4,3,-13.69883838009813,13.108590792144952,-11.641855884470155,9.998624920281323,-14.347787441782687,14.054132750990238,10.444049151771534
9193,4,1,0,0,0,0,4,10.35382676652823,-10.35382676652823,0.0,0.0,0.0,0.0,9.044250153658147
9194,4,1,4,2,1,0,0,11.198245221837862,-10.706423834425161,11.59615767674516,-9.333793166669906,-11.741867916681064,0.0,0.0
9195,4,4,1,4,3,3,1,11.08296788554982,12.288247050657557,-11.929572856882206,12.34864352910356,8.43344898851666,12.794526496838124,-12.833009384084999
9196,2,1,0,0,0,4,1,-11.684102612900649,-12.56718789411459,0.0,0.0,0.0,11.012166371898275,-11.012166371898275
9197,3,3,1,2,3,1,4,12.62334008547249,13.965536513119883,-14.29963468458264,-13.167909705403892,13.023404727436938,-13.847273017326607,13.33057924275262
9198,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9199,4,3,2,2,3,2,3,14.910663795621591,14.399083224157394,-15.002178100494856,-14.534308646113976,14.469849058204383,-14.201399305529355,13.159933703321837
9200,4,4,1,3,1,2,3,12.78461747386686,13.491185478538148,-13.4996155922365,13.183497989042586,-13.50300684837465,-10.223635148070853,12.289808821817733
9201,4,1,3,4,3,3,2,14.965389727830415,-14.77129308058762,11.141087251612053,15.122180969131962,14.023895707177243,14.441970768833391,-15.208837404678437
9202,1,4,4,3,1,4,1,-13.464657182697191,10.567489790444503,11.909646748528635,11.419156445999027,-12.396640423465858,13.32585713256756,-13.136752968843293
9203,1,4,2,3,4,1,4,-11.886275094172413,12.487327296810868,-11.520322315737788,11.941072748828157,14.083180087877226,-14.032777169322294,13.3187209555968
9204,1,0,0,0,4,1,0,-10.302712292758265,0.0,0.0,0.0,12.217104476972915,-12.217104476972915,0.0
9205,3,1,4,1,4,4,1,13.068766298658865,-13.95822990434924,13.361627959843158,-13.365854537769323,12.966800336520562,14.80890737121614,-14.802705908545322
9206,2,3,2,3,2,3,1,-13.787530759228257,14.106905231738027,-13.450667878138635,12.22854654049767,-13.328870087114863,14.294116982444606,-14.477720313501187
9207,4,4,2,1,4,3,3,14.64732605933039,15.61087064974521,-14.447865754466996,-15.363872399524135,16.237057350602086,14.03860761293515,15.510188999263725
9208,1,0,0,4,1,0,0,-10.267622170874706,0.0,0.0,10.260453931323275,-10.260453931323275,0.0,0.0
9209,4,1,3,4,1,3,3,14.643086079702709,-14.40840793597329,12.409473549902927,14.3423339971168,-14.542342013794467,12.573343515769064,11.549555690187363
9210,3,1,2,4,1,4,1,13.667619151826308,-15.50458670220744,-12.469074668224552,14.29779945853361,-14.257389242305237,14.349737446262525,-14.50438179393147
9211,3,4,3,3,2,3,2,10.10074084455147,13.75049229481351,12.10826127327083,12.28519416263778,-11.790012047054823,13.43682232517392,-12.601146586840276
9212,2,4,4,1,4,1,1,-9.521462744250544,11.548385480203487,13.429737313765331,-13.520734623970789,11.91522571666573,-11.75170065119824,-11.502259472560086
9213,2,4,3,2,1,1,0,-10.471239356884904,13.451421202931032,13.916652175644648,-13.919343907173191,-13.468388471020692,-13.226230755326334,0.0
9214,2,2,2,3,3,3,2,-11.805653266729346,-13.78904433214304,-14.096566221800035,12.231357664758361,13.42734068200671,14.811748449262033,-14.324855217769256
9215,4,4,2,2,3,1,3,14.11784302056699,15.348008970244425,-14.986566361821444,-12.369532305519698,14.837662254993203,-15.343419794238352,13.124428233709779
9216,1,0,0,0,0,0,4,-8.71050013050294,0.0,0.0,0.0,0.0,0.0,10.773392140768362
9217,0,4,1,4,1,0,4,0.0,10.162037551926185,-10.162037551926185,11.374510006463073,-11.374510006463073,0.0,11.764837014694066
9218,4,3,1,3,3,1,4,12.438772014583249,11.353092026010243,-12.694948013049705,10.795765744882418,10.694877231923297,-12.640253845469287,8.94895178058028
9219,0,0,0,4,1,0,0,0.0,0.0,0.0,11.721214725648885,-11.721214725648885,0.0,0.0
9220,3,1,4,1,4,1,4,12.996593945725857,-13.728154552901746,13.125576162852468,-13.34909461842224,12.371472881120404,-12.450998405847997,14.391131940833956
9221,3,2,1,3,1,4,1,10.248484179557222,7.51066656466626,-12.068833169468565,9.18619055421572,-11.688567782558625,11.25734408950295,-11.556271049278752
9222,2,2,4,2,2,4,1,-10.988077740171525,-11.575071544720386,12.615081882012657,-11.615648953757372,-12.09285930290519,13.261461105076716,-13.365997414787474
9223,4,3,1,4,3,3,1,13.932383647928583,12.931710888976655,-14.205111255782755,14.218510424775339,14.111523709111202,13.69281852919008,-14.968254847685701
9224,4,1,1,0,4,3,1,12.089243951176316,-12.305851720979966,-11.127094547171087,0.0,10.57161647408776,10.04976556866053,-11.03748376738916
9225,1,3,2,2,3,2,3,-14.577884215856994,13.619021717337995,-12.796769858517806,-12.708506997857798,13.28628215468845,-13.29064740709402,10.874621476430754
9226,3,3,1,2,1,4,1,12.777264863596116,12.624885491901829,-13.635750153021046,-12.126221821143638,-12.00330991671692,13.728643292126804,-13.63377972102461
9227,1,4,2,3,2,1,4,-13.095192338033538,12.455258816512885,-12.148951422539536,11.376649629610332,-11.371018430239053,-12.103000293108249,10.779822896806488
9228,2,4,2,1,4,4,1,-10.846676739008073,13.193289862799363,-12.556936490202856,-13.194572375977526,12.524260764494636,13.531314931134423,-13.785262233996795
9229,3,2,2,1,2,4,2,14.150325217376682,-13.685931887772972,-11.84712276938906,-14.70217000609456,-12.328448973019146,15.006714374274761,-14.133604589027547
9230,1,4,1,0,4,1,4,-9.879873095464504,8.775859009662335,-8.775859009662335,0.0,11.630097255694512,-11.630097255694512,12.469286544305435
9231,1,2,3,3,1,1,0,-14.020818130172081,-12.66642972761043,12.996485481292524,12.999602383723127,-13.957736528215605,-12.376670301429616,0.0
9232,4,1,3,1,1,0,0,13.704927416344061,-13.480828787794472,11.30047225156356,-12.255973199004341,-10.827223070178094,0.0,0.0
9233,4,3,1,1,4,1,2,14.4895695827668,13.996126245945899,-14.686516291852964,-13.889327956955901,15.778680877447211,-15.739878893567465,-11.03796311170545
9234,4,1,4,2,4,1,4,12.137287587542273,-12.122393650577703,13.209792989215083,-12.70566482458009,13.997686766796429,-14.172379447394842,13.55486028412895
9235,1,0,4,1,1,0,0,-9.836857960698032,0.0,10.733914173401313,-10.392821304955577,-9.49268563575432,0.0,0.0
9236,1,2,3,4,1,1,4,-13.740209195983955,-12.556908676159136,9.516883681853704,13.872284012747768,-13.63742082659252,-13.152572890483164,13.30020841025625
9237,1,3,4,1,3,4,1,-14.008715557610234,11.35410598182942,14.050991489377244,-13.954007208510928,11.448243678274727,13.184598995606907,-13.783269529878568
9238,4,1,4,1,1,4,1,12.19434958779605,-12.19434958779605,13.279293756209741,-12.794507647140998,-12.322630945856647,13.502562653235781,-13.392966954879963
9239,3,4,3,4,3,2,2,11.062003272914932,13.951741588827728,12.17910300025924,14.752948909936734,13.265489477083126,-13.452751022376566,-13.825037758081672
9240,1,3,3,1,4,4,3,-13.675542842922587,13.293275141316732,13.707838006920856,-14.584673806943213,11.806928621738859,12.93349477756922,12.249376008004894
9241,0,4,1,4,1,0,0,0.0,13.253043151017065,-13.253043151017065,11.706075788293349,-11.706075788293349,0.0,0.0
9242,3,3,1,3,2,3,3,15.225714036165039,13.80851702431877,-15.802236367065536,14.439589820447303,-13.791110313015377,12.188996248444676,15.338308708757106
9243,2,2,3,1,1,4,2,-13.41924490034424,-12.453089366094506,14.760238359759997,-15.366859056177285,-14.204976063055037,13.519430567584779,-12.17254139520237
9244,1,0,0,0,4,1,4,-10.806604196551463,0.0,0.0,0.0,10.043683427464435,-10.043683427464435,10.889020035463625
9245,4,2,1,3,1,4,2,14.91320206034858,-12.3484152969566,-14.881551273105861,14.14826415115155,-14.45742853540208,15.183599838479804,-14.125386708139034
9246,1,4,3,1,3,3,1,-11.2521334308989,13.576395879593509,13.446851879107145,-13.792475993871944,12.987354964174482,12.378741082103781,-13.385488965400052
9247,4,1,2,4,2,2,1,14.623273872413302,-14.553944905121632,-11.962020932817534,13.68403017264018,-12.359504648312756,-12.827725213668193,-13.16656897839243
9248,0,4,1,4,1,4,1,0.0,10.162037551926185,-10.162037551926185,10.586066427434865,-10.586066427434865,10.787958020378223,-10.787958020378223
9249,1,1,0,0,0,0,0,-12.334743218976312,-9.562737609057427,0.0,0.0,0.0,0.0,0.0
9250,4,1,0,0,4,1,4,9.897086815259279,-9.897086815259279,0.0,0.0,10.759281251048368,-10.320858716933444,12.340986925517155
9251,1,4,1,3,3,4,1,-14.700528235856353,12.007305278325164,-11.631570419453423,10.600204230508389,10.114688915189468,12.261087990156998,-12.046292714384547
9252,3,3,1,3,4,1,4,11.415961290276009,10.568193274531648,-13.052881430154354,9.947261667894571,13.116615548008609,-13.190533305694295,12.594014056677084
9253,2,4,2,3,1,3,1,-14.402550298107172,15.442414820608429,-15.270822556725077,13.255209749106823,-15.020700779993835,14.32982067634206,-15.03072528721967
9254,4,1,4,4,2,1,0,10.367117419279884,-10.690289897223758,8.592332495045888,9.754297662779509,-8.586820957359798,-9.756015841373836,0.0
9255,4,4,4,1,2,4,2,13.035058438304556,13.847364348489533,14.968141350487732,-14.992688446386035,-13.212629564612332,13.772022056931647,-13.45103824522228
9256,1,4,2,1,4,1,4,-11.939335754664333,10.85516542803925,-8.631973823198436,-10.740603016264334,8.05152846775795,-8.05152846775795,12.202297387478929
9257,2,4,2,3,1,3,4,-14.003417829854564,14.74114633908674,-14.184404118380714,15.069861496749489,-15.437606888891365,12.024175778792012,15.415931375242955
9258,3,3,1,1,4,3,2,13.307532711303574,14.20531746967935,-14.852554243596028,-13.001080348202429,13.668278604174152,13.864365364327504,-12.585157560818999
9259,3,4,1,2,3,3,2,10.713449905531519,14.193947994354009,-14.237169142486568,-12.697441093291829,12.228839915339835,10.542952987711267,-11.177533406407507
9260,1,0,0,0,4,1,0,-10.04448730449348,0.0,0.0,0.0,11.617930625810532,-11.617930625810532,0.0
9261,4,2,1,4,3,4,1,14.917846726570033,-14.221203563043527,-14.461826582685623,14.018251138510115,13.433605447952905,14.85964559762385,-15.02436098048733
9262,1,4,3,2,4,1,4,-11.42326385660872,11.058494953255984,11.527700988130583,-10.823959903500349,13.008618677230993,-13.326601294873937,13.50038168589796
9263,1,0,4,1,0,0,0,-8.727304501385722,0.0,11.836697760775362,-11.836697760775362,0.0,0.0,0.0
9264,2,1,2,4,3,1,1,-9.609524171792307,-13.474972905485844,-11.280874110195258,13.811885532030196,13.052169950137772,-14.126970710840675,-13.020913160096079
9265,3,4,1,1,4,3,4,13.0085131539248,14.625833346190117,-14.62320867339897,-13.703451640327684,14.146345561165681,12.418651708914567,14.49483778413303
9266,4,1,0,0,0,0,0,9.25527821701833,-9.25527821701833,0.0,0.0,0.0,0.0,0.0
9267,3,2,3,1,4,1,4,12.46340603434793,-8.148297663865936,14.224118302685145,-14.770871673439206,14.25165879976508,-13.999868155537971,13.490139362028552
9268,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9269,1,4,2,1,1,4,1,-13.342173511691676,12.264077710667072,-10.663670219675371,-12.023701438314296,-11.507569444248908,11.949827554778643,-12.075981739287847
9270,3,2,2,2,3,2,3,10.840795228833679,-11.220550786016146,-11.7686655783826,-11.352234862274104,11.767002560171232,-11.909882321870153,10.404398199328938
9271,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9272,0,4,1,0,0,0,0,0.0,11.30464043246203,-11.30464043246203,0.0,0.0,0.0,0.0
9273,3,4,1,4,1,4,2,11.070274424150757,13.312462925573302,-13.645881497215347,13.295789242652914,-13.166222775649281,14.58656056006338,-13.877342330907329
9274,3,3,2,1,3,4,2,14.168871635424848,12.32751364823618,-13.39966210754156,-14.387858155838941,11.981566291206612,16.386894367853998,-15.659801891674707
9275,3,2,2,3,2,1,3,14.550894462420834,-14.5636132639928,-13.529813261268286,11.179857776971254,-12.122035355255028,-13.74003663157146,10.068281556425353
9276,3,4,1,4,1,1,3,11.000903394373474,12.91142892261109,-13.052202793843843,14.457484179727892,-14.09392572983997,-13.176466938162736,10.536865967793593
9277,4,4,1,4,2,1,3,12.466916685592011,13.37462076567786,-13.6686678644079,14.434215673970042,-12.479605344412057,-14.045160466316057,12.656996029189298
9278,2,2,1,4,1,3,1,-11.677295940377741,-10.864076736661335,-12.628676301665509,13.634220017710337,-13.177627759172871,12.591388158539559,-13.438961563785577
9279,4,1,0,4,2,1,1,13.547905675199502,-13.612917773436736,0.0,13.907052437462566,-12.868279892489461,-12.832542792765468,-12.462278872765845
9280,2,3,2,3,3,1,3,-14.608932254277534,15.612469239029789,-15.480580236919888,13.972976103284543,13.456281486427677,-15.532525423004364,15.142360247045119
9281,4,1,0,0,4,1,4,11.488205739100884,-11.838432378904258,0.0,0.0,11.086178111911083,-11.086178111911083,10.963742237993113
9282,0,4,1,0,0,0,0,0.0,11.164481539486246,-11.164481539486246,0.0,0.0,0.0,0.0
9283,0,4,1,0,4,1,0,0.0,11.638713960692094,-11.638713960692094,0.0,11.216698298419121,-11.216698298419121,0.0
9284,4,2,2,3,2,3,3,13.692554802070084,-13.180046322165952,-12.55046939662039,11.391320724134024,-11.49966612404623,10.802825344690453,10.488073958905234
9285,4,1,4,4,1,4,2,13.008915273461023,-13.008915273461023,11.358477734409991,13.369364422627811,-13.494999535539138,12.018302965821524,-10.278738156921188
9286,4,4,1,4,4,1,4,8.339130883397702,11.169414928936737,-11.22672299336072,9.825808718344312,11.924964265716742,-11.78220809626154,12.373427745571941
9287,4,2,4,1,2,4,1,14.201881243122278,-13.337327716364948,15.295319108920722,-15.116724114758672,-11.192752613662813,14.655070189101265,-14.825140891759212
9288,4,1,0,0,4,1,0,11.2025339474872,-11.2025339474872,0.0,0.0,11.011331411993856,-11.011331411993856,0.0
9289,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9290,3,2,2,2,4,3,2,13.257428173111958,-11.065070197492386,-11.593056881511732,-13.43400123667411,14.055273308792067,13.11442678569561,-13.6934695494348
9291,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9292,4,1,3,1,4,3,4,11.965237172101011,-11.56669037607477,10.390702124933274,-11.341259568796902,10.367071573928232,9.779951969662342,12.632050225051216
9293,1,4,1,1,0,0,4,-12.299024309080044,11.095751764913885,-10.474561228128119,-10.325098724178819,0.0,0.0,10.30983175665487
9294,1,1,4,2,2,1,4,-13.051705663991987,-12.33989120786708,12.511915029497558,-10.623110673760646,-10.926175991083156,-12.071793932988065,11.887990693455373
9295,0,0,4,1,1,1,0,0.0,0.0,10.723796264861111,-10.238093747038914,-9.413110080504586,-8.562226637578817,0.0
9296,3,4,1,4,1,3,2,11.101370904607766,12.542402489262985,-12.639815247941344,13.190862809376569,-13.018894736574676,10.889012366454638,-11.252556362582531
9297,1,4,2,3,4,1,4,-14.776011073362593,13.614207468225796,-11.286245743793389,12.863408841661455,14.107126732598498,-14.654288966553157,11.981668546593024
9298,4,1,4,1,4,3,1,11.07746921359179,-11.744587093994546,11.52068040164326,-11.52068040164326,12.773157944777608,10.941441198910134,-12.47503447598573
9299,3,1,3,4,4,1,2,13.28721775350713,-14.003927521090281,11.398839739911176,13.401727251042875,14.270670965350655,-14.241741704036874,-10.961701180270483
9300,4,2,1,3,2,2,4,14.592824987823478,-13.979484189491087,-14.03483436068797,12.59720986146648,-12.764992532663213,-11.993088890742833,12.502220918241688
9301,1,4,1,4,4,1,4,-12.171830057234672,12.342703209135303,-12.342703209135303,10.742067026427977,11.554452041570656,-11.921722772167776,13.050640624699657
9302,3,4,1,2,3,4,2,-8.891740776274412,14.805656456076882,-15.250950928908066,-11.552025833556387,11.559515079289609,14.5682983762893,-13.795451066148983
9303,1,1,4,1,0,0,0,-10.837303625041917,-10.319926313837973,11.321877560811938,-11.321877560811938,0.0,0.0,0.0
9304,3,1,4,4,1,2,3,14.317258268295582,-14.855914304556078,13.69532453011704,16.722460464666455,-16.342031334183286,-14.639946559928227,14.719572968870535
9305,0,0,4,2,4,1,4,0.0,0.0,12.844718162458998,-12.165748676089862,13.069593604052399,-13.401488420802021,12.85884550468364
9306,1,4,1,4,1,4,1,-13.760412477645342,13.710193622349479,-13.694875324519197,14.784946348108013,-14.47535760385533,14.358698127247205,-14.816520285171553
9307,3,3,3,3,3,2,4,9.652786464889427,12.498040515837426,12.1230935549147,13.380309599972435,11.296364587871956,-13.37010095767353,13.998271980373385
9308,1,2,3,3,2,2,4,-15.100456763655288,-13.72159422912024,11.953583241920217,13.859261533958946,-13.871955919508688,-12.857074342557896,14.681882952938492
9309,0,0,0,4,1,4,1,0.0,0.0,0.0,11.869863851524585,-11.869863851524585,10.567489790444503,-10.567489790444503
9310,0,0,0,4,1,0,4,0.0,0.0,0.0,11.626739726719203,-11.626739726719203,0.0,12.867624468881639
9311,1,4,1,1,0,4,1,-12.468380920265774,12.290235244928432,-12.069998377100925,-10.669108618965861,0.0,12.582370503305341,-12.582370503305341
9312,1,2,2,3,2,2,3,-16.376147427718198,-15.420866329954524,-12.64648538536466,15.574436161152452,-14.18934309022612,-15.293956018671949,14.84609094923184
9313,3,1,4,2,1,4,3,14.955510072868535,-17.07523979805917,17.455370059866002,-17.184483007382735,-17.26790303805442,13.547909230984297,13.812453605922359
9314,2,1,3,1,4,1,1,-11.713560692981744,-11.89737208296544,9.741617027194541,-11.125858495599912,12.702407470524413,-12.138140625731578,-11.665637696998385
9315,1,4,4,1,4,1,4,-13.708208832948724,13.148538865534466,14.176428842745297,-14.160805927418458,14.375756772952437,-14.631581744803608,14.486863453663046
9316,4,3,1,0,0,0,0,11.844456450134594,10.863272583663118,-12.162808259905814,0.0,0.0,0.0,0.0
9317,2,1,1,0,0,4,1,-11.02260631805385,-11.293743802492747,-10.999263181344586,0.0,0.0,9.854166692139037,-9.854166692139037
9318,4,2,4,1,3,2,2,11.788093049290957,-10.795384659004817,12.647399955445348,-12.334234008152693,11.904861897124425,-9.733874919246665,-11.905151981988595
9319,2,3,1,3,3,2,2,-10.910085815177986,12.551283019564718,-12.859253255554705,11.144982638254342,12.914183767467396,-11.33613019081662,-12.47505370039838
9320,0,4,1,4,4,2,1,0.0,11.409042331215561,-11.409042331215561,11.05606058203246,11.996359992609372,-10.365865145571894,-12.1742368963991
9321,3,1,4,2,4,3,2,14.099402421894482,-14.661895409223147,14.439116510569752,11.211801456025556,15.124398517072667,15.192447875635713,-15.39475620569973
9322,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.944064451239319,-12.944064451239319,0.0
9323,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9324,4,2,1,4,4,2,2,12.489808148413603,-11.044939204661745,-12.35085959636784,11.094281202684169,11.309219943974808,-8.940167830179174,-9.542010738874351
9325,4,2,2,3,1,2,2,15.336533646770636,-14.885601560573898,-12.657784492134814,14.999637559715541,-15.404875403820494,-12.916887774388583,-13.698250310670288
9326,1,2,4,2,1,1,4,-16.33061046823008,-13.778440861206608,15.610284741184214,-14.349147566181683,-15.126172944142388,-13.866137895042277,15.143861556666456
9327,4,1,2,3,3,2,2,13.723563973214251,-13.458861212449857,-11.7997889340489,11.653690548832541,12.222698850967218,-12.550512320789121,-11.564591920997566
9328,0,4,1,4,1,1,4,0.0,11.24381720106542,-11.018767166987413,12.029273708132424,-11.949559636392221,-10.248469792041334,9.865164585483594
9329,1,3,1,4,3,2,2,-13.777244024058287,12.99206064518202,-13.432041887993044,13.939963956963798,13.885569278367958,-12.982394204414298,-12.080633079289475
9330,3,1,2,4,1,3,1,11.161286675576692,-12.151273959033212,-9.685152834136229,12.700193272048816,-12.341045739767761,10.35164335508623,-12.084928706578951
9331,3,1,4,4,1,0,0,11.16433062680482,-12.403210796048091,9.234098498111246,11.784601155041239,-11.859740915095303,0.0,0.0
9332,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9333,2,4,2,3,2,4,1,-12.748261281169377,13.04641986809781,-11.12668002800085,13.378978795681226,-13.441841174031737,14.780039798136107,-14.600655095689111
9334,4,1,4,2,3,1,2,15.638982079647127,-15.79538263845271,13.762349266881929,-12.902975230311126,13.832255043112099,-14.177100156384727,-12.700103594723451
9335,1,4,1,1,0,4,1,-10.777004335601488,15.015044617515867,-15.010417287775327,-9.637021806931802,0.0,12.641184140278646,-12.641184140278646
9337,4,1,2,1,4,2,4,14.42494053638501,-13.917939437427947,-12.122843155880288,-13.209917173391492,13.949829265003185,-13.062887628551392,15.140320736115077
9339,4,2,3,2,4,1,4,14.913267392696985,-14.367201203836819,14.075997747416217,-14.217122769034034,16.542598676369476,-16.499086045923946,15.917389534887675
9340,4,3,1,4,2,1,4,13.41854486247972,10.978201722776863,-13.507467603266226,14.226519945226878,-12.815667653443143,-13.889104681242648,13.16956150826015
9341,1,4,1,3,4,2,4,-13.098211201754413,13.234881672481649,-13.26458933916447,10.645079002062433,12.612392885611614,-12.440746683039864,13.86869707156271
9342,1,4,2,3,1,3,4,-12.74464437342751,13.620690400889588,-13.236739654837546,13.41712432136903,-13.856294289453714,9.04917004062041,13.115892527367402
9343,3,3,1,4,2,3,2,13.343421576533661,13.994980640377555,-15.11674420833155,15.221778030437425,-14.480853229925264,13.263544911412371,-13.310941986961886
9344,1,3,1,4,1,0,0,-13.212345221168949,12.699817897842163,-13.553988684142798,11.412730788613457,-11.412730788613457,0.0,0.0
9345,4,1,4,3,2,3,1,13.095995048509483,-13.41139474492324,13.296434273430686,10.333419174770983,-11.571840094650147,13.125297589456123,-13.378398205955683
9346,0,0,4,4,1,0,4,0.0,0.0,11.225076352225754,14.542644041923484,-14.578243195906166,0.0,11.828027653389352
9347,1,4,2,3,2,1,2,-13.311361881628477,14.638408739821335,-13.733423335399138,14.234761132078578,-14.026748615167335,-14.453833568813875,-11.620173216292056
9348,4,3,3,2,3,2,2,15.26831376497174,15.542344572107185,13.331444665915257,-15.19552417964025,11.442217180515652,-14.826198385511448,-13.085050689601989
9349,1,1,1,0,4,4,1,-13.077517325720322,-12.319740651404087,-12.180234884180106,0.0,12.442778087712297,12.855833673713818,-13.363628445386341
9350,0,4,1,4,3,2,1,0.0,11.191632149035762,-11.191632149035762,11.182462485672525,10.376663349413727,-10.576680002785784,-10.809877195309065
9351,4,4,1,1,4,4,1,13.902246242150635,14.517192378456318,-14.960132938610775,-10.615189921948815,11.538998605155507,13.006310542026899,-13.185361928556315
9352,0,4,1,0,0,4,1,0.0,11.538252717881587,-11.538252717881587,0.0,0.0,10.74980705733837,-10.74980705733837
9353,4,3,3,2,2,3,1,13.94945369495865,13.730395140439828,13.84251547835723,-13.540516296220195,-13.28370012236636,11.386896321874401,-14.050072151528045
9354,0,4,4,1,4,2,1,0.0,10.29306107292402,15.057060066444718,-15.065555017007014,13.273727174634635,-12.374640363976122,-12.717221262004559
