CUSTNO,Monetary_교육문화/아동_중가_증감여부_q2_q1,Monetary_교육문화/아동_중가_증감여부_q3_q2,Monetary_교육문화/아동_중가_증감여부_q4_q3,Monetary_교육문화/아동_중가_증감여부_q5_q4,Monetary_교육문화/아동_중가_증감여부_q6_q5,Monetary_교육문화/아동_중가_증감여부_q7_q6,Monetary_교육문화/아동_중가_증감여부_q8_q7,Monetary_교육문화/아동_중가_q2_q1_로그변환,Monetary_교육문화/아동_중가_q3_q2_로그변환,Monetary_교육문화/아동_중가_q4_q3_로그변환,Monetary_교육문화/아동_중가_q5_q4_로그변환,Monetary_교육문화/아동_중가_q6_q5_로그변환,Monetary_교육문화/아동_중가_q7_q6_로그변환,Monetary_교육문화/아동_중가_q8_q7_로그변환
10864,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10865,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10866,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.123585236288035
10867,4,1,4,2,2,4,2,10.297113182946774,-10.297113182946774,12.286033904761444,-9.809447404966308,-11.365407994664062,13.095551982870434,-11.177574030688827
10868,0,0,4,1,0,0,4,0.0,0.0,10.99681339586124,-10.99681339586124,0.0,0.0,11.630354350464378
10869,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10870,4,1,3,2,4,1,2,13.622036843827003,-13.502565939727447,12.366402592402117,-11.960305444029427,14.407472457357178,-14.434466834185805,-11.46208842089103
10871,4,4,1,4,1,4,3,10.331949824209724,11.137149953479488,-11.5872605188046,10.053337854327342,-10.333195362743604,9.091472976898915,9.481897962051077
10872,3,2,4,2,2,3,2,11.632228507590522,7.360810378191875,13.541738646186865,-10.322065258701016,-12.602566529184752,12.100504355541354,9.168340362215
10873,2,1,2,1,4,3,4,-7.4727364003256715,-9.582387579279972,-6.640984665315551,-8.570249090992707,10.282597595693039,9.277640925024196,12.321899759534908
10874,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10875,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10876,4,1,4,4,2,3,2,6.992111776366323,-6.992111776366323,9.71363492013113,10.54965821724999,-9.389782128456035,10.896944848500183,-10.52509821715021
10877,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10878,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.351207510282933,-12.351207510282933,0.0
10879,4,2,1,3,1,1,4,11.113848553511385,-10.42631055641227,-10.797678320835363,10.16688074191335,-10.814081807019793,-8.400184318321912,9.456429788054125
10880,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.178367710322581,-9.178367710322581,0.0
10881,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10882,1,0,0,0,0,0,0,-10.504826225670781,0.0,0.0,0.0,0.0,0.0,0.0
10883,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.060673826831476,-12.060673826831476,0.0
10884,0,4,4,1,0,4,1,0.0,8.449720445440898,11.786036974001536,-11.820979432463414,0.0,10.934430945790671,-10.934430945790671
10885,4,1,4,1,4,1,0,11.257767218329326,-11.350241133362367,9.233305782856679,-9.233305782856679,10.689144331097104,-10.689144331097104,0.0
10886,3,1,4,2,4,2,4,11.374856349838307,-11.923053302111327,12.162627662994767,-11.510425091381085,12.808731942705,-11.612802200154249,13.464254845502568
10887,2,3,1,4,2,3,1,-9.940987429558863,11.0070319869198,-11.683180807198195,12.315711590287929,-11.35070155617618,11.878652824756573,-12.481831879656669
10888,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.329089009900736,-11.329089009900736,0.0
10889,1,0,4,1,0,0,4,-8.112901262895148,0.0,9.892504230807189,-9.892504230807189,0.0,0.0,9.967224137238606
10890,2,3,1,0,4,1,0,-9.57008307016128,9.996759661718562,-11.851127554412107,0.0,12.41454312005045,-12.41454312005045,0.0
10891,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10892,4,2,4,1,0,0,0,11.780961790337804,-9.792118166979932,12.570595363425836,-12.901249331628707,0.0,0.0,0.0
10893,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10894,0,4,1,4,1,0,0,0.0,9.117445575552965,-9.117445575552965,8.202487737119064,-8.202487737119064,0.0,0.0
10895,1,4,1,0,0,0,0,-10.076253363509844,10.053974848296246,-10.053974848296246,0.0,0.0,0.0,0.0
10896,1,4,1,0,0,4,1,-8.295172877066575,11.070560850392448,-11.070560850392448,0.0,0.0,9.771319368950724,-9.771319368950724
10897,4,1,2,2,2,3,2,11.899324228993287,-11.749347532726949,-9.8511500142117,-10.314540408847247,-8.734034130700726,10.381278784549941,-10.279355768617858
10898,0,4,1,0,4,2,1,0.0,9.158878311234108,-9.158878311234108,0.0,8.687810182723842,-7.793837293079213,-8.16210969051948
10899,4,1,0,4,2,1,4,10.313641931941634,-10.313641931941634,0.0,10.504826225670781,-9.730684915284343,-9.886652652281263,9.857414716429753
10901,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10902,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10903,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10904,1,4,3,1,4,2,1,-12.00570267457406,11.555447111922765,11.075350856288221,-12.009036287193874,12.526285209821427,-11.781347382333964,-11.539676292515246
10905,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.166848462550096
10906,1,3,1,1,0,0,0,-12.68291290574453,9.961742370509711,-11.231829383565548,-9.449741324636285,0.0,0.0,0.0
10907,1,3,1,4,1,0,0,-11.580564728672607,10.526073250784227,-11.117498047307839,12.038681240169005,-12.043206845151252,0.0,0.0
10908,3,3,2,3,3,2,2,11.23729100264989,9.452911727320545,-11.399931584474873,10.014068258676708,11.424296785027677,-10.58272783847412,-11.423582084920541
10909,1,3,1,4,4,1,1,-11.114420696951605,10.115558664860789,-10.979216691981021,9.742055756717544,11.953421711561296,-11.732766486578274,-10.955049869044032
10910,1,2,4,1,4,1,4,-13.033622350518193,-11.99893755879274,13.017215145206336,-13.192486631742684,12.951537480959654,-13.089899474209382,10.990643038765938
10911,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10912,4,4,1,1,4,1,0,10.624006562935357,12.407699860407545,-12.530252449674334,-9.127956125987529,9.655956055456697,-9.655956055456697,0.0
10913,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10914,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10915,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10916,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10917,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10918,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10919,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10920,2,3,2,4,3,1,3,-10.19522632188836,11.299338466122263,-11.751035420175487,12.471411472303298,10.027468637307454,-12.618622413195984,11.641254178367305
10921,1,1,4,1,1,0,0,-12.949677592851762,-10.673253328833814,11.599715635926472,-11.340842050250508,-10.12169437536856,0.0,0.0
10922,0,0,4,4,2,2,3,0.0,0.0,8.540256327150205,10.640682881962427,-9.254595819474929,-9.524109338627214,9.407406579921862
10923,1,4,3,1,4,1,3,-11.264023216634913,11.648712089442537,11.079538274276624,-12.063591098108132,12.264132000765905,-12.253144928815315,11.111489700002391
10924,3,3,4,1,1,4,3,13.642299581307139,14.496377650915752,16.0111111550506,-16.14885902253896,-14.27505749441324,14.129329970380581,14.02636766784812
10925,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10926,3,1,4,4,1,3,1,13.184964416790262,-13.532485598821152,13.55771677876398,14.16221842175734,-14.222295461405151,13.452082191371531,-13.883388327058535
10927,2,3,2,3,2,1,3,-11.936090886746882,11.611219710956368,-12.444042109702352,12.72537559620262,-12.474547771714287,-12.258329426983195,12.183456476463956
10928,4,3,1,4,1,4,4,11.137647720462864,11.446410670719938,-12.006999392906106,11.755591297118695,-11.81120669427566,9.918005961998691,10.417026459314055
10929,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10930,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.852897790104544,-10.852897790104544,0.0
10931,0,0,4,1,0,4,1,0.0,0.0,10.326282053270681,-10.326282053270681,0.0,12.870996737448515,-12.580308099023076
10932,0,4,1,0,0,0,0,0.0,9.948060635482856,-9.948060635482856,0.0,0.0,0.0,0.0
10933,0,4,1,0,4,1,0,0.0,8.56747970745685,-8.56747970745685,0.0,10.114798372195676,-10.114798372195676,0.0
10934,4,1,1,4,3,2,1,12.384031735690355,-12.5426528123106,-10.150107523240122,12.390768972883018,9.780707960352318,-11.625136912869744,-11.41541701919023
10935,1,0,0,0,0,0,4,-8.774154743538372,0.0,0.0,0.0,0.0,0.0,9.04095462052165
10936,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.185658345824608
10937,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10938,4,1,4,4,1,0,0,10.963215287879528,-10.963215287879528,8.945656286417195,9.454229207474944,-9.925029261800075,0.0,0.0
10939,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.355833321684651,-9.355833321684651
10940,4,2,1,4,1,0,0,10.999234443289472,-9.757359070106972,-11.308858374855504,8.048382718108215,-8.048382718108215,0.0,0.0
10941,1,0,0,0,0,0,4,-9.864567116159186,0.0,0.0,0.0,0.0,0.0,8.00139941678655
10942,4,1,4,1,2,4,4,14.339374607090718,-14.361733050081488,13.16764159423748,-13.153756739392728,-10.581258223944813,11.717679936656292,12.527836809479144
10943,1,3,3,3,1,2,4,-9.688378742473056,8.312418052398346,9.297172393950785,8.991038739014778,-10.081611095197832,-7.7824222458759635,10.555508528592702
10944,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.233103198824137
10945,3,3,2,1,4,2,1,11.788738656447991,11.87943948937848,-12.236463930140264,-13.285613237643389,14.034405892109266,-13.334722373678582,-13.46087615272457
10946,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.361433785591096
10947,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10948,3,1,4,1,1,4,2,11.02167711188873,-12.343195959145577,13.26872801777359,-13.248369110309122,-10.80635055554817,10.943641042191832,-10.59291505282184
10949,3,3,1,4,3,1,3,11.412425837397416,12.235498921836701,-12.726717060423331,12.075085406925243,10.738787972450588,-12.257614267210927,11.217736286650386
10950,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10951,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10952,0,4,1,1,0,0,0,0.0,11.551858089141184,-11.0556497707588,-10.613257384729266,0.0,0.0,0.0
10953,0,4,1,0,4,1,0,0.0,8.672821203795388,-8.672821203795388,0.0,9.093219079622635,-9.093219079622635,0.0
10954,2,1,4,1,0,4,1,-9.787955268817658,-10.022686988870829,9.127956125987529,-9.127956125987529,0.0,10.058987175047603,-10.058987175047603
10955,4,1,0,0,0,0,0,11.463147981081057,-11.55270509958566,0.0,0.0,0.0,0.0,0.0
10956,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10957,3,2,1,1,4,4,3,10.453115434803486,-6.978622972418921,-11.193985514154182,-9.449741324636285,10.816884875340442,11.573787749609258,10.102839250443953
10958,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10959,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10960,0,4,1,4,2,3,4,0.0,11.66538636413699,-11.66538636413699,11.703049219642015,-10.886428398947086,3.353872633211966,12.495006881015069
10961,1,0,0,0,0,0,0,-10.168364950538455,0.0,0.0,0.0,0.0,0.0,0.0
10962,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10963,2,3,1,2,4,1,4,-11.003851777276457,9.756882667101129,-11.096271356035867,-8.427862997253476,9.547758501587117,-10.09622774533104,11.566816670372111
10964,0,4,1,0,0,0,0,0.0,8.821217598220946,-8.821217598220946,0.0,0.0,0.0,0.0
10965,0,4,3,1,4,1,4,0.0,10.282122166451176,9.710877479406149,-10.311023969960193,12.212410455462903,-12.2872389131154,11.494981328038747
10966,1,4,1,4,2,1,4,-10.268025634386916,11.871330119119381,-11.871330119119381,12.552679515020847,-11.940148795049904,-11.771850179998443,10.978067670092676
10967,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10968,4,1,4,1,4,2,4,11.20265985852698,-11.20265985852698,10.105239387151084,-10.105239387151084,10.92481683324577,-6.764242142472206,12.202248764625525
10969,1,0,0,0,0,0,4,-12.097938691722295,0.0,0.0,0.0,0.0,0.0,11.238073896580275
10970,0,0,4,1,0,0,0,0.0,0.0,8.337775936397264,-8.337775936397264,0.0,0.0,0.0
10971,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.245847475128125,-12.245847475128125,0.0
10972,3,2,1,2,1,4,2,9.39736733795092,-7.586809394592986,-10.524821515926078,3.600096540284944,-8.323955477978517,11.599835055381426,-11.05500458796099
10973,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10974,2,2,1,4,1,4,2,-13.19116008305182,-12.058964980638189,-12.395084508407374,12.823645205834168,-13.143183859494297,12.497963796855263,-11.464213889207421
10975,1,1,4,1,4,2,1,-12.14998492021754,-9.024234238501904,12.174225271618848,-12.174225271618848,11.214050111973517,-8.05170477251143,-11.170815969423417
10976,3,2,3,3,1,0,0,11.42967787676524,-8.450038028691601,9.982287707883156,11.260457818919095,-12.667270776197128,0.0,0.0
10977,1,0,0,0,0,0,0,-12.575275149552967,0.0,0.0,0.0,0.0,0.0,0.0
10978,2,2,1,2,2,2,4,-11.163122375426923,-9.586170408891043,-11.991199050603724,-8.429216006508533,-8.148341877558181,-8.031228331613514,9.770221081453538
10979,3,1,4,1,0,0,4,9.307417990101865,-10.695878210318627,12.246703177858453,-12.246703177858453,0.0,0.0,10.660347861220524
10980,4,1,4,1,0,0,0,7.960941692710796,-7.960941692710796,9.947022387320747,-9.947022387320747,0.0,0.0,0.0
10981,1,0,0,0,4,4,3,-7.388324313555009,0.0,0.0,0.0,7.427105405513927,9.226855922390302,7.744505896560437
10982,0,0,4,1,0,0,4,0.0,0.0,10.244541435566331,-10.244541435566331,0.0,0.0,10.532517688367316
10983,1,0,0,0,0,4,1,-8.230651003746988,0.0,0.0,0.0,0.0,9.757897119767104,-9.757897119767104
10984,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.625145841187981,-9.440096723287208
10985,1,0,0,0,0,0,0,-10.53299634141851,0.0,0.0,0.0,0.0,0.0,0.0
10986,4,1,0,0,0,0,4,7.812577497951461,-7.812577497951461,0.0,0.0,0.0,0.0,11.34343309590196
10987,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10988,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.387442501210948
10989,1,4,1,0,4,1,0,-7.845930202496137,9.058028873506235,-9.058028873506235,0.0,8.231149402714227,-8.231149402714227,0.0
10990,1,4,3,1,0,0,4,-11.863706520713414,10.989676803014055,11.243312174087498,-12.021306971928599,0.0,0.0,10.417008065170307
10991,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10992,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10993,0,0,4,4,1,0,0,0.0,0.0,7.154548114682947,11.150768642755967,-11.168972570330961,0.0,0.0
10994,4,1,4,1,2,4,1,10.599675061413198,-10.599675061413198,10.752012995129364,-10.551297008628095,-8.230752084579057,11.151545938055893,-11.217410102063447
10995,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10996,1,4,4,1,1,4,1,-10.680557067311414,8.89793500907325,11.68030333654397,-11.417483000476652,-10.34757009834817,9.414842279915232,-9.902340623348575
10997,0,4,1,0,0,0,4,0.0,8.944333187119524,-8.944333187119524,0.0,0.0,0.0,9.449741324636285
10998,3,1,0,0,4,1,4,9.156520759733423,-10.750297402240362,0.0,0.0,10.682364799152607,-10.682364799152607,11.972440182943437
10999,4,1,0,4,1,0,0,10.416372811599341,-10.416372811599341,0.0,11.447046416273876,-11.447046416273876,0.0,0.0
11000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11001,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11002,2,3,2,2,3,2,2,-8.788562332427349,10.842020375559807,-10.821520670562872,-11.305466738999506,11.158639999526343,-9.918899609680684,-11.478252505473966
11003,1,4,2,3,1,3,1,-9.855568749204675,11.412124128227045,-10.42349496876981,10.936277245969448,-11.33850190287622,10.526092273893015,-11.050939239950024
11004,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.833903980088035,-11.833903980088035
11005,1,0,4,1,4,1,0,-9.242082397413194,0.0,9.734042570477342,-9.734042570477342,9.188519038867593,-9.188519038867593,0.0
11006,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11007,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11008,4,1,4,1,0,4,1,12.077074457967862,-12.294727850517797,11.400366361997687,-11.400366361997687,0.0,11.08857907796953,-11.08857907796953
11009,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11010,0,0,0,4,1,0,0,0.0,0.0,0.0,11.606273287881093,-11.606273287881093,0.0,0.0
11011,0,4,1,4,1,0,4,0.0,9.405100213971325,-9.405100213971325,9.145670294808017,-9.145670294808017,0.0,8.783160351112725
11012,1,0,0,0,0,0,0,-9.22373505273684,0.0,0.0,0.0,0.0,0.0,0.0
11013,3,3,1,0,4,3,1,10.31802857923253,11.641573500183027,-12.262266192888964,0.0,10.985231041127921,11.158712811696015,-11.768868647651516
11014,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11015,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11016,4,2,3,1,2,2,2,10.995562570206193,-9.481513533513155,10.669674991399788,-11.238113219899523,-6.6930249852126105,-8.198872551327424,-6.374685368613083
11017,1,4,4,2,4,3,1,-9.483223694947515,8.838309530414888,10.14874398991865,-9.524050104248246,10.804508949221885,11.211802001936647,-11.764289150838893
11018,4,2,3,3,1,4,1,12.58764072367259,-11.57381603559229,12.414953833441055,11.315621065223661,-12.778481016655542,14.234820975760242,-14.148542406512965
11019,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11020,2,2,3,2,4,2,1,-14.511989455342789,-12.936493397463089,13.382158007600431,-14.57310070064569,15.166200282680785,-11.545251806369134,-15.597109173962949
11021,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11022,0,0,4,1,0,4,1,0.0,0.0,8.357973857623756,-8.357973857623756,0.0,10.241301598587782,-10.241301598587782
11024,1,3,2,3,4,1,1,-10.678076789216844,9.980524243858733,-10.19047135174691,9.629253292857038,11.642760579866433,-11.553568366166008,-10.528549255520351
11025,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.365882792941793,-9.365882792941793
11026,1,0,0,0,0,0,4,-8.45374128106805,0.0,0.0,0.0,0.0,0.0,8.00139941678655
11027,0,4,1,1,4,3,3,0.0,10.088544730704777,-9.559268782431511,-8.84966490788236,9.966115392303449,10.214913681889914,9.559397425894476
11028,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11029,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11030,4,1,0,0,0,4,1,8.687810182723842,-8.687810182723842,0.0,0.0,0.0,10.377429233542557,-10.377429233542557
11031,0,0,4,1,0,0,0,0.0,0.0,8.945656286417195,-8.945656286417195,0.0,0.0,0.0
11032,3,2,1,4,2,3,1,11.788038398859843,-10.241873740775361,-12.695655547077074,12.162306227938938,-10.000942411248811,10.777842543042844,-12.58866845078799
11033,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11034,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11035,4,3,3,1,0,0,0,10.767104163239491,9.292869181808236,6.956403413768507,-10.991082817445397,0.0,0.0,0.0
11036,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11037,0,0,0,4,1,0,0,0.0,0.0,0.0,12.647721268784334,-12.647721268784334,0.0,0.0
11038,3,3,1,4,2,4,2,8.00434556980894,9.859189873709376,-9.943419732530439,11.125421393437426,-8.526313878931473,11.774585412804388,-10.813150518916427
11039,0,0,0,4,1,0,0,0.0,0.0,0.0,11.495199541043538,-11.495199541043538,0.0,0.0
11040,1,3,4,1,0,0,0,-11.24212888699327,10.384436894674973,12.293002260858524,-12.569574044970809,0.0,0.0,0.0
11041,1,4,1,4,1,4,3,-9.095494219259034,9.986957168871534,-9.986957168871534,10.983177268808104,-10.983177268808104,10.417347784883017,10.602437910607128
11042,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11043,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.464708787743207,-8.464708787743207,0.0
11044,0,0,4,1,4,2,1,0.0,0.0,6.749473581557822,-6.749473581557822,10.188045975023035,-9.35130411436789,-9.620505768826199
11045,3,4,1,1,4,2,1,8.069484119962016,11.615239477779589,-11.736965330842548,-9.925570457416404,10.479429118003583,-6.024725206041608,-10.467765711894918
11046,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11047,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.260531787802808,-9.260531787802808
11048,0,4,1,0,0,4,1,0.0,11.466276580669152,-11.466276580669152,0.0,0.0,10.344155497832322,-10.344155497832322
11049,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.921852389324496,-10.921852389324496
11051,1,0,4,3,2,1,0,-12.59913235054439,0.0,13.806200345430181,14.109309112491257,-13.252166644633448,-14.382495950760644,0.0
11052,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,10.852897790104544,-10.852897790104544,9.127956125987529
11053,0,4,1,0,4,1,0,0.0,7.064067759065415,-7.064067759065415,0.0,9.840374308345053,-9.840374308345053,0.0
11054,4,2,3,1,4,2,3,11.240131660059726,-8.796151407192761,9.579911340912266,-11.402139225877175,10.711963719163714,-9.672474183066736,9.332009102809437
11055,1,4,1,0,0,0,0,-8.260741137321665,10.618584620227654,-10.618584620227654,0.0,0.0,0.0,0.0
11056,1,0,0,0,0,0,4,-9.811706448607769,0.0,0.0,0.0,0.0,0.0,8.296113423092883
11057,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11058,2,3,3,2,2,2,4,-12.481976406305382,12.470264525849428,13.373983677187521,-13.324420006056304,-13.693089263308783,-12.051538911918442,14.002577541144678
11059,4,4,1,1,4,2,1,11.05144617543191,12.52215490803522,-12.513338289214223,-11.359465315010993,11.014122374026133,-9.72923567353973,-10.690238917941121
11060,4,1,4,4,2,2,1,11.253182534648015,-11.292105664427652,10.702235288261154,12.607532667256045,-10.603631729506798,-10.085293850588336,-12.354391571571536
11061,2,2,3,3,3,2,3,10.240191699789461,-12.65689668539041,11.711244541062767,12.556041774882594,12.872325532304053,-13.023688603831365,13.198518203245131
11062,0,0,0,4,1,0,0,0.0,0.0,0.0,11.24402445416773,-11.24402445416773,0.0,0.0
11063,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11064,1,0,0,0,4,4,1,-10.14530190607051,0.0,0.0,0.0,10.436870725704248,11.451923874533326,-11.761151569142733
11065,1,4,3,3,1,4,1,-9.514473896351662,8.272427943965933,8.418121845902828,8.579638973433099,-9.529740250660083,8.35817376843842,-8.35817376843842
11066,1,4,2,2,4,4,2,-10.694260520948928,9.948060635482856,-7.234808332438009,-9.160836426032063,10.983079974975054,11.760416243829411,-10.901013348586124
11067,1,0,0,0,0,0,4,-10.08498667768087,0.0,0.0,0.0,0.0,0.0,9.449741324636285
11068,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11069,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11070,4,2,1,3,1,0,0,9.307114106306662,-4.70015960211584,-9.349313361191845,8.0714223886324,-8.859135352770213,0.0,0.0
11071,2,2,1,4,1,4,1,-9.845966495506454,-10.734117659080237,-10.528694150094054,10.159343446084812,-10.36720889098085,9.548190083787892,-9.548190083787892
11073,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11074,4,1,4,1,4,1,0,10.971740341610282,-10.883680334466769,9.332042137445043,-9.245914597244141,11.056838736370127,-11.144963025787408,0.0
11075,4,4,3,3,1,2,4,10.72454546541687,12.790348140435713,12.966311276829128,10.687733078984982,-13.165879003904731,-10.989707355102988,13.083291239784703
11076,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.08054779618235
11077,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11078,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11079,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11080,2,1,4,4,2,1,3,-11.343775873467793,-14.598421796872053,12.8775008532875,14.494271322953544,-13.652148186178072,-14.173614455960639,11.700521851180524
11081,3,1,3,4,3,2,2,10.632262227447587,-11.528450794268675,8.540096749763267,11.436444399557,11.429119145928329,-11.450199882095736,-10.871449798871929
11082,0,0,0,4,1,4,4,0.0,0.0,0.0,13.822822604768884,-13.822822604768884,9.39446783749029,10.992537061509143
11083,4,2,1,0,0,0,0,11.130003240732107,-9.257026718020168,-10.963179853673239,0.0,0.0,0.0,0.0
11084,1,4,1,2,4,3,3,-8.396595402540648,11.222108559853496,-11.070842564508903,-7.170958944608883,10.837379449592358,9.717783926776377,10.175870688622197
11086,1,4,1,4,3,1,1,-12.194176242210222,11.109777582786629,-11.62255671253751,11.053761480636267,9.02008504587695,-10.798758034952643,-10.020767629733937
11087,4,1,0,0,0,0,0,10.141207679856421,-10.624006562935357,0.0,0.0,0.0,0.0,0.0
11088,4,1,3,4,2,1,3,12.765245239718926,-12.98309714281961,10.520471934522233,12.364104801234134,-11.44198225724202,-11.88192580206801,9.912146192617367
11089,0,4,2,1,4,1,4,0.0,9.970159937230843,-6.492995076705595,-9.938826014107933,9.693225107215136,-9.693225107215136,9.545654247410793
11090,2,3,1,3,1,2,4,-9.012957079262312,12.579806515009166,-12.788425126803732,12.301778867208341,-12.563956833574776,-9.65163901968408,13.626548037574226
11091,4,1,4,1,4,1,0,11.088084353574693,-11.393478314496205,10.50486690438502,-10.50486690438502,9.188519038867593,-9.188519038867593,0.0
11092,0,4,1,0,0,0,0,0.0,8.56747970745685,-8.56747970745685,0.0,0.0,0.0,0.0
