CUSTNO,가구인테리어_잡화_고가_clust_ids,가구인테리어_잡화_중가_clust_ids,가구인테리어_잡화_저가_clust_ids,가전_레저취미_멀티샵_고가_clust_ids,가전_레저취미_멀티샵_중가_clust_ids,가전_레저취미_멀티샵_저가_clust_ids,교육문화_아동_고가_clust_ids,교육문화_아동_중가_clust_ids,교육문화_아동_저가_clust_ids,식품_생활_고가_clust_ids,식품_생활_중가_clust_ids,식품_생활_저가_clust_ids,의류_이미용_고가_clust_ids,의류_이미용_중가_clust_ids,의류_이미용_저가_clust_ids,침구_주방_고가_clust_ids,침구_주방_중가_clust_ids,침구_주방_저가_clust_ids
7746,1,0,4,1,0,3,1,4,1,3,0,0,0,0,0,2,0,4
7747,1,3,0,0,4,1,3,0,0,4,5,5,5,4,0,2,0,2
7748,4,5,4,0,2,3,0,3,0,2,0,1,4,0,3,0,4,0
7749,1,4,0,5,4,3,0,5,0,0,0,1,1,5,0,2,5,1
7750,1,0,0,0,1,1,4,0,3,1,0,5,0,1,4,0,1,2
7751,4,3,2,2,1,3,0,2,0,3,2,0,1,3,5,2,5,1
7752,0,3,0,4,2,3,1,3,2,2,2,3,5,4,2,5,4,1
7753,0,5,1,5,4,1,1,4,5,4,1,2,5,4,4,2,4,4
7754,1,4,2,2,5,4,3,4,5,2,4,4,0,0,2,4,1,1
7755,1,4,0,0,1,5,0,0,0,4,5,2,0,3,3,0,1,1
7756,1,0,3,0,1,3,0,2,3,4,4,2,0,1,2,0,1,0
7757,1,0,3,0,5,2,0,0,3,0,1,2,1,2,4,0,0,1
7758,1,0,2,0,5,1,3,0,0,3,3,3,2,2,5,0,1,0
7759,1,0,5,0,0,4,1,3,0,4,5,2,0,2,4,0,1,3
7760,4,1,5,1,4,3,0,3,0,0,3,3,5,2,0,0,0,1
7761,2,1,1,0,3,4,2,1,2,5,0,4,2,1,4,2,1,2
7762,1,0,1,0,0,3,0,4,0,5,1,3,3,2,4,1,3,2
7763,1,3,1,1,4,3,0,4,4,4,0,4,2,3,0,4,0,1
7764,1,0,2,0,4,3,0,0,0,1,4,3,2,1,4,1,0,1
7765,4,5,2,0,5,1,0,3,4,2,0,0,0,0,4,5,4,0
7766,1,3,0,5,3,1,3,2,3,4,3,1,4,3,4,4,2,1
7767,4,5,4,3,5,5,4,0,4,4,4,1,1,1,0,3,4,4
7768,2,2,0,3,3,3,0,2,0,5,2,4,5,0,4,3,4,0
7769,4,0,1,0,4,4,3,0,0,1,4,4,0,4,4,0,3,5
7770,1,0,4,0,4,3,0,2,2,5,3,1,0,3,3,0,1,5
7771,4,0,3,0,3,2,5,5,3,2,4,3,3,2,1,4,3,2
7772,1,1,2,0,0,3,5,3,1,4,2,4,1,5,0,4,5,2
7773,4,2,4,1,0,3,3,4,1,4,5,5,0,0,4,4,0,1
7775,1,0,0,0,2,2,1,3,5,5,0,2,4,0,5,5,1,1
7776,3,0,3,0,4,3,4,3,0,1,2,3,2,4,3,1,2,1
7777,0,1,3,0,4,3,0,0,4,3,5,5,0,2,1,0,1,5
7778,1,0,4,1,5,3,0,3,0,5,5,5,4,1,5,3,5,4
7779,1,4,2,3,5,3,0,5,0,3,1,0,3,2,0,4,0,1
7780,1,1,1,0,1,0,0,1,0,1,3,1,1,5,3,0,1,2
7781,5,0,0,2,4,3,0,2,0,2,0,3,3,0,3,0,1,1
7782,1,2,5,3,1,4,1,4,2,5,1,2,2,2,2,0,4,1
7783,1,0,3,0,4,3,0,0,0,4,3,4,0,3,4,0,1,1
7784,1,5,1,0,2,3,0,1,0,3,3,4,1,0,3,2,3,2
7785,1,1,0,0,5,5,2,5,5,1,1,2,0,3,5,0,2,2
7786,4,3,3,2,2,0,0,2,3,2,1,0,0,1,5,4,0,4
7787,0,3,2,4,5,3,0,3,0,2,0,1,5,2,4,4,1,1
7788,0,1,4,0,4,0,2,5,4,4,2,0,4,2,1,0,3,5
7789,2,4,3,5,4,4,1,0,5,3,1,2,3,4,4,1,0,2
7790,0,5,3,0,2,4,5,0,4,1,4,2,0,2,2,0,5,5
7791,5,5,0,5,3,3,0,5,0,2,0,3,5,1,4,5,1,4
7792,1,4,0,0,5,2,0,5,5,3,1,1,1,0,5,0,4,1
7793,1,1,5,4,2,0,5,2,5,1,3,4,0,1,2,0,2,1
7794,1,4,4,0,0,1,1,5,3,0,0,1,0,2,4,0,2,2
7795,3,0,1,0,1,5,2,5,0,2,1,5,3,4,5,5,2,2
7796,0,4,0,0,3,0,1,5,3,2,3,4,1,0,1,4,5,4
7797,1,5,3,0,0,1,0,0,0,3,4,5,0,3,5,0,0,2
7798,1,5,2,0,3,1,3,0,1,0,3,1,0,5,0,0,5,5
7799,5,0,5,0,0,3,0,3,2,0,4,5,0,3,1,0,4,4
7800,1,4,4,0,0,2,0,0,4,1,4,3,2,0,4,1,5,5
7801,4,1,4,5,1,3,3,4,0,4,5,0,0,3,5,1,1,1
7802,2,3,5,0,3,5,1,4,1,2,3,0,2,1,1,1,0,4
7803,1,2,5,0,4,2,0,4,4,0,2,0,4,2,5,1,4,2
7804,2,4,2,0,3,3,2,1,2,2,0,0,3,4,3,0,0,4
7805,2,1,4,0,0,5,0,3,2,5,3,1,0,0,5,0,1,1
7806,1,1,1,0,2,4,4,0,2,3,0,1,0,1,2,0,5,1
7807,1,0,4,0,4,2,3,2,1,4,0,1,0,3,2,0,3,3
7808,1,0,2,0,2,5,0,3,4,4,1,1,0,5,3,0,1,5
7809,1,3,0,0,4,1,1,0,5,5,2,0,4,5,2,4,1,3
7810,1,5,1,0,0,0,4,1,5,0,1,1,4,0,0,0,3,1
7811,3,5,5,5,0,5,0,0,5,4,2,3,3,2,1,0,4,3
7813,2,4,3,3,4,2,1,5,5,4,4,2,1,5,0,3,2,5
7814,1,2,5,0,3,2,4,3,4,2,5,5,0,5,2,0,1,0
7815,2,4,3,0,3,1,0,0,0,4,3,4,3,1,4,5,5,3
7816,4,1,0,3,4,3,4,1,0,4,4,4,0,2,3,5,1,1
7817,1,0,5,0,0,0,1,0,0,1,4,2,0,3,4,0,1,4
7818,1,2,5,0,4,4,0,0,0,1,0,1,0,3,3,0,1,4
7819,1,0,3,0,1,3,2,0,0,2,3,4,0,0,1,0,1,3
7820,0,4,0,2,5,5,0,0,0,0,0,3,5,2,0,1,5,1
7821,3,0,0,0,2,3,1,5,2,3,4,2,5,1,5,1,4,2
7822,1,2,2,0,5,5,0,2,4,1,0,3,1,3,5,1,4,1
7823,4,5,2,1,2,1,0,4,0,2,3,1,1,5,3,1,5,0
7824,5,0,0,3,2,1,0,5,4,4,2,1,5,1,0,0,2,0
7825,2,5,1,0,4,2,4,3,5,2,1,2,4,2,2,2,4,1
7826,1,0,2,0,4,3,0,0,0,4,4,5,0,3,5,0,1,0
7827,1,1,2,0,2,0,1,5,2,5,1,5,1,1,1,0,0,0
7828,0,3,5,0,1,3,0,2,2,1,0,3,2,3,0,3,5,1
7829,1,1,2,0,5,4,0,4,3,2,0,4,1,5,3,5,0,2
7830,1,0,4,0,4,4,0,3,5,4,5,4,3,5,3,0,1,0
7831,3,1,1,0,5,4,0,0,0,4,1,0,4,5,0,1,4,1
7832,4,4,3,1,4,3,1,3,4,3,2,3,1,3,0,2,5,1
7833,0,1,1,0,2,1,4,3,4,0,1,3,1,0,3,4,1,3
7834,1,0,1,5,5,3,0,5,4,2,0,2,2,1,1,0,1,0
7835,2,4,4,0,2,0,2,0,2,1,5,5,5,1,4,4,1,4
7836,2,4,5,0,3,0,1,5,5,5,0,2,5,4,5,0,3,5
7837,2,4,0,1,3,5,0,2,1,4,4,3,4,3,4,5,3,1
7838,0,5,2,0,5,2,4,4,0,3,5,5,4,1,2,0,4,4
7839,1,0,5,0,4,0,0,0,0,2,2,1,4,3,3,0,1,2
7840,1,0,2,0,4,5,1,0,2,3,1,0,0,3,0,0,4,4
7842,1,2,4,4,3,1,1,3,4,1,3,3,1,2,2,0,3,3
7843,1,0,1,0,1,1,1,4,1,4,4,3,2,5,3,5,4,5
7844,2,1,4,0,2,2,0,0,5,1,0,4,0,1,0,0,0,0
7845,1,0,1,0,4,4,3,2,4,2,0,0,0,3,0,0,1,1
7846,2,3,2,0,4,3,0,3,0,1,1,2,3,4,0,3,3,1
7847,2,2,4,0,5,1,3,4,5,2,5,0,1,1,0,0,1,4
7848,1,1,2,1,3,3,2,5,5,2,5,5,0,1,5,0,5,3
7849,1,0,1,0,1,3,0,5,4,2,2,2,0,5,5,0,3,4
7850,2,5,4,1,2,3,0,3,0,0,0,5,1,4,5,3,3,1
7851,2,4,5,0,1,0,0,0,5,2,2,0,2,4,5,1,2,3
7852,1,2,0,1,3,3,0,0,0,1,0,2,5,2,4,4,1,1
7853,1,0,3,0,4,1,0,5,0,5,0,1,0,3,2,0,1,4
7854,1,0,5,0,4,3,1,1,1,2,1,4,0,5,4,0,1,5
7855,1,4,0,5,3,3,0,4,0,2,2,0,1,5,3,0,5,1
7856,2,1,3,5,0,3,2,0,0,3,4,2,2,3,1,4,0,1
7857,1,1,1,5,3,3,0,3,0,5,2,2,2,4,0,1,0,1
7858,3,0,4,4,0,3,0,5,4,2,1,3,5,1,5,4,2,2
7859,2,4,3,4,1,3,0,1,0,2,5,5,0,2,0,4,0,2
7860,2,3,1,0,0,4,2,1,4,2,5,2,1,3,0,2,4,4
7861,3,2,0,5,1,2,0,0,0,2,0,0,2,4,3,0,5,4
7862,1,0,0,5,5,3,0,3,0,1,4,3,3,2,4,5,0,0
7863,4,4,4,0,3,2,3,0,3,3,0,3,4,4,2,0,4,5
7864,1,3,3,0,1,2,1,5,4,2,0,5,5,4,5,3,2,5
7865,5,2,2,1,4,3,4,4,2,0,4,3,1,4,2,2,2,5
7866,1,4,2,3,4,3,2,3,0,2,0,3,1,3,4,5,3,5
7867,4,1,3,2,1,3,0,5,1,4,2,0,2,5,2,0,0,0
7868,3,3,3,0,2,3,0,0,0,2,0,3,5,2,0,4,4,2
7869,1,2,2,0,3,4,0,1,3,3,4,2,0,2,3,0,1,0
7870,4,0,5,0,4,4,1,4,0,2,3,4,0,5,0,0,1,2
7871,5,3,3,1,3,3,4,2,1,5,5,0,3,2,2,5,2,4
7872,3,2,2,5,1,1,0,3,2,1,4,2,1,2,2,0,0,0
7873,4,3,4,0,2,3,2,4,0,5,4,2,4,0,1,0,2,1
7874,1,5,3,4,4,0,0,0,1,4,2,0,2,0,5,0,3,0
7875,4,0,0,0,3,3,0,4,0,4,2,0,3,2,3,5,0,4
7876,0,4,5,2,2,0,1,0,4,3,4,3,3,2,2,0,1,5
7877,4,3,0,5,1,3,0,1,0,4,2,4,2,5,5,1,1,1
7878,5,5,1,4,1,3,5,5,0,4,0,1,0,1,3,0,4,3
7879,3,5,2,2,1,3,0,5,4,5,5,1,1,0,3,3,4,3
7880,5,5,5,0,1,3,3,3,1,3,5,5,1,2,4,3,3,2
7881,3,0,0,0,3,5,2,0,5,1,5,3,5,1,4,3,0,4
7882,1,3,4,0,4,3,0,5,0,2,0,2,2,2,3,4,1,0
7883,1,1,3,0,4,1,0,4,5,4,2,0,0,2,4,0,1,5
7884,0,3,2,4,4,5,5,4,1,1,0,2,0,1,2,1,0,2
7885,2,3,1,0,3,5,1,5,1,5,0,1,0,1,5,3,0,2
7886,1,1,5,5,4,3,0,3,3,2,3,1,5,2,2,5,1,1
7887,1,4,2,2,5,3,0,0,0,0,2,3,0,3,1,0,1,1
7888,5,5,0,2,4,3,5,2,3,2,1,1,1,5,5,2,2,4
7889,5,5,1,0,2,0,0,4,2,5,1,5,1,1,0,0,4,3
7890,1,5,0,0,4,2,0,0,0,5,3,5,0,3,2,0,1,4
7891,0,3,4,5,1,3,0,5,0,0,0,2,4,5,1,3,5,1
7892,3,1,0,0,3,4,5,1,2,1,5,1,3,3,4,2,1,0
7893,5,4,3,5,3,5,0,1,4,0,1,2,0,1,2,5,1,2
7894,0,5,0,0,2,3,0,1,2,2,0,1,4,5,5,2,1,4
7895,0,5,4,2,5,3,3,5,4,0,1,4,0,1,0,1,0,2
7896,0,1,3,0,0,4,1,5,5,0,5,4,5,4,2,0,3,4
7897,0,2,3,0,0,5,2,5,1,3,4,4,4,2,5,1,5,0
7898,1,2,1,5,2,3,1,2,4,3,4,2,5,1,1,0,0,0
7899,4,1,4,0,3,3,5,2,4,4,3,4,1,2,2,5,3,2
7900,4,0,0,1,1,1,0,5,4,1,3,3,0,5,2,1,1,1
7901,1,3,4,0,4,0,0,2,1,4,5,1,1,3,0,0,2,2
7902,5,5,0,0,5,4,0,4,2,2,3,2,0,1,3,5,1,1
7903,1,0,1,0,4,2,0,0,0,5,3,1,0,3,2,0,1,0
7904,1,3,0,0,0,3,5,0,3,3,3,2,1,5,0,4,0,2
7905,1,0,3,0,4,5,1,1,1,5,2,1,2,3,5,0,1,2
7906,1,0,5,0,3,4,0,4,5,4,4,2,0,1,2,0,1,5
7907,1,2,1,0,1,1,0,4,1,1,2,0,2,2,3,0,4,3
7908,4,5,1,0,3,4,0,3,0,4,0,3,5,0,0,1,0,1
7909,4,0,4,0,1,1,0,5,0,5,5,4,0,1,0,3,4,1
7910,1,4,5,0,4,3,0,1,0,2,0,2,0,3,0,0,1,2
7911,1,3,3,0,3,3,0,5,0,2,0,2,5,4,0,3,1,1
7912,1,3,0,0,4,4,5,5,0,2,0,2,3,0,4,4,1,5
7913,1,0,2,0,3,3,2,5,4,2,3,4,0,1,3,0,1,5
7914,1,0,3,0,4,5,0,2,0,4,4,4,0,3,3,0,1,0
7915,1,5,4,0,3,2,0,4,0,0,4,3,5,5,2,0,3,1
7916,1,5,2,0,4,2,4,2,3,4,1,4,0,1,2,0,5,3
7917,1,5,3,0,4,5,0,4,4,2,0,0,1,0,5,0,1,3
7918,1,0,4,0,2,5,1,0,4,1,2,0,2,2,0,0,4,1
7920,1,4,2,0,4,3,0,0,2,0,5,0,0,5,3,0,0,1
7921,2,2,4,4,5,1,0,3,0,2,4,4,5,1,5,2,2,4
7922,5,3,0,0,2,1,0,0,1,2,2,3,1,0,5,0,4,3
7923,2,3,5,4,3,3,1,0,0,2,2,3,3,2,2,5,3,1
7924,1,3,3,0,4,5,0,4,1,5,0,4,4,0,5,0,0,5
7925,0,0,5,0,2,0,0,3,5,2,0,5,0,2,4,0,3,1
7926,4,5,3,3,3,5,0,3,4,2,2,2,4,2,1,5,2,2
7927,1,0,0,0,3,3,0,3,5,3,2,5,0,2,3,0,1,2
7928,2,4,1,0,0,2,0,2,5,2,2,2,3,2,0,0,5,1
7929,4,3,5,3,0,0,0,2,5,1,5,2,3,1,3,2,3,5
7930,4,3,1,1,3,2,4,5,2,0,0,5,2,1,5,4,0,4
7931,1,0,2,0,0,3,0,4,2,3,2,4,0,1,5,4,0,0
7932,1,3,2,0,3,2,0,1,4,2,0,0,0,1,0,0,1,5
7933,1,0,1,0,4,4,3,1,5,0,1,2,4,3,2,0,1,0
7934,1,2,2,0,3,0,3,5,0,2,0,0,2,5,5,0,4,4
7935,5,5,4,0,4,3,0,4,5,0,0,1,2,1,4,0,4,0
7936,5,4,3,1,2,3,0,5,0,2,0,2,5,1,0,3,4,1
7937,1,3,4,0,5,1,1,5,1,2,0,1,1,0,2,0,3,5
7938,3,3,3,0,4,5,4,0,2,2,5,1,4,2,5,3,0,4
7939,0,4,3,5,3,0,0,0,2,4,0,1,5,5,3,1,1,2
7940,1,2,4,0,5,5,1,5,2,5,5,4,1,3,1,0,0,1
7941,3,3,0,3,4,3,0,3,0,2,0,2,2,3,5,1,0,1
7942,1,0,3,0,4,3,1,1,3,2,2,0,0,3,5,0,1,0
7943,1,5,0,0,1,3,2,0,2,1,3,4,0,2,0,0,3,4
7944,2,4,0,0,5,3,4,1,0,2,2,0,5,4,3,4,0,3
7945,0,0,3,0,5,3,1,3,1,1,5,4,0,3,4,0,1,0
7946,1,4,4,0,4,1,0,0,5,4,3,2,2,5,5,4,1,3
7947,1,3,0,0,2,0,5,2,4,5,1,1,0,4,0,0,1,5
7948,2,0,0,0,2,4,0,5,3,2,3,3,0,2,4,0,3,1
7949,1,0,1,0,4,1,0,0,0,5,0,0,0,3,0,0,1,1
7950,1,3,3,0,3,5,1,0,4,2,1,2,2,5,4,1,1,4
7951,1,0,2,0,3,0,1,5,2,5,3,1,1,2,4,0,1,2
7952,1,4,3,0,3,5,0,5,5,2,1,2,0,3,0,0,0,4
7953,1,0,3,0,4,1,2,0,5,2,0,0,0,2,0,0,1,5
7954,5,4,0,4,0,4,5,5,5,3,0,4,1,2,2,3,1,5
7955,4,1,3,4,0,3,5,1,4,1,5,4,3,2,4,2,5,0
7956,1,2,2,0,3,0,4,1,0,0,0,1,0,0,3,0,1,1
7957,1,1,4,0,0,3,0,3,0,1,2,5,0,2,5,0,0,2
7958,2,2,1,1,3,4,0,2,4,0,1,4,2,1,0,0,3,5
7959,1,5,3,0,4,0,0,0,0,4,0,2,4,0,4,0,1,1
7960,3,1,0,0,3,5,0,5,0,2,5,5,3,1,4,4,0,0
7961,1,0,2,0,3,2,0,5,3,4,3,4,4,1,2,0,1,5
7962,1,0,3,0,3,5,0,0,0,4,4,2,0,3,5,0,1,4
7963,1,0,2,0,4,1,0,5,3,0,3,3,0,0,1,0,5,2
7964,1,3,1,0,3,0,5,2,0,3,1,2,0,1,5,0,1,1
7965,1,3,5,2,3,1,3,1,2,5,2,0,2,2,1,1,0,1
7966,1,2,0,5,2,5,0,2,0,4,3,4,1,2,4,0,1,2
7967,4,3,3,1,2,5,0,0,0,2,3,4,2,3,0,1,5,0
7968,1,0,1,0,1,5,5,2,3,5,1,2,0,5,0,0,1,2
7969,1,0,2,0,5,4,3,3,0,2,4,0,0,3,4,0,0,3
7970,1,0,2,0,3,5,2,3,5,5,4,5,2,1,2,0,0,2
7971,1,4,5,0,4,1,0,2,3,1,1,3,0,1,1,5,2,2
7972,1,0,4,2,5,4,0,3,0,2,0,3,0,2,3,0,4,3
7973,4,0,3,0,5,5,4,3,2,2,2,3,5,1,4,4,1,2
7974,1,4,3,0,4,0,3,2,0,2,5,2,0,1,0,0,1,2
7975,1,0,1,2,0,5,0,4,3,2,0,2,3,4,3,4,0,0
7976,2,5,2,0,0,4,1,2,2,2,0,1,3,2,5,4,0,1
7977,1,0,1,0,4,5,0,3,4,0,3,1,0,3,1,0,4,3
7978,2,4,0,3,3,3,0,2,0,1,4,1,0,3,0,1,0,1
7979,1,4,3,2,4,3,0,5,0,0,4,0,5,0,0,2,5,1
7980,3,4,1,0,5,4,1,0,2,0,5,3,3,5,5,1,1,0
7981,0,5,4,0,2,4,5,4,2,5,4,3,1,4,5,5,4,2
7982,5,3,0,1,3,2,0,3,1,5,5,3,4,1,4,0,3,2
7983,1,2,2,0,2,4,1,3,0,2,0,1,0,2,3,3,3,3
7984,1,3,2,0,3,0,4,0,2,1,0,5,0,1,5,2,0,1
7985,5,4,1,0,2,3,1,3,0,0,4,3,3,4,0,3,5,3
7986,3,0,4,1,4,3,4,1,4,4,1,5,2,1,0,1,2,1
7987,5,5,3,0,3,3,0,4,0,0,3,5,2,2,0,4,1,1
7988,1,5,2,3,5,3,0,3,5,3,4,2,3,3,1,3,1,1
7989,1,2,4,0,1,3,1,5,1,1,2,0,0,3,3,0,1,2
7990,1,0,2,0,4,0,0,0,0,5,2,3,0,3,2,0,1,5
7991,3,0,0,5,0,4,5,1,5,5,1,1,3,0,2,1,1,4
7992,1,2,0,1,2,3,1,0,5,5,1,1,4,2,1,3,1,1
7993,1,0,2,0,4,0,2,5,3,4,3,4,2,3,1,0,1,1
7994,5,4,5,2,3,3,5,1,1,2,2,2,0,0,2,5,4,2
7995,1,3,3,0,4,0,1,2,5,2,3,1,0,0,2,0,3,0
7996,0,1,2,2,1,3,5,3,0,5,2,0,1,3,3,2,5,2
7997,1,0,5,0,0,1,1,0,2,2,0,2,0,2,3,1,1,4
7998,3,3,0,0,3,4,4,4,5,2,0,3,3,1,4,0,3,5
7999,2,2,4,0,2,3,0,3,4,2,2,0,0,3,4,0,2,3
8000,0,1,4,0,2,5,0,2,2,5,2,5,2,5,0,4,4,1
8001,1,0,1,0,3,1,4,2,4,0,1,2,0,1,1,2,1,2
8002,3,0,4,5,5,1,0,0,2,0,1,4,4,3,0,5,4,2
8003,1,0,2,0,0,0,2,0,2,1,1,2,0,1,0,0,4,5
8004,1,0,1,0,4,5,0,4,5,1,5,5,0,2,5,0,1,5
8005,0,3,4,0,4,3,0,4,0,2,1,3,0,0,5,2,0,1
8006,1,0,0,0,5,2,2,5,0,0,3,5,2,3,0,0,1,0
8007,4,3,4,0,2,3,0,1,0,2,5,5,5,4,1,5,0,4
8008,1,0,3,0,0,5,0,2,0,5,1,2,0,5,2,0,5,5
8010,2,1,2,1,1,3,0,0,0,4,3,0,0,3,0,1,4,1
8011,1,1,2,0,4,5,0,0,5,3,5,2,0,0,4,0,3,3
8012,2,1,4,5,3,0,0,4,2,3,1,0,2,5,4,0,0,2
8013,1,1,1,0,4,3,0,0,1,5,2,1,0,2,2,5,3,3
8014,4,4,4,0,2,3,4,0,2,3,1,1,1,3,5,3,5,2
8015,1,3,1,0,1,5,0,4,3,4,0,4,3,0,1,0,5,0
8016,1,4,2,0,1,4,4,4,5,0,1,2,0,5,5,0,4,4
8017,1,5,2,0,0,3,0,3,0,3,3,4,0,2,5,0,1,4
8018,1,2,4,4,1,3,0,0,0,4,4,3,1,2,2,1,4,1
8019,2,5,0,1,4,5,0,0,0,3,0,3,1,3,1,3,2,5
8020,1,0,0,0,4,5,1,2,1,5,4,4,0,3,2,0,1,3
8021,3,0,2,0,4,5,0,2,4,1,4,4,0,3,1,0,1,2
8022,5,3,3,3,3,3,0,4,1,2,3,3,1,0,4,1,3,0
8023,1,0,3,0,4,4,1,3,1,2,3,2,0,1,3,0,2,2
8024,1,0,2,1,1,3,1,3,1,2,5,5,0,4,5,0,1,4
8025,3,5,4,2,3,3,0,3,0,2,5,3,1,2,0,3,1,5
8026,3,4,2,5,1,4,4,2,2,2,3,5,1,1,4,2,5,2
8027,1,0,3,0,3,0,4,1,4,3,5,4,2,5,4,0,3,3
8028,4,5,1,1,1,4,0,3,5,4,3,5,3,3,3,5,1,1
8029,1,0,4,0,4,5,4,0,0,1,5,0,0,3,3,0,1,0
8030,1,3,5,2,3,4,4,0,2,4,1,2,1,4,3,4,2,4
8031,3,5,0,5,1,1,0,5,0,4,4,0,2,5,2,1,1,2
8032,1,4,4,4,2,3,2,5,0,5,2,2,0,0,2,4,0,1
8033,4,5,1,5,5,3,0,3,0,2,5,2,3,4,0,1,1,1
8034,1,5,5,3,5,0,4,4,5,4,4,0,0,0,2,4,3,5
8035,1,2,4,0,5,3,3,3,0,2,0,0,2,0,3,4,2,1
8036,4,1,5,0,3,3,0,0,1,2,5,0,0,2,1,3,4,2
8037,1,0,0,0,0,4,2,3,2,0,0,2,1,2,0,3,3,5
8038,3,1,4,5,1,2,5,1,0,5,4,0,1,5,1,5,4,4
8039,2,1,3,5,1,3,0,1,1,0,5,1,0,3,4,1,5,1
8040,1,1,2,0,0,3,5,5,3,5,3,1,2,5,2,0,1,2
8041,1,5,4,0,3,3,0,5,0,1,2,4,4,1,0,3,3,2
8042,1,4,4,5,0,3,4,0,0,3,3,1,0,2,5,1,4,0
8043,2,3,4,1,0,3,0,4,0,0,0,1,2,2,5,2,4,5
8044,1,3,1,4,5,5,0,4,4,2,5,5,3,0,3,4,0,2
8045,0,1,0,1,0,3,3,5,0,5,5,4,0,3,1,4,0,1
8046,1,4,1,0,4,3,0,5,4,1,4,4,0,5,4,0,0,5
8047,5,1,3,5,1,3,2,4,3,2,1,3,2,5,1,3,5,1
8048,2,1,3,3,3,4,4,5,2,2,3,1,0,1,0,1,5,4
8049,1,0,1,0,5,3,1,3,0,0,5,4,1,0,0,0,4,1
8050,1,0,1,1,4,1,1,1,2,4,5,0,0,3,0,0,1,4
8051,4,3,3,2,3,3,4,4,4,4,3,5,1,1,4,0,0,2
8052,1,0,5,0,0,2,2,2,0,0,2,2,0,2,4,5,3,5
8053,1,0,4,0,0,4,1,4,4,5,3,3,0,5,4,0,0,2
8054,5,1,2,0,0,2,4,2,0,1,0,1,4,1,0,0,0,4
8055,1,1,4,0,2,4,0,2,2,5,1,5,0,1,2,0,5,3
8056,2,4,3,3,1,3,3,4,5,2,0,1,2,1,0,4,2,1
8057,1,1,0,0,4,5,0,5,4,1,0,0,0,3,0,0,4,3
8058,0,2,5,1,4,5,0,3,0,3,2,4,2,3,0,0,3,1
8059,1,0,4,2,4,3,5,0,3,0,2,0,1,3,2,0,1,4
8060,1,4,1,0,3,3,1,3,0,2,4,3,3,1,5,2,3,3
8061,1,0,3,0,4,4,0,0,0,1,3,4,0,3,0,0,1,2
8062,4,1,3,0,4,3,0,0,0,5,2,1,0,0,5,0,1,4
8063,1,3,0,0,4,2,0,0,0,1,4,1,0,0,5,0,1,5
8064,2,4,5,5,0,5,5,2,2,5,2,2,2,0,1,2,4,1
8066,1,0,2,0,4,0,1,2,2,4,3,2,1,3,2,0,1,1
8067,1,0,5,0,5,0,0,5,1,0,4,3,0,2,2,0,2,3
8068,1,0,1,0,3,4,1,3,2,4,0,3,0,2,5,0,1,4
8069,1,0,1,0,3,2,4,5,3,4,1,1,0,4,1,0,1,3
8070,1,0,2,0,4,5,2,5,3,2,1,5,0,3,0,0,1,5
8071,0,2,3,0,1,1,5,0,3,1,4,4,5,2,3,2,5,2
8072,1,5,1,4,0,5,5,3,5,5,2,3,0,4,1,2,1,5
8073,1,0,4,0,4,0,0,1,0,2,0,2,0,3,5,0,1,1
8074,1,4,4,0,4,0,1,5,0,2,0,1,0,4,0,5,0,0
8075,1,0,2,0,4,3,5,4,5,2,0,1,0,0,4,0,4,1
8076,1,4,0,3,2,3,1,0,3,2,2,5,1,0,0,2,3,1
8077,1,5,4,0,3,3,2,3,4,4,0,1,3,1,0,0,1,1
8078,2,3,0,0,2,3,0,5,3,2,3,4,1,4,0,0,0,5
8079,1,1,0,5,0,0,1,3,3,3,2,1,0,4,5,0,1,1
8080,1,0,0,0,4,3,2,0,0,4,5,3,1,1,0,4,3,5
8081,1,0,1,0,4,3,0,0,0,1,3,1,0,5,4,0,1,1
8082,5,0,4,5,5,5,2,3,2,3,4,2,1,2,1,3,1,5
8083,1,1,5,0,5,3,3,4,5,0,1,1,0,4,4,0,3,0
8084,3,0,1,4,0,3,2,0,1,4,2,0,4,5,3,1,0,5
8085,0,4,2,2,1,3,0,2,5,5,0,1,0,2,2,2,0,4
8086,2,1,2,0,1,4,0,3,0,4,5,4,5,1,1,0,1,0
8087,1,4,0,0,3,2,4,4,0,0,0,2,0,3,0,0,4,1
8088,1,0,2,0,4,2,3,1,4,3,1,3,0,5,5,0,2,2
8089,4,4,2,4,4,3,0,4,0,3,4,1,1,3,0,2,5,1
8090,1,1,4,0,4,5,5,0,4,5,2,1,0,0,2,2,4,1
8091,1,1,5,0,4,1,4,3,1,2,5,3,0,2,0,0,1,0
8092,1,4,2,0,3,1,2,2,1,2,1,2,0,2,3,3,1,4
8093,1,0,4,0,4,5,0,0,0,0,3,4,0,3,3,0,1,5
8094,1,0,2,0,2,1,3,4,0,1,4,3,2,3,2,0,5,5
8095,1,0,5,0,4,1,0,3,2,2,4,0,0,5,4,0,4,0
8096,5,3,1,5,4,4,0,2,0,0,1,2,0,2,2,4,3,5
8097,1,2,2,5,2,0,5,4,4,2,2,0,5,5,3,1,4,2
8098,1,5,0,0,2,2,0,2,4,4,0,1,4,1,4,2,3,1
8099,2,1,1,0,3,3,0,2,2,2,2,0,0,5,2,5,0,1
8100,0,3,1,0,2,5,3,2,4,3,5,5,4,5,5,2,0,2
8101,1,1,0,0,0,4,5,4,0,1,2,1,0,5,5,0,3,0
