CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,교육문화_아동_저가_clust_id
10585,0,-3,3,0,-1,-2,5
10586,0,0,0,0,0,0,0
10587,-3,3,-3,3,-3,3,2
10588,-2,3,-1,-2,3,-1,1
10589,-1,-1,3,-3,3,-3,5
10590,0,0,0,0,0,0,0
10591,0,0,0,0,0,0,0
10592,-1,0,0,0,4,-3,1
10593,0,0,0,0,4,-1,1
10594,4,-1,0,0,0,-1,4
10595,0,0,0,4,-3,3,3
10596,0,0,0,0,0,0,0
10597,0,0,0,0,0,0,0
10598,0,0,0,0,0,0,0
10599,-3,-1,0,4,-3,-1,3
10600,3,-3,3,0,-3,-1,4
10601,0,0,0,4,-3,-1,3
10602,-1,0,-1,3,-1,-1,3
10603,3,-3,-1,0,0,4,4
10604,0,0,0,0,0,0,0
10605,0,0,0,0,0,0,0
10606,4,-1,-2,3,0,-3,3
10607,0,0,0,0,0,0,0
10608,0,0,0,0,0,0,0
10609,0,0,0,0,0,0,0
10610,0,0,0,0,0,0,0
10611,3,-1,-2,0,3,-3,4
10612,-1,0,-2,3,-1,-2,3
10614,3,0,-3,3,-1,-2,3
10615,-1,0,1,-1,0,1,0
10616,1,-3,2,0,-2,2,4
10617,0,0,0,0,0,0,0
10618,0,-1,0,2,-2,0,3
10619,0,0,4,0,-3,-1,5
10620,-1,4,0,-2,-1,-1,2
10621,0,0,0,0,0,0,0
10622,0,0,4,-3,0,-1,5
10623,0,0,0,0,0,0,0
10624,0,4,-2,1,-2,0,2
10625,0,0,4,-1,-2,3,5
10626,0,0,0,0,0,0,0
10627,1,-2,2,-1,2,-2,4
10628,0,0,0,0,0,0,0
10629,-2,1,-2,0,-1,0,2
10630,0,0,0,4,0,-2,3
10631,4,-2,-1,-1,0,0,4
10632,0,0,4,-3,-1,0,5
10633,4,-3,-1,4,-3,-1,3
10634,3,-1,-2,3,-3,3,3
10635,1,0,-2,3,-1,-1,3
10636,-3,3,-1,-2,0,3,2
10637,2,-3,-1,0,4,-1,4
10638,0,0,0,0,0,0,0
10639,0,4,-3,3,0,-2,2
10640,-3,2,0,-2,3,-3,1
10641,2,-1,0,0,0,0,4
10642,4,0,-2,-1,3,-3,4
10643,0,0,0,0,0,0,0
10644,0,0,0,0,0,0,0
10645,-1,0,3,-3,3,-3,5
10646,2,-1,1,-2,2,-1,4
10647,0,-1,2,-2,-1,2,5
10648,0,0,0,0,0,0,0
10649,0,0,0,0,0,0,0
10650,-3,0,-1,4,-2,2,3
10651,0,4,-3,-1,0,0,2
10652,3,0,-1,-1,0,2,4
10653,0,0,0,4,-1,-2,3
10654,3,-3,-1,0,4,-2,4
10655,3,-1,-2,-1,4,-2,1
10656,0,0,0,0,0,0,0
10657,0,1,-1,0,-1,3,0
10658,-1,3,-1,-1,0,1,2
10659,4,-3,-1,0,0,0,4
10660,-1,0,0,0,0,0,0
10661,0,0,0,0,0,0,0
10662,-1,0,0,0,1,0,0
10663,4,-2,0,-1,3,-3,4
10664,0,-1,3,-3,-1,0,5
10665,0,0,0,0,0,0,0
10666,0,0,0,0,0,0,0
10667,3,0,-3,-1,4,-3,1
10668,-3,3,-3,2,1,-3,2
10669,0,0,0,0,0,0,0
10670,0,0,0,0,4,-3,1
10671,-2,-1,1,2,-3,3,3
10672,-1,4,-3,3,-3,-1,2
10673,0,0,0,0,0,0,0
10674,3,-3,3,-3,3,-3,4
10675,2,-1,-2,-1,0,0,4
10676,-1,0,4,-1,-2,-1,5
10677,4,-3,-1,4,-3,-1,3
10678,-1,4,-3,-1,0,0,2
10679,0,0,0,0,4,-3,1
10680,4,-3,-1,0,0,4,4
10681,4,-3,-1,0,0,4,4
10682,0,-1,0,0,0,0,0
10683,3,-3,3,0,-2,-1,4
10684,-3,-1,0,0,0,0,0
10685,0,0,2,-3,3,-1,5
10686,4,-3,-1,0,0,0,4
10687,0,0,0,0,0,0,0
10688,1,0,-1,2,-3,2,3
10689,0,0,0,0,0,0,0
10690,-1,-1,-1,1,-1,3,0
10691,-3,-1,0,0,0,0,0
10692,4,-3,-1,4,-3,-1,3
10693,0,0,4,-3,-1,0,5
10694,-3,-1,0,0,4,-3,1
10696,-3,2,-2,3,-2,1,2
10697,0,0,0,0,0,4,0
10698,0,0,0,0,0,0,0
10699,-3,-1,4,-3,-1,4,5
10700,0,0,0,0,0,0,0
10701,0,0,0,0,0,0,0
10702,-1,4,-3,3,-3,-1,2
10703,0,0,0,0,0,0,0
10704,-2,-1,4,-3,-1,0,5
10705,0,0,0,0,0,0,0
10706,0,0,4,-3,-1,0,5
10707,0,0,0,0,0,0,0
10708,-3,-1,4,-3,-1,4,5
10709,0,3,-3,-1,4,-2,1
10710,0,0,0,0,0,0,0
10711,0,0,0,0,0,0,0
10712,-2,3,-3,3,-3,3,2
10713,-1,4,-3,3,-3,-1,2
10714,-3,3,-2,-1,-1,4,2
10715,4,-3,-1,4,-3,3,3
10716,-3,3,-3,3,-1,-2,2
10717,0,0,0,0,0,0,0
10719,0,4,-3,-1,0,0,2
10720,3,-1,-2,3,0,-2,3
10721,0,0,0,0,0,0,0
10722,4,-1,-2,-1,4,-3,4
10723,0,4,-1,-1,0,1,2
10724,-1,-1,0,0,4,-2,1
10725,0,0,0,0,0,0,0
10726,0,0,0,0,0,0,0
10727,0,0,0,0,0,0,0
10728,-1,3,-3,0,0,-1,2
10729,-1,0,0,0,0,0,0
10730,0,0,0,0,0,0,0
10731,2,-3,-1,0,0,4,4
10732,-3,-1,0,0,4,-3,1
10733,4,-3,-1,0,4,-3,4
10734,-3,-1,4,-3,-1,0,5
10735,0,-1,0,0,0,0,0
10736,-1,0,4,-1,-2,-1,5
10737,-3,-1,0,0,0,0,0
10738,4,-3,3,-3,3,-3,4
10739,0,0,0,0,0,0,0
10740,0,0,0,0,0,0,0
10741,0,0,0,0,4,-3,1
10742,0,0,0,0,0,0,0
10743,-1,0,3,-2,-1,-1,5
10744,-1,-1,0,4,-3,0,3
10745,0,-2,3,-1,-2,2,5
10746,-3,3,0,-3,3,-3,1
10747,-1,0,0,-1,3,-3,1
10748,0,0,0,0,0,0,0
10749,0,0,0,0,0,0,0
10750,-3,-1,0,0,0,0,0
10751,0,0,0,0,0,0,0
10752,-2,1,0,0,-1,1,0
10753,0,0,0,0,0,0,0
10754,-1,0,0,0,0,0,0
10755,0,0,0,0,0,0,0
10756,0,0,0,0,0,0,0
10757,4,-3,3,-3,-1,4,4
10758,1,-1,1,-1,0,2,0
10759,-3,3,0,0,-3,3,2
10760,-1,-2,3,-3,3,-3,5
10761,-2,3,-1,-1,1,-2,2
10762,0,4,-3,-1,0,0,2
10763,-3,3,-3,-1,0,4,2
10764,-2,2,0,-2,3,-3,1
10765,-1,-1,4,-2,1,-1,5
10766,0,4,-3,-1,0,0,2
10767,0,0,0,4,-2,2,3
10768,-3,3,-1,-2,-1,4,2
10769,4,0,-1,-2,-1,0,4
10770,0,-1,0,4,-3,3,3
10771,-1,4,0,-3,-1,0,2
10772,-1,4,-3,3,-3,-1,2
10773,0,0,0,0,0,4,0
10774,0,0,0,4,-3,3,3
10775,0,0,0,0,0,0,0
10776,-2,3,-3,0,0,-1,2
10777,3,-3,0,-1,0,4,4
10778,4,-3,-1,0,0,0,4
10779,0,0,4,-1,-2,-1,5
10780,3,-2,-1,3,-2,1,3
10781,-3,3,0,-3,1,-1,1
10782,0,0,0,0,0,0,0
10783,-3,-1,0,0,0,4,0
10784,1,-2,3,-2,-1,-1,5
10785,-3,-1,0,0,0,0,0
10786,0,0,4,-3,-1,0,5
10787,0,1,-1,1,-2,3,0
10788,1,-1,-1,1,2,-1,0
10789,0,3,-2,1,1,-3,2
10790,0,4,-3,-1,0,0,2
10791,0,0,4,-1,-2,3,5
10792,0,0,0,0,0,0,0
10793,0,3,-2,1,0,-2,2
10794,4,-3,0,3,-3,3,3
10795,1,1,-2,0,-1,4,0
10796,-3,-1,0,0,0,0,0
10797,3,-1,-1,-1,3,-1,4
10798,0,0,4,-3,-1,0,5
10799,-2,2,-2,-1,4,-3,1
10800,-1,1,-1,1,0,-2,0
10801,0,0,0,0,0,0,0
10802,3,-2,-1,-1,4,0,4
10803,0,4,-3,3,-2,2,2
10804,-2,1,-2,3,0,-3,2
10805,-1,4,-3,3,0,-1,2
10806,4,-3,-1,0,0,0,4
10807,0,1,-1,2,-2,0,3
10808,-3,-1,0,0,0,0,0
10809,0,2,-2,3,-2,1,3
10810,-3,2,0,0,-2,-1,2
10811,0,0,0,0,4,-3,1
10812,0,0,0,4,-3,3,3
10813,3,0,-2,-1,2,0,4
10814,-2,1,0,-1,0,0,0
10815,0,0,0,0,0,0,0
10816,-1,0,0,0,0,0,0
10817,-3,3,-3,3,-1,-2,2
10818,0,0,0,0,4,-3,1
10819,-2,3,-1,-1,0,0,2
10820,0,0,4,-3,-1,0,5
10821,0,0,0,0,0,0,0
10822,-3,-1,4,-2,-1,-1,5
10823,0,-1,1,-2,3,-1,1
10824,-1,0,0,4,-3,-1,3
10825,0,0,0,0,0,0,0
10826,-2,-1,3,-3,3,-1,5
10827,0,0,0,0,0,4,0
10828,3,-2,-1,0,3,-1,4
10829,0,0,0,0,0,0,0
10830,0,0,0,0,0,0,0
10831,0,0,0,0,0,0,0
10832,3,-2,0,1,0,-1,4
10833,-1,4,-3,2,0,0,2
10834,4,-3,-1,0,0,0,4
10835,0,0,0,0,0,0,0
10836,0,0,0,0,0,0,0
10837,0,0,0,0,0,0,0
10838,0,0,0,0,0,0,0
10839,1,0,-1,-1,3,-2,1
10840,-1,3,-3,3,-1,-2,2
10841,1,-2,2,-1,0,2,4
10842,2,-1,0,-2,2,-2,4
10843,4,-3,-1,0,4,-3,4
10844,0,0,0,0,0,0,0
10845,0,0,4,-3,3,-3,5
10846,0,0,0,0,0,0,0
10847,0,0,0,0,0,0,0
10848,-2,3,-2,-1,-1,0,2
10849,0,0,0,0,0,4,0
10850,3,-3,0,3,0,-2,3
10851,-1,4,-3,-1,0,0,2
10852,-3,-1,0,0,0,4,0
10853,-3,3,-3,-1,0,4,2
10854,0,0,0,0,0,0,0
10855,0,0,4,-2,-1,-1,5
10856,0,0,0,0,0,0,0
10857,0,0,0,0,0,0,0
10858,0,0,0,0,0,0,0
10861,-2,-1,3,-3,3,-1,5
10862,1,-1,-1,-1,4,-1,1
10863,0,-1,4,-3,2,-2,5
10864,0,0,0,0,0,0,0
10865,0,0,0,0,0,0,0
10866,0,0,0,0,0,0,0
10867,0,0,0,0,0,4,0
10868,-1,0,0,0,0,0,0
10869,0,0,0,0,0,0,0
10870,-3,3,-1,-2,2,0,1
10871,0,2,-2,0,0,0,2
10872,2,1,0,-3,3,-1,1
10873,-1,0,1,-2,3,-3,1
10874,0,0,0,0,0,0,0
10875,0,0,0,0,0,0,0
10876,-3,3,-3,2,0,-1,2
10877,0,0,0,0,0,0,0
10878,0,0,4,-3,-1,0,5
10879,2,-2,2,-3,2,1,4
10880,4,-2,-1,0,-1,4,4
10881,0,0,0,0,0,0,0
10882,0,0,0,0,0,0,0
10883,0,0,0,0,0,0,0
10884,0,0,0,0,0,0,0
10885,0,0,0,4,-3,-1,3
10886,-1,4,-3,-1,0,0,2
10887,-2,2,1,-2,0,-1,0
10888,0,0,0,0,0,0,0
10889,3,-1,-1,0,-1,3,4
10890,4,-3,-1,0,0,0,4
10891,-1,4,-3,-1,0,0,2
10892,-1,0,4,-3,3,-3,5
10893,0,0,0,0,0,0,0
10894,-2,3,-3,3,-3,-1,2
10895,-3,-1,0,0,0,0,0
10896,0,4,-3,-1,0,0,2
10897,0,0,1,-1,0,1,0
10898,4,-1,0,0,-2,-1,4
10899,0,0,0,0,0,0,0
10901,0,0,0,0,0,0,0
10902,0,0,0,0,0,0,0
10903,0,4,-1,0,1,-3,2
10904,0,0,0,0,0,0,0
10905,0,0,0,0,0,0,0
10906,-2,1,0,0,-1,0,0
10907,-1,-1,3,-1,-2,-1,5
10908,-1,1,-2,2,0,-1,2
10909,3,0,-2,1,-1,-1,3
10910,0,0,0,0,0,0,0
10911,-3,-1,4,-3,3,-3,5
10912,0,-1,0,3,-2,0,3
10913,-1,0,0,0,0,0,0
10914,0,0,0,0,0,0,0
10915,-1,0,0,0,0,0,0
10916,-3,3,-3,-1,0,0,2
10917,0,0,0,0,0,0,0
10918,0,0,0,0,0,0,0
10919,4,-3,-1,0,0,0,4
10920,0,0,0,0,0,0,0
10921,4,-3,-1,0,0,0,4
10922,0,-1,0,2,-2,3,3
10923,-2,0,1,-1,1,0,0
10924,0,0,0,0,0,0,0
10925,-1,0,0,0,0,0,0
10926,-2,-1,3,-3,3,-3,5
10927,-3,-1,0,0,0,0,0
10928,2,-2,-1,-1,4,-1,4
10929,0,0,0,0,0,0,0
10930,1,0,-2,2,-1,2,3
10931,0,4,-3,-1,0,0,2
10932,0,0,0,0,0,0,0
10933,0,0,0,0,0,0,0
10934,-3,3,-2,0,1,-1,2
10935,-1,0,0,0,0,0,0
10936,0,0,0,0,0,0,0
10937,0,0,0,0,0,0,0
10938,-3,-1,4,0,-3,3,5
10939,0,0,0,4,-3,-1,3
10940,-2,0,1,0,1,-3,0
10941,4,-3,0,-1,0,4,4
10942,0,4,-3,-1,4,-3,1
10943,1,-1,1,-2,3,-1,1
10944,0,0,0,0,0,0,0
10945,-2,3,-3,-1,4,-3,1
10946,0,-1,-2,0,-1,0,0
10947,-3,1,0,-1,-1,0,0
10948,0,0,0,4,-3,-1,3
10949,3,-1,-2,2,-1,-1,3
10950,0,0,0,0,0,0,0
10951,-3,-1,0,0,0,0,0
10952,0,4,-3,-1,0,4,2
10953,-1,0,0,0,0,0,0
10954,0,-1,3,-2,0,0,5
10955,0,0,0,0,0,0,0
10956,0,0,0,0,0,0,0
10957,0,0,0,0,0,0,0
10958,0,0,0,0,0,0,0
10959,0,0,0,0,0,0,0
10960,-1,-1,2,-1,-1,1,5
10961,0,4,-3,-1,0,0,2
10962,-1,1,0,-1,1,-2,0
10963,1,0,0,-1,0,1,0
10964,-1,2,0,-1,-1,0,0
10965,0,0,0,0,0,0,0
10966,0,0,0,0,4,-3,1
10967,-1,4,-1,-2,3,-3,1
10968,3,-3,0,-1,0,0,4
10969,0,0,0,0,0,0,0
10970,-1,0,4,-1,-2,-1,5
10971,0,0,0,0,0,0,0
10972,-1,2,0,-2,3,-2,1
10973,0,0,4,-3,-1,0,5
10974,-2,1,-2,0,-1,0,2
10975,0,0,0,0,0,0,0
10976,-1,4,-2,-1,0,3,2
10977,0,4,-3,-1,0,0,2
10978,0,-1,-1,1,-1,3,0
10979,0,-1,1,-1,0,0,0
10980,3,-2,1,-1,-1,3,4
10981,3,-3,3,-2,1,-1,4
10982,1,0,1,0,-1,0,0
10983,3,-2,2,-2,-1,3,4
10984,-1,0,1,-1,-1,3,0
10985,0,0,0,0,0,0,0
10986,-3,-1,0,0,0,0,0
10987,0,0,0,0,0,0,0
10988,-1,0,4,-3,-1,0,5
10989,3,-2,-1,3,-1,-2,3
10990,0,4,-1,-2,-1,0,2
10991,0,0,0,0,0,0,0
10992,4,-3,-1,0,0,4,4
10993,0,4,-3,-1,0,0,2
10994,-1,1,-2,2,-1,1,2
10995,0,0,0,0,0,0,0
10996,0,3,-2,0,0,-1,2
10997,4,-3,-1,0,4,0,4
10998,-3,0,-1,4,-3,3,3
10999,0,0,0,0,0,0,0
11000,0,0,0,4,-3,-1,3
11001,0,0,0,0,0,0,0
11002,2,-1,0,2,-3,3,3
11003,1,0,-1,-1,2,0,1
11004,0,0,0,0,0,0,0
11005,-2,0,1,-1,2,-3,1
11006,0,1,-2,3,-1,0,3
11007,-1,-2,-1,4,-3,-1,3
11008,-3,0,2,-2,3,0,1
11009,0,0,0,4,-3,-1,3
11010,0,0,0,0,0,0,0
11011,0,0,0,0,0,0,0
11012,0,0,0,0,0,0,0
11013,0,0,4,-3,0,-1,5
11014,4,-3,-1,0,0,0,4
11015,0,0,0,0,0,0,0
11016,0,-2,2,-1,1,0,5
11017,0,1,0,-1,0,0,0
11018,-2,3,-2,2,-1,-1,2
11019,-1,4,-2,-1,-1,4,2
11020,-1,0,0,0,0,0,0
11021,0,0,4,-3,-1,0,5
11022,0,0,4,-1,-1,-1,5
11024,1,0,2,-2,0,1,5
11025,0,0,0,0,0,4,0
11026,-1,0,1,-2,1,1,0
11027,0,0,0,0,0,0,0
11028,0,0,0,0,0,0,0
11029,0,0,0,0,0,0,0
11030,0,4,0,-1,-2,0,2
11031,-1,0,0,0,0,0,0
11032,0,0,0,0,0,0,0
11033,0,0,4,0,-3,-1,5
11034,-1,4,-1,0,-2,-1,2
11035,0,-1,-1,4,-3,3,3
11036,-2,-1,3,-1,-2,-1,5
11037,0,4,-3,-1,0,0,2
11038,0,1,0,-2,3,-3,1
11039,-1,-1,4,-1,-2,0,5
11040,0,0,0,0,0,0,0
11041,0,3,-3,3,-3,3,2
11042,0,0,0,0,0,0,0
11043,-1,4,-3,3,-2,-1,2
11044,-1,4,-2,2,-3,1,2
11045,-1,1,-1,1,-1,-1,0
11046,-1,0,0,0,0,0,0
11047,0,0,0,0,0,0,0
11048,0,0,0,0,0,0,0
11049,0,0,0,0,0,0,0
11051,0,0,0,0,0,0,0
11052,3,-3,2,-2,3,-2,4
11053,0,2,-1,2,-3,3,3
11054,0,-1,-1,3,-2,0,3
11055,-1,0,0,0,0,0,0
11056,-1,0,0,0,0,0,0
11057,0,0,0,0,0,0,0
11058,-2,3,-3,3,-3,3,2
11059,0,0,4,-3,-1,0,5
11060,-1,0,0,4,-1,0,3
11061,0,-3,3,-3,3,-3,5
11062,-1,-1,4,-3,2,1,5
11063,0,0,0,0,0,0,0
11064,-1,0,0,4,-3,-1,3
11065,-1,-1,3,-3,3,-2,5
11066,-1,3,-3,2,0,1,2
11067,-1,0,-2,-1,4,-3,1
11068,0,0,0,4,-3,-1,3
11069,0,0,0,0,0,0,0
11070,0,3,-2,2,-3,3,2
11071,0,0,0,0,0,0,0
11073,3,-3,2,0,1,-3,4
11074,0,4,0,-3,-1,0,2
11075,0,0,0,0,0,0,0
11076,-1,-1,0,2,-3,-1,3
11077,3,-3,-1,4,-3,3,3
11078,0,4,-3,-1,0,0,2
11079,0,0,0,0,0,0,0
11080,0,0,0,0,4,-2,1
11081,0,0,0,0,0,0,0
11082,0,0,0,4,-3,3,3
11083,0,0,0,0,0,0,0
11084,-1,-1,3,-1,-1,0,5
11086,0,0,0,0,0,0,0
11087,2,-2,0,-1,-1,4,4
11088,0,-1,2,-1,1,-1,5
11089,0,0,0,0,0,0,0
11090,-2,3,-2,2,-3,2,2
11091,-1,-1,0,0,0,0,0
11092,-3,3,-3,2,-2,-1,2
11093,-2,1,-1,0,1,-2,0
11094,0,0,0,0,0,0,0
11095,3,-3,-1,0,0,0,4
11096,0,4,-3,3,-3,0,2
11097,-1,-1,0,0,0,0,0
11098,-2,1,-2,0,3,-3,1
11099,0,4,-3,-1,0,0,2
11100,-3,0,3,-3,-1,4,5
11101,-3,3,-3,-1,0,4,2
11102,3,-1,-1,-1,3,-2,4
11103,0,0,0,0,0,0,0
11104,-1,0,1,-1,2,-1,1
11105,0,0,0,0,0,0,0
11106,1,-1,1,0,-1,1,0
11107,0,0,0,0,0,0,0
11108,0,0,0,0,0,0,0
11109,0,0,0,0,0,0,0
11110,0,0,0,0,0,0,0
11111,-1,-1,-1,3,-3,2,3
11112,-1,0,0,0,0,0,0
11113,0,0,0,0,0,0,0
11114,0,4,-1,-1,0,0,2
11115,0,0,0,0,0,0,0
11116,1,-2,3,-2,1,0,5
11117,-2,0,1,-1,-1,3,0
11118,-3,-1,0,0,0,0,0
11119,-1,1,0,-2,3,-2,1
11120,-3,-1,0,0,0,0,0
11121,2,-1,-2,3,-3,3,3
11122,3,-3,-1,0,0,0,4
11123,2,-2,2,-2,1,-2,4
11124,0,-1,3,0,-3,0,5
11125,0,0,0,0,0,0,0
11126,0,0,0,0,0,0,0
11127,0,0,0,0,0,0,0
11128,0,0,0,0,0,0,0
11129,0,0,0,0,0,0,0
11130,0,0,0,4,-3,-1,3
11131,0,0,0,0,0,0,0
11132,0,0,0,0,0,0,0
11133,-3,0,3,-3,3,0,5
11134,0,0,4,-2,2,-2,5
11135,4,-3,-1,4,-3,-1,3
11136,-1,4,-2,-1,3,-3,1
11137,3,-3,0,-1,4,-1,4
11138,0,0,0,0,0,0,0
11139,3,-1,1,-3,-1,0,4
11140,-1,4,-3,-1,4,-3,1
11141,-3,3,-3,-1,0,4,2
11142,-1,0,0,-2,0,3,0
11143,0,0,0,0,4,-3,1
11144,0,0,0,0,4,-3,1
11145,0,0,0,0,0,0,0
11146,-1,0,0,0,0,0,0
11147,0,0,0,0,0,0,0
11148,0,4,-3,-1,0,4,2
11149,0,0,0,0,0,0,0
11150,0,0,0,0,0,0,0
11151,-3,-1,4,-1,0,1,5
11152,0,0,0,0,0,0,0
11153,0,0,0,0,0,4,0
11154,1,-2,3,-1,-1,1,5
11155,-1,0,0,0,0,4,0
11156,0,0,0,0,0,0,0
11157,0,0,0,0,0,0,0
11158,0,0,4,-3,-1,0,5
11159,0,0,0,0,0,0,0
11160,2,0,0,-2,-1,4,0
11161,0,0,0,0,0,0,0
11162,0,0,0,0,0,0,0
11163,0,0,0,0,0,0,0
11164,0,0,4,-3,-1,4,5
11165,-1,-2,1,2,-2,-1,3
11166,0,-1,3,-2,2,-3,5
11167,0,0,0,4,0,-3,3
11168,-1,0,-2,3,-3,3,3
11169,0,0,0,0,0,0,0
11170,-2,1,0,-2,2,1,1
11171,0,0,0,0,0,0,0
11172,0,0,0,0,0,0,0
11173,-1,0,0,0,0,4,0
11174,0,0,0,0,0,0,0
11175,3,-3,0,2,0,-1,4
11176,-2,2,0,-1,1,0,1
11177,0,0,0,0,0,4,0
11178,0,0,0,0,0,0,0
11179,-3,3,-3,3,-3,-1,2
11180,4,-3,3,-1,-1,2,4
11181,0,0,0,0,0,0,0
11182,-3,-1,0,0,0,0,0
11183,0,0,0,0,0,0,0
11184,0,4,-3,-1,4,-3,1
11185,-1,0,0,1,0,-2,0
11186,-3,2,-1,-1,3,-1,1
11187,-1,0,0,-2,3,-3,1
11188,0,0,0,0,0,0,0
11189,-3,-1,0,0,0,0,0
11190,0,0,0,0,0,0,0
11191,0,0,0,0,0,0,0
11192,-1,0,0,0,0,0,0
11193,-2,-1,3,-2,1,-2,5
11194,0,0,0,0,0,0,0
11196,3,-3,3,-3,3,-2,4
11197,0,0,0,0,0,0,0
11198,-3,3,0,-3,-1,4,2
11199,0,0,0,0,0,0,0
11200,0,4,-3,-1,0,0,2
11201,0,0,4,-3,-1,0,5
11202,0,0,0,0,0,0,0
11203,0,0,0,0,0,4,0
11204,0,0,0,0,0,4,0
11205,3,-3,-1,0,0,0,4
11206,0,0,0,0,0,0,0
11207,-1,3,-3,-1,4,-3,1
11208,0,0,0,0,0,0,0
11209,0,0,0,0,0,0,0
11210,-3,3,0,-3,-1,0,2
11211,0,0,0,0,0,0,0
11212,0,4,-3,-1,0,4,2
11213,-1,-1,0,0,1,-1,0
11214,-3,-1,0,0,0,0,0
11215,0,0,0,0,4,-3,1
11216,0,-2,3,-3,-1,0,5
11217,0,0,0,0,0,0,0
11218,0,0,0,0,0,0,0
11219,3,-3,2,0,-2,1,4
11220,-2,-1,0,4,-3,-1,3
11221,-2,0,-1,3,-1,-1,3
11222,1,-1,1,0,-2,3,0
11223,0,0,4,-2,0,0,5
11224,-1,0,4,-3,0,-1,5
11225,3,-2,-1,0,3,-3,4
11226,0,0,0,0,4,-3,1
11228,-2,0,3,0,-3,-1,5
11229,0,0,0,0,0,0,0
11230,-1,-1,3,-1,-2,-1,5
11231,4,-3,-1,0,0,4,4
11232,0,0,0,0,0,0,0
11233,1,-3,3,-1,-1,1,5
11234,3,-2,2,-2,0,1,4
11235,0,4,-2,-1,-1,0,2
11236,-3,3,-3,3,-3,3,2
11237,-1,4,-2,-1,-1,4,2
11238,0,0,0,0,0,0,0
11239,-2,1,2,-2,1,1,5
11240,0,-1,0,-1,0,3,0
11241,-2,-1,1,0,0,-1,0
11242,-1,3,-2,-1,3,0,1
11243,-2,-1,3,-3,3,-2,5
11244,-2,0,0,1,0,-2,0
11245,-2,3,-2,1,0,-1,2
11246,3,-2,2,-3,0,3,4
11247,0,0,0,0,0,0,0
11248,2,0,-1,1,0,-1,0
11249,0,0,0,0,0,0,0
11250,0,0,0,0,0,0,0
11251,-1,4,-3,-1,0,0,2
11252,3,-2,-1,1,2,-2,4
11253,3,0,-3,0,-1,4,0
11254,-2,-1,3,-2,1,-2,5
11255,0,4,-3,-1,0,0,2
11256,0,0,0,0,0,0,0
11258,-1,0,0,4,-3,-1,3
11259,3,-3,3,-1,-1,2,4
11260,0,0,0,0,0,0,0
11261,4,-3,-1,0,0,0,4
11262,0,0,0,0,0,0,0
11263,0,0,0,0,4,-3,1
11264,0,0,4,-3,3,-3,5
11265,-1,0,3,-3,3,-3,5
11266,2,-3,3,-3,3,0,4
11267,0,0,0,4,-3,3,3
11268,-2,1,0,-2,3,0,1
11269,0,0,0,0,0,4,0
11270,-3,1,2,-2,-1,2,5
11271,-3,-1,0,0,0,0,0
11272,-1,0,0,0,0,0,0
11273,0,0,0,0,0,0,0
11274,1,-2,0,3,-2,-1,3
11275,0,3,-1,-2,3,-2,1
11276,4,-1,-1,-1,-1,0,4
11277,0,0,0,0,0,0,0
11278,-3,-1,4,-3,-1,4,5
11279,4,-1,-1,-1,-1,4,4
11280,0,0,0,0,0,0,0
11281,-1,4,-2,-1,3,-3,1
11282,0,0,0,0,0,0,0
11283,-1,3,-3,3,-2,-1,2
11284,0,4,-3,-1,0,0,2
11285,0,0,0,0,0,0,0
11286,0,0,0,0,0,0,0
11287,0,4,-2,-1,3,-3,1
11288,4,-3,-1,4,-3,3,3
11289,4,-3,-1,4,-3,-1,3
11290,0,0,0,0,0,0,0
11291,0,0,0,0,0,4,0
11292,0,0,0,0,4,-3,1
11293,1,0,1,-3,2,0,5
11294,-1,-2,2,0,-1,1,0
11295,4,-3,3,-3,-1,4,4
11296,0,0,0,0,0,0,0
11297,0,0,0,0,0,0,0
11298,0,0,0,0,0,0,0
11299,-1,-1,2,0,-1,1,0
11300,-3,3,-3,-1,4,0,1
11301,0,0,0,0,0,0,0
11302,-3,-1,0,0,0,0,0
11303,1,-1,1,-1,0,-1,0
11304,-2,3,-3,3,-3,3,2
11305,0,0,0,0,4,-3,1
11306,0,0,0,0,0,0,0
11307,-2,-1,-1,4,-3,3,3
11309,1,-2,3,-1,-1,0,5
11310,0,0,0,0,0,0,0
11311,0,0,4,-3,-1,0,5
11312,-3,2,0,-1,2,-3,1
11313,-3,0,3,-3,-1,0,5
11314,0,0,0,0,0,0,0
11315,-1,0,-1,4,-1,0,3
11316,-1,0,0,0,0,0,0
11317,0,0,0,0,0,0,0
11318,0,0,0,0,0,0,0
11319,-3,2,-1,2,-3,3,2
11320,-3,-1,4,-3,-1,0,5
11321,0,0,0,0,0,0,0
11322,0,0,0,0,0,0,0
11323,0,0,2,-1,-2,2,5
11324,0,0,0,4,-3,2,3
11325,-3,2,-1,2,-3,2,2
11326,0,0,0,0,4,-3,1
11327,-2,0,2,-2,0,-1,5
11328,0,0,0,0,0,0,0
11329,0,0,0,0,0,0,0
11330,-1,0,0,0,0,0,0
11331,0,0,0,0,0,0,0
11332,2,1,-2,1,-1,1,0
11333,0,0,0,-1,3,0,1
11334,-2,0,-1,4,-1,-2,3
11335,0,-2,3,-3,-1,4,5
11336,-1,0,0,0,0,0,0
11337,-3,-1,0,0,0,4,0
