CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,침구_주방_중가_clust_id
8406,-3,-1,0,0,0,4,1
8407,-3,3,-2,-1,3,-1,2
8408,1,0,-2,-1,0,0,1
8409,0,0,4,-3,-1,0,4
8410,0,0,0,0,0,0,1
8411,-1,1,-2,3,-3,0,3
8412,0,0,4,-3,3,-3,4
8413,-2,-1,4,-2,-1,3,4
8414,-3,3,-3,3,-3,-1,0
8415,4,-3,2,-1,1,-2,5
8416,-3,3,0,-3,0,3,0
8417,4,-2,1,1,-1,-2,5
8418,0,0,0,4,-3,-1,3
8419,-2,-1,-1,4,-1,-1,3
8420,-1,0,1,-2,-1,4,1
8421,-1,-1,0,0,4,-1,2
8422,-3,-1,4,-3,-1,4,4
8423,0,4,-3,3,-1,-2,0
8424,0,0,0,0,0,0,1
8425,-3,3,-2,-1,3,-2,2
8426,0,0,0,0,0,0,1
8427,-3,-1,0,4,-1,0,3
8428,-1,0,0,0,0,0,1
8429,-1,4,-3,-1,0,0,0
8430,-3,3,-3,3,-1,-2,0
8431,-2,0,2,-3,3,-1,4
8432,0,0,-1,0,-1,3,1
8433,0,0,0,0,0,0,1
8434,4,-1,-2,-1,4,-1,5
8435,0,4,-3,-1,4,-2,2
8436,0,0,0,0,0,4,1
8437,4,-3,-1,4,-2,2,3
8438,0,0,0,0,0,0,1
8439,0,4,-3,-1,0,4,0
8440,-1,4,-1,-2,3,-3,2
8441,0,0,0,4,-3,-1,3
8442,-3,-1,4,-3,3,-2,4
8443,0,0,0,0,0,0,1
8444,-1,0,0,0,0,0,1
8445,-1,0,0,0,4,-3,2
8446,0,4,-3,-1,0,0,0
8447,0,0,0,0,0,0,1
8448,0,0,0,0,0,0,1
8449,-1,4,-2,1,0,-2,0
8450,0,0,0,4,-3,-1,3
8451,3,-3,3,-3,-1,4,5
8452,-1,0,0,0,0,0,1
8453,0,0,0,0,0,0,1
8454,4,0,-3,-1,0,4,5
8455,3,-3,-1,4,-2,1,3
8456,0,0,0,0,0,0,1
8457,0,-1,-1,3,-3,-1,3
8458,0,0,0,0,0,0,1
8459,-1,-1,3,-2,0,-1,4
8460,-1,4,-3,-1,0,0,0
8461,0,0,0,0,0,0,1
8463,0,0,0,0,0,0,1
8464,3,-3,3,-2,-1,-1,5
8465,1,-1,-1,2,1,-1,1
8466,0,0,0,0,0,0,1
8467,4,-3,3,-3,-1,0,5
8468,3,-3,-1,0,0,4,5
8469,4,-3,-1,4,-3,-1,3
8470,1,-1,1,-2,-1,4,1
8471,0,0,0,0,0,0,1
8472,-3,-1,4,-3,-1,0,4
8473,0,0,0,0,0,0,1
8475,0,0,0,0,0,4,1
8476,0,0,4,-3,-1,0,4
8477,0,0,0,0,0,0,1
8478,0,0,0,0,0,0,1
8479,3,-2,1,-1,-1,3,5
8480,1,-1,0,1,-1,0,1
8481,4,-1,-2,3,-2,1,3
8482,0,4,-3,-1,0,0,0
8483,-3,-1,0,0,0,0,1
8484,0,0,0,0,0,0,1
8485,4,-3,3,0,-3,-1,5
8486,-1,-1,1,-1,1,1,1
8487,0,0,4,-3,-1,0,4
8488,0,0,0,0,0,0,1
8489,0,0,4,-2,-1,-1,4
8490,0,4,-3,3,-3,-1,0
8491,0,4,-3,-1,4,-3,2
8492,4,-3,-1,0,0,0,5
8493,0,0,0,0,0,0,1
8494,-3,-1,0,0,0,0,1
8495,0,0,4,-3,3,-2,4
8496,0,0,0,0,0,0,1
8497,0,0,0,0,4,-2,2
8498,0,0,0,0,0,0,1
8499,1,-2,3,-3,-1,0,4
8500,-3,3,-3,-1,0,0,0
8501,0,0,0,0,0,0,1
8502,0,0,0,0,0,0,1
8503,-1,-1,1,-1,-1,-1,1
8504,0,0,2,-2,0,2,4
8505,3,-2,-1,3,-2,-1,3
8506,4,-3,-1,4,-2,1,3
8507,0,0,4,-3,-1,4,4
8508,4,-3,-1,4,-3,3,3
8509,-2,-1,0,4,-3,3,3
8510,0,1,-1,1,0,-2,1
8511,0,0,0,0,0,0,1
8512,-3,3,-3,-1,0,4,0
8513,0,0,4,-3,-1,0,4
8514,0,4,-3,-1,0,0,0
8515,0,-2,3,-3,3,-1,4
8516,-3,3,-3,-1,4,-3,2
8517,-3,-1,0,4,-1,-2,3
8518,0,0,0,0,0,0,1
8519,-1,0,4,-2,-1,-1,4
8520,-3,3,-2,-1,-1,0,0
8521,4,-3,-1,4,-3,-1,3
8522,0,0,0,0,4,-3,2
8523,-1,3,-2,2,-3,3,0
8524,3,-3,-1,4,-3,1,3
8525,-1,0,0,0,0,0,1
8526,4,-3,3,-3,3,-3,5
8527,3,-2,-1,-1,0,0,5
8528,0,0,0,0,0,0,1
8529,-1,0,0,0,0,0,1
8530,0,0,0,0,0,0,1
8531,0,0,0,0,0,0,1
8532,3,-2,0,1,1,-3,5
8533,0,4,-3,0,-1,0,0
8534,0,0,4,-2,-1,-1,4
8535,-1,0,0,0,0,4,1
8536,-1,0,0,4,-3,-1,3
8537,0,-3,0,-1,0,0,1
8538,0,0,0,0,0,0,1
8539,-1,0,0,4,-3,3,3
8540,-3,-1,0,0,4,-1,2
8541,-3,3,-3,3,0,-1,0
8542,-1,0,4,-3,3,-3,4
8543,0,4,-3,3,-3,-1,0
8544,0,0,0,0,0,0,1
8545,0,0,0,0,4,-1,2
8546,4,-3,-1,0,4,0,5
8547,0,0,0,0,0,0,1
8548,-1,4,-3,-1,0,0,0
8549,0,4,-3,3,-2,1,0
8550,0,0,0,0,0,0,1
8551,-3,3,-2,1,0,-2,0
8552,0,0,0,0,0,0,1
8553,0,0,0,0,0,0,1
8554,0,0,0,0,0,0,1
8555,2,-2,1,-1,-1,3,5
8556,0,0,4,-3,3,-3,4
8557,-3,3,-3,-1,0,4,0
8558,-3,-1,4,-3,-1,4,4
8559,0,0,0,0,0,0,1
8560,4,-2,-1,-1,0,4,5
8562,-3,-1,0,0,0,0,1
8563,-1,4,-2,1,-2,3,0
8564,-3,3,-2,-1,0,3,0
8565,0,0,0,0,0,0,1
8566,4,-3,3,-3,-1,0,5
8567,3,-3,3,-3,-1,4,5
8568,-1,0,4,-3,-1,0,4
8569,-3,-1,0,4,-3,-1,3
8570,-2,3,-1,-2,-1,0,0
8571,0,0,0,0,0,0,1
8572,0,0,0,0,0,0,1
8573,-1,4,-3,-1,0,4,0
8574,0,0,4,-2,-1,3,4
8575,-3,-1,0,0,0,0,1
8576,-2,0,2,-1,-1,2,4
8577,0,0,0,0,0,4,1
8578,0,0,0,0,0,0,1
8579,2,-3,3,-1,-1,-1,5
8580,-1,0,4,-2,0,-1,4
8581,-2,-1,3,-3,3,-3,4
8582,0,0,0,0,0,0,1
8583,0,4,-3,-1,0,0,0
8584,-3,-1,4,-3,3,-3,4
8585,2,-2,3,-3,-1,0,4
8586,-2,0,3,-3,3,-3,4
8587,0,4,-2,-1,3,-2,2
8588,-3,-1,0,0,0,0,1
8589,-1,1,0,-2,0,3,1
8590,-1,-1,3,-3,0,3,4
8591,-3,3,-3,-1,0,0,0
8592,3,-3,3,-3,-1,0,5
8593,0,0,0,0,0,0,1
8594,0,0,0,0,4,-3,2
8595,-3,3,-1,-2,-1,0,0
8596,-1,-1,0,3,-1,-2,3
8597,-2,-1,-1,0,4,-1,2
8598,4,-3,3,-3,-1,4,5
8599,0,0,0,4,-2,2,3
8600,0,0,0,0,0,0,1
8601,0,4,-3,3,-2,-1,0
8602,-1,-1,2,-3,3,-2,4
8603,0,0,0,4,-3,-1,3
8604,0,0,0,0,0,0,1
8605,2,-3,1,1,-2,-1,5
8606,0,0,4,-1,-2,-1,4
8607,0,0,0,0,0,0,1
8608,0,0,0,0,0,0,1
8609,4,-3,-1,0,0,0,5
8610,0,0,0,0,0,0,1
8611,0,4,-3,-1,0,0,0
8612,0,-1,1,-1,-1,-1,1
8613,3,-3,3,-3,-1,0,5
8614,0,0,0,0,0,0,1
8615,0,0,0,0,0,0,1
8616,4,-3,-1,0,4,-3,5
8617,0,0,0,0,0,0,1
8618,0,-1,0,0,0,0,1
8619,0,0,0,0,0,0,1
8620,-1,0,0,0,4,-3,2
8621,0,-1,0,0,0,0,1
8622,0,0,0,0,0,0,1
8623,-3,-1,0,0,4,-3,2
8624,-2,0,-1,3,-3,-1,3
8625,4,-1,-2,3,-3,3,3
8626,0,0,4,-3,3,-3,4
8627,-1,0,4,0,-1,-2,4
8628,4,-2,-1,-1,0,4,5
8629,-1,-1,0,4,-3,-1,3
8630,0,0,0,0,0,0,1
8631,0,0,0,0,4,-3,2
8632,0,0,0,0,0,0,1
8634,0,0,0,0,0,4,1
8635,-2,3,-3,-1,4,-1,2
8636,-1,4,-3,-1,4,-2,2
8637,2,1,-3,-1,0,0,1
8638,0,0,0,0,0,0,1
8639,0,0,-2,3,-2,0,3
8640,0,-1,0,0,4,-1,2
8641,4,-2,-1,-1,0,0,5
8642,0,0,0,0,4,-2,2
8643,-1,-1,3,-3,1,2,4
8644,0,-3,-1,0,0,0,1
8645,-1,0,4,-2,-1,-1,4
8646,3,-3,3,-1,-1,1,5
8647,-3,-1,0,4,-2,1,3
8648,-2,-1,-1,0,0,0,1
8649,-3,3,-3,3,-2,1,0
8650,0,0,0,0,0,0,1
8651,0,0,0,0,4,-3,2
8652,-1,0,0,0,4,-3,2
8653,-3,3,-3,0,3,-1,2
8654,0,0,0,0,0,0,1
8655,0,0,0,0,0,0,1
8656,4,-2,0,0,2,-3,5
8657,0,0,0,0,0,0,1
8658,1,-2,-1,4,0,0,3
8659,-3,3,-1,-2,3,-1,2
8660,0,0,0,0,0,0,1
8661,0,0,0,0,0,0,1
8662,0,0,0,0,0,0,1
8663,0,0,0,0,0,0,1
8664,4,-1,-2,-1,0,0,5
8665,-1,-1,2,0,0,-2,1
8666,0,0,0,0,0,0,1
8667,-3,3,-2,1,0,-2,0
8668,-3,-1,0,4,-1,0,3
8669,4,-2,-1,-1,0,4,5
8670,0,0,0,0,4,-2,2
8671,0,0,0,4,-3,-1,3
8672,0,4,-3,-1,0,4,0
8673,3,-3,3,-2,-1,-1,5
8674,0,4,-3,-1,0,0,0
8675,0,4,-3,-1,4,-3,2
8676,-1,1,0,-1,1,0,1
8678,-1,-1,0,-1,4,-3,2
8679,0,0,0,0,0,0,1
8680,-3,3,-3,-1,0,0,0
8681,-2,0,-1,4,-3,-1,3
8682,0,4,-3,-1,0,0,0
8683,0,0,0,4,-2,-1,3
8684,0,4,-3,-1,0,0,0
8686,0,0,4,-3,-1,0,4
8687,0,0,0,0,0,0,1
8688,0,0,0,0,4,-3,2
8689,4,-3,-1,0,4,-3,5
8690,0,0,0,0,4,-3,2
8691,-3,3,-3,0,-1,4,0
8692,0,-3,0,-1,4,-3,2
8693,0,0,4,-2,1,-2,4
8694,-1,-1,3,-3,0,3,4
8695,-3,3,-3,-1,4,-3,2
8696,0,0,0,0,0,0,1
8697,4,-3,-1,0,0,0,5
8698,0,0,0,0,4,-3,2
8699,0,0,0,0,0,4,1
8700,4,-3,-1,0,0,0,5
8701,0,0,0,0,0,0,1
8702,-1,4,-3,3,-3,-1,0
8703,4,-1,0,-2,1,2,5
8704,0,0,0,0,0,0,1
8705,4,-3,-1,0,4,-3,5
8706,4,-3,3,0,-3,-1,5
8707,0,0,0,0,0,0,1
8708,-3,3,-1,-2,3,-3,2
8709,1,-2,3,-3,-1,4,4
8710,0,0,4,-3,3,-3,4
8711,0,0,0,0,0,0,1
8712,4,0,-2,-1,-1,0,5
8713,0,0,0,0,0,0,1
8714,0,-1,1,0,-2,3,1
8715,0,0,0,0,0,4,1
8716,4,-3,3,-3,2,0,5
8717,-2,-1,-1,0,4,-2,2
8718,-1,-2,2,0,-2,2,1
8719,0,0,0,0,0,0,1
8720,0,0,0,4,-3,-1,3
8721,-3,3,-3,2,0,-2,0
8722,3,-2,-1,3,-3,3,3
8723,0,-2,2,0,0,-2,1
8724,4,-3,3,-1,0,-2,5
8725,0,-2,0,-1,0,0,1
8726,3,-3,3,-3,-1,0,5
8727,3,-3,3,-3,-1,4,5
8728,0,0,4,-3,3,-3,4
8729,-3,-1,4,-3,-1,0,4
8730,-3,0,3,-2,-1,-1,4
8731,0,0,4,-3,-1,0,4
8732,4,-2,-1,-1,4,-1,5
8733,0,0,0,0,0,0,1
8734,-1,4,-2,0,-1,3,0
8735,0,0,0,0,0,0,1
8736,-3,3,-3,-1,0,4,0
8737,-3,-1,0,0,0,0,1
8738,3,-2,0,1,-1,2,5
8739,-3,-1,0,0,0,0,1
8740,-3,3,-1,-2,0,-1,0
8741,-3,-1,0,0,4,-3,2
8742,-1,3,-3,-1,4,-3,2
8743,0,0,-1,3,-1,1,3
8744,-3,-1,4,-3,3,-3,4
8745,-3,-1,0,0,0,0,1
8746,0,0,0,0,0,0,1
8747,-1,4,-3,3,-1,-1,0
8748,0,0,0,0,0,0,1
8749,0,4,-2,-1,-1,0,0
8750,-1,4,-3,3,-3,-1,0
8751,0,0,0,0,0,0,1
8752,0,0,0,0,0,0,1
8753,0,0,0,0,0,0,1
8754,-1,1,0,-2,-1,4,1
8755,-1,0,0,0,0,4,1
8756,0,0,0,0,0,0,1
8757,0,0,0,0,0,0,1
8758,3,-2,1,-2,-1,0,5
8759,0,4,-3,2,-2,3,0
8760,0,0,0,0,4,-3,2
8761,0,4,0,-2,0,1,0
8762,0,0,0,0,0,0,1
8763,4,-3,-1,0,0,0,5
8764,-1,0,3,-1,-2,2,4
8765,0,0,0,0,0,0,1
8766,0,0,0,4,-3,3,3
8767,0,0,0,0,4,-3,2
8768,-1,0,0,4,-1,-1,3
8769,0,0,0,0,0,0,1
8770,0,0,0,0,0,0,1
8771,0,0,4,-3,-1,0,4
8772,-3,-1,0,0,0,0,1
8773,-1,0,4,-3,3,-2,4
8774,0,4,-3,3,0,-1,0
8775,0,-1,3,-3,3,-1,4
8776,-3,3,-3,3,0,-3,0
8777,0,4,-3,-1,0,0,0
8778,-3,3,-2,-1,-1,0,0
8779,0,0,0,0,0,0,1
8780,0,0,0,0,0,0,1
8781,-3,3,-3,3,-3,-1,0
8782,0,4,-3,-1,4,-3,2
8783,-1,3,-1,-2,3,-2,2
8784,-3,-1,4,-1,-2,3,4
8785,0,0,0,4,-3,3,3
8786,0,4,-3,-1,0,4,0
8787,-1,4,-2,1,-1,2,0
8788,0,0,2,-2,-1,3,4
8789,0,-1,0,4,-3,-1,3
8791,4,-2,1,1,-3,3,5
8792,4,-3,1,1,-2,-1,5
8793,0,0,0,0,0,0,1
8794,-1,0,4,-1,-2,-1,4
8795,-1,-2,0,3,-3,-1,3
8796,-1,1,0,0,-1,1,1
8797,0,0,0,0,0,0,1
8798,4,0,-3,3,-2,-1,3
8799,-2,-1,3,-2,-1,-1,4
8800,0,0,0,0,0,0,1
8801,0,0,0,0,0,0,1
8802,0,1,0,-2,3,-3,2
8803,0,4,-3,-1,4,-3,2
8804,0,0,0,0,0,0,1
8805,-1,0,0,4,-3,-1,3
8806,-2,2,-3,-1,4,-3,2
8807,-1,0,4,0,-2,-1,4
8808,-2,-1,-1,0,0,0,1
8809,1,-1,-1,-1,0,4,1
8810,4,-2,0,-1,3,-3,5
8811,0,0,0,0,0,0,1
8812,-1,0,0,0,0,0,1
8813,0,0,0,0,0,4,1
8814,0,0,0,0,0,0,1
8815,0,0,0,4,0,-3,3
8816,-1,0,0,0,0,0,1
8817,-3,2,-2,-1,4,-2,2
8818,-2,-1,0,0,0,0,1
8819,-2,3,0,-1,-2,-1,0
8820,0,0,0,0,0,0,1
8821,0,0,0,0,0,0,1
8822,4,-3,3,-1,1,-1,5
8823,0,0,0,0,0,0,1
8824,0,0,0,0,0,0,1
8825,-1,-2,3,-3,3,-1,4
8826,0,0,0,0,0,0,1
8827,-1,4,-1,-2,-1,4,0
8828,-2,0,3,-2,-1,-1,4
8829,-1,0,0,0,0,4,1
8830,1,0,-2,3,-3,0,3
8831,4,-3,-1,4,-3,-1,3
8832,0,0,0,0,0,0,1
8833,0,0,4,-1,-1,1,4
8834,0,0,0,4,-3,-1,3
8835,-2,-1,3,-3,3,-3,4
8836,-2,-1,3,-1,1,-2,4
8837,0,0,0,0,0,0,1
8838,0,0,0,0,0,0,1
8839,0,0,0,4,-3,3,3
8840,0,0,0,0,0,0,1
8841,0,0,0,0,4,-3,2
8842,0,0,0,4,-3,-1,3
8843,4,-3,-1,0,0,0,5
8844,1,-3,1,1,0,-1,5
8845,0,0,0,0,0,0,1
8846,0,0,0,4,0,-3,3
8847,0,0,0,0,0,4,1
8849,4,-2,-1,3,-3,3,3
8850,3,-3,3,-3,-1,4,5
8851,0,0,0,0,4,-3,2
8852,0,0,0,0,0,0,1
8853,0,0,0,0,0,0,1
8854,0,0,4,-1,-2,-1,4
8855,0,0,0,0,0,0,1
8856,4,-3,-1,0,0,4,5
8857,0,0,0,0,0,0,1
8858,-1,3,-2,0,1,-1,0
8859,3,-2,1,-2,3,-1,5
8860,3,-3,-1,0,0,0,5
8861,0,0,0,0,0,0,1
8862,0,0,0,0,0,0,1
8863,-1,3,-3,3,-3,-1,0
8864,0,0,0,0,0,0,1
8865,-2,-1,3,-1,-2,3,4
8866,0,0,0,0,0,0,1
8867,-3,3,-3,3,0,-3,0
8868,0,4,-3,-1,4,-3,2
8869,-1,3,-1,-1,1,-2,0
8870,-3,3,0,-1,0,-2,0
8871,-1,4,-3,0,-1,0,0
8872,0,0,0,0,4,-1,2
8873,0,0,0,0,0,4,1
8874,-1,-1,1,-2,2,1,1
8875,-1,4,-3,-1,4,-3,2
8876,0,0,0,0,0,0,1
8877,0,0,0,4,-2,-1,3
8878,0,0,0,0,0,0,1
8879,0,0,0,0,0,0,1
8880,0,4,-1,-2,-1,4,0
8881,0,0,4,-3,3,-2,4
8882,-1,0,0,4,-2,-1,3
8884,0,-1,3,-3,3,-3,4
8885,-1,0,4,-2,-1,-1,4
8886,0,0,0,0,4,-3,2
8887,0,0,0,0,0,0,1
8888,-1,0,0,0,4,-3,2
8889,-1,-2,-1,4,-3,0,3
8890,-1,3,-3,2,-1,0,0
8891,-3,-1,0,4,-2,-1,3
8893,0,4,-3,-1,4,-1,2
8894,-1,4,-3,3,0,-3,0
8895,4,-3,-1,0,4,-3,5
8896,0,0,0,0,0,0,1
8897,-2,2,-2,-1,1,2,0
8898,0,0,0,0,0,4,1
8899,-3,-1,0,0,0,0,1
8900,-1,0,0,0,0,0,1
8901,0,0,0,0,0,0,1
8902,-2,0,-1,-1,0,0,1
8903,0,0,0,0,0,0,1
8904,-1,-1,0,4,-1,-2,3
8905,3,-3,0,3,-3,3,3
8906,-1,0,0,0,0,0,1
8907,0,-3,-1,4,-1,-2,3
8908,-3,-1,4,-2,-1,-1,4
8909,0,4,-3,-1,0,4,0
8910,-2,3,-3,3,-2,-1,0
8911,-1,4,-3,3,-3,-1,0
8912,-1,4,-3,-1,0,0,0
8913,0,0,4,-3,3,-3,4
8914,4,-2,-1,-1,4,-3,5
8915,0,0,0,0,0,0,1
8916,0,0,0,4,-3,-1,3
8917,-3,-1,0,0,4,-3,2
8918,4,-3,3,-1,-1,0,5
8919,-3,-1,0,4,-3,3,3
8920,0,4,-3,-1,0,4,0
8921,0,0,0,0,0,4,1
8922,-1,1,-2,3,-2,0,3
8923,-1,0,0,0,0,0,1
8924,0,0,0,0,4,-3,2
8925,4,-3,-1,0,0,0,5
8926,1,-2,-1,4,-3,3,3
8927,0,0,0,0,0,0,1
8928,-1,1,-2,-1,4,-3,2
8929,-3,3,-1,-2,-1,0,0
8930,0,4,0,-3,3,-3,2
8931,0,0,0,4,-3,-1,3
8932,-3,3,-1,-1,2,-3,2
8933,0,4,-3,-1,0,0,0
8934,1,-2,2,-2,-1,0,4
8935,0,0,0,0,0,0,1
8936,0,0,0,0,0,4,1
8937,-1,0,0,0,0,0,1
8938,0,0,0,0,4,-3,2
8939,4,-3,-1,0,0,4,5
8940,0,-1,-1,3,-2,1,3
8941,0,0,0,0,0,0,1
8942,-2,-1,-1,0,4,-1,2
8943,-1,-2,-1,0,4,-1,2
8944,0,0,0,0,0,0,1
8945,0,3,-3,-1,0,4,0
8946,-1,-2,-1,0,0,0,1
8947,1,-3,-1,4,-3,0,3
8948,-1,-2,-1,0,0,0,1
8949,0,0,0,0,0,0,1
8950,-1,4,-1,-2,2,-2,2
8951,-3,3,-1,0,-2,3,0
8952,0,0,0,0,0,0,1
8953,3,-2,-1,3,-3,3,3
8954,0,0,0,0,0,0,1
8955,0,4,-2,-1,-1,4,0
8956,0,0,4,-3,3,0,4
8957,-1,0,-1,3,-3,3,3
8958,-3,-1,0,0,0,0,1
8959,4,-3,-1,4,-1,-2,3
8960,3,-3,-1,0,0,0,5
8961,4,-3,-1,0,0,0,5
8962,0,0,0,0,0,0,1
8963,-1,3,-2,1,-2,3,0
8964,0,0,0,0,0,0,1
8965,-3,0,3,-3,-1,4,4
8966,0,0,0,0,0,4,1
8967,0,0,4,-1,-1,0,4
8968,4,-3,-1,0,0,0,5
8969,0,0,0,0,0,0,1
8970,4,-2,0,1,0,0,5
8971,0,4,-3,-1,0,4,0
8972,-3,-1,4,-3,-1,0,4
8973,0,0,0,0,0,0,1
8974,0,4,-3,-1,0,0,0
8975,-3,-1,0,0,0,0,1
8976,4,-3,-1,0,0,0,5
8977,0,0,0,4,-3,-1,3
8978,-3,-1,0,0,4,-3,2
8979,0,0,0,0,0,0,1
8980,0,4,-1,-2,-1,0,0
8981,0,0,0,0,0,0,1
8982,0,4,-3,3,-3,3,0
8983,4,-3,-1,4,-3,-1,3
8984,-3,-1,0,0,0,0,1
8985,-2,1,-2,2,-2,3,0
8986,0,0,0,0,0,0,1
8987,0,4,-2,-1,3,-2,2
8988,0,0,0,0,4,-3,2
8989,-3,-1,0,0,0,0,1
8990,-3,-1,4,-3,0,3,4
8991,-3,3,-3,3,-3,3,0
8992,0,0,0,0,0,0,1
8993,3,-3,3,-2,1,-2,5
8994,0,4,-3,3,-3,-1,0
8995,0,0,0,0,0,0,1
8996,-3,-1,0,0,0,4,1
8997,1,-2,3,-3,2,0,4
8998,-3,2,-1,1,-2,-1,0
8999,0,0,0,0,0,0,1
9000,0,0,0,4,-3,-1,3
9001,0,-1,-1,-1,0,0,1
9002,-3,-1,4,-3,-1,0,4
9003,-3,-1,0,0,4,-1,2
9004,4,-3,-1,0,0,0,5
9005,-1,0,1,0,-2,2,1
9006,-3,-1,0,0,4,-1,2
9007,4,-3,-1,0,4,-3,5
9008,-2,2,-2,-1,1,1,0
9009,4,-2,1,-2,-1,0,5
9010,0,-1,0,4,0,-2,3
9011,-3,-1,4,-1,-1,1,4
9012,3,-2,-1,3,-3,0,3
9013,0,0,0,0,0,0,1
9014,0,0,0,0,4,-3,2
9015,0,0,0,0,0,0,1
9016,-1,0,0,0,0,0,1
9017,-1,3,-3,3,-3,-1,0
9018,0,0,4,-3,-1,4,4
9019,-1,0,4,-1,0,-2,4
9020,0,0,0,0,0,0,1
9021,0,0,0,0,0,0,1
9022,-1,0,4,-3,-1,0,4
9023,0,0,0,0,0,0,1
9024,0,0,0,4,-3,3,3
9025,0,0,0,4,-3,-1,3
9026,0,0,0,0,0,0,1
9027,3,-2,-1,3,-3,3,3
9028,4,-3,-1,0,0,0,5
9029,0,0,0,0,4,-1,2
9030,-1,-1,4,-3,-1,4,4
9031,0,-1,3,-2,1,-2,4
9032,0,0,0,0,0,0,1
9033,-3,3,-1,-1,2,-2,2
9035,-1,0,0,4,-3,-1,3
9036,0,4,-1,-2,-1,0,0
9037,0,0,0,0,4,-3,2
9038,-1,-1,0,0,0,0,1
9039,-3,3,-3,3,0,-3,0
9040,0,0,4,-3,-1,0,4
9041,-3,-1,0,0,0,4,1
9042,0,0,0,0,0,4,1
9043,-1,1,0,-2,3,-3,2
9044,-3,-1,0,0,0,0,1
9045,0,0,4,-3,3,-1,4
9046,0,4,-3,-1,4,-3,2
9047,0,0,0,0,0,0,1
9048,0,-3,0,-1,4,-3,2
9049,0,-2,-1,-1,4,0,2
9050,0,0,0,0,0,0,1
9051,4,-3,-1,4,-3,3,3
9052,-1,-1,0,0,0,0,1
9053,0,0,0,0,0,0,1
9054,0,0,4,-3,-1,0,4
9055,-1,0,0,0,0,0,1
9056,4,-3,3,-3,3,-2,5
9058,-1,0,4,-3,3,-2,4
9059,-1,3,-2,1,-2,3,0
9060,0,0,0,0,0,0,1
9061,1,-1,-1,4,-1,-2,3
9062,4,-3,-1,0,0,0,5
9063,0,0,0,0,0,0,1
9064,0,0,0,0,0,0,1
9065,-1,0,0,0,0,0,1
9066,0,4,-3,-1,0,0,0
9067,-3,-1,4,-2,-1,3,4
9068,0,0,0,0,0,0,1
9069,0,-2,2,-1,0,1,4
9070,-1,4,-1,-2,3,-2,2
9071,-1,0,0,-1,-1,-1,1
9072,0,0,0,0,0,0,1
9073,0,0,0,4,-2,-1,3
9074,-1,4,-3,3,-3,-1,0
9075,-2,0,1,0,-2,2,1
9076,0,4,-2,-1,-1,0,0
9077,0,0,0,0,0,0,1
9078,0,0,0,0,4,-3,2
9079,0,0,0,0,0,0,1
9080,-1,0,0,0,4,-3,2
9081,3,-3,-1,0,0,0,5
9082,-2,3,-3,-1,0,0,0
9083,-1,4,-1,-1,0,0,0
9084,0,0,0,0,0,4,1
9085,-1,4,-3,3,-2,0,0
9086,-3,-1,0,4,-3,-1,3
9087,-1,4,-1,-2,3,-2,2
9088,0,0,0,0,0,4,1
9089,0,0,0,0,0,0,1
9090,4,-3,3,-3,3,-3,5
9091,0,0,0,0,0,0,1
9092,-3,3,-3,3,-2,0,0
9093,0,0,0,0,0,0,1
9094,-1,0,0,0,4,-3,2
9095,0,0,0,0,0,0,1
9096,-3,3,-2,0,-1,3,0
9097,1,-1,1,-1,0,2,1
9098,-1,4,-3,2,0,-1,0
9099,-1,-2,3,-1,-2,3,4
9100,0,0,0,0,0,0,1
9101,-3,-1,0,4,-3,-1,3
9102,0,0,0,0,0,0,1
9103,-2,-1,-1,4,-3,-1,3
9104,0,0,0,0,0,0,1
9105,-1,3,-2,-1,3,-3,2
9106,0,0,0,4,-3,-1,3
9107,0,-1,3,-1,-2,3,4
9108,0,0,0,0,0,0,1
9109,0,0,0,4,-2,-1,3
9110,0,4,-2,1,-2,3,0
9111,-1,0,0,0,0,4,1
9112,0,0,0,0,4,-3,2
9113,-2,3,-3,3,-3,3,0
9114,0,4,-3,-1,4,-1,2
9115,-1,4,-3,-1,0,0,0
9116,-1,0,4,-3,-1,4,4
9117,-1,4,-2,0,1,-2,0
9118,0,0,0,0,0,0,1
9119,0,0,0,0,4,-3,2
9120,0,0,0,0,0,0,1
9121,4,-3,-1,0,0,0,5
9122,0,-2,-1,4,-2,0,3
9123,-2,0,3,-1,0,0,4
9124,0,0,0,0,0,0,1
9125,-1,4,-3,3,-3,3,0
9126,0,0,0,0,0,4,1
9127,-1,3,-2,-1,0,3,0
9128,-3,3,-1,-1,0,0,0
9129,0,0,0,0,0,0,1
9130,0,4,-3,-1,0,0,0
9131,0,0,4,-3,-1,0,4
9132,-2,3,0,-3,2,-2,2
9133,0,0,0,0,0,0,1
9134,0,-3,2,-1,-1,0,4
9135,-1,4,-3,-1,4,-2,2
9136,-3,3,-1,-2,-1,0,0
9137,-3,3,-3,-1,0,0,0
9138,-1,0,0,0,0,4,1
9140,0,4,-3,3,-1,-2,0
9141,0,4,-3,-1,0,0,0
9142,4,0,-3,3,-3,-1,3
9143,0,0,0,4,-2,-1,3
9144,0,4,-3,-1,0,0,0
9145,0,0,0,0,0,0,1
9146,0,4,-3,-1,0,0,0
9147,0,0,0,0,0,0,1
