CUSTNO,Count_전체 분기 중요 카테고리 top_1,Count_전체 분기 중요 카테고리 top_2
6685,[{'Frequency_식품/생활_중가': 80.34543517397194}],[{'Frequency_의류/이미용_중가': 23.16420304236189}]
6686,[{'Frequency_식품/생활_중가': 556.6248514078446}],[{'Frequency_식품/생활_고가': 100.80700995151821}]
6687,[{'Frequency_식품/생활_중가': 867.9420795604036}],[{'Frequency_식품/생활_저가': 256.1910054985595}]
6688,[{'Frequency_식품/생활_중가': 313.3627989171189}],[{'Frequency_식품/생활_저가': 224.50422395679547}]
6689,[{'Frequency_식품/생활_중가': 327.9017207353178}],[{'Frequency_식품/생활_저가': 178.4738581695549}]
6690,[{'Frequency_식품/생활_중가': 384.08443443943725}],[{'Frequency_식품/생활_저가': 223.93386848627455}]
6691,[{'Frequency_식품/생활_중가': 352.9688260585112}],[{'Frequency_의류/이미용_중가': 136.95067599971424}]
6692,[{'Frequency_식품/생활_중가': 232.9826158636257}],[{'Frequency_식품/생활_고가': 169.99707158526496}]
6693,[{'Frequency_식품/생활_중가': 623.1903225172244}],[{'Frequency_식품/생활_고가': 84.61007414222297}]
6694,[{'Frequency_식품/생활_중가': 1702.8414691722264}],[{'Frequency_식품/생활_저가': 624.3042169202866}]
6695,[{'Frequency_식품/생활_중가': 1258.6590651944207}],[{'Frequency_식품/생활_저가': 486.2965058762312}]
6696,[{'Frequency_식품/생활_저가': 1116.8007837886664}],[{'Frequency_식품/생활_중가': 753.7954487259628}]
6697,[{'Frequency_식품/생활_중가': 1374.7795669832335}],[{'Frequency_식품/생활_저가': 643.8417346578746}]
6698,[{'Frequency_식품/생활_중가': 1117.7873191018496}],[{'Frequency_식품/생활_저가': 641.7671246290616}]
6699,[{'Frequency_식품/생활_중가': 661.1892187831671}],[{'Frequency_식품/생활_저가': 532.7154625822932}]
6700,[{'Frequency_식품/생활_중가': 513.2060614886594}],[{'Frequency_식품/생활_고가': 136.8330154977491}]
6701,[{'Frequency_식품/생활_중가': 692.1824030229063}],[{'Frequency_식품/생활_저가': 267.4923722916787}]
6702,[{'Frequency_식품/생활_중가': 1020.1980908315292}],[{'Frequency_식품/생활_저가': 621.2496604817798}]
6703,[{'Frequency_식품/생활_중가': 1055.59985172208}],[{'Frequency_식품/생활_저가': 253.21245331432408}]
6704,[{'Frequency_식품/생활_중가': 1799.823367311457}],[{'Frequency_식품/생활_저가': 1439.5958800367794}]
6705,[{'Frequency_식품/생활_중가': 1350.5064421576174}],[{'Frequency_식품/생활_저가': 431.19508210530483}]
6706,[{'Frequency_식품/생활_중가': 387.82177172737545}],[{'Frequency_식품/생활_저가': 82.7209462692163}]
6707,[{'Frequency_식품/생활_중가': 386.61825264695426}],[{'Frequency_의류/이미용_중가': 103.04015670718495}]
6708,[{'Frequency_식품/생활_중가': 1121.0433328114623}],[{'Frequency_식품/생활_저가': 290.0346946247442}]
6709,[{'Frequency_식품/생활_중가': 690.6834984684308}],[{'Frequency_식품/생활_고가': 172.1153497040027}]
6710,[{'Frequency_식품/생활_중가': 335.438689398159}],[{'Frequency_식품/생활_고가': 142.1269794830619}]
6711,[{'Frequency_식품/생활_중가': 395.1091181668188}],[{'Frequency_식품/생활_저가': 137.92549698183927}]
6712,[{'Frequency_식품/생활_중가': 243.42692310329113}],[{'Frequency_의류/이미용_고가': 229.15992256521548}]
6713,[{'Frequency_식품/생활_중가': 852.9840686578005}],[{'Frequency_식품/생활_저가': 534.0452588183537}]
6714,[{'Frequency_식품/생활_중가': 1911.9306234418696}],[{'Frequency_식품/생활_저가': 912.9806668473136}]
6715,[{'Frequency_식품/생활_저가': 878.8076140123449}],[{'Frequency_식품/생활_중가': 668.9992221410224}]
6716,[{'Frequency_식품/생활_중가': 1122.0944049529103}],[{'Frequency_식품/생활_저가': 992.8549502400871}]
6717,[{'Frequency_식품/생활_중가': 943.8266419755593}],[{'Frequency_식품/생활_저가': 267.31968512045825}]
6718,[{'Frequency_식품/생활_중가': 469.7343084685756}],[{'Frequency_식품/생활_저가': 145.97734974470023}]
6719,[{'Frequency_식품/생활_저가': 748.9892145416405}],[{'Frequency_식품/생활_중가': 562.4931610948659}]
6720,[{'Frequency_식품/생활_저가': 862.6142595276583}],[{'Frequency_식품/생활_중가': 771.4594380604424}]
6721,[{'Frequency_식품/생활_중가': 593.6188683932604}],[{'Frequency_식품/생활_저가': 300.2684260470511}]
6722,[{'Frequency_식품/생활_중가': 1116.684358207883}],[{'Frequency_식품/생활_저가': 818.6898221374298}]
6723,[{'Frequency_식품/생활_중가': 1700.497442886697}],[{'Frequency_식품/생활_저가': 1640.8143765268424}]
6724,[{'Frequency_식품/생활_중가': 654.2900186332605}],[{'Frequency_식품/생활_저가': 350.7883360969121}]
6725,[{'Frequency_식품/생활_중가': 1039.8368813910977}],[{'Frequency_식품/생활_저가': 405.95924041987706}]
6726,[{'Frequency_가구인테리어/잡화_중가': 323.9488604081168}],[{'Frequency_식품/생활_중가': 125.71921087293413}]
6727,[{'Frequency_식품/생활_중가': 1234.0076995855925}],[{'Frequency_식품/생활_저가': 751.0671768090256}]
6728,[{'Frequency_식품/생활_중가': 425.1907449043267}],[{'Frequency_의류/이미용_중가': 75.77178158201544}]
6729,[{'Frequency_식품/생활_중가': 878.3101259690407}],[{'Frequency_식품/생활_저가': 525.4204048431676}]
6730,[{'Frequency_식품/생활_중가': 454.97625235146006}],[{'Frequency_식품/생활_고가': 99.32456985186376}]
6731,[{'Frequency_식품/생활_중가': 341.8039496277073}],[{'Frequency_식품/생활_저가': 263.1793393649487}]
6732,[{'Frequency_식품/생활_중가': 173.73527813890735}],[{'Frequency_의류/이미용_중가': 134.7214999056053}]
6733,[{'Frequency_식품/생활_중가': 1654.373264563123}],[{'Frequency_식품/생활_저가': 789.9295837652603}]
6734,[{'Frequency_식품/생활_중가': 1009.5263145892757}],[{'Frequency_식품/생활_저가': 345.2532138712288}]
6735,[{'Frequency_식품/생활_중가': 294.4089649863869}],[{'Frequency_의류/이미용_중가': 124.08072630188973}]
6736,[{'Frequency_식품/생활_중가': 616.7962902351912}],[{'Frequency_식품/생활_저가': 121.89371741806465}]
6737,[{'Frequency_식품/생활_중가': 601.5375144483943}],[{'Frequency_식품/생활_고가': 105.3066615027636}]
6738,[{'Frequency_식품/생활_중가': 398.9879229454395}],[{'Frequency_식품/생활_고가': 49.758600649821524}]
6739,[{'Frequency_식품/생활_중가': 168.7458690088324}],[{'Frequency_의류/이미용_중가': 113.88372954691393}]
6740,[{'Frequency_식품/생활_중가': 406.4962053501914}],[{'Frequency_의류/이미용_중가': 106.85020766047461}]
6741,[{'Frequency_식품/생활_중가': 792.4448284967705}],[{'Frequency_식품/생활_저가': 527.6672375800274}]
6742,[{'Frequency_식품/생활_중가': 998.4790860160555}],[{'Frequency_식품/생활_저가': 393.2683087666285}]
6743,[{'Frequency_식품/생활_중가': 1143.847043815939}],[{'Frequency_식품/생활_저가': 501.6039304694923}]
6744,[{'Frequency_식품/생활_중가': 1273.6607653826468}],[{'Frequency_식품/생활_저가': 468.46233183697484}]
6745,[{'Frequency_식품/생활_중가': 315.19724213050364}],[{'Frequency_식품/생활_고가': 168.6894108057967}]
6746,[{'Frequency_식품/생활_중가': 237.30430153056568}],[{'Frequency_식품/생활_저가': 167.65486581379915}]
6747,[{'Frequency_식품/생활_중가': 193.38949298147514}],[{'Frequency_의류/이미용_중가': 106.5966479447053}]
6748,[{'Frequency_식품/생활_중가': 503.7977480394067}],[{'Frequency_의류/이미용_중가': 218.8674915046524}]
6749,[{'Frequency_식품/생활_중가': 751.6897474037653}],[{'Frequency_식품/생활_저가': 400.12521518956856}]
6750,[{'Frequency_식품/생활_중가': 978.1668801832396}],[{'Frequency_식품/생활_저가': 255.7105518975812}]
6751,[{'Frequency_식품/생활_중가': 1400.2875746453444}],[{'Frequency_식품/생활_저가': 1117.3848953297518}]
6752,[{'Frequency_식품/생활_저가': 1035.2328954595118}],[{'Frequency_식품/생활_중가': 981.0333798086045}]
6753,[{'Frequency_식품/생활_중가': 460.7143626461887}],[{'Frequency_식품/생활_저가': 227.449678952205}]
6754,[{'Frequency_식품/생활_중가': 176.92420543590703}],[{'Frequency_식품/생활_고가': 136.12630572623038}]
6755,[{'Frequency_식품/생활_중가': 907.4939764336399}],[{'Frequency_식품/생활_고가': 182.96542224818867}]
6756,[{'Frequency_식품/생활_중가': 405.3801792590168}],[{'Frequency_식품/생활_저가': 84.3712648861502}]
6757,[{'Frequency_식품/생활_중가': 629.3768816510787}],[{'Frequency_식품/생활_저가': 144.03122532335695}]
6758,[{'Frequency_식품/생활_중가': 1194.4798895698523}],[{'Frequency_식품/생활_저가': 565.1957641915286}]
6759,[{'Frequency_식품/생활_중가': 279.6954177482829}],[{'Frequency_의류/이미용_중가': 128.3468625287259}]
6760,[{'Frequency_식품/생활_중가': 1427.3157645454091}],[{'Frequency_식품/생활_저가': 569.8299027911013}]
6761,[{'Frequency_식품/생활_중가': 505.96293516379933}],[{'Frequency_식품/생활_저가': 134.87853677565386}]
6762,[{'Frequency_식품/생활_중가': 387.989942473501}],[{'Frequency_식품/생활_저가': 134.49592356560134}]
6763,[{'Frequency_식품/생활_중가': 896.6966616113116}],[{'Frequency_식품/생활_저가': 471.76331574325775}]
6764,[{'Frequency_식품/생활_중가': 535.8780837514951}],[{'Frequency_식품/생활_저가': 226.87942245133175}]
6765,[{'Frequency_식품/생활_중가': 1647.1672223657065}],[{'Frequency_식품/생활_저가': 925.0916774324403}]
6766,[{'Frequency_식품/생활_중가': 1359.471637029764}],[{'Frequency_식품/생활_저가': 686.1084730069994}]
6767,[{'Frequency_식품/생활_중가': 637.2257613560348}],[{'Frequency_식품/생활_저가': 209.90809934621112}]
6768,[{'Frequency_식품/생활_중가': 1404.403896385964}],[{'Frequency_식품/생활_저가': 481.20297535702366}]
6769,[{'Frequency_식품/생활_저가': 1643.0501026235124}],[{'Frequency_식품/생활_중가': 1069.8232665930211}]
6770,[{'Frequency_식품/생활_중가': 667.5824508632677}],[{'Frequency_식품/생활_저가': 208.77548434982367}]
6771,[{'Frequency_식품/생활_중가': 1111.515946215639}],[{'Frequency_식품/생활_저가': 613.6055398951578}]
6772,[{'Frequency_식품/생활_중가': 631.0881418440929}],[{'Frequency_식품/생활_고가': 97.85264825216507}]
6773,[{'Frequency_식품/생활_중가': 204.84012904394436}],[{'Frequency_교육문화/아동_중가': 106.12439121539863}]
6774,[{'Frequency_식품/생활_저가': 815.9912640058075}],[{'Frequency_식품/생활_중가': 655.9150949366282}]
6775,[{'Frequency_식품/생활_중가': 1555.2727095923105}],[{'Frequency_식품/생활_저가': 1091.9832179578978}]
6776,[{'Frequency_식품/생활_중가': 1704.8818092862127}],[{'Frequency_식품/생활_저가': 978.4995742190014}]
6777,[{'Frequency_식품/생활_중가': 730.8503406008996}],[{'Frequency_식품/생활_저가': 303.3389764355717}]
6778,[{'Frequency_식품/생활_중가': 152.85687952945298}],[{'Frequency_의류/이미용_중가': 128.04621465275068}]
6779,[{'Frequency_식품/생활_저가': 1465.7408756251605}],[{'Frequency_식품/생활_중가': 1160.6431135346834}]
6780,[{'Frequency_식품/생활_저가': 1235.4232591706696}],[{'Frequency_식품/생활_중가': 1231.6058410170097}]
6781,[{'Frequency_식품/생활_중가': 884.9482666512032}],[{'Frequency_식품/생활_저가': 329.0944050731962}]
6782,[{'Frequency_식품/생활_중가': 944.4998050422951}],[{'Frequency_식품/생활_저가': 313.33819411609255}]
6783,[{'Frequency_식품/생활_중가': 156.63672218113936}],[{'Frequency_의류/이미용_고가': 106.32291415605523}]
6784,[{'Frequency_식품/생활_중가': 1145.9255921629713}],[{'Frequency_식품/생활_저가': 810.7122429251101}]
6785,[{'Frequency_식품/생활_중가': 217.21021604764923}],[{'Frequency_식품/생활_고가': 111.81407163620563}]
6786,[{'Frequency_식품/생활_중가': 574.1956398803378}],[{'Frequency_의류/이미용_고가': 61.08049446107515}]
6787,[{'Frequency_식품/생활_중가': 1001.2228013621324}],[{'Frequency_식품/생활_저가': 778.5059039327032}]
6788,[{'Frequency_식품/생활_중가': 738.6786899495906}],[{'Frequency_식품/생활_저가': 422.57755783856214}]
6789,[{'Frequency_식품/생활_중가': 843.3372145619668}],[{'Frequency_식품/생활_저가': 477.4519304994443}]
6790,[{'Frequency_식품/생활_중가': 1850.5379047885945}],[{'Frequency_식품/생활_저가': 695.3272544224691}]
6791,[{'Frequency_식품/생활_저가': 1460.8631725310738}],[{'Frequency_식품/생활_중가': 1256.1393038956787}]
6792,[{'Frequency_식품/생활_중가': 1389.3459699243558}],[{'Frequency_식품/생활_저가': 726.6932845642165}]
6793,[{'Frequency_식품/생활_중가': 367.0772314807832}],[{'Frequency_식품/생활_저가': 122.68242005580349}]
6794,[{'Frequency_식품/생활_중가': 583.9077868507081}],[{'Frequency_식품/생활_저가': 189.6626955942535}]
6795,[{'Frequency_식품/생활_중가': 545.8296765589731}],[{'Frequency_식품/생활_저가': 381.5995701593025}]
6796,[{'Frequency_식품/생활_중가': 373.2848517998628}],[{'Frequency_의류/이미용_고가': 153.44589159559058}]
6797,[{'Frequency_식품/생활_중가': 439.9035206643595}],[{'Frequency_의류/이미용_저가': 168.0488534853785}]
6798,[{'Frequency_식품/생활_중가': 673.1487779493692}],[{'Frequency_식품/생활_저가': 177.57076459540184}]
6799,[{'Frequency_식품/생활_저가': 1375.4057153984038}],[{'Frequency_식품/생활_중가': 1052.2849544302328}]
6800,[{'Frequency_식품/생활_중가': 1264.0682194448107}],[{'Frequency_식품/생활_저가': 748.978107361656}]
6801,[{'Frequency_식품/생활_중가': 417.56339900889486}],[{'Frequency_식품/생활_고가': 88.71000077735485}]
6802,[{'Frequency_식품/생활_중가': 402.7925584450132}],[{'Frequency_식품/생활_고가': 121.1356710331637}]
6803,[{'Frequency_식품/생활_중가': 710.268965771672}],[{'Frequency_식품/생활_저가': 206.98905932438242}]
6804,[{'Frequency_식품/생활_저가': 1165.7942169761395}],[{'Frequency_식품/생활_중가': 942.9988282302922}]
6805,[{'Frequency_식품/생활_중가': 1150.4827842521647}],[{'Frequency_식품/생활_저가': 576.2261479147633}]
6806,[{'Frequency_식품/생활_중가': 191.62750257146863}],[{'Frequency_의류/이미용_중가': 107.01643549347692}]
6807,[{'Frequency_식품/생활_중가': 730.1575007893671}],[{'Frequency_식품/생활_저가': 320.38358631980117}]
6808,[{'Frequency_식품/생활_중가': 621.3846527836436}],[{'Frequency_식품/생활_저가': 147.38255373207144}]
6809,[{'Frequency_식품/생활_저가': 843.3200567188608}],[{'Frequency_식품/생활_중가': 683.2821109332731}]
6810,[{'Frequency_식품/생활_중가': 866.898545479261}],[{'Frequency_식품/생활_저가': 301.71901002103886}]
6811,[{'Frequency_식품/생활_저가': 1312.8987750416904}],[{'Frequency_식품/생활_중가': 1189.911731034415}]
6812,[{'Frequency_식품/생활_중가': 653.736558321171}],[{'Frequency_식품/생활_저가': 115.39161705961374}]
6813,[{'Frequency_식품/생활_저가': 704.9914528675683}],[{'Frequency_식품/생활_중가': 677.9696440027444}]
6814,[{'Frequency_식품/생활_중가': 297.29032903577144}],[{'Frequency_의류/이미용_중가': 87.87956267729274}]
6815,[{'Frequency_식품/생활_중가': 404.13969474246636}],[{'Frequency_식품/생활_고가': 127.14647575395666}]
6816,[{'Frequency_식품/생활_중가': 943.5298491885524}],[{'Frequency_식품/생활_저가': 468.79628955677805}]
6817,[{'Frequency_식품/생활_중가': 425.30258164273846}],[{'Frequency_식품/생활_고가': 191.04217383543735}]
6818,[{'Frequency_식품/생활_중가': 1060.2578435588443}],[{'Frequency_식품/생활_저가': 432.63773624806095}]
6819,[{'Frequency_식품/생활_중가': 297.5106959896255}],[{'Frequency_의류/이미용_중가': 124.21011467976602}]
6820,[{'Frequency_식품/생활_중가': 906.5319979914619}],[{'Frequency_식품/생활_저가': 314.4225638185937}]
6821,[{'Frequency_식품/생활_중가': 451.438518031052}],[{'Frequency_의류/이미용_중가': 149.56948768308203}]
6822,[{'Frequency_식품/생활_중가': 463.00489237045036}],[{'Frequency_식품/생활_저가': 148.5580226168347}]
6823,[{'Frequency_식품/생활_중가': 644.7936420621455}],[{'Frequency_식품/생활_저가': 117.6721123396692}]
6824,[{'Frequency_식품/생활_중가': 1216.903973494198}],[{'Frequency_식품/생활_저가': 530.7930431914974}]
6825,[{'Frequency_식품/생활_중가': 354.18461540245585}],[{'Frequency_의류/이미용_중가': 67.33162685113055}]
6826,[{'Frequency_식품/생활_중가': 285.57419045803005}],[{'Frequency_교육문화/아동_중가': 134.4937217457525}]
6827,[{'Frequency_식품/생활_중가': 196.65502866604476}],[{'Frequency_식품/생활_저가': 80.84191497257487}]
6828,[{'Frequency_식품/생활_중가': 1006.6554434076398}],[{'Frequency_식품/생활_고가': 356.4267374079418}]
6829,[{'Frequency_식품/생활_중가': 366.6194210839239}],[{'Frequency_의류/이미용_중가': 100.74167974522851}]
6830,[{'Frequency_식품/생활_중가': 1842.881684177335}],[{'Frequency_식품/생활_저가': 918.7691461838124}]
6831,[{'Frequency_식품/생활_중가': 500.3941192173824}],[{'Frequency_식품/생활_저가': 293.2967098699255}]
6832,[{'Frequency_식품/생활_중가': 324.1757913674463}],[{'Frequency_의류/이미용_중가': 116.54321557311067}]
6833,[{'Frequency_가전/레저취미/멀티샵_고가': 115.95614500415445}],[{'Frequency_식품/생활_중가': 104.30096037918793}]
6834,[{'Frequency_식품/생활_중가': 1063.0253266354773}],[{'Frequency_식품/생활_저가': 440.6819868935084}]
6835,[{'Frequency_식품/생활_중가': 484.4288596748254}],[{'Frequency_식품/생활_고가': 125.87190217791591}]
6836,[{'Frequency_식품/생활_중가': 482.15940727809084}],[{'Frequency_식품/생활_저가': 99.33614848134276}]
6837,[{'Frequency_식품/생활_저가': 1164.9577631467282}],[{'Frequency_식품/생활_중가': 1074.0759417370712}]
6838,[{'Frequency_식품/생활_중가': 1327.633417759942}],[{'Frequency_식품/생활_저가': 439.7768309382635}]
6839,[{'Frequency_식품/생활_중가': 403.62714984382626}],[{'Frequency_식품/생활_고가': 142.42541389150372}]
6840,[{'Frequency_식품/생활_저가': 1461.892271200804}],[{'Frequency_식품/생활_중가': 1136.7242170657812}]
6841,[{'Frequency_식품/생활_중가': 665.3322849047204}],[{'Frequency_식품/생활_고가': 177.1111333290313}]
6842,[{'Frequency_식품/생활_중가': 826.9295511559985}],[{'Frequency_식품/생활_저가': 797.4263810445561}]
6843,[{'Frequency_식품/생활_중가': 524.2376878717112}],[{'Frequency_의류/이미용_저가': 95.50100493775409}]
6844,[{'Frequency_식품/생활_중가': 958.9345732723122}],[{'Frequency_식품/생활_저가': 624.5433383648242}]
6845,[{'Frequency_식품/생활_중가': 275.62946039781957}],[{'Frequency_식품/생활_저가': 158.5196753625016}]
6846,[{'Frequency_식품/생활_중가': 335.62587558492214}],[{'Frequency_의류/이미용_중가': 113.82665510762152}]
6847,[{'Frequency_식품/생활_중가': 165.7377873485572}],[{'Frequency_의류/이미용_중가': 160.06716084816955}]
6848,[{'Frequency_식품/생활_중가': 868.1954383201949}],[{'Frequency_식품/생활_저가': 434.3883221095407}]
6849,[{'Frequency_식품/생활_중가': 992.5005807254622}],[{'Frequency_식품/생활_저가': 377.7166678885463}]
6850,[{'Frequency_식품/생활_중가': 682.2547978906498}],[{'Frequency_식품/생활_저가': 351.9454669254087}]
6851,[{'Frequency_식품/생활_중가': 1224.4247194939426}],[{'Frequency_식품/생활_저가': 848.4725411657753}]
6852,[{'Frequency_식품/생활_중가': 287.447368686591}],[{'Frequency_의류/이미용_중가': 74.5028231723364}]
6853,[{'Frequency_식품/생활_중가': 439.724724235963}],[{'Frequency_식품/생활_저가': 108.68251367719962}]
6854,[{'Frequency_식품/생활_중가': 986.0309919608871}],[{'Frequency_식품/생활_저가': 416.3119726778712}]
6855,[{'Frequency_의류/이미용_중가': 265.5180398359427}],[{'Frequency_식품/생활_중가': 148.2347232342242}]
6856,[{'Frequency_식품/생활_중가': 569.7782152546174}],[{'Frequency_식품/생활_고가': 113.97811581852301}]
6857,[{'Frequency_식품/생활_중가': 376.4428101976448}],[{'Frequency_식품/생활_고가': 110.8223612532105}]
6858,[{'Frequency_식품/생활_중가': 907.6797319661661}],[{'Frequency_식품/생활_저가': 470.33372138368975}]
6859,[{'Frequency_식품/생활_중가': 1207.2309141838623}],[{'Frequency_식품/생활_저가': 450.4086928577798}]
6860,[{'Frequency_식품/생활_중가': 509.8608006523804}],[{'Frequency_의류/이미용_중가': 103.678061845447}]
6861,[{'Frequency_식품/생활_중가': 209.4181239197012}],[{'Frequency_의류/이미용_중가': 119.84009736439742}]
6862,[{'Frequency_식품/생활_중가': 174.95919485807286}],[{'Frequency_의류/이미용_중가': 92.83401198972501}]
6863,[{'Frequency_의류/이미용_중가': 158.12170235771208}],[{'Frequency_식품/생활_중가': 157.48339437890598}]
6864,[{'Frequency_식품/생활_중가': 557.0922584024877}],[{'Frequency_식품/생활_고가': 246.31591103149063}]
6865,[{'Frequency_식품/생활_중가': 1011.4496760516693}],[{'Frequency_식품/생활_저가': 630.8543517660531}]
6866,[{'Frequency_식품/생활_중가': 996.495707616349}],[{'Frequency_식품/생활_저가': 441.28416127683073}]
6867,[{'Frequency_식품/생활_중가': 3721.434588762295}],[{'Frequency_식품/생활_저가': 884.3827708077907}]
6869,[{'Frequency_식품/생활_중가': 882.5441171040203}],[{'Frequency_식품/생활_저가': 625.1261738264067}]
6870,[{'Frequency_식품/생활_중가': 303.81578503946105}],[{'Frequency_교육문화/아동_중가': 141.6001297185664}]
6871,[{'Frequency_식품/생활_중가': 1657.376181375347}],[{'Frequency_식품/생활_저가': 1372.0719170494538}]
6872,[{'Frequency_식품/생활_중가': 739.5652640182036}],[{'Frequency_식품/생활_고가': 135.749424817074}]
6873,[{'Frequency_식품/생활_중가': 362.27649227775885}],[{'Frequency_식품/생활_고가': 86.42683319007087}]
6874,[{'Frequency_식품/생활_중가': 336.4597057619726}],[{'Frequency_식품/생활_고가': 139.38106527067313}]
6875,[{'Frequency_식품/생활_중가': 964.1440475897662}],[{'Frequency_식품/생활_저가': 752.0315732637317}]
6876,[{'Frequency_의류/이미용_중가': 188.13917352461436}],[{'Frequency_식품/생활_중가': 139.87376590264327}]
6877,[{'Frequency_식품/생활_중가': 238.10452966773187}],[{'Frequency_교육문화/아동_중가': 88.65563419366254}]
6878,[{'Frequency_식품/생활_중가': 102.70379266368758}],[{'Frequency_의류/이미용_중가': 94.84370169963286}]
6879,[{'Frequency_식품/생활_중가': 318.9069049640493}],[{'Frequency_가구인테리어/잡화_저가': 114.04958950874804}]
6880,[{'Frequency_식품/생활_중가': 708.8240955175772}],[{'Frequency_식품/생활_저가': 530.5122066489366}]
6881,[{'Frequency_식품/생활_저가': 1903.9835133439485}],[{'Frequency_식품/생활_중가': 1042.7230177569295}]
6882,[{'Frequency_식품/생활_중가': 423.70378569744344}],[{'Frequency_식품/생활_저가': 138.534118538685}]
6883,[{'Frequency_식품/생활_중가': 1012.2243879955221}],[{'Frequency_식품/생활_저가': 1003.0695779784544}]
6884,[{'Frequency_식품/생활_저가': 1442.5063950964802}],[{'Frequency_식품/생활_중가': 1008.9132064158637}]
6885,[{'Frequency_식품/생활_중가': 186.91371202326783}],[{'Frequency_교육문화/아동_중가': 74.7415544933969}]
6886,[{'Frequency_식품/생활_중가': 983.8103580551699}],[{'Frequency_식품/생활_저가': 514.3832755182265}]
6887,[{'Frequency_식품/생활_저가': 1689.9763306375723}],[{'Frequency_식품/생활_중가': 1103.1476615135116}]
6888,[{'Frequency_식품/생활_중가': 201.26115633032035}],[{'Frequency_의류/이미용_중가': 105.02722208879274}]
6889,[{'Frequency_식품/생활_저가': 623.4179361696331}],[{'Frequency_식품/생활_중가': 378.6804530684122}]
6890,[{'Frequency_식품/생활_중가': 291.8740717124881}],[{'Frequency_의류/이미용_중가': 92.86316306448239}]
6891,[{'Frequency_식품/생활_중가': 325.704454614984}],[{'Frequency_가구인테리어/잡화_고가': 110.32616172473635}]
6892,[{'Frequency_식품/생활_중가': 529.6112389892066}],[{'Frequency_식품/생활_고가': 178.87587341751623}]
6893,[{'Frequency_식품/생활_저가': 1617.07230677374}],[{'Frequency_식품/생활_중가': 1259.2112471585083}]
6894,[{'Frequency_식품/생활_중가': 1342.8850243684208}],[{'Frequency_식품/생활_저가': 484.6315459174965}]
6895,[{'Frequency_식품/생활_중가': 468.3167942566806}],[{'Frequency_식품/생활_고가': 223.92438774583744}]
6896,[{'Frequency_식품/생활_중가': 455.5062403929887}],[{'Frequency_식품/생활_고가': 122.86418212284359}]
6897,[{'Frequency_식품/생활_중가': 1595.8201698814041}],[{'Frequency_식품/생활_저가': 1275.0769152719774}]
6898,[{'Frequency_식품/생활_중가': 549.580891126938}],[{'Frequency_식품/생활_고가': 73.31750836608843}]
6899,[{'Frequency_식품/생활_중가': 358.06026676201833}],[{'Frequency_의류/이미용_저가': 180.27675789630376}]
6900,[{'Frequency_식품/생활_중가': 1631.3062351026458}],[{'Frequency_식품/생활_저가': 934.3445799788763}]
6901,[{'Frequency_식품/생활_중가': 613.957342703263}],[{'Frequency_식품/생활_저가': 318.0669156780443}]
6902,[{'Frequency_식품/생활_중가': 1378.1366809714023}],[{'Frequency_식품/생활_저가': 504.1452944233078}]
6903,[{'Frequency_식품/생활_중가': 728.944860296907}],[{'Frequency_식품/생활_저가': 335.24077665992985}]
6904,[{'Frequency_식품/생활_중가': 1013.2262392611995}],[{'Frequency_식품/생활_저가': 656.7245238288558}]
6905,[{'Frequency_식품/생활_중가': 2147.6607986990684}],[{'Frequency_식품/생활_저가': 738.0178307347696}]
6906,[{'Frequency_식품/생활_중가': 1050.834602128627}],[{'Frequency_식품/생활_저가': 620.3194229963399}]
6907,[{'Frequency_식품/생활_중가': 963.0814806126945}],[{'Frequency_식품/생활_저가': 275.0541741675744}]
6908,[{'Frequency_식품/생활_중가': 1006.486693897167}],[{'Frequency_식품/생활_저가': 771.4455340519673}]
6909,[{'Frequency_식품/생활_중가': 362.3045394691402}],[{'Frequency_의류/이미용_중가': 30.257368460992502}]
6910,[{'Frequency_식품/생활_중가': 661.281270765518}],[{'Frequency_식품/생활_저가': 203.66081193199244}]
6911,[{'Frequency_식품/생활_중가': 1176.1075393808198}],[{'Frequency_식품/생활_저가': 665.801948906271}]
6912,[{'Frequency_식품/생활_중가': 544.9441614144404}],[{'Frequency_식품/생활_저가': 193.21089333864433}]
6913,[{'Frequency_식품/생활_중가': 1118.8880733132614}],[{'Frequency_식품/생활_저가': 456.7918513052188}]
6914,[{'Frequency_식품/생활_중가': 1003.1302943165355}],[{'Frequency_식품/생활_저가': 314.85970940521145}]
6915,[{'Frequency_식품/생활_중가': 548.6707282244427}],[{'Frequency_식품/생활_저가': 186.00174199284712}]
6916,[{'Frequency_식품/생활_중가': 497.14168182419803}],[{'Frequency_식품/생활_고가': 154.92110311920797}]
6917,[{'Frequency_식품/생활_중가': 437.0469123045276}],[{'Frequency_식품/생활_고가': 96.6914569930902}]
6918,[{'Frequency_식품/생활_중가': 346.4864300093015}],[{'Frequency_식품/생활_고가': 126.2720470114332}]
6919,[{'Frequency_식품/생활_중가': 368.5185482563178}],[{'Frequency_의류/이미용_고가': 87.80017503420507}]
6920,[{'Frequency_식품/생활_저가': 1242.0247246130184}],[{'Frequency_식품/생활_중가': 877.6084055918384}]
6921,[{'Frequency_식품/생활_중가': 1528.5422203981898}],[{'Frequency_식품/생활_저가': 544.7197217844109}]
6922,[{'Frequency_식품/생활_중가': 482.6968144794541}],[{'Frequency_식품/생활_저가': 71.79188637330819}]
6923,[{'Frequency_식품/생활_중가': 1160.6068432116367}],[{'Frequency_식품/생활_저가': 954.915456395995}]
