CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_고가_clust_id
8878,0,0,0,0,0,0,0
8879,0,0,0,0,0,0,0
8880,0,0,0,0,0,0,0
8881,-3,-1,4,-3,-1,0,3
8882,1,0,-2,2,-1,2,1
8884,0,3,-3,3,-1,-2,2
8885,-3,-1,0,0,0,0,0
8886,0,0,0,0,0,0,0
8887,0,0,0,0,0,0,0
8888,-1,0,0,0,0,0,0
8889,0,0,0,0,0,0,0
8890,4,-3,-1,0,0,0,5
8891,0,0,0,0,0,0,0
8893,3,-3,3,-3,2,-2,5
8894,0,0,0,0,0,0,0
8895,0,0,0,0,0,0,0
8896,0,0,0,0,0,0,0
8897,-2,3,-3,3,-3,3,2
8898,0,0,0,0,0,0,0
8899,-1,0,0,0,0,0,0
8900,0,0,0,0,0,0,0
8901,0,0,0,0,0,0,0
8902,0,0,0,0,0,0,0
8903,0,0,0,0,0,0,0
8904,0,0,0,0,0,0,0
8905,0,0,0,0,0,0,0
8906,0,0,0,0,0,0,0
8907,0,0,0,0,4,-3,4
8908,-3,-1,0,0,0,0,0
8909,0,0,0,0,0,0,0
8910,3,-3,3,-2,-1,3,5
8911,-3,-1,0,0,0,0,0
8912,0,0,0,0,0,0,0
8913,0,0,0,0,0,0,0
8914,0,4,-1,1,-3,-1,2
8915,0,0,0,0,0,0,0
8916,0,0,0,0,0,0,0
8917,0,0,0,0,0,0,0
8918,-3,-1,4,-3,-1,4,3
8919,0,0,0,0,0,0,0
8920,0,0,0,0,0,0,0
8921,0,0,0,0,0,0,0
8922,4,-1,-1,-1,3,-3,5
8923,0,0,0,0,0,0,0
8924,0,0,0,0,4,-3,4
8925,0,0,0,0,0,0,0
8926,0,0,0,0,0,0,0
8927,0,0,0,0,0,0,0
8928,0,1,-3,1,2,-3,4
8929,0,4,-3,-1,0,4,2
8930,0,0,0,0,0,0,0
8931,0,0,0,0,0,0,0
8932,-1,-2,3,-3,0,3,3
8933,0,0,0,0,0,0,0
8934,0,0,0,0,0,0,0
8935,0,0,0,0,0,0,0
8936,0,0,0,0,0,0,0
8937,4,-3,-1,0,0,0,5
8938,4,-3,3,-3,3,-3,5
8939,0,0,0,0,0,0,0
8940,0,0,0,0,0,0,0
8941,0,0,0,0,0,0,0
8942,-2,-1,4,-3,3,-3,3
8943,3,-3,0,-1,0,0,5
8944,0,0,0,0,0,0,0
8945,-3,-1,0,0,0,0,0
8946,0,0,0,0,0,0,0
8947,-3,-1,0,0,0,0,0
8948,0,0,0,4,-3,3,1
8949,-1,0,0,0,0,0,0
8950,-3,-1,0,0,0,0,0
8951,0,0,0,0,0,0,0
8952,0,0,0,0,0,0,0
8953,-3,3,-1,-1,-1,-1,2
8954,0,0,0,0,0,0,0
8955,0,0,0,0,0,0,0
8956,4,-3,-1,0,4,-3,5
8957,-3,-1,0,4,-3,-1,1
8958,0,0,0,0,0,0,0
8959,0,0,0,4,-3,-1,1
8960,0,0,0,0,0,0,0
8961,0,0,0,0,0,0,0
8962,0,0,0,0,0,0,0
8963,-3,-1,0,0,0,0,0
8964,-1,0,0,4,-3,0,1
8965,3,-1,-1,-1,1,0,5
8966,4,-3,-1,0,0,0,5
8967,0,0,0,4,-3,-1,1
8968,0,0,0,0,0,0,0
8969,0,0,0,0,0,0,0
8970,-3,-1,0,0,0,0,0
8971,0,0,0,0,0,0,0
8972,0,-3,-1,0,0,0,0
8973,0,0,0,0,0,0,0
8974,0,0,0,0,0,0,0
8975,0,0,0,0,0,0,0
8976,0,0,0,0,0,0,0
8977,-3,3,-1,-2,-1,0,2
8978,0,3,-3,3,-3,-1,2
8979,0,0,0,0,0,0,0
8980,0,0,0,0,0,0,0
8981,0,4,-3,-1,0,0,2
8982,0,0,0,0,0,0,0
8983,0,0,0,0,0,0,0
8984,0,0,0,0,0,0,0
8985,-3,3,-1,-2,3,-3,4
8986,0,0,0,0,0,0,0
8987,0,0,0,0,0,0,0
8988,0,0,0,0,4,-3,4
8989,0,0,0,0,0,0,0
8990,0,0,0,0,0,0,0
8991,0,0,0,0,0,0,0
8992,0,0,0,0,0,0,0
8993,-1,-1,0,0,4,0,4
8994,-1,0,0,0,0,0,0
8995,0,0,0,0,0,0,0
8996,0,0,0,0,0,0,0
8997,-3,-1,0,0,0,0,0
8998,0,0,0,0,0,0,0
8999,0,0,0,0,0,0,0
9000,-1,0,4,-3,-1,0,3
9001,3,-3,3,-3,3,-3,5
9002,3,-3,-1,0,0,0,5
9003,0,0,0,0,0,0,0
9004,0,0,0,0,0,0,0
9005,0,0,0,0,0,0,0
9006,0,4,-3,-1,0,0,2
9007,0,0,0,0,0,0,0
9008,0,0,4,-3,3,-3,3
9009,0,0,0,4,-3,-1,1
9010,0,0,0,0,0,0,0
9011,-1,0,0,0,0,0,0
9012,0,0,0,0,0,4,0
9013,0,0,0,0,0,0,0
9014,0,0,0,0,0,0,0
9015,0,0,0,0,0,0,0
9016,-1,0,0,0,0,0,0
9017,-1,0,0,0,0,0,0
9018,0,0,0,0,0,0,0
9019,4,-3,-1,0,0,0,5
9020,0,0,0,0,0,0,0
9021,0,0,0,0,0,0,0
9022,0,0,0,0,0,0,0
9023,0,0,0,0,0,0,0
9024,0,0,0,4,-3,3,1
9025,0,0,0,0,0,0,0
9026,0,0,0,0,0,0,0
9027,-1,0,0,0,4,-3,4
9028,0,4,0,-3,2,-2,4
9029,0,0,0,0,0,0,0
9030,-1,0,0,0,0,0,0
9031,-2,-1,3,-1,-2,3,3
9032,0,0,0,0,0,0,0
9033,0,3,-1,-2,1,2,2
9035,0,4,-3,-1,0,0,2
9036,-3,-1,0,0,0,0,0
9037,0,0,0,0,0,0,0
9038,-1,4,-3,-1,0,0,2
9039,0,4,-3,-1,0,0,2
9040,0,0,0,0,0,0,0
9041,-1,-1,0,0,1,-1,0
9042,0,0,0,0,0,0,0
9043,0,0,0,4,-3,-1,1
9044,-1,-1,0,0,0,0,0
9045,0,0,0,0,0,0,0
9046,0,0,0,0,0,0,0
9047,0,0,0,0,0,0,0
9048,4,-3,-1,0,0,0,5
9049,0,4,-3,-1,0,0,2
9050,0,0,0,0,0,0,0
9051,0,-3,3,-1,-1,2,3
9052,4,-3,-1,0,0,0,5
9053,0,0,0,0,0,0,0
9054,0,0,0,0,0,0,0
9055,0,0,0,0,0,0,0
9056,0,0,0,0,0,0,0
9058,0,0,0,0,0,0,0
9059,0,0,0,0,0,0,0
9060,0,0,0,0,0,0,0
9061,-3,-1,0,0,0,0,0
9062,-1,4,-2,-1,-1,0,2
9063,0,0,0,0,0,0,0
9064,0,0,0,0,0,0,0
9065,0,0,0,0,0,0,0
9066,0,0,0,0,0,0,0
9067,-3,-1,4,-2,-1,0,3
9068,0,0,0,0,0,0,0
9069,0,0,0,0,0,0,0
9070,0,0,0,0,0,0,0
9071,0,4,-1,-1,-1,-1,2
9072,0,0,0,0,0,0,0
9073,0,0,0,0,0,0,0
9074,0,0,0,0,0,0,0
9075,0,0,0,0,0,0,0
9076,0,0,0,0,0,0,0
9077,1,-2,-1,0,0,4,0
9078,0,0,0,0,0,0,0
9079,0,0,0,0,0,0,0
9080,0,0,0,0,0,0,0
9081,-2,-1,-1,0,0,0,0
9082,0,0,0,0,4,-3,4
9083,-1,-2,-1,4,-3,0,1
9084,0,0,0,0,0,0,0
9085,0,4,-3,-1,4,-3,4
9086,0,0,0,0,0,0,0
9087,0,0,0,0,0,0,0
9088,0,0,0,0,0,0,0
9089,0,0,0,0,0,0,0
9090,0,0,0,0,0,0,0
9091,0,4,-3,-1,0,0,2
9092,-1,0,0,0,0,4,0
9093,0,0,0,0,0,0,0
9094,0,0,0,0,0,0,0
9095,-1,-2,-1,0,0,4,0
9096,0,0,4,-2,-1,-1,3
9097,4,-3,-1,4,-1,-2,1
9098,0,0,0,0,0,0,0
9099,3,-3,-1,4,-1,-2,1
9100,0,0,0,0,0,0,0
9101,0,0,0,0,0,0,0
9102,0,0,0,0,0,0,0
9103,0,0,0,4,-1,-1,1
9104,0,0,0,0,0,0,0
9105,0,0,0,4,-3,-1,1
9106,0,0,0,0,0,0,0
9107,-2,1,-2,3,-2,1,1
9108,0,0,0,0,0,0,0
9109,0,0,0,0,0,0,0
9110,-1,4,-1,-1,0,1,2
9111,0,0,0,0,0,0,0
9112,0,0,0,0,0,0,0
9113,0,4,-3,-1,0,0,2
9114,0,0,0,0,0,0,0
9115,0,0,0,0,0,0,0
9116,3,-3,0,-1,4,-3,5
9117,-3,-1,0,0,0,0,0
9118,0,0,0,0,0,0,0
9119,4,-3,0,-1,0,0,5
9120,0,0,0,0,0,0,0
9121,0,0,0,4,-3,-1,1
9122,-3,-1,4,-1,1,-3,3
9123,0,4,-3,3,-3,-1,2
9124,0,0,0,0,0,0,0
9125,-2,1,-2,3,0,-3,2
9126,0,0,0,0,0,0,0
9127,-3,3,-3,3,-3,3,2
9128,0,0,0,4,-3,-1,1
9129,0,0,4,-3,-1,0,3
9130,0,0,0,0,0,0,0
9131,0,0,0,0,0,0,0
9132,0,0,0,0,0,0,0
9133,0,0,0,0,0,0,0
9134,0,0,0,0,0,0,0
9135,0,0,0,4,-3,-1,1
9136,0,0,0,4,-3,-1,1
9137,0,0,0,0,0,0,0
9138,0,0,0,0,0,0,0
9140,0,0,0,4,-3,0,1
9141,0,0,0,0,0,0,0
9142,0,0,0,0,4,-3,4
9143,0,0,0,0,0,0,0
9144,0,0,0,0,4,-3,4
9145,0,0,0,0,4,-3,4
9146,0,0,0,0,0,0,0
9147,0,0,0,0,0,0,0
9148,0,4,-3,3,-3,3,2
9149,0,0,0,0,0,0,0
9150,0,0,4,-1,-1,-1,3
9151,2,-3,-1,4,0,-1,1
9152,0,0,0,4,-3,-1,1
9153,0,0,0,0,0,0,0
9154,0,0,0,0,0,0,0
9155,0,0,0,0,0,0,0
9156,4,-1,-1,0,0,1,5
9157,0,4,-3,3,-1,-2,2
9158,0,0,0,0,0,0,0
9159,0,0,0,0,4,-3,4
9160,0,0,0,0,0,0,0
9161,0,0,0,0,0,0,0
9162,0,0,4,-3,-1,0,3
9163,-3,-1,0,0,0,4,0
9164,0,0,0,0,0,0,0
9165,0,0,0,0,0,0,0
9166,0,0,0,0,0,0,0
9167,0,0,0,0,0,0,0
9168,0,0,0,0,0,0,0
9169,0,0,0,0,0,0,0
9170,0,0,0,0,0,0,0
9171,0,0,0,0,0,0,0
9172,0,0,0,0,0,0,0
9173,0,0,0,0,0,0,0
9174,0,0,0,0,0,0,0
9175,-1,-2,-1,0,0,0,0
9176,0,0,0,0,0,0,0
9177,0,0,0,0,0,0,0
9178,0,0,0,0,4,-3,4
9179,0,0,0,0,0,0,0
9180,-1,0,4,-1,0,-2,3
9181,-1,1,-2,3,-3,2,1
9182,0,0,0,0,0,0,0
9183,0,0,0,0,0,0,0
9184,0,0,0,4,-2,-1,1
9185,4,-3,-1,0,4,-2,5
9186,0,0,0,0,0,4,0
9187,0,0,0,0,0,0,0
9188,0,0,0,0,0,0,0
9189,0,0,0,0,0,0,0
9190,0,0,0,4,-3,-1,1
9191,4,-3,3,-3,-1,4,5
9192,0,0,0,0,0,4,0
9193,0,0,0,0,0,0,0
9194,0,0,0,0,0,0,0
9195,0,0,0,0,0,0,0
9196,0,0,0,0,0,0,0
9197,-1,0,0,0,0,4,0
9198,0,0,0,0,0,0,0
9199,0,-2,0,3,-3,3,1
9200,4,-3,3,-3,-1,0,5
9201,-1,-2,3,-2,1,0,3
9202,0,0,0,0,0,0,0
9203,3,-3,-1,4,-3,-1,1
9204,0,0,0,0,0,0,0
9205,-1,-2,-1,0,0,0,0
9206,-1,-1,0,4,-3,3,1
9207,-3,-1,0,4,-3,0,1
9208,0,0,0,0,0,0,0
9209,0,0,0,4,-3,3,1
9210,4,-1,-2,-1,4,-3,5
9211,4,-3,3,-3,-1,0,5
9212,0,0,0,0,0,0,0
9213,0,0,0,0,0,0,0
9214,0,4,0,-2,-1,0,2
9215,-2,1,-2,2,-2,3,2
9216,0,0,0,0,0,0,0
9217,0,0,0,0,0,0,0
9218,0,0,0,0,0,0,0
9219,0,0,0,0,0,0,0
9220,0,0,0,0,0,0,0
9221,0,0,0,0,0,0,0
9222,1,-2,3,-3,3,-2,3
9223,4,-3,3,-2,0,2,5
9224,0,0,0,0,0,0,0
9225,-1,-2,-1,0,4,-1,4
9226,-3,3,-3,-1,0,0,2
9227,0,0,0,0,0,0,0
9228,0,0,0,0,0,0,0
9229,4,0,-3,3,0,-3,5
9230,0,0,0,0,0,0,0
9231,0,0,0,0,0,0,0
9232,4,-3,-1,0,0,0,5
9233,0,0,0,4,-3,3,1
9234,-3,3,-1,-2,1,2,2
9235,0,0,0,0,0,0,0
9236,-1,0,0,0,0,4,0
9237,0,0,0,4,-3,-1,1
9238,0,0,0,0,0,0,0
9239,0,0,0,0,4,-3,4
9240,0,0,4,-3,3,-3,3
9241,0,0,0,0,0,0,0
9242,-1,-2,-1,0,0,0,0
9243,-2,3,-3,-1,0,0,2
9244,0,0,0,0,0,0,0
9245,2,0,-2,-1,0,4,0
9246,0,0,0,0,0,0,0
9247,0,0,0,0,0,0,0
9248,0,0,0,0,0,0,0
9249,0,0,0,0,0,0,0
9250,0,0,0,0,0,0,0
9251,0,0,0,0,0,0,0
9252,0,0,0,0,0,4,0
9253,0,0,0,0,0,0,0
9254,0,0,0,0,0,0,0
9255,0,0,0,0,4,-3,4
9256,0,0,0,0,0,0,0
9257,4,-3,-1,0,0,0,5
9258,0,-2,3,-2,1,-1,3
9259,0,4,-3,-1,0,0,2
9260,0,0,0,0,0,0,0
9261,0,0,0,0,0,0,0
9262,0,0,0,0,0,0,0
9263,0,0,0,0,0,0,0
9264,0,0,0,4,-3,-1,1
9265,0,0,0,0,0,4,0
9266,0,0,0,0,0,0,0
9267,4,-3,3,-3,-1,4,5
9268,0,0,0,0,0,0,0
9269,-2,3,-3,-1,0,4,2
9270,0,0,0,0,0,0,0
9271,0,0,0,0,0,0,0
9272,0,0,0,0,0,0,0
9273,0,0,0,0,0,0,0
9274,-3,3,-3,-1,0,4,2
9275,0,-2,3,-3,-1,0,3
9276,-3,-1,0,4,-2,-1,1
9277,0,0,0,0,0,0,0
9278,-3,-1,0,0,0,0,0
9279,0,0,0,0,0,0,0
9280,0,0,0,0,4,-1,4
9281,0,0,0,0,0,0,0
9282,0,0,0,0,0,0,0
9283,0,0,0,0,0,0,0
9284,0,0,0,0,0,0,0
9285,4,-3,-1,0,0,0,5
9286,0,0,0,0,0,0,0
9287,-3,-1,4,-2,0,-1,3
9288,0,0,0,0,0,0,0
9289,0,0,0,0,0,0,0
9290,3,-3,0,3,0,-3,5
9291,0,0,0,0,0,0,0
9292,0,0,0,0,0,0,0
9293,0,0,0,0,0,0,0
9294,0,0,0,0,0,0,0
9295,0,0,0,0,0,0,0
9296,0,0,0,0,0,0,0
9297,0,4,-3,-1,0,0,2
9298,0,0,0,0,0,0,0
9299,0,0,0,0,0,0,0
9300,0,0,0,0,0,0,0
9301,0,0,0,0,0,0,0
9302,-3,3,-3,3,-1,0,2
9303,0,0,0,0,0,0,0
9304,0,4,-1,1,-2,1,2
9305,0,0,0,0,0,0,0
9306,0,0,0,0,0,0,0
9307,0,0,0,0,4,-3,4
9308,3,-2,-1,3,-1,-1,1
9309,0,0,0,0,0,0,0
9310,0,0,0,0,0,0,0
9311,0,0,0,0,0,0,0
9312,0,0,0,0,0,0,0
9313,0,0,0,0,0,0,0
9314,0,0,0,0,0,0,0
9315,0,4,-3,-1,0,0,2
9316,-3,-1,0,0,0,0,0
9317,0,0,0,0,0,0,0
9318,-3,-1,0,0,0,0,0
9319,0,0,0,0,0,0,0
9320,0,0,4,-3,-1,0,3
9321,0,0,0,0,0,0,0
9322,0,0,0,0,0,0,0
9323,0,0,0,0,0,0,0
9324,0,0,0,0,0,0,0
9325,0,0,0,0,4,-1,4
9326,-1,0,0,4,-3,-1,1
9327,0,0,0,0,0,0,0
9328,0,0,0,0,0,0,0
9329,0,0,0,0,0,0,0
9330,0,0,0,0,0,0,0
9331,0,0,0,0,0,0,0
9332,0,0,0,0,0,0,0
9333,0,0,0,0,0,0,0
9334,-1,0,2,-3,-1,4,3
9335,0,0,4,-3,3,-3,3
9337,0,0,0,4,-3,-1,1
9339,0,4,-2,-1,3,-3,4
9340,-2,3,-1,-2,-1,4,2
9341,0,0,0,0,0,0,0
9342,0,0,0,0,0,0,0
9343,-3,3,-3,-1,0,4,2
9344,0,0,0,0,0,0,0
9345,-1,0,4,-1,-1,0,3
9346,0,0,0,0,0,0,0
9347,1,-2,3,-2,-1,3,3
9348,0,-1,3,-3,-1,0,3
9349,0,0,0,0,0,0,0
9350,0,0,0,0,0,0,0
9351,0,0,0,0,0,0,0
9352,0,0,0,0,0,0,0
9353,4,-3,3,0,-3,3,5
9354,0,0,0,0,0,0,0
9355,0,0,4,-3,-1,4,3
9356,0,0,0,0,0,0,0
9357,0,0,0,0,0,0,0
9358,0,0,0,0,0,0,0
9359,0,0,0,0,0,0,0
9360,0,0,0,0,0,0,0
9361,-3,3,-3,-1,4,-3,4
9362,-3,-1,0,0,0,0,0
9363,-3,-1,4,-3,3,-3,3
9364,0,0,0,0,0,0,0
9365,0,0,0,0,0,0,0
9366,0,0,0,0,0,0,0
9367,3,-3,3,-3,-1,4,5
9368,0,0,0,0,0,0,0
9369,-3,-1,0,4,-3,-1,1
9370,0,0,0,0,0,0,0
9371,0,0,0,0,0,0,0
9372,0,0,0,0,0,0,0
9373,-1,3,-3,-1,0,0,2
9374,0,0,0,0,0,0,0
9375,0,4,-3,-1,0,0,2
9376,0,0,0,0,0,0,0
9377,0,0,0,0,0,0,0
9378,0,0,0,0,0,4,0
9379,0,0,0,0,0,0,0
9380,0,0,0,0,0,0,0
9381,0,0,0,0,0,0,0
9382,0,0,0,0,0,0,0
9383,0,0,0,0,0,0,0
9384,-3,1,1,-2,3,-1,4
9385,0,0,0,0,0,0,0
9386,0,0,0,0,0,0,0
9387,4,-3,0,-1,4,-1,5
9388,-1,0,0,0,0,0,0
9389,0,0,0,0,4,-3,4
9390,0,0,0,0,0,0,0
9391,0,0,0,0,0,0,0
9392,0,0,0,0,0,0,0
9393,0,0,0,0,0,0,0
9394,4,-3,-1,0,0,4,5
9395,0,0,0,0,0,0,0
9396,0,4,0,-3,3,-3,4
9397,0,0,0,0,0,0,0
9398,0,0,0,4,-3,3,1
9399,0,0,0,0,0,0,0
9400,-3,-1,0,0,0,0,0
9401,0,0,0,0,0,0,0
9402,3,-3,-1,0,4,0,5
9403,0,0,0,0,0,0,0
9404,0,0,0,0,0,0,0
9405,0,0,0,0,0,0,0
9406,0,0,0,0,0,0,0
9407,0,0,0,4,-3,-1,1
9408,0,0,0,0,0,4,0
9409,0,0,0,0,0,0,0
9410,0,0,0,0,0,0,0
9411,0,0,0,0,0,0,0
9412,0,0,0,0,0,0,0
9413,0,0,0,0,0,0,0
9414,0,3,-3,-1,4,-3,4
9415,0,0,0,0,0,0,0
9416,0,0,0,0,0,4,0
9417,4,-3,-1,0,0,0,5
9418,-3,3,-1,-1,1,-2,2
9419,-1,3,-3,2,-2,0,2
9420,1,-2,0,3,-3,-1,1
9421,0,4,-3,-1,4,-3,4
9422,0,0,0,0,0,0,0
9423,0,0,0,0,0,0,0
9424,0,4,-3,-1,4,-3,4
9425,-1,-1,0,0,0,0,0
9426,0,0,0,0,0,0,0
9427,0,0,0,0,0,0,0
9428,-3,-1,0,0,0,0,0
9429,0,0,0,0,0,0,0
9430,-2,-1,0,0,0,0,0
9431,0,0,4,-3,-1,4,3
9432,-2,1,0,1,-1,2,0
9433,0,-1,4,-3,-1,0,3
9434,0,0,0,0,0,0,0
9435,-3,-1,0,0,4,-3,4
9436,0,0,0,0,0,0,0
9437,0,0,0,0,0,0,0
9438,0,0,0,0,0,0,0
9439,0,0,0,0,0,0,0
9440,0,0,1,-1,0,0,0
9441,0,0,0,0,0,0,0
9442,0,0,0,0,0,0,0
9443,0,4,-3,-1,0,4,2
9444,0,0,0,4,-3,-1,1
9445,0,0,0,0,0,0,0
9446,0,0,0,0,0,0,0
9447,0,0,0,0,0,0,0
9448,0,0,0,0,0,0,0
9449,0,0,0,0,0,0,0
9450,0,0,0,0,0,0,0
9451,0,0,0,0,0,0,0
9452,-3,-1,0,0,0,0,0
9453,0,0,0,0,0,0,0
9454,0,0,0,4,-1,-2,1
9455,0,0,0,0,0,0,0
9456,0,0,0,0,0,0,0
9457,0,0,0,0,0,0,0
9458,0,0,0,0,0,0,0
9459,0,0,0,0,0,0,0
9460,-1,3,-3,2,-2,-1,2
9461,-3,-1,0,0,0,0,0
9462,0,0,0,0,0,0,0
9463,0,0,0,0,0,0,0
9464,0,0,0,0,0,0,0
9465,0,0,0,0,0,4,0
9466,0,0,0,0,0,0,0
9467,-2,-1,0,0,4,-1,4
9468,0,0,0,0,0,0,0
9469,0,0,0,0,0,0,0
9470,0,0,0,0,0,0,0
9471,0,0,0,0,0,0,0
9472,0,0,0,0,0,0,0
9473,4,-3,-1,4,-3,3,1
9474,0,0,4,-3,-1,0,3
9475,0,0,0,0,0,0,0
9476,0,0,0,0,4,-3,4
9477,0,0,0,0,0,0,0
9478,0,0,0,0,0,0,0
9479,-2,2,-2,-1,0,4,2
9480,4,0,-3,0,-1,4,5
9481,3,-3,-1,4,-3,3,1
9482,0,0,0,0,0,0,0
9483,0,0,0,0,0,0,0
9484,0,0,0,4,-2,-1,1
9485,-3,-1,0,0,0,0,0
9486,1,0,-2,3,-1,-2,1
9487,0,0,0,0,0,0,0
9488,0,0,0,0,0,0,0
9489,0,0,0,0,0,0,0
9490,0,0,0,0,0,0,0
9491,0,0,0,0,0,0,0
9492,0,0,0,0,0,0,0
9493,-2,-1,-1,0,0,0,0
9494,0,0,0,0,0,0,0
9495,-1,-1,0,0,0,0,0
9496,0,0,0,0,0,0,0
9497,0,0,0,0,0,0,0
9498,-3,-1,0,4,-3,3,1
9499,0,0,0,0,0,0,0
9500,0,0,0,0,0,0,0
9501,0,0,0,0,0,0,0
9502,0,0,0,0,0,0,0
9503,0,0,0,0,4,-3,4
9504,-3,-1,0,4,-3,-1,1
9505,-2,-1,-1,4,-1,-1,1
9506,0,0,0,0,0,0,0
9507,0,0,0,0,0,0,0
9508,0,0,0,0,0,0,0
9509,0,0,0,0,0,0,0
9510,-1,0,0,0,0,0,0
9511,0,0,0,0,0,0,0
9512,0,0,0,0,0,0,0
9513,0,0,4,-3,-1,0,3
9514,0,0,0,0,0,0,0
9515,0,0,0,0,0,0,0
9516,0,0,0,0,0,0,0
9517,0,0,0,0,0,0,0
9518,-3,0,3,-1,-2,0,3
9519,0,0,0,0,0,0,0
9520,0,0,0,0,0,0,0
9521,0,0,0,0,0,0,0
9522,0,0,0,0,0,0,0
9523,0,0,0,0,0,0,0
9525,0,0,0,0,0,0,0
9526,0,0,0,0,0,0,0
9527,-1,-1,0,0,0,0,0
9528,0,0,0,0,0,0,0
9529,0,0,0,0,0,0,0
9530,0,0,0,0,0,0,0
9531,0,0,0,0,0,0,0
9532,-1,-1,1,1,-2,-1,0
9533,0,0,4,-3,-1,0,3
9534,-3,3,-3,3,-3,2,2
9535,0,0,0,4,-3,-1,1
9536,0,0,0,0,4,-3,4
9537,3,-3,1,-1,3,-2,5
9538,0,1,-3,3,-1,0,1
9539,0,0,0,0,0,0,0
9540,3,-3,3,-1,-2,2,5
9541,0,0,0,0,0,0,0
9542,-1,0,-2,3,-3,3,1
9543,0,0,4,-3,-1,0,3
9544,0,0,0,0,0,0,0
9545,0,0,0,0,0,0,0
9546,0,0,0,4,0,-3,1
9547,-1,0,0,0,0,0,0
9548,0,0,0,0,0,0,0
9549,3,-3,3,-2,-1,-1,5
9551,0,0,0,0,0,0,0
9553,0,0,0,0,0,0,0
9554,0,0,0,0,0,0,0
9555,0,0,0,0,0,0,0
9556,0,0,0,0,0,0,0
9558,0,0,0,0,0,0,0
9559,0,0,0,0,0,0,0
9560,0,0,0,0,0,0,0
9561,0,1,0,-1,-1,1,0
9562,4,-3,3,-3,3,-3,5
9563,0,4,-2,-1,-1,0,2
9564,0,0,0,0,0,0,0
9565,0,0,0,0,0,0,0
9567,0,0,0,0,0,4,0
9568,-1,3,-3,-1,0,0,2
9569,0,0,0,0,0,0,0
9570,0,0,0,0,0,0,0
9571,0,0,0,0,0,0,0
9572,0,4,-3,-1,0,0,2
9573,0,0,0,0,0,0,0
9574,0,4,0,-2,-1,3,2
9575,-1,4,-3,-1,0,0,2
9576,-1,4,-2,-1,3,-3,4
9577,0,0,0,0,0,0,0
9578,0,0,0,0,0,0,0
9579,0,0,0,0,0,0,0
9580,0,0,0,0,0,0,0
9581,0,4,-3,-1,0,0,2
9582,0,0,0,0,0,0,0
9583,0,0,4,-3,-1,0,3
9584,4,-3,-1,0,0,0,5
9585,0,0,0,0,0,0,0
9586,0,0,0,0,0,0,0
9587,0,0,0,0,0,0,0
9588,-3,-1,0,0,0,0,0
9589,-3,-1,0,0,0,0,0
9590,-1,0,0,0,0,0,0
9591,0,0,0,0,0,0,0
9592,0,0,0,4,-1,-1,1
9593,-1,0,4,-3,-1,0,3
9594,0,0,0,0,0,0,0
9595,0,0,0,0,0,0,0
9596,0,0,0,0,0,0,0
9597,0,0,0,0,0,0,0
9598,0,0,0,0,0,0,0
9599,0,0,0,0,0,0,0
9600,0,0,0,4,-3,0,1
9601,0,0,0,0,0,0,0
9602,0,0,4,-3,-1,0,3
9603,0,0,0,0,0,0,0
9604,4,-3,-1,0,4,-3,5
9605,0,0,0,0,0,0,0
9606,0,0,0,0,0,0,0
9607,0,0,4,-3,-1,0,3
9608,0,0,0,0,0,0,0
9609,-1,-1,0,0,4,-3,4
9611,0,0,0,0,0,0,0
9612,0,0,0,0,0,0,0
9613,0,0,0,0,0,0,0
9614,-1,0,0,4,-1,-2,1
9615,0,0,0,0,0,0,0
9616,0,0,0,0,0,0,0
9617,0,0,0,0,0,0,0
9618,0,0,0,0,0,0,0
9619,0,0,0,0,0,0,0
9620,0,0,0,0,0,0,0
9621,0,0,0,0,0,0,0
9622,0,0,0,0,0,0,0
9623,0,0,0,0,0,0,0
9624,-1,0,0,0,0,0,0
9625,0,0,0,0,0,0,0
9626,-1,-2,-1,0,0,4,0
9627,0,0,0,0,4,-3,4
9628,0,0,0,0,0,0,0
9629,0,0,0,0,0,0,0
9630,0,0,0,0,0,0,0
9631,0,0,0,0,0,0,0
9632,0,0,0,0,4,-3,4
9633,-3,-1,0,0,4,-3,4
9634,-1,0,0,0,0,0,0
9635,-3,-1,0,0,0,0,0
9636,0,4,-3,-1,0,0,2
9637,0,0,0,0,0,0,0
9638,0,0,0,4,-3,-1,1
9639,-1,1,-3,2,0,-2,2
9641,0,-1,1,-2,0,-1,0
9642,0,0,0,0,0,0,0
9643,-1,3,-3,3,-3,0,2
9644,-3,-1,0,0,0,4,0
9645,-1,0,0,0,0,0,0
9647,-3,3,-1,-1,-1,-1,2
9648,0,3,-1,-2,3,-3,4
9649,4,-3,-1,0,0,0,5
9650,-3,2,1,-3,3,-3,4
9651,0,0,0,4,-3,-1,1
9652,0,0,0,0,0,0,0
9653,0,0,0,0,0,0,0
9654,0,0,0,0,0,0,0
9655,0,0,0,0,0,0,0
9656,0,0,4,-3,-1,4,3
9657,0,0,4,0,-1,-2,3
9658,-1,0,0,4,-3,-1,1
9659,0,0,0,0,0,0,0
9660,0,4,-3,-1,0,0,2
9661,-3,-1,0,0,0,0,0
9662,0,0,0,0,0,0,0
9663,0,0,0,0,0,0,0
