CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_고가_clust_id
8405,-3,3,-3,-1,0,4,4
8406,4,-3,-1,0,4,-3,3
8407,-3,-1,0,0,0,0,1
8408,0,0,4,-3,0,-1,5
8409,0,0,4,-3,3,-3,5
8410,0,0,0,0,0,0,1
8411,-3,0,3,-3,-1,0,5
8412,0,4,-3,-1,0,4,4
8413,-2,3,-3,3,-3,3,4
8414,0,0,0,0,0,0,1
8415,0,0,0,0,0,0,1
8416,-2,1,0,-2,3,-2,0
8417,-1,3,-3,-1,4,-3,0
8418,0,0,0,0,0,0,1
8419,3,-1,-2,-1,4,-3,3
8420,-1,0,4,-1,0,-2,5
8421,-3,-1,0,0,0,0,1
8422,3,0,-3,3,-3,3,2
8423,-1,0,0,0,0,0,1
8424,0,0,0,0,0,0,1
8425,0,4,-2,1,-2,-1,4
8426,0,0,0,0,4,-2,0
8427,-3,3,-3,-1,4,-3,0
8428,0,0,0,0,0,0,1
8429,0,0,0,0,0,0,1
8430,0,0,0,0,0,0,1
8431,3,-1,0,-1,1,0,3
8432,-1,3,0,-3,3,-1,0
8433,-2,-1,0,0,0,0,1
8434,0,0,0,0,0,0,1
8435,0,0,0,0,0,0,1
8436,0,0,0,0,0,0,1
8437,0,0,0,0,4,-3,0
8438,0,0,0,0,4,-3,0
8439,-2,2,-1,-2,3,-1,0
8440,0,0,0,0,0,0,1
8441,0,0,0,0,0,0,1
8442,0,0,0,0,0,0,1
8443,0,0,0,0,0,0,1
8444,0,0,0,0,0,4,1
8445,0,0,0,0,0,0,1
8446,-1,4,-2,-1,-1,0,4
8447,0,0,0,0,0,0,1
8448,0,0,0,0,0,0,1
8449,-2,-1,4,-1,0,-1,5
8450,-1,3,-3,-1,4,-3,0
8451,-1,-2,-1,4,0,-2,2
8452,0,0,0,0,0,0,1
8453,-3,3,-3,-1,0,0,4
8454,0,0,0,0,4,-2,0
8455,0,0,0,0,0,0,1
8456,0,0,0,0,0,0,1
8457,0,4,-3,3,-3,-1,4
8458,0,0,0,4,-1,-1,2
8459,0,0,0,0,0,0,1
8460,0,3,-1,-2,1,0,0
8461,0,0,0,0,0,0,1
8463,0,0,0,0,0,0,1
8464,4,-3,-1,0,0,0,3
8465,4,-3,3,0,-2,0,3
8466,0,0,0,0,0,0,1
8467,3,-3,-1,0,0,4,3
8468,3,-3,3,-3,3,0,3
8469,-1,0,4,-3,-1,0,5
8470,0,1,-1,1,0,0,1
8471,0,0,0,0,0,0,1
8472,0,0,0,0,0,0,1
8473,0,0,0,0,0,0,1
8475,0,0,0,0,0,0,1
8476,0,0,0,0,0,0,1
8477,0,0,0,0,0,0,1
8478,0,0,0,0,0,0,1
8479,-3,3,-3,1,-1,3,4
8480,0,0,4,-3,3,0,5
8481,-2,3,0,-3,2,-2,0
8482,0,0,0,0,0,0,1
8483,0,0,0,0,0,0,1
8484,0,0,0,0,0,0,1
8485,-1,0,0,0,0,0,1
8486,0,0,0,0,0,0,1
8487,0,0,0,0,0,0,1
8488,0,0,0,0,0,0,1
8489,0,0,0,0,0,0,1
8490,0,0,0,0,0,0,1
8491,-3,3,-3,-1,4,-3,0
8492,0,0,0,0,0,0,1
8493,0,0,0,0,0,0,1
8494,0,0,4,-3,-1,0,5
8495,4,-3,3,-1,-2,0,3
8496,0,0,0,0,0,0,1
8497,-1,4,0,-3,2,-2,0
8498,0,4,-1,-2,-1,0,4
8499,0,4,-3,-1,0,0,4
8500,-1,0,0,4,-3,3,2
8501,-3,3,-3,-1,4,-3,0
8502,0,0,0,0,0,0,1
8503,-2,1,-2,-1,0,0,1
8504,3,-3,-1,4,-3,3,2
8505,-3,-1,0,0,4,-3,0
8506,-1,1,-1,0,1,-2,1
8507,0,0,0,0,0,0,1
8508,0,0,0,4,-3,-1,2
8509,-1,0,0,0,0,0,1
8510,4,-1,-2,3,-3,-1,2
8511,-3,3,-3,3,-3,-1,4
8512,1,-2,3,-3,-1,4,5
8513,0,0,0,0,0,0,1
8514,0,0,0,0,0,0,1
8515,1,-2,2,-2,3,-1,3
8516,0,4,-3,-1,4,-2,0
8517,-2,2,1,-2,-1,3,1
8518,0,0,0,0,0,0,1
8519,0,4,-3,3,-3,-1,4
8520,0,0,0,0,4,-3,0
8521,0,4,-3,-1,4,-2,0
8522,0,0,0,0,0,0,1
8523,-3,-1,0,4,-3,3,2
8524,0,3,-3,-1,0,4,4
8525,0,0,0,0,0,0,1
8526,0,0,0,0,0,0,1
8527,0,4,-3,3,-1,-2,4
8528,0,0,0,0,0,0,1
8529,0,0,0,0,0,0,1
8530,-2,-1,-1,0,0,0,1
8531,0,0,0,0,0,0,1
8532,-1,0,0,4,-3,-1,2
8533,0,0,0,0,0,0,1
8534,0,0,0,0,0,4,1
8535,-1,0,4,-3,-1,0,5
8536,0,0,0,0,0,0,1
8537,0,0,0,0,0,0,1
8538,0,0,0,0,0,0,1
8539,2,-3,1,0,-1,3,3
8540,4,-1,-2,3,-3,3,2
8541,-3,3,-3,-1,4,-2,0
8542,-2,3,-3,1,2,-3,4
8543,0,0,0,0,0,0,1
8544,0,0,0,0,0,0,1
8545,0,0,4,-2,-1,-1,5
8546,-3,-1,0,0,4,-3,0
8547,0,0,0,0,0,0,1
8548,-1,0,0,0,4,-2,0
8549,0,0,0,0,0,0,1
8550,0,0,0,0,0,0,1
8551,0,0,0,0,0,0,1
8552,0,0,0,0,0,0,1
8553,0,0,0,0,0,0,1
8554,0,0,0,0,0,0,1
8555,-1,-2,-1,0,0,0,1
8556,4,-3,3,0,-3,3,3
8557,0,0,0,4,-1,0,2
8558,3,-1,0,0,-2,3,3
8559,0,0,0,0,0,0,1
8560,0,0,0,0,0,0,1
8562,-3,2,-2,-1,0,0,4
8563,0,3,-3,1,2,-3,4
8564,4,-3,3,-2,-1,-1,3
8565,0,0,4,-3,-1,0,5
8566,0,0,0,0,0,0,1
8567,1,0,-1,-1,3,-2,0
8568,-1,3,-2,-1,3,-3,0
8569,-1,4,-3,0,-1,4,4
8570,-2,1,-1,-1,-1,0,1
8571,-1,4,-3,-1,4,-3,0
8572,0,0,4,-3,-1,4,5
8573,-1,-1,-1,2,0,-2,1
8574,4,-3,-1,4,-2,0,2
8575,-3,-1,0,0,0,0,1
8576,0,4,-2,0,1,-1,4
8577,0,4,-3,-1,0,0,4
8578,0,0,0,0,0,0,1
8579,4,-3,3,-3,3,-3,3
8580,3,-3,3,-1,-2,-1,3
8581,0,0,0,0,0,4,1
8582,0,0,0,0,0,0,1
8583,0,0,0,4,-3,-1,2
8584,0,-3,-1,0,0,0,1
8585,-1,4,-2,0,-1,3,4
8586,0,0,0,0,0,0,1
8587,-2,-1,0,0,0,0,1
8588,0,0,0,0,0,0,1
8589,0,0,4,-3,3,-1,5
8590,0,-3,-1,4,-3,-1,2
8591,-3,3,-3,-1,0,0,4
8592,0,0,0,0,0,0,1
8593,0,0,0,0,0,0,1
8594,0,0,0,0,0,0,1
8595,0,0,0,0,0,0,1
8596,-1,-2,-1,0,4,0,0
8597,0,0,0,0,0,0,1
8598,4,-3,-1,0,0,0,3
8599,-1,0,0,0,4,-1,0
8600,0,0,0,0,0,0,1
8601,0,0,0,0,0,0,1
8602,0,0,4,-3,3,-3,5
8603,0,-1,-1,1,-1,0,1
8604,0,0,0,0,0,0,1
8605,-1,0,0,4,-3,-1,2
8606,0,0,4,0,-2,-1,5
8607,0,0,0,0,0,0,1
8608,0,0,0,0,0,0,1
8609,4,-1,-2,3,-3,-1,2
8610,0,0,0,0,0,0,1
8611,0,-2,-1,-1,0,4,1
8612,-1,-1,0,0,4,-3,0
8613,0,0,0,0,0,0,1
8614,0,0,0,0,0,0,1
8615,0,0,0,0,0,0,1
8616,4,-1,0,-2,-1,4,3
8617,0,0,0,0,0,0,1
8618,0,4,-1,-1,1,-1,4
8619,0,0,0,0,0,0,1
8620,0,0,0,0,0,4,1
8621,0,0,0,0,0,0,1
8622,0,0,0,0,0,0,1
8623,-1,0,0,0,4,-3,0
8624,0,0,0,0,0,0,1
8625,-2,-1,-1,4,-3,-1,2
8626,0,0,0,0,0,4,1
8627,-1,4,-3,3,0,-3,4
8628,0,-2,0,3,-3,-1,2
8629,-1,0,0,4,-3,-1,2
8630,0,0,0,0,0,0,1
8631,-3,-1,4,-1,1,-3,5
8632,0,0,0,0,0,0,1
8634,0,0,0,0,0,0,1
8635,4,-3,-1,0,0,0,3
8636,0,0,0,0,0,0,1
8637,-2,-1,-1,4,-3,-1,2
8638,0,0,0,0,0,0,1
8639,0,3,-1,-1,-1,3,4
8640,0,0,0,0,0,4,1
8641,-3,3,-3,-1,0,4,4
8642,0,0,0,0,0,0,1
8643,4,-1,-2,3,-3,1,2
8644,0,0,0,4,-3,-1,2
8645,-3,-1,0,0,0,0,1
8646,0,-1,-2,3,-3,-1,2
8647,0,0,0,0,4,-3,0
8648,0,0,0,0,0,0,1
8649,0,4,-3,-1,0,0,4
8650,0,0,0,0,4,-2,0
8651,0,0,0,0,0,0,1
8652,0,0,0,0,0,0,1
8653,0,0,0,0,0,4,1
8654,0,0,0,0,0,0,1
8655,0,0,0,0,0,0,1
8656,4,-3,3,-3,-1,0,3
8657,0,4,-3,-1,4,-3,0
8658,-1,4,-3,3,-3,3,4
8659,3,-2,-1,3,-2,2,2
8660,-3,-1,0,0,0,0,1
8661,0,0,0,0,0,0,1
8662,0,0,0,0,0,0,1
8663,0,0,0,0,0,0,1
8664,0,0,0,4,-3,-1,2
8665,-2,1,-2,-1,4,0,0
8666,0,4,-3,-1,4,-2,0
8667,0,0,0,4,-3,-1,2
8668,3,-3,-1,0,0,4,3
8669,0,0,0,0,0,0,1
8670,0,0,0,0,0,0,1
8671,0,0,0,0,0,0,1
8672,4,-3,-1,0,0,0,3
8673,0,0,4,-3,0,-1,5
8674,0,4,-3,-1,0,0,4
8675,0,0,0,0,0,0,1
8676,-1,0,0,0,0,0,1
8678,-2,0,-1,0,0,0,1
8679,0,0,0,0,0,0,1
8680,0,0,0,0,0,0,1
8681,0,0,0,0,0,0,1
8682,0,-3,3,-3,3,-3,5
8683,-2,0,1,0,-1,1,1
8684,0,0,0,0,0,0,1
8686,0,0,0,0,0,0,1
8687,0,0,0,0,0,0,1
8688,-3,-1,4,-3,-1,0,5
8689,-3,-1,0,0,0,0,1
8690,0,0,0,0,0,4,1
8691,0,0,0,0,0,0,1
8692,0,-2,-1,0,4,-3,0
8693,0,0,0,0,4,-3,0
8694,4,-1,-2,-1,4,-3,3
8695,4,-3,3,-3,-1,0,3
8696,0,0,0,0,0,0,1
8697,0,0,0,0,0,0,1
8698,0,4,-3,-1,0,0,4
8699,0,0,0,0,0,0,1
8700,4,-3,3,0,-3,0,3
8701,0,0,0,0,0,0,1
8702,0,0,0,0,0,0,1
8703,3,-3,3,-3,-1,0,3
8704,0,0,0,0,0,0,1
8705,0,0,0,0,0,0,1
8706,0,-2,2,0,-2,3,1
8707,0,-3,-1,4,-3,-1,2
8708,-1,-2,-1,4,0,-3,2
8709,0,0,0,0,0,0,1
8710,0,0,0,0,0,0,1
8711,0,0,0,0,0,0,1
8712,1,2,-3,2,0,0,4
8713,0,0,0,0,0,0,1
8714,-3,3,-1,-1,-1,3,4
8715,0,0,0,0,0,0,1
8716,-3,3,-3,-1,0,0,4
8717,-3,3,-2,0,0,1,4
8718,-3,3,-2,0,1,0,4
8719,0,0,0,0,0,0,1
8720,0,0,0,0,0,0,1
8721,4,-3,0,3,-3,-1,2
8722,4,-3,-1,0,0,0,3
8723,3,-3,3,-3,3,-3,3
8724,2,0,-1,1,-1,0,1
8725,-3,-1,4,-3,-1,0,5
8726,0,0,0,0,0,4,1
8727,-1,4,-3,-1,0,4,4
8728,-1,3,-3,3,-1,-2,4
8729,0,0,0,0,0,0,1
8730,0,0,0,0,0,0,1
8731,-3,3,-3,3,-3,-1,4
8732,0,0,0,0,0,0,1
8733,0,0,0,0,0,0,1
8734,0,0,0,4,-3,-1,2
8735,0,0,0,0,0,0,1
8736,4,-3,-1,0,4,-3,3
8737,-3,3,-3,-1,0,0,4
8738,0,-3,3,-3,3,-2,5
8739,0,0,0,4,-2,2,2
8740,3,-1,0,-1,0,-1,3
8741,-2,0,-1,4,-3,3,2
8742,3,-1,0,-2,3,0,3
8743,0,0,0,0,0,4,1
8744,-2,0,1,-2,-1,4,1
8745,0,0,0,0,0,0,1
8746,0,4,-3,-1,0,0,4
8747,1,-2,1,2,-2,-1,2
8748,0,4,-3,-1,0,0,4
8749,0,0,0,0,0,0,1
8750,0,0,0,0,0,0,1
8751,-1,1,-1,-1,3,-3,0
8752,0,0,0,4,0,-3,2
8753,0,0,0,0,0,0,1
8754,0,0,0,0,4,-3,0
8755,0,0,0,0,0,0,1
8756,0,0,0,0,0,0,1
8757,0,0,0,0,0,0,1
8758,-3,-1,4,-3,-1,0,5
8759,-1,0,0,4,-3,-1,2
8760,0,4,-3,-1,0,0,4
8761,0,0,0,0,0,0,1
8762,0,0,0,0,0,0,1
8763,-3,-1,0,0,0,0,1
8764,0,0,0,4,-3,3,2
8765,0,0,0,0,0,0,1
8766,-3,3,-1,-2,3,-3,0
8767,0,0,0,0,0,0,1
8768,3,-3,-1,0,4,-3,3
8769,0,0,0,0,0,0,1
8770,0,0,0,0,0,0,1
8771,3,-3,-1,4,-2,1,2
8772,0,0,0,4,-3,-1,2
8773,4,-3,3,-3,-1,0,3
8774,0,0,0,0,0,4,1
8775,-1,0,4,-3,-1,0,5
8776,4,-2,-1,-1,4,-1,3
8777,0,0,0,0,0,0,1
8778,0,0,0,0,0,0,1
8779,0,0,0,0,0,0,1
8780,0,0,0,0,0,0,1
8781,-3,3,-3,-1,0,0,4
8782,0,0,0,0,0,0,1
8783,0,0,0,0,0,4,1
8784,4,-3,-1,0,0,0,3
8785,0,0,0,0,0,0,1
8786,-2,3,-3,-1,4,-3,0
8787,0,4,-3,-1,0,0,4
8788,0,4,-3,3,-2,-1,4
8789,0,0,0,0,0,4,1
8791,-3,0,3,0,-3,3,5
8792,-1,0,0,0,0,0,1
8793,0,0,0,0,0,0,1
8794,0,0,0,0,0,0,1
8795,-3,0,-1,0,0,0,1
8796,0,0,0,-2,0,3,1
8797,0,0,0,0,0,0,1
8798,-1,1,-1,0,-1,-1,1
8799,0,0,0,0,0,0,1
8800,-1,0,0,0,0,0,1
8801,-3,2,0,0,-2,2,4
8802,3,-3,3,-3,-1,0,3
8803,0,-1,1,-1,2,-3,1
8804,0,0,4,-3,-1,0,5
8805,0,0,0,0,0,0,1
8806,4,-3,-1,4,-3,-1,2
8807,0,4,-3,3,-2,1,4
8808,0,0,0,0,0,0,1
8809,-2,-1,-1,0,4,-3,0
8810,-1,0,0,0,0,0,1
8811,4,-3,-1,0,0,0,3
8812,0,0,0,0,0,0,1
8813,0,0,0,4,-3,-1,2
8814,-1,0,0,0,4,-3,0
8815,-3,-1,0,0,0,0,1
8816,-1,0,0,4,-3,-1,2
8817,0,0,0,0,0,0,1
8818,-3,-1,0,0,0,0,1
8819,0,0,0,0,0,0,1
8820,0,0,0,0,0,0,1
8821,-3,-1,0,0,0,0,1
8822,3,-1,-1,0,1,-2,3
8823,0,0,0,0,0,0,1
8824,0,0,0,0,0,0,1
8825,-2,1,-1,1,-1,0,1
8826,0,0,0,0,0,0,1
8827,0,0,0,4,-3,-1,2
8828,-1,4,-3,3,-3,-1,4
8829,0,0,0,0,4,-3,0
8830,3,-3,-1,4,-3,3,2
8831,4,-3,-1,0,0,0,3
8832,0,0,0,0,0,4,1
8833,4,-1,-2,-1,4,-3,3
8834,0,0,0,0,0,0,1
8835,-3,-1,0,0,4,0,0
8836,0,0,0,0,4,-3,0
8837,0,0,0,0,0,0,1
8838,0,0,0,0,0,0,1
8839,0,4,-1,-2,-1,4,4
8840,0,0,0,0,0,0,1
8841,0,0,0,0,0,0,1
8842,0,0,0,4,-3,-1,2
8843,3,-2,-1,3,-3,3,2
8844,-2,1,-2,3,-2,-1,2
8845,0,0,0,0,0,0,1
8846,-3,-1,0,0,0,4,1
8847,-2,3,-3,3,-2,2,4
8849,0,0,4,0,-3,3,5
8850,4,-3,3,-2,-1,3,3
8851,0,0,0,0,0,0,1
8852,0,0,0,0,0,0,1
8853,0,0,0,0,0,0,1
8854,0,4,-3,3,-3,3,4
8855,0,0,0,0,0,0,1
8856,0,4,-3,-1,0,0,4
8857,0,0,0,0,0,0,1
8858,-3,3,0,-1,1,-3,4
8859,-3,-1,0,0,4,-1,0
8860,0,0,0,0,0,0,1
8861,4,-1,-1,2,-3,0,2
8862,0,0,0,0,0,0,1
8863,3,-3,-1,0,0,0,3
8864,0,4,-1,-2,-1,4,4
8865,0,0,0,4,-1,1,2
8866,3,-1,-1,-1,2,-2,3
8867,3,-3,0,3,0,-2,3
8868,-2,3,0,-1,-2,3,4
8869,-1,0,0,4,-3,-1,2
8870,3,-3,-1,4,0,-3,2
8871,0,0,0,0,0,0,1
8872,0,0,0,0,0,0,1
8873,0,0,0,0,0,0,1
8874,-1,0,-1,1,0,0,1
8875,0,0,0,0,0,0,1
8876,0,0,0,0,0,0,1
8877,0,0,0,0,0,0,1
8878,0,0,0,0,0,0,1
8879,0,0,0,0,0,0,1
8880,4,-3,0,-1,0,0,3
8881,-3,3,0,-3,3,0,0
8882,-2,-1,3,-3,3,-2,5
8884,3,-3,3,-3,3,-3,3
8885,0,0,0,0,0,0,1
8886,-3,-1,0,0,0,0,1
8887,0,0,0,0,0,0,1
8888,4,-3,3,-1,-2,-1,3
8889,1,-1,1,-1,-1,-1,1
8890,4,-3,3,-3,0,2,3
8891,0,4,-3,-1,0,0,4
8893,-1,-1,-1,2,-2,-1,2
8894,0,0,4,-1,-2,-1,5
8895,0,0,0,0,0,0,1
8896,0,0,0,0,0,0,1
8897,-3,3,-3,3,-3,-1,4
8898,0,0,0,0,0,0,1
8899,0,0,0,0,0,0,1
8900,0,0,0,0,0,0,1
8901,0,0,0,0,0,0,1
8902,-1,0,0,0,0,0,1
8903,0,0,0,0,0,0,1
8904,-2,1,-1,0,1,-1,1
8905,-3,-1,0,0,0,0,1
8906,0,0,0,0,0,0,1
8907,-1,3,-3,3,-3,-1,4
8908,0,0,0,4,-3,-1,2
8909,-1,3,-3,3,-3,0,4
8910,1,-2,0,3,-1,-2,2
8911,-3,-1,0,0,0,0,1
8912,0,0,0,0,0,4,1
8913,0,0,4,-1,-1,-1,5
8914,-1,0,-2,3,-2,-1,2
8915,0,0,0,0,0,0,1
8916,0,0,0,0,0,0,1
8917,0,0,0,0,0,0,1
8918,4,0,-1,0,-1,0,3
8919,1,0,-2,2,0,0,1
8920,0,0,0,0,0,0,1
8921,0,0,0,0,0,0,1
8922,-1,-1,1,-2,3,-3,0
8923,0,0,0,0,0,0,1
8924,-3,-1,4,-3,-1,4,5
8925,0,0,0,0,0,0,1
8926,0,0,0,0,0,4,1
8927,0,0,0,0,0,4,1
8928,2,-2,-1,3,-3,3,2
8929,-3,3,-2,1,0,1,4
8930,0,0,0,0,0,0,1
8931,0,0,0,0,0,0,1
8932,-3,3,-2,2,-3,2,4
8933,-2,1,-2,1,1,-2,1
8934,0,0,0,0,0,0,1
8935,2,-2,-1,0,3,-3,3
8936,0,0,0,0,0,0,1
8937,4,-3,3,-3,3,-2,3
8938,0,4,-2,-1,3,-3,0
8939,0,0,0,4,-3,-1,2
8940,-1,-2,0,3,-1,-1,2
8941,0,4,-1,-2,-1,0,4
8942,3,-1,0,-2,2,-1,3
8943,4,-3,3,0,-3,3,3
8944,0,0,0,4,-3,-1,2
8945,4,-3,-1,0,0,0,3
8946,0,0,0,0,0,0,1
8947,0,4,-3,3,-3,-1,4
8948,-2,-1,0,3,-3,-1,2
8949,0,0,0,0,0,0,1
8950,-3,3,-1,0,0,0,4
8951,4,0,-3,-1,0,0,3
8952,0,-1,1,0,-2,3,1
8953,3,-3,0,3,-3,3,2
8954,0,0,0,0,0,0,1
8955,-3,3,0,-3,0,3,4
8956,0,0,0,0,0,4,1
8957,1,-1,1,-2,3,-3,0
8958,0,0,0,0,0,0,1
8959,3,-3,3,-2,1,0,3
8960,0,0,0,0,0,0,1
8961,0,0,0,0,0,0,1
8962,0,0,0,4,-1,-2,2
8963,1,-1,0,2,-2,1,2
8964,0,3,-3,-1,4,-3,0
8965,4,-2,0,-1,-1,0,3
8966,-1,-2,-1,0,0,4,1
8967,-1,-2,3,-3,3,-2,5
8968,3,-3,-1,0,0,0,3
8969,0,0,0,0,0,0,1
8970,-3,2,1,-3,-1,4,5
8971,-2,1,1,-3,0,3,5
8972,-1,3,-1,0,-2,3,4
8973,-1,0,0,0,0,0,1
8974,0,4,-3,-1,0,4,4
8975,0,0,0,0,0,0,1
8976,0,0,4,-3,-1,0,5
8977,-2,-1,0,4,-3,3,2
8978,-1,4,-3,3,-3,3,4
8979,0,0,0,0,0,0,1
8980,3,-3,-1,0,0,0,3
8981,0,0,0,0,0,0,1
8982,4,-3,-1,0,0,0,3
8983,0,4,-3,3,-3,3,4
8984,3,-3,3,-1,-2,-1,3
8985,2,1,-2,0,1,0,1
8986,-1,4,-1,-2,3,-1,0
8987,0,0,0,0,0,0,1
8988,4,-3,3,-3,0,3,3
8989,0,0,0,0,0,0,1
8990,0,0,4,-3,0,3,5
8991,0,0,0,0,0,0,1
8992,0,0,0,0,0,0,1
8993,-1,-1,4,-3,3,-3,5
8994,0,4,-3,0,-1,4,4
8995,0,0,0,0,4,-3,0
8996,-3,3,-3,-1,0,4,4
8997,3,-3,2,-2,-1,4,3
8998,-3,0,-1,4,-3,2,2
8999,0,0,0,0,0,0,1
9000,3,-3,3,-2,1,0,3
9001,1,-1,-1,4,-3,2,2
9002,-3,-1,4,-3,3,-3,5
9003,0,0,0,0,0,0,1
9004,0,0,0,0,0,0,1
9005,0,-2,-1,4,-2,0,2
9006,-3,-1,4,-3,-1,0,5
9007,0,0,0,0,0,0,1
9008,-1,0,0,-2,1,2,1
9009,0,-1,4,-3,-1,0,5
9010,-2,-1,0,4,-1,0,2
9011,0,0,0,0,4,-3,0
9012,0,0,0,0,0,0,1
9013,0,0,0,0,0,0,1
9014,4,-3,-1,0,0,0,3
9015,0,0,0,0,0,0,1
9016,-3,-1,0,0,0,0,1
9017,4,-3,3,-3,3,-1,3
9018,0,0,0,0,0,0,1
9019,3,-3,3,-3,1,1,3
9020,0,0,0,0,0,0,1
9021,0,0,0,0,0,4,1
9022,0,4,-3,-1,0,0,4
9023,0,0,0,0,0,0,1
9024,0,0,4,-3,-1,0,5
9025,0,0,0,0,0,0,1
9026,0,0,0,0,0,0,1
9027,-2,-1,0,0,0,4,1
9028,-3,3,-3,3,-3,3,4
9029,4,-3,-1,4,-3,-1,2
9030,-2,-1,-1,0,0,0,1
9031,4,-2,-1,-1,4,-3,3
9032,0,0,0,0,0,0,1
9033,0,0,0,4,-3,-1,2
9035,-3,0,3,-3,3,0,5
9036,0,0,1,0,-1,0,1
9037,0,0,0,0,0,0,1
9038,0,0,4,-3,-1,0,5
9039,-3,3,-3,-1,4,-3,0
9040,0,0,0,0,0,0,1
9041,3,-2,1,-2,3,-2,3
9042,-3,-1,0,0,0,0,1
9043,1,-3,2,1,-1,0,1
9044,0,0,0,0,0,0,1
9045,0,0,0,0,0,0,1
9046,0,0,0,0,0,0,1
9047,0,0,0,0,0,0,1
9048,-3,3,0,-2,-1,-1,4
9049,-1,0,0,-2,-1,4,1
9050,0,0,4,-3,-1,0,5
9051,4,-3,-1,4,-3,-1,2
9052,2,0,-1,-2,3,-3,0
9053,0,0,0,0,0,0,1
9054,-1,4,-2,-1,3,-3,0
9055,0,0,4,-3,-1,0,5
9056,0,4,-3,3,0,-2,4
9058,0,1,-1,-1,3,-3,0
9059,0,0,0,0,4,-3,0
9060,-3,-1,0,0,0,0,1
9061,-2,-1,0,-1,4,-2,0
9062,0,4,-3,3,-3,-1,4
9063,0,0,0,0,0,0,1
9064,0,0,0,0,0,0,1
9065,0,0,0,0,0,0,1
9066,0,0,0,0,0,0,1
9067,0,4,-3,3,-3,3,4
9068,0,4,-3,-1,0,0,4
9069,-3,-1,4,-3,-1,0,5
9070,-1,-2,-1,4,-3,3,2
9071,-1,4,-1,-2,2,-2,0
9072,0,0,0,0,0,0,1
9073,0,0,0,0,0,0,1
9074,0,0,0,0,0,0,1
9075,-1,-2,3,0,-3,3,5
9076,0,0,0,0,0,0,1
9077,-1,-1,-1,2,-2,3,2
9078,0,0,0,0,0,0,1
9079,0,0,0,0,0,0,1
9080,-3,-1,0,0,0,0,1
9081,1,-1,-1,-1,4,-3,0
9082,-1,0,0,4,-3,3,2
9083,-2,3,-3,3,-3,-1,4
9084,0,0,4,-3,-1,0,5
9085,-3,3,-3,-1,0,4,4
9086,-1,-1,-1,3,-2,-1,2
9087,0,0,0,0,0,0,1
9088,2,-2,-1,0,0,0,3
9089,0,0,0,0,0,0,1
9090,-3,3,-1,-1,-1,-1,4
9091,0,0,0,0,0,0,1
9092,-3,-1,4,0,-3,-1,5
9093,0,0,0,0,0,0,1
9094,0,3,-3,3,-3,-1,4
9095,-1,4,-2,-1,0,-1,4
9096,0,0,4,-1,-2,3,5
9097,0,0,0,0,0,0,1
9098,-2,1,-2,-1,4,-3,0
9099,-1,3,-3,3,-3,3,4
9100,0,0,0,0,0,0,1
9101,0,0,0,4,-3,-1,2
9102,0,0,0,0,0,0,1
9103,1,-2,3,-2,-1,-1,5
9104,0,0,0,0,0,0,1
9105,0,0,0,0,0,0,1
9106,0,0,0,0,0,0,1
9107,-1,0,3,-3,2,-2,5
9108,0,0,0,0,0,0,1
9109,0,0,0,0,0,0,1
9110,-3,3,-3,3,-3,-1,4
9111,0,0,0,0,0,0,1
9112,0,0,0,0,0,0,1
9113,4,-3,-1,0,4,-1,3
9114,0,0,0,0,0,0,1
9115,-3,3,-3,3,-3,3,4
9116,-1,0,-2,0,3,-1,0
9117,-2,0,2,-3,2,-1,5
9118,0,0,0,0,0,0,1
9119,4,-3,-1,4,-3,2,2
9120,-3,-1,0,0,0,0,1
9121,2,-2,3,-1,-1,0,5
9122,0,0,4,-2,1,-2,5
9123,0,2,-3,2,0,-1,4
9124,0,0,0,0,0,0,1
9125,0,-1,3,-3,-1,4,5
9126,0,0,0,0,0,0,1
9127,3,-2,1,-1,0,1,3
9128,-1,0,4,-3,3,-3,5
9129,0,0,4,-3,3,-3,5
9130,0,0,0,0,0,0,1
9131,0,0,0,0,0,0,1
9132,0,0,0,0,0,0,1
9133,0,0,0,0,0,0,1
9134,-2,2,0,-3,2,-2,0
9135,0,4,-3,3,-3,3,4
9136,0,4,-3,-1,0,4,4
9137,0,0,0,0,0,0,1
9138,0,0,0,0,0,0,1
9140,-1,4,-3,-1,4,-2,0
9141,0,0,0,0,0,0,1
9142,0,0,4,-3,-1,0,5
9143,0,0,0,0,0,0,1
9144,-1,0,0,0,0,0,1
9145,0,0,0,0,0,0,1
9146,0,0,0,0,0,0,1
9147,0,0,0,0,0,0,1
9148,0,4,-3,-1,0,4,4
9149,-3,-1,0,4,-3,-1,2
9150,-1,0,0,4,0,-3,2
9151,1,-2,1,2,-3,3,2
9152,-3,-1,4,0,-3,3,5
9153,-3,-1,0,0,0,4,1
9154,0,4,-3,-1,0,0,4
9155,0,0,0,0,0,0,1
9156,0,3,-2,-1,-1,4,4
9157,0,4,-2,0,-1,-1,4
9158,3,-2,2,-3,3,-3,3
9159,-1,0,-1,3,-2,-1,2
9160,0,0,0,0,0,0,1
9161,-3,-1,0,0,4,-2,0
9162,0,0,0,0,0,0,1
9163,3,-1,-1,0,1,-2,3
