CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_중가_clust_id
8468,0,-1,0,1,-1,1,4
8469,3,-3,3,-1,-1,0,1
8470,-1,2,-3,2,-2,2,2
8471,4,-2,-1,-1,0,0,1
8472,-1,0,0,0,0,0,4
8473,0,0,4,-3,-1,4,0
8475,-3,3,-2,1,-2,3,2
8476,0,0,0,4,-3,-1,3
8477,0,0,0,0,0,0,4
8478,-1,-1,0,4,-2,-1,3
8479,0,2,-2,2,-2,1,2
8480,1,-2,3,-3,3,-2,0
8481,-1,4,-1,1,-3,-1,2
8482,-2,-1,3,-2,2,-2,0
8483,3,-3,3,-3,3,-1,1
8484,0,0,0,0,0,0,4
8485,-1,-2,3,-1,-2,3,0
8486,-1,-1,4,-1,-2,3,0
8487,-3,-1,4,-2,1,-1,0
8488,-3,3,-3,-1,4,0,5
8489,-2,3,0,-3,3,-3,5
8490,4,-1,-2,-1,0,0,1
8491,-1,3,-3,2,1,-3,2
8492,0,-2,1,-1,1,-1,4
8493,-3,-1,4,-3,0,3,0
8494,0,4,-2,1,1,-3,2
8495,-1,-1,0,0,4,-1,5
8496,-3,-1,4,-3,-1,4,0
8497,1,2,-2,1,-2,3,2
8498,4,-2,-1,-1,0,4,1
8499,2,-3,1,1,0,-2,1
8500,-1,0,-1,-1,0,4,4
8501,4,-3,-1,4,0,-3,3
8502,0,4,-3,-1,0,0,2
8503,0,-1,2,-3,0,3,0
8504,-3,2,-1,2,-3,3,2
8505,4,-3,-1,4,-1,-2,3
8506,0,1,-3,3,-3,1,3
8507,0,0,0,0,0,0,4
8508,-2,-1,3,-3,0,3,0
8509,-2,2,-1,1,-1,1,2
8510,0,-2,3,-2,0,-1,0
8511,-2,3,-2,1,0,0,2
8512,1,0,-2,3,-3,2,3
8513,0,0,4,-1,-2,-1,0
8514,0,-3,0,3,-3,-1,3
8515,-1,1,0,-2,3,-1,5
8516,-2,0,3,-1,-1,0,0
8517,0,-1,3,-3,3,-1,0
8518,1,-2,-1,4,0,-3,3
8519,-2,-1,4,-2,2,-2,0
8520,-3,3,-1,-1,0,1,2
8521,1,0,2,-3,2,-2,0
8522,0,0,4,-2,-1,3,0
8523,-1,2,-1,-1,1,-1,5
8524,3,-3,0,-1,4,-2,1
8525,0,-3,-1,4,-2,0,3
8526,-3,3,-1,0,-2,3,2
8527,0,4,-1,-1,-1,-1,2
8528,0,0,4,-1,-2,3,0
8529,-1,0,0,4,-2,-1,3
8530,0,4,-3,3,-3,-1,2
8531,3,-3,-1,4,-3,-1,3
8532,4,-3,-1,0,4,-3,1
8533,2,-2,3,-2,1,-2,1
8534,0,3,-1,0,-1,0,2
8535,0,2,-1,2,-1,1,2
8536,0,3,-3,3,-3,3,2
8537,2,-2,2,-2,0,1,1
8538,-1,0,4,-3,-1,0,0
8539,1,-1,0,1,-1,-1,4
8540,0,4,-3,3,-3,3,2
8541,3,0,-2,1,-2,3,3
8542,3,-3,2,0,1,-2,1
8543,-1,0,0,0,4,-3,5
8544,0,0,0,0,0,0,4
8545,-1,0,-1,3,-3,3,3
8546,3,-3,3,-1,-1,1,1
8547,-3,-1,4,-3,-1,4,0
8548,-1,2,-3,-1,4,-2,5
8549,-3,-1,4,-3,-1,0,0
8550,0,0,0,4,-3,-1,3
8551,0,-2,-1,0,4,0,5
8552,0,0,0,0,0,0,4
8553,0,0,0,0,0,0,4
8554,1,-1,-2,3,-3,3,3
8555,-3,2,-2,3,-3,3,2
8556,1,1,-2,3,-1,-1,3
8557,-2,3,0,-3,2,-2,5
8558,0,1,-1,2,-3,3,3
8559,4,-3,-1,0,4,-1,1
8560,-1,3,-2,0,0,2,2
8562,-1,-1,-1,3,-3,0,3
8563,-1,-2,3,-3,-1,0,0
8564,-2,3,-1,1,-3,3,2
8565,3,-3,3,-2,1,-1,1
8566,-2,0,2,-3,3,0,0
8567,-2,1,-1,1,-1,-1,4
8568,2,-3,3,-3,3,-3,1
8569,-1,-2,3,-3,-1,4,0
8570,1,0,-1,-1,0,0,4
8571,-3,3,-3,-1,0,4,2
8572,-1,1,-1,0,0,-1,4
8573,-1,2,-1,-2,3,0,5
8574,-3,3,-1,-1,0,2,2
8575,-1,0,-1,1,-1,1,4
8576,-1,3,-1,0,-2,0,2
8577,0,-3,3,0,-1,0,0
8578,0,0,4,-3,-1,4,0
8579,3,-1,1,-3,0,-1,1
8580,0,-1,3,0,-3,2,0
8581,0,-2,0,2,-1,-2,3
8582,0,0,0,0,0,4,4
8583,3,0,-1,-1,-1,2,1
8584,2,-1,0,0,1,-2,1
8585,0,-1,0,1,0,-1,4
8586,-3,1,2,-1,-1,1,0
8587,3,-3,3,-1,-1,1,1
8588,4,-3,3,-1,-2,-1,1
8589,0,-3,1,1,-2,3,3
8590,-2,-1,3,-3,3,0,0
8591,4,-1,-2,2,-2,-1,3
8592,3,-2,-1,-1,4,-3,1
8593,0,4,-3,-1,0,4,2
8594,3,-1,-1,1,-2,3,3
8595,-1,0,0,4,-3,3,3
8596,3,0,-3,3,-2,0,3
8597,0,0,0,0,0,0,4
8598,-1,-1,3,-1,-1,1,0
8599,-3,3,-2,0,1,-1,2
8600,0,0,0,4,-3,0,3
8601,-2,3,-2,0,2,-3,5
8602,0,0,4,-3,-1,4,0
8603,-1,-2,3,-3,3,-1,0
8604,-1,2,-2,3,-2,-1,2
8605,2,1,-3,2,0,0,3
8606,-3,3,0,0,-2,-1,2
8607,0,4,-3,-1,0,0,2
8608,0,0,0,4,-2,2,3
8609,1,-1,1,-1,2,-1,1
8610,0,0,0,0,0,0,4
8611,-3,-1,0,4,-3,-1,3
8612,-2,3,-2,0,2,-3,5
8613,0,0,0,4,-3,-1,3
8614,4,-3,-1,0,4,-3,1
8615,3,-3,-1,4,0,-3,3
8616,-2,3,-2,0,-1,-1,2
8617,0,0,0,4,-3,-1,3
8618,0,3,-1,0,-1,1,2
8619,-3,-1,4,-2,-1,3,0
8620,0,0,0,4,-1,1,3
8621,0,4,-3,-1,4,0,5
8622,0,0,0,0,0,0,4
8623,3,-3,3,-2,1,0,1
8624,-3,0,-1,4,-3,3,3
8625,4,0,-3,2,0,0,3
8626,3,-2,2,-2,-1,3,1
8627,-2,1,0,2,-3,3,3
8628,-3,-1,0,4,-2,1,3
8629,3,-3,-1,4,-3,-1,3
8630,2,-3,2,-2,-1,0,1
8631,-3,3,-3,3,-1,-2,2
8632,-1,0,0,4,-3,3,3
8634,-1,0,0,0,0,4,4
8635,-3,2,-1,1,-2,3,2
8636,1,0,-2,-1,4,-2,5
8637,-1,1,-2,3,-3,0,3
8638,0,3,-3,3,-3,0,2
8639,-1,-1,1,1,-2,0,4
8640,3,-1,-2,3,-1,-1,3
8641,-1,2,-2,-1,4,-1,5
8642,-1,0,0,4,-3,3,3
8643,0,0,-1,-1,2,-1,5
8644,0,-1,-1,2,-1,0,3
8645,0,3,0,-3,2,1,5
8646,-2,3,-3,3,-1,0,2
8647,-3,3,-3,2,0,-1,2
8648,-1,4,-3,-1,0,0,2
8649,0,0,1,0,-1,1,4
8650,4,-2,-1,-1,0,0,1
8651,0,4,-1,-2,-1,4,2
8652,2,-2,-1,3,-3,3,3
8653,3,-1,0,-1,0,1,1
8654,0,0,0,0,0,0,4
8655,0,0,0,4,-3,-1,3
8656,-1,3,-1,-2,3,-3,5
8657,3,0,-2,0,1,-1,1
8658,-1,4,-2,2,-1,-1,2
8659,2,-1,2,-3,2,-2,1
8660,-1,0,0,1,-2,-1,4
8661,0,0,4,-3,-1,0,0
8662,0,-3,-1,0,0,0,4
8663,0,0,0,0,0,0,4
8664,0,-2,-1,3,-3,-1,3
8665,3,-2,0,2,-2,2,3
8666,2,-2,3,-3,-1,4,0
8667,0,0,4,-3,-1,4,0
8668,3,-2,0,1,-2,2,1
8669,-3,-1,0,0,0,0,4
8670,-1,3,-3,3,-3,0,2
8671,1,-2,-1,3,0,-3,3
8672,0,0,0,0,0,0,4
8673,1,2,-1,-1,-1,3,4
8674,0,0,0,0,0,0,4
8675,-1,-2,-1,0,0,4,4
8676,3,-3,3,-3,2,-1,1
8678,-1,-2,3,-2,2,-2,0
8679,-3,3,-3,0,3,0,5
8680,3,-3,-1,0,0,0,1
8681,1,-3,2,-2,3,-3,1
8682,3,0,-3,0,3,0,5
8683,-1,1,0,-2,2,-1,5
8684,0,0,0,4,-1,-2,3
8686,-3,3,-2,0,1,-2,2
8687,0,0,0,0,0,0,4
8688,0,4,-3,3,0,-3,2
8689,-3,-1,0,4,-2,1,3
8690,-1,1,-3,1,1,0,2
8691,-2,-1,-1,4,-2,-1,3
8692,-3,3,-1,-2,2,-2,5
8693,-3,-1,4,-2,1,-2,0
8694,-3,3,-1,-1,0,2,2
8695,1,-1,3,-1,-2,3,0
8696,0,0,0,4,-3,-1,3
8697,-2,3,-2,2,-3,3,2
8698,-1,4,-2,0,0,0,2
8699,0,4,-3,-1,4,-3,5
8700,-1,-1,-1,4,-3,3,3
8701,0,0,0,0,0,0,4
8702,-3,3,-3,-1,0,4,2
8703,3,-2,-1,0,-1,4,1
8704,-2,-1,0,4,-1,0,3
8705,-2,-1,4,0,-3,-1,0
8706,-1,-1,-1,3,-2,-1,3
8707,-1,2,-2,-1,2,-1,5
8708,1,-1,-1,3,-3,1,3
8709,0,0,0,4,-3,-1,3
8710,-1,0,0,0,0,4,4
8711,4,-1,-2,3,-3,-1,3
8712,1,0,0,0,-2,2,4
8713,-3,3,-3,3,0,-2,2
8714,-3,3,-3,0,3,0,5
8715,0,4,0,-3,-1,0,2
8716,1,0,-1,0,1,-1,4
8717,-1,1,0,-2,1,1,4
8718,0,2,-2,0,2,-2,5
8719,0,-1,3,-1,-1,1,0
8720,-3,2,-2,3,-3,2,2
8721,0,4,-2,-1,3,-1,5
8722,0,1,-2,3,-2,0,3
8723,-1,3,-2,1,-1,2,2
8724,-3,3,-3,2,-2,2,2
8725,3,-3,-1,0,0,0,1
8726,3,-2,0,1,-2,2,1
8727,-1,1,-2,3,0,-3,2
8728,3,-1,0,-2,2,1,1
8729,0,-3,3,-1,-1,2,0
8730,-3,3,-3,3,0,-3,2
8731,-1,-2,3,-3,0,-1,0
8732,0,0,0,0,0,0,4
8733,0,0,4,-3,-1,0,0
8734,-1,3,-3,3,-2,0,2
8735,-1,4,-3,-1,0,0,2
8736,-2,2,-1,2,-3,1,2
8737,1,-2,3,-1,-1,0,0
8738,3,-2,1,-1,2,-2,1
8739,-1,-1,0,0,4,-3,5
8740,-2,0,-1,3,-3,3,3
8741,0,1,-3,3,-2,0,3
8742,-1,1,-2,0,3,-3,5
8743,-3,-1,4,0,-1,-2,0
8744,0,-1,-1,2,0,0,4
8745,3,-3,-1,0,0,0,1
8746,0,0,0,0,4,-3,5
8747,3,-3,-1,4,0,-2,3
8748,1,-1,-1,-1,4,-3,5
8749,0,0,0,0,0,0,4
8750,-1,3,-2,0,0,1,2
8751,0,2,-2,0,1,-2,2
8752,-1,2,-2,-1,0,4,2
8753,-1,0,0,4,-3,-1,3
8754,-2,1,0,-1,1,-1,4
8755,-1,0,0,0,0,0,4
8756,0,0,0,0,0,0,4
8757,0,0,0,0,0,0,4
8758,-1,-2,0,3,-1,-2,3
8759,3,-2,-1,2,-1,-1,3
8760,3,-2,0,1,-2,1,1
8761,-3,-1,0,0,0,0,4
8762,0,0,0,0,0,0,4
8763,-3,-1,0,0,4,-1,5
8764,-1,-1,0,1,-2,3,4
8765,0,0,4,-3,3,-3,0
8766,1,-3,1,2,-3,3,3
8767,-1,0,0,0,0,0,4
8768,3,-3,3,-2,2,-3,1
8769,0,3,-3,3,-2,-1,2
8770,0,0,0,0,0,0,4
8771,-2,2,-1,2,-2,0,2
8772,0,3,-2,2,-2,0,2
8773,-2,1,0,-1,1,-1,4
8774,-2,-1,3,-3,3,-2,0
8775,-1,0,0,4,-3,-1,3
8776,-1,0,-1,-1,3,-1,5
8777,0,4,-3,3,-3,-1,2
8778,-1,-2,-1,0,4,-1,5
8779,-1,0,0,0,0,4,4
8780,4,-3,-1,0,0,0,1
8781,0,-2,0,-1,-1,0,4
8782,0,0,0,0,0,0,4
8783,-1,4,-3,0,-1,0,2
8784,-2,0,-1,-1,0,4,4
8785,4,-3,-1,0,4,-3,1
8786,-3,2,-1,1,0,-1,2
8787,0,-3,3,0,-3,0,0
8788,3,-2,1,0,-1,-1,1
8789,-3,3,-2,-1,-1,0,2
8791,3,-2,1,-2,2,-2,1
8792,3,-1,0,-2,0,-1,1
8793,0,0,0,0,0,0,4
8794,-2,1,-2,3,-1,-2,2
8795,-3,0,3,-3,0,-1,0
8796,-3,3,-1,-1,0,1,2
8797,-1,0,0,0,0,4,4
8798,-3,-1,4,-3,3,-3,0
8799,3,-1,-2,3,-1,-2,3
8800,0,-3,3,-3,3,-2,0
8801,0,0,0,4,-3,-1,3
8802,-1,2,0,-1,-1,1,4
8803,-2,3,-2,-1,-1,0,2
8804,-3,1,-1,-1,4,-3,5
8805,-2,-1,-1,0,0,0,4
8806,-1,0,0,0,0,4,4
8807,2,-2,3,0,-2,0,1
8808,3,0,-3,3,-1,-2,3
8809,-1,3,-2,1,-1,1,2
8810,-2,-1,4,-2,-1,3,0
8811,0,0,0,0,4,-3,5
8812,-3,3,-2,-1,0,3,2
8813,1,-2,0,-1,3,-2,1
8814,0,0,0,4,-3,-1,3
8815,-2,3,-2,-1,3,-3,5
8816,3,-1,-2,3,-1,-2,3
8817,-1,2,-2,-1,0,4,2
8818,-2,-1,-1,0,0,0,4
8819,0,0,4,-3,3,-3,0
8820,2,-1,-1,-1,0,0,1
8821,4,-2,-1,3,-3,-1,3
8822,0,-1,0,3,-2,0,3
8823,0,0,0,0,0,0,4
8824,-1,0,0,0,0,0,4
8825,-2,3,0,-2,0,1,2
8826,0,4,-1,-1,-1,-1,2
8827,0,-2,3,-1,-2,3,0
8828,0,4,-2,0,1,-2,2
8829,2,-2,0,1,-1,0,1
8830,1,0,-2,3,-3,0,3
8831,-3,3,-3,1,1,-2,2
8832,-1,0,0,-1,0,1,4
8833,2,-3,3,0,-3,3,1
8834,0,0,0,0,0,0,4
8835,3,0,-3,3,-3,3,3
8836,0,-1,1,-1,2,-2,4
8837,0,0,4,-3,-1,0,0
8838,4,-3,-1,0,0,0,1
8839,-1,0,0,4,-3,-1,3
8840,0,0,0,0,0,0,4
8841,-3,-1,0,0,0,0,4
8842,3,0,-2,-1,0,3,1
8843,1,-2,-1,4,-3,3,3
8844,-1,0,-1,0,-1,3,4
8845,0,0,4,0,0,-3,0
8846,-2,3,-1,-2,3,-2,5
8847,4,-2,-1,3,-1,-1,3
8849,1,1,0,-1,2,-3,5
8850,2,-1,1,1,-3,3,3
8851,0,0,0,0,0,0,4
8852,0,0,0,0,0,0,4
8853,0,0,0,0,0,0,4
8854,-2,2,-1,0,0,-1,2
8855,0,0,0,0,0,0,4
8856,0,-3,3,-2,-1,3,0
8857,-3,-1,4,-2,-1,-1,0
8858,-2,0,1,-2,3,-3,5
8859,-1,-1,-1,3,-3,0,3
8860,-1,0,0,4,-2,-1,3
8861,-1,4,-1,-1,-1,-1,2
8862,0,0,4,-3,-1,0,0
8863,0,2,-3,3,0,-3,2
8864,2,-3,2,0,-1,0,1
8865,-1,4,-3,3,-3,2,2
8866,-3,-1,0,0,4,-3,5
8867,-1,1,-2,3,0,0,2
8868,3,-1,-2,3,-2,0,3
8869,-1,1,-1,1,-2,3,4
8870,3,-3,-1,0,0,4,1
8871,2,-3,1,0,0,2,1
8872,0,-3,-1,4,-3,0,3
8873,4,-3,-1,0,4,-3,1
8874,-1,0,0,-2,2,0,5
8875,0,0,4,0,-3,-1,0
8876,-1,0,0,0,0,0,4
8877,0,4,-3,-1,0,4,2
8878,0,0,0,0,0,0,4
8879,0,0,4,-1,1,-2,0
8880,0,-1,0,1,0,-2,4
8881,-1,3,-2,-1,2,0,5
8882,-2,3,0,-3,0,-1,4
8884,-1,1,-1,1,-1,-1,4
8885,-3,-1,0,0,0,0,4
8886,-2,-1,0,4,-1,-2,3
8887,4,-3,-1,0,4,-2,1
8888,-3,-1,4,-3,-1,0,0
8889,1,-3,3,-2,0,1,0
8890,4,-2,-1,3,-1,-2,3
8891,-2,-1,-1,4,0,-3,3
8893,0,-2,0,-1,4,-1,5
8894,4,-3,0,3,-2,-1,3
8895,0,0,0,0,0,4,4
8896,-1,0,4,-3,-1,0,0
8897,-2,-1,-1,4,0,-3,3
8898,0,0,0,0,4,-3,5
8899,-3,-1,0,0,0,0,4
8900,0,0,0,0,0,0,4
8901,0,0,0,0,0,0,4
8902,-3,-1,4,-3,-1,0,0
8903,-3,-1,0,4,-3,-1,3
8904,-3,3,0,-1,-2,-1,2
8905,-2,-1,3,-1,-1,0,0
8906,4,-3,-1,0,0,0,1
8907,-2,1,0,-1,2,-3,5
8908,1,-1,-1,4,-3,-1,3
8909,3,-3,-1,4,-3,3,3
8910,3,-2,0,2,-2,1,3
8911,0,3,-3,3,-2,-1,2
8912,1,-1,-1,0,0,1,4
8913,0,3,-3,2,-1,2,2
8914,-1,-1,1,-1,1,-2,4
8915,0,0,0,0,0,0,4
8916,-3,2,-1,1,0,-2,2
8917,3,-3,3,-2,0,1,1
8918,0,-3,0,3,-3,3,3
8919,-3,-1,0,0,0,4,4
8920,-1,-1,-1,0,0,0,4
8921,0,0,4,0,-2,1,0
8922,-3,2,0,0,0,-1,4
8923,1,-3,-1,4,-3,-1,3
8924,-1,4,-3,3,-1,0,2
8925,4,-3,-1,4,-3,-1,3
8926,-2,3,-3,3,-2,-1,2
8927,2,-2,3,-3,2,0,1
8928,1,-3,3,-3,2,-1,0
8929,0,4,-3,3,-3,3,2
8930,-3,-1,0,4,-3,3,3
8931,0,0,0,4,-3,-1,3
8932,0,-1,3,-1,0,-2,0
8933,3,-1,-2,-1,4,-2,1
8934,0,3,-2,2,-3,2,2
8935,2,-3,-1,0,0,0,1
8936,-2,-1,3,-3,-1,0,0
8937,-1,0,4,-1,-1,-1,0
8938,-2,-1,3,-1,-1,0,0
8939,0,1,-1,0,0,1,4
8940,-1,1,-1,1,-1,0,4
8941,-1,1,-3,-1,4,-3,5
8942,1,-2,2,-1,2,-3,1
8943,2,-1,1,-1,2,-3,1
8944,0,0,0,0,0,0,4
8945,1,-1,1,-1,1,-1,4
8946,3,-3,3,-3,-1,0,1
8947,-3,3,-3,2,0,-2,2
8948,-2,0,-1,3,-2,0,3
8949,0,-1,-1,4,-3,-1,3
8950,3,-3,3,-3,3,-2,1
8951,0,-1,2,-3,2,-1,0
8952,0,-1,0,-2,3,-1,5
8953,2,0,-3,3,-3,2,3
8954,-3,-1,0,0,4,-3,5
8955,2,-2,0,3,-1,-2,3
8956,3,-1,0,-2,2,-1,1
8957,-3,3,-3,3,-1,-1,2
8958,-3,3,-3,-1,0,0,2
8959,0,-1,3,-1,0,-1,0
8960,-1,-1,4,0,-3,3,0
8961,-1,0,0,0,4,-1,5
8962,4,-3,-1,4,-3,3,3
8963,1,-2,1,-1,1,-1,1
8964,-3,3,-3,2,0,-1,2
8965,1,0,0,-2,1,0,4
8966,0,3,-3,3,-1,-2,2
8967,0,0,3,-3,3,-1,0
8968,-2,-1,-1,0,4,-1,5
8969,0,0,0,0,0,0,4
8970,0,-1,-1,4,-3,-1,3
8971,0,-3,-1,4,-3,3,3
8972,3,-2,0,0,-1,-1,1
8973,-2,1,-1,1,-2,-1,2
8974,-3,3,0,-3,3,-1,5
8975,-2,-1,0,4,-3,-1,3
8976,-3,-1,4,-3,-1,0,0
8977,2,1,-3,3,-2,-1,3
8978,0,0,-1,3,0,-3,3
8979,0,0,0,0,0,0,4
8980,0,0,-1,1,-1,-1,4
8981,3,-2,-1,3,-1,0,3
8982,-3,3,-3,3,-2,-1,2
8983,-2,-1,4,0,-3,-1,0
8984,1,-1,-1,4,-3,-1,3
8985,-1,-1,1,0,-1,-1,4
8986,-2,0,1,-2,3,-1,5
8987,0,4,-3,-1,0,0,2
8988,-1,-2,3,-3,3,-2,0
8989,-3,-1,4,-3,3,-3,0
8990,-1,-1,1,0,-2,2,4
8991,0,4,-1,-2,3,-2,5
8992,-1,-1,0,0,0,0,4
8993,0,0,1,-1,0,1,4
8994,-1,3,-3,2,0,1,2
8995,-3,-1,4,0,-3,3,0
8996,-3,-1,4,0,-2,0,0
8997,-2,3,-3,3,-2,0,2
8998,-2,3,0,-3,3,-1,5
8999,4,-3,-1,0,0,0,1
9000,0,0,-1,0,1,-1,4
9001,3,-2,0,2,-1,-1,3
9002,-1,3,-1,-2,2,-2,5
9003,-3,-1,0,0,0,0,4
9004,-2,3,-3,-1,4,-3,5
9005,-2,-1,3,-2,-1,-1,0
9006,-1,0,0,0,4,-3,5
9007,0,0,4,-3,-1,0,0
9008,-3,3,-1,0,-2,3,2
9009,3,-3,-1,4,-3,-1,3
9010,2,-2,3,-3,-1,4,0
9011,-3,3,-3,3,0,-3,2
9012,4,0,-3,1,1,0,1
9013,0,0,0,0,4,-1,5
9014,-2,3,-1,0,-1,-1,2
9015,-1,4,-3,-1,0,0,2
9016,3,-1,0,-2,2,1,1
9017,-2,0,-1,-1,0,4,4
9018,4,-2,-1,3,-3,1,3
9019,-3,3,-3,0,3,-2,5
9020,-1,0,4,-3,-1,0,0
9021,0,0,0,0,0,0,4
9022,0,0,0,-2,1,-1,4
9023,0,0,0,0,0,0,4
9024,-3,3,-3,-1,0,0,2
9025,0,0,4,-2,0,1,0
9026,0,0,0,0,0,0,4
9027,-2,1,2,-3,0,3,0
9028,0,3,-3,3,-3,0,2
9029,-2,3,-2,2,-2,1,2
9030,1,-1,-1,3,-2,1,3
9031,-2,2,-3,0,0,3,2
9032,4,-1,-2,-1,0,4,1
9033,-1,-1,3,-2,2,-1,0
9035,-2,0,3,-2,-1,2,0
9036,-3,0,3,-1,-2,3,0
9037,4,-1,-2,-1,0,4,1
9038,0,3,0,-3,0,-1,4
9039,-2,3,0,-3,2,0,5
9040,-2,2,-3,3,-3,3,2
9041,3,-1,-2,3,-3,2,3
9042,-3,3,-2,-1,-1,4,2
9043,3,-1,-2,3,-1,-2,3
9044,1,-1,-1,2,-2,3,3
9045,3,-3,3,-3,0,3,1
9046,-3,-1,4,-3,-1,4,0
9047,4,-3,-1,0,0,0,1
9048,0,4,-1,-2,-1,4,2
9049,1,-1,1,-2,3,-2,5
9050,0,0,0,0,0,0,4
9051,3,-2,1,0,-1,0,1
9052,3,-3,3,-3,3,-3,1
9053,-1,0,0,0,0,0,4
9054,-3,3,-3,3,-3,-1,2
9055,-1,4,-2,-1,3,-3,5
9056,2,-2,1,0,-1,0,1
9058,-1,-2,3,-1,-1,1,0
9059,1,-1,0,0,1,1,4
9060,-2,3,-1,-1,0,1,2
9061,1,-1,0,2,-1,-1,3
9062,-1,4,-1,0,-2,3,2
9063,-2,-1,4,-3,3,-3,0
9064,4,-3,-1,0,4,-3,1
9065,0,0,0,0,0,0,4
9066,-1,3,-3,1,-1,3,2
9067,-2,3,-3,3,-2,0,2
9068,2,-2,-1,-1,4,-1,1
9069,0,-3,2,0,0,-1,4
9070,-3,3,-1,1,-3,2,2
9071,3,0,-1,-1,2,-3,1
9072,0,0,0,0,0,4,4
9073,4,-2,-1,3,-3,1,3
9074,3,-3,3,-3,3,-3,1
9075,2,-1,2,-1,-2,1,1
9076,-1,3,-1,-1,1,-1,2
9077,-1,3,-2,-1,0,3,2
9078,0,0,0,0,0,0,4
9079,0,-3,2,-2,-1,0,0
9080,0,0,0,4,-3,-1,3
9081,3,-3,-1,0,0,0,1
9082,-2,3,-1,-1,0,-1,2
9083,1,0,1,0,-1,2,4
9084,0,0,0,0,0,0,4
9085,-1,4,-3,3,-2,0,2
9086,0,4,-3,3,-3,-1,2
9087,3,-1,0,-2,3,-2,1
9088,4,-2,-1,3,-3,2,3
9089,0,0,0,0,0,0,4
9090,-3,1,2,-3,3,-3,5
9091,1,-2,3,-1,-2,3,0
9092,-1,3,-3,3,0,-3,2
9093,0,0,0,0,4,-3,5
9094,1,-2,3,-1,-1,-1,0
9095,-2,3,-3,-1,0,4,2
9096,2,-1,0,2,-1,-2,3
9097,-2,-1,3,-3,3,-3,0
9098,-3,3,0,-3,3,-1,5
9099,0,0,1,0,-2,0,4
9100,-1,0,0,4,-3,-1,3
9101,3,0,-3,-1,4,-2,5
9102,0,0,0,0,0,0,4
9103,-2,3,-3,2,-2,1,2
9104,0,0,0,0,0,0,4
9105,3,-2,0,1,0,-2,1
9106,0,0,0,0,0,0,4
9107,-1,-1,3,-1,-2,3,0
9108,0,4,-3,-1,0,4,2
9109,0,0,-3,3,-3,3,3
9110,-1,1,0,-2,3,-2,5
9111,0,-1,0,1,0,-1,4
9112,-3,3,-3,-1,0,0,2
9113,-2,-1,3,-3,3,-3,0
9114,0,0,0,0,0,0,4
9115,-3,3,-3,2,0,0,2
9116,0,2,-1,-2,3,-3,5
9117,0,4,-3,-1,4,-3,5
9118,0,0,0,0,4,-3,5
9119,-1,3,-3,-1,4,-3,5
9120,-3,-1,4,-2,-1,-1,0
9121,-2,-1,0,4,-2,0,3
9122,-1,1,1,-3,2,-1,5
9123,3,-3,3,-3,3,0,1
9124,0,0,0,0,0,4,4
9125,-1,1,-3,2,-1,2,2
9126,0,0,0,0,4,-3,5
9127,-2,0,1,0,-1,0,4
9128,3,-3,3,-2,1,-2,1
9129,-2,-1,4,-2,0,-1,0
9130,-2,-1,0,4,-1,-2,3
9131,-3,3,-3,-1,0,0,2
9132,-2,-1,0,0,0,4,4
9133,0,0,0,0,0,0,4
9134,-2,-1,3,-1,-1,1,0
9135,3,-2,1,-1,1,-2,1
9136,-1,3,-3,2,-1,-1,2
9137,0,0,4,-3,-1,0,0
9138,-1,4,-3,2,0,0,2
9140,-3,0,-1,4,-1,-2,3
9141,4,-3,-1,0,4,-3,1
9142,1,-1,-1,3,-3,3,3
9143,3,-2,1,-1,0,-1,1
9144,-3,3,-3,3,-3,0,2
9145,0,0,4,-3,3,-3,0
9146,0,4,-3,3,-1,0,2
9147,0,0,0,4,-3,-1,3
9148,-2,3,-2,-1,0,3,2
9149,4,-3,-1,0,0,0,1
9150,3,-3,3,-2,-1,-1,1
9151,0,-1,-1,3,-1,0,3
9152,-1,1,0,-1,0,1,4
9153,0,-3,3,-1,1,-3,0
9154,-1,0,4,-3,3,-1,0
9155,4,-2,-1,-1,4,-3,1
9156,-1,3,-2,2,-1,-2,2
9157,0,4,-3,-1,4,-3,5
9158,3,-2,2,-2,0,-1,1
9159,-3,3,-1,-1,0,-1,2
9160,3,-2,-1,-1,0,0,1
9161,4,-1,-2,3,-1,-1,3
9162,0,0,4,-3,-1,0,0
9163,-1,-2,3,-3,3,0,0
9164,-1,1,-1,-1,1,-2,4
9165,0,0,0,0,0,0,4
9166,3,-1,-1,-1,3,-3,1
9167,0,0,0,4,-3,-1,3
9168,3,-2,1,-1,1,-2,1
9169,0,4,-3,2,-2,0,2
9170,3,-1,-1,0,0,2,1
9171,4,-3,3,-2,1,-2,1
9172,2,0,0,-2,3,-3,5
9173,0,-1,0,2,-2,2,3
9174,-3,3,-3,-1,0,0,2
9175,-1,0,-1,-1,0,2,4
9176,0,0,0,4,-3,3,3
9177,-3,3,-1,-1,1,0,2
9178,0,0,0,4,-1,-1,3
9179,0,1,-2,3,-3,0,3
9180,-1,-1,1,0,0,-1,4
9181,1,-2,1,-1,0,0,1
9182,4,-2,-1,3,-3,-1,3
9183,4,-3,-1,0,0,0,1
9184,-3,-1,0,4,-3,3,3
9185,-1,1,-2,2,-2,2,2
9186,-1,2,-3,1,2,-3,5
