,제휴사,대분류코드,금액 타입,대분류명_y,중분류명,소분류명,UPRICE,QTY,AVG,AVGVS,구매금액_min,구매금액_max,구매금액_mean
2334,B,27,저가,레저취미,동물병원,처방사료,39885,2643,112716,0.4,800,177100,24230.7563
2335,B,27,저가,레저취미,동물병원,호텔,39885,2643,112716,0.4,5000,120000,41923.07692
2336,B,27,저가,레저취미,동물병원,훈련,39885,2643,112716,0.4,3000,90000,29909.09091
2337,B,27,저가,레저취미,수족관용품,곤충,11169,7675,112716,0.1,5000,36000,14414.14141
2338,B,27,저가,레저취미,수족관용품,곤충용품,11169,7675,112716,0.1,3000,65800,9804.285714
2339,B,27,저가,레저취미,수족관용품,관상어,11169,7675,112716,0.1,100,256000,9156.337237
2340,B,27,저가,레저취미,수족관용품,관상어용품,11169,7675,112716,0.1,1000,261800,10757.23907
2341,B,27,저가,레저취미,수족관용품,관상조,11169,7675,112716,0.1,7000,75000,46750
2342,B,27,저가,레저취미,수족관용품,관상조용품,11169,7675,112716,0.1,3000,59000,8450
2343,B,27,저가,레저취미,수족관용품,소동물,11169,7675,112716,0.1,3000,300000,19608.88889
2344,B,27,저가,레저취미,수족관용품,소동물용품,11169,7675,112716,0.1,2000,97300,10837.321
2345,B,27,저가,레저취미,수족관용품,어항세트,11169,7675,112716,0.1,7000,389000,45916.37427
2346,B,27,저가,레저취미,애견용품,빗/이발기,11462,31991,112716,0.1,2900,65000,15076.74107
2347,B,27,저가,레저취미,애견용품,샴푸/탈취제,11462,31991,112716,0.1,2690,40000,10858.54985
2348,B,27,저가,레저취미,애견용품,스마트펫케어,11462,31991,112716,0.1,11900,43000,31133.33333
2349,B,27,저가,레저취미,애견용품,식기/물병,11462,31991,112716,0.1,1000,49000,9904.104046
2350,B,27,저가,레저취미,애견용품,애견간식,11462,31991,112716,0.1,800,286200,6975.428843
2351,B,27,저가,레저취미,애견용품,애견건식사료,11462,31991,112716,0.1,3600,96000,16960.62118
2352,B,27,저가,레저취미,애견용품,애견비식품,11462,31991,112716,0.1,10,800000,22861.34581
2353,B,27,저가,레저취미,애견용품,애견습식사료,11462,31991,112716,0.1,1000,48000,5438.874842
2354,B,27,저가,레저취미,애견용품,애견식품,11462,31991,112716,0.1,110,248800,11087.28897
2355,B,27,저가,레저취미,애견용품,애견잡화,11462,31991,112716,0.1,100,185000,10906.80198
2356,B,27,저가,레저취미,애견용품,온라인 애견용품,11462,31991,112716,0.1,15400,15400,15400
2357,B,27,저가,레저취미,애견용품,의류/줄,11462,31991,112716,0.1,2200,75960,16201.92504
2358,B,27,저가,레저취미,애견용품,이동장,11462,31991,112716,0.1,15000,70000,32511.90476
2359,B,27,저가,레저취미,애견용품,장난감,11462,31991,112716,0.1,700,70000,5809.965338
2360,B,27,저가,레저취미,애견용품,패드,11462,31991,112716,0.1,1000,60000,12324.23016
2361,B,27,저가,레저취미,애견용품,하우스/방석,11462,31991,112716,0.1,5000,105000,26553.20513
2362,B,27,저가,레저취미,애완/동물용품,고양이용품,12155,5550,112716,0.1,900,102940,10274.65378
2363,B,27,저가,레저취미,애완/동물용품,수족관,12155,5550,112716,0.1,900,277000,13107.26533
2364,B,27,저가,레저취미,애완/동물용품,온라인 애완용품,12155,5550,112716,0.1,5000,5000,5000
2365,B,27,저가,레저취미,원예용품,가드닝세트,7036,4756,112716,0.1,200,23200,2893.236515
2366,B,27,저가,레저취미,원예용품,배양토/영양제,7036,4756,112716,0.1,400,41940,5352.383292
2367,B,27,저가,레저취미,원예용품,살수용품,7036,4756,112716,0.1,2000,59900,7953.75
2368,B,27,저가,레저취미,원예용품,생화,7036,4756,112716,0.1,1000,100000,7137.226475
2369,B,27,저가,레저취미,원예용품,시즌원예,7036,4756,112716,0.1,1000,49000,9674.606299
2370,B,27,저가,레저취미,원예용품,원예공구,7036,4756,112716,0.1,700,15000,4878.969072
2371,B,27,저가,레저취미,원예용품,원예소품,7036,4756,112716,0.1,450,60000,6726.382979
2372,B,27,저가,레저취미,원예용품,조화,7036,4756,112716,0.1,60,115750,15142.58065
2373,B,27,저가,레저취미,원예용품,조화/숯,7036,4756,112716,0.1,1000,138000,12050.87649
2374,B,27,저가,레저취미,원예용품,화분,7036,4756,112716,0.1,400,59000,6013.139159
2375,B,27,저가,레저취미,원예용품,화분받침,7036,4756,112716,0.1,400,33800,5267.889447
2376,B,35,저가,레저취미,낚시,낚시대,9297,61,112716,0.1,2600,30000,13411.11111
2377,B,35,저가,레저취미,낚시,낚시잡화,9297,61,112716,0.1,2600,33000,8584.615385
2378,B,35,저가,레저취미,등산,등산배낭,55364,5516,112716,0.5,1400,109000,24297.16981
2379,B,35,저가,레저취미,등산,등산복,55364,5516,112716,0.5,60,1450000,61533.39087
2380,B,35,저가,레저취미,등산,등산소품,55364,5516,112716,0.5,500,500000,23829.91266
2381,B,35,저가,레저취미,등산,등산용품,55364,5516,112716,0.5,200,4000000,46250.17268
2382,B,35,저가,레저취미,등산,등산의류,55364,5516,112716,0.5,1100,489800,21869.26108
2383,B,35,저가,레저취미,등산,등산화,55364,5516,112716,0.5,8000,89000,38433.33333
2384,B,35,저가,레저취미,등산,아웃도어용품,55364,5516,112716,0.5,5000,198000,30319.92188
2385,B,35,저가,레저취미,등산,온라인 등산,55364,5516,112716,0.5,120000,120000,120000
2386,B,71,저가,레저취미,등산,등산배낭,23988,568,112716,0.2,1400,109000,24297.16981
2387,B,71,저가,레저취미,등산,등산복,23988,568,112716,0.2,60,1450000,61533.39087
2388,B,71,저가,레저취미,등산,등산소품,23988,568,112716,0.2,500,500000,23829.91266
2389,B,71,저가,레저취미,등산,등산용품,23988,568,112716,0.2,200,4000000,46250.17268
2390,B,71,저가,레저취미,등산,등산의류,23988,568,112716,0.2,1100,489800,21869.26108
2391,B,71,저가,레저취미,등산,등산화,23988,568,112716,0.2,8000,89000,38433.33333
2392,B,71,저가,레저취미,등산,아웃도어용품,23988,568,112716,0.2,5000,198000,30319.92188
2393,B,71,저가,레저취미,등산,온라인 등산,23988,568,112716,0.2,120000,120000,120000
2394,B,35,저가,레저취미,수영복,남성수영복,27595,2087,112716,0.2,5000,95700,32120
2395,B,35,저가,레저취미,수영복,수영용품,27595,2087,112716,0.2,200,158800,21226.83391
2396,B,35,저가,레저취미,수영복,아동수영복,27595,2087,112716,0.2,4000,141600,40802.34375
2397,B,35,저가,레저취미,수영복,여성수영복,27595,2087,112716,0.2,600,169000,35010.09975
2398,B,35,저가,레저취미,수영복,온라인 수영복,27595,2087,112716,0.2,12000,12000,12000
2399,B,35,저가,레저취미,수영복,헬스복,27595,2087,112716,0.2,500,117000,30567.15328
2400,B,35,저가,레저취미,스키,스키복,18957,232,112716,0.2,15000,229000,49304
2401,B,35,저가,레저취미,스키,스키잡화,18957,232,112716,0.2,1000,120800,15420.89552
2402,B,35,저가,레저취미,스키,스키장비,18957,232,112716,0.2,4800,24800,10966.66667
2403,B,35,저가,레저취미,스포츠웨어,등산웨어,21913,1202,112716,0.2,10000,60000,18129.4964
2404,B,35,저가,레저취미,스포츠웨어,브랜드웨어,21913,1202,112716,0.2,1000,117000,22088.06366
2405,B,35,저가,레저취미,스포츠웨어,트레이닝웨어,21913,1202,112716,0.2,5000,117000,23186.08414
2406,B,35,저가,레저취미,워터스포츠,물놀이용품,31073,2043,112716,0.3,220,79500,8442.230216
2407,B,35,저가,레저취미,워터스포츠,브랜드,31073,2043,112716,0.3,1400,256200,34998.22403
2408,B,35,저가,레저취미,워터스포츠,워터스포츠용품,31073,2043,112716,0.3,1000,89600,9766.896552
2409,B,35,저가,레저취미,워터스포츠,패션수영복,31073,2043,112716,0.3,34800,69000,43828.57143
2410,B,35,저가,레저취미,윈터스포츠,브랜드,20344,632,112716,0.2,10000,800000,39503.79747
2411,B,35,저가,레저취미,윈터스포츠,스키/보드용품,20344,632,112716,0.2,1000,197100,15890.82515
2412,B,35,저가,레저취미,윈터스포츠,스키/보드의류,20344,632,112716,0.2,5000,69000,24395.34884
2413,B,35,저가,레저취미,윈터스포츠,스키/보드장비,20344,632,112716,0.2,599000,599000,599000
2414,B,36,저가,레저취미,구기용품,기타구기용품,17412,3702,112716,0.2,300,240200,12370.85578
2415,B,36,저가,레저취미,구기용품,농구용품,17412,3702,112716,0.2,7000,41000,18842.34615
2416,B,36,저가,레저취미,구기용품,배구용품,17412,3702,112716,0.2,7800,29000,15499.6875
2417,B,36,저가,레저취미,구기용품,야구용품,17412,3702,112716,0.2,400,250000,25357.53521
2418,B,36,저가,레저취미,구기용품,축구용품,17412,3702,112716,0.2,1000,179000,15848.23932
2419,B,36,저가,레저취미,구기용품,탁구용품,17412,3702,112716,0.2,3800,88200,19076.19048
2420,B,36,저가,레저취미,구기용품,테니스/배드민턴,17412,3702,112716,0.2,1900,70000,13968.99676
2421,B,36,저가,레저취미,구기용품,팀유니폼,17412,3702,112716,0.2,1000,15000,5769.230769
2422,B,36,저가,레저취미,라켓스포츠,배드민턴용품,16863,1151,112716,0.1,1000,339000,17841.22542
2423,B,36,저가,레저취미,라켓스포츠,탁구용품,16863,1151,112716,0.1,2200,183800,17419.77876
2424,B,36,저가,레저취미,라켓스포츠,테니스용품,16863,1151,112716,0.1,2800,88800,6520.879121
2425,B,36,저가,레저취미,스포츠ACC,기타스포츠ACC,10922,1521,112716,0.1,100,207000,9657.665615
2426,B,36,저가,레저취미,스포츠ACC,스포츠가방,10922,1521,112716,0.1,24800,78000,49200
2427,B,36,저가,레저취미,스포츠ACC,스포츠모자,10922,1521,112716,0.1,15000,15000,15000
2428,B,36,저가,레저취미,스포츠ACC,스포츠양말,10922,1521,112716,0.1,3000,53400,8946.352941
2429,B,36,저가,레저취미,스포츠ACC,스포츠잡화,10922,1521,112716,0.1,9500,118000,39833.33333
2430,B,36,저가,레저취미,스포츠ACC,스포츠장갑,10922,1521,112716,0.1,4800,65600,18462.06897
2431,B,36,저가,레저취미,스포츠의류,기능성의류,28950,855,112716,0.3,11900,59600,23240
2432,B,36,저가,레저취미,스포츠의류,브랜드,28950,855,112716,0.3,900,139920,28983.69412
2433,B,36,저가,레저취미,헬스용품,기타헬스용품,18094,4304,112716,0.2,3900,240000,36726.66667
2434,B,36,저가,레저취미,헬스용품,보호대용품,18094,4304,112716,0.2,1000,98000,16424.62366
2435,B,36,저가,레저취미,헬스용품,웨이트용품,18094,4304,112716,0.2,1800,104800,19485.34196
2436,B,36,저가,레저취미,헬스용품,측정용품,18094,4304,112716,0.2,4800,45800,20834.3662
2437,B,36,저가,레저취미,헬스용품,투기용품,18094,4304,112716,0.2,6240,59500,13240
2438,B,36,저가,레저취미,헬스용품,피트니스용품,18094,4304,112716,0.2,1000,530000,11772.51716
2439,B,36,저가,레저취미,헬스용품,헬스기구,18094,4304,112716,0.2,9800,1800000,99078.35052
2440,B,36,저가,레저취미,헬스용품,헬스용품,18094,4304,112716,0.2,1800,290000,17403.65416
2441,B,71,저가,레저취미,브랜드,미입점행사,54775,10688,112716,0.5,100,321000,25956.4275
2442,B,71,저가,레저취미,브랜드,브랜드,54775,10688,112716,0.5,10,2580000,66877.14325
2443,B,71,저가,레저취미,브랜드,브랜드기획,54775,10688,112716,0.5,1000,174500,24514.02214
2444,B,71,저가,레저취미,브랜드,온라인브랜드,54775,10688,112716,0.5,35000,139000,87000
2445,B,71,저가,레저취미,캠핑,캠핑소품,23053,1039,112716,0.2,900,159000,16251.79245
2446,B,71,저가,레저취미,캠핑,캠핑취사용품,23053,1039,112716,0.2,2100,79800,24664.16667
2447,B,71,저가,레저취미,캠핑,캠핑텐트류,23053,1039,112716,0.2,2800,138000,33824.34483
2448,B,71,저가,레저취미,캠핑,캠핑퍼니처용품,23053,1039,112716,0.2,200,198000,24029.74806
2449,C,17,저가,레저취미,레저취미,고양이간식,6135,23855,112716,0.1,580,28000,3391.313269
2450,C,17,저가,레저취미,레저취미,고양이모래/배변용품,6135,23855,112716,0.1,3450,14700,8302.043011
2451,C,17,저가,레저취미,레저취미,고양이사료,6135,23855,112716,0.1,3990,21000,6485.270936
2452,C,17,저가,레저취미,레저취미,곤충용품,6135,23855,112716,0.1,1990,12000,4736.666667
2453,C,17,저가,레저취미,레저취미,관상어용품,6135,23855,112716,0.1,2550,20700,7327.241379
2454,C,17,저가,레저취미,레저취미,관상조용품,6135,23855,112716,0.1,3490,10400,6083.076923
2455,C,17,저가,레저취미,레저취미,기타농구용품,6135,23855,112716,0.1,8900,20000,11675
2456,C,17,저가,레저취미,레저취미,기타등산용품,6135,23855,112716,0.1,200,59800,7613.656716
2457,C,17,저가,레저취미,레저취미,기타배드민턴용품,6135,23855,112716,0.1,1620,9900,4613.333333
2458,C,17,저가,레저취미,레저취미,기타야구용품,6135,23855,112716,0.1,450,6500,4053.75
2459,C,17,저가,레저취미,레저취미,기타자동차정비용품,6135,23855,112716,0.1,1950,47000,9702.761905
2460,C,17,저가,레저취미,레저취미,기타축구용품,6135,23855,112716,0.1,6000,42000,19833.33333
2461,C,17,저가,레저취미,레저취미,기타캠핑용품,6135,23855,112716,0.1,650,335300,6607.858184
2462,C,17,저가,레저취미,레저취미,기타탁구용품,6135,23855,112716,0.1,23800,23800,23800
2463,C,17,저가,레저취미,레저취미,기타테니스용품,6135,23855,112716,0.1,1900,2050,2020
2464,C,17,저가,레저취미,레저취미,미니벨로,6135,23855,112716,0.1,1900,276000,137052.9412
2465,C,17,저가,레저취미,레저취미,설치류용품,6135,23855,112716,0.1,1500,4500,3066.428571
2466,C,17,저가,레저취미,레저취미,세차도구,6135,23855,112716,0.1,1000,34900,5572.545455
2467,C,17,저가,레저취미,레저취미,세차수건,6135,23855,112716,0.1,890,11400,4443.018868
2468,C,17,저가,레저취미,레저취미,손난로/핫팩,6135,23855,112716,0.1,290,140530,5539.878706
2469,C,17,저가,레저취미,레저취미,스노우체인,6135,23855,112716,0.1,4410,21800,8025.555556
2470,C,17,저가,레저취미,레저취미,실내액세서리편의용품,6135,23855,112716,0.1,1650,35180,8949.662921
2471,C,17,저가,레저취미,레저취미,실외액세서리편의용품,6135,23855,112716,0.1,1150,11500,3921.764706
2472,C,17,저가,레저취미,레저취미,애견간식,6135,23855,112716,0.1,100,65770,4372.226928
2473,C,17,저가,레저취미,레저취미,애견목욕/위생용품,6135,23855,112716,0.1,2070,39000,13279.61538
2474,C,17,저가,레저취미,레저취미,애견배변용품,6135,23855,112716,0.1,3270,19800,10550.88
2475,C,17,저가,레저취미,레저취미,애견사료,6135,23855,112716,0.1,400,79500,6940.954268
2476,C,17,저가,레저취미,레저취미,애견장난감/훈련,6135,23855,112716,0.1,900,64800,8490.533881
2477,C,17,저가,레저취미,레저취미,오일/첨가제,6135,23855,112716,0.1,22240,22240,22240
2478,C,17,저가,레저취미,레저취미,와이퍼,6135,23855,112716,0.1,5070,111180,20928.03468
2479,C,17,저가,레저취미,레저취미,워셔액,6135,23855,112716,0.1,800,13000,2649.603865
2480,C,17,저가,레저취미,레저취미,원예공구/살수용품,6135,23855,112716,0.1,2995,25600,9133.586957
2481,C,17,저가,레저취미,레저취미,제설용품,6135,23855,112716,0.1,1000,13000,4166.25
2482,C,17,저가,레저취미,레저취미,차량용방향/제취제,6135,23855,112716,0.1,1440,27800,7298.870968
2483,C,17,저가,레저취미,레저취미,차량용충전기,6135,23855,112716,0.1,6600,14500,8218.571429
2484,C,17,저가,레저취미,문화용품,DIY완구,14521,23703,112716,0.1,3890,51800,9861.666667
2485,C,17,저가,레저취미,문화용품,견출지/분류스티커,14521,23703,112716,0.1,900,2700,1238.461538
2486,C,17,저가,레저취미,문화용품,기타물놀이용품,14521,23703,112716,0.1,7200,7200,7200
2487,C,17,저가,레저취미,문화용품,기타일반문구/사무용품,14521,23703,112716,0.1,10,4800000,21295.02348
2488,C,17,저가,레저취미,문화용품,기타파티/팬시용품,14521,23703,112716,0.1,300,109350,6038.465074
2489,C,17,저가,레저취미,문화용품,다이어리,14521,23703,112716,0.1,4900,5950,5110
2490,C,17,저가,레저취미,문화용품,도화지/미술용지,14521,23703,112716,0.1,1000,20000,2201.212121
2491,C,17,저가,레저취미,문화용품,매직/보드마카,14521,23703,112716,0.1,450,10260,2058.333333
2492,C,17,저가,레저취미,문화용품,목욕용장난감,14521,23703,112716,0.1,6000,10000,7375
2493,C,17,저가,레저취미,문화용품,무선조종,14521,23703,112716,0.1,16200,16200,16200
2494,C,17,저가,레저취미,문화용품,물감,14521,23703,112716,0.1,2000,11970,4972.083333
2495,C,17,저가,레저취미,문화용품,물놀이용품,14521,23703,112716,0.1,790,44800,10782.46753
2496,C,17,저가,레저취미,문화용품,미니자동차,14521,23703,112716,0.1,3000,25000,8149.55157
2497,C,17,저가,레저취미,문화용품,미술/창작완구,14521,23703,112716,0.1,7000,36000,14775.55556
2498,C,17,저가,레저취미,문화용품,보드게임,14521,23703,112716,0.1,3490,28000,7619.545455
2499,C,17,저가,레저취미,문화용품,보드류,14521,23703,112716,0.1,1000,5800,3407.5
2500,C,17,저가,레저취미,문화용품,복사용지,14521,23703,112716,0.1,1200,64900,6216.461538
2501,C,17,저가,레저취미,문화용품,볼펜,14521,23703,112716,0.1,500,8100,1711.635514
2502,C,17,저가,레저취미,문화용품,봉투류,14521,23703,112716,0.1,200,2070,690.7692308
2503,C,17,저가,레저취미,문화용품,색연필,14521,23703,112716,0.1,500,9000,3421.410256
2504,C,17,저가,레저취미,문화용품,색종이,14521,23703,112716,0.1,390,7200,2777.131783
2505,C,17,저가,레저취미,문화용품,샤프/샤프심,14521,23703,112716,0.1,600,3960,1367.444444
2506,C,17,저가,레저취미,문화용품,서류정리용품,14521,23703,112716,0.1,2550,2550,2550
2507,C,17,저가,레저취미,문화용품,서식지,14521,23703,112716,0.1,570,7980,3877.317073
2508,C,17,저가,레저취미,문화용품,쇼핑백,14521,23703,112716,0.1,990,9900,2620
2509,C,17,저가,레저취미,문화용품,수정용품,14521,23703,112716,0.1,300,8670,2086.532258
2510,C,17,저가,레저취미,문화용품,수첩메모,14521,23703,112716,0.1,1150,4050,1750
2511,C,17,저가,레저취미,문화용품,스케치북,14521,23703,112716,0.1,540,10800,3857.943262
2512,C,17,저가,레저취미,문화용품,스테이플러,14521,23703,112716,0.1,5850,5850,5850
2513,C,17,저가,레저취미,문화용품,스포츠완구,14521,23703,112716,0.1,800,57600,13235.78947
2514,C,17,저가,레저취미,문화용품,실외놀이완구,14521,23703,112716,0.1,790,88200,8747.751938
2515,C,17,저가,레저취미,문화용품,싸인물/자석/압핀,14521,23703,112716,0.1,990,1200,1163.846154
2516,C,17,저가,레저취미,문화용품,아동서적,14521,23703,112716,0.1,900,22000,7507.846154
2517,C,17,저가,레저취미,문화용품,여아드레스및소품,14521,23703,112716,0.1,9000,39000,22633.33333
2518,C,17,저가,레저취미,문화용품,역할놀이,14521,23703,112716,0.1,7900,39800,16886.36364
2519,C,17,저가,레저취미,문화용품,연필,14521,23703,112716,0.1,190,12000,2010.645161
2520,C,17,저가,레저취미,문화용품,유아서적,14521,23703,112716,0.1,1600,39900,6438.830525
2521,C,17,저가,레저취미,문화용품,음악/악기완구,14521,23703,112716,0.1,10900,22900,16375
2522,C,17,저가,레저취미,문화용품,일반교육완구,14521,23703,112716,0.1,400,1400000,44895.57084
2523,C,17,저가,레저취미,문화용품,일반노트,14521,23703,112716,0.1,390,13000,1914.772727
2524,C,17,저가,레저취미,문화용품,일반서적,14521,23703,112716,0.1,500,45000,6675.174954
2525,C,17,저가,레저취미,문화용품,자/제도용품,14521,23703,112716,0.1,650,1080,880
2526,C,17,저가,레저취미,문화용품,자석놀이,14521,23703,112716,0.1,1200,2400,2263.636364
2527,C,17,저가,레저취미,문화용품,자연/과학완구,14521,23703,112716,0.1,1000,16200,5592.773109
2528,C,17,저가,레저취미,문화용품,전자계산기,14521,23703,112716,0.1,8940,8940,8940
2529,C,17,저가,레저취미,문화용품,조각/만들기용품,14521,23703,112716,0.1,1000,8700,4850
2530,C,17,저가,레저취미,문화용품,집게/클립,14521,23703,112716,0.1,1180,4320,2184.347826
2531,C,17,저가,레저취미,문화용품,채색도구,14521,23703,112716,0.1,2130,10800,4681.034483
2532,C,17,저가,레저취미,문화용품,초등노트,14521,23703,112716,0.1,100,6990,1485.474453
2533,C,17,저가,레저취미,문화용품,카드,14521,23703,112716,0.1,300,26000,1402
2534,C,17,저가,레저취미,문화용품,칼/가위,14521,23703,112716,0.1,590,5400,1392.473118
2535,C,17,저가,레저취미,문화용품,콜렉션인형,14521,23703,112716,0.1,4400,21600,9648
2536,C,17,저가,레저취미,문화용품,테이프,14521,23703,112716,0.1,750,14400,2105.661765
2537,C,17,저가,레저취미,문화용품,파일/바인더,14521,23703,112716,0.1,1980,25000,3806.176471
2538,C,17,저가,레저취미,문화용품,파티장식/소품,14521,23703,112716,0.1,3150,25000,6825
2539,C,17,저가,레저취미,문화용품,패션스티커,14521,23703,112716,0.1,850,21000,2968.587418
2540,C,17,저가,레저취미,문화용품,편지지/편지봉투,14521,23703,112716,0.1,2070,2070,2070
2541,C,17,저가,레저취미,문화용품,포스트잇,14521,23703,112716,0.1,900,12000,1874.571429
2542,C,17,저가,레저취미,문화용품,포장용품,14521,23703,112716,0.1,260,15000,1128.214286
2543,C,17,저가,레저취미,문화용품,풀,14521,23703,112716,0.1,500,7560,1441.764706
2544,C,17,저가,레저취미,문화용품,풍선,14521,23703,112716,0.1,1800,9000,2880.188679
2545,C,17,저가,레저취미,문화용품,피규어,14521,23703,112716,0.1,3000,9000,4384.615385
2546,C,17,저가,레저취미,문화용품,필통,14521,23703,112716,0.1,1890,7980,4255.16129
2547,C,17,저가,레저취미,문화용품,형광펜,14521,23703,112716,0.1,260,5970,1607.894737
2548,C,17,저가,레저취미,문화용품,화투/카드,14521,23703,112716,0.1,990,16120,5443.947368
2549,D,3,저가,레저취미,피트니스,기타건강측정용품,20376,189,112716,0.2,5000,29000,12707.40741
2550,D,3,저가,레저취미,피트니스,기타피트니스기구,20376,189,112716,0.2,4830,74100,24165.86667
2551,D,3,저가,레저취미,피트니스,웨이트기구,20376,189,112716,0.2,4830,47600,19489.1954
2552,A,6,중가,레저취미,스포츠,K2,123855,207568,112716,1.1,3000,3734640,201164.7763
2553,A,6,중가,레저취미,스포츠,K2플라이워크,123855,207568,112716,1.1,147390,174800,161095
2554,A,6,중가,레저취미,스포츠,L/C 아웃도어,123855,207568,112716,1.1,100,37800000,162404.5677
2555,A,6,중가,레저취미,스포츠,가 방,123855,207568,112716,1.1,5000,919600,109873.7815
2556,A,6,중가,레저취미,스포츠,고정행사(레져),123855,207568,112716,1.1,19000,147000,54020.83333
2557,A,6,중가,레저취미,스포츠,고정행사(스포츠),123855,207568,112716,1.1,3800,256000,45800.62917
2558,A,6,중가,레저취미,스포츠,나이키의류,123855,207568,112716,1.1,700,4753000,91737.4405
2559,A,6,중가,레저취미,스포츠,나이키화,123855,207568,112716,1.1,1400,2300000,122250.7744
2560,A,6,중가,레저취미,스포츠,네파,123855,207568,112716,1.1,500,4500000,164983.3284
2561,A,6,중가,레저취미,스포츠,노스페이스,123855,207568,112716,1.1,400,5940000,170715.1575
2562,A,6,중가,레저취미,스포츠,뉴발란스아울렛,123855,207568,112716,1.1,3500,949300,75569.69437
2563,A,6,중가,레저취미,스포츠,단기행사(레져),123855,207568,112716,1.1,11000,159000,85000
2564,A,6,중가,레저취미,스포츠,단기행사(스포츠),123855,207568,112716,1.1,5000,1100000,37590.07435
2565,A,6,중가,레저취미,스포츠,등산화,123855,207568,112716,1.1,2800,4580000,113748.0939
2566,A,6,중가,레저취미,스포츠,디스커버리,123855,207568,112716,1.1,9500,5472000,299801.3322
2567,A,6,중가,레저취미,스포츠,라푸마,123855,207568,112716,1.1,700,3950100,168573.8364
2568,A,6,중가,레저취미,스포츠,레드페이스,123855,207568,112716,1.1,20000,210000,65865.38462
2569,A,6,중가,레저취미,스포츠,레저스포츠 단독매입,123855,207568,112716,1.1,12000,231800,94028.57143
2570,A,6,중가,레저취미,스포츠,루이까스텔,123855,207568,112716,1.1,1200,535200,125835
2571,A,6,중가,레저취미,스포츠,마모트,123855,207568,112716,1.1,1000,630000,130584.4749
2572,A,6,중가,레저취미,스포츠,마모트카페(Rodge201),123855,207568,112716,1.1,2000,2500,2166.666667
2573,A,6,중가,레저취미,스포츠,마운티아,123855,207568,112716,1.1,58000,73000,65500
2574,A,6,중가,레저취미,스포츠,마운틴하드웨어,123855,207568,112716,1.1,75200,343000,209100
2575,A,6,중가,레저취미,스포츠,머렐,123855,207568,112716,1.1,5600,25000020,220352.039
2576,A,6,중가,레저취미,스포츠,메아리,123855,207568,112716,1.1,30000,119200,55028.57143
2577,A,6,중가,레저취미,스포츠,몬츄라,123855,207568,112716,1.1,31590,1373000,419523.5593
2578,A,6,중가,레저취미,스포츠,몽벨,123855,207568,112716,1.1,6000,645000,175136.5385
2579,A,6,중가,레저취미,스포츠,밀레,123855,207568,112716,1.1,7600,1200000,162565.2493
2580,A,6,중가,레저취미,스포츠,바이클로,123855,207568,112716,1.1,180600,180600,180600
2581,A,6,중가,레저취미,스포츠,배드민턴스퀘어,123855,207568,112716,1.1,7200,290700,56875
2582,A,6,중가,레저취미,스포츠,백팩편집,123855,207568,112716,1.1,25600,104600,69026.66667
2583,A,6,중가,레저취미,스포츠,볼레,123855,207568,112716,1.1,128250,247500,187875
2584,A,6,중가,레저취미,스포츠,블랙야크,123855,207568,112716,1.1,4200,2018100,211642.9733
2585,A,6,중가,레저취미,스포츠,빈폴아웃도어,123855,207568,112716,1.1,11800,10320800,289304.3841
2586,A,6,중가,레저취미,스포츠,살로몬,123855,207568,112716,1.1,76000,313000,158750
2587,A,6,중가,레저취미,스포츠,선글라스,123855,207568,112716,1.1,2000,993700,260501.5556
2588,A,6,중가,레저취미,스포츠,센터폴,123855,207568,112716,1.1,4500,525350,130899.1139
2589,A,6,중가,레저취미,스포츠,수영복,123855,207568,112716,1.1,100,5109160,77112.55848
2590,A,6,중가,레저취미,스포츠,슈나이더,123855,207568,112716,1.1,43200,331000,148616.9231
2591,A,6,중가,레저취미,스포츠,슈즈플러스,123855,207568,112716,1.1,9500,192000,41232.57576
2592,A,6,중가,레저취미,스포츠,스노우피크,123855,207568,112716,1.1,121600,251000,186300
2593,A,6,중가,레저취미,스포츠,스키,123855,207568,112716,1.1,4400,2572400,91593.79492
2594,A,6,중가,레저취미,스포츠,스포츠용품,123855,207568,112716,1.1,7000,854100,86924.5977
2595,A,6,중가,레저취미,스포츠,스포츠의류,123855,207568,112716,1.1,200,42065280,119426.0757
2596,A,6,중가,레저취미,스포츠,스포츠화,123855,207568,112716,1.1,100,12000000,87778.63519
2597,A,6,중가,레저취미,스포츠,시에라,123855,207568,112716,1.1,17000,53050,33575
2598,A,6,중가,레저취미,스포츠,시즌수영복,123855,207568,112716,1.1,324000,324000,324000
2599,A,6,중가,레저취미,스포츠,아디다스의류,123855,207568,112716,1.1,200,2714000,90253.13621
2600,A,6,중가,레저취미,스포츠,아디다스화,123855,207568,112716,1.1,5500,4067300,101905.1906
2601,A,6,중가,레저취미,스포츠,아울렛 제일모직,123855,207568,112716,1.1,5000,632000,185905.4545
2602,A,6,중가,레저취미,스포츠,아웃도아,123855,207568,112716,1.1,1000,1661150,82512.02765
2603,A,6,중가,레저취미,스포츠,아이더,123855,207568,112716,1.1,6000,1021440,167940.6709
2604,A,6,중가,레저취미,스포츠,아크테릭스,123855,207568,112716,1.1,15000,1735650,423582.2989
2605,A,6,중가,레저취미,스포츠,에이글,123855,207568,112716,1.1,9000,749000,121575.2273
2606,A,6,중가,레저취미,스포츠,에코로바,123855,207568,112716,1.1,13000,13000,13000
2607,A,6,중가,레저취미,스포츠,영플라자(신발),123855,207568,112716,1.1,37000,82840,66210
