CUSTNO,Moneytary_가구인테리어/잡화_고가_증감여부,Moneytary_가구인테리어/잡화_저가_증감여부,Moneytary_가구인테리어/잡화_중가_증감여부,Moneytary_가전/레저취미/멀티샵_고가_증감여부,Moneytary_가전/레저취미/멀티샵_저가_증감여부,Moneytary_가전/레저취미/멀티샵_중가_증감여부,Moneytary_교육문화/아동_고가_증감여부,Moneytary_교육문화/아동_저가_증감여부,Moneytary_교육문화/아동_중가_증감여부,Moneytary_식품/생활_고가_증감여부,Moneytary_식품/생활_저가_증감여부,Moneytary_식품/생활_중가_증감여부,Moneytary_의류/이미용_고가_증감여부,Moneytary_의류/이미용_저가_증감여부,Moneytary_의류/이미용_중가_증감여부,Moneytary_침구/주방_고가_증감여부,Moneytary_침구/주방_저가_증감여부,Moneytary_침구/주방_중가_증감여부
10756,1,4,0,4,0,3,0,0,1,2,1,3,0,0,0,1,0,0
10757,0,0,4,0,4,4,0,0,0,4,3,2,0,2,0,0,3,0
10758,0,4,0,1,1,3,4,2,1,1,1,1,2,1,0,0,1,0
10759,0,2,0,0,3,0,4,4,1,1,2,3,0,1,2,0,4,0
10760,0,4,1,0,3,3,0,4,0,2,2,3,3,4,2,0,3,0
10761,0,2,0,0,4,0,0,3,1,2,3,2,0,2,4,0,1,1
10762,0,4,0,0,3,4,0,0,1,3,3,3,0,4,0,0,1,0
10763,0,2,0,0,0,4,0,4,0,2,1,1,4,4,0,0,4,4
10764,1,4,4,0,2,4,3,3,2,2,2,2,2,2,1,4,1,0
10765,0,1,4,0,1,1,0,2,1,2,2,3,0,1,1,0,3,1
10766,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,0
10767,0,4,4,0,0,4,0,0,1,1,4,4,0,0,0,0,0,0
10768,0,2,1,0,2,0,0,4,0,4,4,3,1,4,1,0,4,0
10769,0,3,0,0,2,0,0,0,1,3,4,2,4,2,4,0,2,0
10770,0,3,4,4,1,1,0,1,0,2,4,4,0,2,4,0,4,1
10771,0,1,4,0,3,0,0,1,0,4,3,4,0,4,1,0,2,0
10772,0,1,0,0,0,0,0,1,1,3,3,2,0,1,1,0,4,0
10773,2,3,1,2,0,3,0,0,0,1,1,1,3,4,2,2,0,1
10774,4,4,4,0,4,2,0,0,1,1,4,2,3,4,4,2,0,1
10775,0,1,0,0,1,0,0,0,0,3,4,3,0,1,0,0,3,0
10776,2,3,4,0,0,2,4,3,4,4,1,3,4,3,4,4,3,3
10777,0,1,4,0,0,1,4,1,1,3,4,2,2,3,4,4,1,0
10778,0,2,0,0,1,1,0,0,0,2,2,2,0,1,0,0,4,0
10779,1,3,0,4,0,2,0,0,1,4,2,2,4,2,4,2,1,3
10780,0,3,0,0,3,1,0,1,0,2,1,3,1,2,1,0,1,0
10781,3,3,3,4,4,2,2,4,3,4,1,4,3,4,3,4,3,0
10782,0,1,0,0,0,0,0,0,0,4,3,2,4,0,0,0,0,0
10783,0,1,0,0,1,1,0,4,0,2,2,4,0,2,1,0,1,0
10784,0,4,0,0,4,0,0,2,4,1,3,4,0,2,0,0,4,0
10785,0,1,0,0,0,0,0,4,0,1,4,4,0,3,1,0,4,0
10786,1,2,4,4,0,4,0,0,2,3,4,2,4,4,1,4,4,4
10787,0,3,1,0,0,4,2,2,4,3,4,3,0,2,1,0,2,0
10788,0,4,0,0,3,4,0,2,2,3,1,2,0,3,2,0,2,0
10789,0,4,0,0,1,0,0,1,1,1,3,3,1,3,4,0,2,0
10790,0,4,0,0,3,4,0,0,4,3,2,1,4,3,3,0,3,0
10791,4,2,4,0,0,1,0,0,0,4,0,2,1,0,2,0,0,2
10792,0,1,4,0,0,2,0,0,4,1,0,1,3,3,3,0,0,1
10793,0,3,0,0,1,4,0,1,4,4,3,3,0,2,1,0,4,0
10794,1,3,0,4,0,3,0,0,3,3,3,2,3,1,4,3,4,4
10795,0,1,4,0,0,0,0,1,1,1,2,2,0,2,1,1,4,0
10796,0,4,0,0,0,0,0,4,0,3,1,2,0,2,1,0,1,0
10797,0,1,0,0,0,4,0,1,0,3,3,3,0,3,1,0,2,0
10798,0,4,0,0,1,0,0,0,0,2,1,2,0,3,1,0,1,1
10799,2,2,1,0,0,4,0,3,4,2,1,1,4,1,4,4,1,0
10800,0,3,0,0,1,1,0,3,2,3,4,3,0,1,0,0,2,0
10801,0,4,0,0,4,0,0,0,1,2,2,2,0,0,4,0,3,0
10802,0,2,0,0,4,1,0,1,2,3,3,3,4,2,4,0,2,0
10803,4,1,4,4,0,4,0,0,3,4,1,4,4,1,4,4,4,0
10804,0,2,0,0,4,0,0,4,4,2,3,4,0,4,0,0,4,0
10805,0,4,0,0,0,0,2,1,3,1,1,1,0,0,0,0,3,0
10806,0,1,4,0,2,0,0,0,0,1,3,2,0,3,1,0,4,4
10807,0,2,0,0,4,4,3,2,3,4,3,3,0,2,4,0,2,2
10808,1,2,1,0,0,0,0,4,0,2,2,2,4,2,4,4,4,0
10809,0,2,0,0,4,4,0,1,1,1,2,2,0,1,4,1,4,0
10810,1,1,1,0,0,0,0,4,3,1,1,2,1,1,2,4,2,0
10811,4,3,4,0,2,3,0,0,4,4,3,4,1,0,3,0,0,0
10812,0,2,4,0,2,4,0,0,1,4,3,3,0,4,4,0,4,0
10813,0,1,0,0,2,1,0,1,4,2,2,2,0,1,0,0,3,0
10814,0,2,0,0,2,0,0,4,0,3,2,3,0,4,0,0,2,0
10815,3,1,4,0,0,1,0,0,0,2,1,3,2,0,4,1,1,4
10816,0,0,0,0,1,0,0,1,0,2,1,3,0,3,1,0,2,0
10817,0,1,0,0,1,0,0,4,0,3,3,3,4,3,1,0,3,4
10818,0,1,4,0,4,4,0,0,0,4,2,2,0,2,1,0,1,1
10819,0,2,0,1,1,3,0,3,1,3,4,3,0,3,1,0,1,4
10820,0,0,0,0,3,0,0,0,0,4,3,3,0,2,4,0,1,0
10821,0,1,0,0,1,4,0,0,0,2,2,3,0,1,1,0,0,0
10822,0,2,1,0,4,0,0,4,0,2,3,3,1,3,1,0,2,0
10823,0,4,0,0,1,3,3,3,4,2,4,4,0,2,4,0,1,0
10824,0,4,0,0,4,0,0,1,0,1,3,4,0,3,0,0,3,0
10825,0,2,0,0,4,0,0,0,4,4,3,2,0,1,4,0,4,0
10826,0,1,0,0,0,0,0,4,0,2,4,3,0,3,1,0,4,0
10827,0,1,0,0,2,0,0,0,0,1,4,1,0,1,1,0,3,0
10828,0,4,1,0,4,3,0,1,1,4,1,1,0,4,4,0,3,0
10829,0,1,0,0,0,0,0,0,0,3,4,3,0,0,0,0,1,0
10830,0,2,0,0,0,0,0,0,0,2,1,2,3,2,1,3,1,0
10831,0,0,0,0,1,1,0,0,0,1,3,3,0,2,1,0,4,0
10832,0,2,4,4,1,1,0,1,2,2,3,3,0,3,3,0,3,0
10833,3,4,4,0,4,0,0,1,2,2,1,1,4,1,3,4,1,0
10834,0,1,0,0,3,0,0,0,0,1,1,1,0,1,0,0,1,4
10835,0,2,1,0,0,1,0,0,0,2,4,4,0,1,1,0,0,0
10836,0,3,0,0,3,0,0,0,0,2,2,1,0,2,0,0,4,0
10837,1,2,1,4,0,4,0,0,0,3,0,1,3,0,2,3,0,4
10838,0,2,0,0,0,4,0,0,0,4,3,3,1,0,2,0,0,3
10839,0,3,1,1,2,0,3,2,4,3,2,3,0,2,1,0,4,0
10840,2,4,1,4,3,4,0,2,0,4,3,2,3,3,2,4,4,3
10841,0,3,0,0,4,3,0,2,1,2,1,2,1,2,1,0,3,0
10842,0,3,0,0,4,4,0,2,1,2,2,3,0,3,4,0,3,0
10843,0,4,0,1,1,4,0,0,1,1,3,2,1,1,3,0,1,0
10844,0,2,4,0,0,0,0,0,0,3,1,1,0,1,1,0,1,0
10845,4,1,4,4,1,1,0,0,0,1,1,1,1,2,3,2,1,0
10846,4,2,4,0,0,2,0,0,3,3,0,3,4,0,3,0,0,0
10847,3,1,2,0,0,2,0,0,2,2,1,3,4,1,3,4,1,4
10848,0,4,1,0,4,4,4,3,1,2,4,2,0,3,0,0,2,0
10849,0,3,0,0,0,0,0,0,0,4,2,2,0,1,1,0,2,4
10850,0,2,0,0,3,1,1,1,1,4,1,1,1,1,4,0,2,3
10851,0,4,1,0,2,4,4,1,4,3,2,3,1,2,1,4,2,0
10852,0,4,4,0,4,4,0,4,0,3,2,2,2,1,1,0,1,0
10853,0,4,4,0,2,4,0,4,0,1,2,3,0,2,3,0,2,0
10854,0,4,0,0,3,4,0,0,0,3,3,1,0,1,4,0,3,0
10855,0,1,0,0,4,0,0,0,0,1,4,3,0,1,1,0,4,0
10856,0,3,3,4,3,2,0,0,1,4,4,4,4,4,2,3,3,4
10857,0,3,4,4,0,0,0,0,0,4,1,4,1,0,3,0,0,0
10858,0,4,4,0,4,0,0,0,0,3,3,3,0,4,0,0,1,0
10861,4,3,4,2,4,2,0,4,4,1,2,3,3,1,3,4,3,0
10862,0,1,2,0,4,4,0,2,4,3,4,2,0,4,0,0,4,1
10863,0,4,0,0,4,0,0,1,4,3,1,2,0,2,1,0,2,0
10864,0,3,0,0,4,0,0,0,0,3,3,3,0,4,4,0,2,0
10865,0,4,4,0,0,1,0,0,0,3,4,2,2,0,4,0,0,1
10866,4,3,1,0,1,4,0,0,0,2,2,3,3,1,4,0,1,4
10867,4,4,4,0,4,4,0,0,4,2,0,4,1,0,4,0,4,0
10868,2,3,4,0,4,4,0,1,0,2,4,4,1,4,4,4,3,0
10869,1,1,1,0,1,0,0,0,0,1,2,1,0,1,4,0,2,0
10870,1,1,0,0,4,1,1,4,4,2,1,3,4,1,4,4,4,0
10871,0,1,4,0,1,4,4,2,4,1,3,3,0,2,0,0,1,0
10872,1,2,0,0,0,3,0,1,3,3,3,3,4,3,2,4,4,0
10873,0,1,4,0,1,0,0,3,2,4,4,4,0,2,0,0,1,0
10874,0,3,0,0,2,0,0,0,0,3,2,3,0,1,0,0,2,0
10875,0,3,4,0,1,0,0,0,0,3,4,3,0,0,4,0,3,0
10876,0,4,0,0,3,0,0,4,4,4,4,4,0,4,4,0,2,0
10877,0,2,1,0,1,0,0,0,0,3,3,3,1,4,4,0,4,0
10878,0,4,0,0,0,0,0,0,0,3,1,3,0,4,0,0,4,0
10879,0,1,0,0,1,0,0,2,4,1,4,4,0,3,0,0,4,0
10880,0,2,0,4,1,2,0,0,0,3,3,2,3,3,1,0,4,0
10881,0,4,0,0,0,0,0,0,0,2,0,2,1,0,4,0,0,3
10882,0,4,0,0,2,0,0,0,1,3,4,4,0,4,1,0,4,0
10883,4,4,4,0,0,2,0,0,0,1,4,2,1,4,1,0,0,0
10884,1,3,0,0,0,4,1,0,0,4,0,3,2,0,4,4,0,0
10885,0,0,0,0,1,4,1,0,4,4,4,4,0,4,4,0,4,0
10886,0,1,1,0,0,2,0,1,3,4,1,3,1,0,1,3,1,4
10887,0,4,0,0,3,1,4,3,2,2,4,3,0,2,0,0,4,0
10888,0,4,4,0,0,1,0,0,0,3,0,4,4,0,1,2,0,2
10889,0,4,0,0,1,4,0,1,1,3,3,3,0,2,1,0,3,0
10890,4,4,3,4,0,4,0,0,2,1,1,1,1,4,4,4,1,3
10891,0,1,0,0,4,0,0,1,0,2,2,2,0,1,1,0,1,0
10892,1,1,2,0,4,2,0,1,4,1,3,2,1,1,2,3,4,4
10893,0,3,0,0,4,0,0,0,0,2,1,1,0,2,4,0,1,0
10894,0,2,0,0,3,3,0,3,0,0,1,1,0,3,2,0,2,4
10895,4,1,2,3,3,2,1,4,1,4,3,3,2,4,3,1,1,3
10896,0,2,2,0,0,3,0,0,1,2,2,2,1,4,3,0,4,0
10897,0,2,1,0,2,3,3,2,4,3,3,3,0,3,4,0,2,0
10898,0,1,0,0,4,0,0,0,0,1,4,4,0,1,0,0,0,0
10899,0,2,2,0,0,4,0,0,4,2,1,2,1,0,2,0,0,1
10901,0,3,4,0,1,0,0,0,0,4,3,3,0,1,4,0,0,0
10902,0,0,0,0,4,0,0,0,0,4,4,3,0,4,0,0,2,0
10903,0,1,2,0,0,1,0,0,0,3,2,2,3,2,1,0,2,2
10904,2,2,0,0,0,2,0,0,1,4,4,3,3,4,1,0,0,0
10905,4,4,4,0,0,4,0,0,0,4,4,4,4,4,4,0,4,0
10906,0,3,4,0,4,0,0,4,1,2,4,4,4,4,1,0,4,4
10907,0,3,3,1,1,2,0,3,1,4,2,4,0,4,0,0,3,0
10908,0,2,4,0,4,1,2,3,3,3,1,2,0,3,1,0,2,0
10909,0,3,0,0,4,1,1,1,1,3,1,2,0,3,4,0,3,0
10910,1,4,3,0,0,3,0,0,1,0,0,3,3,0,3,1,0,2
10911,0,4,0,0,0,0,0,4,0,2,2,3,2,3,4,0,4,0
10912,0,3,2,0,1,0,0,2,4,2,1,2,0,1,1,1,1,4
10913,0,2,2,0,1,4,0,1,0,2,3,2,2,2,1,1,3,0
10914,0,1,0,0,3,0,0,0,0,2,1,3,1,4,1,0,2,0
10915,0,1,0,0,3,0,0,1,0,4,4,2,0,1,3,0,1,0
10916,0,4,0,0,4,1,0,4,0,3,3,1,0,0,0,0,1,0
10917,2,2,1,3,0,2,0,0,0,3,0,4,1,0,3,1,0,3
10918,0,3,0,0,2,0,0,0,0,3,2,2,0,0,0,0,4,0
10919,0,3,0,0,1,0,0,0,0,1,1,1,0,4,0,0,4,4
10920,0,4,0,0,0,2,0,0,2,3,0,1,4,0,2,0,0,0
10921,4,3,2,1,0,3,0,0,1,1,4,3,3,0,4,0,0,0
10922,0,1,0,0,1,3,0,2,0,3,1,2,0,2,4,0,2,0
10923,0,4,4,0,0,4,0,4,1,3,3,4,0,1,2,0,2,0
10924,2,4,0,4,0,3,0,0,3,3,0,3,3,0,4,1,0,3
10925,4,4,0,0,2,3,0,1,0,3,4,3,0,2,1,0,4,0
10926,2,4,4,0,4,3,0,4,3,1,4,3,1,3,3,0,4,2
10927,0,2,2,0,0,2,0,4,2,3,4,2,2,0,2,0,0,0
10928,0,4,0,0,4,0,1,2,4,3,2,3,0,2,4,0,3,0
10929,0,3,4,0,0,0,0,0,0,1,4,2,3,3,4,0,0,0
10930,0,2,0,0,1,0,0,2,0,3,1,4,0,2,4,0,3,0
10931,0,1,1,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0
10932,0,1,0,0,0,0,0,0,0,1,4,4,0,0,1,0,4,0
10933,0,3,2,0,2,4,0,0,0,2,2,3,1,2,4,0,4,0
10934,0,4,0,0,4,1,1,4,4,2,3,3,1,3,1,0,2,4
10935,0,4,0,0,1,0,1,1,1,4,2,1,0,2,0,0,3,0
10936,2,3,4,0,0,1,0,0,0,1,4,3,4,0,3,4,0,0
10937,0,4,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0
10938,0,2,0,0,1,4,4,4,4,3,2,2,1,1,1,0,4,0
10939,0,3,1,0,4,0,0,0,0,3,3,2,0,1,4,0,1,0
10940,0,1,0,0,1,1,4,4,4,2,3,2,1,3,3,0,3,4
10941,0,4,0,0,3,4,0,0,1,4,3,3,0,3,1,0,3,0
10942,4,1,1,0,0,4,0,0,4,2,0,1,3,0,1,3,0,0
10943,0,3,0,0,1,0,0,2,1,3,3,3,0,1,1,0,2,0
10944,0,4,0,0,4,0,0,0,0,3,4,3,0,4,0,0,0,0
10945,1,3,1,2,2,2,3,3,3,3,1,3,2,4,4,4,2,4
10946,0,0,0,0,0,1,0,4,0,3,2,2,0,4,0,0,1,0
10947,0,2,0,0,3,0,0,4,0,3,4,4,0,2,0,0,4,0
10948,0,3,3,0,0,2,4,0,3,3,4,4,4,4,4,3,4,4
10949,0,2,0,0,2,2,0,1,3,3,2,3,0,2,1,0,2,0
10950,0,4,1,0,1,0,0,0,0,4,4,3,4,1,2,3,1,3
10951,0,4,0,0,4,0,0,4,0,2,4,4,0,4,4,0,4,0
10952,0,3,0,0,3,0,0,0,0,3,4,3,0,3,0,0,4,0
10953,0,4,4,0,4,0,4,1,0,2,1,2,0,1,1,0,1,0
10954,0,3,4,0,1,4,0,2,2,1,2,3,0,4,4,4,1,0
10955,1,1,4,0,0,3,0,0,4,4,2,4,4,1,4,2,0,1
10956,0,4,0,0,3,0,0,0,0,3,4,4,0,4,0,0,1,0
10957,2,4,2,1,0,1,0,0,3,3,0,4,4,0,4,4,0,1
10958,0,4,0,0,0,0,0,0,0,2,2,2,0,4,0,0,1,0
10959,1,3,0,0,0,1,0,0,0,4,1,3,4,1,4,0,0,0
10960,0,4,0,0,0,4,0,4,0,4,4,4,1,4,4,0,4,4
10961,0,1,0,0,1,2,0,0,1,4,2,2,0,1,4,0,2,1
10962,0,4,0,0,1,0,0,3,0,3,1,2,1,2,0,0,2,0
10963,0,3,4,0,1,0,2,2,2,3,3,4,0,3,4,0,4,0
10964,0,2,0,0,0,0,0,2,0,4,1,3,0,3,4,0,1,1
10965,0,1,4,0,0,2,0,0,0,1,4,4,1,0,4,3,0,4
10966,1,4,1,1,0,4,0,0,1,4,3,1,1,1,1,1,1,4
10967,4,1,0,0,0,4,0,1,0,3,1,3,0,4,0,4,2,3
10968,4,2,3,0,0,2,0,1,4,4,4,4,0,0,3,0,0,4
10969,0,3,0,0,4,1,0,0,1,1,4,3,0,1,1,0,1,0
10970,0,4,2,0,0,2,0,1,0,1,4,4,3,0,4,2,4,1
10971,3,4,1,1,0,1,0,0,0,1,3,2,3,1,2,1,0,0
10972,0,2,4,0,4,4,3,2,3,2,2,2,1,3,4,0,3,4
10973,0,4,0,0,0,0,0,0,0,3,1,2,0,4,0,0,4,0
10974,4,1,1,0,0,4,0,4,2,3,2,2,4,1,4,0,0,0
10975,0,1,4,0,3,4,4,0,1,4,3,4,3,4,1,0,3,0
10976,3,1,2,1,4,1,0,1,3,2,3,3,2,2,2,1,4,0
10977,4,3,3,0,4,3,0,0,1,4,4,4,2,4,3,3,4,4
10978,0,2,4,0,3,0,0,3,2,2,2,3,4,4,1,0,3,0
10979,0,3,0,0,2,1,4,3,3,4,2,4,0,3,1,0,2,4
10980,0,1,0,0,2,0,0,1,4,3,2,3,0,2,4,0,2,0
10981,0,4,0,0,0,0,1,1,1,3,3,4,4,3,4,0,1,1
10982,0,0,0,0,1,0,0,1,0,2,1,2,1,1,1,0,3,0
10983,0,4,4,0,1,0,0,1,1,2,2,3,4,3,2,0,1,0
10984,0,4,0,0,3,0,0,3,0,2,2,2,0,3,0,0,3,4
10985,0,2,0,0,1,3,0,0,1,3,3,3,0,1,1,0,3,0
10986,0,1,0,0,4,1,0,4,4,3,4,2,0,1,0,0,1,0
10987,0,4,0,0,1,0,0,0,0,2,2,1,0,0,4,0,1,0
10988,0,1,0,0,2,0,0,1,0,2,1,1,1,1,3,0,1,1
10989,0,4,1,0,0,0,0,1,1,2,3,1,1,4,3,0,2,0
10990,3,4,0,0,0,1,0,0,1,1,4,2,1,1,3,2,1,0
10991,3,3,2,2,0,3,0,0,0,2,0,2,3,4,3,4,0,0
10992,0,3,0,0,1,4,0,0,0,2,2,3,0,1,4,0,2,3
10993,4,3,0,0,3,2,0,0,0,3,1,3,1,1,4,0,2,0
10994,0,2,1,0,1,2,0,3,4,3,2,2,0,1,1,0,4,0
10995,0,0,0,0,4,0,0,0,0,4,2,2,0,4,0,0,3,0
10996,0,1,0,0,4,4,3,1,1,3,2,3,0,2,4,0,2,0
10997,0,4,4,0,4,0,0,0,0,2,3,2,0,1,1,0,2,1
10998,0,0,0,0,0,4,2,4,3,4,4,2,0,0,0,0,4,0
10999,0,3,0,0,3,0,0,0,4,2,4,3,0,2,0,0,2,0
11000,4,4,4,0,0,0,0,0,0,4,3,3,3,3,2,4,0,0
11001,0,2,0,0,3,0,0,0,0,3,3,2,0,1,0,0,4,0
11002,0,2,4,0,1,1,4,1,2,3,2,3,2,3,2,0,3,0
11003,0,3,0,0,1,0,0,2,1,1,2,2,0,2,0,0,2,0
11004,1,4,2,0,0,1,0,0,0,1,4,1,3,0,1,0,0,0
11005,0,4,1,0,2,0,0,4,1,2,2,3,4,1,4,4,2,0
11006,0,1,0,0,4,0,0,2,0,2,4,3,1,0,0,0,0,0
11007,0,0,0,0,4,4,0,4,0,4,3,3,4,3,0,1,1,0
11008,0,2,4,0,3,2,0,4,4,1,4,3,0,2,1,0,3,0
11009,0,4,0,0,1,3,4,0,0,3,2,2,0,3,0,0,1,2
11010,0,0,0,0,2,0,0,0,0,1,3,2,0,0,0,0,3,0
11011,0,0,4,0,1,1,0,0,0,3,1,3,0,2,0,0,4,4
11012,0,4,4,4,0,0,0,0,1,4,4,4,4,1,4,4,0,0
11013,0,2,0,0,4,0,0,0,3,4,3,3,0,1,2,0,4,0
11014,0,1,0,0,1,1,0,0,0,2,1,1,0,4,1,0,0,0
11015,0,0,0,0,4,0,0,0,0,4,3,4,0,1,1,0,3,0
11016,0,2,4,0,1,1,0,3,4,2,2,3,0,3,1,4,2,1
11017,0,3,0,0,1,0,0,2,1,3,2,3,0,3,0,0,4,0
11018,0,4,2,0,0,4,4,3,4,4,3,3,3,1,4,0,4,3
11019,0,4,1,0,4,3,0,1,0,4,2,1,1,3,1,0,1,0
11020,0,2,2,1,0,1,0,1,2,1,1,1,4,1,4,1,1,0
11021,0,4,0,0,4,0,0,0,0,3,3,3,0,3,0,0,1,0
11022,4,3,4,4,3,3,0,0,0,4,4,2,3,4,1,3,3,3
11024,0,2,0,0,2,4,4,1,1,2,2,2,0,2,1,0,1,0
11025,0,2,4,0,2,1,0,0,0,2,2,2,0,2,0,0,2,1
11026,0,1,0,0,1,0,0,3,1,3,2,2,0,3,0,0,3,0
11027,0,4,2,0,0,4,0,0,0,1,1,1,2,0,3,4,1,1
11028,0,0,0,0,4,0,0,0,0,2,3,2,0,1,1,0,1,0
11029,0,3,0,0,0,1,0,0,0,2,2,2,0,0,1,0,3,0
11030,0,3,4,0,0,4,0,0,4,4,1,4,4,3,3,0,1,0
11031,0,3,1,0,1,1,0,1,0,3,3,2,0,2,1,0,2,0
11032,0,4,2,4,4,3,0,0,3,3,3,3,4,1,3,4,0,2
11033,0,1,0,0,0,0,0,0,0,3,1,2,0,4,0,0,4,0
11034,0,0,0,0,0,0,0,1,0,2,2,2,0,2,0,0,2,0
11035,0,3,1,0,1,1,0,2,4,1,2,3,0,4,1,0,4,0
11036,0,1,0,0,0,0,0,4,0,2,2,2,0,1,1,0,1,0
11037,0,4,0,0,1,4,0,0,0,1,2,2,4,0,1,1,1,2
11038,0,1,0,0,2,4,1,2,3,2,2,3,0,3,1,0,3,0
11039,2,1,3,0,4,2,0,2,0,1,1,2,1,1,2,2,3,2
11040,4,2,2,2,0,2,4,0,1,2,4,2,1,3,2,1,4,4
11041,0,4,0,0,4,4,0,1,1,1,3,4,0,4,0,0,4,4
11042,0,1,0,0,4,0,0,0,0,4,3,1,0,1,1,0,3,0
11043,0,2,0,0,4,0,0,1,0,3,4,2,0,3,0,0,1,0
11044,0,0,0,0,1,1,0,1,0,2,4,1,0,3,4,0,0,0
11045,0,2,1,0,4,4,0,3,3,2,2,2,0,3,4,0,1,0
11046,0,0,4,4,0,4,0,1,0,0,1,4,0,0,4,4,0,4
11047,0,0,0,0,0,3,0,0,0,4,1,2,1,0,4,0,2,0
11048,0,4,2,0,0,3,0,0,0,4,4,4,4,0,1,4,4,4
11049,0,1,0,0,4,1,0,0,0,1,2,2,4,1,1,0,1,4
11051,4,1,4,4,0,4,0,0,1,0,0,1,1,0,4,4,0,0
11052,0,3,0,0,2,1,0,1,0,2,2,3,0,2,1,0,4,0
11053,0,2,0,0,4,1,0,1,0,2,2,3,1,3,1,0,3,1
11054,0,1,0,0,1,1,4,3,4,4,3,4,0,1,1,0,1,0
11055,0,2,0,0,0,4,0,1,1,3,2,3,0,2,0,0,4,1
11056,0,4,0,0,1,0,0,1,1,3,2,3,0,1,0,0,2,0
11057,0,3,0,0,1,0,0,0,0,3,3,4,0,4,0,0,0,0
11058,2,2,4,4,0,1,1,3,2,3,1,1,2,2,3,4,2,3
11059,0,3,4,1,4,3,0,0,4,2,0,3,4,4,2,2,0,3
11060,0,4,2,0,0,2,0,1,4,4,0,4,1,4,2,0,0,0
11061,4,2,4,0,0,3,0,4,2,3,4,1,1,0,2,1,4,0
11062,0,1,4,0,0,0,0,2,0,4,2,2,0,4,2,0,1,0
11063,4,3,0,1,1,2,0,0,0,4,0,3,1,0,4,1,1,4
11064,2,3,3,4,0,1,0,1,1,1,1,1,2,1,4,4,0,0
11065,0,1,0,0,0,4,1,3,1,3,3,3,0,4,0,0,2,0
11066,0,1,0,0,1,1,2,2,1,4,3,2,0,2,0,0,4,0
11067,0,1,1,0,1,0,0,4,1,2,2,2,0,3,4,4,3,3
11068,0,1,1,0,0,3,0,0,0,2,3,1,4,1,4,4,1,0
11069,0,4,0,0,4,0,0,0,0,4,3,2,0,3,0,0,4,0
11070,0,4,4,0,4,3,0,1,4,4,1,3,0,4,2,0,3,1
11071,0,2,1,0,0,4,0,0,2,2,4,2,4,0,1,4,0,4
11073,0,3,0,0,2,4,0,1,0,3,1,3,3,3,3,0,4,2
11074,0,0,0,0,4,4,0,0,4,2,1,3,0,2,1,0,3,0
11075,0,4,0,1,0,0,0,0,4,4,1,1,0,4,0,0,0,0
11076,0,2,0,0,4,1,0,4,0,3,2,3,0,2,4,0,4,4
11077,0,4,0,0,1,0,0,1,0,2,3,3,0,4,0,0,3,0
11078,0,2,1,0,4,0,0,0,0,3,3,3,0,2,0,0,1,0
11079,0,4,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
11080,4,4,3,2,0,3,0,0,2,1,1,1,3,1,2,4,0,0
11081,0,1,1,0,0,4,0,0,3,1,4,4,2,0,4,0,0,0
11082,0,2,0,0,4,0,0,0,0,4,4,4,0,0,0,0,4,0
11083,0,1,4,0,0,0,0,0,4,3,1,1,2,0,2,4,0,3
11084,0,4,0,0,2,0,0,3,1,4,2,4,0,1,0,0,2,0
11086,0,4,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0
11087,0,1,0,0,2,0,0,2,4,2,3,2,0,2,4,0,2,0
11088,0,3,0,0,0,0,1,2,4,2,3,4,0,2,4,0,3,0
11089,0,3,0,1,0,0,0,0,0,2,4,3,3,0,3,4,0,0
11090,0,3,4,0,2,2,3,3,2,3,1,3,4,4,4,0,4,4
11091,0,1,0,0,2,0,1,2,4,3,2,3,0,3,1,0,2,0
11092,0,1,0,0,0,0,0,4,0,1,4,4,0,4,0,0,4,0
11093,0,4,0,0,4,4,0,4,4,4,2,2,0,4,4,0,3,0
11094,0,2,1,0,0,1,0,0,0,3,0,3,2,0,2,1,0,4
11095,1,3,3,0,0,3,4,1,3,2,4,3,4,4,2,4,4,0
11096,4,3,1,1,0,4,0,0,3,4,1,2,4,0,4,1,0,4
11097,0,2,1,0,0,0,0,2,0,3,1,2,1,2,4,0,3,1
11098,0,4,4,0,1,4,0,4,4,3,1,2,0,4,0,1,2,0
11099,0,2,0,0,0,0,0,0,2,4,0,4,0,0,2,4,0,0
11100,0,4,0,0,0,0,0,4,4,4,4,4,0,4,0,0,4,0
11101,1,3,2,0,0,4,0,4,0,2,1,1,3,4,3,0,1,0
11102,0,1,4,0,1,3,1,1,1,3,3,2,4,3,1,0,2,4
11103,0,2,4,0,2,4,0,0,0,1,3,4,4,1,3,0,1,0
11104,0,1,0,0,3,1,0,3,3,2,2,2,0,4,4,0,4,0
11105,4,3,2,4,0,3,0,0,1,3,0,2,1,0,1,4,0,0
11106,0,1,0,0,2,0,0,2,2,2,2,3,0,1,4,0,2,4
11107,0,2,0,0,2,0,0,0,0,3,3,2,0,1,0,0,1,0
11108,4,1,3,4,4,2,0,0,3,3,2,2,3,4,1,2,2,3
11109,0,4,0,0,1,0,0,0,0,2,3,2,0,3,0,0,1,0
11110,0,4,0,0,1,1,0,0,0,4,1,3,0,1,2,0,1,0
